,VHL_2h,DMSO_24h,DMSO_2h,MYBi_24h,PBS_24h,VHL_24h
C4orf3,18.25,9.5,30.0,1.0,8.0,4.25
C5orf63,0.0,0.0,0.5,0.6666666666666666,0.75,0.75
HTATSF1P2,7.75,4.75,8.0,1.3333333333333333,0.5,3.75
SAPCD1,0.25,0.25,0.0,0.0,0.25,0.0
RAB44,18.0,10.5,20.0,2.6666666666666665,8.75,12.25
LINC00951,0.0,0.0,0.0,0.0,0.0,0.0
TRAM2-AS1,2.25,0.75,2.5,0.3333333333333333,1.0,0.75
401282,0.0,0.0,0.0,0.0,0.0,0.0
401312,0.0,0.0,0.0,0.0,0.0,0.0
GARS-DT,4.25,1.25,4.0,0.0,2.0,1.0
RASA4CP,0.5,1.75,1.0,0.3333333333333333,0.5,1.0
401388,0.0,0.0,0.0,0.0,0.0,0.0
SMIM30,30.5,8.0,40.75,1.0,17.75,5.0
POT1-AS1,0.0,0.0,0.0,0.0,0.0,0.0
PRRT4,2.5,2.25,1.5,0.0,0.5,1.25
ATP6V0E2-AS1,0.0,0.75,1.0,0.0,0.0,0.25
RBIS,23.75,9.0,27.25,0.0,5.25,8.5
SAMD12,1.5,0.25,0.75,0.0,0.0,0.5
VLDLR-AS1,1.0,0.25,0.5,0.0,0.0,1.25
HACD4,2.75,1.75,1.25,1.3333333333333333,0.75,1.75
TMEM215,0.25,0.0,1.0,0.0,0.25,0.0
TOMM5,70.75,66.0,105.25,0.6666666666666666,21.0,43.25
ZNF658B,1.0,0.5,1.0,0.0,0.5,0.0
CENPP,5.0,2.5,5.75,0.0,2.0,0.5
C9orf152,0.25,0.0,0.25,0.0,0.0,0.0
SNX30,45.25,15.25,59.5,3.3333333333333335,18.75,11.0
WDR38,0.0,0.0,0.0,0.0,0.0,0.0
LINC01451,0.0,0.0,0.0,0.0,0.0,0.0
C9orf139,12.25,9.25,12.0,0.0,8.0,9.25
FAM166A,0.0,0.0,0.0,0.0,0.0,0.0
CD99P1,2.25,2.75,2.75,1.0,4.25,2.0
LINC02595,2.0,2.25,2.25,0.0,0.0,1.5
ZNF674-AS1,16.25,15.0,18.5,1.3333333333333333,9.75,9.25
SLC25A53,0.5,0.0,0.25,0.0,0.0,0.0
GOLGA7B,0.0,0.0,0.0,0.0,0.0,0.0
FIGNL2,0.0,0.0,0.75,0.0,0.0,0.0
401884,0.25,0.5,0.25,0.0,0.25,0.0
LDLRAD2,0.25,0.0,0.0,0.0,0.5,0.0
SRRD,5.5,5.25,10.75,0.0,3.5,3.0
RPL21P44,1.5,1.75,2.5,2.0,2.75,1.0
XKRX,0.0,0.0,0.0,0.0,0.0,0.0
C7orf61,0.0,0.0,0.0,0.0,0.0,0.25
IGLON5,0.0,0.0,0.0,0.0,0.0,0.0
UFSP1,1.75,0.5,1.75,0.3333333333333333,1.0,0.0
403150,0.0,0.0,0.0,0.0,0.0,0.0
403312,0.0,0.5,0.0,0.0,0.0,0.0
PLPP6,45.25,13.5,58.75,2.6666666666666665,25.25,12.0
FAM92A1P2,0.0,0.0,0.25,0.0,0.0,0.0
LERFS,0.0,0.0,0.25,0.0,0.0,0.25
403340,0.5,0.0,0.75,0.0,0.75,0.0
ZBTB34,54.25,13.5,92.0,2.3333333333333335,20.5,11.0
HAPLN4,0.0,0.0,0.0,1.3333333333333333,8.25,0.0
CUEDC1,0.25,1.0,0.25,0.0,0.25,0.0
CTXN1,1.5,0.5,3.25,0.0,0.0,0.75
C6orf201,0.0,0.0,0.0,0.0,0.0,0.0
HOXB-AS3,0.25,0.0,0.0,0.0,0.0,0.0
YY2,2.5,1.0,3.0,0.0,1.25,1.0
C16orf74,3.75,8.25,2.0,0.0,8.0,8.75
DENND10,22.25,20.25,40.0,0.3333333333333333,19.25,10.75
CACTIN-AS1,0.0,0.0,0.0,0.0,0.0,0.0
GTF2H5,11.5,6.5,11.5,1.3333333333333333,3.0,2.75
ANKHD1-EIF4EBP3,4.75,1.0,5.25,1.0,1.25,1.75
ERVFRD-1,0.0,0.0,0.0,0.0,0.0,0.0
MIRLET7B,1.5,3.5,4.5,0.0,0.5,2.5
MIRLET7D,1.75,1.75,2.5,0.6666666666666666,3.25,0.5
MIR103A2,0.25,0.25,1.0,0.0,0.0,0.0
MIR106B,0.75,0.75,1.25,0.0,0.25,0.5
MIR124-1,1.0,2.25,1.75,0.0,0.0,0.25
MIR130B,0.75,0.0,0.0,0.0,0.0,0.25
MIR132,0.0,0.0,0.0,0.0,0.0,0.0
MIR135A1,0.0,0.0,0.0,0.0,0.0,0.0
MIR142,22.0,29.0,27.75,3.0,11.0,14.0
MIR146A,0.0,0.0,0.0,0.0,0.0,0.0
MIR155,2.25,0.5,4.5,0.0,1.0,1.0
MIR181B1,12.0,8.5,15.5,0.0,3.25,4.25
MIR186,1.0,0.75,2.5,0.0,0.25,0.0
MIR191,0.0,0.0,0.0,0.0,0.0,0.0
MIR193A,0.25,0.5,0.5,0.0,0.25,0.75
MIR197,0.0,0.0,0.0,0.0,0.0,0.0
MIR199A1,0.0,0.0,0.0,0.0,0.0,0.0
MIR200A,0.0,0.0,0.0,0.0,0.0,0.0
MIR181A1,2.25,2.5,2.75,0.0,1.0,0.5
MIR214,0.0,0.0,0.0,0.0,0.0,0.0
MIR221,2.5,2.0,6.5,1.0,2.25,1.5
MIR223,35.25,28.0,46.25,1.0,20.0,22.5
MIR23A,0.25,4.25,1.75,0.0,1.75,1.0
MIR24-2,0.0,2.25,0.75,0.6666666666666666,0.75,1.5
MIR25,4.75,4.25,10.25,0.0,5.75,2.0
MIR27A,0.25,3.75,0.25,0.0,0.5,2.5
MIR29C,0.75,1.5,1.0,0.0,0.0,0.75
MIR302A,0.0,0.0,0.0,0.0,0.0,0.0
MIR320A,0.75,0.75,0.75,0.0,0.0,0.75
MIR34A,0.0,0.0,0.0,0.0,0.0,0.0
MIR7-1,1.75,0.25,3.25,1.0,2.25,0.25
MIR92A1,1.0,1.5,2.0,0.0,1.25,0.0
MIR93,4.25,0.75,3.0,1.0,2.25,0.5
TNFSF12-TNFSF13,22.25,3.5,20.25,0.6666666666666666,4.25,3.5
NOMO3,0.0,0.0,0.0,0.0,0.0,0.0
CCL3L3,0.0,3.75,0.0,0.0,1.0,1.25
ACBD7,0.5,0.0,0.0,0.0,0.0,0.25
C10orf105,0.0,0.0,0.0,0.0,0.0,0.0
AGAP6,1.25,1.25,3.25,0.3333333333333333,1.0,0.25
CELF2-AS1,0.0,0.0,0.0,0.0,0.25,0.0
ZNF32-AS1,0.5,0.0,0.0,0.0,0.0,0.0
ZNF32-AS2,0.5,0.0,0.0,0.0,0.0,0.0
C10orf55,9.5,7.5,17.25,0.3333333333333333,7.25,5.75
SHLD2P1,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC9-AS1,13.25,8.0,15.0,0.0,3.25,9.0
414300,0.25,0.0,0.25,0.0,0.0,0.0
IDNK,0.25,0.25,0.0,0.0,0.0,1.75
HCG18,0.0,0.0,0.25,0.0,0.0,0.25
DENND6B,0.0,0.25,0.0,0.0,0.0,0.0
C8orf82,7.0,8.0,11.0,0.6666666666666666,6.0,6.5
PIM3,253.25,235.0,341.5,16.0,106.0,143.75
ATP5F1EP2,4.5,4.0,7.75,0.0,2.0,2.25
MXRA7,3.5,1.75,7.0,0.0,1.25,1.5
THAP7-AS1,7.75,3.5,11.0,0.0,3.25,1.0
439933,0.0,0.0,0.25,0.0,0.0,0.0
TMEM41B,11.75,6.25,17.5,0.3333333333333333,3.0,6.0
LINC02709,1.0,0.75,0.25,0.0,0.0,0.0
SLC22A20P,1.0,0.5,0.5,0.0,1.0,0.25
IQSEC3,3.25,4.5,4.5,0.0,1.5,3.5
FAM66C,0.25,0.5,0.0,0.0,0.0,0.0
DDX12P,11.0,3.25,9.0,1.0,3.75,5.0
H3-5,0.25,0.75,0.25,0.0,0.25,0.75
440101,0.0,0.0,0.0,0.0,0.0,0.0
TMEM198B,9.75,5.75,13.25,0.0,4.75,3.0
LINC00545,0.0,0.0,0.25,0.0,0.0,0.0
ALG11,13.75,6.5,11.25,1.6666666666666667,7.5,4.5
MZT1,21.75,10.25,27.25,2.3333333333333335,12.25,8.75
RNASE13,0.0,0.0,0.0,0.0,0.0,0.0
CCDC88C,43.75,35.0,70.25,3.3333333333333335,15.25,16.25
GOLGA8B,3.5,1.75,3.75,0.6666666666666666,1.25,1.0
EIF2AK4,4.0,3.5,5.75,2.3333333333333335,1.25,3.75
CATSPER2P1,0.0,0.0,0.25,0.0,0.0,0.0
UBL7-AS1,6.0,2.5,4.25,0.0,2.75,1.25
440311,9.75,9.75,7.75,0.3333333333333333,10.5,4.0
SMG1P2,3.25,6.25,11.25,0.6666666666666666,1.0,4.5
CDIPTOSP,0.75,0.0,0.0,0.0,0.0,0.0
YBX3P1,10.25,12.75,18.25,1.6666666666666667,10.25,8.75
RNASEK,17.75,13.25,14.75,3.3333333333333335,8.75,6.75
CCDC144NL-AS1,3.0,3.5,3.5,0.0,1.5,0.5
NPEPPSP1,0.0,0.0,0.0,0.0,0.0,0.0
PLEKHM1P1,8.25,5.5,6.5,0.0,0.75,3.0
BAIAP2-DT,11.75,3.75,13.25,2.3333333333333335,7.25,4.5
HSBP1L1,0.0,0.25,0.0,0.0,0.5,0.0
PLIN5,0.75,0.0,0.5,0.0,0.5,0.0
ZNF506,8.0,4.0,11.75,0.6666666666666666,5.0,3.0
ZNF724,0.0,0.0,0.0,0.0,3.0,0.0
UQCRHL,2.75,3.75,5.75,0.0,1.0,1.5
MICOS10,14.5,8.0,15.75,1.3333333333333333,7.75,7.25
SLC2A1-AS1,0.25,0.25,0.0,0.0,0.0,0.0
RBM15-AS1,2.25,0.5,0.5,0.0,0.5,0.75
BCL2L15,1.25,0.5,0.75,0.0,0.75,0.5
440700,0.0,0.0,0.0,0.0,0.0,0.0
RHEX,0.0,0.0,0.25,0.6666666666666666,0.5,0.0
TRIM67,0.0,0.0,0.0,0.0,0.0,0.0
P2RX6P,0.0,0.25,0.25,0.0,0.0,0.0
RIMBP3B,0.0,0.0,0.5,0.0,0.0,0.0
MIAT,3.5,3.0,1.75,0.0,2.75,2.5
SHISA8,0.0,0.0,0.0,0.0,0.0,0.0
ODF3B,0.25,0.0,0.25,0.0,0.0,0.0
LINC01124,0.25,0.0,0.0,0.0,0.0,0.0
THUMPD3-AS1,41.75,31.0,66.25,6.0,30.25,17.0
EIF1B-AS1,3.75,1.0,3.25,0.0,0.5,0.75
SMIM4,2.25,1.5,2.25,0.0,0.25,0.75
MIR570HG,0.25,0.0,0.25,0.0,0.0,0.0
CPEB2-DT,0.0,0.5,0.0,0.0,0.0,0.0
MTHFD2L,1.0,0.25,0.75,0.0,0.0,0.25
TMEM150C,0.0,0.0,0.0,0.0,0.0,0.0
GUSBP5,0.0,0.0,0.0,0.0,0.0,0.0
441072,0.0,0.0,0.0,0.0,0.0,0.0
441081,0.0,0.0,0.0,0.0,1.0,0.0
441089,3.5,3.25,2.0,1.0,1.25,2.0
IRF1-AS1,0.0,0.0,0.0,0.0,0.0,0.0
GTF2IP20,3.75,3.25,2.5,0.0,0.25,2.75
C6orf226,4.0,3.75,4.0,0.6666666666666666,0.75,0.75
441155,0.0,0.0,0.5,0.0,0.0,0.0
CALHM6,0.0,0.0,0.0,0.0,0.0,0.5
RP9P,11.0,5.25,14.0,4.0,2.25,2.75
441242,3.0,3.25,3.0,0.0,2.25,1.75
TYW1B,7.25,3.0,9.75,0.6666666666666666,2.75,0.5
DTX2P1-UPK3BP1-PMS2P11,0.0,1.0,0.75,0.0,0.75,0.75
SPDYE3,0.0,0.0,0.0,0.0,0.0,0.0
441307,1.5,0.25,1.0,0.6666666666666666,2.0,1.25
441374,0.0,0.0,0.0,0.0,0.5,0.0
LRRC24,0.25,0.0,0.0,0.0,0.0,0.5
LINC01239,0.0,0.0,0.0,0.0,0.0,0.0
SUGT1P1,0.0,0.25,0.5,0.0,0.0,0.0
NUTM2G,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD18B,0.0,0.0,0.0,0.0,0.0,0.0
STX17-AS1,0.0,0.0,0.0,0.0,0.0,0.0
STPG3,0.0,0.0,0.0,0.0,0.0,0.0
NRARP,138.25,106.75,229.5,3.6666666666666665,18.5,57.75
PGAM4,0.25,0.25,1.0,0.0,0.0,0.0
CDNF,0.0,0.0,0.0,0.0,0.25,0.0
TEX21P,0.0,0.0,0.0,0.0,0.5,0.0
PRKXP1,8.5,8.75,7.5,0.3333333333333333,5.75,4.0
WBP11P1,6.25,3.25,5.0,0.0,2.25,3.0
ZFAS1,155.5,169.75,224.25,21.333333333333332,83.75,114.75
PTCHD4,0.0,0.0,0.0,0.0,0.0,0.0
GSTM2P1,2.5,0.5,1.25,4.0,3.25,0.0
UQCRBP1,13.5,7.0,23.75,2.0,6.25,8.5
XRCC6P5,1.0,0.75,0.0,0.0,0.75,1.25
DPY19L2P3,0.0,0.0,0.0,0.0,0.0,0.25
STAG3L3,15.25,12.5,13.5,0.0,6.75,6.75
STAG3L2,33.25,32.0,29.75,4.666666666666667,19.25,25.25
SPDYE5,0.0,0.0,0.0,0.0,0.0,0.0
EIF3IP1,1.0,0.75,0.5,0.0,1.0,0.5
MIR148B,0.5,0.25,0.5,0.0,0.0,0.0
MIR302B,0.0,0.0,0.0,0.0,0.0,0.0
MIR302C,0.0,0.0,0.0,0.0,0.0,0.0
MIR302D,0.0,0.0,0.0,0.0,0.0,0.0
MIR324,0.25,0.0,0.0,0.0,0.0,0.0
MIR326,0.75,0.0,0.5,0.0,0.25,0.25
MIR330,1.0,0.75,0.0,0.0,0.25,0.0
MIR339,0.0,0.0,0.0,0.0,0.0,0.0
MIR367,0.0,0.0,0.0,0.0,0.0,0.0
MIR196B,0.75,0.25,1.25,0.0,0.5,0.0
SULT1A4,1.0,0.75,2.5,0.3333333333333333,1.0,1.0
445347,166.25,128.75,221.0,22.0,110.75,71.25
TRIM6-TRIM34,0.0,0.0,0.5,0.0,0.0,0.0
PALM2AKAP2,186.75,98.0,264.5,11.666666666666666,128.75,61.25
DEFA8P,0.0,0.0,0.0,0.0,0.0,0.0
GGNBP1,0.5,0.0,0.0,0.0,0.0,0.0
SPIN2B,0.25,0.0,0.5,0.0,0.0,0.25
GIMAP6,11.0,3.75,12.75,0.3333333333333333,15.5,5.5
F8A3,0.5,0.5,2.0,0.0,0.0,0.0
GEMIN8P4,8.0,5.0,8.0,0.0,4.75,2.25
IGIP,0.5,0.0,0.0,0.0,0.0,0.0
COA5,17.0,3.5,19.75,2.3333333333333335,5.75,4.25
493754,54.5,35.0,75.0,7.0,19.75,17.75
TRIM72,0.0,0.0,0.0,0.0,0.0,0.0
CISD2,13.0,5.25,12.75,1.6666666666666667,6.25,2.75
CCDC73,0.75,0.0,0.25,0.3333333333333333,0.0,0.5
TMEM9B-AS1,1.5,0.0,1.5,0.0,0.25,2.5
PHOSPHO2,0.0,0.0,0.0,0.0,0.0,0.0
RBMXL1,20.25,22.75,35.25,4.333333333333333,23.5,8.5
494127,0.75,0.25,0.5,0.3333333333333333,0.25,0.75
CHAC2,6.25,0.75,5.5,0.0,1.5,1.75
MIR423,0.75,0.25,0.5,0.0,0.0,0.0
MIR424,0.0,0.0,0.25,0.0,0.0,0.0
MIR425,0.5,1.0,1.75,0.0,1.25,0.0
TYMSOS,0.5,0.0,1.5,0.0,0.0,0.0
TIFAB,23.25,3.5,26.25,3.0,28.75,3.0
CLEC18B,0.0,0.0,0.0,0.0,0.0,0.0
BDNF-AS,0.25,0.25,0.25,0.0,0.0,0.0
C18orf32,15.0,9.0,24.75,1.6666666666666667,3.25,4.25
A1BG-AS1,0.0,0.0,0.0,0.0,0.5,0.0
SPRN,0.0,0.0,0.0,0.0,0.0,0.0
ARGFXP2,0.0,0.0,0.0,0.0,0.0,0.0
DPRXP4,3.0,4.25,4.25,0.0,0.25,3.5
LOH12CR2,1.75,1.0,1.5,0.0,0.5,0.75
MIR4435-2HG,13.0,9.75,12.5,0.3333333333333333,3.75,9.75
541473,0.0,0.0,0.0,0.0,0.0,0.0
C8orf58,20.0,10.5,19.0,1.0,8.0,4.25
CXorf40B,5.5,2.0,2.25,0.0,1.75,3.25
SLX1A,0.0,0.0,0.0,0.0,0.0,0.0
POLR2J3,0.25,0.25,1.5,0.0,0.75,0.5
DNAJC25,13.5,7.5,18.25,0.0,7.5,2.5
UBA6-AS1,30.25,14.0,38.75,0.0,11.0,13.75
CCDC157,1.75,0.0,1.0,0.0,1.5,0.75
ATXN7L3B,143.75,61.5,207.75,12.666666666666666,67.5,47.5
DNAJC25-GNG10,2.5,0.5,2.25,0.0,1.5,0.0
BOLA2,2.5,3.5,2.5,0.0,1.0,2.25
MIR3936HG,0.0,0.0,0.0,0.0,0.0,0.0
PEF1,40.5,36.0,46.0,1.6666666666666667,24.0,24.5
554206,4.25,1.25,3.5,1.0,1.0,0.75
ASPDH,0.0,0.0,0.0,0.0,0.0,0.0
DPY19L2P1,0.0,0.5,0.25,0.0,0.0,0.0
FBXO48,5.0,0.75,4.0,0.0,0.5,0.5
LINC00862,0.0,0.25,0.0,0.0,0.0,0.0
FAM72C,0.25,0.0,0.75,0.0,0.0,0.0
SNORA6,20.5,17.75,25.75,0.3333333333333333,7.75,8.0
SNORA10,15.75,11.0,29.25,3.3333333333333335,6.75,6.5
ADAMTSL4-AS1,3.5,7.25,5.25,0.3333333333333333,1.5,3.5
OBSCN-AS1,0.5,0.0,0.25,0.0,1.0,0.25
IBA57-DT,0.5,0.25,0.25,0.3333333333333333,0.0,0.25
MIR181D,0.0,0.0,0.0,0.0,1.25,0.0
MIR499A,0.0,0.0,0.0,0.0,0.0,0.0
SNORD101,4.75,4.25,14.0,0.6666666666666666,1.5,1.5
SNORD100,4.0,3.0,6.25,4.333333333333333,1.25,0.25
SNORA33,15.25,12.5,34.5,1.0,4.0,2.25
ZFAT-AS1,0.0,0.0,0.0,0.0,0.0,0.0
CPLX3,0.0,0.0,0.0,0.0,0.0,0.0
SNORD16,18.0,13.75,31.0,0.0,5.5,5.25
SNORD18A,3.0,1.25,5.5,0.0,1.75,1.75
SNORD18B,1.25,0.0,1.5,0.0,0.5,0.5
SNORD18C,6.25,3.75,16.25,1.0,1.25,1.0
SMG1P5,1.0,0.0,0.5,0.0,1.25,2.0
PGM5P2,0.25,0.5,0.0,0.0,0.25,0.0
KLKP1,0.0,0.0,0.0,0.0,0.0,0.0
CYB5RL,1.75,1.0,2.25,0.0,0.5,2.25
UBE2MP1,32.0,27.0,37.0,3.6666666666666665,25.0,14.5
NPIPB13,0.25,1.25,0.0,0.0,0.25,0.5
CYP51A1-AS1,0.25,0.0,0.0,0.0,1.0,0.25
613266,0.0,0.0,0.0,0.0,0.5,0.0
SERINC4,0.0,0.25,0.0,0.0,0.0,0.0
FDPSP2,0.25,0.25,0.0,0.0,0.0,0.0
FAM229B,0.0,0.0,0.0,0.0,0.0,0.25
ZNF704,0.25,0.0,0.5,0.6666666666666666,0.0,0.0
MBOAT4,0.0,0.0,0.0,0.0,0.0,0.0
SCARNA9,1.5,0.75,2.0,0.0,1.25,1.0
LINC00051,0.5,0.25,0.0,0.6666666666666666,0.25,0.0
SNORD74,6.25,3.75,4.75,0.0,1.25,0.5
SNORA27,8.75,5.25,16.75,2.6666666666666665,3.0,1.25
SNORA21,3.75,2.25,6.0,2.3333333333333335,0.75,1.75
SSBP3-AS1,0.0,0.5,0.25,0.0,0.25,0.0
SNORA3A,7.5,4.75,13.0,0.0,4.25,3.25
SNORA7A,13.0,13.5,12.75,0.0,10.0,5.75
SNORA52,14.0,12.25,14.0,0.3333333333333333,5.25,9.0
SNORD2,8.25,3.75,19.75,2.3333333333333335,2.5,5.0
SNORA4,29.0,9.75,45.25,3.6666666666666665,9.75,4.25
SNORA41,5.0,3.25,10.25,0.0,1.75,1.0
SNORD95,0.5,0.75,0.5,0.0,0.75,0.25
SNORD96A,18.75,11.5,25.25,1.6666666666666667,12.75,5.0
RPL31P11,0.25,1.0,0.5,0.0,0.25,0.5
ZNF674,2.0,1.0,4.0,0.0,0.25,1.0
SLC7A11-AS1,0.0,0.0,0.0,0.0,0.0,0.0
641367,0.25,0.0,0.0,0.0,0.0,0.0
TMEM75,0.0,0.0,0.0,0.0,0.0,0.0
SNORA19,0.0,0.25,0.75,0.0,0.0,0.5
POTEM,0.0,0.0,0.0,0.0,0.0,0.5
TSC22D1-AS1,0.5,0.0,0.75,0.0,0.0,0.25
LEF1-AS1,0.0,0.0,0.25,0.0,0.0,0.0
SNHG6,160.25,138.0,220.0,14.0,69.75,87.25
SNORD87,12.0,5.5,22.25,0.3333333333333333,7.25,2.0
TMEM91,1.5,0.75,0.0,1.3333333333333333,1.75,0.0
ECSCR,0.0,0.0,0.0,0.0,0.0,0.25
SEPTIN7P2,9.0,6.0,12.75,0.6666666666666666,5.5,3.75
FRG1JP,0.0,0.0,0.0,0.0,0.0,0.0
ZNF876P,0.25,0.25,1.0,0.3333333333333333,1.0,1.5
642361,2.75,4.5,4.25,0.0,3.25,3.25
AGAP9,1.25,0.5,0.0,0.0,0.0,0.0
POU5F1P3,0.0,0.0,0.0,0.0,0.0,0.0
SCX,0.0,0.5,0.0,0.0,0.75,0.0
TBC1D22A-AS1,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
BMS1P2,2.75,1.5,3.25,0.0,1.25,0.25
CPSF4L,0.0,0.0,0.0,0.0,0.0,0.0
LINC00535,1.0,0.25,1.0,0.0,0.25,0.75
CERNA2,0.0,0.0,0.0,0.0,0.0,0.0
INSYN2A,0.0,0.0,0.0,0.0,0.0,0.0
FLVCR1-DT,11.75,9.5,10.25,0.0,4.75,4.25
SMIM5,0.0,0.0,0.0,0.0,0.0,0.0
643036,18.5,19.75,25.5,0.0,4.75,10.25
C11orf97,0.0,0.0,0.0,0.0,0.0,0.0
SMIM15,102.75,84.0,190.25,5.333333333333333,34.25,45.75
CCT6P3,7.0,3.75,10.25,0.3333333333333333,4.5,2.75
643201,0.75,0.0,0.25,0.0,0.0,0.0
TMEM72,0.0,0.0,0.0,0.0,0.0,0.0
MAP1LC3B2,0.0,1.5,1.5,0.0,0.75,0.5
KIAA0754,1.25,1.25,1.75,0.6666666666666666,0.75,0.5
C15orf62,0.75,1.75,0.75,0.0,0.75,1.0
643339,0.0,0.0,0.25,0.0,0.0,0.0
BTBD18,0.0,0.0,0.0,0.0,0.0,0.0
TMEM253,0.0,0.0,0.0,0.0,0.0,0.0
LINC00865,0.0,0.0,0.0,0.0,0.0,0.0
RNF224,0.0,0.0,0.0,0.0,0.0,0.0
ZNF862,5.0,3.0,4.0,0.0,1.25,1.0
CCER2,0.0,0.25,0.0,0.0,0.25,0.0
GOLGA8N,0.5,1.75,1.5,0.0,0.25,0.25
SCGB1B2P,0.5,0.25,1.0,0.0,0.25,0.5
LYPLAL1-DT,0.0,0.5,0.0,0.0,0.0,0.0
TRAF3IP2-AS1,0.25,1.0,1.0,0.0,0.0,0.75
LINC02453,0.0,0.0,0.0,0.0,0.0,0.0
USP46-AS1,3.0,2.0,3.75,0.0,1.0,0.75
ZFP62,24.75,7.0,25.5,1.6666666666666667,3.5,3.75
LINC01128,6.25,2.25,5.75,0.0,2.0,1.25
TMPPE,8.5,7.0,17.0,0.3333333333333333,3.0,6.0
CBLN3,0.75,0.5,0.25,0.0,0.0,0.0
RNF222,0.0,0.0,0.25,0.0,0.0,0.0
CRNDE,12.75,12.75,26.0,2.0,6.0,8.5
643977,3.5,4.25,9.75,0.0,2.5,3.75
FNDC10,25.25,16.25,32.75,2.6666666666666665,7.25,9.25
MSH2-OT1,0.0,0.0,0.25,0.0,0.0,0.0
SDHAF1,48.5,47.5,75.25,3.0,27.0,31.0
RPL23AP53,7.75,4.25,8.0,0.0,2.75,1.75
SYCE3,0.0,0.0,0.0,0.0,0.0,0.5
NR2F2-AS1,0.0,0.25,0.0,0.0,0.0,0.0
LINC00622,0.25,0.0,0.75,0.0,0.0,0.0
644285,1.0,0.5,1.75,0.0,0.0,1.25
RPL13AP6,2.0,4.5,2.0,0.0,2.25,2.75
SMIM10,12.75,19.25,25.5,0.0,3.75,8.0
SMIM10L2B,0.0,0.0,0.5,0.0,0.25,0.0
APOOP5,0.25,0.0,0.0,0.0,1.0,0.0
644656,6.5,8.0,17.0,2.0,10.25,4.75
RAD21-AS1,1.75,0.5,1.75,0.0,0.0,0.0
LIMD1-AS1,1.0,1.0,1.25,0.0,0.5,0.0
644762,0.5,0.5,1.75,0.0,0.25,0.25
C15orf56,0.0,0.25,0.0,0.0,0.75,0.0
FAM83G,3.5,2.25,6.5,0.0,2.5,3.0
LINC01184,4.25,2.0,5.25,0.6666666666666666,1.25,1.0
MEIG1,0.0,0.0,0.0,0.0,0.0,0.0
GCC2-AS1,1.5,0.75,0.5,0.0,0.5,1.0
644936,0.25,3.0,1.5,0.0,0.5,3.0
TNRC18P1,2.5,0.25,0.5,0.0,2.0,1.0
ALG1L2,0.0,0.0,0.0,0.0,0.0,0.0
PIK3CD-AS1,8.75,1.25,5.25,0.0,6.75,2.25
CCNI2,0.0,0.0,0.0,0.0,0.0,0.0
CBX3P2,1.75,1.75,1.75,0.0,3.25,1.0
LSP1P5,0.0,0.0,0.0,0.0,0.0,0.0
LINGO3,0.0,0.0,0.25,0.0,0.0,0.0
EIF3J-DT,20.5,19.25,26.25,2.3333333333333335,13.0,8.5
LINC00461,3.5,1.0,2.0,0.0,1.0,0.75
FAM86C2P,4.75,1.0,4.5,0.0,6.5,1.75
TMEM191C,0.0,0.0,0.0,0.0,0.0,0.0
FUT8-AS1,1.75,1.0,5.5,0.0,1.5,2.25
ARRDC5,0.0,0.0,0.0,0.0,0.0,0.0
CEP170P1,0.0,0.25,0.0,0.0,0.0,0.0
FAM238A,0.0,0.25,0.25,0.0,1.5,0.5
IGFL2-AS1,0.0,0.5,0.0,0.0,0.0,0.25
LHFPL3-AS1,0.0,0.0,0.0,0.0,0.0,0.0
WFDC21P,0.0,0.0,0.0,0.0,0.0,0.0
POU5F1P4,0.0,0.0,0.0,0.0,0.0,0.0
RPL13AP3,0.75,0.0,0.25,0.0,1.0,0.0
ZNF890P,0.0,0.0,0.0,0.0,0.0,0.0
645752,0.0,0.0,0.0,0.0,0.25,0.0
TMEM14EP,0.0,0.0,0.0,1.0,0.0,0.0
ADORA2A-AS1,0.0,0.0,0.0,0.0,0.0,0.5
RAET1K,0.25,0.0,0.0,0.0,0.0,0.0
POM121L10P,0.0,0.0,0.0,0.0,0.0,0.25
LRRC77P,0.0,0.0,0.0,0.0,0.0,0.0
C16orf90,0.0,0.0,0.0,0.0,0.0,0.0
646214,1.5,0.25,2.25,0.0,0.75,1.25
TPTE2P1,0.0,0.25,0.5,0.3333333333333333,0.25,0.0
ARIH2OS,1.5,2.75,3.25,0.0,2.25,1.75
646471,0.75,0.25,0.5,0.0,0.0,0.5
URAD,0.0,0.0,0.0,0.0,0.0,0.0
NIPBL-DT,65.25,75.5,116.5,3.6666666666666665,23.25,31.25
646762,7.5,3.0,13.0,1.0,1.75,2.5
SETSIP,0.75,0.75,1.0,0.0,0.0,1.75
FAM227A,0.0,1.0,1.0,0.0,0.25,0.5
C6orf132,0.25,0.0,0.75,0.0,0.0,1.0
PA2G4P4,77.5,68.75,118.75,3.3333333333333335,36.5,36.0
STMP1,27.75,6.0,35.75,1.3333333333333333,3.0,1.75
EMBP1,3.75,1.75,4.25,0.0,3.0,1.0
SRGAP2B,2.25,2.5,3.0,0.0,2.5,1.5
SERPINE3,0.0,0.0,0.0,0.0,0.0,0.0
RPS16P5,2.75,5.25,2.75,0.0,2.0,2.75
CTAGE11P,0.75,0.5,0.25,0.0,0.25,0.25
