#mp734-MV411_DMSO-H3K27ac-r1 Enhancers
#Created from /home/jeremie/data/MV411_H3K27ac/mp734-MV411_DMSO-H3K27ac-r1_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by mp734.MV411_DMSO.H3K27ac.r1.mLb.clN.sorted.bam
#Using cutoff of 14575.053 for Super-Enhancers
#Created on Jun 01 2020 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	mp734.MV411_DMSO.H3K27ac.r1.mLb.clN.sorted.bam	INPUT_R1.mLb.clN.sorted.bam	enhancerRank	isSuper
2_MV411-DMSO-8h_2_734_R1_peak_29034_lociStitched	chr19	12952626	12965778	2	3221	10604.4576	2081.9616	1866	0
7_MV411-DMSO-8h_2_734_R1_peak_63713_lociStitched	chrX	150833898	150851466	7	8275	9499.0176	985.5648	1867	0
6_MV411-DMSO-8h_2_734_R1_peak_56207_lociStitched	chr7	143295100	143311373	6	4390	9983.4855	1471.0792	1868	0
MV411-DMSO-8h_2_734_R1_peak_13628	chr12	57086260	57088703	1	2444	8807.2593	295.1144	1869	0
4_MV411-DMSO-8h_2_734_R1_peak_30569_lociStitched	chr19	48713617	48727211	4	4261	10805.8706	2302.8236	1870	0
5_MV411-DMSO-8h_2_734_R1_peak_22437_lociStitched	chr16	56908549	56918161	5	6192	9710.0424	1209.1896	1871	0
MV411-DMSO-8h_2_734_R1_peak_26597	chr17	78341371	78344339	1	2969	8879.3656	380.2008	1872	0
15_MV411-DMSO-8h_2_734_R1_peak_38189_lociStitched	chr21	25277618	25314064	15	7477	11885.0406	3393.1226	1873	0
7_MV411-DMSO-8h_2_734_R1_peak_13894_lociStitched	chr12	75922657	75945604	7	8085	10661.1762	2175.3756	1874	0
7_MV411-DMSO-8h_2_734_R1_peak_59407_lociStitched	chr8	140341720	140363863	7	5411	12318.1509	3835.1676	1875	0
5_MV411-DMSO-8h_2_734_R1_peak_26799_lociStitched	chr17	81730959	81737952	5	5231	9400.6899	920.9781	1876	0
6_MV411-DMSO-8h_2_734_R1_peak_44265_lociStitched	chr3	194569852	194587687	6	5028	10208.754	1731.7785	1877	0
12_MV411-DMSO-8h_2_734_R1_peak_47588_lociStitched	chr5	72503781	72532205	12	9002	11417.9208	2953.2536	1878	0
4_MV411-DMSO-8h_2_734_R1_peak_48794_lociStitched	chr5	143600598	143608027	4	7069	9240.1902	776.3305	1879	0
7_MV411-DMSO-8h_2_734_R1_peak_10193_lociStitched	chr11	59207746	59225291	7	6709	10684.905	2221.197	1880	0
2_MV411-DMSO-8h_2_734_R1_peak_56398_lociStitched	chr7	155589199	155594852	2	4838	9196.8657	733.7594	1881	0
4_MV411-DMSO-8h_2_734_R1_peak_41786_lociStitched	chr3	49871489	49882533	4	5258	9777.2532	1324.1756	1882	0
5_MV411-DMSO-8h_2_734_R1_peak_14207_lociStitched	chr12	99130492	99148255	5	6460	10117.8048	1667.9457	1883	0
14_MV411-DMSO-8h_2_734_R1_peak_51647_lociStitched	chr6	44617728	44656262	14	6712	12993.6648	4547.012	1884	0
5_MV411-DMSO-8h_2_734_R1_peak_42354_lociStitched	chr3	98552280	98573239	5	7888	10391.4722	1944.9952	1885	0
10_MV411-DMSO-8h_2_734_R1_peak_34516_lociStitched	chr2	174012415	174039960	10	5054	11249.378	2804.081	1886	0
2_MV411-DMSO-8h_2_734_R1_peak_59706_lociStitched	chr9	2015312	2024859	2	3269	9443.8924	1003.3897	1887	0
8_MV411-DMSO-8h_2_734_R1_peak_22683_lociStitched	chr16	67983007	68006295	8	7548	11073.444	2638.5304	1888	0
3_MV411-DMSO-8h_2_734_R1_peak_43478_lociStitched	chr3	157171069	157176511	3	3208	9150.723	721.6092	1889	0
4_MV411-DMSO-8h_2_734_R1_peak_12486_lociStitched	chr12	9730710	9743580	4	5328	9369.36	947.232	1890	0
5_MV411-DMSO-8h_2_734_R1_peak_4621_lociStitched	chr1	186837072	186850102	5	6080	9608.322	1202.669	1891	0
4_MV411-DMSO-8h_2_734_R1_peak_24421_lociStitched	chr17	27630784	27636221	4	4727	8963.9819	558.9236	1892	0
6_MV411-DMSO-8h_2_734_R1_peak_48491_lociStitched	chr5	137563826	137583160	6	5521	10450.027	2047.4706	1893	0
6_MV411-DMSO-8h_2_734_R1_peak_45563_lociStitched	chr4	83121563	83139925	6	8129	10115.6258	1715.0108	1894	0
8_MV411-DMSO-8h_2_734_R1_peak_57721_lociStitched	chr8	57441568	57463059	8	6023	11716.8932	3320.3595	1895	0
2_MV411-DMSO-8h_2_734_R1_peak_30398_lociStitched	chr19	45716286	45723483	2	3110	9551.1387	1157.9973	1896	0
5_MV411-DMSO-8h_2_734_R1_peak_20376_lociStitched	chr15	81293825	81313810	5	6605	10659.999	2272.2945	1897	0
4_MV411-DMSO-8h_2_734_R1_peak_15332_lociStitched	chr13	20120285	20128869	4	4221	9217.4992	836.94	1898	0
2_MV411-DMSO-8h_2_734_R1_peak_44944_lociStitched	chr4	26217464	26220738	2	2820	8762.861	385.0224	1899	0
7_MV411-DMSO-8h_2_734_R1_peak_38490_lociStitched	chr21	35469789	35479225	7	7620	9300.1216	927.5588	1900	0
4_MV411-DMSO-8h_2_734_R1_peak_169_lociStitched	chr1	3665651	3679148	4	5037	9736.7358	1369.9455	1901	0
MV411-DMSO-8h_2_734_R1_peak_49479	chr5	177426569	177431546	1	4978	9035.2458	669.9042	1902	0
3_MV411-DMSO-8h_2_734_R1_peak_16176_lociStitched	chr13	50076135	50082064	3	4877	8530.0523	167.7907	1903	0
5_MV411-DMSO-8h_2_734_R1_peak_24095_lociStitched	chr17	15645462	15655478	5	5882	9384.992	1042.6656	1904	0
1_MV411-DMSO-8h_2_734_R1_peak_29284_lociStitched	chr19	16583705	16588499	1	4795	9313.3038	980.373	1905	0
1_MV411-DMSO-8h_2_734_R1_peak_6612_lociStitched	chr10	20002297	20006469	1	4173	8620.1864	287.4508	1906	0
2_MV411-DMSO-8h_2_734_R1_peak_30533_lociStitched	chr19	48397397	48400218	2	2683	8725.0709	396.6326	1907	0
3_MV411-DMSO-8h_2_734_R1_peak_14844_lociStitched	chr12	119370345	119376997	3	5448	8904.3672	576.7284	1908	0
1_MV411-DMSO-8h_2_734_R1_peak_61533_lociStitched	chr9	125257744	125262734	1	4991	8855.753	530.936	1909	0
6_MV411-DMSO-8h_2_734_R1_peak_21128_lociStitched	chr16	3074607	3107342	6	5890	11640.566	3316.0555	1910	0
2_MV411-DMSO-8h_2_734_R1_peak_13768_lociStitched	chr12	66188591	66194131	2	3453	8937.682	625.466	1911	0
7_MV411-DMSO-8h_2_734_R1_peak_21265_lociStitched	chr16	9060765	9081839	7	7166	10532.7852	2225.4144	1912	0
4_MV411-DMSO-8h_2_734_R1_peak_41394_lociStitched	chr3	42001558	42026473	4	3182	10723.416	2416.755	1913	0
1_MV411-DMSO-8h_2_734_R1_peak_41445_lociStitched	chr3	44438983	44441808	1	2826	8507.4875	201.9875	1914	0
9_MV411-DMSO-8h_2_734_R1_peak_61135_lociStitched	chr9	111016780	111035610	9	7092	10049.571	1745.541	1915	0
6_MV411-DMSO-8h_2_734_R1_peak_57694_lociStitched	chr8	55883808	55891393	6	4516	9500.2125	1199.947	1916	0
3_MV411-DMSO-8h_2_734_R1_peak_57357_lociStitched	chr8	37820727	37838894	3	3688	11594.1794	3302.7606	1917	0
8_MV411-DMSO-8h_2_734_R1_peak_36213_lociStitched	chr20	4760753	4795500	8	6949	12074.5825	3783.9483	1918	0
3_MV411-DMSO-8h_2_734_R1_peak_55482_lociStitched	chr7	100884439	100890709	3	5049	9097.143	806.949	1919	0
3_MV411-DMSO-8h_2_734_R1_peak_9850_lociStitched	chr11	36450105	36456818	3	6390	9251.8566	968.0146	1920	0
2_MV411-DMSO-8h_2_734_R1_peak_30998_lociStitched	chr19	55027453	55043508	2	4167	10652.4925	2369.718	1921	0
7_MV411-DMSO-8h_2_734_R1_peak_11789_lociStitched	chr11	118913475	118940768	7	5486	11542.2097	3261.5135	1922	0
7_MV411-DMSO-8h_2_734_R1_peak_58049_lociStitched	chr8	80121623	80139048	7	5157	10723.345	2444.7275	1923	0
1_MV411-DMSO-8h_2_734_R1_peak_59886_lociStitched	chr9	19377665	19380983	1	3319	8617.8414	342.0858	1924	0
2_MV411-DMSO-8h_2_734_R1_peak_15900_lociStitched	chr13	33642313	33646088	2	3378	9140.785	874.29	1925	0
5_MV411-DMSO-8h_2_734_R1_peak_38863_lociStitched	chr21	46617075	46623662	5	4086	8891.7913	628.3998	1926	0
6_MV411-DMSO-8h_2_734_R1_peak_43631_lociStitched	chr3	168022783	168035358	6	6849	9604.785	1341.7525	1927	0
2_MV411-DMSO-8h_2_734_R1_peak_34843_lociStitched	chr2	199736723	199740709	2	3711	8752.4588	503.0332	1928	0
7_MV411-DMSO-8h_2_734_R1_peak_17950_lociStitched	chr14	89458901	89487266	7	6868	10994.274	2745.732	1929	0
10_MV411-DMSO-8h_2_734_R1_peak_49362_lociStitched	chr5	173763027	173802888	10	6721	12436.632	4189.3911	1930	0
4_MV411-DMSO-8h_2_734_R1_peak_12319_lociStitched	chr12	6226030	6232508	4	5528	9053.6528	808.4544	1931	0
3_MV411-DMSO-8h_2_734_R1_peak_48929_lociStitched	chr5	150476828	150489923	3	5283	9745.299	1501.9965	1932	0
5_MV411-DMSO-8h_2_734_R1_peak_49482_lociStitched	chr5	177454628	177463633	5	5086	9330.0805	1087.804	1933	0
11_MV411-DMSO-8h_2_734_R1_peak_36698_lociStitched	chr20	23640968	23660564	11	7375	10352.5668	2110.4892	1934	0
5_MV411-DMSO-8h_2_734_R1_peak_126_lociStitched	chr1	2289715	2315284	5	5235	11306.6118	3070.8369	1935	0
1_MV411-DMSO-8h_2_734_R1_peak_4717_lociStitched	chr1	199006642	199011735	1	5094	8830.2434	596.3903	1936	0
4_MV411-DMSO-8h_2_734_R1_peak_52456_lociStitched	chr6	118881399	118897340	4	4654	9813.2796	1582.9413	1937	0
8_MV411-DMSO-8h_2_734_R1_peak_19420_lociStitched	chr15	58515695	58527170	8	6205	9629.82	1404.54	1938	0
2_MV411-DMSO-8h_2_734_R1_peak_11473_lociStitched	chr11	102448723	102456597	2	3897	9125.966	900.7856	1939	0
4_MV411-DMSO-8h_2_734_R1_peak_55675_lociStitched	chr7	106855440	106872485	4	6758	9966.2115	1745.408	1940	0
MV411-DMSO-8h_2_734_R1_peak_26606	chr17	78383208	78390026	1	6819	9020.8958	809.2966	1941	0
1_MV411-DMSO-8h_2_734_R1_peak_18944_lociStitched	chr15	41620407	41622568	1	2162	8477.8191	272.7182	1942	0
4_MV411-DMSO-8h_2_734_R1_peak_24152_lociStitched	chr17	16408061	16419984	4	3170	9370.2857	1172.0309	1943	0
4_MV411-DMSO-8h_2_734_R1_peak_23413_lociStitched	chr17	489133	501157	4	4025	9444.852	1250.496	1944	0
5_MV411-DMSO-8h_2_734_R1_peak_15788_lociStitched	chr13	31790695	31814716	5	4769	13485.3894	5291.8263	1945	0
2_MV411-DMSO-8h_2_734_R1_peak_54612_lociStitched	chr7	46317345	46322818	2	5206	8763.9149	576.8542	1946	0
1_MV411-DMSO-8h_2_734_R1_peak_1809_lociStitched	chr1	43647573	43651734	1	4162	8658.2088	480.1794	1947	0
6_MV411-DMSO-8h_2_734_R1_peak_62056_lociStitched	chr9	134394886	134409293	6	7267	9914.8974	1737.4842	1948	0
3_MV411-DMSO-8h_2_734_R1_peak_22069_lociStitched	chr16	30598503	30614434	3	3028	9684.4549	1508.6657	1949	0
2_MV411-DMSO-8h_2_734_R1_peak_50371_lociStitched	chr6	22020526	22027595	2	3491	8880.0778	704.7793	1950	0
12_MV411-DMSO-8h_2_734_R1_peak_17096_lociStitched	chr14	50925318	50941893	12	7691	9659.91	1496.7225	1951	0
2_MV411-DMSO-8h_2_734_R1_peak_55819_lociStitched	chr7	120052334	120061359	2	5308	9078.2475	916.0375	1952	0
11_MV411-DMSO-8h_2_734_R1_peak_32714_lociStitched	chr2	68411120	68441715	11	6289	11815.789	3656.1025	1953	0
5_MV411-DMSO-8h_2_734_R1_peak_56744_lociStitched	chr8	12757108	12775463	5	4013	10759.701	2600.9035	1954	0
6_MV411-DMSO-8h_2_734_R1_peak_47048_lociStitched	chr5	35777867	35790765	6	5450	9460.683	1311.7266	1955	0
7_MV411-DMSO-8h_2_734_R1_peak_56191_lociStitched	chr7	143204281	143213744	7	4831	9181.0026	1035.2522	1956	0
4_MV411-DMSO-8h_2_734_R1_peak_54659_lociStitched	chr7	48084536	48098203	4	4466	9610.6344	1477.4027	1957	0
7_MV411-DMSO-8h_2_734_R1_peak_40768_lociStitched	chr3	13068549	13099952	7	7679	11848.3519	3721.2555	1958	0
8_MV411-DMSO-8h_2_734_R1_peak_16427_lociStitched	chr13	99303559	99322961	8	9203	8971.4848	851.7478	1959	0
4_MV411-DMSO-8h_2_734_R1_peak_2275_lociStitched	chr1	66333257	66352766	4	6253	10023.7242	1909.9311	1960	0
5_MV411-DMSO-8h_2_734_R1_peak_62034_lociStitched	chr9	134214137	134227398	5	5949	9650.0297	1539.6021	1961	0
7_MV411-DMSO-8h_2_734_R1_peak_6878_lociStitched	chr10	33653804	33666854	7	5698	9441.675	1332.405	1962	0
9_MV411-DMSO-8h_2_734_R1_peak_29796_lociStitched	chr19	35435837	35463244	9	6319	12385.2233	4291.9362	1963	0
4_MV411-DMSO-8h_2_734_R1_peak_26985_lociStitched	chr18	3012282	3017993	4	4715	8736.1167	644.7719	1964	0
4_MV411-DMSO-8h_2_734_R1_peak_37717_lociStitched	chr20	53828262	53847937	4	4309	10199.52	2109.16	1965	0
3_MV411-DMSO-8h_2_734_R1_peak_44142_lociStitched	chr3	188940408	188950785	3	5256	9214.776	1129.0176	1966	0
6_MV411-DMSO-8h_2_734_R1_peak_53907_lociStitched	chr7	12715341	12723370	6	5554	8904.161	821.3667	1967	0
4_MV411-DMSO-8h_2_734_R1_peak_20006_lociStitched	chr15	73982783	73997442	4	5639	9729.1783	1656.467	1968	0
3_MV411-DMSO-8h_2_734_R1_peak_1431_lociStitched	chr1	33088810	33101313	3	4150	9523.5351	1451.5983	1969	0
4_MV411-DMSO-8h_2_734_R1_peak_1514_lociStitched	chr1	36159975	36188311	4	3896	11388.2384	3318.1456	1970	0
4_MV411-DMSO-8h_2_734_R1_peak_49867_lociStitched	chr6	6793235	6802073	4	5553	9075.7422	1007.532	1971	0
7_MV411-DMSO-8h_2_734_R1_peak_10081_lociStitched	chr11	47844503	47880058	7	4489	11302.9345	3242.616	1972	0
3_MV411-DMSO-8h_2_734_R1_peak_17429_lociStitched	chr14	68677751	68686381	3	4293	9062.363	1002.806	1973	0
1_MV411-DMSO-8h_2_734_R1_peak_17119_lociStitched	chr14	51843691	51848542	1	4852	8543.5812	489.951	1974	0
2_MV411-DMSO-8h_2_734_R1_peak_22438_lociStitched	chr16	56930885	56935139	2	4146	8549.2638	496.4418	1975	0
5_MV411-DMSO-8h_2_734_R1_peak_53641_lociStitched	chr7	2074414	2088737	5	7093	9692.3741	1641.4158	1976	0
4_MV411-DMSO-8h_2_734_R1_peak_25187_lociStitched	chr17	43767068	43775081	4	5890	9052.2861	1003.2276	1977	0
3_MV411-DMSO-8h_2_734_R1_peak_62008_lociStitched	chr9	133785038	133789072	3	3769	8508.5128	461.0862	1978	0
6_MV411-DMSO-8h_2_734_R1_peak_61899_lociStitched	chr9	131393524	131410623	6	4131	9801.1468	1756.0673	1979	0
3_MV411-DMSO-8h_2_734_R1_peak_46441_lociStitched	chr4	179834099	179838822	3	4086	8501.8723	462.3817	1980	0
3_MV411-DMSO-8h_2_734_R1_peak_5415_lociStitched	chr1	223714444	223727915	3	6206	9499.7492	1472.3803	1981	0
3_MV411-DMSO-8h_2_734_R1_peak_10859_lociStitched	chr11	69434933	69446138	3	4372	9283.3425	1257.201	1982	0
4_MV411-DMSO-8h_2_734_R1_peak_14627_lociStitched	chr12	111773002	111788916	4	4705	9669.3464	1650.2818	1983	0
9_MV411-DMSO-8h_2_734_R1_peak_13287_lociStitched	chr12	50568025	50582258	9	6652	9191.6714	1177.0691	1984	0
8_MV411-DMSO-8h_2_734_R1_peak_44114_lociStitched	chr3	187951397	187970687	8	7165	9907.344	1898.136	1985	0
6_MV411-DMSO-8h_2_734_R1_peak_16594_lociStitched	chr13	114128557	114162483	6	6426	9594.2728	1597.9146	1986	0
1_MV411-DMSO-8h_2_734_R1_peak_13549_lociStitched	chr12	55846618	55849408	1	2791	8388.972	394.227	1987	0
10_MV411-DMSO-8h_2_734_R1_peak_39100_lociStitched	chr22	22812347	22838740	10	7508	10826.4086	2839.8868	1988	0
13_MV411-DMSO-8h_2_734_R1_peak_3480_lociStitched	chr1	149769631	149793127	13	7696	8336.3808	354.7896	1989	0
5_MV411-DMSO-8h_2_734_R1_peak_12391_lociStitched	chr12	6887030	6901204	5	4506	9258.4568	1279.9122	1990	0
5_MV411-DMSO-8h_2_734_R1_peak_40792_lociStitched	chr3	14202794	14207969	5	4294	8488.5525	510.7725	1991	0
3_MV411-DMSO-8h_2_734_R1_peak_26270_lociStitched	chr17	74442492	74465143	3	5683	10750.1646	2779.2777	1992	0
3_MV411-DMSO-8h_2_734_R1_peak_29590_lociStitched	chr19	27776253	27788720	3	2846	9372.6906	1416.2512	1993	0
4_MV411-DMSO-8h_2_734_R1_peak_21388_lociStitched	chr16	11253385	11264423	4	4562	9297.3074	1341.117	1994	0
5_MV411-DMSO-8h_2_734_R1_peak_57496_lociStitched	chr8	42403657	42414090	5	4644	9708.9498	1754.8306	1995	0
4_MV411-DMSO-8h_2_734_R1_peak_35023_lociStitched	chr2	207629664	207637194	4	5481	8798.805	848.631	1996	0
1_MV411-DMSO-8h_2_734_R1_peak_30080_lociStitched	chr19	41296298	41300407	1	4110	8664.6483	715.3769	1997	0
1_MV411-DMSO-8h_2_734_R1_peak_19396_lociStitched	chr15	58330244	58333745	1	3502	8314.1748	369.0054	1998	0
1_MV411-DMSO-8h_2_734_R1_peak_44694_lociStitched	chr4	6751669	6754454	1	2786	8221.0415	281.0065	1999	0
5_MV411-DMSO-8h_2_734_R1_peak_23348_lociStitched	chr16	89240428	89255873	5	4356	9538.832	1600.102	2000	0
3_MV411-DMSO-8h_2_734_R1_peak_25112_lociStitched	chr17	42453336	42459367	3	4064	8621.3145	685.1216	2001	0
1_MV411-DMSO-8h_2_734_R1_peak_56324_lociStitched	chr7	151085779	151089582	1	3804	8299.2869	364.7077	2002	0
10_MV411-DMSO-8h_2_734_R1_peak_60448_lociStitched	chr9	77927566	77963754	10	5680	9474.0184	1545.2276	2003	0
10_MV411-DMSO-8h_2_734_R1_peak_51450_lociStitched	chr6	42365188	42380431	10	6491	9685.4022	1757.5179	2004	0
5_MV411-DMSO-8h_2_734_R1_peak_55979_lociStitched	chr7	130943973	130962523	5	4107	9814.805	1895.81	2005	0
3_MV411-DMSO-8h_2_734_R1_peak_17005_lociStitched	chr14	45133431	45142628	3	4387	8679.2089	760.5919	2006	0
3_MV411-DMSO-8h_2_734_R1_peak_16617_lociStitched	chr14	20415983	20430462	3	3471	9566.2753	1650.606	2007	0
1_MV411-DMSO-8h_2_734_R1_peak_35988_lociStitched	chr20	1488905	1492846	1	3942	8286.7407	375.5773	2008	0
1_MV411-DMSO-8h_2_734_R1_peak_63255_lociStitched	chrX	78649668	78655014	1	5347	8113.6242	204.2172	2009	0
MV411-DMSO-8h_2_734_R1_peak_30710	chr19	50330921	50334402	1	3482	8591.108	682.6241	2010	0
5_MV411-DMSO-8h_2_734_R1_peak_21789_lociStitched	chr16	25009185	25019137	5	4810	9076.224	1177.3216	2011	0
6_MV411-DMSO-8h_2_734_R1_peak_4876_lociStitched	chr1	202614166	202629428	6	4866	9419.7064	1524.6738	2012	0
1_MV411-DMSO-8h_2_734_R1_peak_14927_lociStitched	chr12	121238661	121241821	1	3161	8210.312	316.316	2013	0
10_MV411-DMSO-8h_2_734_R1_peak_51305_lociStitched	chr6	39208654	39226953	10	9310	9848.5218	1959.8229	2014	0
5_MV411-DMSO-8h_2_734_R1_peak_58771_lociStitched	chr8	118186620	118197172	5	6406	9626.5896	1737.9144	2015	0
6_MV411-DMSO-8h_2_734_R1_peak_15106_lociStitched	chr12	124379516	124393075	6	6308	9492.6559	1614.8769	2016	0
10_MV411-DMSO-8h_2_734_R1_peak_38916_lociStitched	chr22	17673464	17700002	10	5160	10251.6294	2375.151	2017	0
4_MV411-DMSO-8h_2_734_R1_peak_27294_lociStitched	chr18	22821771	22832903	4	7377	8867.7512	1005.2196	2018	0
6_MV411-DMSO-8h_2_734_R1_peak_15439_lociStitched	chr13	23372386	23380407	6	4942	9067.7405	1208.7647	2019	0
4_MV411-DMSO-8h_2_734_R1_peak_60129_lociStitched	chr9	34982015	34993038	4	6501	9028.9393	1186.0748	2020	0
11_MV411-DMSO-8h_2_734_R1_peak_10117_lociStitched	chr11	48007548	48035395	11	6103	11280.8197	3439.1045	2021	0
10_MV411-DMSO-8h_2_734_R1_peak_2948_lociStitched	chr1	109814535	109824515	10	7642	9137.688	1296.402	2022	0
3_MV411-DMSO-8h_2_734_R1_peak_24665_lociStitched	chr17	32323702	32333269	3	4004	8679.1824	841.896	2023	0
2_MV411-DMSO-8h_2_734_R1_peak_46528_lociStitched	chr4	184533578	184538246	2	4245	8426.2068	590.502	2024	0
8_MV411-DMSO-8h_2_734_R1_peak_11899_lociStitched	chr11	122690960	122723686	8	5915	11323.196	3495.1368	2025	0
7_MV411-DMSO-8h_2_734_R1_peak_49433_lociStitched	chr5	176714104	176732750	7	6695	10424.9786	2597.3878	2026	0
3_MV411-DMSO-8h_2_734_R1_peak_46990_lociStitched	chr5	32537719	32554948	3	5495	9868.7712	2043.3594	2027	0
6_MV411-DMSO-8h_2_734_R1_peak_14320_lociStitched	chr12	104565915	104578087	6	6749	9077.8776	1253.716	2028	0
7_MV411-DMSO-8h_2_734_R1_peak_15807_lociStitched	chr13	31982066	32002504	7	3579	11365.5718	3543.9492	2029	0
4_MV411-DMSO-8h_2_734_R1_peak_34999_lociStitched	chr2	207135889	207150688	4	4972	9215.3373	1394.0658	2030	0
8_MV411-DMSO-8h_2_734_R1_peak_35775_lociStitched	chr2	238376325	238388123	8	7376	9080.9206	1261.2062	2031	0
6_MV411-DMSO-8h_2_734_R1_peak_14038_lociStitched	chr12	89753049	89770308	6	4729	9312.9564	1504.9848	2032	0
8_MV411-DMSO-8h_2_734_R1_peak_53425_lociStitched	chr6	165766053	165777282	8	6856	8836.1001	1028.5764	2033	0
6_MV411-DMSO-8h_2_734_R1_peak_42677_lociStitched	chr3	121990157	121999581	6	6983	8781.2832	975.384	2034	0
3_MV411-DMSO-8h_2_734_R1_peak_31740_lociStitched	chr2	28713613	28718772	3	4084	8238.4071	432.8401	2035	0
2_MV411-DMSO-8h_2_734_R1_peak_26298_lociStitched	chr17	74687997	74693330	2	3954	8458.138	656.4923	2036	0
3_MV411-DMSO-8h_2_734_R1_peak_48978_lociStitched	chr5	151476896	151485113	3	5902	8836.5618	1036.1637	2037	0
3_MV411-DMSO-8h_2_734_R1_peak_19422_lociStitched	chr15	58544332	58553478	3	4733	8866.1324	1068.2528	2038	0
4_MV411-DMSO-8h_2_734_R1_peak_13223_lociStitched	chr12	49222291	49244454	4	3523	10265.9016	2471.1745	2039	0
4_MV411-DMSO-8h_2_734_R1_peak_4473_lociStitched	chr1	182257471	182269270	4	6004	9272.8341	1478.4147	2040	0
8_MV411-DMSO-8h_2_734_R1_peak_42658_lociStitched	chr3	120615197	120645884	8	6056	10608.4959	2829.3414	2041	0
10_MV411-DMSO-8h_2_734_R1_peak_33276_lociStitched	chr2	98010186	98028108	10	7044	9575.7246	1808.3298	2042	0
5_MV411-DMSO-8h_2_734_R1_peak_28088_lociStitched	chr18	79497238	79508031	5	4444	8957.1107	1192.6265	2043	0
4_MV411-DMSO-8h_2_734_R1_peak_62387_lociStitched	chrX	9340628	9354180	4	5013	8311.4416	548.856	2044	0
4_MV411-DMSO-8h_2_734_R1_peak_21139_lociStitched	chr16	3149379	3159610	4	4368	8886.6466	1136.6641	2045	0
4_MV411-DMSO-8h_2_734_R1_peak_6050_lociStitched	chr1	244318505	244326011	4	6597	8595.8712	846.6768	2046	0
4_MV411-DMSO-8h_2_734_R1_peak_7835_lociStitched	chr10	79935221	79941452	4	5240	8327.1084	587.5833	2047	0
7_MV411-DMSO-8h_2_734_R1_peak_23612_lociStitched	chr17	3790191	3804936	7	6630	9517.8975	1779.7215	2048	0
2_MV411-DMSO-8h_2_734_R1_peak_15347_lociStitched	chr13	20942038	20944905	2	2654	8294.5177	557.0581	2049	0
13_MV411-DMSO-8h_2_734_R1_peak_37537_lociStitched	chr20	49668814	49711025	13	5949	12194.7579	4457.4816	2050	0
4_MV411-DMSO-8h_2_734_R1_peak_59012_lociStitched	chr8	125217497	125227349	4	4511	9365.3112	1637.4024	2051	0
10_MV411-DMSO-8h_2_734_R1_peak_51420_lociStitched	chr6	42009788	42045297	10	5390	11274.1075	3547.3491	2052	0
5_MV411-DMSO-8h_2_734_R1_peak_15205_lociStitched	chr12	128807382	128831417	5	4452	10577.8035	2852.9545	2053	0
7_MV411-DMSO-8h_2_734_R1_peak_37792_lociStitched	chr20	57424955	57436614	7	7969	9128.997	1407.2413	2054	0
6_MV411-DMSO-8h_2_734_R1_peak_13801_lociStitched	chr12	68359420	68374351	6	5763	9248.2614	1528.9344	2055	0
3_MV411-DMSO-8h_2_734_R1_peak_26607_lociStitched	chr17	78411062	78417772	3	6489	8500.899	782.386	2056	0
7_MV411-DMSO-8h_2_734_R1_peak_57191_lociStitched	chr8	28773168	28783031	7	6168	9235.7132	1517.9157	2057	0
12_MV411-DMSO-8h_2_734_R1_peak_15285_lociStitched	chr12	132468472	132484834	12	6358	9295.2522	1580.5692	2058	0
2_MV411-DMSO-8h_2_734_R1_peak_20402_lociStitched	chr15	82831028	82845178	2	3837	8808.375	1096.625	2059	0
5_MV411-DMSO-8h_2_734_R1_peak_22085_lociStitched	chr16	30774850	30781193	5	3255	8423.504	718.6619	2060	0
6_MV411-DMSO-8h_2_734_R1_peak_34800_lociStitched	chr2	197292827	197309163	6	7298	9265.7792	1561.7216	2061	0
4_MV411-DMSO-8h_2_734_R1_peak_29415_lociStitched	chr19	18160634	18181490	4	4957	11262.24	3560.1192	2062	0
6_MV411-DMSO-8h_2_734_R1_peak_43301_lociStitched	chr3	146540569	146559453	6	4642	9549.6388	1852.5204	2063	0
3_MV411-DMSO-8h_2_734_R1_peak_52279_lociStitched	chr6	108557253	108566668	3	4811	8641.087	945.266	2064	0
9_MV411-DMSO-8h_2_734_R1_peak_22993_lociStitched	chr16	81817675	81838414	9	6448	10160.0361	2467.941	2065	0
5_MV411-DMSO-8h_2_734_R1_peak_49802_lociStitched	chr6	5656518	5673366	5	4427	9231.0192	1539.9072	2066	0
5_MV411-DMSO-8h_2_734_R1_peak_6563_lociStitched	chr10	17001720	17027007	5	5986	9067.9182	1383.1989	2067	0
3_MV411-DMSO-8h_2_734_R1_peak_18194_lociStitched	chr14	94384459	94396319	3	7057	9063.412	1382.876	2068	0
2_MV411-DMSO-8h_2_734_R1_peak_23594_lociStitched	chr17	3631011	3641239	2	4730	8712.2104	1033.028	2069	0
6_MV411-DMSO-8h_2_734_R1_peak_20570_lociStitched	chr15	90057811	90065812	6	5435	8818.7022	1140.9426	2070	0
2_MV411-DMSO-8h_2_734_R1_peak_46143_lociStitched	chr4	139974277	139980131	2	5767	8222.5284	547.9344	2071	0
1_MV411-DMSO-8h_2_734_R1_peak_28564_lociStitched	chr19	5827341	5829281	1	1941	8061.088	390.134	2072	0
