GENE,MV411-DMSO,MV411-Mebendazole
HERC1,4.0,6.0
SNURF,2.0,2.0
BSN,0.0,0.0
FOXH1,0.0,0.0
MBD4,19.0,23.0
MBD2,6.0,8.0
RAB29,12.0,16.0
SKAP2,3.0,5.0
WASF1,2.0,2.0
BAIAP3,0.0,0.0
FUBP3,9.0,8.0
KYNU,0.0,1.0
AP3D1,19.0,14.0
SNORD73A,21.0,19.0
BTRC,8.0,9.0
H3C7,0.0,0.0
H2AC11,2.0,1.0
H1-10,7.0,5.0
USP13,9.0,13.0
WASL,11.0,6.0
PLOD3,2.0,1.0
RPS6KA4,4.0,3.0
STBD1,8.0,8.0
ATP6V0E1,38.0,39.0
LIMD1,21.0,22.0
NOL3,0.0,1.0
F2RL3,1.0,0.0
TAF1C,5.0,2.0
TAF1B,1.0,5.0
TAF1A,1.0,1.0
SLC25A14,3.0,4.0
MPZL1,8.0,8.0
MAP3K14,6.0,7.0
SOCS3,28.0,24.0
RNF8,3.0,7.0
HIP1R,0.0,0.0
BAZ1B,29.0,44.0
CCRL2,3.0,2.0
UBA3,16.0,17.0
UBE2M,9.0,13.0
SPAG9,29.0,42.0
BTAF1,37.0,41.0
RPL14,18.0,34.0
DOK2,14.0,9.0
ARTN,2.0,1.0
AIP,5.0,3.0
PSTPIP2,11.0,11.0
PSTPIP1,0.0,0.0
NFS1,10.0,10.0
PRC1,43.0,50.0
SLC7A7,1.0,0.0
SLC7A6,41.0,35.0
PAPSS2,0.0,0.0
PAPSS1,1.0,1.0
PIAS2,12.0,12.0
MAP3K6,0.0,0.0
CLDN12,35.0,36.0
ASH2L,19.0,20.0
EIF1AY,1.0,1.0
TMSB4Y,0.0,0.0
PKMYT1,4.0,4.0
PIGQ,0.0,0.0
SART1,0.0,2.0
DNAJA3,20.0,23.0
UNC119,5.0,4.0
TBX19,1.0,2.0
USP14,21.0,17.0
USP6,0.0,0.0
USP2,5.0,3.0
USP10,17.0,20.0
USP8,20.0,28.0
9103,0.0,1.0
MTMR6,32.0,38.0
MTMR7,0.0,0.0
MTMR4,13.0,15.0
NMI,6.0,10.0
MTA1,14.0,8.0
LATS1,71.0,89.0
ATP6V0D1,7.0,8.0
SEC22C,19.0,28.0
SLC16A6,1.0,0.0
SLC16A5,0.0,0.0
SLC16A4,0.0,0.0
SLC16A3,9.0,12.0
PDLIM1,6.0,4.0
CNOT9,77.0,87.0
SMC3,7.0,6.0
P2RX6,0.0,0.0
PRPF4,37.0,51.0
PRPF3,6.0,7.0
FAM50A,0.0,0.0
AIFM1,14.0,16.0
CCNB2,5.0,4.0
CCNE2,42.0,39.0
RABEP1,77.0,75.0
RRP9,1.0,2.0
ARHGEF1,1.0,3.0
CBFA2T2,9.0,14.0
ATG12,54.0,68.0
PDCD5,7.0,6.0
SYNGR3,0.0,0.0
SYNGR2,11.0,10.0
SYNGR1,4.0,4.0
HGS,6.0,5.0
NEMF,15.0,18.0
DYRK1B,1.0,0.0
CTDP1,6.0,7.0
EXO1,3.0,6.0
FIBP,0.0,1.0
PCSK7,3.0,6.0
EBAG9,25.0,25.0
COX7A2L,25.0,22.0
TMSB10,29.0,55.0
SCAF11,48.0,54.0
LPAR2,3.0,4.0
MYOM2,0.0,0.0
MAP3K13,0.0,0.0
AP4M1,0.0,1.0
ARHGEF2,33.0,29.0
ZW10,6.0,7.0
BUB3,71.0,70.0
REPS2,0.0,0.0
SLC24A1,1.0,1.0
DDX21,320.0,357.0
ZBED1,23.0,17.0
DEDD,7.0,14.0
KCNAB3,0.0,2.0
SLC33A1,14.0,11.0
HACD1,0.0,0.0
ZMYM4,33.0,51.0
ZMYM3,6.0,8.0
ZMYM6,2.0,2.0
ZMYM5,10.0,12.0
LRRFIP1,29.0,51.0
LRRFIP2,7.0,7.0
AURKB,37.0,38.0
XPR1,10.0,13.0
FCMR,0.0,0.0
VAPB,33.0,37.0
VAPA,74.0,85.0
MTA2,13.0,17.0
TIAF1,1.0,1.0
NOLC1,95.0,91.0
MAGI1,0.0,0.0
RAB11B,3.0,7.0
DLG5,2.0,1.0
PTTG1,1.0,0.0
CCPG1,22.0,28.0
TBRG4,9.0,10.0
PNMA1,7.0,6.0
CRLF1,0.0,0.0
UBE2L6,1.0,1.0
RPS6KA5,6.0,10.0
NUMBL,8.0,7.0
CACNA2D2,0.0,0.0
AIMP1,30.0,26.0
TSPOAP1,1.0,2.0
MFHAS1,11.0,9.0
PDLIM7,11.0,24.0
MAPKAPK2,14.0,36.0
STK17B,58.0,115.0
STK17A,11.0,9.0
CYTH3,10.0,6.0
CYTH2,8.0,19.0
CYTH1,9.0,11.0
ITGB1BP1,22.0,20.0
BCL7C,0.0,0.0
BCL7B,32.0,35.0
COPB2,92.0,108.0
WDR46,5.0,5.0
ZBTB22,4.0,3.0
MED14,7.0,8.0
NPIPA1,0.0,0.0
GPR55,3.0,3.0
S1PR2,1.0,1.0
SRSF11,59.0,48.0
ATP6V1F,9.0,10.0
9297,37.0,39.0
9298,35.0,32.0
SNORD30,16.0,13.0
SNORD28,27.0,19.0
SNORD27,77.0,59.0
SNORD26,48.0,45.0
SNORD25,26.0,26.0
SNORD22,176.0,137.0
SOCS6,25.0,24.0
CD83,46.0,95.0
ZNF235,3.0,3.0
ASIC3,0.0,0.0
KLF4,9.0,7.0
NREP,16.0,16.0
PTER,31.0,36.0
COPS2,60.0,61.0
TRIP13,22.0,24.0
TRIP12,27.0,34.0
TRIP11,18.0,17.0
TRIP10,2.0,2.0
HMGN3,14.0,13.0
TRIP4,4.0,3.0
ZNHIT3,24.0,24.0
GTF3C5,5.0,6.0
GTF3C4,54.0,56.0
GTF3C3,14.0,14.0
B4GALT6,2.0,1.0
TGM5,6.0,7.0
B4GALT5,78.0,73.0
CNOT8,48.0,55.0
VAMP3,59.0,66.0
SNAP29,24.0,27.0
EFTUD2,16.0,10.0
TAOK2,4.0,5.0
RPL23,15.0,25.0
TXNL1,36.0,38.0
UBE4A,45.0,64.0
PPIG,6.0,7.0
LONP1,25.0,43.0
RAB33A,1.0,1.0
RAB28,11.0,6.0
RAB9A,10.0,13.0
SLC9A3R1,8.0,8.0
KIF3B,21.0,18.0
ZFYVE9,0.0,0.0
PLAA,17.0,17.0
PPT2,1.0,0.0
TM9SF2,23.0,25.0
COX5A,6.0,5.0
NRXN2,0.0,0.0
GRHPR,2.0,3.0
COG1,0.0,1.0
CIAO1,44.0,31.0
TGFBRAP1,14.0,11.0
HS6ST1,8.0,7.0
NMT2,1.0,1.0
CD101,1.0,1.0
STOML1,0.0,0.0
RECQL5,4.0,3.0
RECQL4,1.0,1.0
SELENOF,35.0,57.0
LPXN,18.0,20.0
ZRANB2,87.0,112.0
PEX16,0.0,0.0
SNRNP40,17.0,20.0
MED21,27.0,31.0
TJP2,4.0,5.0
FADS2,7.0,7.0
DDX23,27.0,31.0
CRIPT,9.0,12.0
ZNF264,1.0,2.0
NTN1,0.0,0.0
KCNK6,7.0,14.0
CDYL,15.0,23.0
CHST2,0.0,1.0
MED23,5.0,8.0
MED17,13.0,11.0
MED26,20.0,15.0
MED27,4.0,4.0
MED7,3.0,2.0
QKI,95.0,107.0
ITM2B,13.0,14.0
GSTO1,3.0,4.0
MAP4K4,29.0,37.0
LY86,2.0,4.0
EIF2AK3,13.0,8.0
GGPS1,4.0,9.0
HOMER3,2.0,3.0
HOMER2,0.0,0.0
HOMER1,15.0,16.0
ARHGEF6,14.0,24.0
RASAL2,45.0,62.0
PICK1,0.0,0.0
AKAP7,0.0,2.0
IL27RA,1.0,1.0
SH3BP5,0.0,2.0
EIF4E2,37.0,38.0
THEMIS2,4.0,5.0
ATG5,40.0,46.0
ROCK2,26.0,19.0
MED20,21.0,31.0
MAPK8IP1,0.0,0.0
ONECUT2,42.0,44.0
STX8,0.0,1.0
CHST10,10.0,11.0
PIGL,6.0,3.0
PIGB,0.0,1.0
PGS1,8.0,8.0
PSMF1,18.0,23.0
KIF23,11.0,15.0
AKAP5,1.0,7.0
SLC4A7,12.0,15.0
SLC4A8,1.0,1.0
RPH3AL,0.0,0.0
PMPCB,7.0,10.0
FXR2,6.0,4.0
STXBP5L,0.0,0.0
LITAF,4.0,4.0
SPTLC2,123.0,126.0
TBPL1,11.0,11.0
NPEPPS,22.0,23.0
EEF1E1,4.0,11.0
SCAMP1,17.0,24.0
TECR,0.0,1.0
VPS4B,34.0,41.0
MPDU1,13.0,17.0
GOSR1,42.0,45.0
TMEM59,16.0,15.0
BAG5,74.0,87.0
BAG4,67.0,59.0
BAG3,2.0,2.0
BAG2,28.0,23.0
POLR1C,21.0,22.0
ZNF254,13.0,22.0
GMFG,6.0,5.0
TP53I11,0.0,0.0
EI24,62.0,55.0
TP53I3,0.0,0.0
CIR1,6.0,15.0
RAB3D,24.0,45.0
APBA3,0.0,0.0
ATP6V1G1,30.0,34.0
ATP5MF,8.0,7.0
SPAG7,10.0,11.0
MRPL33,54.0,32.0
SEC22B,12.0,19.0
MACROH2A1,42.0,48.0
ATP5MPL,11.0,15.0
CHD1L,5.0,5.0
VPS26A,37.0,48.0
CCL4L2,4.0,13.0
MINPP1,3.0,3.0
H6PD,1.0,2.0
GTPBP1,11.0,7.0
GABBR2,0.0,0.0
GTF2IRD1,0.0,1.0
GOSR2,48.0,32.0
NR1D1,0.0,0.0
CLOCK,31.0,26.0
BABAM2,1.0,1.0
CDC42BPB,0.0,0.0
PREPL,20.0,27.0
APOBEC3B,0.0,2.0
ENTPD4,24.0,29.0
RBM39,245.0,284.0
KIF20B,6.0,6.0
CREB5,6.0,5.0
MAD2L1BP,40.0,34.0
PRDX6,18.0,17.0
WTAP,114.0,137.0
IER2,36.0,61.0
CYTIP,14.0,33.0
PITPNM1,0.0,0.0
PDIA4,9.0,8.0
NFE2L3,12.0,14.0
RNF14,14.0,21.0
VPS9D1,0.0,0.0
RIN1,2.0,1.0
NCOR1,14.0,19.0
NCOR2,2.0,4.0
RNF7,33.0,26.0
MTRF1,3.0,2.0
TRAF4,10.0,7.0
CELSR1,0.0,0.0
GNA14,0.0,0.0
NUP155,3.0,5.0
SEC24C,21.0,19.0
TESMIN,5.0,4.0
ISG15,0.0,0.0
FEZ2,9.0,9.0
ARHGEF10,17.0,21.0
ZNF592,14.0,21.0
IKBKE,1.0,1.0
MORF4L2,27.0,25.0
SH3PXD2A,0.0,1.0
MICAL2,13.0,17.0
CTR9,9.0,7.0
PPM1F,7.0,9.0
GCC2,5.0,10.0
RALGPS1,0.0,1.0
MTFR1,16.0,15.0
TTC37,3.0,5.0
HS2ST1,20.0,28.0
TTLL4,4.0,3.0
SOCS5,22.0,24.0
MDC1,4.0,3.0
IQCB1,58.0,57.0
ZNF516,75.0,87.0
PDE4DIP,0.0,0.0
CEP135,9.0,13.0
LPIN2,30.0,26.0
MARF1,24.0,21.0
DZIP3,0.0,0.0
SAFB2,2.0,5.0
ZNF432,7.0,6.0
EIF5B,42.0,34.0
IPO13,2.0,1.0
SLC25A44,41.0,43.0
KIAA0040,1.0,0.0
TTI1,2.0,4.0
PPIP5K1,4.0,6.0
PHF14,3.0,9.0
FAM53B,17.0,19.0
DEPDC5,2.0,0.0
KDM4A,13.0,17.0
N4BP1,6.0,14.0
LRRC14,19.0,20.0
CLINT1,40.0,36.0
VGLL4,28.0,18.0
GREB1,0.0,0.0
NUP93,4.0,2.0
BZW1,75.0,71.0
UBE3C,29.0,32.0
PRORP,2.0,3.0
RAPGEF2,6.0,4.0
EMC2,12.0,14.0
EDEM1,112.0,189.0
TRAM2,22.0,16.0
PUM1,45.0,55.0
ESPL1,1.0,0.0
PPP6R2,1.0,1.0
CEP57,21.0,23.0
KIAA0100,10.0,12.0
DHX34,1.0,2.0
PCDHGA8,13.0,7.0
HERPUD1,72.0,73.0
GARRE1,0.0,2.0
RUBCN,5.0,5.0
USP6NL,8.0,5.0
FAM131B,0.0,0.0
AQR,2.0,4.0
ECE2,3.0,1.0
ADAMTSL2,0.0,0.0
UTP14C,37.0,43.0
TMEM63A,0.0,1.0
ZNF646,2.0,3.0
RAB11FIP3,1.0,1.0
SECISBP2L,15.0,19.0
DCAF1,9.0,11.0
CEP104,2.0,3.0
DOCK4,0.0,0.0
SART3,13.0,17.0
HDAC9,11.0,7.0
KNTC1,1.0,0.0
USP34,9.0,11.0
GPRASP1,0.0,0.0
CCP110,30.0,29.0
SETD1A,5.0,5.0
LAPTM4A,5.0,11.0
IFT140,0.0,0.0
ARHGAP32,1.0,2.0
ACAP1,0.0,0.0
ZNF536,0.0,0.0
CLSTN3,0.0,0.0
TCAF1,4.0,0.0
SLK,21.0,29.0
PHACTR2,19.0,25.0
ZSCAN12,52.0,53.0
STARD8,15.0,19.0
TBKBP1,2.0,2.0
KMT2B,1.0,3.0
HDAC4,18.0,16.0
MLEC,118.0,94.0
LZTS3,0.0,2.0
KIAA0513,0.0,0.0
ZFYVE16,2.0,8.0
SUSD6,29.0,27.0
JADE3,5.0,7.0
PCLAF,19.0,22.0
RASSF2,127.0,252.0
TMEM94,1.0,2.0
BCLAF1,141.0,154.0
EIF4A3,8.0,8.0
ATG13,33.0,26.0
TM9SF4,22.0,35.0
KIAA0232,47.0,61.0
TBC1D5,20.0,32.0
PIEZO1,3.0,4.0
RNF144A,13.0,14.0
MATR3,51.0,64.0
RIMS3,2.0,2.0
SNX17,7.0,8.0
DHX38,1.0,3.0
KIAA0586,2.0,3.0
DLGAP5,2.0,2.0
MTSS1,0.0,0.0
SPCS2,5.0,5.0
BMS1,15.0,17.0
PTDSS1,56.0,69.0
SERTAD2,47.0,48.0
CKAP5,15.0,10.0
MAML1,19.0,22.0
PHYHIP,0.0,0.0
TATDN2,18.0,18.0
IST1,61.0,62.0
MRPL19,31.0,27.0
DAZAP2,162.0,166.0
TOMM20,139.0,147.0
SCRN1,0.0,0.0
SPOCK2,0.0,0.0
IP6K1,18.0,19.0
RNF40,15.0,18.0
CTIF,3.0,5.0
DELE1,14.0,20.0
EFCAB14,44.0,45.0
SFI1,0.0,0.0
GIT2,27.0,41.0
URB2,8.0,12.0
KEAP1,42.0,44.0
NUP58,54.0,52.0
TSC22D2,6.0,7.0
CUL7,0.0,0.0
RB1CC1,17.0,16.0
ARHGAP11A,41.0,39.0
SPATA2,14.0,17.0
ARHGEF11,0.0,0.0
RGP1,0.0,0.0
ARHGEF17,0.0,1.0
TRIM14,16.0,14.0
ZNF623,34.0,23.0
MELK,4.0,6.0
LCMT2,12.0,20.0
GINS1,23.0,31.0
ZEB2,427.0,452.0
TESPA1,0.0,0.0
ZBTB24,20.0,21.0
PLEKHM1,8.0,12.0
HEPH,0.0,0.0
ELMO1,11.0,18.0
GAB2,25.0,46.0
C2CD5,15.0,13.0
ZNF518A,26.0,35.0
KIAA0753,12.0,13.0
EPM2AIP1,100.0,116.0
C2CD2L,3.0,3.0
FARP2,0.0,0.0
CEP350,69.0,72.0
CEP170,41.0,71.0
LRIG2,7.0,11.0
PSMD6,4.0,7.0
MED24,8.0,7.0
MAGI2,0.0,1.0
TRIM66,16.0,12.0
PJA2,55.0,61.0
TOMM70,49.0,52.0
SETDB1,9.0,7.0
AREL1,20.0,28.0
SEC24D,3.0,3.0
FCHSD2,21.0,23.0
TLK1,16.0,20.0
URB1,13.0,8.0
ZC3H11A,65.0,79.0
TOX4,14.0,20.0
DDX46,14.0,14.0
ZBTB39,40.0,35.0
TRANK1,0.0,0.0
TBC1D4,0.0,1.0
POM121,13.0,12.0
LRRC37A,0.0,0.0
OSBPL2,11.0,8.0
SMG7,36.0,53.0
ZBED4,28.0,25.0
NUAK1,0.0,0.0
TELO2,1.0,1.0
TECPR2,6.0,5.0
FIG4,0.0,0.0
WASHC5,5.0,5.0
UBAP2L,14.0,18.0
SV2B,3.0,5.0
SRGAP3,2.0,2.0
MRC2,5.0,5.0
KLHL21,21.0,22.0
RBM19,8.0,4.0
SGSM2,0.0,0.0
SLC35E2A,23.0,22.0
AP5Z1,3.0,2.0
G3BP2,121.0,93.0
DENND4B,10.0,8.0
RABGAP1L,8.0,9.0
ARHGAP44,10.0,15.0
SUPT7L,16.0,27.0
FAM20B,35.0,42.0
NCAPD2,10.0,10.0
SEC16A,17.0,16.0
KBTBD11,41.0,36.0
RNF10,3.0,5.0
IQSEC1,4.0,6.0
ZBTB40,28.0,27.0
PAN2,3.0,1.0
ZBTB5,25.0,30.0
LPGAT1,2.0,1.0
MFN2,17.0,26.0
KIF14,11.0,12.0
JOSD1,24.0,42.0
HELZ,24.0,33.0
PUM3,18.0,10.0
P2RY14,0.0,0.0
CD302,10.0,16.0
DCLRE1A,4.0,4.0
ARHGAP25,7.0,9.0
RBM8A,52.0,61.0
DLEC1,0.0,0.0
EXOG,8.0,7.0
XYLB,1.0,1.0
OXSR1,45.0,49.0
CRYZL1,4.0,2.0
WDR1,32.0,72.0
AMMECR1,24.0,25.0
GOLGA5,11.0,10.0
HS3ST3B1,8.0,5.0
USP15,44.0,49.0
USP3,29.0,39.0
MVP,0.0,0.0
SLC23A2,45.0,50.0
SLC23A1,0.0,0.0
THRAP3,35.0,39.0
MED12,1.0,1.0
MED13,47.0,53.0
NR1I3,0.0,0.0
NUP153,39.0,39.0
CCS,0.0,1.0
NR1D2,12.0,14.0
RBX1,3.0,3.0
DOP1B,3.0,1.0
THOC1,2.0,2.0
REC8,0.0,0.0
RCE1,4.0,5.0
HNRNPDL,384.0,460.0
DMTF1,56.0,52.0
PPP4R1,39.0,49.0
SLC12A6,10.0,18.0
PTBP3,96.0,138.0
DGCR2,10.0,10.0
CASP8AP2,6.0,5.0
SCO2,3.0,2.0
AKT3,9.0,7.0
MED6,18.0,16.0
NR2E3,0.0,0.0
NAALAD2,0.0,0.0
ACOT8,2.0,1.0
ABI1,19.0,22.0
GNPDA1,10.0,13.0
KCNE3,19.0,21.0
ZBTB33,198.0,218.0
TANK,3.0,6.0
SRA1,14.0,19.0
HDAC6,4.0,3.0
HDAC5,2.0,1.0
PDCD6IP,32.0,42.0
PDCD6,22.0,21.0
BCL2L11,53.0,48.0
SH2B3,62.0,98.0
GNE,31.0,23.0
FRAT1,13.0,13.0
TROAP,3.0,2.0
MED16,0.0,0.0
PIGK,7.0,4.0
CHAF1A,5.0,7.0
PARP2,1.0,1.0
PARP3,1.0,0.0
TOM1L1,3.0,5.0
HMGXB4,72.0,76.0
TOM1,1.0,1.0
SH2D3C,0.0,0.0
SH2D3A,0.0,0.0
RANBP9,22.0,28.0
DNAJB6,27.0,28.0
SMC4,61.0,73.0
UBA2,57.0,66.0
SAE1,36.0,49.0
FARSB,33.0,30.0
ABCC5,4.0,9.0
ABCB6,0.0,0.0
DNM1L,26.0,36.0
ABCF2,14.0,16.0
NR1H3,0.0,0.0
COX17,1.0,2.0
SCAMP2,12.0,12.0
SCAMP3,2.0,2.0
IL18BP,3.0,3.0
RWDD2B,12.0,15.0
DPP3,3.0,3.0
SNUPN,11.0,5.0
HUWE1,15.0,12.0
TSPAN32,0.0,0.0
TSSC4,1.0,2.0
ATP9A,0.0,0.0
PDCD7,18.0,13.0
PQBP1,0.0,0.0
CERT1,22.0,19.0
UST,0.0,0.0
ARPC5,45.0,99.0
ARPC4,20.0,24.0
ARPC3,24.0,18.0
ARPC1B,2.0,4.0
ACTR3,54.0,125.0
ACTR2,121.0,163.0
TSPAN5,0.0,0.0
TSPAN3,32.0,28.0
TSPAN2,1.0,1.0
NUBP2,1.0,1.0
TSFM,14.0,12.0
PPIF,160.0,201.0
CTDSP2,43.0,42.0
ARPC2,26.0,49.0
RAD50,12.0,17.0
KIF20A,7.0,10.0
PREB,42.0,38.0
HIPK3,75.0,84.0
FEM1B,82.0,93.0
ACTR1B,5.0,13.0
ACTR1A,20.0,26.0
ARL4C,18.0,21.0
ARL4A,57.0,81.0
RASGRP1,0.0,0.0
DNAL4,4.0,2.0
ZNF263,58.0,38.0
LRPPRC,21.0,22.0
FRY,12.0,19.0
PDIA6,39.0,35.0
TRAP1,0.0,0.0
OPTN,0.0,1.0
BCAP31,4.0,5.0
NAMPT,10.0,25.0
RBM12,48.0,42.0
YAF2,21.0,30.0
ARFRP1,1.0,3.0
TOB1,6.0,9.0
AKAP9,2.0,1.0
FAM13A,0.0,0.0
G3BP1,48.0,52.0
SUGP2,31.0,34.0
ADGRG2,0.0,0.0
10151,3.0,2.0
ABI2,18.0,17.0
CEBPZ,2.0,1.0
PLXNC1,3.0,2.0
TRIM28,12.0,9.0
RASA4,0.0,0.0
ATP6AP2,14.0,12.0
FARP1,0.0,0.0
LPCAT3,5.0,1.0
WASF2,50.0,56.0
CHST4,1.0,1.0
SLC25A13,14.0,19.0
SLC25A15,7.0,7.0
ZNF197,13.0,17.0
SERF2,46.0,68.0
DHRS9,2.0,2.0
RCL1,12.0,8.0
SORBS3,1.0,1.0
CNIH1,17.0,10.0
RBM7,32.0,31.0
RBM6,2.0,0.0
RBM5,36.0,37.0
LHFPL2,7.0,7.0
LHFPL6,0.0,0.0
TNK2,0.0,0.0
ALYREF,4.0,4.0
TXNDC9,9.0,15.0
RNF41,109.0,130.0
TSHZ1,18.0,22.0
ALG3,15.0,14.0
PRMT3,17.0,13.0
PSME3,78.0,61.0
MPHOSPH9,27.0,38.0
MPHOSPH10,0.0,0.0
MPHOSPH6,8.0,11.0
NME6,14.0,22.0
DHRS2,0.0,0.0
NUTF2,18.0,20.0
MPZL2,0.0,0.0
TRIM13,36.0,28.0
USPL1,7.0,7.0
EIF1,241.0,240.0
TOPORS,8.0,12.0
FLOT1,2.0,4.0
DDX39A,92.0,109.0
PSMD14,8.0,8.0
PRG4,0.0,0.0
KLRG1,1.0,0.0
GDF11,9.0,11.0
TRIB1,41.0,68.0
ZNF443,1.0,2.0
PLIN3,18.0,15.0
MFSD10,1.0,3.0
STX6,24.0,31.0
COQ7,9.0,11.0
NBR2,5.0,6.0
LRRC23,0.0,0.0
LRRC17,0.0,0.0
RASGRP2,0.0,0.0
HNRNPR,28.0,27.0
SLC35B1,6.0,3.0
DCAF7,55.0,65.0
AP3S2,14.0,16.0
MRPS31,1.0,0.0
CALCOCO2,44.0,31.0
GPHN,2.0,3.0
RABEPK,0.0,0.0
TIMM17B,3.0,2.0
RIDA,6.0,3.0
POP7,22.0,23.0
SRRM1,27.0,29.0
SPRY3,0.0,1.0
SPRY2,5.0,8.0
STAM2,18.0,17.0
ABCC4,28.0,37.0
DENND4A,21.0,30.0
IGSF6,0.0,0.0
SF3B4,4.0,4.0
CDK2AP2,10.0,11.0
IRX5,10.0,9.0
ZMPSTE24,24.0,22.0
AKAP8,48.0,47.0
FSTL3,1.0,3.0
STUB1,3.0,4.0
STAG1,5.0,8.0
NET1,20.0,26.0
UBE4B,4.0,5.0
SIGMAR1,44.0,44.0
BET1,16.0,16.0
CWC27,8.0,13.0
SAP18,55.0,72.0
SMNDC1,22.0,22.0
BCAS2,17.0,24.0
RGS19,15.0,16.0
LILRB2,0.0,2.0
EIF1B,16.0,16.0
SF3A1,19.0,18.0
TRAIP,5.0,3.0
DNAJA2,29.0,25.0
BCKDK,1.0,3.0
MAEA,19.0,28.0
APC2,0.0,0.0
PAK4,2.0,4.0
MARCHF6,56.0,76.0
KATNB1,0.0,0.0
SNAPC5,13.0,12.0
APBB3,0.0,0.0
ZNF267,43.0,58.0
VPS26C,27.0,23.0
TCIRG1,1.0,1.0
RTN3,32.0,45.0
LANCL1,18.0,19.0
NMUR1,0.0,0.0
TNIP1,10.0,7.0
IKZF1,215.0,205.0
SMYD5,6.0,6.0
KLHL41,0.0,0.0
SIRPB1,0.0,0.0
AKR1A1,3.0,1.0
EMC8,31.0,23.0
RXYLT1,0.0,0.0
CNPY2,14.0,11.0
CLEC4M,0.0,0.0
TLR6,1.0,0.0
IRAG1,1.0,0.0
PCGF3,23.0,25.0
TFG,21.0,15.0
PKDREJ,0.0,0.0
TRIM22,0.0,0.0
ABCA7,0.0,0.0
WARS2,17.0,11.0
NPM3,2.0,3.0
NPM2,0.0,0.0
HMG20B,6.0,8.0
HMG20A,26.0,38.0
KLF2,2.0,0.0
MICU1,5.0,5.0
CITED2,52.0,34.0
SEMA3A,3.0,5.0
TUBA1B,91.0,76.0
IRF9,1.0,4.0
BPNT1,3.0,2.0
TUBB3,0.0,1.0
TUBB4B,37.0,38.0
BTN3A3,0.0,1.0
BTN2A2,5.0,4.0
SYCP2,0.0,0.0
SCML2,16.0,14.0
CEPT1,12.0,11.0
NOD1,9.0,9.0
ANAPC10,11.0,18.0
ATP8A1,0.0,0.0
NDRG1,12.0,12.0
RACK1,9.0,11.0
PEMT,1.0,1.0
PIAS3,2.0,2.0
ST3GAL6,2.0,4.0
NDC80,2.0,1.0
CPQ,0.0,1.0
BASP1,0.0,0.0
IFITM3,0.0,0.0
RAPGEF3,0.0,0.0
NSA2,10.0,7.0
SPON2,1.0,1.0
PRMT5,14.0,11.0
TESK2,1.0,0.0
CD2BP2,16.0,25.0
UBAC1,2.0,1.0
CDIPT,5.0,2.0
PGRMC2,14.0,25.0
ARIH2,24.0,29.0
TUBGCP3,27.0,21.0
SEC24B,9.0,13.0
CFDP1,0.0,2.0
TMEM147,1.0,0.0
RBM14,16.0,15.0
LYPLA1,30.0,28.0
CDC42EP2,0.0,1.0
EMG1,15.0,9.0
IFI30,6.0,7.0
C1D,4.0,6.0
TIMM17A,67.0,69.0
N4BP2L2,11.0,8.0
ZER1,2.0,3.0
MCRS1,6.0,10.0
FAM3C,9.0,10.0
ACAA2,7.0,5.0
PPIE,9.0,11.0
VAV3,30.0,31.0
TOMM40,22.0,23.0
TAB1,5.0,12.0
ECI2,0.0,0.0
HAX1,9.0,7.0
GPNMB,0.0,0.0
BAIAP2,3.0,4.0
MAD2L2,1.0,2.0
TACC3,3.0,3.0
CLEC10A,0.0,0.0
SLC30A9,15.0,19.0
PIBF1,2.0,3.0
PPIH,4.0,5.0
COG5,12.0,15.0
ZNHIT1,0.0,1.0
FST,0.0,0.0
TIMM44,6.0,5.0
PFDN6,0.0,0.0
ZBTB18,11.0,7.0
HMGN4,26.0,27.0
TADA3,10.0,19.0
TRIM38,28.0,33.0
ATP5PD,3.0,5.0
UBE2E3,3.0,3.0
SLC25A17,29.0,22.0
SLC9A6,12.0,11.0
EIF3M,12.0,14.0
NXF1,52.0,67.0
SEC23B,6.0,6.0
SEC23A,6.0,5.0
CAP1,68.0,112.0
CREB3,0.0,1.0
LRRC41,5.0,4.0
VTI1B,7.0,10.0
CRTAP,12.0,16.0
SYNCRIP,182.0,188.0
VAT1,8.0,9.0
STK25,1.0,2.0
ENOX2,6.0,5.0
CARM1,6.0,7.0
NCOA2,23.0,29.0
SEMA6C,0.0,0.0
SEMA6B,1.0,0.0
SEMA4D,10.0,13.0
SEMA4B,1.0,1.0
APPBP2,19.0,26.0
MYBBP1A,3.0,1.0
CIB2,0.0,0.0
CIB1,8.0,6.0
ZNF211,6.0,7.0
DDX17,179.0,178.0
DEAF1,0.0,1.0
CHERP,37.0,23.0
KAT5,2.0,5.0
HYOU1,29.0,30.0
IPO8,12.0,20.0
IPO7,79.0,95.0
NOP56,35.0,40.0
PITRM1,3.0,3.0
ATG7,9.0,10.0
ZNRD2,0.0,1.0
RNASEH2A,5.0,5.0
BATF,1.0,2.0
GLRX3,3.0,2.0
DCTN2,8.0,10.0
ANP32B,71.0,62.0
LAMTOR5,7.0,9.0
PROCR,3.0,1.0
TM9SF1,7.0,3.0
PRDX4,0.0,0.0
ARL6IP5,18.0,21.0
ARPC1A,8.0,10.0
HTATIP2,7.0,4.0
AGPAT1,4.0,1.0
AGPAT2,6.0,7.0
RPP30,16.0,18.0
RPP38,9.0,6.0
SPTLC1,22.0,32.0
SLC35A1,8.0,10.0
SLC19A2,5.0,2.0
IFI44,0.0,0.0
ARFGEF2,47.0,39.0
