GENE,MV411-DMSO,MV411-Mebendazole
TPD52L1,0.0,0.0
TPD52L2,726.0,818.0
TPH1,2.0,6.0
TPI1,5470.0,6185.0
TPM1,156.0,160.0
TPM2,2.0,3.0
TPM3,9195.0,12406.0
TPM4,5376.0,10780.0
TPMT,331.0,532.0
TPP2,975.0,1538.0
TPR,230.0,365.0
TPT1,18800.0,25393.0
NR2C1,112.0,169.0
NR2C2,1000.0,1428.0
HSP90B1,1984.0,2460.0
TRAF1,33.0,52.0
TRAF2,46.0,59.0
TRAF3,330.0,402.0
TRAF6,257.0,380.0
7190,5038.0,6990.0
CCT3,12837.0,13349.0
TRIO,36.0,44.0
TRIP6,69.0,92.0
TRPC2,40.0,54.0
TRPM2,51.0,82.0
TSN,3412.0,4154.0
TSC1,307.0,415.0
TSC2,3.0,7.0
TSG101,104.0,150.0
TSHR,1.0,3.0
TSNAX,857.0,1364.0
TSPYL1,390.0,389.0
EIPR1,147.0,172.0
PHLDA2,7.0,17.0
TST,91.0,120.0
GFUS,111.0,133.0
TTC1,918.0,1013.0
DNAJC7,4993.0,6069.0
TTC3,1144.0,1557.0
TTC4,338.0,374.0
TTF1,1246.0,1406.0
TTK,170.0,219.0
TTN,3.0,8.0
TUBA4A,40.0,59.0
TUBB2A,4.0,3.0
TUBG1,79.0,75.0
TUFM,372.0,435.0
TULP3,86.0,108.0
HIRA,144.0,135.0
TNFSF4,9.0,10.0
TXK,26.0,43.0
TXN,1143.0,2219.0
TXNRD1,4363.0,5549.0
TYK2,181.0,242.0
TYMS,1644.0,1797.0
TYRO3,48.0,50.0
7302,9.0,4.0
TYROBP,651.0,881.0
U2AF1,132.0,267.0
UBA52,4438.0,7251.0
UBB,946.0,1692.0
UBC,270.0,693.0
UBA1,189.0,204.0
UBA7,11.0,9.0
UBE2A,1145.0,1437.0
UBE2B,482.0,860.0
UBE2D1,290.0,440.0
UBE2D2,1098.0,1340.0
UBE2D3,5744.0,8005.0
UBE2E1,1562.0,2285.0
UBE2E2,50.0,80.0
UBE2G1,1495.0,2104.0
UBE2G2,2392.0,2749.0
UBE2H,432.0,511.0
UBE2I,1209.0,1253.0
UBE2L3,1055.0,1434.0
UBE2N,2974.0,4103.0
UBE2V1,2252.0,2490.0
UBE2V2,3625.0,5783.0
UBE3A,1452.0,2170.0
SUMO1,3816.0,5288.0
UBP1,1733.0,1975.0
UBTF,2279.0,2389.0
UCHL3,231.0,285.0
UCP2,253.0,312.0
UCP3,11.0,14.0
UFD1,67.0,105.0
SLC35A2,126.0,138.0
UGCG,369.0,634.0
UGDH,80.0,140.0
UGP2,458.0,624.0
UGT8,17.0,25.0
UCK2,1034.0,1253.0
UMPS,339.0,397.0
COL14A1,1.0,2.0
UNG,813.0,860.0
USP4,232.0,293.0
NR1H2,60.0,79.0
UPK3A,13.0,18.0
UQCRB,6583.0,8052.0
UQCRC1,161.0,260.0
UQCRC2,1003.0,1352.0
UQCRFS1,735.0,897.0
UQCRH,1036.0,1802.0
UROD,69.0,107.0
UROS,73.0,87.0
USF1,285.0,298.0
USF2,171.0,210.0
USP1,725.0,1145.0
UTRN,170.0,247.0
KDM6A,59.0,98.0
UTY,415.0,528.0
UVRAG,280.0,307.0
VARS1,31.0,38.0
VASP,1288.0,1680.0
VAV1,109.0,121.0
VAV2,91.0,92.0
VBP1,1579.0,2233.0
VCL,680.0,757.0
VCP,868.0,875.0
VDAC1,6860.0,7885.0
VDAC2,649.0,978.0
VDAC3,3753.0,4680.0
VDR,279.0,324.0
VEGFA,229.0,348.0
VEGFB,51.0,50.0
VGF,5.0,12.0
VHL,1061.0,1330.0
EZR,981.0,1142.0
VIM,2521.0,3066.0
VLDLR,503.0,669.0
BEST1,42.0,54.0
TRPV1,14.0,19.0
VRK1,544.0,969.0
VRK2,495.0,629.0
VSNL1,3.0,2.0
WARS1,1106.0,1330.0
WAS,123.0,141.0
WIPF1,480.0,648.0
EIF4H,3933.0,4384.0
CLIP2,15.0,25.0
LAT2,1180.0,1380.0
CORO2A,21.0,25.0
WEE1,181.0,278.0
NSD2,1007.0,1217.0
NELFA,84.0,80.0
WNT3,5.0,3.0
WNT6,4.0,10.0
WNT8B,2.0,3.0
WNT10B,144.0,203.0
GET1,313.0,570.0
WRN,248.0,347.0
WT1,296.0,353.0
XBP1,3566.0,4358.0
XK,32.0,58.0
XPA,351.0,456.0
XPC,600.0,632.0
XPNPEP1,1877.0,2107.0
XPO1,2286.0,3399.0
XRCC1,14.0,15.0
XRCC2,577.0,758.0
XRCC3,149.0,162.0
XRCC4,201.0,287.0
XRCC5,4070.0,4945.0
YES1,835.0,1353.0
YY1,874.0,1302.0
YWHAB,7000.0,9159.0
YWHAE,14710.0,20137.0
YWHAG,7184.0,8165.0
YWHAH,1790.0,2424.0
YWHAZ,16842.0,26833.0
SF1,2729.0,2788.0
ZFP36,146.0,186.0
ZFP37,6.0,8.0
ZBTB14,157.0,180.0
ZFPL1,38.0,40.0
ZFX,611.0,777.0
ZFY,135.0,221.0
ZIC2,16.0,21.0
ZNF2,40.0,35.0
ZNF3,334.0,341.0
ZNF7,21.0,22.0
ZNF8,20.0,19.0
CNBP,12850.0,16510.0
ZNF10,31.0,31.0
ZNF12,228.0,263.0
ZNF708,208.0,254.0
ZNF16,27.0,24.0
ZNF17,22.0,25.0
ZNF18,48.0,51.0
ZNF19,3.0,5.0
ZNF182,126.0,151.0
ZNF22,88.0,121.0
ZNF23,89.0,113.0
ZNF24,2324.0,3516.0
ZNF26,133.0,209.0
ZSCAN20,9.0,13.0
ZNF32,7.0,8.0
ZNF33A,825.0,1132.0
ZNF33B,380.0,590.0
ZNF35,2.0,5.0
ZKSCAN1,1067.0,1157.0
ZNF37A,1402.0,1903.0
ZSCAN21,25.0,22.0
ZNF41,135.0,206.0
MZF1,32.0,37.0
ZNF45,130.0,167.0
ZBTB25,189.0,217.0
ZNF70,22.0,22.0
ZNF74,53.0,41.0
ZNF75D,95.0,127.0
ZNF75A,102.0,133.0
ZNF76,53.0,70.0
ZNF79,10.0,11.0
ZNF84,311.0,392.0
ZNF221,6.0,5.0
ZNF85,9.0,15.0
ZNF91,2.0,3.0
ZNF222,3.0,1.0
ZNF121,92.0,110.0
ZNF124,425.0,526.0
MKRN3,13.0,13.0
ZNF131,791.0,1291.0
ZNF132,1.0,3.0
ZNF133,6.0,5.0
ZNF134,61.0,52.0
ZNF138,383.0,494.0
ZNF140,219.0,253.0
ZNF142,164.0,140.0
ZNF143,144.0,196.0
PCGF2,69.0,98.0
ZBTB16,1.0,1.0
ZNF146,4585.0,5995.0
TRIM25,1254.0,1358.0
ZNF148,664.0,1137.0
ZBTB17,5.0,5.0
ZNF154,14.0,13.0
ZNF155,43.0,55.0
VEZF1,363.0,483.0
ZNF165,1.0,4.0
TRIM26,161.0,130.0
ZNF174,31.0,24.0
ZNF175,61.0,66.0
ZNF177,12.0,16.0
ZNF180,62.0,91.0
RNF113A,23.0,20.0
ZNF184,25.0,31.0
ZNF185,302.0,306.0
ZSCAN26,105.0,133.0
ZNF189,675.0,831.0
ZKSCAN8,897.0,1133.0
ZSCAN9,22.0,35.0
ZNF195,1479.0,1690.0
ZMYM2,456.0,844.0
ZNF200,153.0,151.0
ZNF202,201.0,203.0
ZNF207,1703.0,2321.0
ZNF213,19.0,19.0
ZFAND5,728.0,985.0
ZNF217,245.0,298.0
ZNF224,194.0,286.0
ZNF225,74.0,84.0
ZNF226,34.0,40.0
ZNF227,87.0,92.0
ZNF230,41.0,72.0
ZNF232,8.0,8.0
ZNF236,83.0,142.0
SLC30A1,57.0,103.0
MAP3K12,62.0,68.0
ZXDA,20.0,21.0
ZYX,161.0,286.0
LUZP1,264.0,327.0
PRDM2,124.0,180.0
DNALI1,87.0,116.0
PTP4A1,1108.0,1636.0
LRP8,1144.0,1793.0
LAPTM5,3730.0,4783.0
CSDE1,5777.0,9444.0
EVI5,170.0,251.0
DAP3,617.0,689.0
BTG2,162.0,404.0
ALMS1,14.0,19.0
MOGS,30.0,32.0
RNF103,52.0,83.0
TUBA1A,241.0,236.0
PAX8,13.0,11.0
CXCR4,171.0,261.0
FZD5,42.0,45.0
BRPF1,62.0,67.0
IFRD2,274.0,280.0
MAPKAPK3,862.0,904.0
SEMA3B,0.0,1.0
SLMAP,292.0,457.0
MANF,407.0,473.0
USP7,2865.0,2710.0
RAB7A,3034.0,3756.0
KCNAB1,29.0,38.0
SLBP,1663.0,2061.0
ST8SIA4,257.0,449.0
REEP5,698.0,1109.0
DEK,4832.0,7985.0
ALDH5A1,719.0,768.0
PRRC2A,24.0,38.0
BAG6,34.0,52.0
GPANK1,38.0,47.0
DDX39B,6870.0,8027.0
ABHD16A,266.0,301.0
SLC39A7,396.0,368.0
HSD17B8,12.0,23.0
NELFE,72.0,83.0
LST1,1936.0,2339.0
TFEB,9.0,13.0
EPM2A,182.0,209.0
AIMP2,238.0,269.0
MAFK,145.0,200.0
FZD3,204.0,330.0
MTERF1,290.0,308.0
SEM1,848.0,1151.0
ST7,84.0,83.0
ZNF212,60.0,60.0
UBXN8,584.0,787.0
KAT6A,326.0,469.0
PSCA,2.0,6.0
NR4A3,3.0,9.0
BRD3,256.0,314.0
NUP214,90.0,88.0
STAM,105.0,166.0
MLLT10,368.0,511.0
CCDC6,783.0,1112.0
NCOA4,3759.0,5146.0
SLC25A16,119.0,189.0
SHOC2,1011.0,1858.0
ADAM12,2.0,6.0
RASSF7,25.0,22.0
CSRP3,10.0,8.0
PDHX,388.0,573.0
FOSL1,120.0,132.0
CUL5,930.0,1662.0
PTP4A2,3270.0,4858.0
USP5,131.0,140.0
MLF2,1414.0,1629.0
KMT2D,157.0,185.0
AAAS,17.0,21.0
FXR1,762.0,1021.0
YEATS4,391.0,573.0
CDK2AP1,516.0,713.0
IFT88,9.0,8.0
PABPN1,1318.0,1672.0
DPF3,5.0,7.0
GPR68,16.0,20.0
ANP32A,5292.0,7900.0
NPRL3,66.0,92.0
GAN,47.0,91.0
SLC7A5,1927.0,1982.0
TAF15,334.0,318.0
COIL,442.0,601.0
AKAP1,364.0,455.0
SLC14A2,1.0,3.0
SF3A2,14.0,36.0
ELL,72.0,125.0
SYMPK,8.0,11.0
CLPP,165.0,177.0
DPF1,8.0,10.0
MKKS,1337.0,1410.0
NCOA3,294.0,390.0
NRIP1,532.0,796.0
CHAF1B,102.0,108.0
GATD3A,618.0,718.0
DGCR6,6.0,13.0
LZTR1,107.0,127.0
CLTCL1,75.0,91.0
ESS2,191.0,210.0
GTPBP6,69.0,72.0
PUDP,451.0,584.0
AKAP17A,155.0,137.0
ZRSR2,1.0,1.0
USP11,33.0,46.0
USP9X,323.0,483.0
RBM10,52.0,47.0
KDM5C,88.0,98.0
SMC1A,1520.0,1653.0
NAA10,59.0,96.0
F8A1,29.0,36.0
UBL4A,432.0,447.0
TMEM187,22.0,18.0
LAGE3,101.0,135.0
SLC10A3,17.0,21.0
TKTL1,16.0,25.0
KDM5D,65.0,81.0
ARID1A,244.0,357.0
COLQ,7.0,11.0
SERF1A,91.0,110.0
TRRAP,84.0,76.0
PICALM,845.0,1183.0
KLRC4,6.0,8.0
SNN,151.0,171.0
ACOX3,75.0,88.0
AXIN1,258.0,285.0
AXIN2,2.0,2.0
BAP1,225.0,263.0
BRAP,326.0,453.0
CDC7,812.0,1083.0
CDC45,61.0,74.0
FZD1,28.0,24.0
FZD7,21.0,23.0
H2AC13,5.0,2.0
H2AC15,0.0,2.0
H2AC14,6.0,5.0
H2AC16,2.0,3.0
H2AC6,17.0,22.0
H2AC17,2.0,4.0
H2AC18,30.0,37.0
H2AC20,9.0,12.0
H2BC8,2.0,1.0
H2BC13,0.0,2.0
H2BC15,2.0,2.0
H2BC6,0.0,1.0
H2BC9,8.0,11.0
H2BC4,1.0,1.0
H2BC21,12.0,13.0
H3C4,4.0,4.0
H3C3,2.0,2.0
H3C8,1.0,1.0
H3C10,3.0,4.0
H3C2,1.0,0.0
H4C1,4.0,3.0
H4C11,6.0,7.0
H4C3,18.0,16.0
H4C8,2.0,4.0
H4C5,2.0,1.0
H4C14,6.0,8.0
HYAL3,66.0,70.0
MAD1L1,23.0,32.0
PIP5K1A,315.0,343.0
PIP5K1B,4.0,3.0
PIP4K2B,799.0,887.0
PLA2G6,6.0,10.0
SLC25A11,185.0,255.0
SPOP,601.0,947.0
SRPX,2.0,2.0
TAGLN2,3567.0,4082.0
ULK1,43.0,60.0
UXT,1159.0,1405.0
EEA1,433.0,780.0
ANXA9,23.0,20.0
STX7,313.0,562.0
8418,231.0,316.0
LTBP4,5.0,8.0
ZNF282,87.0,76.0
STK24,686.0,796.0
UTF1,2.0,5.0
RECK,59.0,78.0
RAD54L,35.0,31.0
NSMAF,940.0,1278.0
NCK2,224.0,258.0
GNPAT,399.0,525.0
DYRK3,2.0,3.0
DYRK2,424.0,511.0
DUSP11,87.0,127.0
DOC2A,167.0,163.0
DHX16,13.0,24.0
CUL4B,623.0,1022.0
CUL4A,1405.0,1862.0
CUL3,444.0,588.0
CUL2,317.0,449.0
CUL1,315.0,306.0
ATRN,387.0,562.0
TTF2,437.0,552.0
TPST2,148.0,169.0
KLF11,132.0,188.0
TEAD2,3.0,4.0
SUPT3H,86.0,144.0
SMARCA5,585.0,999.0
OGT,2205.0,3210.0
GPR65,26.0,35.0
HIRIP3,95.0,119.0
RAE1,189.0,190.0
OFD1,36.0,40.0
SEMA7A,8.0,16.0
GEMIN2,89.0,97.0
RGS5,93.0,135.0
MAP4K3,80.0,130.0
PRSS12,7.0,11.0
PPM1D,51.0,72.0
PPFIBP2,16.0,29.0
PPFIBP1,131.0,183.0
PPFIA4,22.0,22.0
RANBP3,169.0,192.0
PPFIA1,98.0,103.0
SLC43A1,162.0,198.0
PKP4,375.0,444.0
PIK3R3,167.0,210.0
PEX3,108.0,158.0
PARG,605.0,818.0
CNTNAP1,2.0,5.0
ENC1,10.0,17.0
NIPSNAP1,268.0,255.0
NDST2,27.0,33.0
8511,0.0,0.0
KCNAB2,1662.0,1956.0
IKBKG,3.0,6.0
ELP1,298.0,342.0
IFITM1,142.0,194.0
HAT1,662.0,900.0
GAS7,123.0,149.0
DGKZ,82.0,106.0
DGKE,549.0,880.0
DGKD,151.0,162.0
CST7,24.0,36.0
YBX3,1335.0,1626.0
COPS3,953.0,999.0
CBX4,67.0,175.0
CAMK1,7.0,7.0
API5,3113.0,4330.0
AGPS,1668.0,2804.0
PPFIA3,67.0,96.0
APOL1,17.0,25.0
LMO4,458.0,689.0
PIR,22.0,24.0
CGGBP1,2018.0,3199.0
AP3B1,368.0,447.0
BLZF1,163.0,269.0
MAPKAPK5,71.0,112.0
INE2,33.0,40.0
INE1,12.0,10.0
BHLHE40,71.0,104.0
PIAS1,745.0,1340.0
CDC14B,7.0,14.0
CDC14A,92.0,118.0
TCAP,0.0,1.0
CDK10,112.0,119.0
PRPF18,149.0,177.0
DEGS1,775.0,878.0
DENR,2103.0,2934.0
THOC5,61.0,68.0
KMO,2000.0,2755.0
YARS1,1071.0,1197.0
PDXK,409.0,514.0
MADD,95.0,105.0
RRP1,120.0,128.0
MKNK1,694.0,812.0
KHSRP,1024.0,1465.0
CASK,20.0,24.0
AKR7A2,472.0,561.0
PRKRA,497.0,672.0
STK16,145.0,179.0
TMEFF1,4.0,5.0
SCARF1,3.0,4.0
RGS20,3.0,3.0
NOP14,411.0,378.0
FAM193A,44.0,43.0
SLC25A12,554.0,713.0
RUVBL1,746.0,851.0
KLF7,143.0,371.0
PLPP1,529.0,849.0
STC2,8.0,18.0
USO1,725.0,1052.0
NPFF,2.0,4.0
CDK13,286.0,437.0
PDE8B,46.0,77.0
ASMTL,18.0,26.0
PSMG1,1997.0,2452.0
RFXANK,224.0,239.0
TP63,0.0,3.0
JRK,433.0,342.0
HSD17B6,8.0,7.0
DNAH17,12.0,17.0
UNC5C,1047.0,1527.0
RTCA,317.0,426.0
RNASET2,73.0,129.0
SSNA1,238.0,272.0
EIF4EBP3,143.0,181.0
OASL,10.0,11.0
AOC3,2.0,1.0
PCDHGB4,131.0,140.0
PTCH2,2.0,6.0
AKR1C3,2.0,4.0
KCNK5,43.0,47.0
NCOA1,110.0,144.0
LAMTOR3,767.0,1028.0
NUMB,679.0,814.0
SOCS1,4.0,6.0
DDX3Y,1624.0,2300.0
PDE5A,37.0,50.0
DYNLL1,2487.0,2745.0
TNKS,517.0,830.0
ALDH4A1,73.0,77.0
IRS2,40.0,54.0
EIF3A,1536.0,2818.0
EIF3B,487.0,512.0
EIF3C,124.0,182.0
EIF3D,348.0,576.0
EIF3F,152.0,170.0
EIF3G,140.0,208.0
EIF3H,3695.0,4577.0
EIF3I,1546.0,1632.0
EIF3J,3637.0,4599.0
EIF4G3,280.0,427.0
VAMP8,2472.0,3236.0
VAMP4,212.0,338.0
STX16,769.0,1061.0
STX11,40.0,38.0
STX10,152.0,202.0
BECN1,812.0,1122.0
JMJD7-PLA2G4B,6.0,13.0
PEA15,1348.0,1896.0
SRSF9,1268.0,1597.0
JRKL,82.0,84.0
HYAL2,14.0,15.0
GALNT4,71.0,73.0
DGAT1,83.0,84.0
CDC23,747.0,957.0
DNAH11,334.0,425.0
B4GALT4,59.0,84.0
B4GALT3,73.0,87.0
B4GALT2,144.0,147.0
B3GALT4,2.0,3.0
TRADD,37.0,35.0
MBTPS1,139.0,159.0
EDF1,580.0,784.0
SNX4,1482.0,2066.0
SNX3,2883.0,4150.0
URI1,1113.0,1608.0
EED,79.0,74.0
CTNNAL1,18.0,18.0
GBF1,41.0,42.0
RNMT,1250.0,1571.0
RNGTT,620.0,953.0
GPAA1,11.0,29.0
RIPK1,229.0,277.0
CRADD,66.0,84.0
TNFSF14,183.0,341.0
TNFSF13,121.0,139.0
TNFSF10,134.0,170.0
TNFSF9,15.0,20.0
ADAM15,53.0,49.0
ADAM9,325.0,556.0
CDS2,346.0,449.0
PABPC4,378.0,432.0
CD164,4517.0,6968.0
TNFRSF14,31.0,40.0
RAB11A,1955.0,2477.0
RIPK2,99.0,174.0
FADD,211.0,229.0
SNAP23,1077.0,1656.0
NAPG,659.0,1004.0
NAPA,749.0,744.0
MTMR1,80.0,107.0
SIGLEC5,5.0,5.0
RIOK3,862.0,1342.0
FPGT,262.0,379.0
TNFRSF10D,42.0,54.0
TNFRSF10B,829.0,1050.0
TNFRSF10A,44.0,56.0
DYRK4,18.0,27.0
PEX11B,444.0,487.0
PEX11A,52.0,62.0
SUCLG2,969.0,1504.0
SUCLG1,411.0,505.0
SUCLA2,587.0,956.0
CREG1,3114.0,4323.0
TRIM24,357.0,462.0
CCNK,309.0,294.0
DPM1,2826.0,3562.0
CDKL1,142.0,192.0
BANF1,1050.0,1230.0
DCAF5,202.0,246.0
FGF18,2.0,3.0
DPM2,319.0,352.0
SAP30,99.0,128.0
HESX1,2.0,3.0
CES2,296.0,332.0
IQGAP1,2878.0,4111.0
NRP1,187.0,248.0
SYNGAP1,33.0,60.0
CD84,303.0,368.0
GMPS,46.0,90.0
TMEM11,545.0,639.0
SOCS2,476.0,652.0
GGH,200.0,320.0
CFLAR,876.0,1470.0
HDAC3,635.0,658.0
HCAR3,8.0,12.0
KSR1,21.0,26.0
ALKBH1,148.0,197.0
DLEU2,451.0,706.0
TSC22D1,23.0,26.0
KAT2B,36.0,60.0
CDK5R1,30.0,26.0
ASAP2,12.0,15.0
PROZ,5.0,8.0
STK19,8.0,14.0
LDB1,302.0,375.0
PER3,55.0,72.0
PER2,92.0,110.0
SYNJ1,76.0,98.0
ST3GAL5,15.0,31.0
IER3,33.0,61.0
SYNJ2,128.0,148.0
CDC123,603.0,786.0
ARHGEF7,452.0,531.0
VNN2,1.0,2.0
SPHK1,24.0,23.0
SQSTM1,449.0,543.0
SGPL1,231.0,250.0
FUBP1,3274.0,3785.0
CDC16,287.0,311.0
ZPR1,558.0,623.0
NAE1,134.0,241.0
SLC5A6,1191.0,1048.0
DDX18,3634.0,4803.0
TAX1BP1,579.0,960.0
MCM3AP,15.0,34.0
EIF2B4,28.0,38.0
EIF2B3,90.0,111.0
EIF2B2,164.0,211.0
EIF2B5,140.0,187.0
EIF2S2,1708.0,2057.0
CPNE3,634.0,1016.0
BUD31,134.0,191.0
MTMR3,160.0,159.0
MTMR2,606.0,981.0
PRPF4B,1426.0,2303.0
CCNA1,161.0,204.0
CPNE1,1156.0,1146.0
AP1S2,1188.0,2131.0
AP1G2,27.0,30.0
AP1M1,391.0,386.0
ENDOU,2.0,1.0
TIMELESS,336.0,312.0
BCL10,148.0,240.0
HERC3,207.0,349.0
HERC2,52.0,66.0
HERC1,56.0,71.0
SNURF,895.0,1044.0
BSN,8.0,9.0
FOXH1,67.0,90.0
MBD4,201.0,307.0
MBD2,466.0,525.0
RAB29,602.0,711.0
SKAP2,1102.0,1338.0
WASF1,85.0,156.0
BAIAP3,114.0,93.0
FUBP3,435.0,700.0
KYNU,55.0,78.0
AP3D1,362.0,380.0
SNORD73A,52.0,52.0
BTRC,109.0,150.0
H3C7,0.0,0.0
H2AC11,6.0,7.0
H1-10,156.0,155.0
USP13,395.0,487.0
WASL,27.0,34.0
PLOD3,22.0,25.0
RPS6KA4,187.0,210.0
STBD1,37.0,57.0
ATP6V0E1,1324.0,1761.0
LIMD1,343.0,366.0
NOL3,18.0,25.0
F2RL3,7.0,12.0
TAF1C,82.0,97.0
TAF1B,135.0,192.0
TAF1A,7.0,11.0
SLC25A14,117.0,129.0
MPZL1,409.0,430.0
MAP3K14,21.0,27.0
SOCS3,63.0,68.0
RNF8,92.0,117.0
HIP1R,10.0,5.0
BAZ1B,493.0,753.0
CCRL2,10.0,8.0
UBA3,866.0,1277.0
UBE2M,400.0,462.0
SPAG9,629.0,979.0
BTAF1,950.0,1677.0
RPL14,1767.0,2444.0
DOK2,142.0,157.0
ARTN,20.0,16.0
AIP,118.0,136.0
PSTPIP2,434.0,522.0
PSTPIP1,1.0,4.0
NFS1,505.0,508.0
PRC1,1198.0,1564.0
SLC7A7,89.0,104.0
SLC7A6,1359.0,1588.0
PAPSS2,9.0,16.0
PAPSS1,111.0,151.0
PIAS2,293.0,534.0
MAP3K6,9.0,9.0
CLDN12,302.0,447.0
ASH2L,743.0,803.0
EIF1AY,276.0,357.0
TMSB4Y,20.0,32.0
PKMYT1,180.0,158.0
PIGQ,26.0,42.0
SART1,9.0,16.0
DNAJA3,544.0,542.0
UNC119,113.0,124.0
TBX19,7.0,17.0
USP14,1251.0,1545.0
USP6,9.0,11.0
USP2,35.0,28.0
USP10,404.0,613.0
USP8,441.0,680.0
9103,6.0,12.0
MTMR6,1225.0,2306.0
MTMR7,189.0,309.0
MTMR4,295.0,334.0
NMI,404.0,492.0
MTA1,414.0,441.0
LATS1,505.0,645.0
ATP6V0D1,265.0,299.0
SEC22C,457.0,630.0
SLC16A6,4.0,9.0
SLC16A5,5.0,5.0
SLC16A4,11.0,7.0
SLC16A3,272.0,276.0
PDLIM1,340.0,406.0
CNOT9,1691.0,2129.0
SMC3,184.0,257.0
P2RX6,4.0,2.0
PRPF4,732.0,911.0
PRPF3,109.0,157.0
FAM50A,32.0,25.0
AIFM1,2257.0,2406.0
CCNB2,236.0,239.0
CCNE2,628.0,925.0
RABEP1,1968.0,2509.0
RRP9,52.0,47.0
ARHGEF1,117.0,139.0
CBFA2T2,70.0,93.0
ATG12,1086.0,1552.0
PDCD5,402.0,664.0
SYNGR3,1.0,2.0
SYNGR2,465.0,549.0
SYNGR1,144.0,179.0
HGS,112.0,139.0
NEMF,312.0,555.0
DYRK1B,14.0,12.0
CTDP1,75.0,77.0
EXO1,109.0,123.0
FIBP,22.0,32.0
PCSK7,67.0,75.0
EBAG9,729.0,972.0
COX7A2L,3038.0,4208.0
TMSB10,3193.0,3965.0
SCAF11,1239.0,2129.0
LPAR2,39.0,55.0
MYOM2,5.0,10.0
MAP3K13,67.0,91.0
AP4M1,29.0,28.0
ARHGEF2,232.0,271.0
ZW10,210.0,226.0
BUB3,3354.0,5037.0
REPS2,17.0,19.0
SLC24A1,182.0,256.0
DDX21,12783.0,17757.0
ZBED1,315.0,259.0
DEDD,223.0,255.0
KCNAB3,13.0,21.0
SLC33A1,246.0,371.0
HACD1,13.0,17.0
ZMYM4,821.0,1196.0
ZMYM3,125.0,119.0
ZMYM6,31.0,42.0
ZMYM5,105.0,124.0
LRRFIP1,1913.0,2815.0
LRRFIP2,104.0,137.0
AURKB,589.0,599.0
XPR1,754.0,1141.0
FCMR,5.0,7.0
VAPB,401.0,458.0
VAPA,2697.0,4124.0
MTA2,360.0,367.0
TIAF1,25.0,36.0
NOLC1,3891.0,4427.0
MAGI1,6.0,10.0
RAB11B,314.0,417.0
DLG5,16.0,27.0
PTTG1,105.0,154.0
CCPG1,1118.0,1708.0
TBRG4,85.0,125.0
PNMA1,131.0,138.0
CRLF1,2.0,1.0
UBE2L6,52.0,71.0
RPS6KA5,104.0,157.0
NUMBL,92.0,78.0
CACNA2D2,2.0,5.0
AIMP1,1081.0,1689.0
TSPOAP1,42.0,55.0
MFHAS1,131.0,145.0
PDLIM7,279.0,388.0
MAPKAPK2,496.0,640.0
STK17B,487.0,1126.0
STK17A,284.0,450.0
CYTH3,155.0,176.0
CYTH2,187.0,275.0
CYTH1,165.0,214.0
ITGB1BP1,1487.0,1761.0
BCL7C,39.0,40.0
BCL7B,513.0,569.0
COPB2,6427.0,7743.0
WDR46,82.0,104.0
ZBTB22,43.0,42.0
MED14,397.0,617.0
NPIPA1,6.0,7.0
GPR55,17.0,20.0
S1PR2,8.0,5.0
SRSF11,2298.0,3858.0
ATP6V1F,462.0,599.0
9297,94.0,94.0
9298,66.0,54.0
SNORD30,24.0,28.0
SNORD28,42.0,27.0
SNORD27,104.0,93.0
SNORD26,88.0,92.0
SNORD25,85.0,136.0
SNORD22,298.0,242.0
SOCS6,109.0,165.0
CD83,656.0,925.0
ZNF235,17.0,24.0
ASIC3,2.0,3.0
KLF4,35.0,37.0
NREP,1748.0,2309.0
PTER,1117.0,1885.0
COPS2,1865.0,3003.0
TRIP13,775.0,897.0
TRIP12,1162.0,1646.0
TRIP11,86.0,168.0
TRIP10,31.0,32.0
HMGN3,1197.0,1739.0
TRIP4,77.0,82.0
ZNHIT3,748.0,876.0
GTF3C5,139.0,135.0
GTF3C4,658.0,756.0
GTF3C3,366.0,513.0
B4GALT6,69.0,92.0
TGM5,274.0,317.0
B4GALT5,693.0,950.0
CNOT8,1166.0,1604.0
VAMP3,916.0,1201.0
SNAP29,683.0,908.0
EFTUD2,274.0,282.0
TAOK2,44.0,42.0
RPL23,1551.0,3503.0
TXNL1,2863.0,3452.0
UBE4A,1443.0,2135.0
PPIG,134.0,255.0
LONP1,1575.0,1536.0
RAB33A,18.0,33.0
RAB28,263.0,315.0
RAB9A,133.0,189.0
SLC9A3R1,326.0,351.0
KIF3B,329.0,353.0
ZFYVE9,8.0,6.0
PLAA,288.0,418.0
PPT2,29.0,33.0
TM9SF2,1759.0,2379.0
COX5A,923.0,1013.0
NRXN2,5.0,10.0
GRHPR,215.0,241.0
COG1,95.0,125.0
CIAO1,1141.0,1376.0
TGFBRAP1,250.0,281.0
HS6ST1,81.0,97.0
NMT2,45.0,40.0
CD101,28.0,34.0
STOML1,7.0,7.0
RECQL5,19.0,25.0
RECQL4,32.0,32.0
SELENOF,4181.0,5891.0
LPXN,1085.0,1735.0
ZRANB2,3494.0,5723.0
PEX16,13.0,23.0
SNRNP40,636.0,790.0
MED21,703.0,1056.0
TJP2,68.0,94.0
FADS2,544.0,627.0
DDX23,358.0,394.0
CRIPT,342.0,451.0
ZNF264,8.0,10.0
NTN1,3.0,4.0
KCNK6,141.0,214.0
CDYL,172.0,208.0
CHST2,8.0,12.0
MED23,125.0,191.0
MED17,52.0,98.0
