GENE,MV411-DMSO,MV411-Mebendazole
CDC14B,10.0,13.4
CDC14A,100.0,114.8
TCAP,0.8,2.6
CDK10,113.8,119.0
PRPF18,175.2,189.2
DEGS1,860.6,853.6
DENR,2398.0,2829.4
THOC5,62.0,66.6
KMO,2262.8,2697.8
YARS1,1097.4,1224.0
PDXK,443.6,529.8
MADD,98.8,106.2
RRP1,136.8,129.2
MKNK1,744.8,798.0
KHSRP,1068.2,1408.8
CASK,17.2,23.2
AKR7A2,520.0,582.2
PRKRA,540.2,664.2
STK16,143.8,165.4
TMEFF1,5.2,6.4
SCARF1,2.2,3.6
RGS20,3.0,2.6
NOP14,431.6,393.4
FAM193A,45.0,44.6
SLC25A12,620.4,670.6
RUVBL1,778.6,846.2
KLF7,162.2,387.0
PLPP1,643.4,806.4
STC2,10.0,17.0
USO1,911.8,1045.8
NPFF,3.0,3.8
CDK13,350.8,440.8
PDE8B,58.8,72.0
ASMTL,24.0,28.4
PSMG1,2252.8,2390.6
RFXANK,216.6,229.8
TP63,2.0,2.0
JRK,471.2,381.6
HSD17B6,10.6,8.6
DNAH17,19.4,20.4
UNC5C,1160.2,1485.4
RTCA,334.2,412.6
RNASET2,89.6,133.0
SSNA1,249.4,288.8
EIF4EBP3,146.8,174.4
OASL,12.8,11.6
AOC3,2.8,1.4
PCDHGB4,133.0,145.6
PTCH2,10.8,5.0
AKR1C3,1.6,3.0
KCNK5,48.2,48.8
NCOA1,119.4,146.4
LAMTOR3,922.2,985.2
NUMB,726.4,827.4
SOCS1,5.8,5.6
DDX3Y,1902.4,2264.8
PDE5A,48.8,50.8
DYNLL1,2759.0,2721.0
TNKS,579.8,836.0
ALDH4A1,80.0,81.4
IRS2,42.2,56.0
EIF3A,1947.0,2596.4
EIF3B,520.6,534.0
EIF3C,131.0,177.2
EIF3D,430.0,588.8
EIF3F,178.4,172.8
EIF3G,154.4,218.8
EIF3H,3972.6,4483.8
EIF3I,1602.6,1661.8
EIF3J,4177.6,4543.8
EIF4G3,296.4,406.2
VAMP8,2741.0,3269.0
VAMP4,243.4,325.4
STX16,893.8,1091.4
STX11,37.4,40.6
STX10,168.2,186.4
BECN1,944.4,1121.2
JMJD7-PLA2G4B,9.4,14.4
PEA15,1457.0,1986.2
SRSF9,1389.8,1582.4
JRKL,90.8,89.2
HYAL2,14.8,14.2
GALNT4,69.4,82.4
DGAT1,81.4,81.6
CDC23,840.8,902.2
DNAH11,353.4,422.0
B4GALT4,73.8,85.2
B4GALT3,81.2,89.0
B4GALT2,151.0,154.4
B3GALT4,3.4,3.0
TRADD,36.4,36.2
MBTPS1,144.0,153.4
EDF1,641.4,802.8
SNX4,1683.4,1977.0
SNX3,3223.0,3922.8
URI1,1305.4,1547.6
EED,83.2,73.4
CTNNAL1,21.6,17.8
GBF1,45.4,41.0
RNMT,1373.6,1511.6
RNGTT,719.6,924.8
GPAA1,18.4,38.0
RIPK1,242.6,275.6
CRADD,76.2,77.4
TNFSF14,221.6,317.6
TNFSF13,129.4,144.6
TNFSF10,151.4,170.2
TNFSF9,19.2,22.8
ADAM15,48.6,55.4
ADAM9,400.8,508.4
CDS2,392.8,468.4
PABPC4,417.6,421.2
CD164,5640.4,6791.0
TNFRSF14,31.8,41.0
RAB11A,2070.0,2477.2
RIPK2,106.0,169.2
FADD,224.2,230.6
SNAP23,1291.8,1586.0
NAPG,825.8,977.2
NAPA,763.0,772.6
MTMR1,91.4,106.0
SIGLEC5,4.8,5.8
RIOK3,1023.6,1335.8
FPGT,310.0,353.2
TNFRSF10D,47.8,56.4
TNFRSF10B,833.8,1081.8
TNFRSF10A,53.2,64.0
DYRK4,18.6,26.6
PEX11B,473.4,497.6
PEX11A,63.8,60.8
SUCLG2,1209.0,1479.8
SUCLG1,479.2,514.0
SUCLA2,714.4,886.0
CREG1,3523.4,4209.4
TRIM24,396.0,458.4
CCNK,301.6,310.0
DPM1,3302.8,3331.8
CDKL1,156.2,184.0
BANF1,1103.4,1303.0
DCAF5,214.2,235.8
FGF18,3.0,4.0
DPM2,340.2,348.2
SAP30,99.6,118.8
HESX1,3.2,3.6
CES2,290.6,350.8
IQGAP1,3467.2,4168.2
NRP1,210.8,247.0
SYNGAP1,33.8,58.8
CD84,342.6,359.8
GMPS,59.0,93.4
TMEM11,589.6,605.8
SOCS2,559.4,636.2
GGH,253.6,298.4
CFLAR,1034.8,1459.0
HDAC3,663.0,696.4
HCAR3,11.6,12.0
KSR1,28.0,25.6
ALKBH1,170.0,202.0
DLEU2,508.0,654.6
TSC22D1,20.0,25.2
KAT2B,42.0,58.6
CDK5R1,25.2,26.6
ASAP2,15.6,15.4
PROZ,7.0,7.6
STK19,8.2,14.6
LDB1,342.0,403.8
PER3,59.4,73.2
PER2,98.2,112.2
SYNJ1,87.2,94.2
ST3GAL5,14.8,29.6
IER3,32.0,67.8
SYNJ2,125.0,143.0
CDC123,681.8,787.8
ARHGEF7,499.0,547.2
VNN2,2.8,2.0
SPHK1,22.0,22.4
SQSTM1,505.6,569.2
SGPL1,227.8,253.0
FUBP1,3693.6,3767.8
CDC16,326.4,311.0
ZPR1,613.8,624.8
NAE1,175.8,231.8
SLC5A6,1275.8,1112.0
DDX18,4154.0,4821.8
TAX1BP1,685.2,932.2
MCM3AP,23.0,36.8
EIF2B4,30.2,36.0
EIF2B3,87.4,110.0
EIF2B2,199.8,201.8
EIF2B5,173.2,181.6
EIF2S2,1899.2,2044.0
CPNE3,802.2,934.6
BUD31,156.6,187.8
MTMR3,167.4,170.2
MTMR2,768.8,942.6
PRPF4B,1788.2,2288.6
CCNA1,172.2,194.4
CPNE1,1234.6,1204.8
AP1S2,1477.0,1998.2
AP1G2,25.6,28.4
AP1M1,405.4,411.6
ENDOU,1.8,0.8
TIMELESS,353.0,342.4
BCL10,172.8,223.0
HERC3,255.6,351.6
HERC2,59.4,67.4
HERC1,65.4,72.8
SNURF,963.2,1063.0
BSN,8.6,8.4
FOXH1,81.4,85.8
MBD4,234.2,289.6
MBD2,493.2,544.6
RAB29,650.4,706.2
SKAP2,1198.4,1382.4
WASF1,109.6,139.6
BAIAP3,118.8,104.2
FUBP3,558.6,694.6
KYNU,65.6,75.6
AP3D1,364.4,383.2
SNORD73A,60.0,52.2
BTRC,123.2,143.8
H3C7,1.2,1.0
H2AC11,6.6,7.0
H1-10,160.8,163.8
USP13,430.4,497.6
WASL,30.2,34.0
PLOD3,25.6,23.2
RPS6KA4,190.8,221.4
STBD1,44.6,56.6
ATP6V0E1,1517.2,1706.2
LIMD1,349.8,388.0
NOL3,22.2,24.6
F2RL3,8.0,13.6
TAF1C,93.2,97.4
TAF1B,151.8,202.2
TAF1A,8.2,11.4
SLC25A14,120.6,125.6
MPZL1,441.0,448.8
MAP3K14,18.6,25.4
SOCS3,62.2,72.0
RNF8,98.4,117.4
HIP1R,8.8,5.2
BAZ1B,565.8,739.8
CCRL2,9.4,9.8
UBA3,1032.6,1239.2
UBE2M,411.2,480.0
SPAG9,772.4,967.8
BTAF1,1185.6,1576.0
RPL14,1927.2,2418.8
DOK2,139.2,150.2
ARTN,15.0,17.6
AIP,132.0,141.4
PSTPIP2,473.2,503.0
PSTPIP1,1.4,4.8
NFS1,532.8,535.4
PRC1,1314.8,1488.8
SLC7A7,92.0,100.2
SLC7A6,1509.0,1547.6
PAPSS2,11.2,15.0
PAPSS1,124.0,151.8
PIAS2,373.6,494.8
MAP3K6,11.2,10.4
CLDN12,398.6,430.8
ASH2L,797.6,800.2
EIF1AY,317.0,356.6
TMSB4Y,26.0,32.8
PKMYT1,190.2,174.6
PIGQ,32.6,41.6
SART1,10.0,17.4
DNAJA3,565.8,576.4
UNC119,127.0,121.8
TBX19,10.2,18.6
USP14,1421.6,1510.8
USP6,9.6,11.6
USP2,41.4,27.8
USP10,494.0,600.2
USP8,510.6,661.2
9103,7.8,10.8
MTMR6,1503.4,2144.4
MTMR7,242.4,286.2
MTMR4,312.0,334.8
NMI,457.6,468.8
MTA1,420.8,490.0
LATS1,555.0,623.2
ATP6V0D1,261.0,297.0
SEC22C,522.0,591.0
SLC16A6,6.0,10.4
SLC16A5,4.2,4.8
SLC16A4,8.8,8.6
SLC16A3,283.6,283.4
PDLIM1,366.4,415.2
CNOT9,1835.6,2157.0
SMC3,219.6,256.4
P2RX6,4.0,2.4
PRPF4,841.6,897.8
PRPF3,124.6,149.0
FAM50A,28.0,23.6
AIFM1,2323.8,2372.6
CCNB2,271.8,269.0
CCNE2,790.6,909.6
RABEP1,2228.2,2555.2
RRP9,51.0,49.6
ARHGEF1,120.4,152.6
CBFA2T2,81.2,93.6
ATG12,1260.0,1482.4
PDCD5,474.8,652.6
SYNGR3,2.2,2.8
SYNGR2,511.8,560.2
SYNGR1,155.4,177.0
HGS,124.4,143.4
NEMF,420.6,537.4
DYRK1B,12.4,10.8
CTDP1,78.8,83.0
EXO1,121.6,122.8
FIBP,20.0,34.4
PCSK7,69.4,78.6
EBAG9,853.8,925.8
COX7A2L,3477.4,3996.4
TMSB10,3352.2,4034.4
SCAF11,1627.6,2074.0
LPAR2,48.4,52.4
MYOM2,5.4,8.0
MAP3K13,74.8,88.8
AP4M1,26.6,28.2
ARHGEF2,251.2,270.8
ZW10,222.2,226.2
BUB3,3977.4,4884.6
REPS2,22.4,21.8
SLC24A1,221.4,257.8
DDX21,14860.6,17592.0
ZBED1,323.4,261.8
DEDD,231.6,253.8
KCNAB3,19.6,20.6
SLC33A1,306.8,368.8
HACD1,14.6,15.4
ZMYM4,942.0,1223.4
ZMYM3,122.8,130.0
ZMYM6,32.2,42.2
ZMYM5,114.8,121.6
LRRFIP1,2290.6,2830.0
LRRFIP2,134.0,135.2
AURKB,617.4,658.4
XPR1,895.4,1100.2
FCMR,5.8,5.6
VAPB,446.8,468.2
VAPA,3244.8,4080.4
MTA2,374.2,395.4
TIAF1,25.8,34.8
NOLC1,4132.6,4351.4
MAGI1,9.2,9.8
RAB11B,315.0,433.8
DLG5,18.8,28.6
PTTG1,110.8,156.2
CCPG1,1382.8,1675.0
TBRG4,104.2,123.2
PNMA1,131.6,131.8
CRLF1,1.2,2.2
UBE2L6,57.6,69.2
RPS6KA5,111.4,153.6
NUMBL,100.2,85.6
CACNA2D2,2.8,5.0
AIMP1,1331.6,1663.6
TSPOAP1,51.0,56.4
MFHAS1,137.8,145.0
PDLIM7,304.4,414.4
MAPKAPK2,531.0,668.0
STK17B,553.6,1079.6
STK17A,324.2,440.4
CYTH3,173.2,175.2
CYTH2,223.0,283.4
CYTH1,183.8,215.6
ITGB1BP1,1626.4,1672.6
BCL7C,36.8,41.0
BCL7B,545.6,594.2
COPB2,7167.0,7474.8
WDR46,90.4,107.2
ZBTB22,47.6,47.0
MED14,483.2,594.6
NPIPA1,7.0,7.6
GPR55,19.8,18.8
S1PR2,7.2,7.0
SRSF11,2827.8,3721.4
ATP6V1F,506.2,613.0
9297,122.2,94.8
9298,75.6,57.4
SNORD30,36.8,26.6
SNORD28,53.0,31.8
SNORD27,126.8,96.2
SNORD26,105.8,88.2
SNORD25,100.2,128.6
SNORD22,355.0,234.4
SOCS6,142.8,159.8
CD83,707.2,925.4
ZNF235,23.8,24.0
ASIC3,1.6,2.8
KLF4,45.0,39.4
NREP,1990.0,2269.4
PTER,1361.6,1788.4
COPS2,2214.2,2848.8
TRIP13,858.0,892.0
TRIP12,1352.8,1643.6
TRIP11,101.4,160.2
TRIP10,26.4,33.2
HMGN3,1388.8,1675.6
TRIP4,78.6,82.6
ZNHIT3,820.4,873.2
GTF3C5,140.4,146.6
GTF3C4,704.2,744.2
GTF3C3,442.8,516.6
B4GALT6,79.6,97.6
TGM5,283.0,318.0
B4GALT5,750.2,949.6
CNOT8,1280.0,1501.2
VAMP3,1086.6,1205.8
SNAP29,765.0,910.8
EFTUD2,272.6,283.2
TAOK2,44.8,42.8
RPL23,2022.2,3434.6
TXNL1,3156.2,3373.8
UBE4A,1711.6,2109.6
PPIG,181.2,245.8
LONP1,1774.8,1699.8
RAB33A,23.6,35.6
RAB28,276.2,327.0
RAB9A,172.2,189.0
SLC9A3R1,328.8,371.0
KIF3B,356.6,357.2
ZFYVE9,8.0,6.6
PLAA,340.6,430.0
PPT2,26.6,29.4
TM9SF2,2010.6,2253.8
COX5A,1003.0,1000.4
NRXN2,4.2,9.8
GRHPR,231.6,236.4
COG1,108.6,124.6
CIAO1,1281.8,1382.0
TGFBRAP1,260.6,290.2
HS6ST1,83.6,90.2
NMT2,45.6,41.4
CD101,35.4,34.0
STOML1,9.4,8.8
RECQL5,22.6,26.2
RECQL4,26.0,32.2
SELENOF,4853.8,5763.4
LPXN,1278.8,1623.4
ZRANB2,4494.4,5419.4
PEX16,16.6,24.6
SNRNP40,693.0,801.0
MED21,843.4,1015.4
TJP2,81.4,94.0
FADS2,554.4,602.2
DDX23,400.8,405.2
CRIPT,375.8,438.8
ZNF264,9.0,11.4
NTN1,2.4,3.8
KCNK6,154.0,208.4
CDYL,180.4,205.4
CHST2,7.8,11.4
MED23,156.6,191.8
MED17,72.4,92.4
MED26,65.4,63.8
MED27,74.6,81.0
MED7,33.6,40.0
QKI,3146.6,4325.4
ITM2B,1551.4,1868.2
GSTO1,162.8,261.4
MAP4K4,738.6,867.6
LY86,378.4,437.0
EIF2AK3,71.6,78.0
GGPS1,319.0,396.2
HOMER3,224.4,222.8
HOMER2,2.4,2.4
HOMER1,402.4,529.0
ARHGEF6,2393.0,2725.6
RASAL2,510.2,631.8
PICK1,12.0,15.4
AKAP7,24.0,42.2
IL27RA,26.8,32.0
SH3BP5,67.4,97.0
EIF4E2,1486.0,1612.2
THEMIS2,92.2,116.8
ATG5,1387.6,1442.6
ROCK2,458.6,531.6
MED20,535.2,509.6
MAPK8IP1,3.4,3.0
ONECUT2,407.8,544.6
STX8,659.2,705.0
CHST10,131.0,142.4
PIGL,88.4,90.2
PIGB,262.6,306.0
PGS1,84.8,82.6
PSMF1,615.8,615.2
KIF23,281.4,295.8
AKAP5,24.2,48.8
SLC4A7,518.0,756.4
SLC4A8,25.4,34.2
RPH3AL,9.2,6.2
PMPCB,826.2,988.8
FXR2,72.0,71.8
STXBP5L,10.2,12.0
LITAF,210.4,259.2
SPTLC2,3464.6,3966.2
TBPL1,154.0,168.4
NPEPPS,598.2,705.4
EEF1E1,487.8,515.8
SCAMP1,1750.4,2516.0
TECR,29.4,50.4
VPS4B,1129.4,1397.4
MPDU1,1060.4,1161.8
GOSR1,505.2,553.0
TMEM59,700.2,958.8
BAG5,930.6,942.8
BAG4,725.4,836.4
BAG3,22.2,25.6
BAG2,552.0,606.4
POLR1C,189.2,164.8
ZNF254,93.0,126.6
GMFG,782.6,938.4
TP53I11,14.4,17.4
EI24,3920.0,4431.2
TP53I3,11.2,6.8
CIR1,191.6,245.8
RAB3D,718.6,818.4
APBA3,5.0,7.4
ATP6V1G1,1401.2,1726.0
ATP5MF,808.2,1143.8
SPAG7,208.4,246.2
MRPL33,3498.6,3771.6
SEC22B,880.6,1246.8
MACROH2A1,4085.2,4560.6
ATP5MPL,1376.6,1575.4
CHD1L,153.0,173.8
VPS26A,2003.8,2521.8
CCL4L2,27.2,41.8
MINPP1,53.2,72.8
H6PD,47.4,57.6
GTPBP1,211.8,220.0
GABBR2,2.6,1.4
GTF2IRD1,9.8,11.0
GOSR2,786.2,819.2
NR1D1,9.0,9.8
CLOCK,327.6,396.4
BABAM2,130.2,134.8
CDC42BPB,2.8,6.2
PREPL,1599.2,2013.6
APOBEC3B,130.8,117.0
ENTPD4,589.8,707.2
RBM39,5997.8,7098.2
KIF20B,489.0,643.2
CREB5,78.6,104.8
MAD2L1BP,174.6,178.2
PRDX6,2085.2,2525.0
WTAP,1844.6,1899.4
IER2,159.2,269.0
CYTIP,207.6,369.2
PITPNM1,7.6,15.2
PDIA4,562.0,611.2
NFE2L3,228.6,240.6
RNF14,489.6,547.6
VPS9D1,5.4,6.4
RIN1,44.4,47.4
NCOR1,523.6,663.2
NCOR2,58.4,75.2
RNF7,1056.4,1120.8
MTRF1,94.6,109.6
TRAF4,84.0,108.4
CELSR1,8.6,9.2
GNA14,3.0,4.6
NUP155,162.0,196.8
SEC24C,455.4,463.0
TESMIN,68.6,76.0
ISG15,14.6,17.0
FEZ2,571.2,665.2
ARHGEF10,241.8,341.6
ZNF592,119.8,146.0
IKBKE,75.2,79.4
MORF4L2,2432.6,2978.4
SH3PXD2A,2.2,5.4
MICAL2,243.2,282.6
CTR9,262.8,270.0
PPM1F,267.6,289.6
GCC2,94.6,111.2
RALGPS1,14.4,20.6
MTFR1,633.2,764.4
TTC37,419.2,631.8
HS2ST1,1224.2,1523.2
TTLL4,41.0,32.0
SOCS5,220.0,259.2
MDC1,87.2,98.8
IQCB1,1998.0,2144.6
ZNF516,509.8,615.0
PDE4DIP,2.0,1.8
CEP135,196.4,303.6
LPIN2,258.8,252.2
MARF1,505.2,532.4
DZIP3,16.4,24.2
SAFB2,83.6,89.2
ZNF432,45.2,46.0
EIF5B,1489.6,1572.8
IPO13,24.8,31.4
SLC25A44,371.6,392.2
KIAA0040,8.0,9.6
TTI1,86.6,80.2
PPIP5K1,293.0,299.6
PHF14,460.0,687.8
FAM53B,211.6,249.6
DEPDC5,19.0,18.2
KDM4A,163.4,165.6
N4BP1,64.8,69.2
LRRC14,196.6,196.6
CLINT1,1824.8,2232.6
VGLL4,246.0,279.2
GREB1,3.0,2.8
NUP93,114.8,121.8
BZW1,3924.2,4675.4
UBE3C,551.0,598.2
PRORP,270.2,322.4
RAPGEF2,35.4,33.4
EMC2,606.4,654.2
EDEM1,1976.6,2672.8
TRAM2,278.4,304.8
PUM1,549.8,688.8
ESPL1,7.8,9.0
PPP6R2,66.6,70.2
CEP57,1003.4,1345.8
KIAA0100,569.8,580.6
DHX34,14.4,13.0
PCDHGA8,133.0,146.0
HERPUD1,386.2,445.8
GARRE1,21.0,26.6
RUBCN,87.2,98.4
USP6NL,139.0,150.4
FAM131B,3.0,2.6
AQR,101.0,134.0
ECE2,60.6,76.0
ADAMTSL2,0.8,3.4
UTP14C,643.2,752.0
TMEM63A,17.0,19.6
ZNF646,10.4,11.4
RAB11FIP3,36.2,48.8
SECISBP2L,278.2,333.4
DCAF1,175.8,172.0
CEP104,49.0,82.6
DOCK4,2.8,6.4
SART3,212.8,230.0
HDAC9,172.6,200.8
KNTC1,72.8,69.4
USP34,328.4,335.8
GPRASP1,1.6,0.4
CCP110,686.8,849.2
SETD1A,26.8,31.6
LAPTM4A,600.0,709.6
IFT140,12.6,11.4
ARHGAP32,40.0,57.6
ACAP1,4.4,4.6
ZNF536,3.0,1.8
CLSTN3,9.4,15.0
TCAF1,26.2,22.4
SLK,830.0,1028.8
PHACTR2,270.8,340.4
ZSCAN12,210.2,199.0
STARD8,74.4,107.0
TBKBP1,36.2,39.2
KMT2B,17.8,19.6
HDAC4,199.2,213.6
MLEC,4693.4,4706.0
LZTS3,16.0,19.6
KIAA0513,1.4,5.8
ZFYVE16,136.2,185.2
SUSD6,105.8,155.4
JADE3,171.2,222.2
PCLAF,3901.4,4779.2
RASSF2,3039.4,4027.4
TMEM94,32.0,43.2
BCLAF1,6130.0,6473.8
EIF4A3,353.6,396.0
ATG13,708.4,791.2
TM9SF4,380.8,432.4
KIAA0232,339.4,429.6
TBC1D5,1345.6,1509.4
PIEZO1,57.4,52.0
RNF144A,484.2,558.8
MATR3,5790.4,7837.8
RIMS3,54.0,65.6
SNX17,326.0,382.8
DHX38,34.4,41.2
KIAA0586,131.8,168.4
DLGAP5,174.4,194.0
MTSS1,248.8,373.6
SPCS2,694.0,986.2
BMS1,351.6,376.8
PTDSS1,4028.8,4247.8
SERTAD2,210.0,235.0
CKAP5,369.6,453.0
MAML1,274.6,259.6
PHYHIP,6.8,3.8
TATDN2,370.4,370.2
IST1,1318.6,1358.2
MRPL19,1916.4,2312.0
DAZAP2,9522.8,10559.2
TOMM20,9437.4,10822.0
SCRN1,2.4,4.6
SPOCK2,3.6,3.8
IP6K1,232.2,242.2
RNF40,266.6,259.2
CTIF,48.6,70.8
DELE1,355.0,406.0
EFCAB14,871.8,981.8
SFI1,7.0,9.2
GIT2,437.8,497.8
URB2,111.0,115.0
KEAP1,421.8,416.4
NUP58,2930.8,3472.4
TSC22D2,30.4,40.4
CUL7,1.8,1.4
RB1CC1,580.0,840.8
ARHGAP11A,1389.0,1559.6
SPATA2,48.0,56.6
ARHGEF11,3.2,2.4
RGP1,10.8,12.0
ARHGEF17,5.6,9.4
TRIM14,752.0,782.2
ZNF623,243.6,259.8
MELK,114.2,148.0
LCMT2,110.4,97.2
GINS1,1138.0,1342.8
ZEB2,3259.0,4237.4
TESPA1,4.0,6.8
ZBTB24,294.2,318.2
PLEKHM1,79.6,105.6
HEPH,2.4,1.0
ELMO1,324.8,363.2
GAB2,588.6,721.2
C2CD5,446.4,590.0
ZNF518A,683.8,911.8
KIAA0753,116.6,136.6
EPM2AIP1,728.4,714.6
C2CD2L,19.6,30.4
FARP2,15.6,16.8
CEP350,783.8,953.0
CEP170,699.8,1070.8
LRIG2,65.6,77.4
PSMD6,229.8,280.6
MED24,508.2,486.4
MAGI2,13.0,13.2
TRIM66,202.8,218.4
PJA2,2527.4,3470.4
TOMM70,1740.2,1936.2
SETDB1,62.8,71.2
AREL1,490.8,531.6
SEC24D,143.4,169.2
FCHSD2,432.4,492.4
TLK1,308.4,368.6
URB1,128.2,114.2
ZC3H11A,1436.4,1865.4
TOX4,821.6,900.0
DDX46,1167.4,1476.6
ZBTB39,128.2,112.4
TRANK1,7.4,7.4
TBC1D4,31.6,37.6
POM121,368.4,394.0
LRRC37A,6.2,10.6
OSBPL2,113.8,107.8
SMG7,752.2,896.8
ZBED4,347.2,353.0
NUAK1,8.6,6.6
TELO2,48.4,53.2
TECPR2,33.2,42.0
FIG4,26.6,31.8
WASHC5,310.6,350.8
UBAP2L,310.8,303.6
SV2B,108.4,129.8
SRGAP3,23.0,37.4
MRC2,100.6,135.2
KLHL21,120.8,128.2
RBM19,157.4,177.2
SGSM2,39.2,46.0
SLC35E2A,348.4,389.2
AP5Z1,58.0,57.6
G3BP2,5448.6,6250.4
DENND4B,118.2,128.6
RABGAP1L,218.4,265.8
ARHGAP44,242.4,283.8
SUPT7L,527.4,603.0
FAM20B,1487.4,1773.8
NCAPD2,392.4,423.2
SEC16A,201.8,215.6
KBTBD11,914.6,938.0
RNF10,147.6,180.0
IQSEC1,67.2,74.8
ZBTB40,434.4,434.4
PAN2,97.8,96.4
ZBTB5,186.0,196.8
LPGAT1,157.0,180.2
MFN2,665.0,690.2
KIF14,445.4,607.8
JOSD1,643.4,727.6
HELZ,514.0,678.2
PUM3,336.8,341.4
P2RY14,2.4,2.0
CD302,2002.4,2398.4
DCLRE1A,56.0,53.6
ARHGAP25,45.6,60.6
RBM8A,1382.8,1877.4
DLEC1,5.8,6.2
EXOG,186.8,204.8
XYLB,51.6,63.0
OXSR1,974.0,1098.0
CRYZL1,108.8,147.2
WDR1,1391.8,1720.6
AMMECR1,729.8,850.0
GOLGA5,158.2,159.0
HS3ST3B1,39.0,58.0
USP15,802.6,1114.6
USP3,517.8,621.8
MVP,2.8,3.8
SLC23A2,762.2,824.0
SLC23A1,3.4,8.2
THRAP3,1258.8,1192.0
MED12,17.0,19.4
MED13,637.2,917.2
NR1I3,38.0,34.2
NUP153,655.2,756.4
CCS,17.0,20.0
NR1D2,366.6,517.4
RBX1,473.2,548.8
DOP1B,36.0,31.8
THOC1,104.8,123.8
REC8,4.4,3.4
RCE1,56.0,50.8
HNRNPDL,18515.8,19841.6
DMTF1,789.0,827.0
PPP4R1,1196.0,1232.4
SLC12A6,723.0,837.4
PTBP3,7491.0,9893.0
DGCR2,163.2,180.4
CASP8AP2,60.0,94.0
SCO2,32.4,43.4
AKT3,264.4,343.8
MED6,586.4,635.6
NR2E3,2.2,1.8
NAALAD2,11.0,18.8
ACOT8,25.4,31.8
ABI1,967.6,1228.0
GNPDA1,642.8,685.2
KCNE3,112.8,152.2
ZBTB33,3647.0,4739.0
TANK,96.2,132.6
SRA1,610.6,622.2
HDAC6,56.4,70.0
HDAC5,11.4,21.8
PDCD6IP,1712.4,2174.2
PDCD6,1786.8,1803.4
BCL2L11,200.2,205.8
SH2B3,595.6,787.2
GNE,359.2,391.8
FRAT1,77.2,78.2
TROAP,33.0,38.8
MED16,19.6,27.4
PIGK,835.4,1075.6
CHAF1A,120.8,130.4
PARP2,23.4,24.4
PARP3,9.8,12.2
TOM1L1,194.4,255.2
HMGXB4,714.0,845.6
TOM1,38.0,48.0
SH2D3C,5.2,6.0
SH2D3A,3.0,5.2
RANBP9,739.0,932.2
DNAJB6,844.2,1002.0
SMC4,1948.4,2243.0
UBA2,3351.0,4409.4
SAE1,2186.6,2214.2
FARSB,5754.6,5862.2
ABCC5,313.0,352.2
ABCB6,2.2,0.4
DNM1L,1507.2,1821.0
ABCF2,368.2,393.8
NR1H3,8.0,11.6
COX17,90.8,117.2
SCAMP2,245.6,243.8
SCAMP3,98.0,121.6
IL18BP,87.4,94.6
RWDD2B,436.6,571.6
DPP3,116.6,144.6
SNUPN,133.6,136.8
HUWE1,173.0,195.8
TSPAN32,13.0,11.0
TSSC4,26.2,28.6
ATP9A,3.0,2.8
PDCD7,248.2,238.0
PQBP1,17.8,31.0
CERT1,385.6,430.2
UST,12.4,13.0
ARPC5,5048.2,6182.8
ARPC4,1567.2,1948.2
ARPC3,2181.0,2365.6
ARPC1B,400.6,535.0
ACTR3,6935.4,9087.8
ACTR2,23415.6,28754.2
TSPAN5,1.8,3.0
TSPAN3,2027.6,2145.8
TSPAN2,14.0,21.0
NUBP2,67.8,97.4
TSFM,503.4,616.6
PPIF,2751.8,2956.2
CTDSP2,942.0,952.4
ARPC2,4572.0,5753.0
RAD50,589.8,674.8
KIF20A,131.0,143.6
PREB,992.2,997.6
HIPK3,1880.2,2682.8
FEM1B,1114.4,1210.8
ACTR1B,221.8,272.6
ACTR1A,670.6,686.6
ARL4C,118.6,160.2
ARL4A,603.6,800.6
RASGRP1,4.2,5.0
DNAL4,61.4,78.6
ZNF263,298.6,260.6
LRPPRC,1148.2,1317.0
FRY,90.6,115.2
PDIA6,3586.2,3741.8
TRAP1,94.4,126.6
OPTN,26.4,49.0
BCAP31,406.6,455.8
NAMPT,1026.0,1425.0
RBM12,1306.6,1358.6
YAF2,637.8,860.6
ARFRP1,126.6,144.0
TOB1,62.0,81.0
AKAP9,54.6,68.0
FAM13A,21.8,21.4
G3BP1,4022.8,5214.6
SUGP2,533.8,633.8
ADGRG2,3.0,2.8
10151,145.6,204.4
ABI2,543.0,649.4
CEBPZ,220.6,236.4
PLXNC1,267.6,329.6
TRIM28,211.2,228.4
RASA4,17.2,21.2
ATP6AP2,1772.4,2057.6
FARP1,4.0,2.8
LPCAT3,260.4,268.6
WASF2,1295.0,1352.0
CHST4,27.8,32.2
SLC25A13,1063.4,1090.6
SLC25A15,505.4,507.4
ZNF197,183.2,202.0
SERF2,3591.4,4967.4
DHRS9,28.0,31.8
RCL1,207.6,209.0
SORBS3,82.6,104.4
CNIH1,1330.8,1508.0
RBM7,392.8,515.4
RBM6,33.2,41.6
RBM5,388.8,351.6
LHFPL2,46.2,56.2
LHFPL6,2.2,3.0
TNK2,14.8,15.0
ALYREF,527.6,782.6
TXNDC9,694.8,841.2
RNF41,1274.8,1598.8
TSHZ1,259.0,337.4
ALG3,641.6,637.2
PRMT3,727.6,893.6
PSME3,2877.6,2873.6
MPHOSPH9,1526.8,1654.2
MPHOSPH10,9.0,16.4
MPHOSPH6,752.0,890.0
NME6,338.2,422.2
DHRS2,6.4,4.4
NUTF2,1396.2,1798.8
MPZL2,5.8,6.2
TRIM13,666.4,720.8
