GENE,MV411-DMSO,MV411-Mebendazole
COIL,34.0,31.0
AKAP1,16.8,19.0
SLC14A2,0.0,0.0
SF3A2,0.4,1.2
ELL,10.0,8.8
SYMPK,0.2,0.2
CLPP,4.4,3.8
DPF1,0.8,0.2
MKKS,36.4,35.0
NCOA3,29.8,28.6
NRIP1,69.2,62.6
CHAF1B,5.0,4.2
GATD3A,1.0,1.6
DGCR6,0.0,0.0
LZTR1,3.2,1.4
CLTCL1,2.2,3.4
ESS2,18.2,15.0
GTPBP6,1.4,1.2
PUDP,17.6,16.0
AKAP17A,25.8,19.8
ZRSR2,0.0,0.0
USP11,1.4,0.8
USP9X,12.6,15.0
RBM10,5.4,4.6
KDM5C,6.0,7.0
SMC1A,58.6,44.6
NAA10,0.6,1.2
F8A1,2.8,2.4
UBL4A,42.2,35.4
TMEM187,0.8,0.8
LAGE3,0.8,2.2
SLC10A3,1.4,1.4
TKTL1,0.0,0.4
KDM5D,2.0,2.0
ARID1A,33.8,34.0
COLQ,0.2,0.8
SERF1A,2.8,1.8
TRRAP,9.2,8.6
PICALM,29.0,33.8
KLRC4,0.6,0.0
SNN,14.8,18.0
ACOX3,4.4,2.2
AXIN1,15.6,15.0
AXIN2,0.4,0.6
BAP1,8.8,8.8
BRAP,45.8,41.6
CDC7,38.2,25.6
CDC45,0.4,1.0
FZD1,1.8,2.2
FZD7,5.0,2.6
H2AC13,0.2,0.2
H2AC15,0.2,0.6
H2AC14,0.4,0.2
H2AC16,0.2,0.2
H2AC6,1.8,1.4
H2AC17,1.0,0.0
H2AC18,1.4,0.8
H2AC20,0.4,0.0
H2BC8,0.2,0.6
H2BC13,0.0,0.0
H2BC15,0.0,0.6
H2BC6,0.0,0.0
H2BC9,1.4,0.8
H2BC4,0.0,0.0
H2BC21,2.0,1.8
H3C4,0.0,0.0
H3C3,0.0,0.0
H3C8,1.0,0.4
H3C10,0.6,1.2
H3C2,0.0,0.0
H4C1,0.2,0.0
H4C11,0.0,0.0
H4C3,6.8,5.0
H4C8,0.0,0.0
H4C5,0.6,0.0
H4C14,0.6,0.4
HYAL3,0.8,1.2
MAD1L1,2.0,1.2
PIP5K1A,29.8,21.6
PIP5K1B,0.0,0.2
PIP4K2B,33.2,31.8
PLA2G6,0.2,0.2
SLC25A11,5.0,4.6
SPOP,35.4,31.6
SRPX,0.4,0.0
TAGLN2,79.6,83.0
ULK1,5.2,5.6
UXT,10.6,10.2
EEA1,30.0,28.4
ANXA9,0.0,0.0
STX7,13.0,12.8
8418,21.4,20.2
LTBP4,0.4,0.6
ZNF282,9.4,9.6
STK24,16.4,14.0
UTF1,0.2,0.4
RECK,3.8,3.6
RAD54L,2.2,1.4
NSMAF,36.8,43.0
NCK2,18.8,12.2
GNPAT,7.8,5.2
DYRK3,0.0,0.4
DYRK2,42.4,23.4
DUSP11,3.2,3.6
DOC2A,0.8,1.4
DHX16,1.4,2.2
CUL4B,9.6,10.2
CUL4A,22.2,23.6
CUL3,18.2,15.4
CUL2,17.2,14.0
CUL1,18.6,13.6
ATRN,46.6,61.2
TTF2,22.8,20.2
TPST2,5.0,5.8
KLF11,33.4,37.0
TEAD2,0.0,0.0
SUPT3H,1.8,3.0
SMARCA5,17.8,15.2
OGT,79.4,79.6
GPR65,5.2,2.8
HIRIP3,3.6,6.6
RAE1,14.4,13.0
OFD1,0.4,0.2
SEMA7A,4.2,3.2
GEMIN2,6.6,3.6
RGS5,3.8,3.8
MAP4K3,11.8,8.2
PRSS12,0.0,0.2
PPM1D,12.6,12.6
PPFIBP2,2.0,0.8
PPFIBP1,2.6,2.4
PPFIA4,3.6,1.6
RANBP3,11.2,12.8
PPFIA1,5.8,9.0
SLC43A1,12.2,6.6
PKP4,14.0,13.4
PIK3R3,18.0,17.2
PEX3,0.8,1.4
PARG,11.4,11.2
CNTNAP1,0.4,0.0
ENC1,1.6,1.6
NIPSNAP1,3.0,2.8
NDST2,1.6,1.4
8511,0.0,0.0
KCNAB2,27.0,41.4
IKBKG,0.0,0.4
ELP1,7.2,6.8
IFITM1,1.2,2.6
HAT1,12.2,11.6
GAS7,8.0,12.2
DGKZ,2.2,4.6
DGKE,42.6,35.0
DGKD,15.2,12.2
CST7,0.0,0.0
YBX3,19.8,15.6
COPS3,33.4,28.2
CBX4,17.4,25.4
CAMK1,0.0,0.0
API5,66.4,53.2
AGPS,43.2,38.8
PPFIA3,10.8,6.4
APOL1,0.4,0.6
LMO4,18.6,20.6
PIR,0.2,0.4
CGGBP1,78.6,83.2
AP3B1,8.6,5.4
BLZF1,12.2,13.8
MAPKAPK5,4.2,4.4
INE2,0.0,0.2
INE1,4.8,3.2
BHLHE40,27.0,31.0
PIAS1,68.0,74.2
CDC14B,0.4,0.0
CDC14A,16.8,10.4
TCAP,0.2,0.0
CDK10,3.6,3.2
PRPF18,5.2,4.4
DEGS1,36.2,25.4
DENR,21.2,23.6
THOC5,0.8,0.8
KMO,0.8,0.8
YARS1,28.2,36.4
PDXK,23.0,29.6
MADD,11.8,8.2
RRP1,5.2,5.0
MKNK1,16.2,15.4
KHSRP,21.6,16.6
CASK,0.6,0.2
AKR7A2,9.2,10.8
PRKRA,10.6,9.4
STK16,8.2,9.2
TMEFF1,0.0,0.0
SCARF1,0.4,0.4
RGS20,0.0,0.2
NOP14,14.8,11.0
FAM193A,9.8,6.6
SLC25A12,19.0,16.2
RUVBL1,6.2,7.4
KLF7,24.0,56.0
PLPP1,0.0,0.6
STC2,1.8,4.0
USO1,15.2,13.6
NPFF,0.6,0.8
CDK13,24.4,25.2
PDE8B,0.0,0.0
ASMTL,0.8,0.8
PSMG1,22.2,17.2
RFXANK,3.0,1.4
TP63,1.2,0.2
JRK,86.6,64.6
HSD17B6,0.2,0.0
DNAH17,0.2,0.0
UNC5C,35.8,42.2
RTCA,12.2,10.0
RNASET2,0.0,0.6
SSNA1,9.0,7.8
EIF4EBP3,3.4,4.2
OASL,1.6,1.6
AOC3,0.2,0.0
PCDHGB4,12.8,7.0
PTCH2,0.0,0.2
AKR1C3,0.0,0.0
KCNK5,12.0,9.8
NCOA1,13.6,12.2
LAMTOR3,39.4,34.4
NUMB,28.6,31.0
SOCS1,2.8,1.8
DDX3Y,110.8,98.4
PDE5A,0.2,0.2
DYNLL1,141.6,81.6
TNKS,40.8,46.2
ALDH4A1,2.4,1.6
IRS2,7.0,5.0
EIF3A,67.0,62.0
EIF3B,16.0,12.8
EIF3C,0.2,1.2
EIF3D,8.4,11.0
EIF3F,5.2,3.8
EIF3G,2.0,2.2
EIF3H,67.4,50.2
EIF3I,19.2,18.0
EIF3J,104.6,80.8
EIF4G3,9.4,9.2
VAMP8,51.4,33.4
VAMP4,14.2,14.4
STX16,26.6,31.0
STX11,6.6,4.2
STX10,4.4,4.0
BECN1,22.8,14.8
JMJD7-PLA2G4B,0.4,0.4
PEA15,73.0,124.2
SRSF9,16.6,14.6
JRKL,10.4,12.4
HYAL2,1.4,0.6
GALNT4,8.2,8.4
DGAT1,1.4,1.0
CDC23,37.2,33.2
DNAH11,0.0,0.0
B4GALT4,8.0,6.4
B4GALT3,4.6,3.4
B4GALT2,3.0,2.8
B3GALT4,0.0,0.4
TRADD,2.2,0.4
MBTPS1,4.6,4.8
EDF1,19.0,15.6
SNX4,29.4,32.2
SNX3,24.4,17.2
URI1,19.6,20.6
EED,5.0,4.8
CTNNAL1,1.0,0.2
GBF1,7.6,3.4
RNMT,72.8,69.8
RNGTT,31.6,27.8
GPAA1,0.0,0.8
RIPK1,19.6,20.0
CRADD,1.4,0.8
TNFSF14,41.2,55.8
TNFSF13,2.6,3.0
TNFSF10,9.8,8.6
TNFSF9,6.4,8.6
ADAM15,1.0,0.6
ADAM9,9.4,10.2
CDS2,19.6,18.4
PABPC4,26.4,16.8
CD164,164.6,140.4
TNFRSF14,0.4,0.4
RAB11A,36.6,36.2
RIPK2,3.8,5.8
FADD,38.2,40.4
SNAP23,54.6,56.6
NAPG,30.6,30.4
NAPA,6.2,9.2
MTMR1,1.8,1.8
SIGLEC5,0.4,0.2
RIOK3,35.6,33.6
FPGT,6.6,4.2
TNFRSF10D,12.4,11.4
TNFRSF10B,72.6,96.2
TNFRSF10A,8.0,6.8
DYRK4,0.2,1.4
PEX11B,26.0,23.4
PEX11A,7.6,3.6
SUCLG2,10.4,8.2
SUCLG1,5.2,5.4
SUCLA2,7.8,5.4
CREG1,60.2,45.8
TRIM24,36.4,25.6
CCNK,13.4,10.6
DPM1,47.0,32.2
CDKL1,8.6,8.6
BANF1,23.4,22.6
DCAF5,23.2,20.0
FGF18,1.0,1.0
DPM2,12.8,11.2
SAP30,2.0,2.6
HESX1,0.0,0.0
CES2,14.6,19.6
IQGAP1,78.8,86.0
NRP1,8.6,11.8
SYNGAP1,0.6,0.6
CD84,10.0,7.4
GMPS,1.4,2.8
TMEM11,76.8,62.2
SOCS2,33.6,35.4
GGH,1.2,1.6
CFLAR,73.0,92.8
HDAC3,15.0,12.6
HCAR3,2.6,1.2
KSR1,2.0,2.8
ALKBH1,18.0,17.4
DLEU2,12.8,14.8
TSC22D1,4.4,4.6
KAT2B,1.6,1.8
CDK5R1,8.4,7.6
ASAP2,0.0,0.6
PROZ,0.0,0.0
STK19,0.0,1.2
LDB1,18.6,14.0
PER3,3.4,2.2
PER2,15.4,17.4
SYNJ1,14.8,13.6
ST3GAL5,1.8,2.2
IER3,11.8,30.6
SYNJ2,11.6,11.2
CDC123,15.6,13.8
ARHGEF7,45.0,39.2
VNN2,1.0,0.0
SPHK1,0.4,1.6
SQSTM1,36.6,37.8
SGPL1,9.0,9.2
FUBP1,124.4,98.2
CDC16,17.0,14.0
ZPR1,29.6,23.8
NAE1,2.6,2.6
SLC5A6,38.2,23.2
DDX18,75.0,50.8
TAX1BP1,7.4,5.6
MCM3AP,0.2,1.4
EIF2B4,0.8,1.2
EIF2B3,1.6,2.8
EIF2B2,6.8,5.8
EIF2B5,10.6,13.8
EIF2S2,57.0,62.0
CPNE3,6.4,7.2
BUD31,3.4,5.6
MTMR3,15.2,17.8
MTMR2,16.2,15.6
PRPF4B,159.6,133.0
CCNA1,4.4,3.0
CPNE1,23.6,20.6
AP1S2,8.4,11.8
AP1G2,0.6,0.6
AP1M1,10.4,7.4
ENDOU,0.0,0.2
TIMELESS,11.8,9.0
BCL10,25.6,22.0
HERC3,4.6,5.4
HERC2,5.8,3.0
HERC1,4.2,4.8
SNURF,2.0,2.0
BSN,0.2,0.2
FOXH1,0.0,0.0
MBD4,28.0,20.6
MBD2,8.4,9.2
RAB29,15.0,16.6
SKAP2,3.6,4.8
WASF1,1.8,1.6
BAIAP3,0.0,0.0
FUBP3,8.4,7.4
KYNU,1.0,0.8
AP3D1,21.8,13.8
SNORD73A,29.6,19.4
BTRC,8.4,9.8
H3C7,0.0,0.0
H2AC11,2.0,1.2
H1-10,8.8,5.4
USP13,13.2,12.8
WASL,10.4,5.4
PLOD3,1.8,1.0
RPS6KA4,5.6,5.6
STBD1,7.6,8.6
ATP6V0E1,47.8,42.0
LIMD1,22.2,24.0
NOL3,0.6,0.6
F2RL3,1.2,0.2
TAF1C,4.8,2.0
TAF1B,2.8,6.0
TAF1A,0.6,1.2
SLC25A14,4.4,4.6
MPZL1,12.2,7.6
MAP3K14,5.4,7.4
SOCS3,28.2,29.2
RNF8,5.4,8.8
HIP1R,0.0,0.0
BAZ1B,36.4,38.8
CCRL2,2.6,2.4
UBA3,23.2,17.0
UBE2M,9.0,12.8
SPAG9,47.6,42.6
BTAF1,40.8,41.6
RPL14,24.4,31.8
DOK2,16.6,10.2
ARTN,2.0,1.4
AIP,6.0,3.4
PSTPIP2,10.0,7.8
PSTPIP1,0.0,0.0
NFS1,10.4,9.0
PRC1,59.2,53.8
SLC7A7,0.8,0.4
SLC7A6,47.2,38.2
PAPSS2,0.0,0.0
PAPSS1,1.8,1.8
PIAS2,15.4,12.4
MAP3K6,0.0,0.6
CLDN12,44.2,38.0
ASH2L,23.0,19.0
EIF1AY,1.2,1.4
TMSB4Y,0.6,0.4
PKMYT1,4.6,5.0
PIGQ,0.0,0.4
SART1,0.4,2.2
DNAJA3,24.4,21.2
UNC119,7.8,5.4
TBX19,0.8,1.6
USP14,27.0,18.0
USP6,0.2,0.2
USP2,4.8,3.0
USP10,19.6,19.6
USP8,32.0,27.6
9103,0.0,0.6
MTMR6,35.8,34.8
MTMR7,0.0,0.8
MTMR4,20.6,15.8
NMI,9.8,7.2
MTA1,11.6,9.0
LATS1,98.6,89.2
ATP6V0D1,6.6,7.8
SEC22C,29.2,30.4
SLC16A6,0.6,0.4
SLC16A5,0.0,0.4
SLC16A4,0.2,0.2
SLC16A3,9.2,12.6
PDLIM1,6.0,3.2
CNOT9,95.2,88.8
SMC3,7.0,6.6
P2RX6,0.0,0.0
PRPF4,49.6,50.8
PRPF3,8.2,8.4
FAM50A,0.6,0.2
AIFM1,17.6,15.6
CCNB2,8.0,4.4
CCNE2,54.4,37.8
RABEP1,101.2,75.6
RRP9,1.8,2.6
ARHGEF1,2.6,3.6
CBFA2T2,12.6,17.0
ATG12,82.4,64.6
PDCD5,8.6,5.8
SYNGR3,0.0,0.0
SYNGR2,12.8,10.6
SYNGR1,3.0,3.6
HGS,6.8,6.6
NEMF,24.4,16.0
DYRK1B,1.2,0.8
CTDP1,7.6,7.0
EXO1,6.8,5.8
FIBP,1.0,1.0
PCSK7,3.8,6.2
EBAG9,27.4,24.6
COX7A2L,29.2,28.0
TMSB10,36.4,55.0
SCAF11,54.8,55.8
LPAR2,4.4,4.0
MYOM2,0.0,0.2
MAP3K13,0.2,0.2
AP4M1,0.4,1.0
ARHGEF2,33.8,25.2
ZW10,6.0,8.2
BUB3,91.8,69.4
REPS2,0.4,0.4
SLC24A1,1.0,1.2
DDX21,399.6,359.4
ZBED1,27.2,17.0
DEDD,12.0,12.8
KCNAB3,0.2,1.6
SLC33A1,14.8,11.6
HACD1,0.0,0.2
ZMYM4,43.6,43.4
ZMYM3,6.4,6.8
ZMYM6,2.8,2.4
ZMYM5,15.2,12.0
LRRFIP1,32.6,51.4
LRRFIP2,8.0,6.4
AURKB,46.6,36.6
XPR1,16.4,13.8
FCMR,0.0,0.2
VAPB,43.8,36.8
VAPA,87.4,82.6
MTA2,16.4,14.6
TIAF1,0.6,0.8
NOLC1,124.2,95.6
MAGI1,0.0,0.4
RAB11B,4.8,8.2
DLG5,1.8,1.2
PTTG1,0.8,0.0
CCPG1,24.4,24.8
TBRG4,10.0,9.8
PNMA1,7.8,5.8
CRLF1,0.0,0.0
UBE2L6,0.8,0.8
RPS6KA5,6.4,8.0
NUMBL,8.2,7.8
CACNA2D2,0.0,0.0
AIMP1,34.0,27.0
TSPOAP1,0.8,1.8
MFHAS1,10.2,9.6
PDLIM7,11.4,23.2
MAPKAPK2,19.6,34.0
STK17B,58.8,118.8
STK17A,14.8,10.8
CYTH3,11.8,7.0
CYTH2,13.6,15.8
CYTH1,10.2,10.6
ITGB1BP1,29.8,21.2
BCL7C,0.4,0.6
BCL7B,40.0,33.8
COPB2,113.8,101.6
WDR46,4.6,4.0
ZBTB22,3.8,2.8
MED14,12.4,9.0
NPIPA1,0.4,0.4
GPR55,2.6,2.8
S1PR2,0.6,1.0
SRSF11,65.8,47.0
ATP6V1F,10.8,9.6
9297,54.4,38.2
9298,45.2,33.4
SNORD30,23.4,13.0
SNORD28,35.8,19.0
SNORD27,86.4,60.6
SNORD26,60.8,42.6
SNORD25,29.6,24.4
SNORD22,212.0,136.4
SOCS6,29.0,29.2
CD83,49.4,96.6
ZNF235,5.2,3.2
ASIC3,0.0,0.4
KLF4,9.6,6.2
NREP,16.4,16.2
PTER,34.6,33.6
COPS2,80.8,63.0
TRIP13,26.4,24.4
TRIP12,39.2,39.2
TRIP11,18.4,16.4
TRIP10,1.8,2.6
HMGN3,15.6,15.0
TRIP4,4.2,3.0
ZNHIT3,33.2,24.4
GTF3C5,4.8,5.8
GTF3C4,66.2,52.4
GTF3C3,16.4,13.8
B4GALT6,2.8,1.8
TGM5,8.2,7.6
B4GALT5,92.2,73.4
CNOT8,68.8,58.8
VAMP3,69.8,60.2
SNAP29,29.4,27.0
EFTUD2,13.0,10.4
TAOK2,6.8,5.0
RPL23,19.0,28.0
TXNL1,44.2,36.4
UBE4A,55.0,60.6
PPIG,7.6,6.2
LONP1,32.2,41.6
RAB33A,0.6,1.2
RAB28,10.2,5.4
RAB9A,15.8,14.8
SLC9A3R1,7.0,7.4
KIF3B,21.4,20.0
ZFYVE9,0.4,0.4
PLAA,20.6,17.2
PPT2,0.8,0.2
TM9SF2,26.4,22.2
COX5A,7.4,4.2
NRXN2,0.2,0.6
GRHPR,2.8,3.2
COG1,0.8,0.8
CIAO1,46.4,36.4
TGFBRAP1,15.4,14.6
HS6ST1,6.4,7.2
NMT2,1.2,1.2
CD101,1.0,0.8
STOML1,0.2,0.2
RECQL5,4.0,3.0
RECQL4,1.6,1.0
SELENOF,49.8,49.6
LPXN,22.4,18.8
ZRANB2,123.8,100.6
PEX16,0.8,0.4
SNRNP40,20.8,18.4
MED21,34.4,31.2
TJP2,8.2,5.6
FADS2,8.2,7.2
DDX23,36.2,28.8
CRIPT,12.2,11.8
ZNF264,2.2,1.8
NTN1,0.0,0.2
KCNK6,9.2,12.8
CDYL,16.0,18.4
CHST2,0.0,0.8
MED23,6.4,8.2
MED17,16.8,9.0
MED26,22.8,17.6
MED27,4.2,3.6
MED7,3.4,2.6
QKI,115.4,109.0
ITM2B,14.8,13.8
GSTO1,2.2,3.8
MAP4K4,32.0,37.8
LY86,2.4,3.6
EIF2AK3,14.2,9.6
GGPS1,6.4,9.2
HOMER3,3.6,2.6
HOMER2,1.0,0.2
HOMER1,13.6,15.6
ARHGEF6,17.0,21.4
RASAL2,58.0,63.4
PICK1,0.2,0.2
AKAP7,0.8,1.8
IL27RA,0.8,1.0
SH3BP5,1.2,1.8
EIF4E2,39.8,38.8
THEMIS2,4.8,5.8
ATG5,50.2,50.2
ROCK2,32.0,22.4
MED20,30.2,27.2
MAPK8IP1,0.6,0.4
ONECUT2,53.0,41.4
STX8,0.6,1.0
CHST10,13.2,13.0
PIGL,7.0,3.2
PIGB,1.8,1.6
PGS1,10.2,8.0
PSMF1,18.6,20.6
KIF23,15.8,14.8
AKAP5,0.8,7.2
SLC4A7,15.8,13.0
SLC4A8,1.4,1.2
RPH3AL,0.6,0.2
PMPCB,8.2,8.6
FXR2,10.2,6.2
STXBP5L,0.0,0.0
LITAF,4.4,5.4
SPTLC2,148.6,127.6
TBPL1,15.6,10.6
NPEPPS,29.2,22.4
EEF1E1,7.0,9.4
SCAMP1,22.6,22.2
TECR,0.2,0.8
VPS4B,46.8,41.8
MPDU1,18.8,17.8
GOSR1,47.0,43.2
TMEM59,15.2,13.6
BAG5,98.8,84.0
BAG4,83.4,66.8
BAG3,2.6,1.6
BAG2,28.8,23.0
POLR1C,27.2,21.4
ZNF254,15.6,20.0
GMFG,5.8,5.2
TP53I11,0.2,0.2
EI24,75.8,55.8
TP53I3,0.2,0.0
CIR1,7.8,13.4
RAB3D,29.6,40.4
APBA3,0.0,1.2
ATP6V1G1,44.2,33.4
ATP5MF,7.8,6.8
SPAG7,9.6,11.0
MRPL33,60.6,36.2
SEC22B,13.6,18.4
MACROH2A1,49.0,49.4
ATP5MPL,12.8,16.8
CHD1L,4.2,3.8
VPS26A,44.6,43.0
CCL4L2,3.6,10.2
MINPP1,5.2,3.6
H6PD,1.8,2.6
GTPBP1,11.6,9.2
GABBR2,0.4,0.0
GTF2IRD1,0.4,1.2
GOSR2,56.4,33.2
NR1D1,0.4,0.0
CLOCK,44.4,27.4
BABAM2,1.0,2.0
CDC42BPB,0.6,0.0
PREPL,24.6,27.6
APOBEC3B,0.6,2.2
ENTPD4,27.8,31.8
RBM39,333.2,287.0
KIF20B,12.2,7.4
CREB5,5.4,5.8
MAD2L1BP,45.0,35.8
PRDX6,20.2,17.2
WTAP,152.0,118.2
IER2,38.4,72.6
CYTIP,17.2,31.6
PITPNM1,0.0,0.4
PDIA4,15.8,8.2
NFE2L3,13.6,12.8
RNF14,20.0,19.2
VPS9D1,0.4,0.4
RIN1,2.0,1.4
NCOR1,15.8,18.6
NCOR2,3.2,3.6
RNF7,43.4,25.8
MTRF1,3.8,1.8
TRAF4,10.6,8.0
CELSR1,0.0,0.0
GNA14,0.0,0.0
NUP155,6.0,4.0
SEC24C,24.0,22.2
TESMIN,6.8,3.4
ISG15,0.0,0.2
FEZ2,11.2,9.8
ARHGEF10,19.0,25.0
ZNF592,18.4,20.0
IKBKE,1.2,0.8
MORF4L2,29.8,25.0
SH3PXD2A,0.0,1.2
MICAL2,14.6,18.8
CTR9,11.2,7.0
PPM1F,9.0,9.8
GCC2,6.6,8.8
RALGPS1,0.8,1.2
MTFR1,18.0,13.4
TTC37,5.4,5.6
HS2ST1,24.2,25.6
TTLL4,4.4,3.6
SOCS5,29.4,21.2
MDC1,4.6,3.2
IQCB1,67.0,54.4
ZNF516,86.4,81.2
PDE4DIP,0.4,0.0
CEP135,8.2,13.0
LPIN2,32.6,25.2
MARF1,29.2,20.4
DZIP3,0.2,0.2
SAFB2,3.8,4.6
ZNF432,6.0,6.8
EIF5B,45.4,35.8
IPO13,1.8,1.2
SLC25A44,45.4,42.4
KIAA0040,1.4,0.4
TTI1,5.8,4.0
PPIP5K1,7.2,5.8
PHF14,6.4,8.0
FAM53B,17.8,19.6
DEPDC5,3.2,1.4
KDM4A,17.2,16.0
N4BP1,10.0,11.4
LRRC14,23.8,19.6
CLINT1,43.6,35.2
VGLL4,26.4,17.0
GREB1,0.2,0.0
NUP93,5.0,3.6
BZW1,81.8,72.2
UBE3C,37.0,30.6
PRORP,2.4,3.4
RAPGEF2,5.6,4.6
EMC2,14.6,12.4
EDEM1,134.6,173.4
TRAM2,23.6,17.6
PUM1,61.6,54.8
ESPL1,1.2,1.0
PPP6R2,2.0,1.0
CEP57,26.4,23.0
KIAA0100,17.0,11.6
DHX34,2.6,2.0
PCDHGA8,12.8,7.0
HERPUD1,72.8,72.6
GARRE1,1.4,2.0
RUBCN,6.4,6.4
USP6NL,8.0,4.4
FAM131B,0.0,0.4
AQR,2.0,3.8
ECE2,3.6,0.8
ADAMTSL2,0.0,0.2
UTP14C,51.2,44.2
TMEM63A,0.4,0.8
ZNF646,2.2,2.8
RAB11FIP3,2.0,1.6
SECISBP2L,18.4,16.0
DCAF1,15.8,12.0
CEP104,2.2,3.4
DOCK4,0.4,0.2
SART3,19.2,14.6
HDAC9,14.2,7.4
KNTC1,1.4,0.4
USP34,12.8,10.0
GPRASP1,0.2,0.0
CCP110,40.4,31.8
SETD1A,3.8,4.6
LAPTM4A,10.4,11.2
IFT140,0.4,0.0
ARHGAP32,1.6,2.0
ACAP1,0.0,0.4
ZNF536,1.6,0.6
CLSTN3,0.2,0.4
TCAF1,3.2,0.8
SLK,24.0,26.0
PHACTR2,24.4,23.0
ZSCAN12,66.8,48.2
STARD8,14.4,17.4
TBKBP1,2.2,2.8
KMT2B,1.2,2.6
HDAC4,17.2,17.2
MLEC,138.8,104.0
LZTS3,0.2,1.8
KIAA0513,0.2,0.2
ZFYVE16,3.4,7.2
SUSD6,25.0,28.2
JADE3,9.6,6.6
PCLAF,27.8,23.8
RASSF2,169.0,252.2
TMEM94,1.2,1.6
BCLAF1,180.2,151.8
EIF4A3,10.8,9.6
ATG13,37.6,26.4
TM9SF4,26.8,34.4
KIAA0232,65.8,66.2
TBC1D5,26.8,32.2
PIEZO1,2.8,4.4
RNF144A,19.2,14.2
MATR3,70.2,62.0
RIMS3,2.2,3.0
SNX17,9.2,7.6
DHX38,2.0,2.8
KIAA0586,2.6,3.6
DLGAP5,2.8,1.2
MTSS1,0.0,0.4
SPCS2,7.0,6.6
BMS1,23.2,19.8
PTDSS1,71.6,66.8
SERTAD2,63.8,45.8
CKAP5,17.8,10.6
MAML1,23.8,22.2
PHYHIP,0.4,0.0
TATDN2,18.0,16.8
IST1,82.8,64.0
MRPL19,38.0,29.4
DAZAP2,178.2,155.4
TOMM20,173.8,139.2
SCRN1,0.0,0.8
SPOCK2,0.2,0.4
IP6K1,29.0,19.8
RNF40,22.0,16.8
CTIF,4.8,3.6
DELE1,21.8,19.4
EFCAB14,54.6,46.0
SFI1,0.0,0.2
GIT2,38.0,39.0
URB2,13.8,12.0
KEAP1,49.8,44.0
NUP58,63.4,52.6
TSC22D2,3.6,7.4
CUL7,0.2,0.4
RB1CC1,21.2,16.6
ARHGAP11A,44.2,39.4
SPATA2,14.6,18.8
ARHGEF11,0.2,0.2
RGP1,1.4,0.4
ARHGEF17,0.4,1.0
TRIM14,19.2,13.8
ZNF623,33.8,31.6
MELK,5.8,5.2
LCMT2,21.8,21.2
GINS1,31.2,28.4
ZEB2,514.0,448.8
TESPA1,0.2,0.8
ZBTB24,26.8,22.6
PLEKHM1,8.0,11.8
HEPH,0.2,0.0
ELMO1,10.4,14.6
GAB2,29.2,48.0
C2CD5,18.0,14.8
ZNF518A,31.0,33.0
KIAA0753,13.8,13.4
EPM2AIP1,142.0,118.6
C2CD2L,2.8,3.6
FARP2,0.2,0.8
CEP350,79.8,63.8
CEP170,51.6,68.8
LRIG2,13.0,10.2
PSMD6,5.0,5.8
MED24,10.8,6.2
MAGI2,0.8,1.2
TRIM66,19.4,12.4
PJA2,63.0,63.8
TOMM70,68.2,47.2
SETDB1,11.0,7.8
AREL1,28.0,25.2
SEC24D,3.4,3.6
FCHSD2,28.6,26.2
TLK1,16.4,17.6
URB1,12.4,9.0
ZC3H11A,92.4,82.0
TOX4,20.0,20.0
DDX46,14.0,12.8
ZBTB39,48.6,35.8
TRANK1,0.2,0.4
TBC1D4,0.6,1.2
POM121,15.4,11.2
LRRC37A,0.6,0.6
OSBPL2,10.0,7.6
SMG7,46.6,48.2
ZBED4,30.4,23.0
NUAK1,1.8,0.0
TELO2,1.0,1.4
TECPR2,5.6,5.8
FIG4,0.2,0.4
WASHC5,4.8,4.4
UBAP2L,19.6,17.8
SV2B,3.0,5.2
SRGAP3,2.4,2.6
MRC2,5.6,5.4
KLHL21,24.6,21.2
RBM19,8.0,5.8
SGSM2,0.4,0.2
SLC35E2A,25.2,21.4
AP5Z1,5.0,2.8
G3BP2,154.0,111.2
DENND4B,9.4,6.8
RABGAP1L,8.0,9.6
ARHGAP44,10.4,14.4
SUPT7L,22.2,26.0
FAM20B,43.8,40.0
NCAPD2,12.2,10.2
SEC16A,16.2,16.8
KBTBD11,53.8,40.0
RNF10,4.6,5.0
IQSEC1,4.2,7.2
ZBTB40,42.8,29.4
PAN2,4.4,2.0
ZBTB5,32.8,34.8
LPGAT1,2.2,2.0
MFN2,29.6,28.6
KIF14,14.0,13.0
JOSD1,23.2,39.0
HELZ,30.2,31.6
PUM3,22.2,11.0
P2RY14,0.4,0.0
CD302,13.0,14.4
DCLRE1A,6.6,3.8
ARHGAP25,6.8,8.2
RBM8A,57.6,56.4
DLEC1,0.0,0.0
EXOG,8.4,8.4
XYLB,1.8,2.6
OXSR1,54.6,50.0
CRYZL1,4.4,3.0
WDR1,32.6,70.4
AMMECR1,31.4,23.0
GOLGA5,10.0,12.2
HS3ST3B1,6.6,7.6
USP15,55.0,50.0
USP3,34.2,38.2
MVP,0.0,0.0
SLC23A2,58.2,50.8
SLC23A1,0.0,0.0
THRAP3,50.4,41.0
MED12,1.0,1.2
MED13,57.0,53.6
NR1I3,0.0,0.0
NUP153,43.4,39.0
CCS,0.8,0.6
NR1D2,12.8,14.0
RBX1,3.6,2.8
DOP1B,3.0,2.2
THOC1,2.4,2.8
REC8,0.4,0.4
RCE1,3.4,5.4
HNRNPDL,538.2,449.4
DMTF1,66.4,59.0
PPP4R1,54.2,46.4
