,DMSO,YLK
TNFRSF1A,939.25,619.5
TNFRSF1B,3172.75,2251.25
TNNI2,5.75,3.75
TNNT1,12.25,8.0
TNS1,756.0,447.25
TOP1,2947.5,2208.5
TOP2A,4520.5,3582.25
TOP2B,1265.0,940.25
TOP3A,1097.25,759.75
TP53,6425.0,4449.75
TP53BP1,112.25,95.75
TP53BP2,393.75,310.75
TP73,77.0,48.0
TPD52,1845.25,1565.75
TPD52L2,2833.5,1953.25
TPH1,4.0,1.25
TPI1,10799.25,7527.25
TPM1,133.0,117.5
TPM3,21889.75,16087.25
TPM4,8216.5,7037.0
TPMT,611.5,531.75
TPP2,1174.75,1071.0
TPR,340.25,290.0
TPT1,22219.75,16438.75
NR2C1,95.0,83.25
NR2C2,1962.0,1260.5
HSP90B1,3235.0,2522.5
TRAF1,51.75,40.0
TRAF2,352.75,236.25
TRAF3,1739.0,990.75
TRAF5,8.75,4.75
TRAF6,491.0,283.0
HSP90B2P,9456.0,7223.0
CCT3,22536.5,15082.75
TRIO,115.25,87.0
TRIP6,273.0,222.75
TRPC2,100.75,71.5
TRPM2,1070.5,740.5
TSN,5666.25,4646.25
TSC1,692.0,480.25
TSC2,35.5,26.5
TSG101,163.0,121.5
TSHR,7.0,4.25
TSNAX,1609.75,1202.0
TSPYL1,1413.75,981.25
EIPR1,365.0,238.75
TST,250.25,202.75
TTC1,1283.5,1008.75
DNAJC7,8181.25,6195.75
TTC3,1490.0,1238.5
TTC4,575.25,403.75
TTF1,2075.75,1606.25
TTK,185.5,108.5
TTN,12.5,10.5
TUB,4.0,1.75
TUBA4A,206.0,158.25
TUBG1,236.25,159.5
TUFM,1139.5,828.25
TUFT1,7.75,8.0
TULP1,10.5,6.75
TULP3,292.5,181.75
HIRA,649.5,459.0
TNFSF4,23.75,19.25
TNFRSF4,0.75,1.25
TXK,30.25,24.75
TXN,1141.25,835.75
TXNRD1,5935.75,4138.5
TYK2,632.25,498.0
TYMS,4203.0,3281.25
TYRO3,76.5,57.0
TYRO3P,5.75,8.5
TYROBP,2954.25,2110.25
U2AF1,19.5,10.25
UBA52,6166.0,4836.75
UBB,1616.75,1258.0
UBC,391.25,292.75
UBA1,989.0,677.5
UBA7,38.25,31.75
UBE2A,2459.5,2045.75
UBE2B,726.5,618.5
UBE2D1,353.75,280.0
UBE2D2,2601.5,2055.25
UBE2D3,8124.25,6434.25
UBE2E1,1995.0,1478.75
UBE2E2,84.75,65.75
UBE2G1,3658.75,2682.75
UBE2G2,6592.75,4835.0
UBE2H,1659.0,1109.0
UBE2I,3304.75,2248.75
UBE2L3,2726.25,1923.25
UBE2N,4098.0,3276.5
UBE2V1,8443.0,6365.5
UBE2V2,3153.25,2741.25
UBE3A,3000.25,2516.0
SUMO1,4539.75,3684.0
UBP1,4635.75,3268.75
UBTF,11500.0,6729.25
UCHL3,133.25,106.5
UCN,3.25,3.0
UCP2,2446.25,1658.75
UCP3,30.75,21.75
UFD1,161.5,119.25
SLC35A2,643.0,451.0
UGCG,6430.0,5190.0
UGDH,197.5,154.5
UGP2,807.5,573.5
UGT2B17,2.0,3.25
UGT8,13.5,5.75
UCK2,4463.0,2697.0
UMPS,682.0,454.75
UNG,2563.25,1770.5
USP4,949.25,678.0
NR1H2,549.25,404.25
UPP1,2.5,3.0
UPK3A,14.75,12.25
UQCRB,10631.0,7376.5
UQCRC1,589.75,457.0
UQCRC2,1314.25,1023.25
UQCRFS1,627.5,533.25
UQCRH,1882.5,1384.0
UROD,122.75,84.75
UROS,231.75,170.0
USF1,778.75,583.75
USF2,1412.75,828.75
USP1,1238.0,944.5
USH2A,2.75,2.0
UTRN,352.0,280.25
KDM6A,131.5,86.0
UTY,1025.5,762.25
UVRAG,1020.5,706.0
VASP,8172.5,5428.75
VAV1,578.0,401.75
VAV2,1272.25,770.5
VBP1,2055.0,1764.75
VCL,2771.5,2042.75
VCP,3393.75,2448.25
VDAC1,12019.25,8658.75
VDAC2,475.0,373.25
VDAC3,5329.25,4066.75
VDR,1756.5,1077.0
VEGFA,460.25,338.5
VEGFB,353.75,274.0
VGF,19.75,16.0
VHL,3805.25,2762.75
EZR,2289.25,1935.0
VIM,3929.75,3240.25
VIPR1,1.25,1.0
VLDLR,1047.5,778.75
BEST1,97.5,88.75
TRPV1,64.0,48.5
VRK1,787.0,592.75
VRK2,511.5,444.75
WARS1,2710.75,2070.0
WAS,947.25,642.75
WIPF1,2373.0,1835.75
EIF4H,10530.25,7095.0
CLIP2,285.5,195.0
LAT2,5687.25,3827.5
CORO2A,65.25,36.75
WEE1,492.5,319.75
NSD2,5658.0,3961.0
NELFA,408.5,248.5
WNT6,38.75,28.5
WNT10B,565.5,409.0
GET1,395.0,328.0
WRN,215.5,168.25
WT1,1244.5,783.5
XBP1,13308.0,10357.75
XIST,4.0,2.25
XK,206.75,144.0
XPA,654.5,507.75
XPC,3683.75,2269.5
XPNPEP1,4760.5,3389.5
XPO1,4006.25,3361.75
XRCC1,54.25,49.5
XRCC2,724.75,514.0
XRCC3,936.25,653.75
XRCC4,246.75,198.75
XRCC5,6817.0,5055.75
YES1,1101.0,763.75
YY1,2554.5,1893.5
YWHAB,22464.0,18409.0
YWHAE,163.5,121.25
YWHAG,20043.5,14474.75
YWHAH,3986.5,3164.75
YWHAZ,22540.25,18707.5
SF1,21966.75,14181.75
ZFP36,1276.0,1441.25
ZFP37,5.5,4.25
ZBTB14,366.25,257.75
ZFPL1,141.5,111.0
ZFX,1261.0,787.25
ZFY,241.25,161.0
ZIC2,164.25,88.0
ZNF2,101.25,53.25
ZNF3,801.5,519.0
ZNF7,43.0,32.25
ZNF8,79.0,41.75
CNBP,15752.0,13469.5
ZNF10,43.25,33.25
ZNF12,675.0,447.5
ZNF708,421.25,270.0
ZNF16,61.75,41.75
ZNF17,43.5,28.25
ZNF18,106.25,69.5
ZNF19,10.5,10.5
ZNF20,11.5,5.25
ZNF182,215.5,153.75
ZNF22,944.25,721.0
ZNF23,88.5,65.0
ZNF24,3597.0,2359.5
ZNF26,194.25,171.75
ZNF28,143.5,105.75
ZSCAN20,28.25,12.25
ZNF32,65.25,51.75
ZNF33A,944.25,767.5
ZNF33B,316.75,219.0
ZKSCAN1,3716.5,2494.75
ZNF37A,2537.5,2114.75
ZSCAN21,34.5,29.25
ZNF41,237.25,170.5
MZF1,172.0,118.75
ZNF43,8.5,4.75
ZNF45,295.5,204.75
ZBTB25,437.75,311.25
ZNF70,180.75,100.5
ZNF74,502.5,343.75
ZNF75D,228.5,164.75
ZNF75A,170.75,153.75
ZNF76,279.0,189.5
ZNF79,26.75,21.0
ZNF84,401.0,313.75
ZNF221,14.25,6.5
ZNF91,184.25,128.0
ZNF121,84.0,59.5
ZNF124,987.75,599.0
MKRN3,36.5,24.25
MKRN7P,2.0,2.75
ZNF131,534.75,444.25
ZNF132,22.0,11.25
ZNF133,14.5,9.0
ZNF134,833.5,509.25
ZNF136,199.75,120.75
ZNF138,492.0,393.25
ZNF140,265.75,217.5
ZNF141,6.5,6.25
ZNF142,1160.0,629.25
ZNF143,207.75,167.0
ZBTB16,18.25,8.0
ZNF146,5456.5,4281.25
TRIM25,7143.25,5958.75
ZNF148,968.5,654.5
ZBTB17,17.0,12.75
ZNF154,66.0,49.75
ZNF155,177.75,107.25
VEZF1,1034.5,673.0
ZNF165,3.0,1.75
ZNF174,68.5,41.5
ZNF175,126.75,64.5
ZNF177,27.0,18.0
ZNF180,158.75,108.5
RNF113A,21.5,17.25
ZNF184,41.75,25.25
ZNF185,3330.0,2495.0
ZSCAN26,144.0,100.75
ZNF189,1939.75,1445.0
ZKSCAN8,1270.75,818.25
ZSCAN9,48.25,30.0
ZNF195,2397.75,1799.25
ZMYM2,505.75,406.0
ZNF200,369.75,250.5
ZNF202,373.5,264.25
ZNF207,2795.5,2194.25
ZNF213,374.5,231.5
ZFAND5,1492.25,1142.75
ZNF217,1098.0,733.0
ZNF223,3.25,2.0
ZNF224,363.75,265.25
ZNF225,161.25,95.25
ZNF226,35.25,24.5
ZNF227,127.25,85.0
ZNF229,245.75,138.0
ZNF230,107.75,71.5
ZNF232,8.75,4.0
ZNF236,252.5,176.75
SLC30A1,106.75,59.5
SLC30A3,32.25,25.5
MAP3K12,294.5,225.75
ZXDA,55.25,26.0
ZYX,2652.5,1637.75
LUZP1,1180.0,693.0
PRDM2,429.75,296.75
DNALI1,119.0,94.5
PTP4A1,3116.75,2568.0
LRP8,1872.5,1392.5
LAPTM5,17421.5,14559.5
CSDE1,9402.5,7701.5
EVI5,421.75,288.25
DAP3,722.75,569.0
BTG2,1007.75,2265.75
ALMS1,24.0,20.75
MOGS,168.0,126.75
RNF103,80.5,65.75
TUBA1A,71.0,54.5
PAX8,16.75,11.5
CXCR4,551.5,325.25
FZD5,181.0,101.75
SCG2,0.5,2.25
BRPF1,457.75,295.0
IFRD2,812.0,569.0
MAPKAPK3,4163.25,2765.0
SLMAP,885.75,674.75
MANF,735.25,615.75
USP7,9618.75,6598.75
RAB7A,11348.25,8245.75
KCNAB1,22.5,25.5
SLBP,2796.25,2165.25
ST8SIA4,1158.0,829.0
REEP5,539.0,452.75
DEK,7588.0,6654.75
ALDH5A1,1981.75,1436.5
DDX39B,18.25,13.0
SLC39A7,2.0,3.5
LST1,10.5,5.25
TFEB,108.75,55.25
EPM2A,268.25,195.5
AIMP2,378.75,269.25
MAFK,1658.0,1073.0
FZD3,253.0,198.25
MTERF1,352.0,274.5
SEM1,924.5,764.25
ST7,135.5,96.0
ZNF212,299.0,188.25
UBXN8,514.5,411.5
KAT6A,1232.5,842.25
PSCA,8.25,3.0
NR4A3,7.0,567.25
BRD3,2621.25,1647.5
NUP214,442.75,342.75
STAM,150.5,116.0
MLLT10,730.0,564.5
CCDC6,1977.75,1439.5
NCOA4,4774.25,3908.5
SLC25A16,153.0,119.75
SHOC2,1523.0,1132.5
ADAM12,5.25,4.75
PDHX,488.75,425.0
FOSL1,1076.75,716.25
CUL5,1381.75,1157.5
PTP4A2,6868.75,5165.0
USP5,825.0,548.25
MLF2,6527.25,4431.25
KMT2D,2246.5,1402.0
AAAS,47.75,35.75
FXR1,942.75,716.25
YEATS4,494.75,328.0
CDK2AP1,938.75,753.0
IFT88,6.25,4.0
PABPN1,6433.25,4183.0
DPF3,18.5,13.5
GPR68,25.25,38.75
ANP32A,10210.25,7860.75
NPRL3,556.5,359.0
GAN,120.0,75.5
SLC7A5,11386.25,7678.75
RND2,5.25,2.75
COIL,532.0,366.0
AKAP1,1285.25,1098.0
SLC14A2,4.5,2.25
MADCAM1,2.75,1.0
SF3A2,255.0,222.5
ELL,1006.25,590.75
SYMPK,111.5,76.0
CLPP,417.75,313.75
DPF1,19.0,17.5
MKKS,1688.25,1216.75
NCOA3,914.5,634.75
NRIP1,1198.75,770.25
CHAF1B,299.75,236.5
GATD3A,363.5,260.0
LZTR1,892.0,551.0
CLTCL1,432.5,313.5
ESS2,957.25,649.5
GTPBP6,397.0,271.25
PUDP,713.0,547.25
AKAP17A,616.0,541.25
PNPLA4,31.25,24.25
ZRSR2,1.25,3.75
USP11,285.75,203.75
USP9X,851.75,718.5
RBM10,268.5,194.5
KDM5C,777.25,580.0
SMC1A,6045.75,4316.5
NAA10,186.25,146.0
F8A1,79.5,56.5
UBL4A,2025.0,1249.5
TMEM187,58.25,44.5
LAGE3,257.5,201.0
SLC10A3,80.75,77.0
TKTL1,19.75,20.25
KDM5D,210.75,150.5
USP9Y,6.25,7.25
EPX,5.25,3.75
ARID1A,3722.5,2860.5
COLQ,38.0,27.75
SERF1A,4.5,3.5
TRRAP,613.5,469.5
PICALM,1832.75,1500.0
SNN,1073.5,617.25
ACOX3,321.0,234.75
AXIN1,2794.75,1584.5
AXIN2,7.25,2.0
BAP1,1651.5,1100.25
BRAP,579.0,424.25
CDC7,869.25,709.5
CDC45,88.25,63.0
FZD1,243.5,189.25
FZD6,50.25,40.5
FZD7,137.0,85.75
FZD8,32.0,15.75
FZD9,5.0,0.75
H2AC13,4.5,3.75
H2AC14,7.0,5.25
H2AC16,3.5,3.25
H2AC6,25.75,13.5
H2AC17,5.5,4.75
H2AC20,16.25,13.75
H2BC13,2.75,1.5
H2BC9,7.25,3.25
H2BC4,2.75,1.0
H2BC17,2.25,0.25
H2BC21,56.75,35.5
H3C3,3.75,1.75
H3C10,14.5,12.25
H4C1,3.0,2.25
H4C11,8.75,4.5
H4C3,34.5,22.25
HYAL3,311.5,223.5
MAD1L1,122.75,83.75
PIP5K1A,657.5,375.5
PIP5K1B,24.0,17.5
PIP4K2B,31.25,17.75
PLA2G6,80.25,56.25
SLC25A11,1054.75,706.0
SPOP,1405.5,1037.5
SRPX,3.5,3.5
TAGLN2,13419.75,9026.75
ULK1,428.25,263.75
UXT,2340.5,1699.75
EEA1,584.75,410.0
ANXA9,79.75,53.0
STX7,711.75,528.25
CMAHP,418.0,471.75
LTBP4,62.25,41.75
ZNF282,890.75,542.0
STK24,1706.0,1256.5
UTF1,43.25,36.5
RECK,97.25,81.5
RAD54L,134.25,86.25
NSMAF,2146.5,1643.75
NCK2,1566.75,1019.75
GNPAT,554.25,441.75
DYRK2,702.75,480.0
DUSP11,82.0,64.25
DOC2A,634.0,443.5
CUL4B,1370.5,1167.25
CUL4A,1742.25,1369.25
CUL3,772.25,589.25
CUL2,542.0,401.0
CUL1,321.25,237.5
ATRN,4113.5,2590.25
TTF2,764.5,628.0
TPST2,388.0,272.5
KLF11,585.5,432.5
TEAD2,22.75,16.5
SUPT3H,99.0,66.75
SMARCA5,1047.0,846.0
OGT,1757.25,1372.25
GPR65,38.25,39.75
HIRIP3,443.5,323.5
RAE1,391.0,317.75
OFD1,35.5,27.5
SEMA7A,148.5,92.75
GEMIN2,87.5,52.0
RGS5,92.75,70.25
MAP4K3,99.0,64.25
PRSS12,34.75,27.75
PPM1D,167.75,99.75
PPFIBP2,62.75,36.75
PPFIBP1,296.25,203.25
PPFIA4,74.25,49.25
RANBP3,1371.25,884.75
PPFIA1,310.5,237.5
SLC43A1,748.0,529.5
PKP4,719.25,573.5
PIK3R3,406.25,275.5
PEX3,78.25,67.0
PARG,1020.75,730.75
CNTNAP1,7.75,3.5
ENC1,76.0,121.25
NIPSNAP1,983.0,685.75
NDST2,127.5,85.0
MBL1P,4.75,3.75
KCNAB2,17275.5,10580.75
ELP1,363.5,300.0
IFITM1,576.25,414.5
HAT1,583.25,443.0
GAS7,318.0,184.5
DGKZ,691.5,496.25
DGKE,858.75,831.5
DGKD,1030.25,741.5
CST7,35.0,40.5
YBX3,4225.25,3472.25
COPS3,952.0,766.25
CBX4,470.0,384.0
CAMK1,42.75,23.5
API5,3910.5,3224.5
AGPS,3043.75,2606.75
PPFIA3,417.0,251.5
APOL1,36.5,23.75
LMO4,906.5,699.25
PIR,7.0,3.75
CGGBP1,4054.5,3279.75
AP3B1,794.25,574.25
BLZF1,235.0,187.75
MAPKAPK5,104.5,86.75
INE2,68.75,53.5
INE1,28.5,20.25
BHLHE40,245.25,175.25
PIAS1,1105.75,786.25
CDC14B,65.25,52.0
CDC14A,203.75,153.0
TCAP,4.75,2.75
CDK10,462.5,318.75
PRPF18,215.75,166.0
DEGS1,1539.75,1156.75
DENR,3498.0,2801.0
THOC5,100.75,70.25
KMO,3630.5,3282.0
YARS1,2911.5,2151.0
PDXK,3199.0,1936.25
MADD,820.5,579.25
RRP1,569.5,392.5
MKNK1,3348.25,2122.5
KHSRP,8417.75,5991.5
CASK,18.25,12.25
AKR7A2,1986.5,1395.0
PRKRA,303.75,245.75
STK16,396.25,268.25
TMEFF1,3.5,2.25
RGS20,4.0,3.25
NOP14,1217.25,877.75
FAM193A,289.0,183.5
SLC25A12,906.75,645.75
RUVBL1,1753.0,1183.25
KLF7,536.0,341.75
PLPP1,755.0,675.75
PLPP3,2.5,2.0
USO1,1054.5,1000.5
NPFF,3.25,3.0
CDK13,938.5,721.5
PDE8B,63.25,57.75
ASMTL,96.0,78.0
PSMG1,2683.5,2155.5
RFXANK,665.5,457.5
TP63,12.25,9.5
JRK,1901.75,1194.75
HSD17B6,5.5,7.5
DNAH17,47.25,35.75
UNC5C,5083.75,3366.0
RTCA,413.25,303.75
RNASET2,262.25,193.25
SSNA1,826.75,596.0
EIF4EBP3,257.0,195.0
OASL,16.0,15.5
AOC3,4.25,3.25
PCDHGB4,1979.0,1226.25
DCHS1,2.75,0.25
PTCH2,1.75,3.5
AKR1C3,4.0,3.75
KCNK5,332.25,213.25
NCOA1,425.25,316.5
LAMTOR3,1304.25,989.0
NUMB,1926.25,1481.25
SOCS1,52.75,29.5
DDX3Y,3577.75,3678.5
PDE5A,54.5,48.0
DYNLL1,2432.25,1827.5
TNKS,1228.5,919.25
ALDH4A1,881.5,543.0
IRS2,245.75,245.75
EIF3A,2163.5,1828.75
EIF3B,2398.75,1780.25
EIF3C,4.25,3.0
EIF3D,644.5,490.25
EIF3F,400.75,337.75
EIF3G,648.5,519.0
EIF3H,2332.25,1933.75
EIF3I,2503.5,1887.75
EIF3J,4717.75,4135.75
EIF4G3,916.25,823.75
VAMP8,5778.5,4036.5
VAMP4,384.0,304.75
STX16,2196.5,1783.75
STX11,138.75,114.25
STX10,424.75,291.25
BECN1,1315.0,1063.75
JMJD7-PLA2G4B,30.75,22.0
PEA15,4503.75,3264.25
SRSF9,2478.5,1986.75
MARCO,3.75,2.25
JRKL,116.25,79.0
HYAL2,51.5,28.0
GALNT4,193.25,108.0
DGAT1,686.75,498.5
CDC23,1302.0,940.0
DNAH11,680.5,495.75
B4GALT4,108.75,81.25
B4GALT3,324.5,228.0
B4GALT2,743.25,489.25
B3GALNT1,4.25,2.5
TNK1,7.5,6.25
TRADD,185.5,129.75
MBTPS1,505.75,377.75
EDF1,1403.75,1110.75
CTSF,12.5,11.75
SNX4,2316.25,1747.75
SNX3,5311.25,4003.25
URI1,1550.5,1359.0
EED,91.75,55.75
CTNNAL1,17.5,10.0
GBF1,378.5,230.5
RNMT,2389.75,1691.25
RNGTT,1163.5,907.5
GPAA1,257.0,220.5
MYOM1,4.5,2.0
RIPK1,753.75,503.75
CRADD,139.0,92.0
TNFSF14,244.25,237.0
TNFSF13,1788.75,1144.0
TNFSF10,249.25,169.5
TNFSF9,417.0,430.0
ADAM23,5.0,2.25
ADAM15,329.25,214.25
ADAM9,7.5,3.0
CDS2,1606.5,1000.75
PABPC4,1343.75,994.5
CD164,5221.25,4077.0
RAB11A,3015.75,2471.75
RIPK2,73.5,80.25
TNFRSF6B,3.75,1.25
FADD,868.0,579.75
SNAP23,2466.0,1878.5
NAPG,926.5,702.5
NAPA,5627.75,3791.0
MTMR1,197.0,128.0
SIGLEC5,36.75,26.25
RIOK3,1563.75,1172.25
FPGT,453.0,378.25
TNFRSF11A,4.5,2.75
TNFRSF10D,782.0,446.25
TNFRSF10C,25.0,13.75
TNFRSF10B,5595.75,4027.0
TNFRSF10A,99.0,60.5
DYRK4,18.0,18.25
PEX11B,1013.25,685.0
PEX11A,108.75,75.75
SUCLG2,1298.75,1078.0
SUCLG1,605.75,416.0
SUCLA2,472.75,339.25
CREG1,4680.25,3895.75
TRIM24,700.75,525.0
CCNK,1561.75,1175.5
DPM1,3391.0,2524.25
CDKL1,245.25,163.0
BANF1,2617.25,1804.75
DCAF5,907.0,641.25
FGF18,3.25,3.0
DPM2,1322.5,931.75
SAP30,55.5,33.25
HESX1,3.5,0.75
CES2,1738.75,1357.0
IQGAP1,5084.5,4296.5
NRP1,280.75,182.5
SYNGAP1,3.0,2.25
CD84,737.5,437.0
GMPS,33.5,23.75
TMEM11,1656.75,1089.5
SOCS2,1030.0,752.0
GGH,225.0,127.25
CFLAR,3192.5,2129.0
HDAC3,1768.75,1201.75
HCAR3,5.0,7.25
KSR1,114.5,73.0
ALKBH1,210.25,163.75
DLEU2,492.0,382.25
TSC22D1,25.25,16.25
KAT2B,140.0,141.75
CDK5R1,201.5,89.75
ASAP2,40.0,32.0
NR1I2,16.5,15.0
PROZ,4.5,3.25
LDB1,1816.25,1081.5
APLN,3.5,2.5
PER3,106.5,80.0
PER2,560.75,403.5
SYNJ1,195.5,137.0
ST3GAL5,39.5,33.5
SYNJ2,563.5,411.25
CDC123,1032.5,712.25
ARHGEF7,1249.0,812.75
VNN2,11.5,5.5
SPHK1,37.75,26.0
SQSTM1,1700.25,1176.0
SGPL1,976.0,626.75
FUBP1,5461.0,3553.25
CDC16,200.0,171.75
ZPR1,995.75,755.0
NAE1,157.5,123.0
SLC5A6,4872.5,3082.5
DDX18,4262.25,3614.25
TAX1BP1,1165.5,876.0
MCM3AP,101.0,76.0
EIF2B4,41.25,32.25
EIF2B3,89.25,66.25
EIF2B2,289.0,226.25
EIF2B5,399.5,300.75
EIF2S2,1535.75,1251.75
CPNE3,2306.75,1805.0
BUD31,271.0,196.75
MTMR3,732.5,460.5
MTMR2,920.0,804.75
PRPF4B,1743.0,1441.75
CCNA1,207.5,154.0
CPNE1,5824.5,3928.0
AP1S2,3702.75,3280.75
AP1G2,75.5,59.5
AP1M1,2955.25,1885.5
GYG2,20.0,16.5
TIMELESS,1132.5,767.5
BCL10,305.25,218.0
HERC3,555.25,392.25
HERC1,161.0,153.5
SNURF,4244.25,2935.0
BSN,55.75,36.5
FOXH1,341.75,239.25
MBD4,234.25,189.25
MBD2,1187.25,960.0
RTL8C,226.0,142.25
RAB29,1305.75,969.25
SKAP2,3972.5,3337.25
WASF1,44.0,35.5
BAIAP3,414.75,283.25
FUBP3,1236.25,999.5
KYNU,64.0,44.25
AP3D1,3264.75,2199.5
SNORD73A,73.25,52.75
BTRC,386.75,249.25
H2AC11,8.25,4.75
H1-10,1863.75,1202.75
CHRNA6,6.5,2.75
USP13,603.75,446.75
WASL,88.5,59.25
PLOD3,163.0,117.5
RPS6KA4,2319.75,1512.5
STBD1,121.0,81.5
ATP6V0E1,3050.5,2279.75
LIMD1,1597.25,1167.75
NOL3,44.25,35.75
F2RL3,207.75,104.75
TAF1C,388.75,290.0
TAF1B,88.25,67.75
TAF1A,8.0,5.5
SLC25A14,133.75,114.75
MPZL1,1457.75,984.0
MAP3K14,71.75,51.0
SOCS3,323.0,447.0
BRSK2,2.25,2.0
RNF8,186.0,117.25
HIP1R,23.0,14.0
RHBDL1,8.5,4.0
BAZ1B,2689.0,1760.25
CCRL2,12.0,16.0
UBA3,1001.0,733.25
UBE2M,2465.25,1563.0
SPAG9,1170.75,969.5
BTAF1,907.5,784.0
RPL14,292.75,230.75
DOK2,879.25,771.75
SH2D2A,0.25,3.75
ARTN,27.5,27.0
AIP,336.5,227.0
PSTPIP2,1434.0,1166.0
PSTPIP1,12.5,13.75
MAP7,5.5,3.0
NFS1,1446.0,999.0
PRC1,2664.25,2004.75
SLC7A7,136.5,110.0
SLC7A6,3217.5,2327.5
PAPSS2,17.0,14.75
PAPSS1,196.25,162.0
PIAS2,323.5,264.0
MAP3K6,52.5,46.75
SYT7,11.25,6.25
CLDN12,209.0,172.5
ASH2L,1766.5,1363.75
EIF1AY,343.25,278.75
TMSB4Y,61.5,56.5
PKMYT1,1239.75,854.25
PIGQ,475.5,317.5
SART1,75.5,62.75
DNAJA3,7.75,6.5
UNC119,475.75,332.25
TBX19,24.25,20.75
USP14,2688.75,2160.75
USP6,20.25,19.0
USP2,319.75,221.5
USP10,939.5,740.5
USP8,708.75,595.0
FCGR2C,3.25,3.25
MTMR6,912.25,787.25
MTMR7,209.5,172.5
MTMR4,862.75,614.75
NMI,402.75,294.25
MTA1,2690.25,1763.0
LATS1,1191.25,725.0
ATP6V0D1,1804.0,1180.25
SEC22C,835.25,600.25
SLC16A6,3.75,4.25
SLC16A5,12.0,11.0
SLC16A4,8.25,5.25
SLC16A3,2033.75,1382.75
PDLIM1,1811.75,1347.25
CNOT9,4883.25,3226.25
SMC3,267.25,225.75
P2RX6,7.25,3.5
PRPF4,1545.25,1227.25
PRPF3,176.5,135.75
FAM50A,80.25,62.75
AIFM1,5256.75,3539.75
KCNQ4,13.25,8.5
CCNB2,310.25,211.25
CCNE2,827.75,689.5
RABEP1,3082.5,2500.0
RRP9,102.0,81.0
ARHGEF1,1131.75,685.0
CBFA2T2,504.0,303.25
ATG12,1664.25,1280.25
PDCD5,383.0,315.0
SYNGR3,88.75,53.0
SYNGR2,2758.5,1798.25
SYNGR1,746.75,502.5
HGS,792.5,562.5
NEMF,331.75,260.25
DYRK1B,80.75,50.25
CTDP1,712.75,465.25
EXO1,114.25,96.0
FIBP,84.75,72.5
PCSK7,460.0,307.75
EBAG9,537.75,439.0
COX7A2L,6066.0,4568.5
TMSB10,7494.75,5507.5
SCAF11,2981.5,2384.75
LPAR2,217.25,164.5
MYOM2,3.25,3.0
MAP3K13,66.0,48.0
AP4M1,159.5,109.0
ARHGEF2,2748.25,1637.75
ZW10,241.5,174.25
BUB3,5715.5,4457.25
REPS2,21.0,16.5
SLC24A1,291.25,247.5
DDX21,15186.5,12250.0
ZBED1,1863.0,1257.75
DEDD,810.25,607.25
SLC16A7,2.75,3.75
KCNAB3,29.5,24.5
SLC33A1,390.0,327.75
HACD1,13.75,10.5
ZMYM4,1717.25,1355.5
ZMYM3,942.5,627.0
ZMYM6,47.0,37.75
ZMYM5,100.75,66.75
LRRFIP1,4480.0,3774.0
LRRFIP2,239.75,193.0
AURKB,3059.0,2066.75
XPR1,1527.5,1162.25
FCMR,51.5,35.25
VAPB,1002.75,738.75
VAPA,4341.25,3535.0
MTA2,2126.5,1366.75
TIAF1,218.5,161.75
NOLC1,6017.5,4771.25
MAGI1,40.75,31.25
RAB11B,2542.75,1794.5
PTTG1,86.25,67.5
CCPG1,2039.5,1683.0
TBRG4,312.75,238.0
PNMA1,359.5,280.5
NOG,18.0,26.0
CRLF1,5.75,4.5
UBE2L6,148.0,111.25
DHRS3,12.75,11.5
RPS6KA5,146.0,118.25
NUMBL,309.25,198.0
CACNA2D2,11.75,9.25
AIMP1,1165.0,898.0
TSPOAP1,418.5,177.25
MFHAS1,573.0,403.25
PDLIM7,2244.75,1385.5
MAPKAPK2,5588.75,3695.0
STK17B,842.0,778.25
STK17A,365.5,267.5
CYTH3,665.25,475.0
CYTH2,557.5,393.75
CYTH1,663.75,458.75
ITGB1BP1,1902.5,1428.0
BCL7C,130.5,98.75
BCL7B,2477.0,1540.75
COPB2,9947.75,7137.25
MED14,827.25,699.25
GPR55,32.0,20.0
S1PR2,42.0,26.5
SRSF11,2132.75,1878.5
ATP6V1F,1020.5,724.75
SNORD29,104.5,69.5
SNORD31,73.0,52.25
SNORD30,44.0,21.75
SNORD28,38.0,25.75
SNORD27,94.25,59.5
SNORD26,86.0,56.75
SNORD25,114.0,71.0
SNORD22,296.75,207.75
SOCS6,191.75,129.75
CD83,435.25,1414.0
ZNF235,30.5,17.75
ASIC3,4.25,1.75
KLF4,53.25,36.5
NREP,4970.0,3793.75
PTER,1175.75,956.25
COPS2,2020.25,1622.5
TRIP13,883.25,719.25
TRIP12,2645.25,2121.5
TRIP11,109.75,83.5
TRIP10,137.5,93.5
HMGN3,1055.25,770.25
TRIP4,81.75,68.25
ZNHIT3,6.5,2.5
GTF3C5,635.25,419.25
GTF3C4,1628.0,1002.25
GTF3C3,432.0,406.0
B4GALT6,214.5,180.5
TGM5,800.0,585.25
B4GALT5,4859.75,2983.0
CNOT8,2836.75,2077.75
VAMP3,906.25,684.0
SNAP29,2552.5,1789.75
EFTUD2,967.75,731.0
TAOK2,289.0,177.5
RPL23,2879.0,2336.25
SLC9A3R2,13.75,9.25
TXNL1,4359.75,3457.5
UBE4A,2350.75,1894.75
LHX2,1.25,1.5
PPIG,140.5,117.5
LONP1,13086.0,8717.0
RAB33A,22.75,18.5
RAB28,371.75,304.5
KL,2.25,2.5
RAB9A,183.75,134.75
