,DMSO,YLK
KHSRP,118.5,73.5
CASK,1.0,0.0
AKR7A2,34.0,23.0
PRKRA,8.0,4.5
STK16,15.5,12.0
TMEFF1,0.0,0.0
RGS20,0.0,0.0
NOP14,42.0,19.5
FAM193A,32.5,19.5
SLC25A12,20.5,17.0
RUVBL1,13.5,12.5
KLF7,92.0,81.5
PLPP1,0.0,0.5
PLPP3,0.0,0.5
USO1,11.0,11.5
NPFF,0.5,0.5
CDK13,64.5,43.5
PDE8B,0.0,0.0
ASMTL,1.0,2.0
PSMG1,36.5,27.5
RFXANK,3.0,2.5
TP63,0.0,0.0
JRK,232.5,138.5
HSD17B6,0.0,0.0
DNAH17,0.0,0.0
UNC5C,289.0,171.0
RTCA,17.0,11.5
RNASET2,2.5,0.5
SSNA1,15.0,14.0
EIF4EBP3,5.5,3.0
OASL,1.0,2.5
AOC3,0.5,0.0
PCDHGB4,84.0,43.5
DCHS1,0.0,0.0
PTCH2,0.0,0.0
AKR1C3,0.0,0.0
KCNK5,80.5,52.0
NCOA1,22.0,11.0
LAMTOR3,60.5,47.5
NUMB,62.5,44.0
SOCS1,16.5,11.5
DDX3Y,153.5,224.0
PDE5A,0.0,0.0
DYNLL1,106.0,74.0
TNKS,77.5,48.5
ALDH4A1,12.0,8.5
IRS2,63.5,63.5
EIF3A,71.5,62.5
EIF3B,55.5,37.5
EIF3C,0.0,0.0
EIF3D,12.5,8.5
EIF3F,6.0,4.0
EIF3G,2.5,4.5
EIF3H,18.0,19.0
EIF3I,22.0,17.5
EIF3J,156.0,125.0
EIF4G3,23.5,19.5
VAMP8,105.0,53.0
VAMP4,10.5,13.5
STX16,69.0,53.0
STX11,23.5,23.0
STX10,5.0,3.0
BECN1,24.5,22.0
JMJD7-PLA2G4B,0.5,1.5
PEA15,137.5,115.0
SRSF9,28.5,21.5
MARCO,0.0,0.0
JRKL,18.5,14.0
HYAL2,5.0,2.0
GALNT4,29.5,8.5
DGAT1,1.5,1.5
CDC23,40.5,34.0
DNAH11,0.0,0.0
B4GALT4,14.5,9.0
B4GALT3,13.5,11.0
B4GALT2,16.5,8.0
B3GALNT1,0.0,0.0
TNK1,1.0,0.0
TRADD,2.0,2.0
MBTPS1,10.0,8.5
EDF1,23.5,14.5
CTSF,0.0,0.0
SNX4,39.5,27.0
SNX3,37.0,23.5
URI1,29.0,20.0
EED,4.5,2.0
CTNNAL1,0.0,0.0
GBF1,10.0,5.0
RNMT,150.0,105.5
RNGTT,46.5,37.5
GPAA1,0.0,2.0
MYOM1,0.0,0.0
RIPK1,79.5,40.5
CRADD,2.0,0.5
TNFSF14,29.0,48.5
TNFSF13,17.0,8.0
TNFSF10,13.5,8.5
TNFSF9,160.5,187.5
ADAM23,0.0,0.0
ADAM15,2.5,0.5
ADAM9,0.0,0.0
CDS2,37.0,24.0
PABPC4,30.0,20.0
CD164,236.5,163.5
RAB11A,69.0,54.0
RIPK2,2.0,4.5
TNFRSF6B,0.0,0.0
FADD,138.0,105.5
SNAP23,83.5,88.5
NAPG,45.5,26.5
NAPA,29.5,31.5
MTMR1,4.5,1.5
SIGLEC5,0.5,0.0
RIOK3,68.5,44.0
FPGT,13.0,7.0
TNFRSF11A,0.0,0.0
TNFRSF10D,195.5,99.5
TNFRSF10C,1.0,0.0
TNFRSF10B,422.5,407.5
TNFRSF10A,17.0,8.0
DYRK4,0.0,0.0
PEX11B,47.5,33.5
PEX11A,9.5,4.5
SUCLG2,9.5,9.0
SUCLG1,3.5,4.5
SUCLA2,7.0,4.0
CREG1,55.5,46.0
TRIM24,51.5,45.5
CCNK,37.5,40.0
DPM1,42.5,40.0
CDKL1,14.0,9.0
BANF1,49.0,30.0
DCAF5,67.5,34.5
FGF18,1.0,1.0
DPM2,29.5,24.5
SAP30,2.5,0.5
HESX1,0.0,0.0
CES2,63.5,50.0
IQGAP1,87.0,64.5
NRP1,8.0,4.0
SYNGAP1,0.0,0.0
CD84,25.5,10.5
GMPS,2.0,1.5
TMEM11,216.5,132.0
SOCS2,88.5,56.0
GGH,0.0,0.0
CFLAR,246.0,151.5
HDAC3,31.0,20.5
HCAR3,1.0,1.0
KSR1,10.0,5.5
ALKBH1,34.0,24.0
DLEU2,17.5,13.0
TSC22D1,4.5,2.5
KAT2B,1.5,2.5
CDK5R1,72.0,37.5
ASAP2,2.0,1.5
NR1I2,0.5,0.0
PROZ,0.0,0.0
LDB1,78.0,30.5
APLN,0.0,0.0
PER3,3.0,3.5
PER2,93.5,64.5
SYNJ1,24.5,18.0
ST3GAL5,1.5,3.5
SYNJ2,53.0,36.0
CDC123,22.5,16.0
ARHGEF7,54.0,39.0
VNN2,0.0,0.0
SPHK1,1.5,2.0
SQSTM1,76.5,47.5
SGPL1,26.0,15.5
FUBP1,112.0,78.5
CDC16,6.5,4.0
ZPR1,42.5,33.5
NAE1,1.5,0.5
SLC5A6,106.0,62.5
DDX18,84.0,94.0
TAX1BP1,13.0,7.0
MCM3AP,3.5,2.5
EIF2B4,1.5,1.0
EIF2B3,1.5,1.5
EIF2B2,11.0,6.0
EIF2B5,14.0,12.0
EIF2S2,73.5,55.0
CPNE3,15.5,14.5
BUD31,6.0,7.0
MTMR3,32.5,26.5
MTMR2,13.0,9.0
PRPF4B,134.0,121.5
CCNA1,7.0,4.0
CPNE1,68.5,48.5
AP1S2,29.5,29.5
AP1G2,0.5,0.0
AP1M1,44.0,27.0
GYG2,0.0,0.0
TIMELESS,18.0,10.5
BCL10,58.5,33.0
HERC3,5.5,9.0
HERC1,5.0,6.0
SNURF,6.0,4.5
BSN,1.0,1.5
FOXH1,0.0,0.0
MBD4,24.0,14.5
MBD2,20.5,13.0
RTL8C,3.0,0.5
RAB29,26.5,19.0
SKAP2,18.0,17.0
WASF1,0.0,0.0
BAIAP3,0.0,0.0
FUBP3,22.5,13.5
KYNU,0.5,0.0
AP3D1,87.0,62.5
SNORD73A,36.5,26.5
BTRC,21.0,13.0
H2AC11,1.0,0.0
H1-10,58.5,41.0
CHRNA6,0.0,0.0
USP13,19.0,13.5
WASL,37.0,24.0
PLOD3,2.5,2.5
RPS6KA4,46.0,24.5
STBD1,23.5,16.5
ATP6V0E1,112.0,72.5
LIMD1,83.5,64.5
NOL3,0.5,0.0
F2RL3,17.0,7.0
TAF1C,17.5,12.5
TAF1B,4.5,3.0
TAF1A,1.0,1.5
SLC25A14,4.0,3.0
MPZL1,31.5,12.0
MAP3K14,18.0,17.5
SOCS3,103.5,139.5
BRSK2,0.0,0.0
RNF8,12.5,10.0
HIP1R,1.0,0.0
RHBDL1,0.0,0.0
BAZ1B,136.5,81.0
CCRL2,3.0,3.0
UBA3,15.0,13.0
UBE2M,53.0,28.5
SPAG9,53.0,47.0
BTAF1,41.0,45.5
RPL14,5.0,5.0
DOK2,50.0,61.5
SH2D2A,0.0,0.5
ARTN,1.5,1.0
AIP,7.5,5.0
PSTPIP2,28.5,33.0
PSTPIP1,0.0,0.0
MAP7,0.0,0.0
NFS1,19.5,14.5
PRC1,111.0,69.5
SLC7A7,4.0,2.0
SLC7A6,58.0,46.5
PAPSS2,0.0,0.0
PAPSS1,2.0,1.5
PIAS2,9.5,6.0
MAP3K6,0.0,0.0
SYT7,0.0,0.0
CLDN12,44.5,37.0
ASH2L,53.5,38.0
EIF1AY,3.0,1.0
TMSB4Y,0.5,1.5
PKMYT1,7.5,5.5
PIGQ,5.0,3.5
SART1,5.5,4.0
DNAJA3,0.5,0.5
UNC119,15.0,11.0
TBX19,1.0,1.0
USP14,38.0,33.0
USP6,0.0,0.0
USP2,48.5,39.0
USP10,36.0,21.5
USP8,40.5,29.5
FCGR2C,0.5,0.5
MTMR6,32.0,33.5
MTMR7,0.0,0.0
MTMR4,47.0,36.0
NMI,10.0,5.0
MTA1,33.5,16.5
LATS1,249.5,156.5
ATP6V0D1,33.0,22.5
SEC22C,32.0,25.5
SLC16A6,1.0,0.5
SLC16A5,1.0,0.0
SLC16A4,0.0,0.5
SLC16A3,52.0,46.0
PDLIM1,27.5,14.0
CNOT9,206.0,135.5
SMC3,12.5,5.0
P2RX6,0.0,0.0
PRPF4,88.5,100.5
PRPF3,20.0,9.0
FAM50A,0.0,0.0
AIFM1,33.5,28.0
KCNQ4,1.5,0.5
CCNB2,8.5,4.5
CCNE2,65.5,47.5
RABEP1,104.0,78.0
RRP9,4.5,2.0
ARHGEF1,6.5,6.5
CBFA2T2,29.5,18.5
ATG12,93.0,80.0
PDCD5,3.0,4.5
SYNGR3,4.0,1.0
SYNGR2,47.0,29.5
SYNGR1,14.5,7.0
HGS,23.5,18.5
NEMF,13.5,9.5
DYRK1B,6.5,2.5
CTDP1,45.0,34.5
EXO1,8.0,4.5
FIBP,0.5,0.0
PCSK7,16.5,12.0
EBAG9,25.5,25.5
COX7A2L,79.0,48.0
TMSB10,59.0,38.0
SCAF11,74.5,58.5
LPAR2,12.5,7.5
MYOM2,0.0,0.0
MAP3K13,1.0,0.0
AP4M1,4.0,2.5
ARHGEF2,312.5,123.5
ZW10,10.0,4.0
BUB3,119.0,71.0
REPS2,0.5,0.0
SLC24A1,1.5,0.5
DDX21,686.5,583.5
ZBED1,154.5,92.5
DEDD,48.0,35.0
SLC16A7,0.0,0.0
KCNAB3,2.0,1.5
SLC33A1,15.5,11.0
HACD1,0.0,0.0
ZMYM4,44.5,36.0
ZMYM3,16.5,8.0
ZMYM6,1.5,1.5
ZMYM5,15.0,10.0
LRRFIP1,71.0,54.0
LRRFIP2,4.0,1.0
AURKB,104.0,78.5
XPR1,39.0,21.5
FCMR,1.0,2.0
VAPB,99.5,82.5
VAPA,137.5,111.0
MTA2,59.5,35.0
TIAF1,4.0,4.5
NOLC1,238.5,170.5
MAGI1,1.5,0.5
RAB11B,16.5,12.5
PTTG1,0.5,1.5
CCPG1,51.0,17.0
TBRG4,16.5,14.5
PNMA1,25.0,19.5
NOG,3.0,8.0
CRLF1,0.0,0.0
UBE2L6,2.0,0.5
DHRS3,0.0,1.0
RPS6KA5,10.5,10.5
NUMBL,8.5,9.0
CACNA2D2,0.0,0.0
AIMP1,37.5,30.0
TSPOAP1,1.0,1.0
MFHAS1,38.5,19.5
PDLIM7,26.5,15.0
MAPKAPK2,192.5,130.5
STK17B,115.5,129.5
STK17A,15.0,10.5
CYTH3,32.5,26.5
CYTH2,38.0,17.5
CYTH1,27.0,24.0
ITGB1BP1,26.5,19.5
BCL7C,1.0,1.0
BCL7B,154.5,104.0
COPB2,121.5,104.0
MED14,13.0,11.0
GPR55,5.0,2.5
S1PR2,6.5,2.5
SRSF11,67.5,50.0
ATP6V1F,23.5,11.0
SNORD29,41.0,27.5
SNORD31,42.5,26.0
SNORD30,27.5,10.0
SNORD28,18.0,13.5
SNORD27,47.5,30.5
SNORD26,41.5,25.5
SNORD25,31.0,21.5
SNORD22,135.0,95.5
SOCS6,57.0,35.5
CD83,47.5,260.5
ZNF235,4.5,3.0
ASIC3,0.0,0.0
KLF4,15.0,10.0
NREP,29.0,12.5
PTER,49.0,45.5
COPS2,89.0,89.5
TRIP13,25.0,22.5
TRIP12,62.5,36.0
TRIP11,22.5,16.5
TRIP10,7.0,5.5
HMGN3,11.0,6.0
TRIP4,5.0,4.0
ZNHIT3,0.5,0.5
GTF3C5,14.5,9.5
GTF3C4,216.5,139.5
GTF3C3,13.0,6.0
B4GALT6,8.0,1.5
TGM5,18.5,6.0
B4GALT5,576.5,263.0
CNOT8,152.0,118.5
VAMP3,91.5,83.0
SNAP29,64.0,46.0
EFTUD2,25.0,21.0
TAOK2,18.0,11.0
RPL23,24.0,16.0
SLC9A3R2,0.0,0.0
TXNL1,73.5,43.5
UBE4A,51.5,50.5
LHX2,0.0,0.0
PPIG,7.0,6.5
LONP1,152.0,138.5
RAB33A,1.0,1.0
RAB28,8.5,5.0
KL,0.0,0.0
RAB9A,23.5,19.5
SLC9A3R1,86.0,43.0
KIF3B,69.5,34.5
ZFYVE9,0.0,0.0
PLAA,20.5,18.0
TM9SF2,25.5,21.0
COX5A,11.5,7.0
NRXN2,2.0,0.5
GRHPR,4.0,2.5
COG1,0.5,0.0
TSIX,0.0,0.0
CIAO1,88.0,82.5
TGFBRAP1,69.0,44.0
HS6ST1,44.5,18.5
NMT2,0.5,1.0
CD101,1.0,1.0
STOML1,3.5,1.0
RECQL5,7.0,4.5
RECQL4,2.0,2.5
GRAP2,0.0,0.0
SELENOF,69.0,35.0
LPXN,29.0,16.5
ZRANB2,107.0,89.5
PEX16,3.0,2.0
SNRNP40,32.0,27.5
MED21,58.5,37.0
TJP2,4.5,4.5
FADS2,56.5,30.0
DDX23,50.0,36.5
CRIPT,17.0,12.0
ZNF264,61.5,29.0
NTN1,0.0,1.0
KCNK6,35.5,29.0
CDYL,37.5,21.5
CHST2,6.5,3.0
MED23,7.5,9.5
MED17,25.0,17.0
MED26,119.5,62.0
MED27,7.5,4.5
MED7,5.5,4.0
QKI,194.5,149.0
ITM2B,19.5,10.0
GSTO1,3.5,2.0
MAP4K4,83.0,52.0
LY86,2.5,1.5
EIF2AK3,14.0,9.5
GGPS1,8.5,6.0
HOMER3,12.0,12.0
HOMER2,0.0,0.0
HOMER1,13.5,10.0
ARHGEF6,39.5,32.5
RASAL2,98.5,57.5
PICK1,1.5,1.0
AKAP7,6.5,2.5
IL27RA,5.0,3.5
SH3BP5,5.0,2.5
EIF4E2,78.5,46.5
THEMIS2,15.0,31.0
ATG5,60.5,48.0
ROCK2,42.5,36.0
MED20,80.0,45.5
MAPK8IP1,0.0,0.0
ONECUT2,224.0,147.0
STX8,2.0,1.0
CHST10,37.5,22.0
PIGL,4.0,3.0
PIGB,4.0,3.0
PGS1,25.5,21.0
PSMF1,51.5,31.5
KIF23,27.5,17.0
AKAP5,0.5,1.5
SLC4A7,14.0,15.5
SLC4A8,1.0,0.5
MAGED1,0.0,0.0
RPH3AL,0.0,0.0
ADAMTS4,1.0,0.0
PMPCB,5.0,5.0
FXR2,27.5,18.0
STXBP5L,0.0,0.0
LITAF,22.0,15.5
SPTLC2,533.0,419.5
TBPL1,21.0,9.5
NPEPPS,24.5,12.5
EEF1E1,3.5,7.5
SCAMP1,41.0,23.5
TECR,0.0,0.0
VPS4B,69.5,35.5
MPDU1,33.5,15.5
GOSR1,151.5,91.0
TMEM59,17.5,12.5
BAG5,274.0,193.0
BAG4,188.0,134.0
BAG3,17.0,11.5
BAG2,38.0,28.0
POLR1C,23.5,22.0
ZNF254,55.5,52.5
GMFG,10.0,13.0
TP53I11,0.5,1.5
EI24,153.0,104.5
TP53I3,0.0,0.0
CIR1,12.5,7.0
RAB3D,259.5,114.0
APBA3,0.0,1.0
ATP6V1G1,47.5,37.0
ATP5MF,4.5,4.5
SPAG7,10.5,7.5
MRPL33,56.0,51.0
SEC22B,14.5,11.0
MACROH2A1,132.0,75.0
ATP5MPL,16.5,13.5
CHD1L,5.0,3.0
VPS26A,67.0,62.5
MINPP1,8.0,3.0
H6PD,17.0,7.5
GTPBP1,53.5,34.5
GTF2IRD1,2.5,1.5
GOSR2,94.0,84.0
NR1D1,6.0,4.5
CLOCK,51.0,34.5
BABAM2,6.0,3.5
CDC42BPB,1.0,0.5
SOX13,2.5,1.0
PREPL,21.0,18.5
ENTPD4,32.0,21.5
RBM39,396.0,352.5
KIF20B,12.0,11.0
CREB5,6.5,3.0
MAD2L1BP,66.0,44.5
PRDX6,18.5,9.5
WTAP,187.0,133.0
IER2,338.0,377.0
CYTIP,36.5,67.5
PITPNM1,0.5,0.5
PDIA4,19.5,9.5
NFE2L3,14.5,14.0
RNF14,33.0,14.0
VPS9D1,0.5,0.5
RAB36,1.5,1.5
RIN1,3.5,4.0
NCOR1,34.0,29.5
NCOR2,23.5,15.0
RNF7,74.5,50.5
MTRF1,3.5,2.5
TRAF4,23.5,19.0
CELSR1,0.0,0.0
AATK,0.0,0.0
GNA14,0.0,0.0
NUP155,2.0,2.0
SEC24C,62.0,51.5
TESMIN,16.0,8.5
ISG15,0.0,0.0
FEZ2,13.0,15.5
FEZ1,0.0,0.0
ZNF592,129.0,53.5
IKBKE,14.5,8.5
MORF4L2,22.5,22.0
SH3PXD2A,1.5,0.0
MICAL2,37.5,33.5
CTR9,10.0,10.0
PPM1F,38.5,21.0
GCC2,9.5,8.0
RALGPS1,2.0,0.5
MTFR1,34.5,12.5
TTC37,2.0,2.0
HS2ST1,30.5,14.5
TTLL4,5.5,4.0
SOCS5,36.5,29.0
IQCB1,67.5,71.5
ZNF516,535.5,320.0
PDE4DIP,0.0,0.0
CEP135,16.5,11.0
LPIN2,60.0,76.5
MARF1,1.0,1.0
DZIP3,1.0,0.5
SAFB2,7.0,4.5
ZNF432,37.0,31.5
EIF5B,50.5,42.5
IPO13,2.0,2.5
SDC3,0.0,0.5
SLC25A44,158.0,107.5
KIAA0040,3.5,1.5
TTI1,8.0,6.5
PPIP5K1,7.0,6.0
PHF14,4.0,8.5
FAM53B,246.0,114.5
DEPDC5,5.0,5.0
KDM4A,54.0,33.0
N4BP1,28.0,19.5
LRRC14,105.5,69.5
CLINT1,74.0,61.5
VGLL4,117.5,94.5
GREB1,0.5,0.0
NUP93,2.5,2.0
BZW1,55.0,56.5
UBE3C,85.5,44.0
PRORP,4.0,2.5
RAPGEF2,26.0,23.0
EMC2,10.0,9.5
EDEM1,327.0,312.5
CROCC,0.0,0.0
TRAM2,55.5,33.0
PUM1,124.5,92.0
ESPL1,2.5,1.0
PPP6R2,4.5,1.5
CEP57,28.5,26.5
KIAA0100,24.5,23.5
DHX34,9.0,8.0
ULK2,4.5,3.5
PCDHGA8,84.0,43.5
HERPUD1,110.0,104.5
RUBCN,10.0,12.0
USP6NL,11.5,4.5
FAM131B,0.0,0.0
AQR,1.5,0.5
ECE2,3.0,1.0
ADAMTSL2,1.0,0.5
CCDC144A,0.0,0.0
UTP14C,47.0,29.5
TMEM63A,1.0,1.0
ZNF646,31.0,13.0
SECISBP2L,20.5,14.5
DCAF1,17.5,12.5
CEP104,6.0,5.5
DOCK4,0.0,0.0
SART3,35.5,21.0
HDAC9,18.0,13.5
KNTC1,0.0,2.0
USP34,17.0,10.0
GPRASP1,0.0,0.0
CCP110,71.0,45.0
SETD1A,44.0,21.0
LAPTM4A,21.0,18.0
IFT140,0.5,1.0
ARHGAP32,17.5,7.5
ACAP1,0.0,0.0
ZNF536,3.0,1.5
CLSTN3,4.5,2.5
TCAF1,5.0,6.0
SLK,40.5,17.5
PHACTR2,46.5,42.0
SNPH,0.0,0.0
ZSCAN12,75.0,47.0
STARD8,46.5,36.5
TBKBP1,11.5,7.5
KMT2B,12.5,5.5
HDAC4,133.0,98.0
TOX,0.0,0.5
MLEC,421.5,243.5
LZTS3,0.5,0.5
KIAA0513,2.5,2.5
ZFYVE16,2.5,2.0
SUSD6,153.0,90.0
JADE3,15.0,13.5
PCLAF,30.0,19.5
RASSF2,319.5,198.0
TMEM94,4.5,2.5
BCLAF1,181.0,146.0
EIF4A3,30.5,22.0
ATG13,133.0,70.0
TM9SF4,81.5,50.5
KIAA0232,147.5,83.5
TBC1D5,100.0,66.0
PIEZO1,4.5,5.5
RNF144A,128.0,97.0
MATR3,79.0,68.0
RIMS3,8.0,5.0
SNX17,38.5,21.0
DHX38,7.5,4.0
KIAA0586,4.0,2.0
DLGAP5,4.5,2.0
MTSS1,0.0,0.0
SPCS2,4.5,2.0
BMS1,17.0,10.5
PTDSS1,160.0,124.5
SERTAD2,266.5,120.5
CKAP5,19.5,9.0
MAML1,156.5,118.5
PHYHIP,1.0,0.5
TATDN2,94.0,82.0
IST1,153.0,108.5
MRPL19,86.0,44.5
DAZAP2,310.0,243.0
TOMM20,384.0,279.0
SPOCK2,0.0,0.5
IP6K1,143.5,86.5
RNF40,76.0,55.0
CTIF,16.5,7.5
DELE1,24.0,21.0
EFCAB14,164.0,106.0
SFI1,0.0,0.0
GIT2,83.0,62.0
URB2,48.0,31.0
KEAP1,127.0,85.5
NUP58,49.5,41.0
TSC22D2,25.5,21.5
CUL7,0.0,0.0
RB1CC1,19.5,16.5
ARHGAP11A,14.0,6.0
SPATA2,91.0,57.0
ARHGEF11,1.5,0.0
RGP1,1.5,2.0
ARHGEF17,2.5,1.0
DNAJC6,0.0,0.0
TRIM14,64.0,31.0
ZNF623,1.5,2.0
MELK,8.0,3.5
LCMT2,74.5,62.0
GINS1,57.5,29.5
ZEB2,1111.0,750.0
TESPA1,0.0,0.0
ZBTB24,75.5,46.0
HEPH,0.0,0.0
ELMO1,43.5,29.5
GAB2,369.5,180.5
C2CD5,13.0,11.5
ZNF518A,41.0,27.0
KIAA0753,19.5,9.5
EPM2AIP1,179.0,130.5
RUSC2,0.5,0.5
C2CD2L,26.5,14.0
FARP2,0.5,1.0
CEP350,141.5,107.5
PPP1R26,3.5,1.0
CEP170,0.5,0.0
LRIG2,19.5,15.5
PSMD6,2.0,1.5
MED24,18.0,14.0
MAGI2,1.0,2.5
TRIM66,23.0,17.5
PJA2,91.5,71.5
TOMM70,139.5,109.0
SETDB1,17.5,7.0
AREL1,64.0,56.0
SEC24D,7.0,6.0
FCHSD2,131.0,72.5
TLK1,27.5,8.0
URB1,27.0,20.5
ZC3H11A,72.5,50.5
TOX4,44.0,26.0
DDX46,18.0,12.5
ZBTB39,170.5,108.5
TRANK1,1.0,0.0
TBC1D4,0.5,0.5
POM121,63.5,42.5
OSBPL2,27.5,22.0
RHOBTB1,1.0,0.5
SMG7,118.0,80.0
ZBED4,138.5,85.5
NUAK1,13.0,8.5
TELO2,10.0,7.0
TECPR2,10.0,6.0
FIG4,0.0,0.5
WASHC5,5.5,1.0
UBAP2L,34.0,23.0
SV2B,9.5,5.0
SV2A,1.5,0.0
SRGAP3,11.0,7.5
MRC2,35.5,26.5
KLHL21,353.0,217.5
RBM19,17.5,5.5
SGSM2,2.5,5.0
SLC35E2A,54.5,29.0
AP5Z1,14.0,12.5
G3BP2,281.5,198.0
DENND4B,40.0,33.5
RABGAP1L,29.0,24.5
TMCC2,0.0,1.0
ARHGAP44,96.0,59.0
SUPT7L,25.5,20.0
FAM20B,107.0,77.0
NCAPD2,26.0,23.0
SEC16A,96.0,72.5
KBTBD11,7.5,1.5
RNF10,12.5,9.5
IQSEC1,42.0,25.0
ZBTB40,66.5,42.5
PAN2,2.5,2.5
ZBTB5,101.5,54.5
LPGAT1,0.5,2.0
MFN2,83.5,65.5
KIF14,16.0,16.0
JOSD1,97.5,162.0
HELZ,67.0,54.0
PUM3,16.0,13.5
CD302,31.0,21.5
DCLRE1A,6.5,7.5
ARHGAP25,14.0,9.0
RBM8A,61.5,38.0
DLEC1,0.0,0.0
EXOG,16.5,12.5
XYLB,9.0,2.5
OXSR1,88.0,70.5
CRYZL1,2.0,2.0
WDR1,126.0,111.5
AMMECR1,55.5,34.0
GOLGA5,20.0,13.5
HS3ST4,0.0,0.0
HS3ST3B1,104.5,59.5
USP15,61.5,42.5
USP3,75.5,55.0
MVP,0.5,0.0
SLC23A2,153.0,119.5
SLC23A1,0.0,0.0
TNFSF15,0.0,0.0
THRAP3,107.0,73.5
MED12,2.0,0.5
MED13,96.5,66.0
NR1I3,0.0,0.0
NUP153,98.5,63.0
CCS,0.5,0.0
NR1D2,34.0,28.5
RBX1,6.0,4.0
DOP1B,5.5,4.0
THOC1,1.5,0.0
REC8,1.0,0.0
RCE1,12.0,6.0
HNRNPDL,493.5,360.5
DMTF1,47.5,48.5
PPP4R1,52.5,53.5
SLC12A6,31.0,29.0
PTBP3,323.5,261.5
DGCR2,105.5,54.0
CASP8AP2,6.5,5.0
SCO2,4.5,2.5
AKT3,0.0,0.0
MED6,21.0,19.5
NR2E3,0.0,0.0
NAALAD2,0.0,0.0
NAALADL1,0.0,0.0
ACOT8,0.5,0.5
ABI1,23.0,17.5
GNPDA1,25.5,18.5
KCNE3,59.5,26.0
ZBTB33,491.0,338.0
TANK,5.0,3.0
SRA1,45.0,35.0
HDAC6,10.5,7.0
HDAC5,5.5,5.0
PDCD6IP,37.0,37.0
PDCD6,25.5,29.0
BCL2L10,10.0,4.0
BCL2L11,291.5,188.5
SH2B3,510.5,561.5
GNE,77.0,51.0
FRAT1,100.5,89.0
TROAP,4.0,1.5
MED16,0.0,0.0
PIGK,8.0,3.0
CHAF1A,32.0,28.0
PARP2,0.0,0.0
PARP3,0.0,0.5
TOM1L1,0.5,0.5
HMGXB4,176.5,111.5
TOM1,4.5,5.5
SH2D3C,7.0,6.0
SH2D3A,0.0,1.5
RANBP9,85.5,80.0
DNAJB6,50.5,36.5
SMC4,99.5,89.5
GJC1,0.0,0.0
UBA2,69.5,46.5
SAE1,146.0,104.5
FARSB,44.0,37.0
ABCC5,6.5,7.5
ABCB6,0.0,0.0
DNM1L,18.5,15.5
ABCF2,32.5,29.5
NR1H3,0.0,0.0
COX17,2.0,1.5
SCAMP2,70.0,43.5
IL18BP,6.5,2.5
RWDD2B,22.0,15.0
DPP3,8.0,5.5
SNUPN,10.0,8.5
HUWE1,25.5,23.0
PTPRU,1.5,0.5
TSPAN32,0.5,0.0
TSSC4,8.5,8.0
ATP9A,0.5,0.0
PDCD7,93.5,60.0
PQBP1,0.5,0.5
CERT1,27.0,25.0
KCNK7,0.0,0.0
UST,0.0,0.0
ARPC5,126.0,92.0
ARPC4,130.0,81.5
ARPC3,33.5,19.5
ARPC1B,12.0,7.5
ACTR3,116.5,109.5
ACTR2,278.5,213.0
TSPAN5,0.0,1.0
TSPAN3,66.5,46.5
TSPAN2,0.0,2.5
NUBP2,8.5,6.0
TSFM,35.5,22.5
PPIF,521.0,401.5
CTDSP2,206.5,99.0
ARPC2,69.5,43.0
RAD50,23.5,17.5
KIF20A,15.0,4.5
PREB,223.5,145.5
HIPK3,209.5,169.0
FEM1B,278.0,190.5
ACTR1B,21.5,23.0
ACTR1A,85.0,41.5
ARL4C,87.5,45.0
ARL4A,78.0,46.0
RASGRP1,0.0,0.0
DNAL4,11.5,6.0
ZNF263,142.0,111.0
LRPPRC,50.0,29.0
FRY,53.0,37.0
PDIA6,88.5,61.0
TRAP1,2.5,2.5
OPTN,0.5,0.5
BCAP31,19.0,9.0
NAMPT,20.5,21.0
RBM12,141.5,112.5
YAF2,36.0,21.5
ARFRP1,15.0,9.5
TOB1,21.5,20.5
AKAP9,2.0,1.5
FAM13A,0.0,0.0
G3BP1,96.0,67.5
SUGP2,139.5,66.5
ADGRG2,0.0,0.0
HNRNPA3P1,3.5,3.5
ABI2,12.5,13.0
CEBPZ,2.0,1.5
PLXNC1,11.0,5.5
TRIM28,33.5,25.5
RASA4,0.0,0.5
ATP6AP2,20.0,21.5
FARP1,0.0,0.0
LPCAT3,11.5,10.0
WASF2,295.0,161.5
CHST4,3.0,1.0
SLC25A13,24.5,15.5
SLC25A15,26.5,19.0
ZNF197,28.5,15.5
SERF2,106.0,74.0
DHRS9,2.5,2.0
RCL1,34.5,21.0
ZNF256,1.5,3.0
SORBS3,9.5,5.5
CNIH1,20.0,11.5
RBM7,47.5,33.5
RBM6,0.5,0.0
RBM5,49.0,36.0
LHFPL2,18.0,13.5
LHFPL6,0.0,0.0
TNK2,4.5,3.5
ALYREF,24.5,17.5
TXNDC9,18.5,11.5
RNF41,357.0,252.5
TSHZ1,127.0,60.0
ALG3,58.0,30.5
PRMT3,18.5,13.5
PSME3,253.0,162.0
MPHOSPH9,38.5,29.5
MPHOSPH10,0.5,0.5
MPHOSPH6,11.5,12.5
NME6,45.0,29.5
DHRS2,0.0,0.0
NUTF2,43.0,26.5
MPZL2,0.0,0.5
TRIM13,116.0,59.0
USPL1,11.5,4.0
EIF1,575.5,472.5
TOPORS,20.5,14.5
DDX39A,316.0,191.0
PSMD14,17.5,6.0
PRG4,0.0,0.0
CTDSPL,1.5,0.0
KLRG1,0.5,0.0
GDF11,32.5,21.0
