,DMSO,YLK
ZFY,219.0,176.0
ZIC2,157.0,84.5
ZNF2,100.5,51.5
ZNF3,796.5,477.0
ZNF7,44.0,32.5
ZNF8,84.5,41.5
CNBP,15337.0,14066.0
ZNF10,46.0,36.5
ZNF12,627.5,456.0
ZNF708,372.0,308.0
ZNF16,62.0,38.5
ZNF17,43.5,31.0
ZNF18,105.0,65.5
ZNF19,9.5,10.5
ZNF20,11.5,5.0
ZNF182,217.0,156.0
ZNF22,872.0,770.0
ZNF23,93.5,64.5
ZNF24,3320.5,2579.0
ZNF26,183.5,190.0
ZNF28,142.0,122.5
ZSCAN20,30.0,10.5
ZNF32,64.0,44.0
ZNF33A,940.0,804.0
ZNF33B,313.0,218.0
ZKSCAN1,3663.0,2501.5
ZNF37A,2467.0,2229.5
ZSCAN21,34.5,29.5
ZNF41,225.5,184.0
MZF1,170.5,98.5
ZNF43,8.0,5.5
ZNF45,283.5,201.0
ZBTB25,435.0,287.0
ZNF70,179.0,88.5
ZNF74,510.5,323.5
ZNF75D,228.5,159.5
ZNF75A,166.5,150.0
ZNF76,287.0,168.0
ZNF79,26.0,22.0
ZNF84,402.0,322.0
ZNF221,14.5,8.5
ZNF91,172.5,129.0
ZNF121,81.0,72.5
ZNF124,971.5,602.0
MKRN3,37.5,26.0
MKRN7P,2.0,3.0
ZNF131,515.5,470.0
ZNF132,22.5,10.5
ZNF133,15.0,6.5
ZNF134,800.5,514.5
ZNF136,192.0,130.0
ZNF138,476.0,430.5
ZNF140,262.5,221.0
ZNF141,7.5,7.0
ZNF142,1130.0,575.0
ZNF143,203.5,174.0
ZBTB16,17.5,8.5
ZNF146,5277.5,4524.5
TRIM25,7102.0,5663.5
ZNF148,860.0,731.0
ZBTB17,17.0,9.0
ZNF154,66.5,48.5
ZNF155,174.0,92.0
VEZF1,980.5,709.5
ZNF165,3.0,1.5
ZNF174,65.5,39.0
ZNF175,116.5,65.5
ZNF177,27.0,17.0
ZNF180,161.5,106.5
RNF113A,22.5,17.5
ZNF184,38.5,28.5
ZNF185,3325.0,2457.0
ZSCAN26,142.5,101.5
ZNF189,1873.5,1564.0
ZKSCAN8,1220.0,881.0
ZSCAN9,47.0,24.5
ZNF195,2336.5,1876.0
ZMYM2,492.0,442.5
ZNF200,365.5,230.0
ZNF202,385.0,240.5
ZNF207,2700.5,2329.5
ZNF213,359.0,183.0
ZFAND5,1446.0,1169.0
ZNF217,973.5,744.0
ZNF223,3.0,2.5
ZNF224,371.0,275.5
ZNF225,152.0,90.5
ZNF226,36.0,25.0
ZNF227,128.5,76.5
ZNF229,244.5,136.0
ZNF230,103.0,73.5
ZNF232,9.5,3.5
ZNF236,250.5,174.0
SLC30A1,100.5,66.0
SLC30A3,32.5,18.0
MAP3K12,306.0,214.5
ZXDA,55.0,27.5
ZYX,2637.0,1309.0
LUZP1,1146.5,668.0
PRDM2,412.0,302.0
DNALI1,107.5,93.0
PTP4A1,2877.0,2791.0
LRP8,1867.0,1452.5
LAPTM5,16898.0,15221.0
CSDE1,8938.5,8013.5
EVI5,405.5,304.5
DAP3,719.0,525.5
BTG2,970.0,2181.5
ALMS1,22.0,19.0
MOGS,168.5,117.0
RNF103,79.5,69.0
TUBA1A,71.0,52.5
PAX8,16.5,9.5
CXCR4,514.0,295.5
FZD5,180.5,109.5
SCG2,0.0,1.5
BRPF1,437.5,237.5
IFRD2,815.5,492.5
MAPKAPK3,4165.5,2452.5
SLMAP,829.5,721.5
MANF,732.5,563.5
USP7,9264.0,6749.5
RAB7A,11354.5,7784.5
KCNAB1,24.0,29.5
SLBP,2685.5,2210.5
ST8SIA4,1058.0,909.5
REEP5,510.0,482.0
DEK,7068.0,6899.0
ALDH5A1,1877.5,1442.0
DDX39B,20.0,10.5
SLC39A7,2.0,4.0
LST1,11.0,5.5
TFEB,111.0,42.0
EPM2A,270.5,184.5
AIMP2,371.0,261.5
MAFK,1629.0,921.0
FZD3,243.5,213.5
MTERF1,348.5,283.5
SEM1,908.5,749.5
ST7,134.5,85.5
ZNF212,290.0,178.0
UBXN8,517.0,428.0
KAT6A,1163.5,841.0
PSCA,7.5,2.5
NR4A3,7.0,564.0
BRD3,2621.5,1522.0
NUP214,453.0,321.0
STAM,145.0,123.5
MLLT10,721.0,572.0
CCDC6,1886.5,1483.5
NCOA4,4634.0,4163.5
SLC25A16,150.0,125.0
SHOC2,1370.0,1219.5
ADAM12,6.0,6.0
PDHX,459.0,464.5
FOSL1,1077.5,614.5
CUL5,1306.5,1240.5
PTP4A2,6605.0,5113.5
USP5,829.5,449.0
MLF2,6479.0,3798.5
KMT2D,2302.5,1210.0
AAAS,51.0,37.0
FXR1,909.5,676.0
YEATS4,444.5,354.0
CDK2AP1,901.5,781.5
IFT88,5.0,4.0
PABPN1,6335.5,3385.5
DPF3,16.5,12.0
GPR68,26.5,35.5
ANP32A,9927.0,7808.5
NPRL3,566.5,307.5
GAN,123.5,75.0
SLC7A5,11226.5,6656.5
RND2,5.5,2.5
COIL,502.5,363.0
AKAP1,1312.5,1071.0
SLC14A2,4.5,1.5
MADCAM1,3.0,0.5
SF3A2,251.5,200.5
ELL,983.0,490.0
SYMPK,109.5,76.5
CLPP,434.5,267.5
DPF1,16.5,17.5
MKKS,1640.5,1209.0
NCOA3,888.5,654.0
NRIP1,1058.5,838.0
CHAF1B,297.5,229.0
GATD3A,373.0,245.0
LZTR1,886.5,457.0
CLTCL1,428.0,268.0
ESS2,961.5,546.0
GTPBP6,383.0,237.5
PUDP,688.5,569.5
AKAP17A,633.5,499.0
PNPLA4,30.5,24.5
ZRSR2,1.0,4.0
USP11,293.5,165.5
USP9X,858.5,748.5
RBM10,263.5,181.0
KDM5C,798.5,540.0
SMC1A,5907.5,4228.0
NAA10,187.5,131.5
F8A1,77.5,53.0
UBL4A,2029.0,1106.0
TMEM187,58.0,44.0
LAGE3,261.0,180.0
SLC10A3,78.0,68.5
TKTL1,19.5,19.0
KDM5D,212.0,145.5
USP9Y,6.0,7.0
EPX,5.5,4.0
ARID1A,3843.5,2843.5
COLQ,37.5,21.5
SERF1A,4.5,4.0
TRRAP,620.0,451.5
PICALM,1777.5,1575.5
SNN,1031.5,575.5
ACOX3,321.5,230.0
AXIN1,2741.0,1352.5
AXIN2,7.5,2.0
BAP1,1648.0,949.5
BRAP,546.0,424.5
CDC7,846.0,747.5
CDC45,79.5,60.0
FZD1,227.5,178.0
FZD6,47.5,37.5
FZD7,143.5,81.0
FZD8,32.0,16.0
FZD9,5.0,0.5
H2AC13,2.5,4.0
H2AC14,7.0,3.5
H2AC16,3.0,3.5
H2AC6,27.0,13.0
H2AC17,5.0,4.5
H2AC20,15.5,15.0
H2BC13,3.0,1.5
H2BC9,6.0,3.0
H2BC4,2.5,0.5
H2BC17,1.5,0.0
H2BC21,56.0,34.5
H3C3,4.0,1.5
H3C10,14.5,11.5
H4C1,3.0,1.5
H4C11,8.5,3.5
H4C3,36.0,21.5
HYAL3,308.0,194.5
MAD1L1,123.5,71.0
PIP5K1A,644.5,366.0
PIP5K1B,23.5,17.5
PIP4K2B,29.5,14.0
PLA2G6,84.0,42.0
SLC25A11,1069.5,597.5
SPOP,1372.0,1018.0
SRPX,3.0,3.0
TAGLN2,13169.0,7555.5
ULK1,420.5,225.5
UXT,2349.0,1568.5
EEA1,510.0,445.5
ANXA9,77.0,52.0
STX7,659.5,572.5
CMAHP,412.5,488.5
LTBP4,64.5,37.0
ZNF282,897.0,439.5
STK24,1685.5,1218.5
UTF1,45.5,34.5
RECK,100.0,82.0
RAD54L,138.0,75.5
NSMAF,2081.5,1584.0
NCK2,1529.5,943.0
GNPAT,563.0,433.5
DYRK2,647.5,518.0
DUSP11,80.0,65.5
DOC2A,619.5,374.5
CUL4B,1338.5,1267.5
CUL4A,1712.5,1381.0
CUL3,727.5,609.5
CUL2,517.0,412.5
CUL1,316.5,211.0
ATRN,4046.5,2599.5
TTF2,766.0,630.0
TPST2,375.5,264.5
KLF11,532.0,445.0
TEAD2,23.5,14.0
SUPT3H,95.5,63.0
SMARCA5,984.0,897.0
OGT,1753.0,1360.5
GPR65,34.0,45.0
HIRIP3,451.5,293.5
RAE1,389.5,280.0
OFD1,35.5,26.5
SEMA7A,147.5,79.5
GEMIN2,83.0,52.5
RGS5,92.5,71.0
MAP4K3,93.5,67.5
PRSS12,32.5,26.0
PPM1D,162.5,114.0
PPFIBP2,61.0,36.5
PPFIBP1,284.0,205.0
PPFIA4,81.0,43.5
RANBP3,1384.5,733.0
PPFIA1,309.5,236.0
SLC43A1,741.5,462.0
PKP4,680.5,545.0
PIK3R3,407.0,269.0
PEX3,78.0,74.0
PARG,990.0,777.0
CNTNAP1,8.5,2.5
ENC1,74.5,120.0
NIPSNAP1,974.5,621.5
NDST2,126.5,73.0
MBL1P,4.5,2.5
KCNAB2,17077.0,8918.0
ELP1,348.0,301.5
IFITM1,580.5,363.0
HAT1,566.5,457.5
GAS7,318.0,164.0
DGKZ,680.5,407.0
DGKE,844.0,886.0
DGKD,1055.0,653.0
CST7,35.5,37.0
YBX3,4130.5,3534.0
COPS3,974.5,735.0
CBX4,441.0,357.5
CAMK1,43.5,19.5
API5,3762.0,3475.5
AGPS,2805.0,2787.0
PPFIA3,404.0,224.5
APOL1,37.0,25.5
LMO4,836.0,702.0
PIR,7.0,3.5
CGGBP1,3782.0,3518.0
AP3B1,772.0,538.5
BLZF1,231.5,206.0
MAPKAPK5,104.5,96.0
INE2,70.0,55.0
INE1,27.5,18.5
BHLHE40,237.0,165.0
PIAS1,1042.5,864.0
CDC14B,66.0,52.5
CDC14A,191.5,165.5
TCAP,5.0,2.5
CDK10,471.0,252.5
PRPF18,218.0,184.0
DEGS1,1520.0,1200.0
DENR,3326.5,2873.5
THOC5,105.5,62.5
KMO,3535.5,3546.0
YARS1,2908.0,1921.5
PDXK,3192.0,1694.0
MADD,835.5,501.5
RRP1,577.5,352.5
MKNK1,3363.5,2011.0
KHSRP,8169.5,5378.0
CASK,17.5,12.5
AKR7A2,1967.5,1260.0
PRKRA,292.5,248.5
STK16,393.0,249.5
TMEFF1,3.5,1.0
RGS20,4.0,3.0
NOP14,1230.5,777.5
FAM193A,285.5,157.5
SLC25A12,913.0,631.5
RUVBL1,1732.0,1066.0
KLF7,529.5,345.0
PLPP1,743.5,713.0
PLPP3,2.0,2.0
USO1,1015.0,1039.5
NPFF,3.0,2.5
CDK13,870.0,770.5
PDE8B,65.0,59.5
ASMTL,94.5,69.5
PSMG1,2597.0,2122.5
RFXANK,649.0,411.0
TP63,12.5,11.0
JRK,1906.5,1075.5
HSD17B6,6.0,7.0
DNAH17,47.0,32.0
UNC5C,4912.5,3594.5
RTCA,382.5,307.5
RNASET2,260.0,184.0
SSNA1,820.5,520.5
EIF4EBP3,252.0,160.0
OASL,15.5,15.0
AOC3,4.0,4.0
PCDHGB4,1976.0,1097.0
DCHS1,1.5,0.0
PTCH2,1.0,3.5
AKR1C3,3.0,4.5
KCNK5,320.5,174.5
NCOA1,410.0,300.5
LAMTOR3,1249.0,1032.5
NUMB,1893.0,1513.5
SOCS1,49.0,28.5
DDX3Y,3390.5,3925.0
PDE5A,55.0,51.5
DYNLL1,2378.5,1744.0
TNKS,1187.0,928.0
ALDH4A1,878.0,481.5
IRS2,228.5,246.0
EIF3A,1987.0,1969.5
EIF3B,2401.0,1571.5
EIF3C,4.0,3.0
EIF3D,646.0,441.0
EIF3F,406.0,310.5
EIF3G,650.5,478.5
EIF3H,2363.5,1849.0
EIF3I,2488.0,1722.0
EIF3J,4525.0,4374.0
EIF4G3,902.5,868.0
VAMP8,5836.0,3462.5
VAMP4,358.0,334.5
STX16,2211.0,1765.5
STX11,134.5,110.0
STX10,432.0,241.0
BECN1,1331.0,1102.5
JMJD7-PLA2G4B,32.0,15.0
PEA15,4364.0,3070.0
SRSF9,2429.0,1956.0
MARCO,3.5,2.0
JRKL,111.5,89.5
HYAL2,54.0,29.0
GALNT4,178.5,115.5
DGAT1,678.0,445.5
CDC23,1267.5,926.5
DNAH11,637.0,463.5
B4GALT4,105.5,81.5
B4GALT3,326.0,198.0
B4GALT2,737.0,433.0
B3GALNT1,3.5,2.0
TNK1,7.0,5.5
TRADD,193.5,117.5
MBTPS1,491.5,359.5
EDF1,1416.0,973.0
CTSF,11.5,11.5
SNX4,2201.5,1864.0
SNX3,4972.5,4188.5
URI1,1439.5,1469.5
EED,87.5,60.5
CTNNAL1,18.0,10.5
GBF1,380.0,196.0
RNMT,2303.0,1655.0
RNGTT,1084.5,955.5
GPAA1,251.0,216.5
MYOM1,5.0,2.0
RIPK1,778.0,484.0
CRADD,135.5,80.5
TNFSF14,250.0,221.0
TNFSF13,1756.5,990.5
TNFSF10,237.0,164.5
TNFSF9,387.0,398.5
ADAM23,5.5,2.5
ADAM15,320.5,169.0
ADAM9,6.5,2.5
CDS2,1589.5,944.5
PABPC4,1290.5,886.0
CD164,4835.0,4432.0
RAB11A,2834.5,2613.5
RIPK2,64.0,82.0
TNFRSF6B,3.5,1.0
FADD,860.5,519.5
SNAP23,2341.5,1935.5
NAPG,850.0,739.5
NAPA,5565.5,3361.5
MTMR1,192.5,125.0
SIGLEC5,39.0,25.0
RIOK3,1487.5,1212.5
FPGT,430.0,404.5
TNFRSF11A,4.5,3.0
TNFRSF10D,725.5,433.5
TNFRSF10C,24.5,13.5
TNFRSF10B,5653.5,3830.0
TNFRSF10A,99.5,62.5
DYRK4,18.5,18.5
PEX11B,980.5,626.5
PEX11A,107.5,71.5
SUCLG2,1229.0,1155.0
SUCLG1,598.0,403.5
SUCLA2,427.0,379.0
CREG1,4541.0,4105.0
TRIM24,694.0,518.5
CCNK,1594.5,1126.5
DPM1,3345.5,2656.5
CDKL1,230.5,181.0
BANF1,2618.0,1575.5
DCAF5,899.5,601.0
FGF18,3.5,2.5
DPM2,1304.5,772.0
SAP30,57.5,31.5
HESX1,3.5,0.5
CES2,1727.0,1219.5
IQGAP1,4921.0,4488.0
NRP1,282.5,186.5
SYNGAP1,3.0,2.0
CD84,735.5,457.0
GMPS,32.5,25.5
TMEM11,1612.5,980.0
SOCS2,961.5,777.5
GGH,216.0,116.0
CFLAR,3160.0,2153.0
HDAC3,1757.5,1065.5
HCAR3,5.0,6.5
KSR1,112.5,70.5
ALKBH1,204.0,148.5
DLEU2,461.5,406.5
TSC22D1,25.0,16.5
KAT2B,129.0,154.0
CDK5R1,191.5,96.5
ASAP2,41.0,31.0
NR1I2,16.5,15.5
PROZ,4.5,3.5
LDB1,1828.0,922.5
APLN,3.5,2.5
PER3,106.5,85.0
PER2,555.0,406.0
SYNJ1,185.0,147.0
ST3GAL5,39.5,32.5
SYNJ2,547.0,428.0
CDC123,1042.0,626.0
ARHGEF7,1235.5,749.0
VNN2,11.0,5.5
SPHK1,42.5,20.5
SQSTM1,1666.0,1034.5
SGPL1,967.0,604.0
FUBP1,5355.5,3544.5
CDC16,199.5,161.0
ZPR1,992.0,692.0
NAE1,146.0,126.5
SLC5A6,4862.0,2783.5
DDX18,4195.5,3783.5
TAX1BP1,1081.0,926.0
MCM3AP,99.5,69.5
EIF2B4,43.5,27.5
EIF2B3,87.5,61.5
EIF2B2,288.0,216.0
EIF2B5,395.5,260.5
EIF2S2,1527.0,1193.5
CPNE3,2158.5,2003.0
BUD31,276.5,172.5
MTMR3,732.0,405.0
MTMR2,878.5,850.5
PRPF4B,1682.5,1541.5
CCNA1,208.0,138.5
CPNE1,5754.5,3652.0
AP1S2,3385.0,3581.5
AP1G2,68.5,59.0
AP1M1,2930.0,1636.0
GYG2,17.5,18.0
TIMELESS,1160.0,647.5
BCL10,298.5,212.0
HERC3,556.0,357.5
HERC1,160.0,166.0
SNURF,4216.0,2611.0
BSN,50.5,40.0
FOXH1,327.5,212.5
MBD4,223.5,197.5
MBD2,1155.5,1005.5
RTL8C,216.5,125.0
RAB29,1283.5,956.0
SKAP2,3802.5,3522.0
WASF1,38.0,36.0
BAIAP3,414.5,252.5
FUBP3,1159.0,1052.5
KYNU,59.5,47.0
AP3D1,3263.0,1868.5
SNORD73A,71.5,55.5
BTRC,400.0,246.5
H2AC11,9.0,5.0
H1-10,1828.0,1033.0
CHRNA6,6.5,3.0
USP13,578.5,459.5
WASL,89.0,59.5
PLOD3,159.5,93.0
RPS6KA4,2337.0,1331.0
STBD1,115.0,80.0
ATP6V0E1,3021.5,2167.5
LIMD1,1584.5,1095.0
NOL3,44.0,28.0
F2RL3,193.5,103.0
TAF1C,381.5,251.0
TAF1B,74.5,75.0
TAF1A,8.0,5.0
SLC25A14,134.0,106.5
MPZL1,1451.0,954.5
MAP3K14,76.0,46.0
SOCS3,322.0,396.5
BRSK2,2.5,1.5
RNF8,190.0,112.0
HIP1R,23.5,12.5
RHBDL1,8.5,3.5
BAZ1B,2607.0,1579.5
CCRL2,11.5,14.5
UBA3,902.5,782.5
UBE2M,2435.5,1273.0
SPAG9,1163.5,1021.5
BTAF1,873.5,862.0
RPL14,275.5,224.5
DOK2,879.5,684.5
SH2D2A,0.0,4.0
ARTN,27.0,22.0
AIP,336.0,193.5
PSTPIP2,1400.5,1192.5
PSTPIP1,12.0,11.0
MAP7,6.5,3.0
NFS1,1430.0,962.0
PRC1,2601.0,1907.0
SLC7A7,137.5,99.5
SLC7A6,3203.0,2328.5
PAPSS2,16.0,14.5
PAPSS1,179.5,168.5
PIAS2,308.0,277.0
MAP3K6,50.0,38.0
SYT7,11.0,5.5
CLDN12,198.0,186.5
ASH2L,1742.0,1323.0
EIF1AY,320.5,301.5
TMSB4Y,62.0,55.0
PKMYT1,1235.0,748.5
PIGQ,484.5,258.0
SART1,76.0,58.5
DNAJA3,7.0,6.5
UNC119,481.5,292.5
TBX19,23.0,19.5
USP14,2617.5,2292.5
USP6,22.5,18.0
USP2,320.0,184.0
USP10,880.0,774.5
USP8,672.0,645.0
FCGR2C,3.0,3.0
MTMR6,841.5,818.5
MTMR7,192.0,185.0
MTMR4,864.0,627.0
NMI,377.0,255.5
MTA1,2661.5,1490.5
LATS1,1147.5,779.5
ATP6V0D1,1790.0,1007.0
SEC22C,800.0,619.0
SLC16A6,3.5,4.0
SLC16A5,12.5,10.5
SLC16A4,8.5,5.0
SLC16A3,1993.0,1194.5
PDLIM1,1833.5,1209.5
CNOT9,4803.5,2985.5
SMC3,242.5,232.5
P2RX6,6.0,3.0
PRPF4,1523.5,1157.5
PRPF3,173.0,121.5
FAM50A,81.0,52.5
AIFM1,5220.5,3269.5
KCNQ4,14.0,8.5
CCNB2,303.0,190.0
CCNE2,780.0,723.0
RABEP1,3010.5,2628.0
RRP9,104.0,79.5
ARHGEF1,1153.0,568.0
CBFA2T2,493.5,279.0
ATG12,1568.0,1373.5
PDCD5,374.0,314.0
SYNGR3,93.0,47.0
SYNGR2,2717.5,1577.5
SYNGR1,738.5,436.5
HGS,798.5,484.0
NEMF,285.5,284.5
DYRK1B,82.5,44.0
CTDP1,708.5,380.5
EXO1,115.5,88.0
FIBP,85.5,61.5
PCSK7,459.0,250.5
EBAG9,511.0,471.0
COX7A2L,5824.5,4501.0
TMSB10,7469.0,4969.0
SCAF11,2805.0,2579.5
LPAR2,208.0,152.5
MYOM2,3.5,3.0
MAP3K13,66.0,49.5
AP4M1,158.0,103.0
ARHGEF2,2743.0,1499.5
ZW10,237.0,165.0
BUB3,5336.5,4748.5
REPS2,22.5,14.5
SLC24A1,286.5,262.5
DDX21,14631.0,12755.5
ZBED1,1872.0,1140.5
DEDD,809.5,557.5
SLC16A7,2.0,2.5
KCNAB3,27.5,21.5
SLC33A1,372.5,347.0
HACD1,12.5,11.0
ZMYM4,1681.5,1405.0
ZMYM3,972.5,563.5
ZMYM6,47.5,34.5
ZMYM5,103.0,59.5
LRRFIP1,4343.0,3751.5
LRRFIP2,239.5,190.0
AURKB,3059.0,1861.5
XPR1,1474.0,1254.5
FCMR,42.0,34.5
VAPB,965.5,743.5
VAPA,4036.0,3762.0
MTA2,2089.5,1170.0
TIAF1,218.0,150.0
NOLC1,5901.5,4907.0
MAGI1,41.5,33.0
RAB11B,2479.5,1531.0
PTTG1,84.0,62.5
CCPG1,1916.0,1786.5
TBRG4,307.0,216.5
PNMA1,342.5,305.0
NOG,20.5,23.5
CRLF1,5.0,4.0
UBE2L6,152.0,107.5
DHRS3,13.0,11.0
RPS6KA5,138.0,118.0
NUMBL,306.5,171.0
CACNA2D2,11.5,8.5
AIMP1,1064.0,989.5
TSPOAP1,413.0,170.0
MFHAS1,547.5,420.0
PDLIM7,2187.5,1149.0
MAPKAPK2,5546.5,3225.0
STK17B,764.0,833.0
STK17A,352.5,280.0
CYTH3,678.0,463.0
CYTH2,530.0,314.0
CYTH1,657.5,394.5
ITGB1BP1,1872.5,1405.0
BCL7C,129.0,80.0
BCL7B,2419.5,1381.5
COPB2,9728.5,7342.5
MED14,804.0,719.0
GPR55,30.5,17.5
S1PR2,43.0,25.0
SRSF11,2011.0,2063.0
ATP6V1F,1021.5,623.5
SNORD29,109.0,73.0
SNORD31,76.0,56.0
SNORD30,44.0,22.5
SNORD28,39.0,26.0
SNORD27,89.5,58.5
SNORD26,88.5,62.0
SNORD25,117.0,68.5
SNORD22,301.5,194.0
SOCS6,172.5,149.5
CD83,419.5,1375.5
ZNF235,30.5,16.0
ASIC3,3.5,2.0
KLF4,55.0,37.0
NREP,4851.0,3893.0
PTER,1083.0,1038.5
COPS2,1881.5,1732.0
TRIP13,852.0,734.5
TRIP12,2586.5,2253.0
TRIP11,108.0,86.5
TRIP10,137.5,83.0
HMGN3,942.0,796.5
TRIP4,85.5,66.0
ZNHIT3,8.0,2.5
GTF3C5,641.5,358.5
GTF3C4,1574.0,1039.5
GTF3C3,415.5,412.0
B4GALT6,203.0,191.0
TGM5,771.0,547.5
B4GALT5,4661.5,2869.0
CNOT8,2781.5,2116.0
VAMP3,851.0,747.5
SNAP29,2479.5,1788.0
EFTUD2,962.5,626.0
TAOK2,292.0,150.5
RPL23,2764.0,2147.5
SLC9A3R2,12.0,8.5
TXNL1,4263.0,3538.0
UBE4A,2269.0,1994.0
LHX2,1.5,0.5
PPIG,137.5,126.0
LONP1,13081.5,7835.0
RAB33A,23.0,17.5
RAB28,365.5,325.0
KL,2.0,2.0
RAB9A,188.0,144.0
SLC9A3R1,3561.0,2421.5
KIF3B,1285.5,833.5
ZFYVE9,4.0,2.0
PLAA,396.5,354.5
TM9SF2,2433.0,2298.0
COX5A,1344.0,925.0
NRXN2,58.5,31.5
GRHPR,419.5,290.5
COG1,173.0,146.5
TSIX,3.5,3.0
CIAO1,3275.5,2454.0
TGFBRAP1,1419.5,903.5
HS6ST1,581.5,290.0
NMT2,37.5,22.0
CD101,78.0,50.0
STOML1,65.5,41.5
RECQL5,112.5,78.0
RECQL4,184.0,122.5
GRAP2,1.5,2.0
SELENOF,4109.5,4125.5
LPXN,2114.5,1489.0
ZRANB2,3099.5,3014.0
PEX16,96.0,62.0
SNRNP40,1251.0,859.0
MED21,968.5,847.0
TJP2,155.5,92.5
FADS2,5710.0,2814.5
DDX23,1376.0,870.5
CRIPT,400.5,361.5
ZNF264,249.5,149.0
NTN1,13.5,18.5
KCNK6,734.5,465.0
CDYL,355.5,240.5
CHST2,69.0,49.5
MED23,127.0,110.0
MED17,103.5,78.0
MED26,345.0,195.0
MED27,176.5,123.0
MED7,42.0,34.5
QKI,6279.5,5670.0
ITM2B,1462.5,1382.5
GSTO1,243.5,166.0
MAP4K4,2778.5,2075.5
LY86,437.5,310.5
EIF2AK3,83.5,49.0
GGPS1,306.0,244.5
HOMER3,1275.0,777.0
HOMER2,3.5,3.5
HOMER1,403.0,379.5
ARHGEF6,5649.0,4643.5
RASAL2,1387.0,1038.5
PICK1,61.0,49.5
AKAP7,163.0,147.5
IL27RA,115.5,68.0
SH3BP5,100.5,81.0
EIF4E2,2667.5,1850.5
THEMIS2,277.5,276.0
ATG5,1671.0,1393.5
ROCK2,1212.0,1018.5
MED20,1256.5,772.0
MAPK8IP1,11.0,6.0
ONECUT2,2325.5,1818.5
STX8,914.0,643.5
CHST10,446.0,215.0
PIGL,90.5,59.0
PIGB,267.5,250.0
PGS1,283.5,173.5
PSMF1,2281.0,1486.5
KIF23,302.5,277.5
AKAP5,9.0,10.0
SLC4A7,395.5,341.5
SLC4A8,27.0,18.5
MAGED1,3.0,1.0
RPH3AL,11.5,7.5
ADAMTS4,3.0,1.0
PMPCB,966.5,915.0
FXR2,346.5,188.5
STXBP5L,7.0,6.0
LITAF,874.0,639.5
SPTLC2,8962.5,6812.0
TBPL1,138.5,110.5
NPEPPS,1689.5,1431.5
EEF1E1,239.0,207.0
SCAMP1,1456.0,1359.5
TECR,48.0,38.0
VPS4B,1584.5,1323.5
MPDU1,2104.5,1266.5
GOSR1,1486.5,965.0
TMEM59,942.5,660.0
BAG5,1842.5,1265.0
BAG4,1267.5,967.0
BAG3,163.5,109.5
BAG2,482.5,427.5
POLR1C,196.0,124.5
ZNF254,233.0,207.5
GMFG,1397.0,1022.5
TP53I11,422.0,226.5
EI24,5510.5,3930.0
TP53I3,13.5,6.5
CIR1,219.5,130.5
RAB3D,4485.5,2460.5
APBA3,22.0,15.5
ATP6V1G1,1373.5,1137.5
ATP5MF,1432.5,1069.5
SPAG7,436.5,247.0
MRPL33,3618.0,2306.5
SEC22B,668.0,583.0
MACROH2A1,13775.5,10328.5
ATP5MPL,1693.5,1261.0
CHD1L,264.0,187.5
VPS26A,2916.0,2807.0
MINPP1,202.0,190.0
H6PD,854.0,516.5
GTPBP1,1598.5,878.0
GTF2IRD1,30.5,22.5
GOSR2,2108.5,1405.0
NR1D1,60.0,45.5
CLOCK,572.0,478.5
BABAM2,338.0,241.5
CDC42BPB,81.0,55.0
SOX13,24.0,12.5
PREPL,1391.5,1351.0
ENTPD4,1236.5,905.5
RBM39,8150.5,5641.5
KIF20B,551.0,519.5
CREB5,158.0,114.5
MAD2L1BP,253.0,161.0
PRDX6,2389.0,2075.5
WTAP,1877.0,1547.0
IER2,1404.5,1312.0
CYTIP,220.0,357.0
PITPNM1,70.0,48.0
PDIA4,2103.0,1264.0
NFE2L3,213.5,189.0
RNF14,689.5,530.0
VPS9D1,53.0,31.0
RAB36,11.0,8.0
RIN1,131.0,90.0
NCOR1,1605.5,1262.0
NCOR2,1415.5,883.5
RNF7,1615.0,1240.5
MTRF1,49.0,51.5
TRAF4,223.0,188.0
CELSR1,21.0,12.5
AATK,4.0,2.0
GNA14,4.5,1.0
NUP155,88.5,68.0
SEC24C,2654.0,1743.0
TESMIN,280.0,190.0
ISG15,25.0,17.5
FEZ2,699.5,673.5
FEZ1,6.0,7.0
ZNF592,932.5,490.5
IKBKE,666.0,380.5
MORF4L2,2308.0,2189.0
SH3PXD2A,15.0,7.0
MICAL2,769.5,487.0
CTR9,390.0,355.0
PPM1F,1754.0,1017.5
GCC2,124.0,111.5
RALGPS1,46.0,30.5
MTFR1,751.0,660.0
TTC37,317.0,321.5
HS2ST1,1618.0,1428.5
TTLL4,144.0,77.0
SOCS5,293.0,251.5
IQCB1,2256.0,1759.0
ZNF516,3367.0,2060.5
PDE4DIP,3.5,2.5
CEP135,285.5,240.5
LPIN2,897.5,677.5
MARF1,20.0,12.0
DZIP3,60.5,58.0
SAFB2,276.5,182.5
ZNF432,193.0,155.5
EIF5B,1869.0,1485.5
IPO13,128.0,73.0
SDC3,15.5,9.5
SLC25A44,1602.0,899.0
KIAA0040,48.0,24.5
TTI1,218.5,129.5
PPIP5K1,793.0,556.0
PHF14,333.0,331.0
FAM53B,2941.0,1355.0
DEPDC5,117.0,74.0
KDM4A,897.5,515.5
N4BP1,240.0,144.5
LRRC14,1260.5,716.0
CLINT1,2460.5,2208.5
VGLL4,1196.0,966.0
GREB1,6.5,3.0
