PeakID (cmd=annotatePeaks.pl M6_1_125_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
M6_1_125_R1_peak_449	chr12	6953768	6954071	+	239	NA	intron (PTPN6, intron 3 of 15)	NA	2648	PTPN6								
M6_1_125_R1_peak_1211	chr19	55634883	55635088	+	239	NA	promoter-TSS (ZNF580)	NA	-10	ZNF580								
M6_1_125_R1_peak_1934	chr6	25006616	25006862	+	239	NA	intron (FAM65B, intron 1 of 13)	NA	29405	LOC102724765								
M6_1_125_R1_peak_1074	chr19	11324097	11324573	+	239	NA	exon (RAB3D, exon 5 of 5)	NA	15333	RAB3D								
M6_1_125_R1_peak_302	chr10	118729676	118729925	+	238	NA	intron (CACUL1, intron 2 of 8)	NA	-3420	CACUL1								
M6_1_125_R1_peak_935	chr17	39754376	39754675	+	238	NA	Intergenic	NA	16616	GRB7								
M6_1_125_R1_peak_1506	chr22	17638518	17638857	+	238	NA	promoter-TSS (BCL2L13)	NA	103	BCL2L13								
M6_1_125_R1_peak_57	chr1	35930986	35931427	+	238	NA	exon (AGO3, exon 1 of 17)	NA	443	AGO3								
M6_1_125_R1_peak_340	chr11	47408227	47408607	+	236	NA	promoter-TSS (SLC39A13)	NA	-199	SLC39A13								
M6_1_125_R1_peak_2115	chr7	128476615	128476852	+	234	NA	promoter-TSS (METTL2B)	NA	4	METTL2B								
M6_1_125_R1_peak_1791	chr4	189567011	189567200	+	234	NA	Intergenic	NA	-92500	RP11-462G22.1								
M6_1_125_R1_peak_1609	chr3	51995850	51996062	+	234	NA	promoter-TSS (RPL29)	NA	-14	RPL29								
M6_1_125_R1_peak_325	chr11	18322104	18322384	+	234	NA	promoter-TSS (HPS5)	NA	-25	GTF2H1								
M6_1_125_R1_peak_1186	chr19	49867246	49867724	+	232	NA	promoter-TSS (PNKP)	NA	80	PNKP								
M6_1_125_R1_peak_1673	chr3	169765001	169765376	+	232	NA	promoter-TSS (TERC)	NA	-128	TERC								
M6_1_125_R1_peak_1833	chr5	73498227	73498538	+	232	NA	promoter-TSS (BTF3)	NA	-43	BTF3								
M6_1_125_R1_peak_320	chr11	9314715	9314950	+	232	NA	promoter-TSS (TMEM41B)	NA	-64	TMEM41B								
M6_1_125_R1_peak_152	chr1	156728398	156728982	+	230	NA	promoter-TSS (ISG20L2)	NA	219	RRNAD1								
M6_1_125_R1_peak_657	chr14	75002615	75003015	+	228	NA	promoter-TSS (EIF2B2)	NA	-94	EIF2B2								
M6_1_125_R1_peak_1944	chr6	30617170	30617968	+	227	NA	promoter-TSS (MRPS18B)	NA	71	MRPS18B								
M6_1_125_R1_peak_1281	chr2	73926691	73926932	+	227	NA	promoter-TSS (DGUOK)	NA	-20	DGUOK								
M6_1_125_R1_peak_2146	chr8	25345466	25345676	+	227	NA	TTS (MIR6876)	NA	169	MIR6876								
M6_1_125_R1_peak_2293	chr9	137536746	137537110	+	227	NA	intron (PNPLA7, intron 7 of 33)	NA	13606	PNPLA7								
M6_1_125_R1_peak_1015	chr18	35972475	35972740	+	227	NA	promoter-TSS (C18orf21)	NA	156	C18orf21								
M6_1_125_R1_peak_1273	chr2	65432329	65432899	+	227	NA	promoter-TSS (SPRED2)	NA	2272	LOC102724258								
M6_1_125_R1_peak_239	chr10	27241870	27242317	+	227	NA	promoter-TSS (ACBD5)	NA	182	ACBD5								
M6_1_125_R1_peak_2266	chr9	126985897	126986139	+	226	NA	intron (RALGPS1, intron 4 of 17)	NA	71185	RALGPS1								
M6_1_125_R1_peak_1354	chr2	201116625	201116886	+	225	NA	intron (CFLAR, intron 1 of 8)	NA	601	CFLAR								
M6_1_125_R1_peak_486	chr12	49264621	49265240	+	224	NA	promoter-TSS (TUBA1C)	NA	-152	TUBA1C								
M6_1_125_R1_peak_2171	chr8	77000000	77000347	+	224	NA	exon (PEX2, exon 1 of 3)	NA	115	PEX2								
M6_1_125_R1_peak_1474	chr20	64079492	64079772	+	224	NA	promoter-TSS (OPRL1)	NA	339	RGS19								
M6_1_125_R1_peak_1353	chr2	200963543	200964009	+	224	NA	promoter-TSS (ORC2)	NA	-96	ORC2								
M6_1_125_R1_peak_764	chr15	91047670	91047930	+	224	NA	Intergenic	NA	25178	AC068831.10								
M6_1_125_R1_peak_972	chr17	67257964	67258141	+	224	NA	promoter-TSS (LOC101928021)	NA	167	LOC101928021								
M6_1_125_R1_peak_740	chr15	74868131	74868386	+	224	NA	intron (SCAMP2, intron 1 of 9)	NA	5107	SCAMP2								
M6_1_125_R1_peak_584	chr13	30617527	30617942	+	224	NA	promoter-TSS (USPL1)	NA	-165	USPL1								
M6_1_125_R1_peak_322	chr11	10612558	10612848	+	224	NA	intron (MRVI1, intron 10 of 20)	NA	-43885	LYVE1								
M6_1_125_R1_peak_773	chr16	807697	807966	+	223	NA	intron (PRR25, intron 2 of 2)	NA	2388	PRR25								
M6_1_125_R1_peak_1897	chr5	172114854	172115227	+	223	NA	intron (STK10, intron 4 of 18)	NA	73302	STK10								
M6_1_125_R1_peak_265	chr10	71748831	71749108	+	223	NA	exon (C10orf54, exon 7 of 7)	NA	-11145	C10orf105								
M6_1_125_R1_peak_1951	chr6	31652192	31652744	+	222	NA	promoter-TSS (APOM)	NA	232	BAG6								
M6_1_125_R1_peak_1853	chr5	112861137	112861372	+	222	NA	promoter-TSS (SRP19)	NA	66	SRP19								
M6_1_125_R1_peak_1060	chr19	6361354	6361594	+	222	NA	promoter-TSS (CLPP)	NA	22	CLPP								
M6_1_125_R1_peak_1651	chr3	133661865	133662079	+	222	NA	promoter-TSS (TOPBP1)	NA	-54	TOPBP1								
M6_1_125_R1_peak_1592	chr3	47282494	47282914	+	221	NA	promoter-TSS (KIF9)	NA	-82	KLHL18								
M6_1_125_R1_peak_2047	chr7	2242051	2242353	+	221	NA	promoter-TSS (NUDT1)	NA	-4	FTSJ2								
M6_1_125_R1_peak_2270	chr9	127937778	127937993	+	221	NA	exon (DPM2, exon 1 of 4)	NA	599	DPM2								
M6_1_125_R1_peak_258	chr10	51699520	51700056	+	220	NA	promoter-TSS (CSTF2T)	NA	-193	CSTF2T								
M6_1_125_R1_peak_1303	chr2	102418458	102419085	+	220	NA	promoter-TSS (IL18RAP)	NA	-5143	IL18RAP								
M6_1_125_R1_peak_1808	chr5	33440533	33440847	+	220	NA	promoter-TSS (TARS)	NA	-86	TARS								
M6_1_125_R1_peak_668	chr14	89720836	89721147	+	220	NA	Intergenic	NA	-87162	LOC102723683								
M6_1_125_R1_peak_2321	chrX	66012197	66012395	+	220	NA	Intergenic	NA	-6599	MIR223								
M6_1_125_R1_peak_2301	chrX	1591424	1591635	+	218	NA	promoter-TSS (AKAP17A)	NA	-64	AKAP17A								
M6_1_125_R1_peak_1175	chr19	45863098	45863394	+	218	NA	promoter-TSS (SYMPK)	NA	-53	SYMPK								
M6_1_125_R1_peak_869	chr16	87780794	87781035	+	216	NA	Intergenic	NA	-1766	LOC102724467								
M6_1_125_R1_peak_2201	chr8	143635865	143636166	+	214	NA	promoter-TSS (ZNF623)	NA	-13769	ZNF623								
M6_1_125_R1_peak_808	chr16	19718111	19718351	+	214	NA	promoter-TSS (KNOP1)	NA	-61	KNOP1								
M6_1_125_R1_peak_487	chr12	49663074	49663289	+	213	NA	intron (FMNL3, intron 4 of 25)	NA	39401	PRPF40B								
M6_1_125_R1_peak_1295	chr2	98608436	98608677	+	213	NA	promoter-TSS (UNC50)	NA	-23	UNC50								
M6_1_125_R1_peak_196	chr1	222644079	222644339	+	212	NA	promoter-TSS (MIA3)	NA	26107	MIA3								
M6_1_125_R1_peak_394	chr11	74170968	74171348	+	211	NA	promoter-TSS (C2CD3)	NA	95	PPME1								
M6_1_125_R1_peak_202	chr1	228406640	228407094	+	211	NA	promoter-TSS (TRIM11)	NA	-51	TRIM11								
M6_1_125_R1_peak_480	chr12	48105816	48106320	+	211	NA	promoter-TSS (PFKM)	NA	-76	SENP1								
M6_1_125_R1_peak_2117	chr7	135170531	135170999	+	211	NA	promoter-TSS (C7orf49)	NA	61	C7orf49								
M6_1_125_R1_peak_1228	chr2	8380139	8380371	+	211	NA	Intergenic	NA	-51836	LINC00299								
M6_1_125_R1_peak_191	chr1	207873464	207873661	+	211	NA	Intergenic	NA	37776	CD34								
M6_1_125_R1_peak_2318	chrX	52935031	52935313	+	211	NA	Intergenic	NA	22677	FAM156A								
M6_1_125_R1_peak_416	chr11	110069464	110069721	+	211	NA	Intergenic	NA	-23355	ZC3H12C								
M6_1_125_R1_peak_1655	chr3	139343875	139344062	+	211	NA	promoter-TSS (MRPS22)	NA	-52	MRPS22								
M6_1_125_R1_peak_75	chr1	45303545	45303909	+	211	NA	promoter-TSS (LINC01144)	NA	-183	LINC01144								
M6_1_125_R1_peak_2156	chr8	33515387	33515944	+	211	NA	Intergenic	NA	2190	SNORD13								
M6_1_125_R1_peak_1857	chr5	119308937	119309227	+	211	NA	intron (TNFAIP8, intron 1 of 1)	NA	40390	TNFAIP8								
M6_1_125_R1_peak_240	chr10	27242944	27243222	+	211	NA	promoter-TSS (ACBD5)	NA	-808	ACBD5								
M6_1_125_R1_peak_2072	chr7	44082346	44082632	+	211	NA	promoter-TSS (POLM)	NA	22	POLM								
M6_1_125_R1_peak_61	chr1	37808093	37808339	+	211	NA	promoter-TSS (YRDC)	NA	-23	YRDC								
M6_1_125_R1_peak_425	chr11	120336086	120336482	+	211	NA	promoter-TSS (ARHGEF12)	NA	-271	ARHGEF12								
M6_1_125_R1_peak_235	chr10	18659123	18659427	+	211	NA	promoter-TSS (ARL5B)	NA	-37	LOC102724059								
M6_1_125_R1_peak_744	chr15	78299573	78299865	+	211	NA	promoter-TSS (WDR61)	NA	-121	WDR61								
M6_1_125_R1_peak_1782	chr4	158723210	158723519	+	209	NA	promoter-TSS (PPID)	NA	36	PPID								
M6_1_125_R1_peak_976	chr17	73011170	73011443	+	209	NA	intron (SLC39A11, intron 4 of 7)	NA	81408	SLC39A11								
M6_1_125_R1_peak_1747	chr4	75514299	75514651	+	209	NA	promoter-TSS (THAP6)	NA	6	THAP6								
M6_1_125_R1_peak_977	chr17	74203518	74203784	+	208	NA	promoter-TSS (RPL38)	NA	-5	RPL38								
M6_1_125_R1_peak_1322	chr2	121649647	121650242	+	208	NA	promoter-TSS (CLASP1)	NA	-45	NIFK-AS1								
M6_1_125_R1_peak_211	chr1	234963189	234963534	+	205	NA	Intergenic	NA	106457	LOC731656								
M6_1_125_R1_peak_2245	chr9	92775516	92775742	+	205	NA	Intergenic	NA	-10828	BICD2								
M6_1_125_R1_peak_295	chr10	104324234	104324633	+	205	NA	intron (RP11-127L20.3, intron 2 of 2)	NA	1064	RP11-127L20.3								
M6_1_125_R1_peak_1159	chr19	43935123	43935406	+	205	NA	promoter-TSS (ZNF45)	NA	-5	ZNF45								
M6_1_125_R1_peak_722	chr15	59976566	59976820	+	205	NA	Intergenic	NA	-27529	FOXB1								
M6_1_125_R1_peak_745	chr15	78761479	78761895	+	205	NA	intron (ADAMTS7, intron 23 of 23)	NA	9650	LOC646938								
M6_1_125_R1_peak_1785	chr4	183444474	183444773	+	205	NA	promoter-TSS (CDKN2AIP)	NA	-12	CDKN2AIP								
M6_1_125_R1_peak_1898	chr5	172175455	172175665	+	205	NA	intron (STK10, intron 1 of 18)	NA	12782	STK10								
M6_1_125_R1_peak_713	chr15	55222659	55222900	+	204	NA	intron (RAB27A, intron 6 of 6)	NA	-25746	RSL24D1								
M6_1_125_R1_peak_2108	chr7	106865024	106865395	+	204	NA	promoter-TSS (PIK3CG)	NA	-270	PIK3CG								
M6_1_125_R1_peak_470	chr12	29691553	29691756	+	202	NA	intron (TMTC1, intron 4 of 19)	NA	92230	TMTC1								
M6_1_125_R1_peak_147	chr1	155262255	155262517	+	201	NA	promoter-TSS (SCAMP3)	NA	-1	SCAMP3								
M6_1_125_R1_peak_431	chr11	126268772	126269088	+	200	NA	promoter-TSS (SRPR)	NA	52	SRPR								
M6_1_125_R1_peak_959	chr17	58007171	58007411	+	200	NA	promoter-TSS (SRSF1)	NA	55	SRSF1								
M6_1_125_R1_peak_199	chr1	225999281	225999836	+	200	NA	promoter-TSS (SDE2)	NA	-160	SDE2								
M6_1_125_R1_peak_772	chr16	690305	690540	+	200	NA	promoter-TSS (WDR24)	NA	-22	WDR24								
M6_1_125_R1_peak_1463	chr20	57450369	57450668	+	200	NA	Intergenic	NA	59120	RBM38								
M6_1_125_R1_peak_408	chr11	86302081	86302302	+	200	NA	promoter-TSS (C11orf73)	NA	-39	C11orf73								
M6_1_125_R1_peak_915	chr17	21214145	21214345	+	200	NA	exon (TMEM11, exon 1 of 3)	NA	350	TMEM11								
M6_1_125_R1_peak_1701	chr3	194737076	194737588	+	200	NA	intron (AC090505.6, intron 1 of 3)	NA	28911	AC090505.6								
M6_1_125_R1_peak_2271	chr9	128322405	128322596	+	198	NA	promoter-TSS (COQ4)	NA	-12	COQ4								
M6_1_125_R1_peak_1471	chr20	63941707	63942013	+	197	NA	promoter-TSS (MIR1914)	NA	-328	MIR1914								
M6_1_125_R1_peak_2230	chr9	71647258	71647447	+	197	NA	Intergenic	NA	121532	TMEM2								
M6_1_125_R1_peak_2292	chr9	137423128	137423386	+	197	NA	promoter-TSS (EXD3)	NA	5	EXD3								
M6_1_125_R1_peak_1412	chr20	4811897	4812222	+	197	NA	intron (RASSF2, intron 2 of 11)	NA	11417	RASSF2								
M6_1_125_R1_peak_1326	chr2	128472976	128473407	+	197	NA	Intergenic	NA	-154594	HS6ST1								
M6_1_125_R1_peak_1861	chr5	131635254	131635649	+	197	NA	promoter-TSS (RAPGEF6)	NA	-215	RAPGEF6								
M6_1_125_R1_peak_2214	chr9	19161674	19162060	+	197	NA	Intergenic	NA	-34349	PLIN2								
M6_1_125_R1_peak_272	chr10	78029470	78029691	+	197	NA	promoter-TSS (POLR3A)	NA	-755	POLR3A								
M6_1_125_R1_peak_1957	chr6	33298893	33299566	+	197	NA	TTS (TAPBP)	NA	170	RGL2								
M6_1_125_R1_peak_406	chr11	86143687	86143893	+	197	NA	Intergenic	NA	-74709	PICALM								
M6_1_125_R1_peak_2329	chrX	100820244	100820453	+	197	NA	promoter-TSS (CSTF2)	NA	-2016	CSTF2								
M6_1_125_R1_peak_1416	chr20	5524893	5525126	+	197	NA	Intergenic	NA	-15007	RP5-1022P6.4								
M6_1_125_R1_peak_1262	chr2	55269136	55269427	+	197	NA	promoter-TSS (MTIF2)	NA	-102	MTIF2								
M6_1_125_R1_peak_1239	chr2	25878284	25878759	+	196	NA	promoter-TSS (ASXL2)	NA	-98242	ASXL2								
M6_1_125_R1_peak_548	chr12	106774062	106774276	+	195	NA	promoter-TSS (RIC8B)	NA	-426	RIC8B								
M6_1_125_R1_peak_140	chr1	154182296	154182796	+	195	NA	intron (TPM3, intron 2 of 8)	NA	-4325	TPM3								
M6_1_125_R1_peak_1349	chr2	200509916	200510197	+	193	NA	promoter-TSS (KCTD18)	NA	13	KCTD18								
M6_1_125_R1_peak_2005	chr6	127343277	127343676	+	191	NA	promoter-TSS (ECHDC1)	NA	-606	ECHDC1								
M6_1_125_R1_peak_1365	chr2	218367800	218368088	+	191	NA	promoter-TSS (LOC101928513)	NA	-109	LOC101928513								
M6_1_125_R1_peak_1315	chr2	113889743	113890112	+	191	NA	promoter-TSS (ACTR3)	NA	-7	ACTR3								
M6_1_125_R1_peak_1450	chr20	47727495	47727786	+	191	NA	intron (SULF2, intron 3 of 20)	NA	57847	SULF2								
M6_1_125_R1_peak_543	chr12	100267041	100267400	+	191	NA	promoter-TSS (DEPDC4)	NA	80	SCYL2								
M6_1_125_R1_peak_16	chr1	12081816	12082136	+	190	NA	intron (TNFRSF8, intron 1 of 13)	NA	-2544	TNFRSF8								
M6_1_125_R1_peak_1465	chr20	60055766	60056012	+	190	NA	promoter-TSS (C20orf197)	NA	-36	C20orf197								
M6_1_125_R1_peak_252	chr10	43397160	43397567	+	190	NA	promoter-TSS (HNRNPF)	NA	-17	HNRNPF								
M6_1_125_R1_peak_627	chr14	34982793	34983106	+	189	NA	promoter-TSS (SRP54)	NA	51	SRP54								
M6_1_125_R1_peak_471	chr12	30695803	30696044	+	189	NA	promoter-TSS (IPO8)	NA	72	IPO8								
M6_1_125_R1_peak_1171	chr19	45509268	45509478	+	188	NA	intron (VASP, intron 1 of 12)	NA	1931	VASP								
M6_1_125_R1_peak_1100	chr19	16328381	16328673	+	188	NA	TTS (KLF2)	NA	3687	KLF2								
M6_1_125_R1_peak_2305	chrX	2632218	2632784	+	188	NA	intron (CD99P1, intron 8 of 8)	NA	-17154	LINC00102								
M6_1_125_R1_peak_1422	chr20	18507359	18507581	+	187	NA	promoter-TSS (SEC23B)	NA	-96	SEC23B								
M6_1_125_R1_peak_695	chr15	40906863	40907274	+	187	NA	Intergenic	NA	12638	VPS18								
M6_1_125_R1_peak_1721	chr4	7781371	7781730	+	187	NA	exon (AFAP1, exon 13 of 18)	NA	27460	AFAP1-AS1								
M6_1_125_R1_peak_1557	chr22	49657320	49657654	+	187	NA	promoter-TSS (C22orf34)	NA	55	C22orf34								
M6_1_125_R1_peak_527	chr12	78034100	78034324	+	187	NA	intron (NAV3, intron 10 of 39)	NA	203009	NAV3								
M6_1_125_R1_peak_1393	chr2	239267475	239267671	+	187	NA	intron (HDAC4, intron 2 of 26)	NA	-13900	LOC102723762								
M6_1_125_R1_peak_653	chr14	73741587	73741831	+	186	NA	intron (ELMSAN1, intron 2 of 13)	NA	-17038	MIR4505								
M6_1_125_R1_peak_1686	chr3	184363215	184363410	+	186	NA	exon (POLR2H, exon 1 of 5)	NA	329	POLR2H								
M6_1_125_R1_peak_1240	chr2	27081291	27081572	+	186	NA	intron (EMILIN1, intron 3 of 6)	NA	2786	EMILIN1								
M6_1_125_R1_peak_1616	chr3	72848303	72848616	+	186	NA	promoter-TSS (SHQ1)	NA	-12	SHQ1								
M6_1_125_R1_peak_1050	chr19	3141898	3142408	+	186	NA	exon (AC005264.2, exon 4 of 4)	NA	5960	GNA15								
M6_1_125_R1_peak_1097	chr19	16139776	16140025	+	186	NA	intron (HSH2D, intron 1 of 7)	NA	5872	HSH2D								
M6_1_125_R1_peak_702	chr15	44288338	44288808	+	186	NA	promoter-TSS (CASC4)	NA	-43	CASC4								
M6_1_125_R1_peak_1350	chr2	200525910	200526280	+	186	NA	promoter-TSS (SGOL2)	NA	-47	SGOL2								
M6_1_125_R1_peak_62	chr1	37859529	37859734	+	186	NA	promoter-TSS (MTF1)	NA	-11	MTF1								
M6_1_125_R1_peak_1870	chr5	140612057	140612339	+	186	NA	Intergenic	NA	-17628	LOC100505798								
M6_1_125_R1_peak_515	chr12	62260795	62261170	+	186	NA	TTS (MIR6125)	NA	564	MIR6125								
M6_1_125_R1_peak_1459	chr20	54078409	54078592	+	186	NA	Intergenic	NA	-7955	BCAS1								
M6_1_125_R1_peak_151	chr1	156505113	156505585	+	186	NA	Intergenic	NA	-4529	MEF2D								
M6_1_125_R1_peak_2233	chr9	83622814	83623551	+	184	NA	promoter-TSS (IDNK)	NA	-4007	IDNK								
M6_1_125_R1_peak_832	chr16	31459231	31459488	+	184	NA	exon (ARMC5, exon 1 of 6)	NA	590	ARMC5								
M6_1_125_R1_peak_78	chr1	45543897	45544147	+	183	NA	Intergenic	NA	-6761	AKR1A1								
M6_1_125_R1_peak_1842	chr5	83077232	83077729	+	183	NA	promoter-TSS (TMEM167A)	NA	-18	XRCC4								
M6_1_125_R1_peak_2035	chr6	160462526	160462728	+	183	NA	Intergenic	NA	48497	LPAL2								
M6_1_125_R1_peak_568	chr12	123436575	123436880	+	183	NA	promoter-TSS (RILPL2)	NA	-50	RILPL2								
M6_1_125_R1_peak_170	chr1	169367769	169368336	+	181	NA	promoter-TSS (NME7)	NA	27	BLZF1								
M6_1_125_R1_peak_930	chr17	36535358	36535566	+	180	NA	promoter-TSS (MYO19)	NA	-5	MYO19								
M6_1_125_R1_peak_1902	chr5	177307088	177307292	+	180	NA	TTS (PRELID1)	NA	3428	PRELID1								
M6_1_125_R1_peak_950	chr17	48944617	48944976	+	180	NA	promoter-TSS (SNF8)	NA	-4	SNF8								
M6_1_125_R1_peak_1235	chr2	17753781	17754350	+	180	NA	promoter-TSS (SMC6)	NA	180	GEN1								
M6_1_125_R1_peak_1539	chr22	37608398	37609004	+	178	NA	promoter-TSS (GGA1)	NA	-339	GGA1								
M6_1_125_R1_peak_2086	chr7	77238764	77239013	+	178	NA	intron (CCDC146, intron 2 of 17)	NA	-39055	FGL2								
M6_1_125_R1_peak_1478	chr21	25926040	25926229	+	177	NA	intron (APP, intron 10 of 14)	NA	-190480	ATP5J								
M6_1_125_R1_peak_264	chr10	69123760	69124054	+	177	NA	promoter-TSS (VPS26A)	NA	-245	VPS26A								
M6_1_125_R1_peak_2325	chrX	74614517	74614779	+	177	NA	promoter-TSS (RLIM)	NA	-22	RLIM								
M6_1_125_R1_peak_47	chr1	29181862	29182185	+	177	NA	promoter-TSS (SRSF4)	NA	102	SRSF4								
M6_1_125_R1_peak_1203	chr19	55041937	55042269	+	177	NA	Intergenic	NA	-3839	GP6								
M6_1_125_R1_peak_193	chr1	211258967	211259381	+	177	NA	promoter-TSS (RCOR3)	NA	-192	RCOR3								
M6_1_125_R1_peak_944	chr17	44014954	44015152	+	177	NA	promoter-TSS (TMEM101)	NA	8098	TMEM101								
M6_1_125_R1_peak_856	chr16	74296571	74296866	+	177	NA	promoter-TSS (PSMD7)	NA	-57	PSMD7								
M6_1_125_R1_peak_2219	chr9	34126351	34126810	+	177	NA	promoter-TSS (DCAF12)	NA	193	DCAF12								
M6_1_125_R1_peak_1611	chr3	52287737	52288185	+	176	NA	intron (GLYCTK, intron 1 of 5)	NA	141	GLYCTK								
M6_1_125_R1_peak_768	chr15	98160332	98160555	+	176	NA	Intergenic	NA	-71233	LOC101927332								
M6_1_125_R1_peak_1319	chr2	120253176	120253502	+	175	NA	promoter-TSS (RALB)	NA	13269	RALB								
M6_1_125_R1_peak_10	chr1	3649984	3650232	+	175	NA	promoter-TSS (WRAP73)	NA	-6	WRAP73								
M6_1_125_R1_peak_1646	chr3	128725997	128726229	+	175	NA	promoter-TSS (RAB7A)	NA	-23	RAB7A								
M6_1_125_R1_peak_220	chr10	3769652	3769847	+	175	NA	Intergenic	NA	15532	KLF6								
M6_1_125_R1_peak_648	chr14	69652977	69653180	+	175	NA	intron (KIAA0247, intron 1 of 5)	NA	41485	KIAA0247								
M6_1_125_R1_peak_2139	chr8	17922530	17922800	+	175	NA	promoter-TSS (PCM1)	NA	-241	PCM1								
M6_1_125_R1_peak_1129	chr19	34270041	34270245	+	174	NA	intron (KIAA0355, intron 1 of 13)	NA	4585	KIAA0355								
M6_1_125_R1_peak_858	chr16	75075275	75075540	+	174	NA	intron (ZNRF1, intron 1 of 4)	NA	41365	LDHD								
M6_1_125_R1_peak_109	chr1	109548424	109548639	+	174	NA	promoter-TSS (GNAI3)	NA	-16	LOC101928560								
M6_1_125_R1_peak_2300	chrX	1537158	1537413	+	174	NA	promoter-TSS (P2RY8)	NA	-54308	AKAP17A								
M6_1_125_R1_peak_94	chr1	64913551	64913802	+	174	NA	intron (JAK1, intron 1 of 24)	NA	53234	JAK1								
M6_1_125_R1_peak_1891	chr5	160419037	160419271	+	174	NA	promoter-TSS (SLU7)	NA	7	SLU7								
M6_1_125_R1_peak_1993	chr6	90493423	90493647	+	174	NA	Intergenic	NA	93766	MAP3K7								
M6_1_125_R1_peak_1802	chr5	10445480	10445649	+	174	NA	intron (ROPN1L, intron 2 of 6)	NA	3702	ROPN1L								
M6_1_125_R1_peak_598	chr13	48161928	48162146	+	174	NA	Intergenic	NA	-66896	MED4								
M6_1_125_R1_peak_1878	chr5	143002637	143003144	+	174	NA	intron (ARHGAP26, intron 11 of 22)	NA	-133980	ARHGAP26-AS1								
M6_1_125_R1_peak_875	chr16	89032053	89032243	+	174	NA	Intergenic	NA	-54992	CBFA2T3								
M6_1_125_R1_peak_671	chr14	91202461	91202648	+	174	NA	intron (C14orf159, intron 13 of 14)	NA	-39233	LOC102724476								
M6_1_125_R1_peak_577	chr12	132828802	132829292	+	174	NA	promoter-TSS (GOLGA3)	NA	-345	GOLGA3								
M6_1_125_R1_peak_1069	chr19	10416631	10416873	+	173	NA	promoter-TSS (PDE4A)	NA	-13157	CDC37								
M6_1_125_R1_peak_1006	chr18	11908209	11908494	+	172	NA	promoter-TSS (MPPE1)	NA	-4	MPPE1								
M6_1_125_R1_peak_1927	chr6	17600177	17600433	+	171	NA	promoter-TSS (FAM8A1)	NA	18	FAM8A1								
M6_1_125_R1_peak_1851	chr5	110738889	110739088	+	171	NA	promoter-TSS (TMEM232)	NA	-65	SLC25A46								
M6_1_125_R1_peak_716	chr15	57706524	57706756	+	171	NA	exon (POLR2M, exon 1 of 4)	NA	119	POLR2M								
M6_1_125_R1_peak_834	chr16	53518792	53519011	+	171	NA	Intergenic	NA	-16112	AKTIP								
M6_1_125_R1_peak_741	chr15	75029791	75029992	+	171	NA	intron (PPCDC, intron 2 of 3)	NA	6299	PPCDC								
M6_1_125_R1_peak_872	chr16	88700949	88701257	+	171	NA	intron (RNF166, intron 2 of 6)	NA	5317	RNF166								
M6_1_125_R1_peak_1176	chr19	46786386	46786867	+	170	NA	intron (SLC1A5, intron 1 of 7)	NA	-1749	SLC1A5								
M6_1_125_R1_peak_2147	chr8	26576987	26577300	+	170	NA	promoter-TSS (DPYSL2)	NA	-1262	DPYSL2								
M6_1_125_R1_peak_2209	chr9	2844042	2844359	+	170	NA	promoter-TSS (KIAA0020)	NA	-70	KIAA0020								
M6_1_125_R1_peak_1220	chr19	58519649	58520049	+	170	NA	promoter-TSS (ZBTB45)	NA	-295	ZBTB45								
M6_1_125_R1_peak_1425	chr20	21303152	21303395	+	170	NA	promoter-TSS (XRN2)	NA	-31	XRN2								
M6_1_125_R1_peak_2334	chrX	129606863	129607212	+	170	NA	Intergenic	NA	47919	APLN								
M6_1_125_R1_peak_2038	chr6	169702011	169702256	+	170	NA	promoter-TSS (WDR27)	NA	-28	C6orf120								
M6_1_125_R1_peak_1666	chr3	158644371	158644639	+	170	NA	promoter-TSS (GFM1)	NA	8	GFM1								
M6_1_125_R1_peak_790	chr16	3457752	3458181	+	170	NA	promoter-TSS (NAA60)	NA	14298	NAA60								
M6_1_125_R1_peak_558	chr12	117063095	117063699	+	169	NA	intron (TESC, intron 2 of 7)	NA	36049	TESC								
M6_1_125_R1_peak_330	chr11	33893735	33893940	+	168	NA	Intergenic	NA	-23313	LMO2								
M6_1_125_R1_peak_80	chr1	46303531	46303733	+	167	NA	promoter-TSS (LRRC41)	NA	-22	UQCRH								
M6_1_125_R1_peak_1114	chr19	18415443	18415684	+	166	NA	Intergenic	NA	-3763	SSBP4								
M6_1_125_R1_peak_536	chr12	94676060	94676319	+	166	NA	Intergenic	NA	-31764	TMCC3								
M6_1_125_R1_peak_1776	chr4	140150877	140151308	+	166	NA	intron (MAML3, intron 1 of 4)	NA	2987	MAML3								
M6_1_125_R1_peak_2050	chr7	5397210	5397443	+	164	NA	intron (TNRC18, intron 2 of 29)	NA	26502	TNRC18								
M6_1_125_R1_peak_1216	chr19	57527260	57527495	+	164	NA	promoter-TSS (ZNF549)	NA	52	ZNF549								
M6_1_125_R1_peak_842	chr16	66934317	66934620	+	164	NA	promoter-TSS (CES2)	NA	24	CES2								
M6_1_125_R1_peak_2205	chr8	144755486	144755740	+	164	NA	promoter-TSS (ZNF251)	NA	-222	ZNF251								
