PeakID (cmd=annotatePeaks.pl D0_1_7_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
D0_1_7_R1_peak_13946	chr7	65508909	65511265	+	1404	NA	Intergenic	NA	35717	LOC101929322								
D0_1_7_R1_peak_8541	chr2	70765204	70770299	+	1404	NA	promoter-TSS (ADD2)	NA	492	ADD2								
D0_1_7_R1_peak_10563	chr22	46532837	46540512	+	1402	NA	exon (CELSR1, exon 1 of 35)	NA	496	CELSR1								
D0_1_7_R1_peak_8734	chr2	110730343	110735126	+	1399	NA	exon (ACOXL, exon 1 of 18)	NA	161	ACOXL								
D0_1_7_R1_peak_2776	chr11	19342677	19349908	+	1399	NA	Intergenic	NA	-105332	E2F8								
D0_1_7_R1_peak_8352	chr2	10077462	10085591	+	1393	NA	Intergenic	NA	-1115	CYS1								
D0_1_7_R1_peak_7001	chr17	79607364	79613534	+	1392	NA	intron (RBFOX3, intron 1 of 14)	NA	652	RBFOX3								
D0_1_7_R1_peak_2905	chr11	46388619	46392984	+	1391	NA	Intergenic	NA	-4244	CHRM4								
D0_1_7_R1_peak_14124	chr7	122297579	122318965	+	1388	NA	intron (FEZF1-AS1, intron 5 of 6)	NA	-3761	FEZF1								
D0_1_7_R1_peak_15511	chr9	117410559	117418113	+	1388	NA	intron (ASTN2, intron 1 of 21)	NA	-233135	SNORA70C								
D0_1_7_R1_peak_12196	chr5	84381260	84386698	+	1388	NA	intron (EDIL3, intron 1 of 10)	NA	888	EDIL3								
D0_1_7_R1_peak_2449	chr10	132184297	132190865	+	1388	NA	intron (DPYSL4, intron 1 of 12)	NA	2521	DPYSL4								
D0_1_7_R1_peak_1912	chr10	77633492	77641586	+	1388	NA	exon (KCNMA1, exon 1 of 30)	NA	269	KCNMA1								
D0_1_7_R1_peak_8915	chr2	132008529	132011230	+	1388	NA	Intergenic	NA	-15718	LOC101928067								
D0_1_7_R1_peak_4591	chr14	36577246	36586365	+	1387	NA	intron (NKX2-8, intron 1 of 1)	NA	776	NKX2-8								
D0_1_7_R1_peak_15011	chr8	142460391	142468319	+	1385	NA	exon (BAI1, exon 1 of 30)	NA	156	BAI1								
D0_1_7_R1_peak_1001	chr1	107138200	107142402	+	1384	NA	promoter-TSS (NTNG1)	NA	-172	LOC102724829								
D0_1_7_R1_peak_933	chr1	68228883	68234940	+	1384	NA	intron (WLS, intron 1 of 11)	NA	635	WLS								
D0_1_7_R1_peak_3720	chr12	53735270	53743840	+	1384	NA	Intergenic	NA	-12032	CALCOCO1								
D0_1_7_R1_peak_9595	chr20	36302916	36311009	+	1382	NA	Intergenic	NA	70545	AAR2								
D0_1_7_R1_peak_15235	chr9	34620923	34631830	+	1377	NA	intron (ARID3C, intron 1 of 6)	NA	1638	ARID3C								
D0_1_7_R1_peak_10671	chr3	12285454	12290758	+	1376	NA	promoter-TSS (PPARG)	NA	-81972	PPARG								
D0_1_7_R1_peak_4191	chr12	132616316	132623549	+	1376	NA	intron (P2RX2, intron 3 of 10)	NA	1146	P2RX2								
D0_1_7_R1_peak_14940	chr8	139699921	139706134	+	1373	NA	promoter-TSS (KCNK9)	NA	29	KCNK9								
D0_1_7_R1_peak_3281	chr11	116576864	116583968	+	1373	NA	Intergenic	NA	-59006	LOC101929011								
D0_1_7_R1_peak_3905	chr12	94871703	94876264	+	1373	NA	Intergenic	NA	39529	KRT19P2								
D0_1_7_R1_peak_15299	chr9	64772784	64775860	+	1373	NA	Intergenic	NA	114577	LOC100132154								
D0_1_7_R1_peak_938	chr1	75123707	75139592	+	1373	NA	intron (LHX8, intron 2 of 9)	NA	3215	LHX8								
D0_1_7_R1_peak_11048	chr3	134794901	134799918	+	1368	NA	intron (EPHB1, intron 1 of 15)	NA	2152	EPHB1								
D0_1_7_R1_peak_10154	chr21	41503248	41510197	+	1368	NA	intron (TMPRSS2, intron 1 of 12)	NA	1343	TMPRSS2								
D0_1_7_R1_peak_5926	chr16	68640968	68649380	+	1366	NA	exon (CDH3, exon 1 of 16)	NA	926	CDH3								
D0_1_7_R1_peak_12358	chr5	139901034	139907260	+	1362	NA	intron (NRG2, intron 1 of 9)	NA	95044	PSD2								
D0_1_7_R1_peak_4709	chr14	73233074	73241393	+	1362	NA	promoter-TSS (PAPLN)	NA	-1421	PAPLN								
D0_1_7_R1_peak_12049	chr5	38254964	38261000	+	1360	NA	promoter-TSS (EGFLAM)	NA	-427	EGFLAM								
D0_1_7_R1_peak_15073	chr8	143767975	143775080	+	1360	NA	Intergenic	NA	-17807	LOC101928220								
D0_1_7_R1_peak_1130	chr1	144882312	144883978	+	1360	NA	Intergenic	NA	167066	RP11-14N7.2								
D0_1_7_R1_peak_15861	chr9	138019992	138026012	+	1360	NA	intron (CACNA1B, intron 18 of 46)	NA	22069	LOC101928786								
D0_1_7_R1_peak_13454	chr6	149962676	149968345	+	1360	NA	intron (ULBP1, intron 1 of 3)	NA	1536	ULBP1								
D0_1_7_R1_peak_526	chr1	23215271	23220211	+	1358	NA	Intergenic	NA	-23012	HTR1D								
D0_1_7_R1_peak_14890	chr8	101490493	101495864	+	1357	NA	promoter-TSS (LOC101927172)	NA	-675	LOC101927172								
D0_1_7_R1_peak_1168	chr1	151836615	151841665	+	1357	NA	exon (C2CD4D, exon 2 of 2)	NA	671	LOC100132111								
D0_1_7_R1_peak_3402	chr11	125493575	125497461	+	1357	NA	exon (FEZ1, exon 1 of 10)	NA	310	MGC39545								
D0_1_7_R1_peak_4090	chr12	125183306	125191703	+	1357	NA	Intergenic	NA	122073	AACS								
D0_1_7_R1_peak_13261	chr6	88164539	88169920	+	1357	NA	promoter-TSS (CNR1)	NA	-1181	CNR1								
D0_1_7_R1_peak_3920	chr12	98891825	98898007	+	1357	NA	promoter-TSS (ANKS1B)	NA	-198443	RP11-406H4.1								
D0_1_7_R1_peak_6021	chr16	85895089	85902917	+	1356	NA	promoter-TSS (IRF8)	NA	-3858	IRF8								
D0_1_7_R1_peak_7974	chr19	42322832	42325291	+	1356	NA	intron (TMEM145, intron 14 of 14)	NA	-1548	MEGF8								
D0_1_7_R1_peak_8061	chr19	46646955	46653056	+	1353	NA	intron (DACT3, intron 3 of 3)	NA	4684	DACT3								
D0_1_7_R1_peak_14236	chr7	150798552	150803938	+	1352	NA	promoter-TSS (TMEM176B)	NA	479	TMEM176A								
D0_1_7_R1_peak_11562	chr4	48481961	48486086	+	1352	NA	exon (SLC10A4, exon 1 of 3)	NA	680	SLC10A4								
D0_1_7_R1_peak_13615	chr7	287519	294864	+	1350	NA	exon (WI2-2373I1.2, exon 3 of 3)	NA	1021	WI2-2373I1.2								
D0_1_7_R1_peak_5095	chr15	41493268	41497585	+	1347	NA	intron (ITPKA, intron 1 of 6)	NA	-5873	ITPKA								
D0_1_7_R1_peak_15474	chr9	109495085	109503608	+	1345	NA	Intergenic	NA	12155	MIR3927								
D0_1_7_R1_peak_10212	chr21	45402145	45408878	+	1345	NA	promoter-TSS (LOC101928745)	NA	329	COL18A1								
D0_1_7_R1_peak_13891	chr7	51313873	51319765	+	1345	NA	promoter-TSS (COBL)	NA	-10	COBL								
D0_1_7_R1_peak_15468	chr9	109316055	109321753	+	1345	NA	intron (EPB41L4B, intron 1 of 24)	NA	1542	EPB41L4B								
D0_1_7_R1_peak_1877	chr10	69800133	69804893	+	1345	NA	exon (COL13A1, exon 1 of 38)	NA	625	COL13A1								
D0_1_7_R1_peak_12152	chr5	76080407	76086919	+	1344	NA	intron (SV2C, intron 1 of 12)	NA	183	SV2C								
D0_1_7_R1_peak_1710	chr10	23188531	23205982	+	1343	NA	Intergenic	NA	4725	PTF1A								
D0_1_7_R1_peak_8758	chr2	118221604	118227167	+	1341	NA	Intergenic	NA	-37946	LOC100506797								
D0_1_7_R1_peak_8822	chr2	120734483	120745886	+	1341	NA	Intergenic	NA	-57107	GLI2								
D0_1_7_R1_peak_13743	chr7	15683900	15689515	+	1341	NA	promoter-TSS (MEOX2)	NA	-24	MEOX2								
D0_1_7_R1_peak_5393	chr15	88799392	88806751	+	1340	NA	promoter-TSS (ACAN)	NA	-372	ACAN								
D0_1_7_R1_peak_5958	chr16	75247328	75254842	+	1340	NA	promoter-TSS (BCAR1)	NA	13018	BCAR1								
D0_1_7_R1_peak_14205	chr7	140638214	140643880	+	1339	NA	promoter-TSS (DENND2A)	NA	-493	DENND2A								
D0_1_7_R1_peak_4462	chr13	111111832	111118790	+	1338	NA	promoter-TSS (ARHGEF7)	NA	19473	RP11-551M15.1								
D0_1_7_R1_peak_5380	chr15	88253281	88260929	+	1337	NA	promoter-TSS (NTRK3)	NA	-374	NTRK3								
D0_1_7_R1_peak_15894	chrX	2580659	2586909	+	1335	NA	intron (LOC101928092, intron 1 of 1)	NA	25380	LOC101928092								
D0_1_7_R1_peak_5074	chr15	34752494	34758788	+	1329	NA	intron (RP11-814P5.1, intron 1 of 2)	NA	557	RP11-814P5.1								
D0_1_7_R1_peak_14014	chr7	88757762	88760838	+	1329	NA	promoter-TSS (ZNF804B)	NA	-139	ZNF804B								
D0_1_7_R1_peak_12274	chr5	132810464	132815814	+	1329	NA	promoter-TSS (SOWAHA)	NA	-202	SOWAHA								
D0_1_7_R1_peak_13201	chr6	50834823	50853040	+	1329	NA	TTS (TFAP2B)	NA	21907	TFAP2B								
D0_1_7_R1_peak_13858	chr7	43109784	43115680	+	1325	NA	exon (HECW1, exon 1 of 30)	NA	115	HECW1								
D0_1_7_R1_peak_13435	chr6	147506258	147511423	+	1325	NA	exon (SAMD5, exon 1 of 2)	NA	148	SAMD5								
D0_1_7_R1_peak_11270	chr4	2038538	2042118	+	1325	NA	Intergenic	NA	-1722	C4orf48								
D0_1_7_R1_peak_10054	chr20	63468232	63476501	+	1325	NA	exon (KCNQ2, exon 1 of 15)	NA	223	KCNQ2								
D0_1_7_R1_peak_4547	chr14	23574314	23579988	+	1323	NA	exon (JPH4, exon 2 of 6)	NA	1649	JPH4								
D0_1_7_R1_peak_13358	chr6	116875064	116879081	+	1322	NA	promoter-TSS (RFX6)	NA	-141	RFX6								
D0_1_7_R1_peak_10806	chr3	50201600	50208262	+	1313	NA	promoter-TSS (SLC38A3)	NA	-2405	SLC38A3								
D0_1_7_R1_peak_4763	chr14	85528315	85536767	+	1313	NA	promoter-TSS (LOC100506731)	NA	-782	LOC100506731								
D0_1_7_R1_peak_1953	chr10	93059896	93077346	+	1312	NA	TTS (CYP26C1)	NA	-4854	CYP26A1								
D0_1_7_R1_peak_2693	chr11	12673523	12681578	+	1311	NA	intron (TEAD1, intron 2 of 12)	NA	3128	TEAD1								
D0_1_7_R1_peak_8324	chr2	947417	953132	+	1310	NA	promoter-TSS (SNTG2)	NA	327	LOC101060391								
D0_1_7_R1_peak_12015	chr5	7392849	7399167	+	1310	NA	promoter-TSS (ADCY2)	NA	-222	ADCY2								
D0_1_7_R1_peak_3210	chr11	92222413	92228902	+	1310	NA	intron (FAT3, intron 1 of 26)	NA	-126439	FAT3								
D0_1_7_R1_peak_8924	chr2	132667027	132672655	+	1310	NA	intron (LYPD1, intron 1 of 2)	NA	377	LYPD1								
D0_1_7_R1_peak_9527	chr20	24466890	24473125	+	1310	NA	intron (SYNDIG1, intron 1 of 3)	NA	383	SYNDIG1								
D0_1_7_R1_peak_8703	chr2	100816119	100823151	+	1308	NA	promoter-TSS (NPAS2)	NA	-58537	NPAS2								
D0_1_7_R1_peak_4698	chr14	69569998	69575488	+	1308	NA	exon (CCDC177, exon 2 of 2)	NA	2140	CCDC177								
D0_1_7_R1_peak_2794	chr11	22339218	22345586	+	1308	NA	intron (SLC17A6, intron 2 of 11)	NA	4281	SLC17A6								
D0_1_7_R1_peak_12585	chr5	173324558	173331782	+	1308	NA	exon (STC2, exon 1 of 4)	NA	1333	STC2								
D0_1_7_R1_peak_10614	chr22	50599138	50607419	+	1308	NA	exon (MAPK8IP2, exon 1 of 10)	NA	145	MAPK8IP2								
D0_1_7_R1_peak_8127	chr19	49420562	49443108	+	1307	NA	intron (SLC17A7, intron 9 of 11)	NA	5404	GFY								
D0_1_7_R1_peak_8512	chr2	47567616	47573271	+	1307	NA	promoter-TSS (KCNK12)	NA	-112	KCNK12								
D0_1_7_R1_peak_15231	chr9	34574455	34581235	+	1307	NA	intron (CNTFR, intron 1 of 8)	NA	9833	CNTFR-AS1								
D0_1_7_R1_peak_5869	chr16	56660139	56673726	+	1303	NA	TTS (LOC101927536)	NA	1133	MT1G								
D0_1_7_R1_peak_12225	chr5	113485646	113489634	+	1302	NA	intron (MCC, intron 1 of 19)	NA	-26054	YTHDC2								
D0_1_7_R1_peak_8547	chr2	70789236	70792842	+	1302	NA	promoter-TSS (FIGLA)	NA	-396	FIGLA								
D0_1_7_R1_peak_7287	chr18	48133618	48140884	+	1302	NA	promoter-TSS (ZBTB7C)	NA	58	ZBTB7C								
D0_1_7_R1_peak_7712	chr19	17948487	17955034	+	1301	NA	intron (KCNN1, intron 1 of 10)	NA	-15371	KCNN1								
D0_1_7_R1_peak_10683	chr3	13280009	13285207	+	1301	NA	Intergenic	NA	137711	NUP210								
D0_1_7_R1_peak_2885	chr11	45659374	45667987	+	1298	NA	intron (CHST1, intron 1 of 4)	NA	1939	CHST1								
D0_1_7_R1_peak_14713	chr8	43245424	43248575	+	1298	NA	Intergenic	NA	-45443	POTEA								
D0_1_7_R1_peak_11538	chr4	41863479	41868602	+	1298	NA	Intergenic	NA	16571	LINC00682								
D0_1_7_R1_peak_12980	chr6	30069863	30077989	+	1295	NA	intron (RNF39, intron 1 of 3)	NA	1925	RNF39								
D0_1_7_R1_peak_7402	chr19	494977	500571	+	1295	NA	intron (MADCAM1, intron 1 of 4)	NA	1284	MADCAM1								
D0_1_7_R1_peak_13152	chr6	43271862	43278980	+	1295	NA	intron (TTBK1, intron 13 of 14)	NA	-22839	SLC22A7								
D0_1_7_R1_peak_4694	chr14	69481581	69488051	+	1295	NA	promoter-TSS (PLEKHD1)	NA	62	PLEKHD1								
D0_1_7_R1_peak_420	chr1	19662549	19668653	+	1295	NA	exon (HTR6, exon 1 of 3)	NA	314	HTR6								
D0_1_7_R1_peak_13772	chr7	24282026	24287550	+	1294	NA	intron (NPY, intron 1 of 3)	NA	600	NPY								
D0_1_7_R1_peak_5779	chr16	49272931	49285531	+	1294	NA	exon (CBLN1, exon 3 of 3)	NA	2600	CBLN1								
D0_1_7_R1_peak_5125	chr15	47715327	47721009	+	1294	NA	promoter-TSS (SEMA6D)	NA	94	SEMA6D								
D0_1_7_R1_peak_1640	chr1	242521347	242527343	+	1294	NA	exon (PLD5, exon 2 of 11)	NA	351	PLD5								
D0_1_7_R1_peak_5508	chr16	164868	169716	+	1293	NA	TTS (HBM)	NA	1318	HBM								
D0_1_7_R1_peak_9917	chr20	62548619	62555543	+	1293	NA	promoter-TSS (C20orf166-AS1)	NA	-520	C20orf166-AS1								
D0_1_7_R1_peak_10494	chr22	43407738	43415471	+	1290	NA	promoter-TSS (MPPED1)	NA	-410	MPPED1								
D0_1_7_R1_peak_486	chr1	22139616	22145868	+	1289	NA	intron (WNT4, intron 1 of 4)	NA	-2464	WNT4								
D0_1_7_R1_peak_12215	chr5	107667854	107673913	+	1282	NA	promoter-TSS (EFNA5)	NA	2	EFNA5								
D0_1_7_R1_peak_1181	chr1	153258493	153263634	+	1282	NA	exon (LOR, exon 2 of 2)	NA	1360	LOR								
D0_1_7_R1_peak_9644	chr20	41363366	41368577	+	1282	NA	intron (EMILIN3, intron 1 of 3)	NA	887	EMILIN3								
D0_1_7_R1_peak_13194	chr6	50816736	50828591	+	1282	NA	intron (TFAP2B, intron 1 of 6)	NA	639	TFAP2B								
D0_1_7_R1_peak_15249	chr9	36982479	36990597	+	1281	NA	intron (PAX5, intron 4 of 8)	NA	47941	PAX5								
D0_1_7_R1_peak_4039	chr12	114678095	114704708	+	1281	NA	Intergenic	NA	-7237	TBX3								
D0_1_7_R1_peak_5082	chr15	37093120	37113704	+	1278	NA	Intergenic	NA	-3272	MEIS2								
D0_1_7_R1_peak_9738	chr20	46892729	46898453	+	1278	NA	intron (EYA2, intron 1 of 13)	NA	657	EYA2								
D0_1_7_R1_peak_5734	chr16	25689352	25696439	+	1278	NA	exon (HS3ST4, exon 1 of 2)	NA	869	HS3ST4								
D0_1_7_R1_peak_13484	chr6	151806603	151810645	+	1278	NA	promoter-TSS (ESR1)	NA	945	ESR1								
D0_1_7_R1_peak_5160	chr15	58062354	58067000	+	1277	NA	intron (ALDH1A2, intron 1 of 13)	NA	1246	ALDH1A2								
D0_1_7_R1_peak_14038	chr7	97729585	97735841	+	1277	NA	exon (TAC1, exon 2 of 7)	NA	754	TAC1								
D0_1_7_R1_peak_12063	chr5	50963013	50971862	+	1275	NA	Intergenic	NA	2750	LOC100287592								
D0_1_7_R1_peak_6910	chr17	76237777	76242523	+	1275	NA	intron (RNF157, intron 1 of 19)	NA	-25055	UBALD2								
D0_1_7_R1_peak_15104	chr8	144469517	144477070	+	1271	NA	TTS (FOXH1)	NA	3042	FOXH1								
D0_1_7_R1_peak_3193	chr11	82729907	82734815	+	1269	NA	exon (FAM181B, exon 1 of 1)	NA	1503	FAM181B								
D0_1_7_R1_peak_4615	chr14	47672306	47677984	+	1267	NA	promoter-TSS (MDGA2)	NA	-191	MDGA2								
D0_1_7_R1_peak_5316	chr15	78618590	78622765	+	1267	NA	promoter-TSS (CHRNA3)	NA	618	CHRNA3								
D0_1_7_R1_peak_3841	chr12	57214272	57227779	+	1264	NA	intron (NXPH4, intron 1 of 1)	NA	4230	NXPH4								
D0_1_7_R1_peak_10855	chr3	62871720	62877779	+	1263	NA	exon (CADPS, exon 1 of 28)	NA	-108765	CADPS								
D0_1_7_R1_peak_5809	chr16	52543796	52550083	+	1263	NA	promoter-TSS (TOX3)	NA	-45	TOX3								
D0_1_7_R1_peak_1695	chr10	21171270	21176818	+	1263	NA	promoter-TSS (NEBL-AS1)	NA	54	NEBL-AS1								
D0_1_7_R1_peak_7652	chr19	11416393	11424480	+	1263	NA	TTS (CCDC151)	NA	-1094	RGL3								
D0_1_7_R1_peak_7351	chr18	74454180	74459452	+	1263	NA	intron (FAM69C, intron 1 of 3)	NA	1019	FAM69C								
D0_1_7_R1_peak_11679	chr4	121067969	121075294	+	1263	NA	intron (NDNF, intron 1 of 3)	NA	887	NDNF								
D0_1_7_R1_peak_11760	chr4	163342022	163345281	+	1263	NA	promoter-TSS (NPY5R)	NA	-288	NPY5R								
D0_1_7_R1_peak_14008	chr7	82440210	82446184	+	1263	NA	intron (CACNA2D1, intron 1 of 39)	NA	282	CACNA2D1								
D0_1_7_R1_peak_15840	chr9	136982482	136987353	+	1259	NA	exon (LCNL1, exon 3 of 3)	NA	1924	LCNL1								
D0_1_7_R1_peak_5207	chr15	65392379	65399678	+	1258	NA	exon (IGDCC4, exon 7 of 20)	NA	-1428	IGDCC4								
D0_1_7_R1_peak_8075	chr19	47415810	47424489	+	1255	NA	promoter-TSS (MEIS3)	NA	-621	MEIS3								
D0_1_7_R1_peak_7609	chr19	8146790	8152380	+	1255	NA	Intergenic	NA	-2105	FBN3								
D0_1_7_R1_peak_1608	chr1	231159058	231165716	+	1253	NA	promoter-TSS (TRIM67)	NA	-583	TRIM67								
D0_1_7_R1_peak_11751	chr4	154488751	154494132	+	1252	NA	exon (DCHS2, exon 1 of 2)	NA	337	DCHS2								
D0_1_7_R1_peak_6662	chr17	48638527	48648550	+	1252	NA	intron (LOC101060400, intron 2 of 2)	NA	3975	LOC101060400								
D0_1_7_R1_peak_4572	chr14	32931001	32941997	+	1252	NA	intron (NPAS3, intron 1 of 11)	NA	1566	NPAS3								
D0_1_7_R1_peak_12080	chr5	55218941	55235330	+	1249	NA	exon (MCIDAS, exon 1 of 7)	NA	180	MCIDAS								
D0_1_7_R1_peak_6696	chr17	49130100	49135934	+	1249	NA	promoter-TSS (B4GALNT2)	NA	557	B4GALNT2								
D0_1_7_R1_peak_7500	chr19	1772935	1781436	+	1248	NA	Intergenic	NA	-2875	LOC101928543								
D0_1_7_R1_peak_11730	chr4	148442604	148446757	+	1248	NA	promoter-TSS (NR3C2)	NA	2006	LOC101929065								
D0_1_7_R1_peak_10879	chr3	68929961	68935377	+	1248	NA	promoter-TSS (FAM19A4)	NA	-59	FAM19A4								
D0_1_7_R1_peak_15585	chr9	126668681	126687369	+	1248	NA	intron (LMX1B, intron 2 of 7)	NA	63582	LMX1B								
D0_1_7_R1_peak_7217	chr18	36294147	36301433	+	1248	NA	promoter-TSS (FHOD3)	NA	76	FHOD3								
D0_1_7_R1_peak_14447	chr8	4990024	4997088	+	1247	NA	intron (CSMD1, intron 1 of 69)	NA	1250	CSMD1								
D0_1_7_R1_peak_15871	chrX	370596	376521	+	1247	NA	exon (PPP2R3B, exon 1 of 13)	NA	-9451	PPP2R3B								
D0_1_7_R1_peak_11696	chr4	133145886	133154582	+	1247	NA	exon (PCDH10, exon 1 of 1)	NA	919	PCDH10								
D0_1_7_R1_peak_9441	chr20	3678267	3684418	+	1245	NA	intron (ADAM33, intron 1 of 21)	NA	766	ADAM33								
D0_1_7_R1_peak_2513	chr10	133324120	133329724	+	1245	NA	exon (CALY, exon 4 of 6)	NA	8112	CALY								
D0_1_7_R1_peak_9794	chr20	56923369	56930170	+	1245	NA	Intergenic	NA	-286927	LOC102723590								
D0_1_7_R1_peak_13373	chr6	122993981	122999034	+	1241	NA	exon (CLVS2, exon 1 of 6)	NA	536	CLVS2								
D0_1_7_R1_peak_4881	chr14	100724517	100729947	+	1240	NA	intron (DLK1, intron 1 of 4)	NA	367	DLK1								
D0_1_7_R1_peak_11195	chr4	571590	580250	+	1236	NA	Intergenic	NA	-49654	PDE6B								
D0_1_7_R1_peak_621	chr1	31770606	31775475	+	1236	NA	Intergenic	NA	-14305	MIR4254								
D0_1_7_R1_peak_10404	chr22	37557994	37562535	+	1236	NA	promoter-TSS (CDC42EP1)	NA	-3390	CDC42EP1								
D0_1_7_R1_peak_5904	chr16	66923094	66927687	+	1234	NA	intron (RRAD, intron 1 of 4)	NA	146	RRAD								
D0_1_7_R1_peak_10393	chr22	37331241	37337996	+	1233	NA	Intergenic	NA	20221	LOC100506271								
D0_1_7_R1_peak_5105	chr15	44192298	44197199	+	1233	NA	promoter-TSS (FRMD5)	NA	546	FRMD5								
D0_1_7_R1_peak_6904	chr17	76073420	76079588	+	1233	NA	intron (GALR2, intron 1 of 1)	NA	1703	GALR2								
D0_1_7_R1_peak_10567	chr22	48485186	48492745	+	1232	NA	promoter-TSS (FAM19A5)	NA	-495	FAM19A5								
D0_1_7_R1_peak_14930	chr8	132477726	132484400	+	1232	NA	promoter-TSS (KCNQ3)	NA	80416	HPYR1								
D0_1_7_R1_peak_9300	chr2	236177511	236180954	+	1232	NA	Intergenic	NA	-11229	GBX2								
D0_1_7_R1_peak_11665	chr4	112703412	112707676	+	1230	NA	Intergenic	NA	-56997	MIR302B								
D0_1_7_R1_peak_4778	chr14	92319895	92326567	+	1228	NA	promoter-TSS (SLC24A4)	NA	650	SLC24A4								
D0_1_7_R1_peak_3037	chr11	69635504	69643606	+	1225	NA	Intergenic	NA	-2558	CCND1								
D0_1_7_R1_peak_11086	chr3	147417053	147425835	+	1224	NA	exon (FLJ30375, exon 1 of 3)	NA	1616	FLJ30375								
D0_1_7_R1_peak_9457	chr20	9505239	9512117	+	1224	NA	intron (RP5-1119D9.4, intron 2 of 4)	NA	-5680	LAMP5								
D0_1_7_R1_peak_7109	chr18	5889351	5899344	+	1224	NA	intron (TMEM200C, intron 2 of 2)	NA	-2243	TMEM200C								
D0_1_7_R1_peak_14894	chr8	103498228	103502334	+	1222	NA	promoter-TSS (RIMS2)	NA	-84946	SLC25A32								
D0_1_7_R1_peak_13589	chr6	168438082	168444525	+	1221	NA	exon (SMOC2, exon 1 of 13)	NA	152	SMOC2								
D0_1_7_R1_peak_9528	chr20	25076173	25087669	+	1221	NA	exon (VSX1, exon 1 of 4)	NA	458	VSX1								
D0_1_7_R1_peak_9255	chr2	232631288	232636893	+	1221	NA	intron (EFHD1, intron 1 of 3)	NA	593	EFHD1								
D0_1_7_R1_peak_2678	chr11	9088685	9093675	+	1221	NA	promoter-TSS (MIR5691)	NA	423	SCUBE2								
D0_1_7_R1_peak_7181	chr18	26548569	26553163	+	1221	NA	intron (KCTD1, intron 1 of 4)	NA	40669	MIR8057								
D0_1_7_R1_peak_4838	chr14	99243082	99249752	+	1221	NA	intron (BCL11B, intron 2 of 3)	NA	25296	BCL11B								
D0_1_7_R1_peak_11795	chr4	183904268	183908637	+	1220	NA	promoter-TSS (STOX2)	NA	1096	STOX2								
D0_1_7_R1_peak_92	chr1	2527207	2533110	+	1220	NA	promoter-TSS (HES5)	NA	87	HES5								
D0_1_7_R1_peak_696	chr1	37750305	37756629	+	1218	NA	promoter-TSS (EPHA10)	NA	11685	EPHA10								
D0_1_7_R1_peak_10308	chr22	25279854	25285380	+	1218	NA	Intergenic	NA	-35640	IGLL3P								
D0_1_7_R1_peak_15518	chr9	121596209	121601682	+	1217	NA	intron (DAB2IP, intron 1 of 15)	NA	-52807	DAB2IP								
D0_1_7_R1_peak_1789	chr10	44381231	44387229	+	1216	NA	intron (CXCL12, intron 1 of 3)	NA	867	CXCL12								
D0_1_7_R1_peak_11409	chr4	6559339	6566518	+	1216	NA	intron (PPP2R2C, intron 1 of 9)	NA	-12261	MAN2B2								
D0_1_7_R1_peak_13438	chr6	148340613	148345455	+	1216	NA	promoter-TSS (SASH1)	NA	130920	SASH1								
D0_1_7_R1_peak_5890	chr16	65118776	65125122	+	1216	NA	promoter-TSS (CDH11)	NA	4163	CDH11								
D0_1_7_R1_peak_11130	chr3	181701887	181706131	+	1216	NA	intron (SOX2-OT, intron 6 of 6)	NA	-7915	SOX2								
D0_1_7_R1_peak_7192	chr18	31039639	31045008	+	1214	NA	intron (DSC3, intron 1 of 15)	NA	492	DSC3								
D0_1_7_R1_peak_2488	chr10	133083726	133092503	+	1208	NA	promoter-TSS (LOC100128127)	NA	-124	LOC100128127								
D0_1_7_R1_peak_960	chr1	85046129	85050561	+	1208	NA	promoter-TSS (MCOLN3)	NA	557	MCOLN3								
D0_1_7_R1_peak_5695	chr16	12898448	12905754	+	1206	NA	promoter-TSS (SHISA9)	NA	481	SHISA9								
D0_1_7_R1_peak_15510	chr9	116152624	116158230	+	1206	NA	intron (PAPPA, intron 1 of 21)	NA	1635	PAPPA								
D0_1_7_R1_peak_15442	chr9	98705405	98711334	+	1206	NA	intron (GABBR2, intron 1 of 18)	NA	88138	ANKS6								
D0_1_7_R1_peak_14631	chr8	26511091	26516663	+	1205	NA	promoter-TSS (PNMA2)	NA	90	PNMA2								
D0_1_7_R1_peak_11207	chr4	820457	830542	+	1203	NA	intron (CPLX1, intron 1 of 3)	NA	658	CPLX1								
D0_1_7_R1_peak_10122	chr21	34666632	34672797	+	1203	NA	exon (CLIC6, exon 1 of 6)	NA	325	CLIC6								
D0_1_7_R1_peak_13135	chr6	41635990	41640992	+	1203	NA	promoter-TSS (MDFI)	NA	34	MDFI								
D0_1_7_R1_peak_13365	chr6	117905713	117910744	+	1201	NA	intron (SLC35F1, intron 1 of 8)	NA	585	SLC35F1								
D0_1_7_R1_peak_11783	chr4	180056236	180061972	+	1201	NA	Intergenic	NA	1100045	LINC00290								
D0_1_7_R1_peak_5025	chr15	28091640	28101652	+	1201	NA	intron (OCA2, intron 1 of 23)	NA	2666	OCA2								
