PeakID (cmd=annotatePeaks.pl M6_1_123_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
M6_1_123_R1_peak_11890	chr8	1466639	1466940	+	146	NA	intron (DLGAP2, intron 2 of 13)	NA	-34577	DLGAP2								
M6_1_123_R1_peak_3907	chr14	93955193	93955518	+	146	NA	intron (ASB2, intron 1 of 7)	NA	-7103	MIR4506								
M6_1_123_R1_peak_6188	chr19	9621053	9621544	+	146	NA	promoter-TSS (ZNF561)	NA	-90	ZNF561								
M6_1_123_R1_peak_2303	chr11	66958221	66958884	+	146	NA	promoter-TSS (PC)	NA	-16731	C11orf86								
M6_1_123_R1_peak_2114	chr11	46617060	46617567	+	146	NA	promoter-TSS (ATG13)	NA	8	ATG13								
M6_1_123_R1_peak_5998	chr19	1087800	1088092	+	146	NA	TTS (HMHA1)	NA	7446	POLR2E								
M6_1_123_R1_peak_6717	chr19	51621192	51621530	+	146	NA	intron (SIGLEC5, intron 8 of 8)	NA	9113	SIGLEC5								
M6_1_123_R1_peak_6564	chr19	44002791	44003107	+	145	NA	promoter-TSS (RP11-15A1.7)	NA	24	ZNF230								
M6_1_123_R1_peak_11785	chr7	138948443	138948715	+	145	NA	intron (KIAA1549, intron 1 of 19)	NA	-29133	KIAA1549								
M6_1_123_R1_peak_10146	chr5	95718246	95718580	+	145	NA	Intergenic	NA	-12733	RHOBTB3								
M6_1_123_R1_peak_6291	chr19	14375166	14375515	+	145	NA	Intergenic	NA	-5804	CD97								
M6_1_123_R1_peak_3502	chr13	106493602	106493914	+	145	NA	intron (EFNB2, intron 4 of 4)	NA	41282	EFNB2								
M6_1_123_R1_peak_4711	chr16	30166261	30166586	+	145	NA	Intergenic	NA	-16987	CORO1A								
M6_1_123_R1_peak_1062	chr1	203287381	203287845	+	145	NA	intron (RP11-134P9.3, intron 1 of 2)	NA	337	RP11-134P9.3								
M6_1_123_R1_peak_4545	chr16	4459519	4459804	+	145	NA	Intergenic	NA	14970	NMRAL1								
M6_1_123_R1_peak_6416	chr19	32671810	32672102	+	145	NA	intron (NUDT19, intron 1 of 3)	NA	2956	ANKRD27								
M6_1_123_R1_peak_1011	chr1	194225832	194226169	+	145	NA	Intergenic	NA	807515	LOC102723336								
M6_1_123_R1_peak_11876	chr7	157490615	157491030	+	145	NA	intron (AC006372.4, intron 2 of 3)	NA	24591	AC006372.4								
M6_1_123_R1_peak_1137	chr1	212256410	212256688	+	145	NA	Intergenic	NA	-21897	RP11-15I11.3								
M6_1_123_R1_peak_3937	chr14	100640409	100640828	+	145	NA	Intergenic	NA	-16650	LINC00523								
M6_1_123_R1_peak_4814	chr16	57689768	57690260	+	145	NA	TTS (GPR97)	NA	-4787	CCDC135								
M6_1_123_R1_peak_9282	chr3	177526298	177526569	+	145	NA	intron (LINC00578, intron 1 of 3)	NA	84512	LINC00578								
M6_1_123_R1_peak_9112	chr3	129593987	129594221	+	145	NA	intron (PLXND1, intron 1 of 35)	NA	12635	PLXND1								
M6_1_123_R1_peak_8017	chr20	44966307	44966578	+	145	NA	promoter-TSS (STK4)	NA	16	STK4-AS1								
M6_1_123_R1_peak_8428	chr22	31399406	31399713	+	145	NA	promoter-TSS (DRG1)	NA	6	DRG1								
M6_1_123_R1_peak_2851	chr12	53500653	53500956	+	145	NA	promoter-TSS (TARBP2)	NA	-498	TARBP2								
M6_1_123_R1_peak_9591	chr4	48830949	48831583	+	145	NA	promoter-TSS (OCIAD1)	NA	684	OCIAD1								
M6_1_123_R1_peak_2810	chr12	49365653	49365922	+	145	NA	Intergenic	NA	17827	DNAJC22								
M6_1_123_R1_peak_10637	chr6	17706588	17707135	+	145	NA	promoter-TSS (NUP153)	NA	-436	NUP153								
M6_1_123_R1_peak_7931	chr20	32207587	32207971	+	145	NA	promoter-TSS (PLAGL2)	NA	-43	POFUT1								
M6_1_123_R1_peak_10643	chr6	20188674	20189056	+	145	NA	intron (MBOAT1, intron 1 of 12)	NA	-23247	LOC101928573								
M6_1_123_R1_peak_985	chr1	185338724	185339563	+	145	NA	Intergenic	NA	-4104	GS1-279B7.1								
M6_1_123_R1_peak_9727	chr4	102827327	102828169	+	145	NA	promoter-TSS (UBE2D3)	NA	41145	UBE2D3								
M6_1_123_R1_peak_12947	chrX	9463008	9463320	+	145	NA	promoter-TSS (TBL1X)	NA	-131	TBL1X								
M6_1_123_R1_peak_2112	chr11	46347245	46347598	+	145	NA	promoter-TSS (DGKZ)	NA	-16916	DGKZ								
M6_1_123_R1_peak_1397	chr10	15361147	15361435	+	145	NA	intron (FAM171A1, intron 1 of 7)	NA	-1489	LOC101928655								
M6_1_123_R1_peak_11235	chr6	159039316	159039676	+	145	NA	intron (TAGAP, intron 3 of 5)	NA	5656	TAGAP								
M6_1_123_R1_peak_9459	chr4	3557078	3557386	+	145	NA	Intergenic	NA	-19637	LINC00955								
M6_1_123_R1_peak_6119	chr19	5622570	5623039	+	145	NA	promoter-TSS (SAFB)	NA	123	SAFB2								
M6_1_123_R1_peak_2161	chr11	60018255	60018506	+	145	NA	Intergenic	NA	-21895	OOSP2								
M6_1_123_R1_peak_1965	chr11	6473844	6474196	+	145	NA	promoter-TSS (TRIM3)	NA	-36	TRIM3								
M6_1_123_R1_peak_6694	chr19	50004018	50004268	+	145	NA	intron (VRK3, intron 4 of 13)	NA	21000	VRK3								
M6_1_123_R1_peak_2155	chr11	59767096	59767468	+	145	NA	intron (STX3, intron 1 of 10)	NA	12276	STX3								
M6_1_123_R1_peak_7323	chr2	112004288	112004530	+	145	NA	intron (MERTK, intron 13 of 18)	NA	-50814	TMEM87B								
M6_1_123_R1_peak_2895	chr12	56752239	56752601	+	145	NA	promoter-TSS (HSD17B6)	NA	-37	HSD17B6								
M6_1_123_R1_peak_112	chr1	11805804	11806506	+	145	NA	promoter-TSS (MTHFR)	NA	59	CLCN6								
M6_1_123_R1_peak_3621	chr14	31127741	31128063	+	145	NA	exon (HECTD1, exon 26 of 43)	NA	80158	HECTD1								
M6_1_123_R1_peak_4944	chr16	81403557	81403828	+	145	NA	Intergenic	NA	18674	MIR4720								
M6_1_123_R1_peak_9064	chr3	122312932	122313252	+	145	NA	Intergenic	NA	-12072	CSTA								
M6_1_123_R1_peak_7201	chr2	82837979	82838290	+	145	NA	Intergenic	NA	-18669	LOC1720								
M6_1_123_R1_peak_5220	chr17	18314993	18315375	+	145	NA	promoter-TSS (TOP3A)	NA	-96	SMCR8								
M6_1_123_R1_peak_10423	chr5	165188863	165189219	+	145	NA	Intergenic	NA	718762	LOC102546299								
M6_1_123_R1_peak_3292	chr13	30422248	30422576	+	145	NA	Intergenic	NA	42331	HMGB1								
M6_1_123_R1_peak_1178	chr1	224503518	224503883	+	145	NA	Intergenic	NA	-69401	WDR26								
M6_1_123_R1_peak_8401	chr22	29751178	29751530	+	145	NA	intron (ZMAT5, intron 1 of 5)	NA	15657	ZMAT5								
M6_1_123_R1_peak_6440	chr19	35211799	35212086	+	145	NA	Intergenic	NA	16783	FAM187B								
M6_1_123_R1_peak_1512	chr10	50469815	50470102	+	145	NA	intron (SGMS1, intron 3 of 7)	NA	154007	SGMS1								
M6_1_123_R1_peak_12030	chr8	42152521	42153256	+	145	NA	promoter-TSS (AP3M2)	NA	-58	AP3M2								
M6_1_123_R1_peak_3536	chr13	113741397	113741722	+	145	NA	Intergenic	NA	9530	LINC00552								
M6_1_123_R1_peak_11458	chr7	39700988	39701252	+	145	NA	intron (RALA, intron 4 of 4)	NA	-32448	LINC00265								
M6_1_123_R1_peak_5748	chr17	81977433	81977976	+	145	NA	exon (ASPSCR1, exon 1 of 16)	NA	154	ASPSCR1								
M6_1_123_R1_peak_3551	chr14	20945204	20945462	+	145	NA	Intergenic	NA	-10138	RNASE2								
M6_1_123_R1_peak_11966	chr8	27378739	27379029	+	145	NA	intron (PTK2B, intron 1 of 29)	NA	-54529	MIR6842								
M6_1_123_R1_peak_10117	chr5	82100635	82100971	+	145	NA	intron (ATG10, intron 3 of 7)	NA	128778	ATG10								
M6_1_123_R1_peak_6360	chr19	17523221	17523634	+	145	NA	exon (FAM129C, exon 1 of 16)	NA	126	FAM129C								
M6_1_123_R1_peak_9949	chr5	27465205	27465508	+	145	NA	Intergenic	NA	-6936	LINC01021								
M6_1_123_R1_peak_10419	chr5	163916420	163916748	+	145	NA	Intergenic	NA	195414	LOC102724458								
M6_1_123_R1_peak_699	chr1	120723750	120724052	+	145	NA	promoter-TSS (LOC102724282)	NA	154	LOC101929796								
M6_1_123_R1_peak_9590	chr4	48558865	48559181	+	145	NA	intron (FRYL, intron 33 of 63)	NA	68771	ZAR1								
M6_1_123_R1_peak_11680	chr7	104945015	104945412	+	145	NA	intron (LOC101927902, intron 1 of 1)	NA	4257	LOC101927902								
M6_1_123_R1_peak_7070	chr2	55519443	55519694	+	145	NA	promoter-TSS (CCDC104)	NA	-27	CCDC104								
M6_1_123_R1_peak_13102	chrX	129777297	129777555	+	145	NA	Intergenic	NA	-2490	SASH3								
M6_1_123_R1_peak_12427	chr9	21160225	21160488	+	145	NA	Intergenic	NA	6304	IFNA21								
M6_1_123_R1_peak_7285	chr2	102301808	102302102	+	145	NA	Intergenic	NA	-35295	IL1RL1								
M6_1_123_R1_peak_2425	chr11	85752908	85753206	+	145	NA	intron (SYTL2, intron 2 of 19)	NA	-38309	SYTL2								
M6_1_123_R1_peak_2710	chr12	14239558	14239908	+	145	NA	Intergenic	NA	-145336	ATF7IP								
M6_1_123_R1_peak_12990	chrX	37755099	37755402	+	145	NA	Intergenic	NA	-24767	CYBB								
M6_1_123_R1_peak_6506	chr19	40348315	40348688	+	145	NA	promoter-TSS (C19orf47)	NA	-92	C19orf47								
M6_1_123_R1_peak_8171	chr21	28884957	28885360	+	145	NA	intron (N6AMT1, intron 1 of 5)	NA	215	N6AMT1								
M6_1_123_R1_peak_1610	chr10	74822704	74823059	+	145	NA	Intergenic	NA	-3532	KAT6B								
M6_1_123_R1_peak_11491	chr7	45027471	45027737	+	145	NA	promoter-TSS (CCM2)	NA	27416	CCM2								
M6_1_123_R1_peak_2719	chr12	15453604	15453923	+	145	NA	intron (PTPRO, intron 1 of 26)	NA	131506	PTPRO								
M6_1_123_R1_peak_2646	chr12	6607328	6607602	+	145	NA	promoter-TSS (CHD4)	NA	-26	CHD4								
M6_1_123_R1_peak_13075	chrX	103686932	103687300	+	145	NA	promoter-TSS (MORF4L2-AS1)	NA	-168	MORF4L2-AS1								
M6_1_123_R1_peak_4178	chr15	65517189	65517489	+	144	NA	promoter-TSS (DPP8)	NA	363	DPP8								
M6_1_123_R1_peak_7729	chr2	231781484	231781774	+	144	NA	promoter-TSS (COPS7B)	NA	-42	COPS7B								
M6_1_123_R1_peak_6011	chr19	1354809	1355189	+	144	NA	promoter-TSS (MUM1)	NA	-1325	MUM1								
M6_1_123_R1_peak_10198	chr5	115602378	115602665	+	144	NA	promoter-TSS (TICAM2)	NA	-42	TICAM2								
M6_1_123_R1_peak_3424	chr13	73058680	73059194	+	144	NA	promoter-TSS (KLF5)	NA	-62	KLF5								
M6_1_123_R1_peak_222	chr1	25971392	25971640	+	144	NA	intron (PAFAH2, intron 7 of 7)	NA	26656	PAFAH2								
M6_1_123_R1_peak_4779	chr16	50685678	50685955	+	144	NA	Intergenic	NA	-4463	SNX20								
M6_1_123_R1_peak_9853	chr4	169622217	169622595	+	144	NA	intron (CLCN3, intron 1 of 11)	NA	1885	CLCN3								
M6_1_123_R1_peak_8087	chr20	57432961	57433233	+	144	NA	Intergenic	NA	41699	RBM38								
M6_1_123_R1_peak_5126	chr17	7115006	7115270	+	144	NA	promoter-TSS (ASGR2)	NA	-183	ASGR2								
M6_1_123_R1_peak_3311	chr13	32107558	32107810	+	144	NA	intron (FRY, intron 3 of 60)	NA	46798	FRY								
M6_1_123_R1_peak_2302	chr11	66855881	66856664	+	144	NA	promoter-TSS (LRFN4)	NA	-1133	LRFN4								
M6_1_123_R1_peak_8313	chr22	17628670	17628967	+	144	NA	promoter-TSS (ATP6V1E1)	NA	4	ATP6V1E1								
M6_1_123_R1_peak_5125	chr17	7081764	7082006	+	144	NA	Intergenic	NA	-1604	CLEC10A								
M6_1_123_R1_peak_7615	chr2	206765141	206765413	+	144	NA	promoter-TSS (FASTKD2)	NA	-111	FASTKD2								
M6_1_123_R1_peak_149	chr1	19251385	19251687	+	144	NA	promoter-TSS (MRTO4)	NA	18	EMC1								
M6_1_123_R1_peak_6500	chr19	39970842	39971250	+	144	NA	promoter-TSS (PSMC4)	NA	-117	PSMC4								
M6_1_123_R1_peak_414	chr1	44485709	44486000	+	144	NA	intron (RNF220, intron 2 of 6)	NA	-59677	MIR5584								
M6_1_123_R1_peak_9375	chr3	195586802	195587011	+	144	NA	Intergenic	NA	-2701	APOD								
M6_1_123_R1_peak_11916	chr8	17907561	17908152	+	144	NA	intron (FGL1, intron 1 of 9)	NA	-12452	FGL1								
M6_1_123_R1_peak_7935	chr20	32387308	32387633	+	144	NA	intron (ASXL1, intron 4 of 11)	NA	29136	ASXL1								
M6_1_123_R1_peak_8098	chr20	59242774	59243088	+	144	NA	intron (ZNF831, intron 4 of 5)	NA	-57570	EDN3								
M6_1_123_R1_peak_5430	chr17	45147607	45148040	+	144	NA	exon (HEXIM1, exon 1 of 1)	NA	506	HEXIM1								
M6_1_123_R1_peak_10654	chr6	24951804	24952242	+	144	NA	intron (FAM65B, intron 1 of 13)	NA	-5590	FAM65B								
M6_1_123_R1_peak_7042	chr2	48146033	48146311	+	144	NA	Intergenic	NA	-107455	LOC102724008								
M6_1_123_R1_peak_4061	chr15	44427136	44427736	+	144	NA	promoter-TSS (CTDSPL2)	NA	-163	CTDSPL2								
M6_1_123_R1_peak_9687	chr4	83548493	83548797	+	144	NA	intron (AGPAT9, intron 3 of 12)	NA	12538	AGPAT9								
M6_1_123_R1_peak_6886	chr2	18516236	18516686	+	144	NA	Intergenic	NA	44232	RDH14								
M6_1_123_R1_peak_6499	chr19	39941847	39942095	+	144	NA	Intergenic	NA	-7345	FCGBP								
M6_1_123_R1_peak_6566	chr19	44113117	44113478	+	144	NA	promoter-TSS (ZNF225)	NA	-114	LOC100379224								
M6_1_123_R1_peak_5241	chr17	27453550	27453938	+	144	NA	Intergenic	NA	-2722	KSR1								
M6_1_123_R1_peak_7125	chr2	66433376	66433735	+	144	NA	promoter-TSS (MEIS1-AS3)	NA	-85	MEIS1-AS3								
M6_1_123_R1_peak_6370	chr19	18097541	18097854	+	144	NA	promoter-TSS (MAST3)	NA	-10810	IL12RB1								
M6_1_123_R1_peak_10412	chr5	160421682	160422006	+	144	NA	promoter-TSS (PTTG1)	NA	37	PTTG1								
M6_1_123_R1_peak_6346	chr19	17075431	17075897	+	144	NA	promoter-TSS (HAUS8)	NA	-131	HAUS8								
M6_1_123_R1_peak_7771	chr2	240611924	240612157	+	144	NA	intron (GPR35, intron 2 of 5)	NA	6632	GPR35								
M6_1_123_R1_peak_2335	chr11	68337479	68337737	+	144	NA	intron (LOC101928175, intron 1 of 1)	NA	563	LOC101928175								
M6_1_123_R1_peak_9044	chr3	113696351	113696962	+	144	NA	promoter-TSS (KIAA2018)	NA	-21	KIAA2018								
M6_1_123_R1_peak_9903	chr4	185717464	185717725	+	144	NA	intron (SORBS2, intron 1 of 20)	NA	94662	SORBS2								
M6_1_123_R1_peak_10466	chr5	175895720	175895965	+	144	NA	Intergenic	NA	72473	THOC3								
M6_1_123_R1_peak_5914	chr18	51030049	51030469	+	144	NA	promoter-TSS (SMAD4)	NA	46	SMAD4								
M6_1_123_R1_peak_7108	chr2	64655910	64656250	+	144	NA	intron (SERTAD2, intron 1 of 1)	NA	48768	AC007365.1								
M6_1_123_R1_peak_5775	chr17	82751479	82751883	+	144	NA	promoter-TSS (TBCD)	NA	-405	TBCD								
M6_1_123_R1_peak_11616	chr7	97872099	97872525	+	144	NA	promoter-TSS (ASNS)	NA	-147	ASNS								
M6_1_123_R1_peak_10418	chr5	163505361	163505668	+	144	NA	promoter-TSS (MAT2B)	NA	2450	MAT2B								
M6_1_123_R1_peak_10258	chr5	133247028	133247364	+	144	NA	intron (FSTL4, intron 7 of 15)	NA	180510	MIR1289-2								
M6_1_123_R1_peak_12205	chr8	107305133	107305428	+	144	NA	intron (ANGPT1, intron 4 of 8)	NA	192746	ANGPT1								
M6_1_123_R1_peak_10842	chr6	41271926	41272208	+	144	NA	intron (TREM1, intron 2 of 2)	NA	14615	TREM1								
M6_1_123_R1_peak_2524	chr11	119087757	119088011	+	144	NA	promoter-TSS (HMBS)	NA	-103	HMBS								
M6_1_123_R1_peak_9148	chr3	139343870	139344149	+	144	NA	promoter-TSS (MRPS22)	NA	-11	MRPS22								
M6_1_123_R1_peak_1998	chr11	10743708	10744143	+	144	NA	Intergenic	NA	-7339	CTR9								
M6_1_123_R1_peak_3219	chr12	124906753	124907046	+	144	NA	Intergenic	NA	8142	UBC								
M6_1_123_R1_peak_181	chr1	23368740	23369101	+	144	NA	promoter-TSS (C1orf213)	NA	-298	C1orf213								
M6_1_123_R1_peak_12738	chr9	124771235	124771714	+	144	NA	promoter-TSS (NR6A1)	NA	-164	NR6A1								
M6_1_123_R1_peak_5059	chr17	1577229	1577545	+	144	NA	intron (SLC43A2, intron 11 of 12)	NA	-14571	PITPNA								
M6_1_123_R1_peak_2817	chr12	50111720	50112067	+	144	NA	promoter-TSS (COX14)	NA	-88	COX14								
M6_1_123_R1_peak_5129	chr17	7239462	7239841	+	144	NA	promoter-TSS (PHF23)	NA	-721	PHF23								
M6_1_123_R1_peak_7348	chr2	113756555	113756913	+	144	NA	promoter-TSS (SLC35F5)	NA	-114	SLC35F5								
M6_1_123_R1_peak_3428	chr13	75226809	75227101	+	144	NA	Intergenic	NA	13426	CTAGE11P								
M6_1_123_R1_peak_9930	chr5	10626424	10626682	+	144	NA	intron (ANKRD33B, intron 1 of 2)	NA	62230	ANKRD33B								
M6_1_123_R1_peak_2753	chr12	30754677	30755218	+	144	NA	promoter-TSS (LOC645485)	NA	-127	LOC645485								
M6_1_123_R1_peak_5591	chr17	65228830	65229255	+	144	NA	Intergenic	NA	91704	RGS9								
M6_1_123_R1_peak_2567	chr11	126480739	126480976	+	144	NA	intron (KIRREL3, intron 4 of 15)	NA	125109	ST3GAL4								
M6_1_123_R1_peak_6299	chr19	14689623	14690187	+	144	NA	promoter-TSS (ZNF333)	NA	-168	ZNF333								
M6_1_123_R1_peak_29	chr1	2133170	2133665	+	144	NA	promoter-TSS (PRKCZ)	NA	11862	LOC101929017								
M6_1_123_R1_peak_10243	chr5	132114639	132114958	+	144	NA	Intergenic	NA	41006	CSF2								
M6_1_123_R1_peak_11701	chr7	107743997	107744555	+	144	NA	promoter-TSS (LOC101927974)	NA	-225	LOC101927974								
M6_1_123_R1_peak_2612	chr12	2294699	2295039	+	144	NA	intron (CACNA1C, intron 3 of 46)	NA	25093	CACNA1C-IT3								
M6_1_123_R1_peak_2564	chr11	126392588	126392971	+	144	NA	intron (ST3GAL4, intron 1 of 10)	NA	37031	ST3GAL4								
M6_1_123_R1_peak_3658	chr14	49868100	49868519	+	144	NA	Intergenic	NA	-5460	RN7SL2								
M6_1_123_R1_peak_7345	chr2	113227747	113228124	+	144	NA	intron (PAX8, intron 7 of 9)	NA	-8334	PAX8-AS1								
M6_1_123_R1_peak_5137	chr17	7404077	7404493	+	144	NA	promoter-TSS (TMEM256-PLSCR3)	NA	-154	TMEM256-PLSCR3								
M6_1_123_R1_peak_330	chr1	35577691	35577982	+	144	NA	intron (TFAP2E, intron 3 of 6)	NA	4466	TFAP2E								
M6_1_123_R1_peak_2784	chr12	46372689	46373101	+	144	NA	promoter-TSS (SLC38A2)	NA	-121	SLC38A2								
M6_1_123_R1_peak_10032	chr5	57173596	57174130	+	144	NA	promoter-TSS (GPBP1)	NA	-130	GPBP1								
M6_1_123_R1_peak_8382	chr22	28297615	28297917	+	144	NA	exon (TTC28, exon 4 of 23)	NA	-162103	MIR5739								
M6_1_123_R1_peak_3201	chr12	122946865	122947218	+	144	NA	intron (ABCB9, intron 5 of 11)	NA	19468	ABCB9								
M6_1_123_R1_peak_5713	chr17	78748748	78749055	+	144	NA	intron (CYTH1, intron 1 of 12)	NA	33393	CYTH1								
M6_1_123_R1_peak_11679	chr7	104943568	104943902	+	144	NA	intron (LOC101927902, intron 1 of 1)	NA	2779	LOC101927902								
M6_1_123_R1_peak_2041	chr11	19647015	19647288	+	144	NA	intron (NAV2, intron 1 of 37)	NA	67521	LOC100126784								
M6_1_123_R1_peak_2276	chr11	65858129	65858489	+	144	NA	promoter-TSS (CFL1)	NA	24	CFL1								
M6_1_123_R1_peak_12146	chr8	93873935	93874208	+	144	NA	Intergenic	NA	42027	MIR378D2								
M6_1_123_R1_peak_12059	chr8	58659615	58660040	+	144	NA	promoter-TSS (NSMAF)	NA	-420	NSMAF								
M6_1_123_R1_peak_7381	chr2	128321806	128322213	+	144	NA	Intergenic	NA	-3412	HS6ST1								
M6_1_123_R1_peak_12445	chr9	33159079	33159386	+	144	NA	intron (B4GALT1, intron 1 of 4)	NA	-7716	RP11-326F20.5								
M6_1_123_R1_peak_2788	chr12	47216901	47217142	+	144	NA	promoter-TSS (PCED1B-AS1)	NA	-578	PCED1B-AS1								
M6_1_123_R1_peak_293	chr1	31506010	31506306	+	144	NA	intron (RP11-439L8.3, intron 5 of 7)	NA	6073	RP11-439L8.3								
M6_1_123_R1_peak_9352	chr3	190983958	190984230	+	144	NA	Intergenic	NA	106164	SNAR-I								
M6_1_123_R1_peak_9694	chr4	87220437	87220855	+	144	NA	promoter-TSS (KLHL8)	NA	-124	KLHL8								
M6_1_123_R1_peak_11016	chr6	108559047	108559490	+	144	NA	promoter-TSS (FOXO3)	NA	-555	FOXO3								
M6_1_123_R1_peak_3843	chr14	81401352	81401767	+	144	NA	intron (STON2, intron 1 of 5)	NA	25845	STON2								
M6_1_123_R1_peak_4452	chr16	589711	590154	+	144	NA	promoter-TSS (RAB40C)	NA	263	RAB40C								
M6_1_123_R1_peak_8134	chr20	63707796	63708293	+	144	NA	promoter-TSS (ZGPAT)	NA	-31	ARFRP1								
M6_1_123_R1_peak_8818	chr3	46017764	46018027	+	144	NA	Intergenic	NA	9592	XCR1								
M6_1_123_R1_peak_10565	chr6	6711980	6712259	+	144	NA	Intergenic	NA	-5718	LOC101928047								
M6_1_123_R1_peak_1768	chr10	104338348	104338965	+	144	NA	promoter-TSS (ITPRIP)	NA	-10399	ITPRIP								
M6_1_123_R1_peak_9521	chr4	15081475	15081751	+	144	NA	Intergenic	NA	-63700	RP11-665G4.1								
M6_1_123_R1_peak_5681	chr17	76726464	76726965	+	144	NA	promoter-TSS (METTL23)	NA	85	JMJD6								
M6_1_123_R1_peak_2086	chr11	36510048	36510402	+	144	NA	promoter-TSS (RAG1)	NA	88	TRAF6								
M6_1_123_R1_peak_7532	chr2	183078648	183078881	+	144	NA	exon (DUSP19, exon 1 of 4)	NA	205	DUSP19								
M6_1_123_R1_peak_7661	chr2	218396052	218396474	+	144	NA	exon (SLC11A1, exon 15 of 15)	NA	-3492	CTDSP1								
M6_1_123_R1_peak_6441	chr19	35269447	35269803	+	143	NA	exon (USF2, exon 3 of 10)	NA	632	USF2								
M6_1_123_R1_peak_5813	chr18	9758744	9759058	+	143	NA	intron (RAB31, intron 1 of 6)	NA	50670	RAB31								
M6_1_123_R1_peak_10815	chr6	37051425	37051838	+	143	NA	Intergenic	NA	37915	FGD2								
M6_1_123_R1_peak_7165	chr2	70455187	70455500	+	143	NA	intron (TGFA, intron 4 of 5)	NA	26297	TGFA-IT1								
M6_1_123_R1_peak_142	chr1	17281897	17282183	+	143	NA	intron (PADI3, intron 15 of 15)	NA	4151	MIR3972								
M6_1_123_R1_peak_2078	chr11	35077749	35078310	+	143	NA	Intergenic	NA	-60841	CD44								
M6_1_123_R1_peak_8447	chr22	35540210	35540503	+	143	NA	promoter-TSS (RASD2)	NA	-949	RASD2								
M6_1_123_R1_peak_9424	chr4	1010482	1010810	+	143	NA	Intergenic	NA	-1818	FGFRL1								
M6_1_123_R1_peak_7468	chr2	162343893	162344304	+	143	NA	promoter-TSS (GCA)	NA	25	GCA								
M6_1_123_R1_peak_11523	chr7	66301746	66302051	+	143	NA	intron (TPST1, intron 3 of 3)	NA	96622	TPST1								
M6_1_123_R1_peak_11668	chr7	101856471	101857158	+	143	NA	intron (CUX1, intron 1 of 22)	NA	38220	LOC101927772								
M6_1_123_R1_peak_12346	chr8	143928365	143928773	+	143	NA	intron (PLEC, intron 26 of 32)	NA	16660	MIR661								
M6_1_123_R1_peak_12034	chr8	42761153	42761452	+	143	NA	intron (CHRNA6, intron 2 of 5)	NA	7484	CHRNA6								
M6_1_123_R1_peak_555	chr1	88992496	88993011	+	143	NA	exon (CCBL2, exon 1 of 14)	NA	207	CCBL2								
M6_1_123_R1_peak_5932	chr18	58213539	58213810	+	143	NA	intron (NEDD4L, intron 1 of 28)	NA	-41847	NEDD4L								
M6_1_123_R1_peak_5756	chr17	82230934	82231337	+	143	NA	intron (SLC16A3, intron 1 of 4)	NA	2124	SLC16A3								
M6_1_123_R1_peak_4937	chr16	80540799	80541049	+	143	NA	promoter-TSS (DYNLRB2)	NA	-162	DYNLRB2								
M6_1_123_R1_peak_9085	chr3	128075641	128075941	+	143	NA	Intergenic	NA	23422	SEC61A1								
M6_1_123_R1_peak_1629	chr10	79068751	79068995	+	142	NA	promoter-TSS (ZMIZ1)	NA	-121	ZMIZ1								
M6_1_123_R1_peak_11408	chr7	28239414	28239730	+	142	NA	intron (JAZF1-AS1, intron 3 of 3)	NA	-58754	JAZF1								
M6_1_123_R1_peak_4154	chr15	63490314	63490616	+	142	NA	Intergenic	NA	-14128	USP3								
M6_1_123_R1_peak_7142	chr2	68829274	68829576	+	142	NA	Intergenic	NA	42092	BMP10								
M6_1_123_R1_peak_8448	chr22	36166849	36167138	+	142	NA	promoter-TSS (APOL3)	NA	-816	APOL3								
M6_1_123_R1_peak_322	chr1	34829176	34829498	+	142	NA	Intergenic	NA	30400	SMIM12								
M6_1_123_R1_peak_4932	chr16	77723113	77723339	+	141	NA	intron (NUDT7, intron 1 of 4)	NA	734	NUDT7								
M6_1_123_R1_peak_10167	chr5	102278295	102278594	+	141	NA	intron (SLCO4C1, intron 2 of 12)	NA	18105	SLCO4C1								
M6_1_123_R1_peak_9214	chr3	155854425	155854868	+	141	NA	promoter-TSS (SLC33A1)	NA	-187	SLC33A1								
M6_1_123_R1_peak_956	chr1	182147194	182147650	+	140	NA	Intergenic	NA	-85710	ZNF648								
M6_1_123_R1_peak_12891	chr9	136483038	136483645	+	140	NA	promoter-TSS (SEC16A)	NA	-154	C9orf163								
M6_1_123_R1_peak_1887	chr10	133259252	133259547	+	140	NA	Intergenic	NA	-11514	MIR202HG								
M6_1_123_R1_peak_10543	chr6	2999625	2999953	+	140	NA	promoter-TSS (NQO2)	NA	-75	NQO2								
M6_1_123_R1_peak_4212	chr15	70142239	70142639	+	140	NA	Intergenic	NA	-44522	TLE3								
M6_1_123_R1_peak_8348	chr22	22410234	22410513	+	140	NA	Intergenic	NA	98814	ZNF280B								
M6_1_123_R1_peak_8	chr1	1208929	1209209	+	140	NA	Intergenic	NA	-2360	TNFRSF18								
M6_1_123_R1_peak_7132	chr2	68173351	68173598	+	140	NA	intron (PNO1, intron 6 of 6)	NA	15601	PNO1								
M6_1_123_R1_peak_2132	chr11	47553054	47553406	+	140	NA	promoter-TSS (CELF1)	NA	-12200	PTPMT1								
