PeakID (cmd=annotatePeaks.pl M6_1_128_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
M6_1_128_R1_peak_86	chr10	96043286	96043764	+	357	NA	promoter-TSS (CCNJ)	NA	-897	CCNJ								
M6_1_128_R1_peak_426	chr2	206765443	206765750	+	352	NA	promoter-TSS (MDH1B)	NA	208	FASTKD2								
M6_1_128_R1_peak_646	chr8	42843144	42843527	+	352	NA	promoter-TSS (THAP1)	NA	-4	THAP1								
M6_1_128_R1_peak_245	chr16	4425565	4425985	+	350	NA	promoter-TSS (DNAJA3)	NA	-30	DNAJA3								
M6_1_128_R1_peak_625	chr7	100705855	100706158	+	349	NA	promoter-TSS (POP7)	NA	-47	POP7								
M6_1_128_R1_peak_540	chr4	177442331	177442677	+	344	NA	promoter-TSS (AGA)	NA	-1	AGA								
M6_1_128_R1_peak_53	chr1	183472108	183472585	+	344	NA	promoter-TSS (SMG7)	NA	-156	SMG7								
M6_1_128_R1_peak_168	chr12	132084833	132085229	+	340	NA	intron (EP400NL, intron 1 of 9)	NA	748	EP400NL								
M6_1_128_R1_peak_487	chr3	49007185	49007551	+	340	NA	promoter-TSS (WDR6)	NA	-185	WDR6								
M6_1_128_R1_peak_551	chr5	128082936	128083332	+	340	NA	promoter-TSS (SLC12A2)	NA	-60	LINC01184								
M6_1_128_R1_peak_681	chr9	122905243	122905553	+	337	NA	promoter-TSS (RC3H2)	NA	-115	RC3H2								
M6_1_128_R1_peak_1	chr1	1375002	1375514	+	336	NA	promoter-TSS (AURKAIP1)	NA	-58	AURKAIP1								
M6_1_128_R1_peak_698	chrX	119606333	119606607	+	336	NA	promoter-TSS (NKRF)	NA	-2874	NKRF								
M6_1_128_R1_peak_273	chr17	2511775	2512093	+	336	NA	promoter-TSS (METTL16)	NA	-75	METTL16								
M6_1_128_R1_peak_283	chr17	21214056	21214369	+	335	NA	exon (TMEM11, exon 1 of 3)	NA	383	TMEM11								
M6_1_128_R1_peak_455	chr21	29073589	29073925	+	331	NA	promoter-TSS (CCT8)	NA	40	CCT8								
M6_1_128_R1_peak_383	chr2	19901551	19902107	+	330	NA	promoter-TSS (LOC102724935)	NA	-133	LOC102724935								
M6_1_128_R1_peak_506	chr3	169966615	169966941	+	328	NA	promoter-TSS (LOC100128164)	NA	-14	SEC62								
M6_1_128_R1_peak_88	chr10	100229459	100229778	+	325	NA	promoter-TSS (CHUK)	NA	-8	CHUK								
M6_1_128_R1_peak_600	chr6	111483461	111483850	+	325	NA	promoter-TSS (REV3L)	NA	183	TRAF3IP2-AS1								
M6_1_128_R1_peak_550	chr5	112861026	112861314	+	324	NA	promoter-TSS (SRP19)	NA	-18	SRP19								
M6_1_128_R1_peak_36	chr1	110034374	110034714	+	323	NA	promoter-TSS (STRIP1)	NA	-6091	STRIP1								
M6_1_128_R1_peak_386	chr2	27409590	27409863	+	318	NA	promoter-TSS (PPM1G)	NA	-43	PPM1G								
M6_1_128_R1_peak_443	chr20	31879953	31880294	+	316	NA	intron (TTLL9, intron 1 of 10)	NA	288	TTLL9								
M6_1_128_R1_peak_345	chr19	13846659	13847996	+	314	NA	Intergenic	NA	-10676	MIR23A								
M6_1_128_R1_peak_189	chr13	114281468	114282032	+	310	NA	promoter-TSS (UPF3A)	NA	166	UPF3A								
M6_1_128_R1_peak_341	chr19	12162913	12163264	+	305	NA	promoter-TSS (ZNF136)	NA	31	ZNF136								
M6_1_128_R1_peak_477	chr22	49657415	49657718	+	305	NA	promoter-TSS (C22orf34)	NA	-24	C22orf34								
M6_1_128_R1_peak_112	chr11	64778705	64779189	+	305	NA	promoter-TSS (SF1)	NA	-481	SF1								
M6_1_128_R1_peak_480	chr3	9396884	9397238	+	302	NA	promoter-TSS (SETD5)	NA	429	THUMPD3-AS1								
M6_1_128_R1_peak_172	chr13	21603996	21604381	+	299	NA	promoter-TSS (MICU2)	NA	20	MICU2								
M6_1_128_R1_peak_19	chr1	26900349	26900628	+	298	NA	promoter-TSS (GPATCH3)	NA	-17	GPATCH3								
M6_1_128_R1_peak_44	chr1	156213045	156213379	+	295	NA	TTS (SLC25A44)	NA	224	PMF1-BGLAP								
M6_1_128_R1_peak_493	chr3	101513253	101513639	+	295	NA	promoter-TSS (SENP7)	NA	-205	SENP7								
M6_1_128_R1_peak_651	chr8	63038734	63039012	+	295	NA	exon (GGH, exon 1 of 9)	NA	178	GGH								
M6_1_128_R1_peak_541	chr4	185143085	185143372	+	293	NA	promoter-TSS (SLC25A4)	NA	-35	SLC25A4								
M6_1_128_R1_peak_38	chr1	111449157	111449640	+	293	NA	promoter-TSS (WDR77)	NA	-190	WDR77								
M6_1_128_R1_peak_186	chr13	79406109	79406407	+	293	NA	promoter-TSS (RBM26)	NA	-51	RBM26-AS1								
M6_1_128_R1_peak_165	chr12	124988995	124989254	+	293	NA	promoter-TSS (DHX37)	NA	-3	DHX37								
M6_1_128_R1_peak_218	chr15	36579258	36579559	+	291	NA	promoter-TSS (C15orf41)	NA	-15478	C15orf41								
M6_1_128_R1_peak_116	chr11	65421603	65423023	+	289	NA	promoter-TSS (NEAT1)	NA	-485	NEAT1								
M6_1_128_R1_peak_586	chr6	36885655	36885952	+	288	NA	promoter-TSS (C6orf89)	NA	-61	C6orf89								
M6_1_128_R1_peak_130	chr12	401357	401672	+	287	NA	promoter-TSS (CCDC77)	NA	-12059	KDM5A								
M6_1_128_R1_peak_368	chr19	48445656	48445935	+	285	NA	promoter-TSS (GRWD1)	NA	22	GRWD1								
M6_1_128_R1_peak_438	chr20	3786640	3786961	+	285	NA	promoter-TSS (CDC25B)	NA	-110	CENPB								
M6_1_128_R1_peak_52	chr1	179954533	179954854	+	280	NA	promoter-TSS (CEP350)	NA	-125	CEP350								
M6_1_128_R1_peak_399	chr2	85616066	85616392	+	277	NA	promoter-TSS (USP39)	NA	137	USP39								
M6_1_128_R1_peak_177	chr13	41132714	41133020	+	274	NA	promoter-TSS (LOC101929140)	NA	-19	LOC101929140								
M6_1_128_R1_peak_595	chr6	70413034	70413377	+	269	NA	promoter-TSS (FAM135A)	NA	-199	FAM135A								
M6_1_128_R1_peak_249	chr16	14071180	14071593	+	268	NA	promoter-TSS (MKL2)	NA	-4054	MKL2								
M6_1_128_R1_peak_212	chr14	105300643	105300904	+	268	NA	promoter-TSS (PACS2)	NA	-13977	PACS2								
M6_1_128_R1_peak_307	chr17	63842922	63843225	+	268	NA	promoter-TSS (SMARCD2)	NA	-613	SMARCD2								
M6_1_128_R1_peak_702	chrX	154378765	154379229	+	266	NA	promoter-TSS (EMD)	NA	-240	EMD								
M6_1_128_R1_peak_104	chr11	44066353	44066618	+	266	NA	promoter-TSS (ACCS)	NA	223	ACCS								
M6_1_128_R1_peak_55	chr1	207050835	207051176	+	260	NA	promoter-TSS (YOD1)	NA	25	YOD1								
M6_1_128_R1_peak_701	chrX	153794217	153794518	+	259	NA	promoter-TSS (SSR4)	NA	-82	SSR4								
M6_1_128_R1_peak_518	chr4	25377064	25377357	+	258	NA	promoter-TSS (ANAPC4)	NA	-95	ANAPC4								
M6_1_128_R1_peak_535	chr4	127965048	127965361	+	257	NA	promoter-TSS (C4orf29)	NA	6	MFSD8								
M6_1_128_R1_peak_135	chr12	12696135	12696570	+	257	NA	promoter-TSS (GPR19)	NA	-165	GPR19								
M6_1_128_R1_peak_570	chr5	177022470	177022823	+	255	NA	promoter-TSS (ZNF346)	NA	-50	ZNF346								
M6_1_128_R1_peak_120	chr11	66267604	66267876	+	251	NA	promoter-TSS (RAB1B)	NA	-845	RAB1B								
M6_1_128_R1_peak_31	chr1	77978965	77979499	+	251	NA	promoter-TSS (FUBP1)	NA	-49	DNAJB4								
M6_1_128_R1_peak_101	chr11	11841789	11842160	+	249	NA	promoter-TSS (LOC102724878)	NA	551	USP47								
M6_1_128_R1_peak_65	chr1	246931935	246932196	+	245	NA	promoter-TSS (AHCTF1)	NA	-707	AHCTF1								
M6_1_128_R1_peak_669	chr9	70258891	70259127	+	244	NA	promoter-TSS (SMC5)	NA	47	SMC5								
M6_1_128_R1_peak_626	chr7	100874813	100875163	+	243	NA	promoter-TSS (SRRT)	NA	-358	SRRT								
M6_1_128_R1_peak_571	chr5	181246315	181246665	+	243	NA	promoter-TSS (CTC-338M12.4)	NA	-51	CTC-338M12.4								
M6_1_128_R1_peak_126	chr11	108009122	108009584	+	243	NA	exon (CUL5, exon 1 of 19)	NA	455	CUL5								
M6_1_128_R1_peak_14	chr1	25819984	25820340	+	242	NA	promoter-TSS (LOC102723671)	NA	-465	LOC102723671								
M6_1_128_R1_peak_85	chr10	94545629	94545870	+	233	NA	promoter-TSS (HELLS)	NA	-18	HELLS								
M6_1_128_R1_peak_526	chr4	56977599	56977834	+	233	NA	promoter-TSS (NOA1)	NA	-56	NOA1								
M6_1_128_R1_peak_339	chr19	9324117	9324405	+	233	NA	promoter-TSS (ZNF559-ZNF177)	NA	35	ZNF559-ZNF177								
M6_1_128_R1_peak_233	chr15	75640152	75640513	+	233	NA	promoter-TSS (IMP3)	NA	-9	IMP3								
M6_1_128_R1_peak_128	chr11	118565857	118566112	+	231	NA	promoter-TSS (IFT46)	NA	-6119	IFT46								
M6_1_128_R1_peak_294	chr17	38853321	38853678	+	231	NA	promoter-TSS (SNORA21)	NA	301	RPL23								
M6_1_128_R1_peak_696	chrX	77899279	77899512	+	229	NA	promoter-TSS (COX7B)	NA	-69	COX7B								
M6_1_128_R1_peak_196	chr14	39174847	39175126	+	229	NA	promoter-TSS (PNN)	NA	-197	PNN								
M6_1_128_R1_peak_456	chr21	32771703	32772138	+	223	NA	promoter-TSS (C21orf49)	NA	-62	PAXBP1								
M6_1_128_R1_peak_433	chr2	231464060	231464371	+	219	NA	intron (NCL, intron 1 of 13)	NA	279	NCL								
M6_1_128_R1_peak_33	chr1	99849972	99850221	+	219	NA	promoter-TSS (AGL)	NA	12	AGL								
M6_1_128_R1_peak_141	chr12	48716657	48717166	+	219	NA	promoter-TSS (CCNT1)	NA	87	CCNT1								
M6_1_128_R1_peak_51	chr1	174999730	175000008	+	214	NA	promoter-TSS (CACYBP)	NA	113	CACYBP								
M6_1_128_R1_peak_660	chr8	144094885	144095179	+	213	NA	promoter-TSS (CYC1)	NA	-3	CYC1								
M6_1_128_R1_peak_528	chr4	83284636	83284903	+	211	NA	promoter-TSS (COQ2)	NA	-602	COQ2								
M6_1_128_R1_peak_246	chr16	4474550	4474821	+	210	NA	promoter-TSS (NMRAL1)	NA	-34	NMRAL1								
M6_1_128_R1_peak_39	chr1	111755718	111755983	+	209	NA	promoter-TSS (FAM212B)	NA	-53	FAM212B								
M6_1_128_R1_peak_197	chr14	64387844	64388148	+	207	NA	promoter-TSS (MTHFD1)	NA	-45	MTHFD1								
M6_1_128_R1_peak_243	chr16	1964701	1965018	+	199	NA	promoter-TSS (RPS2)	NA	-33	RPS2								
M6_1_128_R1_peak_483	chr3	17742709	17742930	+	196	NA	promoter-TSS (TBC1D5)	NA	-204	TBC1D5								
M6_1_128_R1_peak_476	chr22	45413527	45413785	+	195	NA	promoter-TSS (SMC1B)	NA	-35	RIBC2								
M6_1_128_R1_peak_356	chr19	36850705	36850993	+	195	NA	promoter-TSS (ZNF345)	NA	-802	ZNF345								
M6_1_128_R1_peak_355	chr19	36772707	36773043	+	195	NA	promoter-TSS (ZNF850)	NA	-10014	ZNF850								
M6_1_128_R1_peak_97	chr10	125719498	125719745	+	194	NA	promoter-TSS (EDRF1)	NA	106	EDRF1								
M6_1_128_R1_peak_692	chrX	48801627	48801932	+	186	NA	promoter-TSS (HDAC6)	NA	100	HDAC6								
M6_1_128_R1_peak_317	chr17	81703229	81703478	+	186	NA	promoter-TSS (MRPL12)	NA	-17	MRPL12								
M6_1_128_R1_peak_468	chr22	37844475	37844741	+	186	NA	promoter-TSS (ANKRD54)	NA	-237	MIR658								
M6_1_128_R1_peak_552	chr5	131170669	131170937	+	184	NA	promoter-TSS (LYRM7)	NA	-145	LYRM7								
M6_1_128_R1_peak_278	chr17	8176315	8176573	+	183	NA	promoter-TSS (TMEM107)	NA	-48	TMEM107								
M6_1_128_R1_peak_247	chr16	4616144	4616341	+	181	NA	Intergenic	NA	-1316	UBALD1								
M6_1_128_R1_peak_380	chr2	3575173	3575466	+	181	NA	promoter-TSS (RPS7)	NA	56	RPS7								
M6_1_128_R1_peak_285	chr17	28952275	28952548	+	181	NA	promoter-TSS (PHF12)	NA	-921	PHF12								
M6_1_128_R1_peak_508	chr3	184298876	184299113	+	181	NA	promoter-TSS (PSMD2)	NA	-1587	PSMD2								
M6_1_128_R1_peak_474	chr22	42079536	42079863	+	181	NA	promoter-TSS (SMDT1)	NA	8	SMDT1								
M6_1_128_R1_peak_462	chr21	46253744	46254034	+	181	NA	intron (MCM3AP, intron 20 of 28)	NA	24365	LOC101928862								
M6_1_128_R1_peak_607	chr6	149317422	149317781	+	181	NA	promoter-TSS (TAB2)	NA	-699	TAB2								
M6_1_128_R1_peak_93	chr10	110304813	110305128	+	181	NA	promoter-TSS (SMNDC1)	NA	-21	SMNDC1								
M6_1_128_R1_peak_596	chr6	90587158	90587400	+	176	NA	promoter-TSS (MAP3K7)	NA	22	MAP3K7								
M6_1_128_R1_peak_667	chr9	26956183	26956441	+	172	NA	promoter-TSS (LOC101929602)	NA	-5	LOC101929602								
M6_1_128_R1_peak_241	chr16	138589	138805	+	172	NA	promoter-TSS (NPRL3)	NA	1	NPRL3								
M6_1_128_R1_peak_35	chr1	109493836	109494104	+	172	NA	promoter-TSS (CYB561D1)	NA	-109	CYB561D1								
M6_1_128_R1_peak_496	chr3	126084209	126084488	+	172	NA	promoter-TSS (SLC41A3)	NA	-19292	ALDH1L1-AS1								
M6_1_128_R1_peak_320	chr18	12702800	12703121	+	172	NA	promoter-TSS (CEP76)	NA	-28	PSMG2								
M6_1_128_R1_peak_329	chr19	1652702	1653174	+	169	NA	promoter-TSS (TCF3)	NA	-604	TCF3								
M6_1_128_R1_peak_491	chr3	66220796	66221091	+	169	NA	promoter-TSS (SLC25A26)	NA	157	SLC25A26								
M6_1_128_R1_peak_335	chr19	5903577	5903933	+	168	NA	exon (NDUFA11, exon 1 of 4)	NA	258	NDUFA11								
M6_1_128_R1_peak_152	chr12	79934904	79935402	+	168	NA	promoter-TSS (PPP1R12A)	NA	-21242	PPP1R12A								
M6_1_128_R1_peak_87	chr10	99620905	99621204	+	168	NA	promoter-TSS (SLC25A28)	NA	1634	SLC25A28								
M6_1_128_R1_peak_319	chr17	82519135	82519469	+	168	NA	promoter-TSS (FOXK2)	NA	-416	FOXK2								
M6_1_128_R1_peak_326	chr19	1095414	1095670	+	168	NA	promoter-TSS (POLR2E)	NA	-168	POLR2E								
M6_1_128_R1_peak_330	chr19	1905730	1905946	+	168	NA	intron (SCAMP4, intron 1 of 6)	NA	464	SCAMP4								
M6_1_128_R1_peak_648	chr8	51899119	51899450	+	161	NA	promoter-TSS (LOC102724330)	NA	39	LOC102724330								
M6_1_128_R1_peak_346	chr19	14005774	14006254	+	159	NA	intron (RFX1, intron 1 of 20)	NA	275	RFX1								
M6_1_128_R1_peak_700	chrX	152830887	152831111	+	158	NA	promoter-TSS (CETN2)	NA	32	NSDHL								
M6_1_128_R1_peak_155	chr12	105107541	105107759	+	158	NA	promoter-TSS (KIAA1033)	NA	-64	KIAA1033								
M6_1_128_R1_peak_370	chr19	49085072	49085278	+	156	NA	promoter-TSS (SNRNP70)	NA	-12234	KCNA7								
M6_1_128_R1_peak_310	chr17	68035402	68035695	+	156	NA	promoter-TSS (KPNA2)	NA	-184	KPNA2								
M6_1_128_R1_peak_525	chr4	56530695	56530908	+	156	NA	exon (THEGL, exon 1 of 9)	NA	192	THEGL								
M6_1_128_R1_peak_375	chr19	50724950	50725160	+	155	NA	exon (CLEC11A, exon 4 of 4)	NA	1707	CLEC11A								
M6_1_128_R1_peak_652	chr8	67028528	67028694	+	155	NA	promoter-TSS (PPP1R42)	NA	-60	PPP1R42								
M6_1_128_R1_peak_463	chr22	21001946	21002218	+	155	NA	promoter-TSS (THAP7)	NA	33	THAP7								
M6_1_128_R1_peak_146	chr12	56315907	56316189	+	155	NA	TTS (PAN2)	NA	296	CNPY2								
M6_1_128_R1_peak_687	chrX	23667351	23667589	+	155	NA	promoter-TSS (PRDX4)	NA	3210	PRDX4								
M6_1_128_R1_peak_303	chr17	59106818	59107103	+	155	NA	promoter-TSS (TRIM37)	NA	-207	TRIM37								
M6_1_128_R1_peak_226	chr15	66504855	66505252	+	155	NA	promoter-TSS (ZWILCH)	NA	-30	ZWILCH								
M6_1_128_R1_peak_575	chr6	13574247	13574554	+	150	NA	promoter-TSS (SIRT5)	NA	-129	SIRT5								
M6_1_128_R1_peak_32	chr1	93879034	93879421	+	150	NA	promoter-TSS (DNTTIP2)	NA	-21	DNTTIP2								
M6_1_128_R1_peak_139	chr12	27244074	27244315	+	150	NA	promoter-TSS (STK38L)	NA	-60	STK38L								
M6_1_128_R1_peak_198	chr14	64503636	64503887	+	150	NA	promoter-TSS (ZBTB25)	NA	-220	ZBTB25								
M6_1_128_R1_peak_543	chr5	10249751	10250067	+	144	NA	promoter-TSS (FAM173B)	NA	0	FAM173B								
M6_1_128_R1_peak_108	chr11	57667701	57668135	+	144	NA	promoter-TSS (ZDHHC5)	NA	-84	ZDHHC5								
M6_1_128_R1_peak_689	chrX	41085427	41085706	+	144	NA	promoter-TSS (USP9X)	NA	-69	USP9X								
M6_1_128_R1_peak_76	chr10	32346684	32347122	+	144	NA	promoter-TSS (LOC102031319)	NA	-461	LOC102031319								
M6_1_128_R1_peak_512	chr3	195543222	195543447	+	144	NA	promoter-TSS (PPP1R2)	NA	67	PPP1R2								
M6_1_128_R1_peak_82	chr10	70170569	70170815	+	144	NA	promoter-TSS (SAR1A)	NA	-163	SAR1A								
M6_1_128_R1_peak_124	chr11	85664998	85665312	+	144	NA	promoter-TSS (CREBZF)	NA	-17	CREBZF								
M6_1_128_R1_peak_486	chr3	47781680	47781968	+	144	NA	promoter-TSS (SMARCC1)	NA	91	SMARCC1								
M6_1_128_R1_peak_396	chr2	73926638	73926904	+	144	NA	promoter-TSS (DGUOK)	NA	-60	DGUOK								
M6_1_128_R1_peak_79	chr10	63133024	63133241	+	144	NA	promoter-TSS (NRBF2)	NA	-115	NRBF2								
M6_1_128_R1_peak_9	chr1	16904898	16905230	+	143	NA	Intergenic	NA	9084	RNU1-2								
M6_1_128_R1_peak_107	chr11	57657380	57657589	+	143	NA	promoter-TSS (CLP1)	NA	-260	CLP1								
M6_1_128_R1_peak_54	chr1	205749041	205749255	+	142	NA	intron (NUCKS1, intron 1 of 6)	NA	1072	NUCKS1								
M6_1_128_R1_peak_343	chr19	13102500	13102874	+	142	NA	promoter-TSS (LYL1)	NA	473	LYL1								
M6_1_128_R1_peak_503	chr3	160399106	160399420	+	142	NA	promoter-TSS (SMC4)	NA	269	IFT80								
M6_1_128_R1_peak_176	chr13	33817973	33818222	+	142	NA	promoter-TSS (RFC3)	NA	28	RFC3								
M6_1_128_R1_peak_244	chr16	3457536	3457818	+	141	NA	promoter-TSS (NAA60)	NA	14009	NAA60								
M6_1_128_R1_peak_89	chr10	101042959	101043245	+	140	NA	Intergenic	NA	11863	SFXN3								
M6_1_128_R1_peak_524	chr4	54064494	54064768	+	140	NA	promoter-TSS (CHIC2)	NA	17	CHIC2								
M6_1_128_R1_peak_602	chr6	136289861	136290095	+	140	NA	promoter-TSS (BCLAF1)	NA	667	BCLAF1								
M6_1_128_R1_peak_217	chr15	34588378	34588665	+	139	NA	Intergenic	NA	-4887	GOLGA8B								
M6_1_128_R1_peak_201	chr14	69398181	69398532	+	139	NA	promoter-TSS (SLC39A9)	NA	-52	ERH								
M6_1_128_R1_peak_572	chr6	2765009	2765476	+	138	NA	promoter-TSS (WRNIP1)	NA	-190	WRNIP1								
M6_1_128_R1_peak_331	chr19	3434888	3435108	+	137	NA	intron (NFIC, intron 5 of 8)	NA	45544	C19orf77								
M6_1_128_R1_peak_262	chr16	74368236	74368435	+	137	NA	promoter-TSS (LOC283922)	NA	-80	LOC283922								
M6_1_128_R1_peak_354	chr19	35748211	35748421	+	134	NA	promoter-TSS (LIN37)	NA	-45	LIN37								
M6_1_128_R1_peak_469	chr22	38201658	38201957	+	133	NA	promoter-TSS (MAFF)	NA	-1213	MAFF								
M6_1_128_R1_peak_631	chr7	118184000	118184254	+	133	NA	promoter-TSS (LSM8)	NA	95	LSM8								
M6_1_128_R1_peak_248	chr16	4768666	4768880	+	133	NA	Intergenic	NA	-5606	ZNF500								
M6_1_128_R1_peak_27	chr1	52553363	52553573	+	132	NA	promoter-TSS (ZCCHC11)	NA	-369	ZCCHC11								
M6_1_128_R1_peak_20	chr1	27725552	27725802	+	132	NA	promoter-TSS (FAM76A)	NA	-302	FAM76A								
M6_1_128_R1_peak_507	chr3	180601940	180602173	+	131	NA	promoter-TSS (TTC14)	NA	-87	TTC14								
M6_1_128_R1_peak_425	chr2	206085233	206085764	+	131	NA	intron (INO80D, intron 1 of 10)	NA	684	INO80D								
M6_1_128_R1_peak_304	chr17	59707423	59707626	+	130	NA	promoter-TSS (PTRH2)	NA	22	VMP1								
M6_1_128_R1_peak_291	chr17	36545461	36545726	+	130	NA	intron (GGNBP2, intron 1 of 13)	NA	681	GGNBP2								
M6_1_128_R1_peak_342	chr19	12945966	12946432	+	129	NA	intron (RAD23A, intron 1 of 7)	NA	385	RAD23A								
M6_1_128_R1_peak_119	chr11	66002196	66002460	+	129	NA	promoter-TSS (EIF1AD)	NA	-162	EIF1AD								
M6_1_128_R1_peak_672	chr9	95317276	95317556	+	129	NA	promoter-TSS (FANCC)	NA	-162	FANCC								
M6_1_128_R1_peak_182	chr13	49443993	49444232	+	129	NA	promoter-TSS (SETDB2)	NA	-54	SETDB2								
M6_1_128_R1_peak_437	chr20	3767829	3768059	+	128	NA	promoter-TSS (C20orf27)	NA	-139	C20orf27								
M6_1_128_R1_peak_573	chr6	3849264	3849528	+	128	NA	promoter-TSS (FAM50B)	NA	-2	FAM50B								
M6_1_128_R1_peak_170	chr13	21140429	21140650	+	128	NA	promoter-TSS (SAP18)	NA	25	SAP18								
M6_1_128_R1_peak_448	chr20	45910917	45911165	+	128	NA	promoter-TSS (PLTP)	NA	1006	PLTP								
M6_1_128_R1_peak_69	chr10	5684530	5684762	+	128	NA	promoter-TSS (FAM208B)	NA	-202	FAM208B								
M6_1_128_R1_peak_133	chr12	10613557	10613782	+	128	NA	promoter-TSS (MAGOHB)	NA	-60	MAGOHB								
M6_1_128_R1_peak_365	chr19	47111835	47112497	+	128	NA	promoter-TSS (ZC3H4)	NA	81	ZC3H4								
M6_1_128_R1_peak_289	chr17	36535421	36535644	+	123	NA	promoter-TSS (PIGW)	NA	510	PIGW								
M6_1_128_R1_peak_214	chr14	105481442	105481824	+	123	NA	Intergenic	NA	-5287	CRIP1								
M6_1_128_R1_peak_636	chr7	138459997	138460229	+	122	NA	promoter-TSS (TRIM24)	NA	-221	TRIM24								
M6_1_128_R1_peak_183	chr13	52195407	52195638	+	122	NA	Intergenic	NA	-1055	MRPS31P5								
M6_1_128_R1_peak_560	chr5	139561032	139561234	+	121	NA	promoter-TSS (UBE2D2)	NA	-33	UBE2D2								
M6_1_128_R1_peak_125	chr11	96243405	96243587	+	118	NA	intron (MAML2, intron 1 of 4)	NA	-97942	MIR1260B								
M6_1_128_R1_peak_117	chr11	65497871	65498589	+	118	NA	exon (MALAT1, exon 1 of 1)	NA	468	MALAT1								
M6_1_128_R1_peak_529	chr4	83455855	83456083	+	118	NA	promoter-TSS (MRPS18C)	NA	37	MRPS18C								
M6_1_128_R1_peak_91	chr10	102918137	102918441	+	118	NA	promoter-TSS (CNNM2)	NA	-51	CNNM2								
M6_1_128_R1_peak_7	chr1	11099772	11099982	+	118	NA	promoter-TSS (EXOSC10)	NA	27	EXOSC10								
M6_1_128_R1_peak_95	chr10	121927918	121928189	+	118	NA	promoter-TSS (ATE1)	NA	-22	ATE1								
M6_1_128_R1_peak_413	chr2	170928948	170929183	+	117	NA	promoter-TSS (GORASP2)	NA	627	GORASP2								
M6_1_128_R1_peak_472	chr22	41091755	41092394	+	116	NA	promoter-TSS (EP300)	NA	-228	EP300								
M6_1_128_R1_peak_366	chr19	47112660	47113076	+	116	NA	promoter-TSS (ZC3H4)	NA	-621	ZC3H4								
M6_1_128_R1_peak_668	chr9	32550838	32551055	+	116	NA	promoter-TSS (TOPORS-AS1)	NA	-1288	TOPORS-AS1								
M6_1_128_R1_peak_204	chr14	75258677	75259103	+	116	NA	Intergenic	NA	-19888	FOS								
M6_1_128_R1_peak_132	chr12	6937882	6938097	+	116	NA	exon (ATN1, exon 6 of 10)	NA	-5827	RNU7-1								
M6_1_128_R1_peak_154	chr12	102120032	102120262	+	114	NA	promoter-TSS (NUP37)	NA	-24	PARPBP								
M6_1_128_R1_peak_242	chr16	1309398	1309617	+	114	NA	promoter-TSS (UBE2I)	NA	354	UBE2I								
M6_1_128_R1_peak_451	chr20	50510147	50510345	+	114	NA	promoter-TSS (PTPN1)	NA	-75	PTPN1								
M6_1_128_R1_peak_371	chr19	49451838	49452009	+	111	NA	promoter-TSS (PIH1D1)	NA	80	PIH1D1								
M6_1_128_R1_peak_180	chr13	43879227	43879726	+	111	NA	promoter-TSS (LACC1)	NA	192	LACC1								
M6_1_128_R1_peak_622	chr7	74657930	74658342	+	110	NA	promoter-TSS (GTF2I)	NA	471	GTF2I								
M6_1_128_R1_peak_634	chr7	134316958	134317182	+	109	NA	promoter-TSS (SLC35B4)	NA	5	SLC35B4								
M6_1_128_R1_peak_147	chr12	56688426	56688634	+	108	NA	promoter-TSS (PTGES3)	NA	-1262	PTGES3								
M6_1_128_R1_peak_111	chr11	64270351	64270577	+	108	NA	intron (BAD, intron 2 of 2)	NA	14240	BAD								
M6_1_128_R1_peak_422	chr2	199850843	199851075	+	107	NA	exon (FTCDNL1, exon 1 of 4)	NA	214	FTCDNL1								
M6_1_128_R1_peak_478	chr22	50251208	50251402	+	107	NA	promoter-TSS (HDAC10)	NA	100	HDAC10								
M6_1_128_R1_peak_367	chr19	47274278	47274536	+	107	NA	promoter-TSS (PRR24)	NA	-478	PRR24								
M6_1_128_R1_peak_609	chr6	153002671	153002872	+	107	NA	promoter-TSS (MTRF1L)	NA	19	MTRF1L								
M6_1_128_R1_peak_358	chr19	37078335	37078561	+	106	NA	promoter-TSS (ZNF420)	NA	-32	ZNF420								
M6_1_128_R1_peak_569	chr5	176388807	176389059	+	105	NA	promoter-TSS (NOP16)	NA	150	HIGD2A								
M6_1_128_R1_peak_628	chr7	103148989	103149322	+	105	NA	promoter-TSS (NAPEPLD)	NA	-33	NAPEPLD								
M6_1_128_R1_peak_699	chrX	150983199	150983375	+	105	NA	promoter-TSS (HMGB3)	NA	-1268	HMGB3								
M6_1_128_R1_peak_92	chr10	104269151	104269375	+	105	NA	promoter-TSS (GSTO2)	NA	390	GSTO2								
M6_1_128_R1_peak_12	chr1	22052796	22053205	+	105	NA	intron (CDC42, intron 1 of 5)	NA	373	CDC42								
M6_1_128_R1_peak_306	chr17	60677360	60677535	+	105	NA	promoter-TSS (BCAS3)	NA	-364	BCAS3								
M6_1_128_R1_peak_265	chr16	78099531	78099790	+	105	NA	promoter-TSS (WWOX)	NA	6	WWOX								
M6_1_128_R1_peak_523	chr4	52722280	52722511	+	105	NA	Intergenic	NA	9146	SNORA26								
