PeakID (cmd=annotatePeaks.pl D9_2_304_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
D9_2_304_R1_peak_15104	chr17	68291740	68292307	+	942	NA	promoter-TSS (SLC16A6)	NA	528	ARSG								
D9_2_304_R1_peak_11188	chr15	31324120	31324674	+	942	NA	Intergenic	NA	-2483	KLF13								
D9_2_304_R1_peak_34838	chr9	99059244	99059762	+	941	NA	intron (COL15A1, intron 35 of 41)	NA	-45627	TGFBR1								
D9_2_304_R1_peak_32631	chr8	9088266	9089298	+	939	NA	Intergenic	NA	40329	MIR4660								
D9_2_304_R1_peak_18833	chr2	68423852	68424520	+	939	NA	Intergenic	NA	43072	FBXO48								
D9_2_304_R1_peak_18739	chr2	64273443	64273985	+	938	NA	Intergenic	NA	45260	AC074289.1								
D9_2_304_R1_peak_13126	chr16	48612596	48613075	+	938	NA	Intergenic	NA	-2626	N4BP1								
D9_2_304_R1_peak_5728	chr11	16817223	16817844	+	938	NA	intron (PLEKHA7, intron 10 of 29)	NA	78932	C11orf58								
D9_2_304_R1_peak_1496	chr1	86774320	86774936	+	938	NA	Intergenic	NA	70058	SH3GLB1								
D9_2_304_R1_peak_13262	chr16	58426132	58426504	+	938	NA	Intergenic	NA	33924	GINS3								
D9_2_304_R1_peak_5466	chr11	2933332	2933838	+	938	NA	Intergenic	NA	-4165	PHLDA2								
D9_2_304_R1_peak_30938	chr6	159958859	159959770	+	938	NA	Intergenic	NA	-9785	IGF2R								
D9_2_304_R1_peak_13930	chr17	7014255	7015069	+	938	NA	promoter-TSS (C17orf49)	NA	-75	C17orf49								
D9_2_304_R1_peak_12907	chr16	27299808	27300173	+	938	NA	Intergenic	NA	-31616	NSMCE1								
D9_2_304_R1_peak_3588	chr1	234980595	234981302	+	937	NA	Intergenic	NA	88870	LOC731656								
D9_2_304_R1_peak_29022	chr6	12241678	12242363	+	936	NA	Intergenic	NA	-48276	EDN1								
D9_2_304_R1_peak_23376	chr3	14431569	14432556	+	934	NA	promoter-TSS (SLC6A6)	NA	-608	SLC6A6								
D9_2_304_R1_peak_33364	chr8	89757482	89758228	+	934	NA	promoter-TSS (LOC101929758)	NA	59	LOC101929758								
D9_2_304_R1_peak_30096	chr6	88963283	88963869	+	932	NA	promoter-TSS (RNGTT)	NA	52	RNGTT								
D9_2_304_R1_peak_17643	chr19	48962278	48962721	+	931	NA	TTS (BAX)	NA	-2810	FTL								
D9_2_304_R1_peak_16328	chr19	2087623	2088037	+	931	NA	intron (MOB3A, intron 1 of 4)	NA	8440	MOB3A								
D9_2_304_R1_peak_7067	chr11	119018183	119018670	+	931	NA	promoter-TSS (MIR3656)	NA	-79	RPS25								
D9_2_304_R1_peak_2106	chr1	152036274	152036815	+	929	NA	intron (S100A11, intron 1 of 2)	NA	491	S100A11								
D9_2_304_R1_peak_27445	chr5	69234586	69235070	+	929	NA	promoter-TSS (CDK7)	NA	-10	CDK7								
D9_2_304_R1_peak_33765	chr8	125512928	125513650	+	929	NA	Intergenic	NA	82968	TRIB1								
D9_2_304_R1_peak_17724	chr19	51272263	51272765	+	929	NA	Intergenic	NA	21436	SIGLECL1								
D9_2_304_R1_peak_7486	chr12	8026383	8026905	+	929	NA	Intergenic	NA	-6058	FOXJ2								
D9_2_304_R1_peak_17366	chr19	42268092	42268681	+	928	NA	Intergenic	NA	-16196	CIC								
D9_2_304_R1_peak_35616	chrX	1268583	1269044	+	926	NA	promoter-TSS (CSF2RA)	NA	3981	CSF2RA								
D9_2_304_R1_peak_12000	chr15	75047108	75047733	+	926	NA	intron (PPCDC, intron 4 of 5)	NA	23828	PPCDC								
D9_2_304_R1_peak_21705	chr20	50260540	50260965	+	924	NA	Intergenic	NA	-6734	RP11-290F20.3								
D9_2_304_R1_peak_3206	chr1	209755828	209756457	+	923	NA	promoter-TSS (TRAF3IP3)	NA	-12174	TRAF3IP3								
D9_2_304_R1_peak_13509	chr16	79093581	79094178	+	921	NA	intron (WWOX, intron 9 of 9)	NA	506846	MAF								
D9_2_304_R1_peak_8830	chr12	110449594	110450597	+	921	NA	intron (ARPC3, intron 1 of 6)	NA	316	ARPC3								
D9_2_304_R1_peak_15083	chr17	66468652	66469224	+	921	NA	intron (PRKCA, intron 2 of 15)	NA	-53153	RP11-4F22.2								
D9_2_304_R1_peak_17322	chr19	41621530	41622110	+	921	NA	intron (CEACAM4, intron 2 of 6)	NA	5248	CEACAM4								
D9_2_304_R1_peak_16359	chr19	2631350	2631948	+	921	NA	TTS (MIR7850)	NA	926	MIR7850								
D9_2_304_R1_peak_10115	chr14	24274054	24274530	+	921	NA	Intergenic	NA	-2665	RABGGTA								
D9_2_304_R1_peak_5685	chr11	13674278	13674799	+	921	NA	intron (FAR1, intron 1 of 11)	NA	5879	FAR1								
D9_2_304_R1_peak_16532	chr19	7655556	7656099	+	919	NA	Intergenic	NA	-13259	RETN								
D9_2_304_R1_peak_22401	chr22	16721835	16722373	+	919	NA	Intergenic	NA	26334	LOC101929350								
D9_2_304_R1_peak_3342	chr1	224330166	224330717	+	919	NA	promoter-TSS (NVL)	NA	-252	NVL								
D9_2_304_R1_peak_17315	chr19	41531559	41532026	+	916	NA	Intergenic	NA	-3592	LOC101927931								
D9_2_304_R1_peak_8547	chr12	91871681	91872158	+	916	NA	Intergenic	NA	269794	C12orf79								
D9_2_304_R1_peak_22278	chr21	39004631	39005060	+	915	NA	intron (LOC102724740, intron 2 of 2)	NA	6414	LOC102724740								
D9_2_304_R1_peak_2175	chr1	154180267	154180791	+	915	NA	intron (TPM3, intron 2 of 8)	NA	-2308	TPM3								
D9_2_304_R1_peak_8218	chr12	56570123	56570594	+	915	NA	intron (RBMS2, intron 4 of 13)	NA	48401	RBMS2								
D9_2_304_R1_peak_7032	chr11	118214124	118214618	+	914	NA	intron (AMICA1, intron 1 of 8)	NA	-1486	AMICA1								
D9_2_304_R1_peak_8941	chr12	118016432	118016925	+	912	NA	promoter-TSS (RFC5)	NA	-23	RFC5								
D9_2_304_R1_peak_27132	chr5	37370873	37371497	+	911	NA	promoter-TSS (NUP155)	NA	-59	NUP155								
D9_2_304_R1_peak_15602	chr18	3177856	3178339	+	911	NA	intron (MYOM1, intron 5 of 36)	NA	42011	MYOM1								
D9_2_304_R1_peak_3495	chr1	231529951	231530421	+	910	NA	intron (TSNAX-DISC1, intron 2 of 10)	NA	1533	TSNAX-DISC1								
D9_2_304_R1_peak_33960	chr8	133899291	133899682	+	910	NA	intron (RP11-157E21.1, intron 3 of 3)	NA	12990	RP11-157E21.1								
D9_2_304_R1_peak_31472	chr7	41881592	41882199	+	910	NA	Intergenic	NA	-178787	INHBA								
D9_2_304_R1_peak_21535	chr20	44645972	44646471	+	909	NA	intron (ADA, intron 1 of 10)	NA	5514	ADA								
D9_2_304_R1_peak_6573	chr11	73272049	73272587	+	908	NA	exon (P2RY6, exon 1 of 3)	NA	176	P2RY6								
D9_2_304_R1_peak_33842	chr8	129887984	129888464	+	908	NA	intron (FAM49B, intron 1 of 10)	NA	-101336	GSDMC								
D9_2_304_R1_peak_3569	chr1	234841679	234842275	+	908	NA	Intergenic	NA	-81927	PP2672								
D9_2_304_R1_peak_30791	chr6	149728135	149728667	+	906	NA	exon (NUP43, exon 8 of 9)	NA	-10145	LATS1								
D9_2_304_R1_peak_3107	chr1	206467823	206468366	+	906	NA	Intergenic	NA	-2149	IKBKE								
D9_2_304_R1_peak_20921	chr20	2288674	2289340	+	906	NA	Intergenic	NA	-6960	TGM3								
D9_2_304_R1_peak_19685	chr2	143068392	143068974	+	905	NA	Intergenic	NA	-60647	ARHGAP15								
D9_2_304_R1_peak_35492	chr9	134405434	134405977	+	905	NA	promoter-TSS (RXRA)	NA	26294	MIR4669								
D9_2_304_R1_peak_21930	chr20	63864970	63865434	+	905	NA	promoter-TSS (TPD52L2)	NA	-26	TPD52L2								
D9_2_304_R1_peak_2338	chr1	158148448	158148904	+	905	NA	Intergenic	NA	-8036	RP11-404O13.1								
D9_2_304_R1_peak_5478	chr11	3787870	3788375	+	900	NA	intron (NUP98, intron 1 of 19)	NA	-9602	PGAP2								
D9_2_304_R1_peak_405	chr1	22052440	22052933	+	900	NA	promoter-TSS (CDC42)	NA	59	CDC42								
D9_2_304_R1_peak_36111	chrX	103686811	103687357	+	900	NA	promoter-TSS (MORF4L2)	NA	-200	MORF4L2-AS1								
D9_2_304_R1_peak_21423	chr20	36843151	36843814	+	899	NA	intron (SOGA1, intron 1 of 14)	NA	20202	SOGA1								
D9_2_304_R1_peak_21227	chr20	23125445	23126107	+	899	NA	exon (LINC00656, exon 4 of 4)	NA	6860	LINC00656								
D9_2_304_R1_peak_17863	chr19	54787909	54788571	+	899	NA	intron (LOC102724300, intron 2 of 2)	NA	-15372	KIR2DL4								
D9_2_304_R1_peak_20961	chr20	4016923	4017411	+	899	NA	Intergenic	NA	-1623	RNF24								
D9_2_304_R1_peak_19474	chr2	113889609	113890309	+	899	NA	promoter-TSS (ACTR3)	NA	-639	ACTR3								
D9_2_304_R1_peak_34052	chr8	143573886	143574404	+	899	NA	TTS (NAPRT1)	NA	-1092	MROH6								
D9_2_304_R1_peak_24259	chr3	100073465	100074211	+	899	NA	intron (FILIP1L, intron 1 of 5)	NA	-41092	CMSS1								
D9_2_304_R1_peak_20347	chr2	203637034	203637660	+	898	NA	Intergenic	NA	-69128	CD28								
D9_2_304_R1_peak_26947	chr4	185734247	185734731	+	898	NA	promoter-TSS (SORBS2)	NA	77767	SORBS2								
D9_2_304_R1_peak_4506	chr10	71852553	71852861	+	898	NA	Intergenic	NA	-1382	PSAP								
D9_2_304_R1_peak_26681	chr4	152689755	152690399	+	898	NA	Intergenic	NA	-10054	TMEM154								
D9_2_304_R1_peak_11222	chr15	38042706	38043109	+	897	NA	intron (RP11-1008C21.1, intron 1 of 3)	NA	2658	RP11-1008C21.1								
D9_2_304_R1_peak_32969	chr8	37900243	37900753	+	897	NA	Intergenic	NA	-1001	RAB11FIP1								
D9_2_304_R1_peak_18856	chr2	68829223	68829682	+	897	NA	Intergenic	NA	42065	BMP10								
D9_2_304_R1_peak_28425	chr5	158373564	158374098	+	896	NA	intron (LOC101927697, intron 1 of 6)	NA	35942	LOC101927697								
D9_2_304_R1_peak_16909	chr19	17721761	17722281	+	895	NA	intron (MAP1S, intron 2 of 6)	NA	2527	MAP1S								
D9_2_304_R1_peak_6840	chr11	96230554	96231171	+	894	NA	intron (MAML2, intron 1 of 4)	NA	-110585	MIR1260B								
D9_2_304_R1_peak_27679	chr5	95818201	95818680	+	893	NA	intron (GLRX, intron 1 of 2)	NA	4433	GLRX								
D9_2_304_R1_peak_35454	chr9	133112312	133113059	+	893	NA	intron (RALGDS, intron 1 of 17)	NA	8565	RALGDS								
D9_2_304_R1_peak_4422	chr10	69123552	69124328	+	893	NA	promoter-TSS (VPS26A)	NA	-212	VPS26A								
D9_2_304_R1_peak_28520	chr5	171633850	171634428	+	892	NA	Intergenic	NA	-151676	SMIM23								
D9_2_304_R1_peak_22645	chr22	29872983	29873415	+	892	NA	Intergenic	NA	-9970	MTMR3								
D9_2_304_R1_peak_27718	chr5	96875664	96876171	+	891	NA	promoter-TSS (ERAP2)	NA	-23	ERAP2								
D9_2_304_R1_peak_27162	chr5	39274642	39275147	+	890	NA	promoter-TSS (FYB)	NA	-55318	FYB								
D9_2_304_R1_peak_12257	chr15	90019783	90020410	+	889	NA	intron (ZNF710, intron 1 of 3)	NA	13341	MIR3174								
D9_2_304_R1_peak_21082	chr20	8476018	8476469	+	889	NA	intron (PLCB1, intron 3 of 31)	NA	343805	PLCB1								
D9_2_304_R1_peak_5638	chr11	10623273	10623660	+	888	NA	intron (MRVI1, intron 9 of 19)	NA	-54648	LYVE1								
D9_2_304_R1_peak_10722	chr14	77028509	77029087	+	887	NA	promoter-TSS (IRF2BPL)	NA	-99	IRF2BPL								
D9_2_304_R1_peak_18715	chr2	62303676	62304477	+	886	NA	Intergenic	NA	98194	MIR5192								
D9_2_304_R1_peak_18039	chr2	8534494	8535330	+	885	NA	Intergenic	NA	48880	AC011747.4								
D9_2_304_R1_peak_11376	chr15	44710148	44710523	+	883	NA	Intergenic	NA	-1157	B2M								
D9_2_304_R1_peak_11204	chr15	34337760	34338214	+	883	NA	promoter-TSS (SLC12A6)	NA	-227	SLC12A6								
D9_2_304_R1_peak_11948	chr15	73994471	73994898	+	883	NA	promoter-TSS (PML)	NA	11	PML								
D9_2_304_R1_peak_11717	chr15	64851378	64851853	+	883	NA	intron (PLEKHO2, intron 2 of 5)	NA	9732	PLEKHO2								
D9_2_304_R1_peak_14026	chr17	8954300	8954735	+	883	NA	intron (PIK3R5, intron 1 of 18)	NA	11190	PIK3R5								
D9_2_304_R1_peak_17473	chr19	44765567	44766063	+	883	NA	Intergenic	NA	7158	MIR8085								
D9_2_304_R1_peak_21040	chr20	5674150	5674750	+	883	NA	Intergenic	NA	-63894	GPCPD1								
D9_2_304_R1_peak_25675	chr4	14877254	14877717	+	881	NA	Intergenic	NA	124560	CPEB2-AS1								
D9_2_304_R1_peak_20123	chr2	181393338	181393747	+	881	NA	intron (AC104820.2, intron 4 of 5)	NA	-63350	ITGA4								
D9_2_304_R1_peak_16074	chr18	62450580	62451114	+	881	NA	Intergenic	NA	-72809	ZCCHC2								
D9_2_304_R1_peak_27637	chr5	91162395	91163118	+	881	NA	intron (GPR98, intron 89 of 89)	NA	39875	LOC102724662								
D9_2_304_R1_peak_16756	chr19	13836793	13837186	+	880	NA	promoter-TSS (MIR27A)	NA	-330	MIR23A								
D9_2_304_R1_peak_35052	chr9	114372439	114373514	+	879	NA	intron (AKNA, intron 4 of 20)	NA	14271	AKNA								
D9_2_304_R1_peak_12283	chr15	90388676	90389236	+	878	NA	intron (IQGAP1, intron 1 of 37)	NA	684	IQGAP1								
D9_2_304_R1_peak_5521	chr11	5624735	5625147	+	878	NA	promoter-TSS (TRIM34)	NA	-17	LOC101927800								
D9_2_304_R1_peak_19462	chr2	113173484	113174166	+	878	NA	promoter-TSS (PSD4)	NA	16426	PSD4								
D9_2_304_R1_peak_15535	chr17	83048414	83048852	+	878	NA	intron (B3GNTL1, intron 2 of 12)	NA	3163	B3GNTL1								
D9_2_304_R1_peak_35186	chr9	124202273	124202844	+	878	NA	Intergenic	NA	-89413	NEK6								
D9_2_304_R1_peak_31726	chr7	76358053	76358592	+	876	NA	intron (YWHAG, intron 1 of 1)	NA	703	YWHAG								
D9_2_304_R1_peak_33810	chr8	128050682	128051215	+	876	NA	intron (PVT1, intron 4 of 7)	NA	1745	MIR1207								
D9_2_304_R1_peak_17305	chr19	41363810	41364846	+	875	NA	promoter-TSS (B9D2)	NA	-155	B9D2								
D9_2_304_R1_peak_33077	chr8	51885116	51885611	+	873	NA	intron (PCMTD1, intron 1 of 5)	NA	13823	PCMTD1								
D9_2_304_R1_peak_25582	chr4	5044957	5045586	+	873	NA	promoter-TSS (LOC101928329)	NA	-39	LOC101928329								
D9_2_304_R1_peak_20286	chr2	197919414	197919871	+	873	NA	intron (PLCL1, intron 1 of 5)	NA	109384	PLCL1								
D9_2_304_R1_peak_24256	chr3	100044186	100044713	+	873	NA	intron (FILIP1L, intron 1 of 5)	NA	-70481	CMSS1								
D9_2_304_R1_peak_27130	chr5	36877346	36878048	+	873	NA	intron (NIPBL, intron 1 of 46)	NA	-1003	LOC646719								
D9_2_304_R1_peak_7777	chr12	29241911	29242554	+	873	NA	intron (FAR2, intron 1 of 10)	NA	18609	FAR2								
D9_2_304_R1_peak_32046	chr7	105531910	105532448	+	872	NA	promoter-TSS (RINT1)	NA	-9941	PUS7								
D9_2_304_R1_peak_10723	chr14	77033186	77034048	+	870	NA	Intergenic	NA	-4918	IRF2BPL								
D9_2_304_R1_peak_20659	chr2	230668323	230668924	+	867	NA	Intergenic	NA	31906	AC098823.3								
D9_2_304_R1_peak_31408	chr7	37448280	37449147	+	867	NA	exon (ELMO1, exon 1 of 22)	NA	-54796	ELMO1								
D9_2_304_R1_peak_1359	chr1	65811915	65812403	+	867	NA	intron (PDE4B, intron 1 of 16)	NA	234102	RP11-397C12.1								
D9_2_304_R1_peak_34113	chr9	227792	228247	+	867	NA	intron (DOCK8, intron 1 of 47)	NA	-12126	C9orf66								
D9_2_304_R1_peak_28811	chr6	2522606	2522994	+	865	NA	Intergenic	NA	112264	C6orf195								
D9_2_304_R1_peak_5268	chr10	124145007	124145758	+	865	NA	Intergenic	NA	-51775	CHST15								
D9_2_304_R1_peak_19879	chr2	160375760	160376239	+	865	NA	intron (RBMS1, intron 1 of 13)	NA	31883	MIR4785								
D9_2_304_R1_peak_5970	chr11	46345101	46345739	+	865	NA	promoter-TSS (DGKZ)	NA	-1986	DGKZ								
D9_2_304_R1_peak_6995	chr11	116912949	116913477	+	865	NA	intron (SIK3, intron 4 of 24)	NA	-42854	SIK3								
D9_2_304_R1_peak_6732	chr11	82889262	82889727	+	864	NA	intron (PRCP, intron 1 of 9)	NA	11021	PRCP								
D9_2_304_R1_peak_25590	chr4	6777683	6778217	+	864	NA	Intergenic	NA	61835	BLOC1S4								
D9_2_304_R1_peak_31017	chr7	1160114	1160619	+	864	NA	promoter-TSS (AC091729.9)	NA	-147	ZFAND2A								
D9_2_304_R1_peak_3580	chr1	234959531	234959961	+	864	NA	Intergenic	NA	110072	LOC731656								
D9_2_304_R1_peak_32941	chr8	32574897	32575561	+	864	NA	intron (NRG1, intron 1 of 6)	NA	134483	NRG1-IT3								
D9_2_304_R1_peak_28357	chr5	151132900	151133379	+	864	NA	exon (ANXA6, exon 8 of 25)	NA	24743	ANXA6								
D9_2_304_R1_peak_14280	chr17	29726829	29727421	+	863	NA	intron (SSH2, intron 4 of 16)	NA	34307	SSH2								
D9_2_304_R1_peak_23522	chr3	31232390	31233062	+	863	NA	Intergenic	NA	-300273	STT3B								
D9_2_304_R1_peak_12644	chr16	8644735	8645204	+	863	NA	intron (METTL22, intron 9 of 9)	NA	23329	METTL22								
D9_2_304_R1_peak_13877	chr17	4555203	4555834	+	860	NA	promoter-TSS (MYBBP1A)	NA	108	MYBBP1A								
D9_2_304_R1_peak_14331	chr17	31415074	31415589	+	858	NA	intron (RAB11FIP4, intron 1 of 14)	NA	23707	RAB11FIP4								
D9_2_304_R1_peak_13833	chr17	2791575	2791964	+	857	NA	intron (RAP1GAP2, intron 1 of 24)	NA	-5931	RAP1GAP2								
D9_2_304_R1_peak_35117	chr9	120926242	120926993	+	857	NA	exon (TRAF1, exon 2 of 9)	NA	2556	TRAF1								
D9_2_304_R1_peak_26238	chr4	83455825	83456373	+	856	NA	promoter-TSS (HELQ)	NA	167	MRPS18C								
D9_2_304_R1_peak_10198	chr14	35403783	35404280	+	856	NA	intron (NFKBIA, intron 1 of 5)	NA	723	NFKBIA								
D9_2_304_R1_peak_18282	chr2	28423867	28424246	+	856	NA	Intergenic	NA	25898	LOC102723530								
D9_2_304_R1_peak_15560	chr18	447130	447561	+	854	NA	intron (COLEC12, intron 2 of 9)	NA	53378	COLEC12								
D9_2_304_R1_peak_26230	chr4	83320546	83320940	+	853	NA	intron (HPSE, intron 3 of 12)	NA	14410	HPSE								
D9_2_304_R1_peak_14566	chr17	42248624	42249077	+	853	NA	intron (STAT5B, intron 1 of 12)	NA	27556	STAT5B								
D9_2_304_R1_peak_24492	chr3	125594126	125594674	+	851	NA	intron (OSBPL11, intron 1 of 12)	NA	1137	OSBPL11								
D9_2_304_R1_peak_28544	chr5	172175211	172175841	+	851	NA	intron (STK10, intron 1 of 18)	NA	12816	STK10								
D9_2_304_R1_peak_36184	chrX	120603717	120604288	+	850	NA	promoter-TSS (MCTS1)	NA	-695	MCTS1								
D9_2_304_R1_peak_12842	chr16	21652498	21652840	+	850	NA	promoter-TSS (IGSF6)	NA	-3	IGSF6								
D9_2_304_R1_peak_3769	chr10	1043368	1043846	+	849	NA	exon (IDI2-AS1, exon 5 of 5)	NA	5156	LOC102723422								
D9_2_304_R1_peak_1163	chr1	51519056	51519607	+	849	NA	promoter-TSS (EPS15)	NA	-97210	EPS15								
D9_2_304_R1_peak_13077	chr16	31367788	31368237	+	849	NA	intron (ITGAX, intron 14 of 30)	NA	12878	ITGAX								
D9_2_304_R1_peak_17124	chr19	35205166	35205829	+	849	NA	Intergenic	NA	23228	FAM187B								
D9_2_304_R1_peak_29131	chr6	15368116	15368667	+	849	NA	intron (JARID2, intron 1 of 17)	NA	-119695	JARID2-AS1								
D9_2_304_R1_peak_13026	chr16	30657929	30659105	+	848	NA	Intergenic	NA	-5940	FBRS								
D9_2_304_R1_peak_30054	chr6	83859353	83859894	+	848	NA	promoter-TSS (CYB5R4)	NA	-28	CYB5R4								
D9_2_304_R1_peak_21440	chr20	37357301	37357899	+	848	NA	intron (SRC, intron 1 of 13)	NA	12915	SRC								
D9_2_304_R1_peak_30987	chr6	169751337	169751813	+	848	NA	promoter-TSS (TCTE3)	NA	-33	TCTE3								
D9_2_304_R1_peak_17918	chr19	56120261	56120950	+	848	NA	intron (ZNF787, intron 1 of 2)	NA	675	ZNF787								
D9_2_304_R1_peak_20704	chr2	232315515	232316086	+	848	NA	intron (DIS3L2, intron 14 of 20)	NA	-62838	ALPP								
D9_2_304_R1_peak_25902	chr4	40563932	40564485	+	848	NA	intron (RBM47, intron 1 of 6)	NA	-49450	RBM47								
D9_2_304_R1_peak_33283	chr8	70668393	70668793	+	848	NA	promoter-TSS (XKR9)	NA	619	LACTB2								
D9_2_304_R1_peak_27875	chr5	119308931	119309427	+	848	NA	intron (TNFAIP8, intron 1 of 1)	NA	40487	TNFAIP8								
D9_2_304_R1_peak_609	chr1	27625968	27626429	+	848	NA	promoter-TSS (FGR)	NA	9018	FGR								
D9_2_304_R1_peak_22813	chr22	37242282	37242901	+	848	NA	intron (RAC2, intron 1 of 5)	NA	1668	RAC2								
D9_2_304_R1_peak_13474	chr16	74709216	74709766	+	846	NA	Intergenic	NA	-8629	MLKL								
D9_2_304_R1_peak_35367	chr9	129888395	129889001	+	846	NA	exon (FNBP1, exon 16 of 16)	NA	19088	MIR6855								
D9_2_304_R1_peak_10494	chr14	67962016	67962654	+	846	NA	intron (RAD51B, intron 7 of 10)	NA	142556	RAD51B								
D9_2_304_R1_peak_13609	chr16	85061438	85061972	+	844	NA	intron (KIAA0513, intron 1 of 12)	NA	33954	KIAA0513								
D9_2_304_R1_peak_3145	chr1	206967332	206967817	+	843	NA	intron (FCAMR, intron 4 of 9)	NA	3051	FCAMR								
D9_2_304_R1_peak_12422	chr15	99052201	99052567	+	843	NA	Intergenic	NA	-46841	PGPEP1L								
D9_2_304_R1_peak_1035	chr1	43853252	43853905	+	841	NA	intron (ST3GAL3, intron 4 of 4)	NA	14956	MIR6079								
D9_2_304_R1_peak_14712	chr17	47649549	47650403	+	840	NA	exon (KPNB1, exon 1 of 22)	NA	138	KPNB1								
D9_2_304_R1_peak_19957	chr2	169072191	169072856	+	840	NA	promoter-TSS (DHRS9)	NA	5433	DHRS9								
D9_2_304_R1_peak_32293	chr7	135254114	135254597	+	839	NA	intron (STRA8, intron 7 of 8)	NA	22376	STRA8								
D9_2_304_R1_peak_5633	chr11	10581489	10582100	+	838	NA	intron (MRVI1, intron 18 of 19)	NA	-12976	LYVE1								
D9_2_304_R1_peak_10135	chr14	24695251	24695601	+	838	NA	Intergenic	NA	-61200	GZMB								
D9_2_304_R1_peak_14022	chr17	8922108	8923094	+	836	NA	intron (PIK3R5, intron 1 of 18)	NA	43106	PIK3R5								
D9_2_304_R1_peak_25335	chr3	190566364	190566973	+	836	NA	intron (IL1RAP, intron 3 of 8)	NA	52617	IL1RAP								
D9_2_304_R1_peak_1195	chr1	52636960	52637766	+	836	NA	intron (FAM159A, intron 1 of 2)	NA	4019	FAM159A								
D9_2_304_R1_peak_25364	chr3	194194165	194194580	+	836	NA	Intergenic	NA	10646	LOC100505920								
D9_2_304_R1_peak_9055	chr12	122063184	122063765	+	836	NA	promoter-TSS (LOC100506691)	NA	184	LOC100506691								
D9_2_304_R1_peak_24890	chr3	154718039	154718443	+	836	NA	Intergenic	NA	-288526	GPR149								
D9_2_304_R1_peak_3947	chr10	14659591	14660228	+	836	NA	intron (FAM107B, intron 2 of 5)	NA	114988	FAM107B								
D9_2_304_R1_peak_3117	chr1	206579924	206580397	+	836	NA	intron (RASSF5, intron 1 of 4)	NA	32391	EIF2D								
D9_2_304_R1_peak_478	chr1	25033819	25034450	+	836	NA	Intergenic	NA	10582	MIR4425								
D9_2_304_R1_peak_3618	chr1	235880045	235880568	+	836	NA	intron (LYST, intron 1 of 52)	NA	3402	LYST								
D9_2_304_R1_peak_29867	chr6	44381630	44382142	+	835	NA	Intergenic	NA	-5628	CDC5L								
D9_2_304_R1_peak_5317	chr10	127880523	127881111	+	834	NA	intron (CLRN3, intron 2 of 2)	NA	12130	CLRN3								
D9_2_304_R1_peak_23767	chr3	45972475	45973111	+	833	NA	intron (FYCO1, intron 6 of 18)	NA	23031	FYCO1								
D9_2_304_R1_peak_30900	chr6	158655089	158655567	+	833	NA	intron (SYTL3, intron 2 of 17)	NA	5314	SYTL3								
D9_2_304_R1_peak_4856	chr10	92845924	92846340	+	833	NA	intron (EXOC6, intron 1 of 21)	NA	11419	EXOC6								
D9_2_304_R1_peak_17086	chr19	33249137	33249619	+	833	NA	Intergenic	NA	-23528	SLC7A10								
D9_2_304_R1_peak_35324	chr9	129167035	129167543	+	833	NA	Intergenic	NA	10972	IER5L								
D9_2_304_R1_peak_3139	chr1	206771045	206771500	+	833	NA	intron (IL10, intron 2 of 4)	NA	1222	IL10								
D9_2_304_R1_peak_14260	chr17	28982226	28982853	+	833	NA	intron (SEZ6, intron 1 of 16)	NA	23524	SEZ6								
D9_2_304_R1_peak_3324	chr1	222713087	222713573	+	833	NA	promoter-TSS (BROX)	NA	9	BROX								
D9_2_304_R1_peak_27612	chr5	87243233	87243993	+	833	NA	intron (RP11-72L22.1, intron 2 of 3)	NA	-24640	RASA1								
D9_2_304_R1_peak_28905	chr6	6759104	6759584	+	833	NA	Intergenic	NA	34522	LOC101928047								
D9_2_304_R1_peak_21883	chr20	62240027	62240520	+	833	NA	intron (OSBPL2, intron 1 of 13)	NA	1788	OSBPL2								
D9_2_304_R1_peak_301	chr1	17118646	17119083	+	832	NA	intron (PADI2, intron 1 of 15)	NA	589	PADI2								
D9_2_304_R1_peak_9640	chr13	53007776	53008177	+	832	NA	Intergenic	NA	-20765	OLFM4								
D9_2_304_R1_peak_13042	chr16	30904116	30904601	+	832	NA	TTS (CTF1)	NA	7751	CTF1								
D9_2_304_R1_peak_610	chr1	27631479	27632012	+	831	NA	intron (FGR, intron 1 of 12)	NA	3471	FGR								
D9_2_304_R1_peak_24167	chr3	71905340	71905905	+	830	NA	Intergenic	NA	-120416	PROK2								
D9_2_304_R1_peak_30201	chr6	106085989	106086505	+	827	NA	promoter-TSS (PRDM1)	NA	-10352	PRDM1								
D9_2_304_R1_peak_31840	chr7	90600113	90600656	+	827	NA	intron (CDK14, intron 1 of 14)	NA	-109755	CDK14								
D9_2_304_R1_peak_27652	chr5	94422742	94423224	+	827	NA	intron (KIAA0825, intron 14 of 20)	NA	195621	KIAA0825								
D9_2_304_R1_peak_21925	chr20	63707811	63708365	+	826	NA	promoter-TSS (ARFRP1)	NA	60	ZGPAT								
D9_2_304_R1_peak_563	chr1	26627908	26628443	+	826	NA	Intergenic	NA	-67856	ARID1A								
D9_2_304_R1_peak_2951	chr1	200639999	200640546	+	826	NA	TTS (DDX59)	NA	-19538	KIF14								
