PeakID (cmd=annotatePeaks.pl SKNO1_1_633_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SKNO1_1_633_R1_peak_11474	chr2	128279959	128280489	+	589	NA	intron (HS6ST1, intron 1 of 1)	NA	38373	HS6ST1								
SKNO1_1_633_R1_peak_18234	chr7	74029393	74029777	+	589	NA	intron (ELN, intron 1 of 30)	NA	1471	ELN								
SKNO1_1_633_R1_peak_11235	chr2	96114678	96115010	+	589	NA	exon (ADRA2B, exon 1 of 1)	NA	1305	ADRA2B								
SKNO1_1_633_R1_peak_1069	chr1	112619528	112620474	+	589	NA	promoter-TSS (ST7L)	NA	548	CAPZA1								
SKNO1_1_633_R1_peak_3615	chr11	70398291	70398885	+	588	NA	promoter-TSS (CTTN)	NA	82	CTTN								
SKNO1_1_633_R1_peak_13088	chr22	20858603	20859117	+	588	NA	promoter-TSS (PI4KA)	NA	-48	PI4KA								
SKNO1_1_633_R1_peak_19386	chr8	141119680	141120031	+	588	NA	Intergenic	NA	7808	LOC101927963								
SKNO1_1_633_R1_peak_19036	chr8	81147119	81147660	+	588	NA	Intergenic	NA	-35321	PAG1								
SKNO1_1_633_R1_peak_5193	chr12	132558241	132558676	+	588	NA	intron (FBRSL1, intron 5 of 16)	NA	6428	LOC100996573								
SKNO1_1_633_R1_peak_13976	chr3	50227441	50227772	+	588	NA	TTS (MIR5787)	NA	170	MIR5787								
SKNO1_1_633_R1_peak_13863	chr3	44518254	44518633	+	588	NA	Intergenic	NA	-7803	ZNF852								
SKNO1_1_633_R1_peak_16691	chr6	3068785	3069174	+	588	NA	promoter-TSS (RIPK1)	NA	926	RIPK1								
SKNO1_1_633_R1_peak_382	chr1	27112002	27112644	+	588	NA	intron (SLC9A1, intron 1 of 10)	NA	42807	SLC9A1								
SKNO1_1_633_R1_peak_599	chr1	41739007	41739365	+	587	NA	intron (HIVEP3, intron 1 of 8)	NA	-110365	HIVEP3								
SKNO1_1_633_R1_peak_15703	chr5	16465589	16466058	+	587	NA	promoter-TSS (ZNF622)	NA	-38	ZNF622								
SKNO1_1_633_R1_peak_11756	chr2	190319733	190320131	+	587	NA	exon (HIBCH, exon 1 of 13)	NA	113	HIBCH								
SKNO1_1_633_R1_peak_11710	chr2	178112243	178112580	+	587	NA	promoter-TSS (RBM45)	NA	-44	RBM45								
SKNO1_1_633_R1_peak_1017	chr1	109075795	109076266	+	587	NA	promoter-TSS (TAF13)	NA	-28	TAF13								
SKNO1_1_633_R1_peak_423	chr1	28642964	28643286	+	587	NA	promoter-TSS (TAF12)	NA	-5475	RNU11								
SKNO1_1_633_R1_peak_15652	chr5	6378369	6378734	+	587	NA	promoter-TSS (MED10)	NA	-25	MED10								
SKNO1_1_633_R1_peak_4021	chr11	128548667	128549078	+	586	NA	intron (ETS1, intron 3 of 9)	NA	22730	RP11-1007G5.2								
SKNO1_1_633_R1_peak_7521	chr16	57462476	57462815	+	586	NA	promoter-TSS (POLR2C)	NA	6	POLR2C								
SKNO1_1_633_R1_peak_14936	chr4	4248047	4248606	+	586	NA	promoter-TSS (TMEM128)	NA	-89	TMEM128								
SKNO1_1_633_R1_peak_3237	chr11	44568787	44569508	+	586	NA	intron (CD82, intron 1 of 9)	NA	3556	CD82								
SKNO1_1_633_R1_peak_16414	chr5	150700445	150701232	+	586	NA	promoter-TSS (RBM22)	NA	269	RBM22								
SKNO1_1_633_R1_peak_16199	chr5	131635163	131635729	+	586	NA	promoter-TSS (RAPGEF6)	NA	-210	RAPGEF6								
SKNO1_1_633_R1_peak_15903	chr5	68239573	68240016	+	586	NA	intron (PIK3R1, intron 2 of 15)	NA	24038	PIK3R1								
SKNO1_1_633_R1_peak_13441	chr22	44665075	44665423	+	586	NA	Intergenic	NA	-3298	PRR5								
SKNO1_1_633_R1_peak_12699	chr20	62302673	62303065	+	586	NA	promoter-TSS (ADRM1)	NA	-27	ADRM1								
SKNO1_1_633_R1_peak_12036	chr2	230660682	230661018	+	584	NA	Intergenic	NA	39679	AC098823.3								
SKNO1_1_633_R1_peak_4088	chr12	1473459	1473896	+	584	NA	intron (ERC1, intron 16 of 16)	NA	-26814	LINC00942								
SKNO1_1_633_R1_peak_3905	chr11	118572143	118572806	+	584	NA	promoter-TSS (ARCN1)	NA	87	ARCN1								
SKNO1_1_633_R1_peak_6262	chr14	93184767	93185211	+	584	NA	promoter-TSS (MOAP1)	NA	38	TMEM251								
SKNO1_1_633_R1_peak_4438	chr12	47215483	47215867	+	583	NA	intron (PCED1B-AS1, intron 2 of 2)	NA	768	PCED1B-AS1								
SKNO1_1_633_R1_peak_9611	chr19	8832121	8832944	+	583	NA	promoter-TSS (ZNF558)	NA	-10061	MBD3L1								
SKNO1_1_633_R1_peak_4824	chr12	94943762	94944110	+	582	NA	Intergenic	NA	59777	NDUFA12								
SKNO1_1_633_R1_peak_3714	chr11	77994553	77995103	+	582	NA	promoter-TSS (INTS4)	NA	-110	INTS4								
SKNO1_1_633_R1_peak_15407	chr4	87209695	87210130	+	582	NA	intron (KLHL8, intron 1 of 9)	NA	10610	KLHL8								
SKNO1_1_633_R1_peak_17903	chr7	5781522	5781923	+	582	NA	promoter-TSS (RNF216)	NA	8	RNF216								
SKNO1_1_633_R1_peak_13263	chr22	36481914	36482343	+	582	NA	promoter-TSS (TXN2)	NA	-788	TXN2								
SKNO1_1_633_R1_peak_6219	chr14	90500804	90501246	+	581	NA	Intergenic	NA	45795	LINC00642								
SKNO1_1_633_R1_peak_14629	chr3	179037416	179037799	+	581	NA	intron (ZMAT3, intron 2 of 5)	NA	34672	ZMAT3								
SKNO1_1_633_R1_peak_10583	chr19	58519578	58520158	+	581	NA	promoter-TSS (ZBTB45)	NA	-268	ZBTB45								
SKNO1_1_633_R1_peak_17718	chr6	149648376	149648879	+	581	NA	exon (KATNA1, exon 1 of 10)	NA	177	KATNA1								
SKNO1_1_633_R1_peak_14341	chr3	128591979	128592413	+	581	NA	Intergenic	NA	-16110	C3orf27								
SKNO1_1_633_R1_peak_9735	chr19	13150202	13150571	+	581	NA	promoter-TSS (STX10)	NA	-12	STX10								
SKNO1_1_633_R1_peak_10616	chr2	3575014	3575485	+	581	NA	promoter-TSS (RPS7)	NA	-14	RPS7								
SKNO1_1_633_R1_peak_20531	chrX	40735396	40736031	+	580	NA	promoter-TSS (MED14)	NA	409	MED14								
SKNO1_1_633_R1_peak_20470	chrX	14029723	14030137	+	580	NA	promoter-TSS (GEMIN8)	NA	-616	GEMIN8								
SKNO1_1_633_R1_peak_3746	chr11	85752898	85753323	+	580	NA	intron (SYTL2, intron 1 of 17)	NA	-33770	SYTL2								
SKNO1_1_633_R1_peak_8800	chr17	77389564	77390037	+	580	NA	intron (SEPT9, intron 1 of 10)	NA	7254	MIR4316								
SKNO1_1_633_R1_peak_9448	chr19	1905585	1905943	+	580	NA	intron (SCAMP4, intron 1 of 6)	NA	390	SCAMP4								
SKNO1_1_633_R1_peak_20823	chrX	156001559	156001967	+	580	NA	intron (IL9R, intron 2 of 8)	NA	4182	IL9R								
SKNO1_1_633_R1_peak_6911	chr15	75758338	75758861	+	580	NA	promoter-TSS (LOC101929408)	NA	53	LOC101929408								
SKNO1_1_633_R1_peak_5507	chr13	52194277	52194691	+	579	NA	promoter-TSS (MRPS31P5)	NA	-17	MRPS31P5								
SKNO1_1_633_R1_peak_16930	chr6	28491321	28491699	+	579	NA	Intergenic	NA	-1969	LOC101928950								
SKNO1_1_633_R1_peak_15753	chr5	36876506	36877045	+	579	NA	promoter-TSS (NIPBL)	NA	5	NIPBL								
SKNO1_1_633_R1_peak_15960	chr5	76855970	76856273	+	579	NA	intron (S100Z, intron 1 of 4)	NA	6120	S100Z								
SKNO1_1_633_R1_peak_175	chr1	11730363	11730754	+	579	NA	Intergenic	NA	-5527	AGTRAP								
SKNO1_1_633_R1_peak_357	chr1	26287049	26287799	+	579	NA	intron (UBXN11, intron 4 of 10)	NA	7702	SH3BGRL3								
SKNO1_1_633_R1_peak_17534	chr6	133774300	133774759	+	579	NA	intron (RP3-323P13.2, intron 2 of 8)	NA	-46618	MGC34034								
SKNO1_1_633_R1_peak_5921	chr14	51847211	51847678	+	579	NA	intron (GNG2, intron 1 of 3)	NA	-12860	GNG2								
SKNO1_1_633_R1_peak_7840	chr16	88799800	88800379	+	579	NA	Intergenic	NA	-3689	CDT1								
SKNO1_1_633_R1_peak_4857	chr12	100200595	100201146	+	579	NA	promoter-TSS (ACTR6)	NA	93	ACTR6								
SKNO1_1_633_R1_peak_16391	chr5	149345151	149345623	+	579	NA	promoter-TSS (GRPEL2)	NA	-27	GRPEL2								
SKNO1_1_633_R1_peak_8831	chr17	78329354	78329733	+	579	NA	Intergenic	NA	30536	SOCS3								
SKNO1_1_633_R1_peak_2166	chr10	6927537	6928689	+	579	NA	Intergenic	NA	148515	LINC00707								
SKNO1_1_633_R1_peak_3998	chr11	126268740	126269096	+	578	NA	promoter-TSS (SRPR)	NA	64	SRPR								
SKNO1_1_633_R1_peak_2347	chr10	32139332	32139668	+	578	NA	Intergenic	NA	-83057	KIF5B								
SKNO1_1_633_R1_peak_10074	chr19	38020328	38020723	+	578	NA	intron (SIPA1L3, intron 1 of 21)	NA	113636	SIPA1L3								
SKNO1_1_633_R1_peak_14895	chr4	1715420	1715796	+	577	NA	TTS (TMEM129)	NA	-3305	SLBP								
SKNO1_1_633_R1_peak_1508	chr1	175209078	175209467	+	577	NA	Intergenic	NA	-16459	KIAA0040								
SKNO1_1_633_R1_peak_13643	chr3	15328059	15328368	+	577	NA	intron (SH3BP5, intron 2 of 8)	NA	4416	SH3BP5								
SKNO1_1_633_R1_peak_11852	chr2	201071588	201072159	+	577	NA	promoter-TSS (FAM126B)	NA	-179	NDUFB3								
SKNO1_1_633_R1_peak_18957	chr8	59327615	59327987	+	576	NA	Intergenic	NA	207864	LOC100505501								
SKNO1_1_633_R1_peak_12175	chr20	645524	646004	+	576	NA	TTS (SRXN1)	NA	7606	SRXN1								
SKNO1_1_633_R1_peak_13546	chr3	5181784	5182116	+	575	NA	Intergenic	NA	-5757	EDEM1								
SKNO1_1_633_R1_peak_20272	chr9	131656330	131656794	+	575	NA	intron (RAPGEF1, intron 1 of 26)	NA	83298	RAPGEF1								
SKNO1_1_633_R1_peak_18143	chr7	44978849	44979443	+	575	NA	promoter-TSS (MYO1G)	NA	-41	MYO1G								
SKNO1_1_633_R1_peak_3167	chr11	32056475	32056859	+	575	NA	Intergenic	NA	-3354	LOC101928385								
SKNO1_1_633_R1_peak_1678	chr1	203320808	203321271	+	575	NA	Intergenic	NA	15503	BTG2								
SKNO1_1_633_R1_peak_13028	chr21	46369545	46369902	+	575	NA	intron (PCNT, intron 15 of 47)	NA	45653	PCNT								
SKNO1_1_633_R1_peak_17017	chr6	32175984	32176314	+	574	NA	promoter-TSS (AGPAT1)	NA	1197	AGPAT1								
SKNO1_1_633_R1_peak_13117	chr22	23215892	23216253	+	574	NA	intron (BCR, intron 1 of 21)	NA	35707	BCR								
SKNO1_1_633_R1_peak_5198	chr12	132687234	132687736	+	574	NA	promoter-TSS (PXMP2)	NA	39	POLE								
SKNO1_1_633_R1_peak_8880	chr17	79997004	79997614	+	574	NA	intron (TBC1D16, intron 3 of 10)	NA	38549	TBC1D16								
SKNO1_1_633_R1_peak_11785	chr2	191675796	191676174	+	574	NA	Intergenic	NA	-2151	NABP1								
SKNO1_1_633_R1_peak_14673	chr3	184298934	184299349	+	573	NA	promoter-TSS (PSMD2)	NA	-1440	PSMD2								
SKNO1_1_633_R1_peak_2311	chr10	29849560	29849933	+	573	NA	Intergenic	NA	11024	LOC102724333								
SKNO1_1_633_R1_peak_18368	chr7	99997519	99997919	+	573	NA	Intergenic	NA	16957	AZGP1P1								
SKNO1_1_633_R1_peak_1012	chr1	108703448	108703818	+	573	NA	Intergenic	NA	-9301	FNDC7								
SKNO1_1_633_R1_peak_12099	chr2	237434861	237435316	+	572	NA	Intergenic	NA	-20881	COL6A3								
SKNO1_1_633_R1_peak_18978	chr8	63391403	63391775	+	572	NA	Intergenic	NA	-74260	LOC102724612								
SKNO1_1_633_R1_peak_9239	chr18	47150244	47150747	+	572	NA	promoter-TSS (HDHD2)	NA	5	HDHD2								
SKNO1_1_633_R1_peak_5021	chr12	116687948	116688289	+	572	NA	Intergenic	NA	49945	C12orf49								
SKNO1_1_633_R1_peak_549	chr1	38213567	38214045	+	572	NA	intron (RP11-214L19.1, intron 1 of 3)	NA	961	RP11-214L19.1								
SKNO1_1_633_R1_peak_14750	chr3	190566334	190566877	+	571	NA	intron (IL1RAP, intron 3 of 8)	NA	52554	IL1RAP								
SKNO1_1_633_R1_peak_13534	chr3	4741359	4741857	+	571	NA	intron (ITPR1, intron 42 of 59)	NA	9982	EGOT								
SKNO1_1_633_R1_peak_11095	chr2	69643642	69644049	+	571	NA	promoter-TSS (AAK1)	NA	0	AAK1								
SKNO1_1_633_R1_peak_9660	chr19	10759502	10760020	+	570	NA	exon (DNM2, exon 2 of 21)	NA	-20502	MIR4748								
SKNO1_1_633_R1_peak_14755	chr3	190983885	190984239	+	570	NA	Intergenic	NA	-91661	GMNC								
SKNO1_1_633_R1_peak_19835	chr9	85940726	85941149	+	570	NA	promoter-TSS (NAA35)	NA	-592	NAA35								
SKNO1_1_633_R1_peak_1921	chr1	231211453	231211802	+	570	NA	intron (TRIM67, intron 10 of 11)	NA	-24000	RP5-1097F14.3								
SKNO1_1_633_R1_peak_6879	chr15	74695866	74696303	+	569	NA	promoter-TSS (EDC3)	NA	-39	EDC3								
SKNO1_1_633_R1_peak_3873	chr11	116851655	116852009	+	569	NA	intron (SIK3, intron 21 of 24)	NA	-14233	APOA1								
SKNO1_1_633_R1_peak_15692	chr5	14560046	14560417	+	569	NA	Intergenic	NA	-21551	FAM105A								
SKNO1_1_633_R1_peak_14112	chr3	69013422	69014067	+	568	NA	exon (EOGT, exon 1 of 18)	NA	217	EOGT								
SKNO1_1_633_R1_peak_302	chr1	23790857	23791341	+	568	NA	promoter-TSS (LYPLA2)	NA	-57	LYPLA2								
SKNO1_1_633_R1_peak_4481	chr12	49842820	49843287	+	568	NA	promoter-TSS (BCDIN3D)	NA	76	BCDIN3D								
SKNO1_1_633_R1_peak_264	chr1	19596756	19597374	+	567	NA	promoter-TSS (MINOS1-NBL1)	NA	88	MINOS1								
SKNO1_1_633_R1_peak_9759	chr19	13952302	13952685	+	567	NA	promoter-TSS (DCAF15)	NA	-14	DCAF15								
SKNO1_1_633_R1_peak_20382	chr9	136714493	136714842	+	567	NA	intron (FAM69B, intron 1 of 4)	NA	348	FAM69B								
SKNO1_1_633_R1_peak_8386	chr17	48441314	48441693	+	567	NA	Intergenic	NA	-3330	LOC101927166								
SKNO1_1_633_R1_peak_16571	chr5	177303562	177303984	+	566	NA	promoter-TSS (RAB24)	NA	11	PRELID1								
SKNO1_1_633_R1_peak_12132	chr2	240136145	240136493	+	566	NA	promoter-TSS (MYEOV2)	NA	11	MYEOV2								
SKNO1_1_633_R1_peak_20083	chr9	121510738	121511103	+	566	NA	Intergenic	NA	-10893	GGTA1P								
SKNO1_1_633_R1_peak_9872	chr19	17553272	17553573	+	566	NA	exon (FAM129C, exon 15 of 15)	NA	-3112	COLGALT1								
SKNO1_1_633_R1_peak_9636	chr19	10270176	10270677	+	566	NA	promoter-TSS (ICAM1)	NA	-415	ICAM1								
SKNO1_1_633_R1_peak_2269	chr10	22003644	22004031	+	566	NA	promoter-TSS (DNAJC1)	NA	-116	DNAJC1								
SKNO1_1_633_R1_peak_12106	chr2	237674839	237675149	+	566	NA	intron (LRRFIP1, intron 1 of 17)	NA	47388	LRRFIP1								
SKNO1_1_633_R1_peak_20004	chr9	111926542	111926930	+	566	NA	intron (UGCG, intron 5 of 8)	NA	-5411	MIR4668								
SKNO1_1_633_R1_peak_1768	chr1	209784523	209784907	+	566	NA	promoter-TSS (C1orf74)	NA	-170	C1orf74								
SKNO1_1_633_R1_peak_17469	chr6	118709361	118710414	+	566	NA	intron (CEP85L, intron 1 of 13)	NA	-58030	CEP85L								
SKNO1_1_633_R1_peak_14631	chr3	179147715	179148489	+	566	NA	promoter-TSS (PIK3CA)	NA	-12	PIK3CA								
SKNO1_1_633_R1_peak_16053	chr5	96934768	96935424	+	566	NA	promoter-TSS (LNPEP)	NA	-546	LNPEP								
SKNO1_1_633_R1_peak_19345	chr8	134161208	134161588	+	566	NA	Intergenic	NA	274902	RP11-157E21.1								
SKNO1_1_633_R1_peak_2260	chr10	18651482	18651832	+	565	NA	promoter-TSS (NSUN6)	NA	7581	LOC102724059								
SKNO1_1_633_R1_peak_16960	chr6	30509195	30509569	+	565	NA	Intergenic	NA	19976	HLA-E								
SKNO1_1_633_R1_peak_17377	chr6	93679881	93680201	+	564	NA	Intergenic	NA	-27042	TSG1								
SKNO1_1_633_R1_peak_7337	chr16	23557289	23557855	+	564	NA	promoter-TSS (EARS2)	NA	37	UBFD1								
SKNO1_1_633_R1_peak_7384	chr16	29009256	29009631	+	564	NA	Intergenic	NA	24377	LAT								
SKNO1_1_633_R1_peak_1121	chr1	120850580	120851037	+	564	NA	TTS (RNVU1-19)	NA	177	RNVU1-19								
SKNO1_1_633_R1_peak_8773	chr17	76547038	76547439	+	564	NA	Intergenic	NA	-9686	CYGB								
SKNO1_1_633_R1_peak_18535	chr7	132655351	132655765	+	564	NA	intron (FLJ40288, intron 1 of 4)	NA	6764	FLJ40288								
SKNO1_1_633_R1_peak_7905	chr17	1463226	1463534	+	564	NA	TTS (MYO1C)	NA	-7113	CRK								
SKNO1_1_633_R1_peak_15942	chr5	75236802	75237187	+	564	NA	promoter-TSS (ANKRD31)	NA	-116	ANKRD31								
SKNO1_1_633_R1_peak_17779	chr6	166488071	166488476	+	564	NA	intron (RPS6KA2, intron 11 of 21)	NA	21160	MIR1913								
SKNO1_1_633_R1_peak_4680	chr12	66130542	66130947	+	564	NA	promoter-TSS (LLPH)	NA	9	LLPH								
SKNO1_1_633_R1_peak_3250	chr11	46127207	46127506	+	563	NA	Intergenic	NA	-6246	PHF21A								
SKNO1_1_633_R1_peak_12487	chr20	38804922	38805336	+	563	NA	promoter-TSS (PPP1R16B)	NA	-576	PPP1R16B								
SKNO1_1_633_R1_peak_17117	chr6	36912008	36912344	+	563	NA	intron (C6orf89, intron 4 of 8)	NA	26312	C6orf89								
SKNO1_1_633_R1_peak_13478	chr22	46749267	46749622	+	563	NA	Intergenic	NA	-11189	CERK								
SKNO1_1_633_R1_peak_8598	chr17	64965867	64966227	+	563	NA	TTS (AMZ2P1)	NA	9538	AMZ2P1								
SKNO1_1_633_R1_peak_4385	chr12	31876607	31876943	+	563	NA	Intergenic	NA	-82674	KIAA1551								
SKNO1_1_633_R1_peak_5752	chr14	20873686	20874134	+	563	NA	TTS (LOC100507513)	NA	1858	LOC100507513								
SKNO1_1_633_R1_peak_12872	chr21	33948629	33949066	+	563	NA	promoter-TSS (LOC400863)	NA	-79	LOC400863								
SKNO1_1_633_R1_peak_10394	chr19	49987159	49987560	+	562	NA	intron (VRK3, intron 12 of 12)	NA	17704	SIGLEC16								
SKNO1_1_633_R1_peak_8822	chr17	78127035	78127578	+	561	NA	promoter-TSS (TMC6)	NA	1474	TMC6								
SKNO1_1_633_R1_peak_10429	chr19	51467977	51468428	+	561	NA	Intergenic	NA	-9748	SIGLEC8								
SKNO1_1_633_R1_peak_9361	chr18	77114635	77115172	+	561	NA	intron (MBP, intron 1 of 7)	NA	-97804	MBP								
SKNO1_1_633_R1_peak_8802	chr17	77404826	77405217	+	561	NA	promoter-TSS (SEPT9)	NA	-7967	MIR4316								
SKNO1_1_633_R1_peak_16293	chr5	139262457	139262858	+	561	NA	Intergenic	NA	-11095	SNHG4								
SKNO1_1_633_R1_peak_10536	chr19	55674971	55675409	+	560	NA	promoter-TSS (EPN1)	NA	-16	EPN1								
SKNO1_1_633_R1_peak_9710	chr19	12681661	12682081	+	560	NA	promoter-TSS (DHPS)	NA	16	DHPS								
SKNO1_1_633_R1_peak_5728	chr13	114043510	114043811	+	559	NA	intron (RASA3, intron 5 of 25)	NA	-69555	LOC102723545								
SKNO1_1_633_R1_peak_12578	chr20	49247850	49248167	+	559	NA	exon (ZNFX1, exon 14 of 14)	NA	28713	DDX27								
SKNO1_1_633_R1_peak_15111	chr4	40311704	40312118	+	559	NA	TTS (LOC101930098)	NA	-4574	LOC101060498								
SKNO1_1_633_R1_peak_13740	chr3	30665016	30665391	+	559	NA	intron (TGFBR2, intron 5 of 8)	NA	58554	TGFBR2								
SKNO1_1_633_R1_peak_20132	chr9	124940941	124941262	+	559	NA	promoter-TSS (GOLGA1)	NA	6	GOLGA1								
SKNO1_1_633_R1_peak_15683	chr5	11234443	11235072	+	559	NA	intron (CTNND2, intron 10 of 22)	NA	-54440	LOC102723459								
SKNO1_1_633_R1_peak_4889	chr12	104569753	104570130	+	559	NA	intron (CHST11, intron 1 of 2)	NA	-21692	MIR3922								
SKNO1_1_633_R1_peak_10554	chr19	57527171	57527637	+	559	NA	promoter-TSS (ZNF549)	NA	79	ZNF549								
SKNO1_1_633_R1_peak_5535	chr13	64054348	64054752	+	559	NA	Intergenic	NA	-210425	LOC102723968								
SKNO1_1_633_R1_peak_11110	chr2	70124049	70124484	+	559	NA	exon (LOC100133985, exon 2 of 2)	NA	1050	LOC100133985								
SKNO1_1_633_R1_peak_2501	chr10	68955773	68956300	+	559	NA	promoter-TSS (DDX21)	NA	-404	DDX21								
SKNO1_1_633_R1_peak_4905	chr12	106773982	106774369	+	558	NA	promoter-TSS (RIC8B)	NA	-420	RIC8B								
SKNO1_1_633_R1_peak_13566	chr3	9749780	9750164	+	558	NA	promoter-TSS (OGG1)	NA	24	OGG1								
SKNO1_1_633_R1_peak_7417	chr16	30903595	30903966	+	558	NA	TTS (CTF1)	NA	7173	CTF1								
SKNO1_1_633_R1_peak_14818	chr3	195851830	195852236	+	558	NA	intron (LOC101929697, intron 1 of 1)	NA	2195	LOC101929697								
SKNO1_1_633_R1_peak_20195	chr9	128455783	128456225	+	558	NA	promoter-TSS (ODF2)	NA	822	ODF2								
SKNO1_1_633_R1_peak_17932	chr7	10940185	10941196	+	558	NA	promoter-TSS (NDUFA4)	NA	-504	NDUFA4								
SKNO1_1_633_R1_peak_17751	chr6	158026450	158027218	+	558	NA	promoter-TSS (SYNJ2)	NA	25727	SYNJ2-IT1								
SKNO1_1_633_R1_peak_670	chr1	46303208	46303865	+	557	NA	promoter-TSS (LRRC41)	NA	-118	UQCRH								
SKNO1_1_633_R1_peak_15203	chr4	55853464	55854000	+	557	NA	promoter-TSS (EXOC1)	NA	82	EXOC1								
SKNO1_1_633_R1_peak_18644	chr8	2101773	2102281	+	557	NA	intron (MYOM2, intron 20 of 34)	NA	25438	MIR7160								
SKNO1_1_633_R1_peak_4941	chr12	109995723	109996615	+	556	NA	intron (GIT2, intron 1 of 16)	NA	220	GIT2								
SKNO1_1_633_R1_peak_8915	chr17	81285398	81285936	+	556	NA	intron (SLC38A10, intron 2 of 13)	NA	9672	SLC38A10								
SKNO1_1_633_R1_peak_3437	chr11	64317306	64317853	+	556	NA	promoter-TSS (PRDX5)	NA	-383	PRDX5								
SKNO1_1_633_R1_peak_8420	chr17	50140525	50140877	+	554	NA	intron (PPP1R9B, intron 4 of 9)	NA	9815	PPP1R9B								
SKNO1_1_633_R1_peak_573	chr1	40257588	40258350	+	554	NA	promoter-TSS (ZMPSTE24)	NA	-81	ZMPSTE24								
SKNO1_1_633_R1_peak_10527	chr19	55605386	55605901	+	554	NA	Intergenic	NA	5279	ZNF524								
SKNO1_1_633_R1_peak_9195	chr18	35497804	35498127	+	553	NA	promoter-TSS (INO80C)	NA	179	INO80C								
SKNO1_1_633_R1_peak_3372	chr11	61967544	61967977	+	553	NA	promoter-TSS (FTH1)	NA	-40	LOC399900								
SKNO1_1_633_R1_peak_6183	chr14	81519408	81519821	+	553	NA	intron (SEL1L, intron 3 of 19)	NA	14193	SEL1L								
SKNO1_1_633_R1_peak_2460	chr10	58385135	58385582	+	553	NA	exon (TFAM, exon 1 of 6)	NA	215	TFAM								
SKNO1_1_633_R1_peak_540	chr1	37922852	37923272	+	553	NA	intron (INPP5B, intron 7 of 15)	NA	23995	INPP5B								
SKNO1_1_633_R1_peak_8201	chr17	39199883	39200284	+	553	NA	promoter-TSS (RPL19)	NA	-240	RPL19								
SKNO1_1_633_R1_peak_10528	chr19	55634799	55635143	+	553	NA	promoter-TSS (ZNF580)	NA	-3178	LOC102724369								
SKNO1_1_633_R1_peak_5977	chr14	60151794	60152174	+	553	NA	intron (DHRS7, intron 4 of 6)	NA	14321	DHRS7								
SKNO1_1_633_R1_peak_12826	chr21	25734739	25735193	+	553	NA	promoter-TSS (GABPA)	NA	688	ATP5J								
SKNO1_1_633_R1_peak_6062	chr14	69766888	69767226	+	553	NA	promoter-TSS (SRSF5)	NA	-54	SRSF5								
SKNO1_1_633_R1_peak_15176	chr4	54439780	54440099	+	552	NA	Intergenic	NA	167192	LOC339978								
SKNO1_1_633_R1_peak_1537	chr1	181149559	181149969	+	551	NA	Intergenic	NA	-24720	RP11-540K16.1								
SKNO1_1_633_R1_peak_20258	chr9	131270456	131270879	+	551	NA	intron (FAM78A, intron 1 of 1)	NA	5852	FAM78A								
SKNO1_1_633_R1_peak_6873	chr15	74460973	74461455	+	551	NA	promoter-TSS (UBL7)	NA	-26	UBL7								
SKNO1_1_633_R1_peak_3946	chr11	121482415	121482799	+	551	NA	intron (SORL1, intron 3 of 47)	NA	30404	SORL1								
SKNO1_1_633_R1_peak_2070	chr1	247210298	247211019	+	551	NA	Intergenic	NA	-8617	MIR3916								
SKNO1_1_633_R1_peak_19359	chr8	139705758	139706138	+	551	NA	Intergenic	NA	-2892	KCNK9								
SKNO1_1_633_R1_peak_17238	chr6	47335516	47335835	+	551	NA	Intergenic	NA	-25728	TNFRSF21								
SKNO1_1_633_R1_peak_18144	chr7	44995176	44995480	+	551	NA	intron (LOC102723334, intron 2 of 2)	NA	4428	LOC102723334								
SKNO1_1_633_R1_peak_17717	chr6	149545978	149546622	+	550	NA	promoter-TSS (PPIL4)	NA	-198	PPIL4								
SKNO1_1_633_R1_peak_10707	chr2	15965702	15966071	+	550	NA	Intergenic	NA	-24163	MYCNOS								
SKNO1_1_633_R1_peak_3449	chr11	64745006	64745853	+	550	NA	promoter-TSS (RASGRP2)	NA	-1255	RASGRP2								
SKNO1_1_633_R1_peak_18460	chr7	107875678	107876034	+	550	NA	Intergenic	NA	-15285	DLD								
SKNO1_1_633_R1_peak_4569	chr12	54473451	54473816	+	550	NA	promoter-TSS (GTSF1)	NA	-31	GTSF1								
SKNO1_1_633_R1_peak_5036	chr12	119258102	119258493	+	550	NA	Intergenic	NA	45083	LINC00934								
SKNO1_1_633_R1_peak_2047	chr1	246113497	246113881	+	549	NA	exon (LOC101928089, exon 2 of 2)	NA	2696	LOC101928089								
SKNO1_1_633_R1_peak_461	chr1	32222086	32222650	+	549	NA	promoter-TSS (TMEM234)	NA	-2	EIF3I								
SKNO1_1_633_R1_peak_1806	chr1	218285141	218285448	+	549	NA	promoter-TSS (RRP15)	NA	7	RRP15								
SKNO1_1_633_R1_peak_982	chr1	107056431	107056811	+	549	NA	promoter-TSS (PRMT6)	NA	-24	PRMT6								
SKNO1_1_633_R1_peak_8591	chr17	64781413	64781863	+	549	NA	promoter-TSS (LOC146880)	NA	361	LOC146880								
