PeakID (cmd=annotatePeaks.pl SKNO1_1_230_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SKNO1_1_230_R1_peak_14630	chr19	18414523	18415831	+	269	NA	Intergenic	NA	-3848	SSBP4								
SKNO1_1_230_R1_peak_7909	chr13	48975895	48976788	+	269	NA	promoter-TSS (FNDC3A)	NA	-268	FNDC3A								
SKNO1_1_230_R1_peak_7419	chr12	124655365	124656136	+	269	NA	Intergenic	NA	-48189	LOC101927436								
SKNO1_1_230_R1_peak_23750	chr5	131996688	131997149	+	269	NA	intron (ACSL6, intron 1 of 20)	NA	2715	ACSL6								
SKNO1_1_230_R1_peak_23902	chr5	139660153	139660524	+	269	NA	intron (CXXC5, intron 1 of 2)	NA	-15163	CXXC5								
SKNO1_1_230_R1_peak_21478	chr3	184417863	184418258	+	269	NA	Intergenic	NA	37847	CHRD								
SKNO1_1_230_R1_peak_23086	chr5	36462246	36462555	+	269	NA	Intergenic	NA	-144190	SLC1A3								
SKNO1_1_230_R1_peak_15999	chr2	46548024	46548473	+	269	NA	intron (RHOQ, intron 2 of 2)	NA	5482	RHOQ								
SKNO1_1_230_R1_peak_26484	chr7	44581815	44582494	+	269	NA	promoter-TSS (TMED4)	NA	74	TMED4								
SKNO1_1_230_R1_peak_12732	chr17	75012503	75013082	+	269	NA	exon (ICT1, exon 1 of 6)	NA	107	ICT1								
SKNO1_1_230_R1_peak_8863	chr14	75274824	75275215	+	269	NA	Intergenic	NA	-3759	FOS								
SKNO1_1_230_R1_peak_14740	chr19	33261397	33262178	+	269	NA	Intergenic	NA	-36065	SLC7A10								
SKNO1_1_230_R1_peak_16261	chr2	73284233	73285544	+	269	NA	promoter-TSS (LOC101927826)	NA	-460	LOC101927826								
SKNO1_1_230_R1_peak_18095	chr20	31674012	31674488	+	269	NA	intron (BCL2L1, intron 2 of 2)	NA	35125	COX4I2								
SKNO1_1_230_R1_peak_28179	chr8	129984188	129984606	+	269	NA	intron (FAM49B, intron 1 of 14)	NA	24056	MIR5194								
SKNO1_1_230_R1_peak_25378	chr6	81941228	81941605	+	269	NA	Intergenic	NA	-2995	LOC102724168								
SKNO1_1_230_R1_peak_7919	chr13	49642942	49643549	+	269	NA	Intergenic	NA	14946	ARL11								
SKNO1_1_230_R1_peak_22574	chr4	88592086	88592621	+	269	NA	promoter-TSS (HERC3)	NA	-70	HERC3								
SKNO1_1_230_R1_peak_15437	chr19	55253771	55254752	+	269	NA	intron (PPP6R1, intron 1 of 23)	NA	4769	PPP6R1								
SKNO1_1_230_R1_peak_9975	chr15	75108277	75108985	+	269	NA	Intergenic	NA	85039	PPCDC								
SKNO1_1_230_R1_peak_29591	chr9	133133616	133134141	+	269	NA	intron (RALGDS, intron 1 of 17)	NA	-2721	RALGDS								
SKNO1_1_230_R1_peak_13620	chr18	50287276	50288051	+	269	NA	exon (CXXC1, exon 1 of 15)	NA	237	CXXC1								
SKNO1_1_230_R1_peak_29487	chr9	129636851	129637539	+	269	NA	exon (ASB6, exon 5 of 5)	NA	4974	ASB6								
SKNO1_1_230_R1_peak_17835	chr20	3045400	3046589	+	269	NA	promoter-TSS (MRPS26)	NA	-35	MRPS26								
SKNO1_1_230_R1_peak_9923	chr15	73982226	73983147	+	269	NA	TTS (STOML1)	NA	8334	STOML1								
SKNO1_1_230_R1_peak_17803	chr20	1702282	1702684	+	269	NA	Intergenic	NA	-44704	SIRPG								
SKNO1_1_230_R1_peak_1229	chr1	67674496	67675116	+	269	NA	Intergenic	NA	-10371	GADD45A								
SKNO1_1_230_R1_peak_100	chr1	3516150	3516576	+	269	NA	intron (MEGF6, intron 2 of 30)	NA	15000	MEGF6								
SKNO1_1_230_R1_peak_21634	chr3	194737251	194737630	+	269	NA	intron (AC090505.6, intron 1 of 3)	NA	29019	AC090505.6								
SKNO1_1_230_R1_peak_430	chr1	21901705	21902414	+	269	NA	intron (HSPG2, intron 1 of 102)	NA	18854	LOC102723558								
SKNO1_1_230_R1_peak_21014	chr3	128175189	128175638	+	269	NA	intron (EEFSEC, intron 1 of 6)	NA	-19146	EEFSEC								
SKNO1_1_230_R1_peak_7833	chr13	43243716	43244140	+	269	NA	intron (ENOX1, intron 15 of 17)	NA	220702	DNAJC15								
SKNO1_1_230_R1_peak_13660	chr18	58887448	58888042	+	269	NA	intron (ZNF532, intron 2 of 9)	NA	22275	ZNF532								
SKNO1_1_230_R1_peak_12921	chr17	78131730	78132723	+	269	NA	intron (TMC8, intron 3 of 15)	NA	1448	TMC8								
SKNO1_1_230_R1_peak_18550	chr20	62310339	62310991	+	269	NA	exon (LAMA5, exon 75 of 80)	NA	7769	ADRM1								
SKNO1_1_230_R1_peak_1644	chr1	119631364	119632106	+	269	NA	intron (ZNF697, intron 1 of 2)	NA	16126	ZNF697								
SKNO1_1_230_R1_peak_12026	chr17	40108202	40108569	+	269	NA	Intergenic	NA	-7660	NR1D1								
SKNO1_1_230_R1_peak_17106	chr2	177552423	177553166	+	269	NA	promoter-TSS (TTC30B)	NA	2	TTC30B								
SKNO1_1_230_R1_peak_8063	chr13	78646910	78647459	+	269	NA	intron (RNF219, intron 1 of 5)	NA	11995	RNF219								
SKNO1_1_230_R1_peak_23390	chr5	76527626	76528011	+	269	NA	intron (IQGAP2, intron 2 of 35)	NA	81249	LOC101929109								
SKNO1_1_230_R1_peak_18322	chr20	46004789	46005644	+	269	NA	Intergenic	NA	-3692	MMP9								
SKNO1_1_230_R1_peak_20036	chr3	16311871	16312490	+	269	NA	intron (OXNAD1, intron 9 of 9)	NA	47020	OXNAD1								
SKNO1_1_230_R1_peak_17935	chr20	10643279	10643654	+	269	NA	intron (JAG1, intron 20 of 25)	NA	6191	MIR6870								
SKNO1_1_230_R1_peak_25342	chr6	73520920	73522052	+	269	NA	promoter-TSS (EEF1A1)	NA	-454	EEF1A1								
SKNO1_1_230_R1_peak_17705	chr2	240560151	240561458	+	269	NA	exon (ANKMY1, exon 1 of 17)	NA	750	DUSP28								
SKNO1_1_230_R1_peak_8262	chr13	113351434	113352089	+	269	NA	intron (GRTP1, intron 2 of 5)	NA	12387	GRTP1								
SKNO1_1_230_R1_peak_1524	chr1	109669530	109669998	+	269	NA	intron (GSTM2, intron 5 of 8)	NA	1742	GSTM2								
SKNO1_1_230_R1_peak_12631	chr17	68247438	68248090	+	269	NA	promoter-TSS (AMZ2)	NA	-315	AMZ2								
SKNO1_1_230_R1_peak_24068	chr5	151770999	151772522	+	269	NA	promoter-TSS (G3BP1)	NA	-155	G3BP1								
SKNO1_1_230_R1_peak_26357	chr7	32275586	32275965	+	269	NA	intron (PDE1C, intron 1 of 18)	NA	182719	LOC100130673								
SKNO1_1_230_R1_peak_481	chr1	24321706	24322153	+	269	NA	intron (GRHL3, intron 1 of 15)	NA	-1111	GRHL3								
SKNO1_1_230_R1_peak_2655	chr1	220137420	220137791	+	269	NA	intron (IARS2, intron 16 of 22)	NA	-19364	MIR194-1								
SKNO1_1_230_R1_peak_15420	chr19	54959719	54960290	+	269	NA	intron (NLRP7, intron 1 of 11)	NA	-6339	NLRP2								
SKNO1_1_230_R1_peak_12640	chr17	68435996	68436702	+	269	NA	intron (WIPI1, intron 4 of 11)	NA	-11801	MIR635								
SKNO1_1_230_R1_peak_8221	chr13	110445328	110445705	+	269	NA	intron (COL4A2, intron 16 of 47)	NA	17771	COL4A2-AS2								
SKNO1_1_230_R1_peak_9333	chr15	25739827	25740236	+	269	NA	intron (ATP10A, intron 2 of 20)	NA	108785	MIR4715								
SKNO1_1_230_R1_peak_23524	chr5	95823961	95824475	+	268	NA	Intergenic	NA	-1345	GLRX								
SKNO1_1_230_R1_peak_7365	chr12	123043180	123043994	+	268	NA	intron (PITPNM2, intron 1 of 25)	NA	32508	PITPNM2								
SKNO1_1_230_R1_peak_303	chr1	12604302	12604751	+	268	NA	intron (DHRS3, intron 1 of 3)	NA	13835	DHRS3								
SKNO1_1_230_R1_peak_18103	chr20	31879665	31880221	+	268	NA	intron (TTLL9, intron 1 of 10)	NA	125	TTLL9								
SKNO1_1_230_R1_peak_4861	chr11	57585175	57585801	+	268	NA	Intergenic	NA	-12066	SERPING1								
SKNO1_1_230_R1_peak_2061	chr1	161738757	161739411	+	268	NA	Intergenic	NA	-10684	DUSP12								
SKNO1_1_230_R1_peak_22391	chr4	76301457	76301895	+	268	NA	intron (FAM47E-STBD1, intron 6 of 6)	NA	-4350	STBD1								
SKNO1_1_230_R1_peak_11152	chr16	74998549	74999112	+	268	NA	promoter-TSS (ZNRF1)	NA	-187	ZNRF1								
SKNO1_1_230_R1_peak_7016	chr12	96237650	96238210	+	268	NA	intron (ELK3, intron 3 of 5)	NA	43528	ELK3								
SKNO1_1_230_R1_peak_1614	chr1	116515761	116516136	+	268	NA	intron (CD58, intron 5 of 5)	NA	-40995	RP4-655J12.4								
SKNO1_1_230_R1_peak_8156	chr13	99436953	99437387	+	268	NA	Intergenic	NA	-64204	TM9SF2								
SKNO1_1_230_R1_peak_27855	chr8	93846536	93846912	+	267	NA	Intergenic	NA	69395	MIR378D2								
SKNO1_1_230_R1_peak_21410	chr3	179015455	179015820	+	267	NA	Intergenic	NA	56231	ZMAT3								
SKNO1_1_230_R1_peak_7551	chr13	20475795	20476394	+	267	NA	intron (CRYL1, intron 3 of 5)	NA	-42248	MIR4499								
SKNO1_1_230_R1_peak_19430	chr22	36528952	36529717	+	267	NA	promoter-TSS (EIF3D)	NA	-104	EIF3D								
SKNO1_1_230_R1_peak_7493	chr12	132476787	132477551	+	267	NA	Intergenic	NA	-2915	MUC8								
SKNO1_1_230_R1_peak_28895	chr9	86282529	86282860	+	267	NA	promoter-TSS (ISCA1)	NA	-119	ISCA1								
SKNO1_1_230_R1_peak_9652	chr15	57134760	57135169	+	267	NA	intron (TCF12, intron 5 of 20)	NA	-165401	LINC00926								
SKNO1_1_230_R1_peak_20986	chr3	127002078	127002449	+	267	NA	intron (PLXNA1, intron 2 of 30)	NA	13669	PLXNA1								
SKNO1_1_230_R1_peak_10176	chr15	89947216	89947730	+	267	NA	Intergenic	NA	-34483	C15orf38								
SKNO1_1_230_R1_peak_11524	chr17	366894	367517	+	267	NA	intron (RPH3AL, intron 1 of 8)	NA	-14363	RPH3AL								
SKNO1_1_230_R1_peak_28981	chr9	92295936	92296282	+	267	NA	Intergenic	NA	-2353	IARS								
SKNO1_1_230_R1_peak_10237	chr15	91369787	91370214	+	267	NA	Intergenic	NA	-93339	RP11-661P17.1								
SKNO1_1_230_R1_peak_11352	chr16	87856027	87856898	+	267	NA	intron (SLC7A5, intron 1 of 9)	NA	4002	SLC7A5								
SKNO1_1_230_R1_peak_25074	chr6	37191798	37192162	+	267	NA	Intergenic	NA	21834	PIM1								
SKNO1_1_230_R1_peak_24951	chr6	33417812	33418552	+	267	NA	promoter-TSS (CUTA)	NA	36	CUTA								
SKNO1_1_230_R1_peak_16394	chr2	90076341	90076745	+	267	NA	Intergenic	NA	119340	LOC102724332								
SKNO1_1_230_R1_peak_14121	chr19	7186160	7186606	+	267	NA	intron (INSR, intron 2 of 21)	NA	39655	LOC100996405								
SKNO1_1_230_R1_peak_5851	chr11	124758283	124758666	+	267	NA	promoter-TSS (LOC101929340)	NA	-55	LOC101929340								
SKNO1_1_230_R1_peak_18836	chr21	36319957	36320915	+	267	NA	intron (MORC3, intron 1 of 16)	NA	-9472	MORC3								
SKNO1_1_230_R1_peak_8870	chr14	75418950	75419334	+	267	NA	Intergenic	NA	8548	LOC101928377								
SKNO1_1_230_R1_peak_7224	chr12	113973383	113973801	+	267	NA	Intergenic	NA	-7221	RBM19								
SKNO1_1_230_R1_peak_19631	chr22	42090787	42091445	+	267	NA	promoter-TSS (NDUFA6)	NA	183	NDUFA6-AS1								
SKNO1_1_230_R1_peak_10915	chr16	57147560	57147964	+	267	NA	exon (CPNE2, exon 15 of 15)	NA	38290	FAM192A								
SKNO1_1_230_R1_peak_18386	chr20	49979065	49979636	+	267	NA	Intergenic	NA	-3626	SNAI1								
SKNO1_1_230_R1_peak_3241	chr10	15344860	15345192	+	267	NA	intron (FAM171A1, intron 1 of 7)	NA	-17754	LOC101928655								
SKNO1_1_230_R1_peak_7015	chr12	96212009	96212396	+	267	NA	intron (ELK3, intron 2 of 5)	NA	17800	ELK3								
SKNO1_1_230_R1_peak_18545	chr20	62238055	62238732	+	267	NA	promoter-TSS (OSBPL2)	NA	-92	OSBPL2								
SKNO1_1_230_R1_peak_9977	chr15	75125090	75125604	+	267	NA	Intergenic	NA	-76533	C15orf39								
SKNO1_1_230_R1_peak_1749	chr1	150487060	150487454	+	267	NA	promoter-TSS (TARS2)	NA	-144	TARS2								
SKNO1_1_230_R1_peak_17284	chr2	201212067	201212551	+	267	NA	intron (CASP10, intron 9 of 9)	NA	29411	CASP10								
SKNO1_1_230_R1_peak_22723	chr4	139266666	139267114	+	267	NA	exon (MGARP, exon 4 of 4)	NA	13448	MGARP								
SKNO1_1_230_R1_peak_21016	chr3	128432766	128433382	+	267	NA	Intergenic	NA	-30520	DNAJB8-AS1								
SKNO1_1_230_R1_peak_9894	chr15	70508813	70509732	+	267	NA	Intergenic	NA	77334	LOC101929151								
SKNO1_1_230_R1_peak_10090	chr15	81384832	81385317	+	267	NA	intron (RP11-761I4.3, intron 6 of 6)	NA	-10997	TMC3								
SKNO1_1_230_R1_peak_354	chr1	16613008	16613729	+	267	NA	exon (NBPF1, exon 1 of 28)	NA	237	NBPF1								
SKNO1_1_230_R1_peak_20835	chr3	108090541	108091321	+	267	NA	exon (CD47, exon 1 of 11)	NA	127	CD47								
SKNO1_1_230_R1_peak_16834	chr2	136173074	136173497	+	267	NA	Intergenic	NA	-57042	CXCR4								
SKNO1_1_230_R1_peak_17796	chr20	1434883	1435292	+	267	NA	Intergenic	NA	-11162	LOC102724529								
SKNO1_1_230_R1_peak_149	chr1	6506830	6507738	+	267	NA	intron (PLEKHG5, intron 1 of 21)	NA	-21815	PLEKHG5								
SKNO1_1_230_R1_peak_11367	chr16	88170533	88171034	+	267	NA	Intergenic	NA	-23502	LOC101928880								
SKNO1_1_230_R1_peak_22093	chr4	37685027	37685689	+	267	NA	intron (RELL1, intron 1 of 6)	NA	1019	RELL1								
SKNO1_1_230_R1_peak_10186	chr15	90099902	90100190	+	267	NA	intron (IDH2, intron 1 of 10)	NA	2430	IDH2								
SKNO1_1_230_R1_peak_15978	chr2	45258313	45258703	+	267	NA	Intergenic	NA	-3567	LINC01121								
SKNO1_1_230_R1_peak_27648	chr8	52467124	52467601	+	267	NA	Intergenic	NA	-57483	ST18								
SKNO1_1_230_R1_peak_6892	chr12	76558662	76559897	+	267	NA	promoter-TSS (OSBPL8)	NA	530	OSBPL8								
SKNO1_1_230_R1_peak_28659	chr9	33816397	33817308	+	267	NA	promoter-TSS (UBE2R2)	NA	-332	UBE2R2								
SKNO1_1_230_R1_peak_7440	chr12	124994327	124995081	+	267	NA	intron (BRI3BP, intron 1 of 2)	NA	1056	BRI3BP								
SKNO1_1_230_R1_peak_1521	chr1	109548292	109548903	+	267	NA	promoter-TSS (GNAI3)	NA	33	GNAI3								
SKNO1_1_230_R1_peak_16428	chr2	96839150	96839944	+	267	NA	exon (ANKRD23, exon 9 of 9)	NA	4474	ANKRD23								
SKNO1_1_230_R1_peak_13963	chr19	2770018	2770506	+	267	NA	intron (SGTA, intron 1 of 11)	NA	13094	SGTA								
SKNO1_1_230_R1_peak_28014	chr8	108248260	108248984	+	267	NA	exon (EIF3E, exon 1 of 13)	NA	108	EIF3E								
SKNO1_1_230_R1_peak_7369	chr12	123269445	123269870	+	267	NA	intron (CDK2AP1, intron 1 of 3)	NA	2483	CDK2AP1								
SKNO1_1_230_R1_peak_23982	chr5	143811959	143812731	+	267	NA	intron (HMHB1, intron 1 of 1)	NA	184	HMHB1								
SKNO1_1_230_R1_peak_26763	chr7	92245523	92246392	+	267	NA	promoter-TSS (KRIT1)	NA	-59	KRIT1								
SKNO1_1_230_R1_peak_17713	chr2	240612747	240613262	+	266	NA	intron (GPR35, intron 2 of 5)	NA	7596	GPR35								
SKNO1_1_230_R1_peak_18723	chr21	25409867	25410466	+	266	NA	intron (LINC00158, intron 4 of 4)	NA	21535	LINC00158								
SKNO1_1_230_R1_peak_30087	chrX	47560939	47561576	+	266	NA	promoter-TSS (ARAF)	NA	78	ARAF								
SKNO1_1_230_R1_peak_10553	chr16	11224970	11225672	+	266	NA	Intergenic	NA	30861	SOCS1								
SKNO1_1_230_R1_peak_25394	chr6	85461292	85462124	+	266	NA	intron (NT5E, intron 1 of 7)	NA	12124	NT5E								
SKNO1_1_230_R1_peak_1336	chr1	89466244	89466890	+	266	NA	Intergenic	NA	-58272	LRRC8B								
SKNO1_1_230_R1_peak_5230	chr11	66727346	66728007	+	266	NA	intron (SPTBN2, intron 1 of 37)	NA	-6277	SPTBN2								
SKNO1_1_230_R1_peak_30526	chrX	155997475	155998073	+	266	NA	exon (IL9R, exon 1 of 9)	NA	-5055	IL9R								
SKNO1_1_230_R1_peak_18169	chr20	34302591	34303288	+	266	NA	promoter-TSS (AHCY)	NA	-944	AHCY								
SKNO1_1_230_R1_peak_14786	chr19	35269477	35269987	+	266	NA	intron (USF2, intron 3 of 8)	NA	652	USF2								
SKNO1_1_230_R1_peak_6459	chr12	43835498	43836476	+	266	NA	exon (TMEM117, exon 1 of 7)	NA	126	TMEM117								
SKNO1_1_230_R1_peak_2480	chr1	205227728	205228158	+	266	NA	promoter-TSS (TMCC2)	NA	-740	TMCC2								
SKNO1_1_230_R1_peak_28524	chr9	5628520	5629423	+	266	NA	promoter-TSS (KIAA1432)	NA	-60	KIAA1432								
SKNO1_1_230_R1_peak_8196	chr13	106496062	106496446	+	266	NA	intron (EFNB2, intron 2 of 4)	NA	38786	EFNB2								
SKNO1_1_230_R1_peak_27278	chr8	5164489	5164875	+	266	NA	Intergenic	NA	-169876	CSMD1								
SKNO1_1_230_R1_peak_6781	chr12	60144411	60144742	+	266	NA	Intergenic	NA	332482	LOC100996696								
SKNO1_1_230_R1_peak_866	chr1	40040459	40040941	+	266	NA	promoter-TSS (CAP1)	NA	-59	CAP1								
SKNO1_1_230_R1_peak_30322	chrX	119678580	119678945	+	266	NA	intron (SEPT6, intron 1 of 10)	NA	14463	SEPT6								
SKNO1_1_230_R1_peak_14263	chr19	10731627	10731985	+	266	NA	intron (DNM2, intron 1 of 20)	NA	13402	MIR638								
SKNO1_1_230_R1_peak_10640	chr16	22205970	22206348	+	266	NA	promoter-TSS (EEF2K)	NA	-112	EEF2K								
SKNO1_1_230_R1_peak_3404	chr10	33333702	33334086	+	266	NA	intron (NRP1, intron 1 of 15)	NA	785	NRP1								
SKNO1_1_230_R1_peak_11729	chr17	8295327	8295761	+	266	NA	promoter-TSS (SLC25A35)	NA	-153	SLC25A35								
SKNO1_1_230_R1_peak_5273	chr11	67420319	67421614	+	266	NA	exon (CARNS1, exon 8 of 9)	NA	5288	CARNS1								
SKNO1_1_230_R1_peak_10363	chr15	101723871	101724605	+	266	NA	TTS (LOC100128108)	NA	366	TARSL2								
SKNO1_1_230_R1_peak_14010	chr19	4088807	4090156	+	266	NA	TTS (MAP2K2)	NA	-22663	ZBTB7A								
SKNO1_1_230_R1_peak_29195	chr9	113548743	113549141	+	266	NA	intron (RGS3, intron 10 of 14)	NA	104141	RGS3								
SKNO1_1_230_R1_peak_11919	chr17	34236584	34236876	+	266	NA	Intergenic	NA	-18547	CCL2								
SKNO1_1_230_R1_peak_12433	chr17	58278729	58280172	+	266	NA	intron (MPO, intron 4 of 11)	NA	1485	MPO								
SKNO1_1_230_R1_peak_25120	chr6	41334139	41334642	+	266	NA	Intergenic	NA	-1400	NCR2								
SKNO1_1_230_R1_peak_6750	chr12	57462423	57463018	+	266	NA	intron (GLI1, intron 1 of 9)	NA	2204	GLI1								
SKNO1_1_230_R1_peak_24419	chr6	292476	292972	+	266	NA	intron (DUSP22, intron 1 of 3)	NA	667	DUSP22								
SKNO1_1_230_R1_peak_8080	chr13	80873614	80873977	+	266	NA	Intergenic	NA	-22564	LOC102724139								
SKNO1_1_230_R1_peak_23579	chr5	109409105	109410885	+	266	NA	promoter-TSS (PJA2)	NA	-21	PJA2								
SKNO1_1_230_R1_peak_12398	chr17	57084783	57085979	+	266	NA	promoter-TSS (LOC101927471)	NA	-348	LOC101927471								
SKNO1_1_230_R1_peak_7801	chr13	40665918	40666951	+	266	NA	exon (FOXO1, exon 1 of 3)	NA	163	FOXO1								
SKNO1_1_230_R1_peak_11060	chr16	68275585	68276028	+	266	NA	intron (SLC7A6, intron 4 of 11)	NA	11290	SLC7A6								
SKNO1_1_230_R1_peak_25944	chr6	161226293	161226655	+	266	NA	intron (AGPAT4, intron 2 of 5)	NA	47587	AGPAT4								
SKNO1_1_230_R1_peak_8319	chr14	21044177	21044673	+	266	NA	TTS (RNASE7)	NA	2199	RNASE7								
SKNO1_1_230_R1_peak_25334	chr6	72621860	72622484	+	266	NA	exon (KCNQ5, exon 1 of 15)	NA	329	KCNQ5								
SKNO1_1_230_R1_peak_22863	chr4	183455772	183456273	+	266	NA	Intergenic	NA	11386	CDKN2AIP								
SKNO1_1_230_R1_peak_25320	chr6	63612854	63613333	+	266	NA	Intergenic	NA	-22722	PHF3								
SKNO1_1_230_R1_peak_1760	chr1	150720666	150721083	+	266	NA	promoter-TSS (HORMAD1)	NA	-3600	HORMAD1								
SKNO1_1_230_R1_peak_11745	chr17	9037676	9038148	+	266	NA	intron (NTN1, intron 2 of 6)	NA	16167	NTN1								
SKNO1_1_230_R1_peak_3219	chr10	13586708	13587181	+	266	NA	promoter-TSS (PRPF18)	NA	-15	PRPF18								
SKNO1_1_230_R1_peak_4511	chr11	3222950	3223482	+	266	NA	TTS (MRGPRG-AS1)	NA	-4403	MRGPRG								
SKNO1_1_230_R1_peak_25251	chr6	47335493	47335871	+	266	NA	Intergenic	NA	-25735	TNFRSF21								
SKNO1_1_230_R1_peak_4119	chr10	102635457	102635849	+	266	NA	Intergenic	NA	-7772	TRIM8								
SKNO1_1_230_R1_peak_17271	chr2	200812195	200812617	+	266	NA	promoter-TSS (AC007163.6)	NA	73	BZW1								
SKNO1_1_230_R1_peak_9721	chr15	63834002	63834619	+	266	NA	promoter-TSS (HERC1)	NA	-365	HERC1								
SKNO1_1_230_R1_peak_14908	chr19	39337758	39338123	+	266	NA	Intergenic	NA	-1868	GMFG								
SKNO1_1_230_R1_peak_28139	chr8	125433997	125435020	+	266	NA	intron (TRIB1, intron 2 of 2)	NA	1391	TRIB1								
SKNO1_1_230_R1_peak_3628	chr10	68900563	68901432	+	266	NA	promoter-TSS (DDX50)	NA	-281	DDX50								
SKNO1_1_230_R1_peak_9251	chr14	105201368	105202222	+	266	NA	Intergenic	NA	-20474	NUDT14								
SKNO1_1_230_R1_peak_26614	chr7	73211674	73212037	+	266	NA	Intergenic	NA	-8784	NCF1B								
SKNO1_1_230_R1_peak_27715	chr8	60926316	60926862	+	266	NA	Intergenic	NA	41159	LOC100130298								
SKNO1_1_230_R1_peak_5100	chr11	65013628	65014431	+	266	NA	promoter-TSS (ARL2-SNX15)	NA	-84	ARL2-SNX15								
SKNO1_1_230_R1_peak_7095	chr12	105235879	105236556	+	266	NA	promoter-TSS (APPL2)	NA	13	APPL2								
SKNO1_1_230_R1_peak_30038	chrX	40273260	40273984	+	266	NA	intron (RP11-320G24.1, intron 1 of 2)	NA	10738	RP11-320G24.1								
SKNO1_1_230_R1_peak_11111	chr16	70737456	70738175	+	266	NA	intron (VAC14, intron 13 of 18)	NA	-17245	VAC14-AS1								
SKNO1_1_230_R1_peak_21535	chr3	187072126	187072533	+	266	NA	intron (ST6GAL1, intron 4 of 6)	NA	67146	RPL39L								
SKNO1_1_230_R1_peak_30063	chrX	44344407	44345090	+	266	NA	Intergenic	NA	-1071	EFHC2								
SKNO1_1_230_R1_peak_21150	chr3	138834363	138835269	+	266	NA	promoter-TSS (PIK3CB)	NA	-75457	PIK3CB								
SKNO1_1_230_R1_peak_29882	chrX	5051867	5052472	+	266	NA	Intergenic	NA	-418597	RP11-707P20.1								
SKNO1_1_230_R1_peak_11064	chr16	68332520	68332935	+	266	NA	intron (PRMT7, intron 5 of 17)	NA	21753	PRMT7								
SKNO1_1_230_R1_peak_14513	chr19	16328212	16328833	+	266	NA	TTS (KLF2)	NA	3682	KLF2								
SKNO1_1_230_R1_peak_30101	chrX	48696495	48697333	+	266	NA	intron (SUV39H1, intron 1 of 5)	NA	181	SUV39H1								
SKNO1_1_230_R1_peak_10561	chr16	11354759	11355174	+	266	NA	Intergenic	NA	-5646	LOC101927071								
SKNO1_1_230_R1_peak_675	chr1	30754737	30755175	+	266	NA	intron (LAPTM5, intron 1 of 7)	NA	2880	LAPTM5								
SKNO1_1_230_R1_peak_23178	chr5	53730954	53731344	+	266	NA	Intergenic	NA	170514	NDUFS4								
SKNO1_1_230_R1_peak_4066	chr10	100912426	100913000	+	266	NA	promoter-TSS (FAM178A)	NA	-239	FAM178A								
SKNO1_1_230_R1_peak_26073	chr7	2471436	2471851	+	266	NA	Intergenic	NA	33880	LOC101927181								
SKNO1_1_230_R1_peak_12133	chr17	43018935	43019361	+	266	NA	intron (VAT1, intron 1 of 5)	NA	3294	VAT1								
SKNO1_1_230_R1_peak_28571	chr9	19380188	19380561	+	266	NA	promoter-TSS (RPS6)	NA	-137	RPS6								
SKNO1_1_230_R1_peak_19316	chr22	29310953	29311707	+	266	NA	intron (GAS2L1, intron 5 of 5)	NA	4335	GAS2L1								
SKNO1_1_230_R1_peak_30232	chrX	78103857	78104316	+	266	NA	promoter-TSS (PGK1)	NA	-83	PGK1								
SKNO1_1_230_R1_peak_654	chr1	28648051	28649140	+	266	NA	promoter-TSS (RNU11)	NA	-5	RNU11								
SKNO1_1_230_R1_peak_6584	chr12	51217068	51218309	+	266	NA	promoter-TSS (POU6F1)	NA	-19521	POU6F1								
SKNO1_1_230_R1_peak_1210	chr1	66335862	66336385	+	266	NA	intron (PDE4B, intron 8 of 16)	NA	5395	PDE4B								
SKNO1_1_230_R1_peak_21242	chr3	151278258	151278805	+	266	NA	promoter-TSS (P2RY14)	NA	677	P2RY14								
SKNO1_1_230_R1_peak_22845	chr4	173264563	173264971	+	266	NA	intron (GALNT7, intron 2 of 11)	NA	-3393	MIR548T								
SKNO1_1_230_R1_peak_25919	chr6	158409388	158409858	+	266	NA	intron (TULP4, intron 2 of 14)	NA	96963	TULP4								
SKNO1_1_230_R1_peak_2352	chr1	199202319	199202763	+	266	NA	intron (FLJ43585, intron 3 of 3)	NA	53943	FLJ43585								
SKNO1_1_230_R1_peak_20743	chr3	72375566	72376030	+	266	NA	exon (RYBP, exon 4 of 4)	NA	70825	RYBP								
SKNO1_1_230_R1_peak_12013	chr17	39637042	39637533	+	265	NA	TTS (PPP1R1B)	NA	146	STARD3								
SKNO1_1_230_R1_peak_26185	chr7	6577253	6577680	+	265	NA	promoter-TSS (ZDHHC4)	NA	32	ZDHHC4								
SKNO1_1_230_R1_peak_16106	chr2	61470593	61471570	+	265	NA	promoter-TSS (USP34)	NA	-367	USP34								
SKNO1_1_230_R1_peak_24052	chr5	151080613	151081502	+	265	NA	promoter-TSS (TNIP1)	NA	-60	TNIP1								
SKNO1_1_230_R1_peak_12572	chr17	64776802	64777547	+	265	NA	TTS (LOC146880)	NA	-3585	MIR6080								
SKNO1_1_230_R1_peak_22571	chr4	88378879	88379410	+	265	NA	intron (HERC6, intron 1 of 21)	NA	405	HERC6								
