PeakID (cmd=annotatePeaks.pl SKNO1_1_233_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SKNO1_1_233_R1_peak_15466	chr9	94554432	94554910	+	242	NA	promoter-TSS (RP11-342C23.4)	NA	-398	RP11-342C23.4								
SKNO1_1_233_R1_peak_15492	chr9	97982958	97983426	+	242	NA	promoter-TSS (ANP32B)	NA	-15	ANP32B								
SKNO1_1_233_R1_peak_6445	chr17	45228968	45229551	+	242	NA	intron (FMNL1, intron 1 of 24)	NA	7353	FMNL1								
SKNO1_1_233_R1_peak_12748	chr5	150209101	150209548	+	242	NA	intron (SLC6A7, intron 13 of 13)	NA	19367	SLC6A7								
SKNO1_1_233_R1_peak_6866	chr17	78725775	78726061	+	242	NA	intron (CYTH1, intron 1 of 12)	NA	10984	CYTH1								
SKNO1_1_233_R1_peak_14746	chr8	61731500	61731931	+	242	NA	Intergenic	NA	16883	MIR4470								
SKNO1_1_233_R1_peak_5212	chr15	58521444	58521859	+	242	NA	intron (LOC101928668, intron 1 of 1)	NA	340	LOC101928668								
SKNO1_1_233_R1_peak_10280	chr22	26503083	26503441	+	242	NA	intron (TFIP11, intron 8 of 15)	NA	9209	TFIP11								
SKNO1_1_233_R1_peak_10557	chr22	50185598	50186005	+	241	NA	promoter-TSS (TRABD)	NA	-114	TRABD								
SKNO1_1_233_R1_peak_9264	chr2	201118246	201118857	+	241	NA	promoter-TSS (CFLAR)	NA	80	LOC102724614								
SKNO1_1_233_R1_peak_1771	chr10	14953827	14954418	+	241	NA	promoter-TSS (DCLRE1C)	NA	310	DCLRE1C								
SKNO1_1_233_R1_peak_3964	chr12	122081824	122082265	+	241	NA	intron (MLXIP, intron 1 of 17)	NA	3281	MLXIP								
SKNO1_1_233_R1_peak_6466	chr17	47693647	47694636	+	241	NA	promoter-TSS (TBKBP1)	NA	62	TBKBP1								
SKNO1_1_233_R1_peak_3053	chr11	114439175	114439728	+	241	NA	promoter-TSS (REXO2)	NA	65	REXO2								
SKNO1_1_233_R1_peak_11802	chr4	51844209	51844980	+	241	NA	intron (DCUN1D4, intron 1 of 9)	NA	1010	DCUN1D4								
SKNO1_1_233_R1_peak_8829	chr2	98757974	98758631	+	241	NA	Intergenic	NA	13934	LOC101927070								
SKNO1_1_233_R1_peak_6917	chr17	80938492	80938933	+	241	NA	intron (RPTOR, intron 20 of 29)	NA	32501	FLJ46026								
SKNO1_1_233_R1_peak_626	chr1	58898944	58899339	+	241	NA	exon (LINC01135, exon 3 of 3)	NA	84722	LOC101926907								
SKNO1_1_233_R1_peak_11401	chr3	183555496	183555875	+	240	NA	promoter-TSS (KLHL6)	NA	26	KLHL6								
SKNO1_1_233_R1_peak_13651	chr6	134117357	134117751	+	240	NA	exon (HMGA1P7, exon 1 of 2)	NA	126	HMGA1P7								
SKNO1_1_233_R1_peak_6393	chr17	43251522	43251887	+	240	NA	Intergenic	NA	-17727	RNU2-1								
SKNO1_1_233_R1_peak_1676	chr1	248825750	248826568	+	240	NA	promoter-TSS (MIR3124)	NA	-204	SH3BP5L								
SKNO1_1_233_R1_peak_4923	chr14	95534415	95534967	+	239	NA	promoter-TSS (GLRX5)	NA	181	SNHG10								
SKNO1_1_233_R1_peak_12764	chr5	151252545	151253226	+	239	NA	promoter-TSS (GM2A)	NA	-167	GM2A								
SKNO1_1_233_R1_peak_6451	chr17	45432763	45433086	+	239	NA	promoter-TSS (ARHGAP27)	NA	67	ARHGAP27								
SKNO1_1_233_R1_peak_4424	chr13	102779375	102780026	+	238	NA	Intergenic	NA	-5879	TEX30								
SKNO1_1_233_R1_peak_8951	chr2	121889933	121890399	+	238	NA	Intergenic	NA	110866	LOC101927801								
SKNO1_1_233_R1_peak_5062	chr15	39427155	39427516	+	238	NA	Intergenic	NA	43301	LOC102724283								
SKNO1_1_233_R1_peak_715	chr1	86914348	86914902	+	238	NA	promoter-TSS (SEP15)	NA	-27	HS2ST1								
SKNO1_1_233_R1_peak_1907	chr10	45404008	45404487	+	238	NA	intron (ALOX5, intron 3 of 13)	NA	30071	ALOX5								
SKNO1_1_233_R1_peak_4546	chr14	24313154	24313550	+	238	NA	exon (LTB4R, exon 1 of 2)	NA	245	LTB4R								
SKNO1_1_233_R1_peak_8058	chr19	45792595	45793171	+	238	NA	promoter-TSS (DMWD)	NA	-81	DMWD								
SKNO1_1_233_R1_peak_3490	chr12	48765902	48766256	+	238	NA	TTS (ADCY6)	NA	5920	MIR4701								
SKNO1_1_233_R1_peak_591	chr1	52726158	52726761	+	238	NA	promoter-TSS (ZYG11B)	NA	0	ZYG11B								
SKNO1_1_233_R1_peak_14667	chr8	41544740	41545149	+	238	NA	exon (GINS4, exon 8 of 8)	NA	15738	GINS4								
SKNO1_1_233_R1_peak_2218	chr10	101453703	101454048	+	238	NA	intron (BTRC, intron 2 of 13)	NA	-75917	LOC102724260								
SKNO1_1_233_R1_peak_3995	chr12	123712042	123712489	+	238	NA	promoter-TSS (ATP6V0A2)	NA	-138	ATP6V0A2								
SKNO1_1_233_R1_peak_10466	chr22	41446708	41447119	+	237	NA	exon (TOB2, exon 1 of 2)	NA	-1627	TOB2								
SKNO1_1_233_R1_peak_15715	chr9	129885706	129886121	+	237	NA	Intergenic	NA	16263	MIR6855								
SKNO1_1_233_R1_peak_10394	chr22	37677004	37677618	+	237	NA	intron (LGALS1, intron 2 of 3)	NA	1705	LGALS1								
SKNO1_1_233_R1_peak_11374	chr3	179147567	179148627	+	237	NA	promoter-TSS (PIK3CA)	NA	-17	PIK3CA								
SKNO1_1_233_R1_peak_722	chr1	89259493	89259923	+	237	NA	exon (GBP5, exon 12 of 12)	NA	13153	GBP5								
SKNO1_1_233_R1_peak_4848	chr14	81423401	81423897	+	237	NA	intron (STON2, intron 1 of 5)	NA	26508	RP11-299L17.3								
SKNO1_1_233_R1_peak_1317	chr1	201019441	201019843	+	237	NA	intron (KIF21B, intron 1 of 33)	NA	4058	KIF21B								
SKNO1_1_233_R1_peak_4026	chr12	131229856	131230391	+	237	NA	Intergenic	NA	65112	RP11-638F5.1								
SKNO1_1_233_R1_peak_5389	chr15	75349869	75350278	+	237	NA	intron (NEIL1, intron 2 of 8)	NA	3037	NEIL1								
SKNO1_1_233_R1_peak_13441	chr6	53358952	53359786	+	237	NA	Intergenic	NA	-21752	ELOVL5								
SKNO1_1_233_R1_peak_948	chr1	150321312	150321682	+	237	NA	promoter-TSS (PRPF3)	NA	18	PRPF3								
SKNO1_1_233_R1_peak_234	chr1	21904807	21905426	+	237	NA	intron (HSPG2, intron 1 of 97)	NA	15797	LOC102723558								
SKNO1_1_233_R1_peak_11812	chr4	53365908	53366487	+	237	NA	promoter-TSS (SCFD2)	NA	-122	SCFD2								
SKNO1_1_233_R1_peak_10481	chr22	42397342	42397680	+	237	NA	intron (NFAM1, intron 4 of 5)	NA	-28265	LOC102723775								
SKNO1_1_233_R1_peak_5482	chr15	89087873	89088498	+	236	NA	promoter-TSS (ABHD2)	NA	35	ABHD2								
SKNO1_1_233_R1_peak_1621	chr1	243255797	243256245	+	236	NA	promoter-TSS (CEP170)	NA	-39	CEP170								
SKNO1_1_233_R1_peak_4877	chr14	90396675	90397148	+	236	NA	promoter-TSS (CALM1)	NA	-72	CALM1								
SKNO1_1_233_R1_peak_4821	chr14	76961776	76962157	+	236	NA	Intergenic	NA	66733	IRF2BPL								
SKNO1_1_233_R1_peak_8126	chr19	48468712	48469532	+	236	NA	promoter-TSS (CYTH2)	NA	-86	CYTH2								
SKNO1_1_233_R1_peak_7532	chr19	10759470	10760017	+	236	NA	exon (DNM2, exon 2 of 20)	NA	-20520	MIR4748								
SKNO1_1_233_R1_peak_6677	chr17	65228810	65229360	+	236	NA	Intergenic	NA	91747	RGS9								
SKNO1_1_233_R1_peak_2556	chr11	47359569	47359959	+	236	NA	intron (SPI1, intron 3 of 4)	NA	-7062	MYBPC3								
SKNO1_1_233_R1_peak_16005	chrX	65697883	65698248	+	235	NA	intron (MSN, intron 1 of 12)	NA	30421	MSN								
SKNO1_1_233_R1_peak_8800	chr2	96265887	96266315	+	235	NA	promoter-TSS (TMEM127)	NA	-45	CIAO1								
SKNO1_1_233_R1_peak_2479	chr11	34105233	34105763	+	235	NA	promoter-TSS (NAT10)	NA	-66	NAT10								
SKNO1_1_233_R1_peak_13961	chr7	17234398	17234812	+	235	NA	Intergenic	NA	-64047	AHR								
SKNO1_1_233_R1_peak_1750	chr10	12068459	12069155	+	235	NA	promoter-TSS (DHTKD1)	NA	-110	DHTKD1								
SKNO1_1_233_R1_peak_7968	chr19	41784570	41785117	+	235	NA	Intergenic	NA	-11747	CEACAM3								
SKNO1_1_233_R1_peak_12454	chr5	88141321	88141708	+	235	NA	Intergenic	NA	84312	TMEM161B								
SKNO1_1_233_R1_peak_7631	chr19	14090528	14091364	+	235	NA	promoter-TSS (SAMD1)	NA	-526	SAMD1								
SKNO1_1_233_R1_peak_7124	chr18	32040878	32041301	+	235	NA	intron (RNF125, intron 2 of 5)	NA	22607	RNF125								
SKNO1_1_233_R1_peak_6926	chr17	81285556	81285936	+	234	NA	intron (SLC38A10, intron 2 of 15)	NA	9593	SLC38A10								
SKNO1_1_233_R1_peak_11544	chr3	196181782	196182226	+	234	NA	Intergenic	NA	-27981	LOC102723473								
SKNO1_1_233_R1_peak_11494	chr3	194134371	194135327	+	234	NA	Intergenic	NA	-1293	HES1								
SKNO1_1_233_R1_peak_11810	chr4	53233100	53233502	+	234	NA	intron (SCFD2, intron 4 of 8)	NA	132774	SCFD2								
SKNO1_1_233_R1_peak_4598	chr14	45134136	45134701	+	234	NA	exon (FKBP3, exon 1 of 7)	NA	111	FKBP3								
SKNO1_1_233_R1_peak_7375	chr19	4471644	4472375	+	234	NA	promoter-TSS (HDGFRP2)	NA	-249	HDGFRP2								
SKNO1_1_233_R1_peak_13769	chr6	146595964	146596365	+	234	NA	exon (RP11-715G15.1, exon 3 of 3)	NA	2767	RP11-715G15.1								
SKNO1_1_233_R1_peak_2274	chr10	110156909	110157324	+	234	NA	Intergenic	NA	-53115	MXI1								
SKNO1_1_233_R1_peak_1670	chr1	247548086	247548539	+	234	NA	promoter-TSS (GCSAML)	NA	-14473	OR2C3								
SKNO1_1_233_R1_peak_13633	chr6	130513797	130514203	+	233	NA	Intergenic	NA	147621	TMEM200A								
SKNO1_1_233_R1_peak_12753	chr5	150477351	150477744	+	233	NA	intron (LOC102546298, intron 2 of 2)	NA	8445	LOC102546298								
SKNO1_1_233_R1_peak_14671	chr8	42152587	42153551	+	233	NA	exon (AP3M2, exon 1 of 9)	NA	123	AP3M2								
SKNO1_1_233_R1_peak_3037	chr11	112969330	112969755	+	233	NA	intron (NCAM1, intron 1 of 20)	NA	-6082	RP11-629G13.1								
SKNO1_1_233_R1_peak_11473	chr3	189132287	189132740	+	233	NA	exon (TPRG1, exon 5 of 12)	NA	12266	TPRG1								
SKNO1_1_233_R1_peak_7214	chr18	58887617	58887975	+	233	NA	intron (ZNF532, intron 1 of 3)	NA	22326	ZNF532								
SKNO1_1_233_R1_peak_6988	chr17	82450629	82451200	+	233	NA	promoter-TSS (C17orf62)	NA	-83	C17orf62								
SKNO1_1_233_R1_peak_13035	chr6	14910663	14911031	+	233	NA	Intergenic	NA	249394	LOC102724463								
SKNO1_1_233_R1_peak_8468	chr2	28359258	28359632	+	233	NA	Intergenic	NA	-33467	FOSL2								
SKNO1_1_233_R1_peak_5768	chr16	46658827	46659369	+	233	NA	TTS (VPS35)	NA	30134	VPS35								
SKNO1_1_233_R1_peak_3506	chr12	49234420	49234776	+	233	NA	intron (LOC102723916, intron 2 of 2)	NA	25675	LOC102723916								
SKNO1_1_233_R1_peak_9172	chr2	181787673	181788029	+	233	NA	Intergenic	NA	-103957	SSFA2								
SKNO1_1_233_R1_peak_9812	chr20	46363970	46364632	+	233	NA	intron (SLC35C2, intron 1 of 10)	NA	157	SLC35C2								
SKNO1_1_233_R1_peak_1746	chr10	11710771	11711193	+	233	NA	Intergenic	NA	-31375	ECHDC3								
SKNO1_1_233_R1_peak_12244	chr5	36241738	36242493	+	233	NA	promoter-TSS (NADK2)	NA	-724	NADK2								
SKNO1_1_233_R1_peak_8844	chr2	101308670	101309153	+	233	NA	promoter-TSS (MIR5696)	NA	-195	RNF149								
SKNO1_1_233_R1_peak_3600	chr12	56041656	56042172	+	233	NA	promoter-TSS (RPS26)	NA	12	RPS26								
SKNO1_1_233_R1_peak_42	chr1	1909028	1909395	+	232	NA	Intergenic	NA	-5616	CALML6								
SKNO1_1_233_R1_peak_13291	chr6	35297598	35297953	+	232	NA	promoter-TSS (DEF6)	NA	-43	DEF6								
SKNO1_1_233_R1_peak_8245	chr19	54378226	54378546	+	232	NA	Intergenic	NA	-13272	LAIR1								
SKNO1_1_233_R1_peak_14091	chr7	44123372	44123980	+	232	NA	promoter-TSS (POLD2)	NA	-211	POLD2								
SKNO1_1_233_R1_peak_8405	chr2	16438644	16439365	+	232	NA	Intergenic	NA	47793	LOC101928129								
SKNO1_1_233_R1_peak_7252	chr18	74496006	74496541	+	232	NA	promoter-TSS (CNDP2)	NA	8	CNDP2								
SKNO1_1_233_R1_peak_15546	chr9	112174579	112174965	+	232	NA	intron (SUSD1, intron 1 of 16)	NA	525	SUSD1								
SKNO1_1_233_R1_peak_7455	chr19	8072929	8073322	+	232	NA	exon (FBN3, exon 61 of 63)	NA	20363	CCL25								
SKNO1_1_233_R1_peak_1574	chr1	233327243	233327795	+	232	NA	promoter-TSS (KIAA1804)	NA	-249	KIAA1804								
SKNO1_1_233_R1_peak_5269	chr15	65818809	65819323	+	232	NA	Intergenic	NA	50067	TRNAQ24								
SKNO1_1_233_R1_peak_1537	chr1	228165497	228166241	+	232	NA	promoter-TSS (IBA57-AS1)	NA	55	IBA57								
SKNO1_1_233_R1_peak_15194	chr9	2843906	2844425	+	232	NA	promoter-TSS (KIAA0020)	NA	-35	KIAA0020								
SKNO1_1_233_R1_peak_4251	chr13	45329687	45330133	+	232	NA	Intergenic	NA	7699	SNORA31								
SKNO1_1_233_R1_peak_12980	chr6	6942933	6943440	+	232	NA	Intergenic	NA	-164411	RREB1								
SKNO1_1_233_R1_peak_1633	chr1	244665836	244666221	+	232	NA	intron (DESI2, intron 1 of 3)	NA	12978	DESI2								
SKNO1_1_233_R1_peak_14237	chr7	91264196	91264811	+	232	NA	promoter-TSS (FZD1)	NA	35	FZD1								
SKNO1_1_233_R1_peak_12918	chr5	180135070	180135517	+	232	NA	intron (RASGEF1C, intron 3 of 12)	NA	3056	RASGEF1C								
SKNO1_1_233_R1_peak_9757	chr20	38446529	38446957	+	232	NA	promoter-TSS (SNHG11)	NA	89	SNHG11								
SKNO1_1_233_R1_peak_14646	chr8	37873741	37874118	+	232	NA	intron (RAB11FIP1, intron 3 of 5)	NA	-24016	BRF2								
SKNO1_1_233_R1_peak_2848	chr11	68751341	68751751	+	231	NA	promoter-TSS (MTL5)	NA	-850	MTL5								
SKNO1_1_233_R1_peak_1279	chr1	192158180	192158596	+	231	NA	promoter-TSS (RGS18)	NA	-74	RGS18								
SKNO1_1_233_R1_peak_11807	chr4	52712197	52712856	+	231	NA	promoter-TSS (MIR4449)	NA	72	DANCR								
SKNO1_1_233_R1_peak_7878	chr19	36572985	36573494	+	231	NA	promoter-TSS (ZNF529)	NA	172	AC092295.7								
SKNO1_1_233_R1_peak_2887	chr11	72815724	72816086	+	231	NA	intron (ATG16L2, intron 1 of 17)	NA	1498	ATG16L2								
SKNO1_1_233_R1_peak_1940	chr10	58385015	58385538	+	231	NA	exon (TFAM, exon 1 of 8)	NA	133	TFAM								
SKNO1_1_233_R1_peak_6074	chr16	88799825	88800401	+	231	NA	Intergenic	NA	-3665	CDT1								
SKNO1_1_233_R1_peak_12025	chr4	86961494	86962126	+	231	NA	intron (AFF1, intron 2 of 18)	NA	-26960	LOC100506746								
SKNO1_1_233_R1_peak_12115	chr4	140150770	140151222	+	231	NA	intron (MAML3, intron 1 of 4)	NA	3083	MAML3								
SKNO1_1_233_R1_peak_8098	chr19	47256349	47257413	+	231	NA	promoter-TSS (CCDC9)	NA	-614	CCDC9								
SKNO1_1_233_R1_peak_531	chr1	44721192	44721991	+	231	NA	TTS (RNU5F-1)	NA	310	RNU5F-1								
SKNO1_1_233_R1_peak_7307	chr19	1205352	1205895	+	231	NA	promoter-TSS (STK11)	NA	-666	STK11								
SKNO1_1_233_R1_peak_6182	chr17	7573546	7573933	+	231	NA	promoter-TSS (SNORA48)	NA	-974	SNORA48								
SKNO1_1_233_R1_peak_369	chr1	28884907	28885358	+	231	NA	Intergenic	NA	-29442	EPB41								
SKNO1_1_233_R1_peak_7426	chr19	6772270	6772901	+	231	NA	promoter-TSS (VAV1)	NA	-83	VAV1								
SKNO1_1_233_R1_peak_4276	chr13	48505378	48506140	+	231	NA	intron (RCBTB2, intron 5 of 9)	NA	27497	RCBTB2								
SKNO1_1_233_R1_peak_1751	chr10	12112814	12113150	+	231	NA	exon (DHTKD1, exon 13 of 17)	NA	-16659	SEC61A2								
SKNO1_1_233_R1_peak_7911	chr19	39335802	39336276	+	231	NA	promoter-TSS (GMFG)	NA	33	GMFG								
SKNO1_1_233_R1_peak_13593	chr6	116571083	116571546	+	231	NA	promoter-TSS (RWDD1)	NA	-53	RWDD1								
SKNO1_1_233_R1_peak_9641	chr20	23361597	23362469	+	231	NA	promoter-TSS (GZF1)	NA	-99	GZF1								
SKNO1_1_233_R1_peak_7626	chr19	13986304	13986832	+	231	NA	intron (RFX1, intron 1 of 19)	NA	11572	RFX1								
SKNO1_1_233_R1_peak_12909	chr5	179803471	179804307	+	231	NA	intron (MGAT4B, intron 1 of 14)	NA	-1014	MGAT4B								
SKNO1_1_233_R1_peak_12117	chr4	140154041	140154470	+	231	NA	promoter-TSS (MAML3)	NA	-176	MAML3								
SKNO1_1_233_R1_peak_2733	chr11	65418749	65419343	+	231	NA	Intergenic	NA	-3752	NEAT1								
SKNO1_1_233_R1_peak_3753	chr12	93441731	93442243	+	231	NA	exon (UBE2N, exon 1 of 4)	NA	263	UBE2N								
SKNO1_1_233_R1_peak_5735	chr16	29863062	29863698	+	231	NA	promoter-TSS (CDIPT)	NA	-92	CDIPT								
SKNO1_1_233_R1_peak_15938	chrX	41084213	41085297	+	231	NA	promoter-TSS (USP9X)	NA	-880	USP9X								
SKNO1_1_233_R1_peak_785	chr1	98871525	98871904	+	231	NA	Intergenic	NA	-132562	RP5-896L10.1								
SKNO1_1_233_R1_peak_5411	chr15	77420492	77420913	+	230	NA	promoter-TSS (PEAK1)	NA	-199	HMG20A								
SKNO1_1_233_R1_peak_2063	chr10	75210183	75210866	+	230	NA	promoter-TSS (VDAC2)	NA	370	VDAC2								
SKNO1_1_233_R1_peak_9635	chr20	22984613	22984961	+	230	NA	Intergenic	NA	45998	RP4-753D10.5								
SKNO1_1_233_R1_peak_10103	chr21	39348838	39349578	+	230	NA	promoter-TSS (HMGN1)	NA	-87	HMGN1								
SKNO1_1_233_R1_peak_1015	chr1	154997329	154997678	+	230	NA	Intergenic	NA	3917	LENEP								
SKNO1_1_233_R1_peak_7953	chr19	41263663	41264622	+	230	NA	promoter-TSS (HNRNPUL1)	NA	-916	HNRNPUL1								
SKNO1_1_233_R1_peak_4648	chr14	52729782	52730318	+	230	NA	promoter-TSS (STYX)	NA	-16460	STYX								
SKNO1_1_233_R1_peak_2145	chr10	92690258	92691229	+	230	NA	intron (HHEX, intron 1 of 3)	NA	819	HHEX								
SKNO1_1_233_R1_peak_14690	chr8	47960545	47961017	+	230	NA	promoter-TSS (PRKDC)	NA	525	MCM4								
SKNO1_1_233_R1_peak_3190	chr11	130314200	130315012	+	230	NA	exon (ZBTB44, exon 1 of 7)	NA	159	ZBTB44								
SKNO1_1_233_R1_peak_11376	chr3	179322676	179323177	+	230	NA	promoter-TSS (ZNF639)	NA	-837	ZNF639								
SKNO1_1_233_R1_peak_8336	chr2	1366320	1366973	+	230	NA	intron (SNTG2, intron 11 of 11)	NA	-37398	LOC101927426								
SKNO1_1_233_R1_peak_5502	chr15	90387982	90388431	+	229	NA	promoter-TSS (IQGAP1)	NA	-66	IQGAP1								
SKNO1_1_233_R1_peak_15385	chr9	79571361	79571982	+	229	NA	promoter-TSS (TLE4)	NA	-929	TLE4								
SKNO1_1_233_R1_peak_6802	chr17	76353901	76354488	+	229	NA	promoter-TSS (PRPSAP1)	NA	-45	PRPSAP1								
SKNO1_1_233_R1_peak_1145	chr1	166875875	166876615	+	229	NA	exon (TADA1, exon 1 of 8)	NA	172	TADA1								
SKNO1_1_233_R1_peak_7893	chr19	38402926	38403385	+	229	NA	promoter-TSS (FAM98C)	NA	20	FAM98C								
SKNO1_1_233_R1_peak_12358	chr5	65925492	65926059	+	229	NA	promoter-TSS (ERBB2IP)	NA	-824	ERBB2IP								
SKNO1_1_233_R1_peak_14618	chr8	30156134	30156550	+	229	NA	promoter-TSS (DCTN6)	NA	45	DCTN6								
SKNO1_1_233_R1_peak_13671	chr6	135568391	135568724	+	229	NA	intron (LINC00271, intron 1 of 3)	NA	70756	LINC00271								
SKNO1_1_233_R1_peak_829	chr1	109041983	109042442	+	229	NA	promoter-TSS (WDR47)	NA	-60	WDR47								
SKNO1_1_233_R1_peak_11710	chr4	15756231	15756728	+	229	NA	Intergenic	NA	-21819	CD38								
SKNO1_1_233_R1_peak_11470	chr3	188972255	188972725	+	229	NA	Intergenic	NA	100765	LOC102724756								
SKNO1_1_233_R1_peak_12346	chr5	61408575	61409011	+	228	NA	intron (ZSWIM6, intron 1 of 13)	NA	-112582	ZSWIM6								
SKNO1_1_233_R1_peak_11306	chr3	160973049	160973426	+	228	NA	intron (PPM1L, intron 2 of 3)	NA	132066	B3GALNT1								
SKNO1_1_233_R1_peak_12276	chr5	41903952	41904530	+	228	NA	promoter-TSS (C5orf51)	NA	-82	C5orf51								
SKNO1_1_233_R1_peak_6704	chr17	68249392	68249819	+	228	NA	intron (AMZ2, intron 1 of 6)	NA	41659	SLC16A6								
SKNO1_1_233_R1_peak_2264	chr10	104121185	104122150	+	228	NA	promoter-TSS (SFR1)	NA	-1099	SFR1								
SKNO1_1_233_R1_peak_1576	chr1	234373301	234373752	+	228	NA	promoter-TSS (COA6)	NA	58	COA6								
SKNO1_1_233_R1_peak_13534	chr6	99520917	99521271	+	228	NA	promoter-TSS (TSTD3)	NA	-454	TSTD3								
SKNO1_1_233_R1_peak_15894	chrX	11111078	11111514	+	228	NA	promoter-TSS (MID1-2)	NA	10	HCCS								
SKNO1_1_233_R1_peak_6653	chr17	64448829	64449331	+	228	NA	promoter-TSS (MILR1)	NA	-35	MILR1								
SKNO1_1_233_R1_peak_13943	chr7	12222900	12223326	+	228	NA	intron (TMEM106B, intron 3 of 7)	NA	11910	TMEM106B								
SKNO1_1_233_R1_peak_9316	chr2	210171129	210171656	+	228	NA	promoter-TSS (KANSL1L)	NA	-672	KANSL1L								
SKNO1_1_233_R1_peak_8754	chr2	75710592	75711041	+	228	NA	promoter-TSS (GCFC2)	NA	540	GCFC2								
SKNO1_1_233_R1_peak_10048	chr21	33948589	33949045	+	228	NA	promoter-TSS (LOC400863)	NA	-109	LOC400863								
SKNO1_1_233_R1_peak_11897	chr4	68864234	68864907	+	228	NA	Intergenic	NA	48575	UGT2B10								
SKNO1_1_233_R1_peak_14228	chr7	87599303	87599656	+	228	NA	intron (ABCB1, intron 3 of 28)	NA	-28934	RUNDC3B								
SKNO1_1_233_R1_peak_13737	chr6	142944289	142944956	+	228	NA	intron (HIVEP2, intron 1 of 9)	NA	579	HIVEP2								
SKNO1_1_233_R1_peak_5251	chr15	64695529	64695921	+	228	NA	intron (OAZ2, intron 1 of 4)	NA	7538	OAZ2								
SKNO1_1_233_R1_peak_2836	chr11	68141952	68142311	+	227	NA	Intergenic	NA	-58373	CHKA								
SKNO1_1_233_R1_peak_13431	chr6	52576948	52577625	+	227	NA	promoter-TSS (TRAM2-AS1)	NA	-12	TRAM2-AS1								
SKNO1_1_233_R1_peak_13088	chr6	25278936	25279528	+	227	NA	promoter-TSS (LRRC16A)	NA	-196	LRRC16A								
SKNO1_1_233_R1_peak_14124	chr7	55365639	55366376	+	227	NA	exon (LANCL2, exon 1 of 9)	NA	559	LANCL2								
SKNO1_1_233_R1_peak_12477	chr5	93579135	93579879	+	227	NA	intron (NR2F1-AS1, intron 1 of 6)	NA	1813	NR2F1-AS1								
SKNO1_1_233_R1_peak_11853	chr4	56216050	56216391	+	227	NA	intron (KIAA1211, intron 2 of 10)	NA	30201	LOC101928760								
SKNO1_1_233_R1_peak_9765	chr20	41008292	41008759	+	227	NA	Intergenic	NA	-20297	TOP1								
SKNO1_1_233_R1_peak_4132	chr13	28100463	28100954	+	227	NA	promoter-TSS (FLT3)	NA	-116	FLT3								
SKNO1_1_233_R1_peak_6588	chr17	59331409	59331798	+	226	NA	promoter-TSS (YPEL2)	NA	-89	YPEL2								
SKNO1_1_233_R1_peak_12502	chr5	102296354	102296815	+	226	NA	promoter-TSS (SLCO4C1)	NA	-35	SLCO4C1								
SKNO1_1_233_R1_peak_4375	chr13	80340973	80341467	+	226	NA	promoter-TSS (SPRY2)	NA	-269	SPRY2								
SKNO1_1_233_R1_peak_1043	chr1	155745370	155745741	+	226	NA	promoter-TSS (MSTO2P)	NA	-213	MSTO2P								
SKNO1_1_233_R1_peak_12965	chr6	5142953	5143299	+	226	NA	intron (LYRM4, intron 2 of 3)	NA	5182	MIR3691								
SKNO1_1_233_R1_peak_4912	chr14	93074113	93074864	+	226	NA	intron (ITPK1, intron 3 of 10)	NA	7036	ITPK1-AS1								
SKNO1_1_233_R1_peak_6577	chr17	58352056	58352375	+	225	NA	promoter-TSS (SUPT4H1)	NA	23	SUPT4H1								
SKNO1_1_233_R1_peak_8640	chr2	63840591	63841914	+	225	NA	promoter-TSS (UGP2)	NA	-637	UGP2								
SKNO1_1_233_R1_peak_11260	chr3	150408079	150408676	+	225	NA	promoter-TSS (TSC22D2)	NA	63	TSC22D2								
SKNO1_1_233_R1_peak_7650	chr19	14689594	14690318	+	225	NA	promoter-TSS (ZNF333)	NA	-84	ZNF333								
SKNO1_1_233_R1_peak_11283	chr3	155334886	155335249	+	225	NA	Intergenic	NA	-41367	RP11-451G4.2								
SKNO1_1_233_R1_peak_14081	chr7	41881568	41882144	+	225	NA	Intergenic	NA	-178748	INHBA								
SKNO1_1_233_R1_peak_12005	chr4	83618972	83619349	+	225	NA	Intergenic	NA	83053	AGPAT9								
SKNO1_1_233_R1_peak_14038	chr7	32891293	32891868	+	225	NA	promoter-TSS (KBTBD2)	NA	276	KBTBD2								
SKNO1_1_233_R1_peak_7815	chr19	33160391	33160834	+	225	NA	intron (WDR88, intron 7 of 7)	NA	-16445	TRNAT4								
SKNO1_1_233_R1_peak_10706	chr3	27094800	27095149	+	225	NA	intron (NEK10, intron 39 of 39)	NA	274439	NEK10								
SKNO1_1_233_R1_peak_5540	chr15	94174442	94174786	+	225	NA	Intergenic	NA	-56929	MCTP2								
SKNO1_1_233_R1_peak_5864	chr16	67191882	67192220	+	225	NA	promoter-TSS (E2F4)	NA	-114	E2F4								
SKNO1_1_233_R1_peak_7791	chr19	19385420	19385816	+	225	NA	promoter-TSS (GATAD2A)	NA	-43618	GATAD2A								
SKNO1_1_233_R1_peak_12637	chr5	135425644	135425970	+	225	NA	Intergenic	NA	21541	C5orf20								
