PeakID (cmd=annotatePeaks.pl SKNO1_1_232_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SKNO1_1_232_R1_peak_6216	chr2	229416052	229416538	+	298	NA	intron (DNER, intron 8 of 11)	NA	-144954	PID1								
SKNO1_1_232_R1_peak_3130	chr14	67359700	67360187	+	298	NA	promoter-TSS (ATP6V1D)	NA	60	ATP6V1D								
SKNO1_1_232_R1_peak_6835	chr22	30302427	30302979	+	298	NA	intron (TBC1D10A, intron 2 of 8)	NA	-13076	GATSL3								
SKNO1_1_232_R1_peak_3510	chr15	66617341	66617861	+	298	NA	Intergenic	NA	-51622	LCTL								
SKNO1_1_232_R1_peak_3822	chr16	23881725	23882290	+	298	NA	intron (PRKCB, intron 2 of 16)	NA	46028	PRKCB								
SKNO1_1_232_R1_peak_8255	chr5	53730914	53731348	+	298	NA	Intergenic	NA	170496	NDUFS4								
SKNO1_1_232_R1_peak_4937	chr19	4638935	4639617	+	297	NA	promoter-TSS (TNFAIP8L1)	NA	-239	TNFAIP8L1								
SKNO1_1_232_R1_peak_6824	chr22	29202795	29203224	+	297	NA	intron (LOC101929638, intron 2 of 2)	NA	2797	LOC101929638								
SKNO1_1_232_R1_peak_549	chr1	112840590	112840885	+	297	NA	intron (RP11-426L16.8, intron 2 of 6)	NA	9906	RP11-426L16.8								
SKNO1_1_232_R1_peak_9586	chr7	97117406	97117807	+	296	NA	exon (ACN9, exon 1 of 2)	NA	1013	ACN9								
SKNO1_1_232_R1_peak_4375	chr17	58281595	58282071	+	296	NA	promoter-TSS (MPO)	NA	-898	MPO								
SKNO1_1_232_R1_peak_3386	chr15	40333905	40334527	+	295	NA	exon (C15orf52, exon 11 of 11)	NA	6751	C15orf52								
SKNO1_1_232_R1_peak_4490	chr17	68491408	68491788	+	295	NA	Intergenic	NA	-18265	LOC102724296								
SKNO1_1_232_R1_peak_1233	chr10	28532416	28533469	+	295	NA	promoter-TSS (WAC)	NA	516	WAC								
SKNO1_1_232_R1_peak_983	chr1	228082711	228083267	+	295	NA	promoter-TSS (ARF1)	NA	329	ARF1								
SKNO1_1_232_R1_peak_7902	chr4	56181094	56181495	+	294	NA	intron (KIAA1211, intron 2 of 10)	NA	65127	LOC101928760								
SKNO1_1_232_R1_peak_8237	chr5	42994693	42995455	+	294	NA	Intergenic	NA	-1741	FLJ32255								
SKNO1_1_232_R1_peak_7453	chr3	146544299	146544909	+	294	NA	exon (PLSCR1, exon 1 of 8)	NA	201	PLSCR1								
SKNO1_1_232_R1_peak_8955	chr6	42010261	42010849	+	293	NA	intron (CCND3, intron 1 of 4)	NA	38339	CCND3								
SKNO1_1_232_R1_peak_5478	chr19	55258846	55259500	+	292	NA	promoter-TSS (PPP6R1)	NA	-503	PPP6R1								
SKNO1_1_232_R1_peak_7677	chr3	196287489	196288074	+	291	NA	promoter-TSS (PCYT1A)	NA	-68	PCYT1A								
SKNO1_1_232_R1_peak_2140	chr11	130060783	130061420	+	291	NA	Intergenic	NA	-8720	APLP2								
SKNO1_1_232_R1_peak_9139	chr6	131628159	131628499	+	291	NA	promoter-TSS (MED23)	NA	-94	MED23								
SKNO1_1_232_R1_peak_5226	chr19	35211465	35212315	+	291	NA	Intergenic	NA	16835	FAM187B								
SKNO1_1_232_R1_peak_963	chr1	224503239	224503964	+	291	NA	Intergenic	NA	-69302	WDR26								
SKNO1_1_232_R1_peak_10023	chr8	107305125	107305637	+	291	NA	intron (ANGPT1, intron 4 of 8)	NA	192645	ANGPT1								
SKNO1_1_232_R1_peak_3709	chr15	94584843	94585290	+	291	NA	Intergenic	NA	-270297	LOC440311								
SKNO1_1_232_R1_peak_5457	chr19	54387936	54388404	+	291	NA	Intergenic	NA	-17617	LAIR1								
SKNO1_1_232_R1_peak_835	chr1	198776701	198776991	+	291	NA	Intergenic	NA	82136	MIR181B1								
SKNO1_1_232_R1_peak_405	chr1	59570450	59570884	+	291	NA	intron (FGGY, intron 8 of 15)	NA	162629	MIR4711								
SKNO1_1_232_R1_peak_2626	chr12	111430814	111431202	+	291	NA	intron (SH2B3, intron 2 of 7)	NA	25091	SH2B3								
SKNO1_1_232_R1_peak_3699	chr15	92904132	92904723	+	291	NA	promoter-TSS (MIR3175)	NA	28	MIR3175								
SKNO1_1_232_R1_peak_10075	chr8	125403971	125404440	+	291	NA	Intergenic	NA	-28912	TRIB1								
SKNO1_1_232_R1_peak_5374	chr19	47244057	47244537	+	290	NA	Intergenic	NA	-11531	BBC3								
SKNO1_1_232_R1_peak_6229	chr2	230712463	230712879	+	290	NA	promoter-TSS (CAB39)	NA	-877	CAB39								
SKNO1_1_232_R1_peak_9131	chr6	129490473	129490864	+	290	NA	intron (LAMA2, intron 55 of 63)	NA	67669	LOC102723409								
SKNO1_1_232_R1_peak_10504	chr9	124202426	124202898	+	290	NA	Intergenic	NA	-83726	NEK6								
SKNO1_1_232_R1_peak_1445	chr10	93412770	93413703	+	290	NA	intron (MYOF, intron 5 of 53)	NA	69081	MYOF								
SKNO1_1_232_R1_peak_10681	chrM	1	1038	+	290	NA	promoter-TSS (RNR1)	NA	-58	TRNF								
SKNO1_1_232_R1_peak_3227	chr14	86071687	86072493	+	290	NA	intron (LOC101928767, intron 2 of 3)	NA	-10540	LOC102724380								
SKNO1_1_232_R1_peak_9818	chr8	26609451	26610151	+	290	NA	intron (DPYSL2, intron 3 of 13)	NA	31396	DPYSL2								
SKNO1_1_232_R1_peak_3371	chr15	34969629	34969941	+	290	NA	promoter-TSS (AQR)	NA	9	AQR								
SKNO1_1_232_R1_peak_6816	chr22	26503034	26503559	+	289	NA	intron (TFIP11, intron 7 of 14)	NA	9175	TFIP11								
SKNO1_1_232_R1_peak_3800	chr16	15998417	15998880	+	289	NA	intron (ABCC1, intron 1 of 29)	NA	48989	ABCC1								
SKNO1_1_232_R1_peak_3565	chr15	73697056	73697513	+	289	NA	intron (CD276, intron 1 of 9)	NA	13003	CD276								
SKNO1_1_232_R1_peak_7023	chr3	9779737	9780415	+	289	NA	exon (TADA3, exon 9 of 9)	NA	-10092	CAMK1								
SKNO1_1_232_R1_peak_8358	chr5	88268613	88269083	+	289	NA	promoter-TSS (TMEM161B-AS1)	NA	9	TMEM161B								
SKNO1_1_232_R1_peak_9515	chr7	67918093	67918573	+	289	NA	Intergenic	NA	-106158	LOC102723427								
SKNO1_1_232_R1_peak_6407	chr20	31523650	31523978	+	289	NA	intron (HM13, intron 1 of 12)	NA	9404	HM13								
SKNO1_1_232_R1_peak_6911	chr22	39532612	39533102	+	289	NA	promoter-TSS (RPS19BP1)	NA	-2	RPS19BP1								
SKNO1_1_232_R1_peak_8448	chr5	131251864	131252335	+	289	NA	Intergenic	NA	-11910	CDC42SE2								
SKNO1_1_232_R1_peak_10076	chr8	125429077	125430413	+	289	NA	promoter-TSS (TRIB1)	NA	-3372	TRIB1								
SKNO1_1_232_R1_peak_2325	chr12	31832563	31833477	+	289	NA	Intergenic	NA	-40779	H3F3C								
SKNO1_1_232_R1_peak_1032	chr1	234980780	234981319	+	289	NA	Intergenic	NA	88769	LOC731656								
SKNO1_1_232_R1_peak_9370	chr7	5898443	5898803	+	289	NA	promoter-TSS (CCZ1)	NA	-87	CCZ1								
SKNO1_1_232_R1_peak_1244	chr10	30456301	30456658	+	289	NA	intron (MAP3K8, intron 5 of 6)	NA	22458	MAP3K8								
SKNO1_1_232_R1_peak_7917	chr4	57110489	57111165	+	289	NA	promoter-TSS (IGFBP7)	NA	-442	IGFBP7								
SKNO1_1_232_R1_peak_5297	chr19	41576002	41576304	+	288	NA	promoter-TSS (CEACAM21)	NA	-30	CEACAM21								
SKNO1_1_232_R1_peak_9601	chr7	99558303	99558826	+	287	NA	promoter-TSS (ZNF655)	NA	-72	FAM200A								
SKNO1_1_232_R1_peak_1103	chr1	248825749	248826561	+	287	NA	promoter-TSS (SH3BP5L)	NA	-200	SH3BP5L								
SKNO1_1_232_R1_peak_4592	chr17	77465605	77466020	+	287	NA	promoter-TSS (SEPT9)	NA	21108	LOC100996273								
SKNO1_1_232_R1_peak_7487	chr3	157160013	157160652	+	286	NA	promoter-TSS (CCNL1)	NA	-128	CCNL1								
SKNO1_1_232_R1_peak_5856	chr2	98081858	98082205	+	286	NA	Intergenic	NA	-5159	VWA3B								
SKNO1_1_232_R1_peak_3432	chr15	50262587	50262911	+	286	NA	intron (HDC, intron 2 of 11)	NA	3216	HDC								
SKNO1_1_232_R1_peak_8915	chr6	36478056	36478377	+	286	NA	intron (KCTD20, intron 4 of 8)	NA	-35327	PXT1								
SKNO1_1_232_R1_peak_2097	chr11	123061863	123062799	+	286	NA	promoter-TSS (HSPA8)	NA	4	HSPA8								
SKNO1_1_232_R1_peak_1848	chr11	65961407	65962140	+	285	NA	promoter-TSS (SART1)	NA	84	SART1								
SKNO1_1_232_R1_peak_3720	chr15	98160225	98160633	+	285	NA	Intergenic	NA	-71219	LOC101927332								
SKNO1_1_232_R1_peak_9622	chr7	100798958	100799518	+	285	NA	Intergenic	NA	28283	EPHB4								
SKNO1_1_232_R1_peak_10439	chr9	101533645	101534113	+	284	NA	promoter-TSS (RNF20)	NA	30	RNF20								
SKNO1_1_232_R1_peak_5870	chr2	101308744	101309157	+	284	NA	promoter-TSS (RNF149)	NA	-234	RNF149								
SKNO1_1_232_R1_peak_8146	chr5	543868	544359	+	283	NA	Intergenic	NA	-8236	MIR4456								
SKNO1_1_232_R1_peak_10701	chrUn_KI270752v1	20391	20684	+	283	NA	intron (LOC102723822, intron 8 of 14)	NA	9157	LOC102723822								
SKNO1_1_232_R1_peak_3041	chr14	27826170	27826486	+	283	NA	Intergenic	NA	-153109	LOC728755								
SKNO1_1_232_R1_peak_9543	chr7	74217520	74218130	+	283	NA	intron (LAT2, intron 3 of 12)	NA	8068	LAT2								
SKNO1_1_232_R1_peak_2434	chr12	54984614	54984998	+	282	NA	promoter-TSS (TESPA1)	NA	-11074	TESPA1								
SKNO1_1_232_R1_peak_8041	chr4	88609361	88609744	+	282	NA	intron (HERC3, intron 3 of 24)	NA	17068	HERC3								
SKNO1_1_232_R1_peak_3922	chr16	66524841	66525198	+	282	NA	intron (TK2, intron 6 of 9)	NA	25272	TK2								
SKNO1_1_232_R1_peak_39	chr1	3597437	3597977	+	282	NA	intron (MEGF6, intron 2 of 36)	NA	-27285	TPRG1L								
SKNO1_1_232_R1_peak_2846	chr13	45319766	45320235	+	281	NA	Intergenic	NA	17609	SNORA31								
SKNO1_1_232_R1_peak_1922	chr11	73142017	73143258	+	281	NA	promoter-TSS (FCHSD2)	NA	-539	FCHSD2								
SKNO1_1_232_R1_peak_10485	chr9	121285633	121286200	+	281	NA	promoter-TSS (GSN)	NA	-386	GSN-AS1								
SKNO1_1_232_R1_peak_7204	chr3	50246166	50246561	+	281	NA	promoter-TSS (GNAI2)	NA	10206	GNAI2								
SKNO1_1_232_R1_peak_1183	chr10	15313869	15314260	+	281	NA	intron (FAM171A1, intron 1 of 7)	NA	-48716	LOC101928655								
SKNO1_1_232_R1_peak_1127	chr10	4130763	4131124	+	281	NA	Intergenic	NA	79220	RP11-433J20.1								
SKNO1_1_232_R1_peak_5033	chr19	10780290	10780654	+	280	NA	TTS (MIR4748)	NA	218	MIR4748								
SKNO1_1_232_R1_peak_4720	chr18	3281632	3282207	+	279	NA	Intergenic	NA	19306	MYL12B								
SKNO1_1_232_R1_peak_5114	chr19	15466996	15468099	+	279	NA	Intergenic	NA	-2976	RASAL3								
SKNO1_1_232_R1_peak_5141	chr19	17125745	17126076	+	279	NA	intron (MYO9B, intron 1 of 38)	NA	24267	MYO9B								
SKNO1_1_232_R1_peak_718	chr1	161069593	161070123	+	279	NA	exon (ARHGAP30, exon 1 of 12)	NA	110	ARHGAP30								
SKNO1_1_232_R1_peak_5312	chr19	43562736	43563096	+	279	NA	intron (XRCC1, intron 2 of 16)	NA	12662	XRCC1								
SKNO1_1_232_R1_peak_9592	chr7	99108785	99109380	+	279	NA	intron (SMURF1, intron 1 of 17)	NA	34932	SMURF1								
SKNO1_1_232_R1_peak_4763	chr18	23259971	23260715	+	279	NA	exon (CABLES1, exon 9 of 9)	NA	71716	CABLES1								
SKNO1_1_232_R1_peak_4499	chr17	74203470	74203951	+	279	NA	promoter-TSS (RPL38)	NA	54	RPL38								
SKNO1_1_232_R1_peak_4449	chr17	64792752	64793100	+	279	NA	intron (PLEKHM1P, intron 7 of 10)	NA	-10927	LOC146880								
SKNO1_1_232_R1_peak_4047	chr16	87779018	87779525	+	279	NA	promoter-TSS (LOC102724467)	NA	-123	LOC102724467								
SKNO1_1_232_R1_peak_9546	chr7	74272431	74272907	+	279	NA	Intergenic	NA	-16806	CLIP2								
SKNO1_1_232_R1_peak_10367	chr9	83622750	83623620	+	279	NA	promoter-TSS (IDNK)	NA	136	IDNK								
SKNO1_1_232_R1_peak_10648	chr9	136533172	136534142	+	278	NA	intron (NOTCH1, intron 2 of 33)	NA	12129	NOTCH1								
SKNO1_1_232_R1_peak_1659	chr11	33869791	33870188	+	278	NA	promoter-TSS (LMO2)	NA	-164	LMO2								
SKNO1_1_232_R1_peak_6551	chr20	53839398	53839992	+	278	NA	Intergenic	NA	36014	SUMO1P1								
SKNO1_1_232_R1_peak_10623	chr9	133340220	133340647	+	278	NA	TTS (MED22)	NA	-4223	SURF6								
SKNO1_1_232_R1_peak_6371	chr20	16729776	16730225	+	278	NA	promoter-TSS (SNRPB2)	NA	36	SNRPB2								
SKNO1_1_232_R1_peak_10479	chr9	120876194	120876812	+	278	NA	intron (PHF19, intron 1 of 14)	NA	18393	PHF19								
SKNO1_1_232_R1_peak_1279	chr10	43418021	43418441	+	278	NA	Intergenic	NA	-9347	HNRNPF								
SKNO1_1_232_R1_peak_1453	chr10	96586857	96587318	+	278	NA	promoter-TSS (TM9SF3)	NA	-35	TM9SF3								
SKNO1_1_232_R1_peak_8724	chr6	8435246	8435715	+	278	NA	promoter-TSS (RP11-314C16.1)	NA	87	SLC35B3								
SKNO1_1_232_R1_peak_6942	chr22	43263792	43264428	+	278	NA	intron (SCUBE1, intron 4 of 22)	NA	-11845	LOC101927447								
SKNO1_1_232_R1_peak_240	chr1	32066513	32066908	+	277	NA	Intergenic	NA	-6211	TMEM39B								
SKNO1_1_232_R1_peak_5615	chr2	26002061	26002423	+	277	NA	Intergenic	NA	-19668	KIF3C								
SKNO1_1_232_R1_peak_2255	chr12	11719717	11720167	+	276	NA	intron (ETV6, intron 1 of 7)	NA	32426	LOC101928186								
SKNO1_1_232_R1_peak_9342	chr7	2734880	2735309	+	276	NA	intron (GNA12, intron 2 of 3)	NA	28046	GNA12								
SKNO1_1_232_R1_peak_6559	chr20	56463391	56463760	+	276	NA	Intergenic	NA	-5010	RTFDC1								
SKNO1_1_232_R1_peak_930	chr1	209784471	209784951	+	276	NA	promoter-TSS (C1orf74)	NA	-166	C1orf74								
SKNO1_1_232_R1_peak_3606	chr15	77004189	77004615	+	276	NA	intron (PSTPIP1, intron 1 of 14)	NA	9278	PSTPIP1								
SKNO1_1_232_R1_peak_7922	chr4	59560143	59560482	+	276	NA	Intergenic	NA	-1362307	MIR548AG1								
SKNO1_1_232_R1_peak_5416	chr19	49717498	49717870	+	276	NA	Intergenic	NA	26576	CPT1C								
SKNO1_1_232_R1_peak_324	chr1	43172093	43172722	+	276	NA	promoter-TSS (MIR6733)	NA	55	WDR65								
SKNO1_1_232_R1_peak_2086	chr11	121582332	121582719	+	276	NA	intron (SORL1, intron 25 of 47)	NA	130322	SORL1								
SKNO1_1_232_R1_peak_6872	chr22	36862318	36862637	+	276	NA	intron (NCF4, intron 1 of 8)	NA	1489	NCF4								
SKNO1_1_232_R1_peak_442	chr1	77682764	77683704	+	276	NA	promoter-TSS (ZZZ3)	NA	140	ZZZ3								
SKNO1_1_232_R1_peak_8700	chr6	4852079	4852756	+	276	NA	intron (CDYL, intron 1 of 6)	NA	75971	CDYL								
SKNO1_1_232_R1_peak_10651	chr9	136587115	136587460	+	276	NA	Intergenic	NA	29605	HCCAT4								
SKNO1_1_232_R1_peak_6568	chr20	57627958	57628447	+	276	NA	Intergenic	NA	-7626	ZBP1								
SKNO1_1_232_R1_peak_5432	chr19	51226094	51226503	+	276	NA	intron (CD33, intron 3 of 5)	NA	1219	CD33								
SKNO1_1_232_R1_peak_10025	chr8	107987272	107987591	+	274	NA	intron (RSPO2, intron 2 of 4)	NA	96211	RSPO2								
SKNO1_1_232_R1_peak_9427	chr7	31875472	31875759	+	274	NA	intron (PDE1C, intron 6 of 18)	NA	188598	PPP1R17								
SKNO1_1_232_R1_peak_10782	chrX	45753550	45754003	+	274	NA	Intergenic	NA	-6682	MIR222								
SKNO1_1_232_R1_peak_9191	chr6	137389153	137389498	+	274	NA	Intergenic	NA	-36136	LOC102723633								
SKNO1_1_232_R1_peak_8061	chr4	99894306	99894689	+	274	NA	promoter-TSS (LAMTOR3)	NA	49	LAMTOR3								
SKNO1_1_232_R1_peak_3157	chr14	70655433	70655857	+	274	NA	intron (TTC9, intron 1 of 2)	NA	13858	TTC9								
SKNO1_1_232_R1_peak_10917	chrY	7443183	7443521	+	274	NA	Intergenic	NA	169380	PRKY								
SKNO1_1_232_R1_peak_2772	chr13	24982397	24982733	+	274	NA	Intergenic	NA	-14096	TPTE2P1								
SKNO1_1_232_R1_peak_3124	chr14	65054663	65055005	+	273	NA	intron (CHURC1-FNTB, intron 13 of 13)	NA	10146	MIR4706								
SKNO1_1_232_R1_peak_1850	chr11	66052086	66052456	+	273	NA	promoter-TSS (SF3B2)	NA	478	SF3B2								
SKNO1_1_232_R1_peak_8997	chr6	52063510	52064195	+	273	NA	intron (PKHD1, intron 13 of 66)	NA	23773	PKHD1								
SKNO1_1_232_R1_peak_1434	chr10	92290789	92291199	+	272	NA	promoter-TSS (MARCH5)	NA	124	CPEB3								
SKNO1_1_232_R1_peak_10304	chr9	35619280	35620071	+	272	NA	promoter-TSS (CD72)	NA	-1248	CD72								
SKNO1_1_232_R1_peak_3148	chr14	69625393	69625828	+	272	NA	intron (KIAA0247, intron 1 of 5)	NA	14017	KIAA0247								
SKNO1_1_232_R1_peak_2828	chr13	40077000	40077362	+	272	NA	Intergenic	NA	-104628	LINC00332								
SKNO1_1_232_R1_peak_9336	chr7	2529570	2530954	+	272	NA	Intergenic	NA	3188	MIR4648								
SKNO1_1_232_R1_peak_542	chr1	111507465	111508105	+	271	NA	intron (ADORA3, intron 1 of 5)	NA	-3664	ADORA3								
SKNO1_1_232_R1_peak_4214	chr17	38898668	38899384	+	270	NA	intron (LASP1, intron 5 of 7)	NA	-15958	MIR6779								
SKNO1_1_232_R1_peak_6766	chr22	17638422	17638836	+	270	NA	promoter-TSS (BCL2L13)	NA	-9807	ATP6V1E1								
SKNO1_1_232_R1_peak_8527	chr5	141923447	141924102	+	270	NA	promoter-TSS (KIAA0141)	NA	-11	KIAA0141								
SKNO1_1_232_R1_peak_2263	chr12	12010275	12011078	+	270	NA	Intergenic	NA	-39188	LOC102724106								
SKNO1_1_232_R1_peak_2421	chr12	54188836	54189280	+	270	NA	promoter-TSS (SMUG1)	NA	-84	SMUG1								
SKNO1_1_232_R1_peak_2159	chr12	642620	643106	+	270	NA	intron (NINJ2, intron 1 of 3)	NA	-32200	NINJ2								
SKNO1_1_232_R1_peak_2013	chr11	107856600	107857490	+	270	NA	intron (SLC35F2, intron 1 of 7)	NA	2143	SLC35F2								
SKNO1_1_232_R1_peak_8338	chr5	78483759	78484116	+	270	NA	Intergenic	NA	-123396	LOC728769								
SKNO1_1_232_R1_peak_3984	chr16	74296632	74296992	+	269	NA	promoter-TSS (PSMD7)	NA	37	PSMD7								
SKNO1_1_232_R1_peak_8451	chr5	131548214	131548612	+	269	NA	intron (RAPGEF6, intron 5 of 17)	NA	86823	RAPGEF6								
SKNO1_1_232_R1_peak_6490	chr20	45935294	45935768	+	268	NA	intron (PCIF1, intron 1 of 16)	NA	853	PCIF1								
SKNO1_1_232_R1_peak_8668	chr5	180810086	180810877	+	268	NA	promoter-TSS (MGAT1)	NA	6328	LOC102724833								
SKNO1_1_232_R1_peak_9707	chr7	143205951	143206317	+	268	NA	Intergenic	NA	-15945	TAS2R40								
SKNO1_1_232_R1_peak_939	chr1	212636690	212637109	+	268	NA	Intergenic	NA	12452	FAM71A								
SKNO1_1_232_R1_peak_1451	chr10	96090122	96090455	+	268	NA	promoter-TSS (ENTPD1-AS1)	NA	-53	ENTPD1-AS1								
SKNO1_1_232_R1_peak_2145	chr11	130438314	130439495	+	268	NA	Intergenic	NA	-10260	ADAMTS8								
SKNO1_1_232_R1_peak_10889	chrX	136886223	136886621	+	268	NA	Intergenic	NA	-5642	RBMX								
SKNO1_1_232_R1_peak_4915	chr19	2552806	2553216	+	268	NA	intron (GNG7, intron 3 of 4)	NA	-39440	LOC101929097								
SKNO1_1_232_R1_peak_2659	chr12	119667674	119668347	+	268	NA	promoter-TSS (PRKAB1)	NA	146	PRKAB1								
SKNO1_1_232_R1_peak_2954	chr13	98476494	98476809	+	268	NA	intron (STK24, intron 2 of 9)	NA	66379	STK24								
SKNO1_1_232_R1_peak_1290	chr10	45972278	45972659	+	268	NA	promoter-TSS (TIMM23)	NA	15	TIMM23								
SKNO1_1_232_R1_peak_1893	chr11	69311917	69312367	+	268	NA	Intergenic	NA	17020	MYEOV								
SKNO1_1_232_R1_peak_17	chr1	1954917	1955255	+	267	NA	exon (KIAA1751, exon 18 of 18)	NA	-35785	TMEM52								
SKNO1_1_232_R1_peak_4094	chr16	89722032	89722331	+	267	NA	promoter-TSS (ZNF276)	NA	-688	ZNF276								
SKNO1_1_232_R1_peak_7196	chr3	49416130	49416657	+	267	NA	TTS (AMT)	NA	4187	TCTA								
SKNO1_1_232_R1_peak_9205	chr6	139028637	139029457	+	267	NA	intron (ABRACL, intron 1 of 2)	NA	365	ABRACL								
SKNO1_1_232_R1_peak_2652	chr12	116737175	116738233	+	267	NA	promoter-TSS (RNFT2)	NA	334	C12orf49								
SKNO1_1_232_R1_peak_5136	chr19	16572374	16572720	+	266	NA	promoter-TSS (SLC35E1)	NA	-165	SLC35E1								
SKNO1_1_232_R1_peak_8508	chr5	139669876	139670629	+	266	NA	intron (CXXC5, intron 1 of 2)	NA	21536	CXXC5								
SKNO1_1_232_R1_peak_10539	chr9	127796985	127797338	+	266	NA	Intergenic	NA	-5697	FPGS								
SKNO1_1_232_R1_peak_10140	chr8	140645856	140646185	+	265	NA	Intergenic	NA	-10473	AGO2								
SKNO1_1_232_R1_peak_6880	chr22	37244019	37244913	+	265	NA	promoter-TSS (RAC2)	NA	-207	RAC2								
SKNO1_1_232_R1_peak_1900	chr11	69712144	69712494	+	265	NA	Intergenic	NA	-7981	FGF19								
SKNO1_1_232_R1_peak_1503	chr10	102738730	102739137	+	265	NA	exon (SFXN2, exon 9 of 9)	NA	-5037	WBP1L								
SKNO1_1_232_R1_peak_8697	chr6	4021080	4021488	+	265	NA	promoter-TSS (PRPF4B)	NA	-45	PRPF4B								
SKNO1_1_232_R1_peak_4142	chr17	9079499	9080155	+	265	NA	intron (NTN1, intron 2 of 6)	NA	58082	NTN1								
SKNO1_1_232_R1_peak_3910	chr16	57694755	57695459	+	265	NA	intron (CCDC135, intron 1 of 17)	NA	306	CCDC135								
SKNO1_1_232_R1_peak_8319	chr5	74767015	74767347	+	265	NA	promoter-TSS (GFM2)	NA	190	NSA2								
SKNO1_1_232_R1_peak_1171	chr10	12195732	12196583	+	265	NA	promoter-TSS (CDC123)	NA	-13	NUDT5								
SKNO1_1_232_R1_peak_7317	chr3	111674190	111674808	+	265	NA	promoter-TSS (PLCXD2)	NA	-177	PLCXD2								
SKNO1_1_232_R1_peak_2885	chr13	51523262	51523620	+	265	NA	Intergenic	NA	-29148	MIR4703								
SKNO1_1_232_R1_peak_2757	chr13	20475754	20476181	+	265	NA	intron (CRYL1, intron 3 of 7)	NA	-42121	MIR4499								
SKNO1_1_232_R1_peak_9578	chr7	92633462	92633878	+	265	NA	intron (CDK6, intron 5 of 7)	NA	-43276	FAM133B								
SKNO1_1_232_R1_peak_4778	chr18	31942918	31943441	+	265	NA	promoter-TSS (TRAPPC8)	NA	33	TRAPPC8								
SKNO1_1_232_R1_peak_2343	chr12	45728572	45729137	+	265	NA	promoter-TSS (LINC00938)	NA	-837	ARID2								
SKNO1_1_232_R1_peak_6261	chr2	237674853	237675232	+	264	NA	intron (LRRFIP1, intron 1 of 12)	NA	47435	LRRFIP1								
SKNO1_1_232_R1_peak_5331	chr19	44856229	44856940	+	264	NA	intron (PVRL2, intron 1 of 8)	NA	10448	PVRL2								
SKNO1_1_232_R1_peak_8015	chr4	83618990	83619273	+	264	NA	Intergenic	NA	82814	AGPAT9								
SKNO1_1_232_R1_peak_2274	chr12	13100843	13101575	+	264	NA	intron (GSG1, intron 1 of 5)	NA	2469	GSG1								
SKNO1_1_232_R1_peak_4240	chr17	41785241	41785811	+	264	NA	intron (JUP, intron 1 of 15)	NA	1183	JUP								
SKNO1_1_232_R1_peak_5774	chr2	68252499	68253051	+	264	NA	promoter-TSS (PPP3R1)	NA	-256	PPP3R1								
SKNO1_1_232_R1_peak_8533	chr5	143605337	143605705	+	264	NA	intron (NR3C1, intron 1 of 8)	NA	-74365	MIR5197								
SKNO1_1_232_R1_peak_3497	chr15	64893683	64894266	+	264	NA	Intergenic	NA	-17928	ANKDD1A								
SKNO1_1_232_R1_peak_312	chr1	41683845	41684516	+	264	NA	intron (HIVEP3, intron 1 of 7)	NA	-199552	EDN2								
SKNO1_1_232_R1_peak_5830	chr2	86036299	86036809	+	264	NA	intron (POLR1A, intron 27 of 33)	NA	-12686	LOC90784								
SKNO1_1_232_R1_peak_454	chr1	87335062	87335622	+	264	NA	intron (LMO4, intron 2 of 4)	NA	3620	LMO4								
SKNO1_1_232_R1_peak_3311	chr14	104394066	104394447	+	264	NA	Intergenic	NA	-185428	C14orf180								
SKNO1_1_232_R1_peak_2053	chr11	117970712	117971228	+	264	NA	Intergenic	NA	-15416	IL10RA								
SKNO1_1_232_R1_peak_3247	chr14	90500781	90501178	+	264	NA	Intergenic	NA	45749	LINC00642								
SKNO1_1_232_R1_peak_4400	chr17	60392086	60392685	+	264	NA	promoter-TSS (USP32)	NA	-160	USP32								
SKNO1_1_232_R1_peak_4372	chr17	58007043	58007685	+	263	NA	promoter-TSS (SRSF1)	NA	-18	SRSF1								
SKNO1_1_232_R1_peak_8407	chr5	111092081	111092424	+	263	NA	promoter-TSS (WDR36)	NA	80	WDR36								
SKNO1_1_232_R1_peak_810	chr1	184559287	184559714	+	263	NA	intron (C1orf21, intron 3 of 5)	NA	19576	LOC102724857								
SKNO1_1_232_R1_peak_1200	chr10	18651488	18651812	+	263	NA	promoter-TSS (NSUN6)	NA	7588	LOC102724059								
SKNO1_1_232_R1_peak_6832	chr22	30266572	30267483	+	263	NA	promoter-TSS (OSM)	NA	-187	OSM								
SKNO1_1_232_R1_peak_3361	chr15	31361407	31361774	+	263	NA	intron (KLF13, intron 1 of 1)	NA	34710	KLF13								
SKNO1_1_232_R1_peak_8049	chr4	89894678	89894993	+	262	NA	promoter-TSS (MMRN1)	NA	-66	MMRN1								
SKNO1_1_232_R1_peak_3175	chr14	73743506	73744045	+	262	NA	intron (ELMSAN1, intron 2 of 13)	NA	-14972	MIR4505								
SKNO1_1_232_R1_peak_5576	chr2	11466520	11467157	+	262	NA	promoter-TSS (E2F6)	NA	-661	E2F6								
