PeakID (cmd=annotatePeaks.pl SKNO1_1_308_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SKNO1_1_308_R1_peak_15708	chr9	129607278	129607799	+	228	NA	Intergenic	NA	13238	C9orf50								
SKNO1_1_308_R1_peak_15464	chr9	96418785	96419531	+	228	NA	promoter-TSS (ZNF367)	NA	-771	ZNF367								
SKNO1_1_308_R1_peak_7499	chr18	73975278	73975573	+	228	NA	Intergenic	NA	172440	FBXO15								
SKNO1_1_308_R1_peak_13023	chr6	292316	292984	+	228	NA	intron (DUSP22, intron 1 of 3)	NA	593	DUSP22								
SKNO1_1_308_R1_peak_6351	chr17	17206084	17206487	+	228	NA	promoter-TSS (PLD6)	NA	47	PLD6								
SKNO1_1_308_R1_peak_9574	chr2	241732520	241732807	+	228	NA	Intergenic	NA	-1916	D2HGDH								
SKNO1_1_308_R1_peak_7372	chr18	31685080	31685409	+	228	NA	promoter-TSS (B4GALT6)	NA	-521	B4GALT6								
SKNO1_1_308_R1_peak_9956	chr20	54078268	54078614	+	228	NA	Intergenic	NA	-7896	BCAS1								
SKNO1_1_308_R1_peak_8614	chr2	28193875	28194439	+	228	NA	intron (LOC100505736, intron 1 of 2)	NA	12804	LOC100505736								
SKNO1_1_308_R1_peak_13542	chr6	53623624	53623921	+	228	NA	Intergenic	NA	-4557	RP11-345L23.1								
SKNO1_1_308_R1_peak_12162	chr4	101790593	101790863	+	228	NA	exon (BANK1, exon 1 of 17)	NA	121	BANK1								
SKNO1_1_308_R1_peak_8458	chr19	58513797	58514215	+	228	NA	exon (ZBTB45, exon 3 of 3)	NA	-1941	SLC27A5								
SKNO1_1_308_R1_peak_8231	chr19	44770528	44770910	+	228	NA	Intergenic	NA	-7172	CBLC								
SKNO1_1_308_R1_peak_7941	chr19	15467001	15467547	+	228	NA	Intergenic	NA	-2703	RASAL3								
SKNO1_1_308_R1_peak_12534	chr5	88141319	88141690	+	228	NA	Intergenic	NA	127375	TMEM161B								
SKNO1_1_308_R1_peak_11913	chr4	40601620	40601995	+	228	NA	intron (RBM47, intron 1 of 6)	NA	28814	RBM47								
SKNO1_1_308_R1_peak_2357	chr10	132537105	132537527	+	228	NA	promoter-TSS (INPP5A)	NA	-533	INPP5A								
SKNO1_1_308_R1_peak_4407	chr13	113820870	113821449	+	227	NA	intron (GAS6, intron 8 of 8)	NA	5549	GAS6-AS1								
SKNO1_1_308_R1_peak_4112	chr13	27447016	27447275	+	227	NA	intron (MTIF3, intron 1 of 5)	NA	3052	MTIF3								
SKNO1_1_308_R1_peak_1186	chr1	181128731	181128998	+	227	NA	Intergenic	NA	40362	IER5								
SKNO1_1_308_R1_peak_4901	chr14	102086509	102087877	+	227	NA	promoter-TSS (HSP90AA1)	NA	-18	HSP90AA1								
SKNO1_1_308_R1_peak_4262	chr13	51786105	51786426	+	227	NA	intron (DHRS12, intron 5 of 7)	NA	-10965	LOC102723770								
SKNO1_1_308_R1_peak_11000	chr3	46098464	46098780	+	227	NA	Intergenic	NA	-71135	XCR1								
SKNO1_1_308_R1_peak_15528	chr9	112037754	112038033	+	227	NA	Intergenic	NA	105793	MIR4668								
SKNO1_1_308_R1_peak_13300	chr6	30744235	30744677	+	227	NA	promoter-TSS (IER3)	NA	94	IER3								
SKNO1_1_308_R1_peak_10247	chr21	44299565	44299894	+	227	NA	promoter-TSS (PFKL)	NA	-359	PFKL								
SKNO1_1_308_R1_peak_15866	chr9	136655949	136656432	+	227	NA	intron (LOC101928612, intron 1 of 1)	NA	4242	LOC101928612								
SKNO1_1_308_R1_peak_437	chr1	31762665	31763023	+	227	NA	intron (BAI2, intron 1 of 32)	NA	1203	BAI2								
SKNO1_1_308_R1_peak_10196	chr21	41928610	41929548	+	227	NA	intron (C2CD2, intron 2 of 13)	NA	24811	C2CD2								
SKNO1_1_308_R1_peak_14720	chr8	42405935	42406305	+	227	NA	TTS (VDAC3)	NA	14359	VDAC3								
SKNO1_1_308_R1_peak_13541	chr6	53547912	53548287	+	227	NA	Intergenic	NA	-2970	GCLC								
SKNO1_1_308_R1_peak_571	chr1	43707130	43707920	+	227	NA	promoter-TSS (ST3GAL3)	NA	-11	ST3GAL3								
SKNO1_1_308_R1_peak_14026	chr7	21355394	21355689	+	227	NA	Intergenic	NA	-72534	SP4								
SKNO1_1_308_R1_peak_7736	chr19	7868822	7869502	+	227	NA	exon (FLJ22184, exon 6 of 6)	NA	5279	FLJ22184								
SKNO1_1_308_R1_peak_13984	chr7	5643313	5643697	+	227	NA	intron (RNF216, intron 14 of 16)	NA	36956	RNF216-IT1								
SKNO1_1_308_R1_peak_7146	chr17	81393774	81394191	+	226	NA	Intergenic	NA	-1035	LOC100507520								
SKNO1_1_308_R1_peak_11307	chr3	128453523	128453860	+	226	NA	Intergenic	NA	-9903	DNAJB8-AS1								
SKNO1_1_308_R1_peak_15010	chr8	133520551	133520850	+	226	NA	intron (ST3GAL1, intron 2 of 10)	NA	51754	ST3GAL1								
SKNO1_1_308_R1_peak_8054	chr19	19261058	19261606	+	226	NA	intron (HAPLN4, intron 2 of 4)	NA	1455	HAPLN4								
SKNO1_1_308_R1_peak_1649	chr10	2885883	2886304	+	226	NA	Intergenic	NA	181288	LOC101927824								
SKNO1_1_308_R1_peak_15091	chr8	142572286	142572726	+	226	NA	Intergenic	NA	41966	ARC								
SKNO1_1_308_R1_peak_3343	chr12	6461878	6462316	+	226	NA	TTS (TAPBPL)	NA	4364	VAMP1								
SKNO1_1_308_R1_peak_14591	chr8	19817139	19817704	+	226	NA	promoter-TSS (INTS10)	NA	-10	INTS10								
SKNO1_1_308_R1_peak_11788	chr4	4943987	4944340	+	226	NA	intron (LOC101928306, intron 2 of 2)	NA	23355	LOC101928306								
SKNO1_1_308_R1_peak_15116	chr8	143571394	143571745	+	226	NA	intron (MROH6, intron 3 of 13)	NA	1189	MROH6								
SKNO1_1_308_R1_peak_11421	chr3	150410009	150410314	+	226	NA	exon (TSC22D2, exon 1 of 3)	NA	1847	TSC22D2								
SKNO1_1_308_R1_peak_13744	chr6	138773672	138774045	+	226	NA	promoter-TSS (LOC100507462)	NA	-179	LOC100507462								
SKNO1_1_308_R1_peak_12385	chr5	40797372	40798589	+	226	NA	promoter-TSS (PRKAA1)	NA	197	PRKAA1								
SKNO1_1_308_R1_peak_1923	chr10	62681458	62681696	+	225	NA	Intergenic	NA	-123179	ADO								
SKNO1_1_308_R1_peak_11807	chr4	6925430	6925835	+	225	NA	intron (TBC1D14, intron 2 of 13)	NA	-28534	TBC1D14								
SKNO1_1_308_R1_peak_10150	chr21	35049070	35049452	+	225	NA	promoter-TSS (RUNX1)	NA	-9835	RUNX1-IT1								
SKNO1_1_308_R1_peak_11571	chr3	186888467	186888954	+	225	NA	Intergenic	NA	-32587	ADIPOQ-AS1								
SKNO1_1_308_R1_peak_14746	chr8	54326781	54327102	+	225	NA	Intergenic	NA	-3745	RNU105C								
SKNO1_1_308_R1_peak_346	chr1	26289071	26289468	+	225	NA	intron (UBXN11, intron 4 of 10)	NA	9547	SH3BGRL3								
SKNO1_1_308_R1_peak_12084	chr4	82374168	82374657	+	225	NA	promoter-TSS (HNRNPD)	NA	10	LOC101928963								
SKNO1_1_308_R1_peak_7337	chr18	22302218	22302536	+	225	NA	intron (LOC101927548, intron 2 of 2)	NA	9638	LOC101927548								
SKNO1_1_308_R1_peak_13807	chr6	148758430	148758867	+	225	NA	intron (UST, intron 1 of 6)	NA	11513	UST								
SKNO1_1_308_R1_peak_9006	chr2	105776192	105776722	+	225	NA	intron (NCK2, intron 1 of 4)	NA	30239	NCK2								
SKNO1_1_308_R1_peak_4855	chr14	95515139	95515453	+	225	NA	promoter-TSS (LOC101929107)	NA	-827	LOC101929107								
SKNO1_1_308_R1_peak_15533	chr9	112333361	112333992	+	225	NA	promoter-TSS (PTBP3)	NA	-12	PTBP3								
SKNO1_1_308_R1_peak_10637	chr22	44068537	44069162	+	225	NA	promoter-TSS (PARVB)	NA	-12756	PARVB								
SKNO1_1_308_R1_peak_12609	chr5	115296232	115296702	+	225	NA	promoter-TSS (CCDC112)	NA	294	CCDC112								
SKNO1_1_308_R1_peak_6108	chr16	87816401	87816949	+	225	NA	Intergenic	NA	17937	MIR6775								
SKNO1_1_308_R1_peak_3149	chr11	118692321	118692902	+	225	NA	intron (LOC102724266, intron 1 of 1)	NA	-12939	TREH								
SKNO1_1_308_R1_peak_266	chr1	21768313	21768637	+	225	NA	intron (USP48, intron 1 of 10)	NA	14700	USP48								
SKNO1_1_308_R1_peak_3106	chr11	114139467	114140030	+	225	NA	intron (ZBTB16, intron 2 of 4)	NA	34334	LOC101928875								
SKNO1_1_308_R1_peak_12646	chr5	128082736	128084079	+	225	NA	promoter-TSS (SLC12A2)	NA	-333	LINC01184								
SKNO1_1_308_R1_peak_11538	chr3	184135157	184135544	+	225	NA	exon (EIF2B5, exon 1 of 16)	NA	328	EIF2B5								
SKNO1_1_308_R1_peak_1457	chr1	225866066	225866391	+	225	NA	intron (TMEM63A, intron 7 of 22)	NA	16146	TMEM63A								
SKNO1_1_308_R1_peak_7395	chr18	35467717	35468022	+	225	NA	TTS (INO80C)	NA	30122	INO80C								
SKNO1_1_308_R1_peak_9335	chr2	200526053	200526362	+	225	NA	promoter-TSS (SGOL2)	NA	-6107	SGOL2								
SKNO1_1_308_R1_peak_6788	chr17	63446022	63446688	+	225	NA	promoter-TSS (CYB561)	NA	-171	CYB561								
SKNO1_1_308_R1_peak_15968	chrX	12955841	12956594	+	224	NA	Intergenic	NA	-18890	TMSB4X								
SKNO1_1_308_R1_peak_3473	chr12	32419553	32419916	+	224	NA	intron (FGD4, intron 1 of 15)	NA	20100	FGD4								
SKNO1_1_308_R1_peak_3281	chr12	990775	991559	+	224	NA	promoter-TSS (RAD52)	NA	-299	RAD52								
SKNO1_1_308_R1_peak_8768	chr2	62129608	62129918	+	224	NA	intron (COMMD1, intron 2 of 2)	NA	-66364	B3GNT2								
SKNO1_1_308_R1_peak_8701	chr2	45168909	45169591	+	224	NA	promoter-TSS (LOC102723947)	NA	-367	LOC102723947								
SKNO1_1_308_R1_peak_7920	chr19	14356303	14356590	+	224	NA	Intergenic	NA	22703	LOC101928845								
SKNO1_1_308_R1_peak_2356	chr10	132458513	132458878	+	224	NA	Intergenic	NA	13485	C10orf91								
SKNO1_1_308_R1_peak_5697	chr16	14630069	14630407	+	224	NA	promoter-TSS (PARN)	NA	33	PARN								
SKNO1_1_308_R1_peak_13278	chr6	29966141	29966410	+	224	NA	Intergenic	NA	-8840	HCG9								
SKNO1_1_308_R1_peak_16035	chrX	44080131	44080418	+	224	NA	Intergenic	NA	-106599	NDP								
SKNO1_1_308_R1_peak_2505	chr11	32435329	32435914	+	224	NA	promoter-TSS (WT1)	NA	-86	WT1								
SKNO1_1_308_R1_peak_13787	chr6	144286771	144287309	+	224	NA	intron (UTRN, intron 1 of 74)	NA	70493	TRNAL29								
SKNO1_1_308_R1_peak_15971	chrX	14029899	14030199	+	224	NA	promoter-TSS (GEMIN8)	NA	-735	GEMIN8								
SKNO1_1_308_R1_peak_5764	chr16	29009279	29009706	+	224	NA	Intergenic	NA	24666	LAT								
SKNO1_1_308_R1_peak_6306	chr17	7856103	7856540	+	224	NA	TTS (TMEM88)	NA	1336	TMEM88								
SKNO1_1_308_R1_peak_2399	chr11	925771	926078	+	224	NA	promoter-TSS (AP2A2)	NA	-3080	AP2A2								
SKNO1_1_308_R1_peak_11340	chr3	129577946	129578333	+	224	NA	intron (PLXND1, intron 9 of 35)	NA	28600	PLXND1								
SKNO1_1_308_R1_peak_6355	chr17	17681144	17681461	+	224	NA	promoter-TSS (RAI1)	NA	-171	RAI1								
SKNO1_1_308_R1_peak_1903	chr10	49649355	49649651	+	224	NA	intron (CHAT, intron 9 of 14)	NA	-30135	C10orf53								
SKNO1_1_308_R1_peak_7574	chr19	1000115	1000444	+	224	NA	promoter-TSS (GRIN3B)	NA	-159	GRIN3B								
SKNO1_1_308_R1_peak_14480	chr7	148983609	148983914	+	224	NA	promoter-TSS (RNY3)	NA	6	RNY3								
SKNO1_1_308_R1_peak_7707	chr19	6087855	6088187	+	224	NA	intron (RFX2, intron 1 of 16)	NA	20068	LOC101928872								
SKNO1_1_308_R1_peak_13632	chr6	108560613	108560987	+	224	NA	promoter-TSS (FOXO3)	NA	977	FOXO3								
SKNO1_1_308_R1_peak_5758	chr16	28494117	28494516	+	224	NA	promoter-TSS (APOBR)	NA	-333	APOBR								
SKNO1_1_308_R1_peak_16223	chrX	154436911	154437372	+	224	NA	TTS (ATP6AP1)	NA	228	GDI1								
SKNO1_1_308_R1_peak_15721	chr9	130128227	130128617	+	224	NA	intron (GPR107, intron 16 of 17)	NA	15797	FLJ46836								
SKNO1_1_308_R1_peak_5992	chr16	71895161	71895576	+	224	NA	promoter-TSS (IST1)	NA	-125	IST1								
SKNO1_1_308_R1_peak_274	chr1	22053009	22053371	+	224	NA	intron (CDC42, intron 1 of 5)	NA	563	CDC42								
SKNO1_1_308_R1_peak_7560	chr19	681121	681722	+	224	NA	exon (FSTL3, exon 4 of 5)	NA	5032	FSTL3								
SKNO1_1_308_R1_peak_16045	chrX	46912107	46912532	+	224	NA	promoter-TSS (JADE3)	NA	-114	JADE3								
SKNO1_1_308_R1_peak_2240	chr10	104218809	104219090	+	224	NA	promoter-TSS (MIR609)	NA	-81	MIR609								
SKNO1_1_308_R1_peak_7965	chr19	16367249	16367651	+	224	NA	intron (EPS15L1, intron 21 of 21)	NA	42610	KLF2								
SKNO1_1_308_R1_peak_13847	chr6	159727386	159727652	+	224	NA	promoter-TSS (WTAP)	NA	19	WTAP								
SKNO1_1_308_R1_peak_12249	chr4	173169281	173170285	+	224	NA	intron (GALNT7, intron 1 of 11)	NA	1030	GALNT7								
SKNO1_1_308_R1_peak_9382	chr2	216352777	216353220	+	223	NA	intron (MARCH4, intron 1 of 3)	NA	19029	MARCH4								
SKNO1_1_308_R1_peak_6438	chr17	38428266	38429164	+	223	NA	intron (ARHGAP23, intron 1 of 22)	NA	244	ARHGAP23								
SKNO1_1_308_R1_peak_2879	chr11	67600326	67600702	+	223	NA	Intergenic	NA	-6338	NDUFV1								
SKNO1_1_308_R1_peak_424	chr1	30790919	30791217	+	223	NA	Intergenic	NA	-33232	LAPTM5								
SKNO1_1_308_R1_peak_10784	chr3	10248125	10248772	+	223	NA	promoter-TSS (TATDN2)	NA	-45	TATDN2								
SKNO1_1_308_R1_peak_11647	chr3	195909147	195909997	+	223	NA	promoter-TSS (TNK2)	NA	-16824	TNK2								
SKNO1_1_308_R1_peak_6197	chr16	89574639	89575031	+	223	NA	promoter-TSS (CPNE7)	NA	-938	CPNE7								
SKNO1_1_308_R1_peak_13761	chr6	139641420	139641772	+	223	NA	Intergenic	NA	-129477	LOC100132735								
SKNO1_1_308_R1_peak_9100	chr2	127183143	127183391	+	223	NA	TTS (CYP27C1)	NA	22500	CYP27C1								
SKNO1_1_308_R1_peak_4859	chr14	96584192	96584565	+	223	NA	Intergenic	NA	-8413	LOC102724667								
SKNO1_1_308_R1_peak_10188	chr21	39313566	39314164	+	223	NA	promoter-TSS (BRWD1)	NA	-46	BRWD1								
SKNO1_1_308_R1_peak_5521	chr15	91660118	91660589	+	223	NA	Intergenic	NA	-193466	SLCO3A1								
SKNO1_1_308_R1_peak_8018	chr19	18153086	18153390	+	223	NA	promoter-TSS (PIK3R2)	NA	60	PIK3R2								
SKNO1_1_308_R1_peak_1673	chr10	6045342	6045700	+	223	NA	intron (IL2RA, intron 1 of 6)	NA	11444	LOC102723642								
SKNO1_1_308_R1_peak_671	chr1	58898959	58899349	+	223	NA	exon (LINC01135, exon 3 of 3)	NA	84735	LOC101926907								
SKNO1_1_308_R1_peak_11396	chr3	141486955	141487971	+	222	NA	intron (RASA2, intron 1 of 23)	NA	-42257	RASA2								
SKNO1_1_308_R1_peak_15348	chr9	77909388	77909654	+	222	NA	intron (GNAQ, intron 2 of 6)	NA	121928	GNAQ								
SKNO1_1_308_R1_peak_254	chr1	19326068	19326427	+	222	NA	exon (PQLC2, exon 6 of 10)	NA	14001	PQLC2								
SKNO1_1_308_R1_peak_1479	chr1	227563764	227564172	+	222	NA	intron (ZNF678, intron 1 of 3)	NA	449	ZNF678								
SKNO1_1_308_R1_peak_12925	chr5	177307624	177308325	+	222	NA	intron (MXD3, intron 4 of 5)	NA	4212	PRELID1								
SKNO1_1_308_R1_peak_7422	chr18	47930051	47931472	+	222	NA	promoter-TSS (SMAD2)	NA	-162	SMAD2								
SKNO1_1_308_R1_peak_9680	chr20	6700992	6701274	+	222	NA	Intergenic	NA	-66965	BMP2								
SKNO1_1_308_R1_peak_9692	chr20	10474374	10474758	+	222	NA	intron (SLX4IP, intron 2 of 7)	NA	-42641	MKKS								
SKNO1_1_308_R1_peak_13690	chr6	130576025	130576272	+	222	NA	Intergenic	NA	209867	TMEM200A								
SKNO1_1_308_R1_peak_15807	chr9	134268439	134268784	+	221	NA	Intergenic	NA	49508	LOC101928384								
SKNO1_1_308_R1_peak_5987	chr16	71723942	71724252	+	221	NA	intron (PHLPP2, intron 1 of 18)	NA	604	PHLPP2								
SKNO1_1_308_R1_peak_1318	chr1	204465708	204466413	+	221	NA	intron (PIK3C2B, intron 2 of 33)	NA	28755	PIK3C2B								
SKNO1_1_308_R1_peak_3825	chr12	108635315	108635927	+	221	NA	promoter-TSS (MIR4496)	NA	-189	MIR4496								
SKNO1_1_308_R1_peak_2101	chr10	87862293	87862737	+	221	NA	promoter-TSS (PTEN)	NA	922	KLLN								
SKNO1_1_308_R1_peak_11087	chr3	50328106	50328379	+	221	NA	promoter-TSS (TUSC2)	NA	-5	TUSC2								
SKNO1_1_308_R1_peak_7548	chr18	80034167	80034779	+	221	NA	exon (RBFA, exon 1 of 6)	NA	127	RBFA								
SKNO1_1_308_R1_peak_1871	chr10	45000664	45001020	+	220	NA	promoter-TSS (ZNF22)	NA	17	ZNF22								
SKNO1_1_308_R1_peak_8359	chr19	49818138	49818437	+	220	NA	promoter-TSS (MED25)	NA	8	MED25								
SKNO1_1_308_R1_peak_11070	chr3	49803053	49803705	+	220	NA	exon (FAM212A, exon 1 of 2)	NA	125	FAM212A								
SKNO1_1_308_R1_peak_14932	chr8	115427526	115427967	+	220	NA	intron (TRPS1, intron 5 of 6)	NA	241282	TRPS1								
SKNO1_1_308_R1_peak_609	chr1	46522408	46522772	+	220	NA	Intergenic	NA	15594	DMBX1								
SKNO1_1_308_R1_peak_12015	chr4	70902055	70902544	+	220	NA	promoter-TSS (MOB1B)	NA	-27	MOB1B								
SKNO1_1_308_R1_peak_8072	chr19	33249268	33249570	+	220	NA	Intergenic	NA	-23697	SLC7A10								
SKNO1_1_308_R1_peak_5033	chr15	34337730	34338102	+	220	NA	promoter-TSS (SLC12A6)	NA	-190	SLC12A6								
SKNO1_1_308_R1_peak_8925	chr2	96114629	96115066	+	220	NA	exon (ADRA2B, exon 1 of 1)	NA	1302	ADRA2B								
SKNO1_1_308_R1_peak_1998	chr10	72309617	72310155	+	220	NA	Intergenic	NA	35967	DDIT4								
SKNO1_1_308_R1_peak_4792	chr14	89165296	89165744	+	220	NA	intron (FOXN3, intron 5 of 5)	NA	184532	LOC102724423								
SKNO1_1_308_R1_peak_3208	chr11	124759488	124760059	+	219	NA	exon (LOC101929340, exon 1 of 3)	NA	1244	LOC101929340								
SKNO1_1_308_R1_peak_13124	chr6	15922446	15922880	+	219	NA	Intergenic	NA	-72281	LOC101928406								
SKNO1_1_308_R1_peak_12041	chr4	76949419	76950134	+	219	NA	promoter-TSS (SEPT11)	NA	34	SEPT11								
SKNO1_1_308_R1_peak_4835	chr14	92659744	92660041	+	219	NA	intron (RIN3, intron 7 of 9)	NA	88738	LGMN								
SKNO1_1_308_R1_peak_2792	chr11	65572450	65572784	+	219	NA	TTS (SSSCA1)	NA	268	FAM89B								
SKNO1_1_308_R1_peak_12908	chr5	175796924	175797261	+	219	NA	intron (CPLX2, intron 1 of 3)	NA	485	CPLX2								
SKNO1_1_308_R1_peak_329	chr1	25809610	25810425	+	219	NA	intron (SEPN1, intron 7 of 12)	NA	9680	LOC102723671								
SKNO1_1_308_R1_peak_4539	chr14	49598316	49598878	+	219	NA	promoter-TSS (LRR1)	NA	-68	LRR1								
SKNO1_1_308_R1_peak_5205	chr15	63076361	63076670	+	219	NA	Intergenic	NA	28064	TPM1								
SKNO1_1_308_R1_peak_3108	chr11	114166925	114167465	+	218	NA	TTS (LOC101928875)	NA	6887	LOC101928875								
SKNO1_1_308_R1_peak_7264	chr18	712544	712842	+	218	NA	promoter-TSS (ENOSF1)	NA	-214	ENOSF1								
SKNO1_1_308_R1_peak_10225	chr21	42850754	42851073	+	218	NA	intron (WDR4, intron 10 of 10)	NA	28670	WDR4								
SKNO1_1_308_R1_peak_11554	chr3	184711153	184712232	+	218	NA	exon (MAGEF1, exon 1 of 1)	NA	356	MAGEF1								
SKNO1_1_308_R1_peak_10218	chr21	42467102	42467600	+	218	NA	Intergenic	NA	29003	RSPH1								
SKNO1_1_308_R1_peak_423	chr1	30768891	30769240	+	218	NA	Intergenic	NA	-11229	LAPTM5								
SKNO1_1_308_R1_peak_5388	chr15	76994917	76995342	+	218	NA	promoter-TSS (PSTPIP1)	NA	5	PSTPIP1								
SKNO1_1_308_R1_peak_10124	chr21	33215545	33216335	+	218	NA	Intergenic	NA	-13955	IFNAR2								
SKNO1_1_308_R1_peak_3129	chr11	117823900	117824430	+	218	NA	intron (FXYD6-FXYD2, intron 6 of 10)	NA	3927	FXYD2								
SKNO1_1_308_R1_peak_15144	chr8	143976153	143976762	+	217	NA	TTS (PARP10)	NA	9814	PARP10								
SKNO1_1_308_R1_peak_7819	chr19	11382795	11383153	+	217	NA	exon (EPOR, exon 2 of 8)	NA	1368	EPOR								
SKNO1_1_308_R1_peak_9275	chr2	183038014	183038686	+	217	NA	promoter-TSS (NCKAP1)	NA	104	NCKAP1								
SKNO1_1_308_R1_peak_14735	chr8	52008482	52008801	+	217	NA	Intergenic	NA	109396	LOC102724330								
SKNO1_1_308_R1_peak_8125	chr19	36139488	36139829	+	217	NA	promoter-TSS (CAPNS1)	NA	-1650	CAPNS1								
SKNO1_1_308_R1_peak_4729	chr14	74940148	74940590	+	217	NA	Intergenic	NA	15395	PGF								
SKNO1_1_308_R1_peak_14244	chr7	74306111	74306554	+	217	NA	intron (CLIP2, intron 1 of 16)	NA	16857	CLIP2								
SKNO1_1_308_R1_peak_7516	chr18	77081419	77081740	+	217	NA	intron (MBP, intron 2 of 8)	NA	23707	MBP								
SKNO1_1_308_R1_peak_2019	chr10	73991813	73992112	+	217	NA	Intergenic	NA	-6116	VCL								
SKNO1_1_308_R1_peak_2160	chr10	97356518	97356881	+	217	NA	TTS (RRP12)	NA	-21998	FRAT2								
SKNO1_1_308_R1_peak_2884	chr11	68003378	68004255	+	217	NA	intron (UNC93B1, intron 1 of 10)	NA	307	UNC93B1								
SKNO1_1_308_R1_peak_9020	chr2	109214117	109214383	+	217	NA	intron (SH3RF3, intron 1 of 4)	NA	58277	LOC102724819								
SKNO1_1_308_R1_peak_7581	chr19	1087736	1088217	+	217	NA	TTS (POLR2E)	NA	7416	POLR2E								
SKNO1_1_308_R1_peak_416	chr1	29196031	29196325	+	217	NA	intron (MECR, intron 8 of 9)	NA	-14181	SRSF4								
SKNO1_1_308_R1_peak_14113	chr7	38317449	38317850	+	217	NA	Intergenic	NA	-13456	LOC102724797								
SKNO1_1_308_R1_peak_2497	chr11	27926940	27927363	+	217	NA	Intergenic	NA	-129679	MIR610								
SKNO1_1_308_R1_peak_7418	chr18	46173741	46174229	+	217	NA	promoter-TSS (C18orf25)	NA	-37	C18orf25								
SKNO1_1_308_R1_peak_15768	chr9	132984280	132984531	+	217	NA	intron (GFI1B, intron 1 of 6)	NA	5694	GFI1B								
SKNO1_1_308_R1_peak_4252	chr13	50909981	50910522	+	217	NA	promoter-TSS (RNASEH2B)	NA	461	RNASEH2B-AS1								
SKNO1_1_308_R1_peak_14930	chr8	113740209	113740584	+	217	NA	Intergenic	NA	-303383	CSMD3								
SKNO1_1_308_R1_peak_4459	chr14	22448286	22448985	+	217	NA	intron (LOC102724753, intron 1 of 2)	NA	30259	LOC102724753								
SKNO1_1_308_R1_peak_83	chr1	3890910	3891295	+	217	NA	intron (C1orf174, intron 2 of 3)	NA	9160	C1orf174								
SKNO1_1_308_R1_peak_7496	chr18	70621636	70622057	+	217	NA	Intergenic	NA	29011	GTSCR1								
SKNO1_1_308_R1_peak_2561	chr11	44074391	44074733	+	217	NA	intron (ACCS, intron 2 of 12)	NA	7427	ACCS								
SKNO1_1_308_R1_peak_2263	chr10	113961618	113961901	+	217	NA	Intergenic	NA	-82288	ADRB1								
SKNO1_1_308_R1_peak_2644	chr11	60854095	60854482	+	217	NA	intron (PTGDR2, intron 1 of 1)	NA	1683	PTGDR2								
SKNO1_1_308_R1_peak_8784	chr2	64636440	64636799	+	217	NA	exon (SERTAD2, exon 2 of 2)	NA	29307	AC007365.1								
SKNO1_1_308_R1_peak_9125	chr2	129906714	129907218	+	217	NA	Intergenic	NA	-16211	AC079776.3								
SKNO1_1_308_R1_peak_5083	chr15	41283762	41284193	+	217	NA	promoter-TSS (OIP5-AS1)	NA	-26	OIP5-AS1								
SKNO1_1_308_R1_peak_8530	chr2	10863914	10864207	+	217	NA	Intergenic	NA	-14190	LOC101929733								
SKNO1_1_308_R1_peak_2459	chr11	9601378	9601860	+	217	NA	Intergenic	NA	27938	WEE1								
SKNO1_1_308_R1_peak_11796	chr4	6688901	6689213	+	217	NA	intron (RP11-539L10.2, intron 2 of 2)	NA	1537	RP11-539L10.2								
SKNO1_1_308_R1_peak_14230	chr7	74093907	74094450	+	217	NA	intron (LIMK1, intron 1 of 14)	NA	10401	LIMK1								
SKNO1_1_308_R1_peak_8570	chr2	24047145	24047767	+	217	NA	promoter-TSS (C2orf44)	NA	-30	C2orf44								
SKNO1_1_308_R1_peak_5187	chr15	58551148	58551878	+	217	NA	intron (LIPC, intron 7 of 9)	NA	18372	LIPC								
SKNO1_1_308_R1_peak_8383	chr19	51339983	51340349	+	217	NA	exon (VSIG10L, exon 4 of 10)	NA	1958	VSIG10L								
SKNO1_1_308_R1_peak_681	chr1	62783985	62784597	+	217	NA	promoter-TSS (ATG4C)	NA	185	ATG4C								
SKNO1_1_308_R1_peak_10648	chr22	44701798	44702181	+	217	NA	promoter-TSS (PRR5-ARHGAP8)	NA	-513	PRR5-ARHGAP8								
SKNO1_1_308_R1_peak_7281	chr18	3525794	3526360	+	217	NA	intron (DLGAP1, intron 10 of 12)	NA	59798	RP11-838N2.4								
SKNO1_1_308_R1_peak_15573	chr9	120928861	120929311	+	217	NA	promoter-TSS (TRAF1)	NA	-2191	TRAF1								
SKNO1_1_308_R1_peak_919	chr1	147084476	147084819	+	217	NA	Intergenic	NA	11422	TRNAH10								
SKNO1_1_308_R1_peak_8159	chr19	39252553	39252966	+	217	NA	Intergenic	NA	-3903	IFNL4								
SKNO1_1_308_R1_peak_2484	chr11	14435764	14436032	+	216	NA	Intergenic	NA	63997	COPB1								
SKNO1_1_308_R1_peak_12614	chr5	116075545	116075931	+	216	NA	Intergenic	NA	-9292	COMMD10								
SKNO1_1_308_R1_peak_3148	chr11	118689911	118690377	+	216	NA	intron (LOC102724266, intron 1 of 1)	NA	-10472	TREH								
