PeakID (cmd=annotatePeaks.pl D9_2_27_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
D9_2_27_R1_peak_7	chr1	42937335	42937401	+	55	NA	intron (SLC2A1, intron 2 of 9)	NA	-21681	SLC2A1-AS1								
D9_2_27_R1_peak_116	chr12	106227719	106227777	+	55	NA	Intergenic	NA	20187	CKAP4								
D9_2_27_R1_peak_79	chr11	6204860	6204936	+	55	NA	promoter-TSS (C11orf42)	NA	-670	C11orf42								
D9_2_27_R1_peak_346	chr5	119271183	119271241	+	55	NA	intron (TNFAIP8, intron 1 of 1)	NA	2520	TNFAIP8								
D9_2_27_R1_peak_147	chr14	50928493	50928551	+	55	NA	intron (PYGL, intron 4 of 19)	NA	16008	PYGL								
D9_2_27_R1_peak_53	chr1	234842066	234842165	+	55	NA	Intergenic	NA	-82065	PP2672								
D9_2_27_R1_peak_205	chr19	51764773	51764843	+	55	NA	intron (FPR2, intron 2 of 2)	NA	3608	FPR2								
D9_2_27_R1_peak_281	chr22	17107095	17107221	+	55	NA	intron (IL17RA, intron 11 of 12)	NA	14165	CECR6								
D9_2_27_R1_peak_219	chr2	68766448	68766513	+	55	NA	intron (ARHGAP25, intron 1 of 9)	NA	-8321	ARHGAP25								
D9_2_27_R1_peak_416	chr9	61857048	61857106	+	55	NA	Intergenic	NA	2993	FAM27C								
D9_2_27_R1_peak_71	chr10	119135660	119135750	+	55	NA	intron (FAM45A, intron 9 of 9)	NA	29987	SFXN4								
D9_2_27_R1_peak_344	chr5	80414257	80414335	+	55	NA	intron (ZFYVE16, intron 2 of 18)	NA	6283	ZFYVE16								
D9_2_27_R1_peak_5	chr1	39360836	39360900	+	54	NA	exon (MACF1, exon 43 of 96)	NA	-48636	KIAA0754								
D9_2_27_R1_peak_277	chr21	38310761	38310819	+	54	NA	Intergenic	NA	22550	LOC102724678								
D9_2_27_R1_peak_303	chr22_KI270733v1_random	150278	150594	+	54	NA	Intergenic	NA	9665	LOC102724621								
D9_2_27_R1_peak_220	chr2	68861513	68861571	+	54	NA	Intergenic	NA	9975	BMP10								
D9_2_27_R1_peak_229	chr2	101961474	101961578	+	54	NA	Intergenic	NA	-21939	LINC01127								
D9_2_27_R1_peak_261	chr20	31058947	31059005	+	53	NA	Intergenic	NA	-198688	DEFB115								
D9_2_27_R1_peak_307	chr22_KI270733v1_random	153723	153814	+	53	NA	Intergenic	NA	6333	LOC102724621								
D9_2_27_R1_peak_407	chr8	125434639	125434735	+	53	NA	intron (TRIB1, intron 2 of 2)	NA	2478	TRIB1								
D9_2_27_R1_peak_193	chr17	74528717	74528775	+	53	NA	intron (CD300LB, intron 1 of 3)	NA	2728	CD300LB								
D9_2_27_R1_peak_375	chr6	136774939	136774997	+	52	NA	intron (MAP3K5, intron 2 of 29)	NA	-9148	LOC101928429								
D9_2_27_R1_peak_58	chr10	20003880	20003959	+	52	NA	intron (PLXDC2, intron 2 of 12)	NA	187476	PLXDC2								
D9_2_27_R1_peak_400	chr8	61657283	61657354	+	52	NA	intron (ASPH, intron 4 of 25)	NA	32531	ASPH								
D9_2_27_R1_peak_37	chr1	143214693	143214785	+	52	NA	Intergenic	NA	89597	LOC101929814								
D9_2_27_R1_peak_167	chr15	92804087	92804152	+	51	NA	intron (LOC101926994, intron 1 of 3)	NA	6215	LOC101926994								
D9_2_27_R1_peak_216	chr2	48121026	48121090	+	51	NA	Intergenic	NA	-132569	LOC102724008								
D9_2_27_R1_peak_64	chr10	42083695	42083830	+	51	NA	Intergenic	NA	-158761	LOC101929373								
D9_2_27_R1_peak_225	chr2	74875119	74875204	+	51	NA	intron (HK2, intron 7 of 17)	NA	42506	HK2								
D9_2_27_R1_peak_352	chr5	151195832	151195918	+	50	NA	intron (CCDC69, intron 4 of 8)	NA	28218	CCDC69								
D9_2_27_R1_peak_393	chr8	16632456	16632528	+	50	NA	intron (LOC101929028, intron 2 of 2)	NA	123033	LOC101929028								
D9_2_27_R1_peak_441	chrX	65998076	65998134	+	50	NA	Intergenic	NA	-20790	MIR223								
D9_2_27_R1_peak_268	chr21	7950060	7950214	+	50	NA	Intergenic	NA	-124384	LOC102723475								
D9_2_27_R1_peak_106	chr12	8076514	8076572	+	50	NA	Intergenic	NA	-5668	NECAP1								
D9_2_27_R1_peak_203	chr19	51138726	51138786	+	49	NA	exon (SIGLEC9, exon 8 of 8)	NA	-3545	SIGLEC7								
D9_2_27_R1_peak_159	chr15	20342014	20342103	+	48	NA	Intergenic	NA	59314	CHEK2P2								
D9_2_27_R1_peak_370	chr6	111575644	111575702	+	48	NA	exon (TRAF3IP2, exon 4 of 9)	NA	-8500	TRAF3IP2								
D9_2_27_R1_peak_107	chr12	14982722	14982816	+	47	NA	TTS (PDE6H)	NA	9747	PDE6H								
D9_2_27_R1_peak_361	chr6	11525926	11526007	+	47	NA	Intergenic	NA	-12261	TMEM170B								
D9_2_27_R1_peak_265	chr20	49768364	49768499	+	47	NA	Intergenic	NA	-44420	SLC9A8								
D9_2_27_R1_peak_329	chr4	37866094	37866152	+	47	NA	Intergenic	NA	26594	PGM2								
D9_2_27_R1_peak_250	chr2	238137308	238137439	+	47	NA	Intergenic	NA	-1349	KLHL30								
D9_2_27_R1_peak_325	chr4	566661	566763	+	47	NA	Intergenic	NA	67512	PIGG								
D9_2_27_R1_peak_365	chr6	45445993	45446058	+	47	NA	intron (RUNX2, intron 3 of 5)	NA	-67974	SUPT3H								
D9_2_27_R1_peak_245	chr2	201093671	201093772	+	47	NA	Intergenic	NA	21982	NDUFB3								
D9_2_27_R1_peak_182	chr17	8954446	8954504	+	47	NA	intron (PIK3R5, intron 1 of 17)	NA	11237	PIK3R5								
D9_2_27_R1_peak_236	chr2	149152821	149152896	+	47	NA	intron (LYPD6B, intron 2 of 5)	NA	34612	LYPD6B								
D9_2_27_R1_peak_331	chr4	47174119	47174196	+	47	NA	intron (GABRB1, intron 4 of 8)	NA	142879	GABRB1								
D9_2_27_R1_peak_445	chrY	11692707	11692765	+	47	NA	Intergenic	NA	728854	GYG2P1								
D9_2_27_R1_peak_253	chr20	4090288	4090373	+	47	NA	Intergenic	NA	-29612	LOC101929155								
D9_2_27_R1_peak_244	chr2	189579742	189579803	+	47	NA	intron (SLC40A1, intron 2 of 8)	NA	1039	SLC40A1								
D9_2_27_R1_peak_353	chr5	165188990	165189054	+	47	NA	Intergenic	NA	718743	LOC102546299								
D9_2_27_R1_peak_359	chr6	2503987	2504075	+	47	NA	Intergenic	NA	131033	C6orf195								
D9_2_27_R1_peak_235	chr2	144704113	144704179	+	47	NA	intron (TEX41, intron 1 of 4)	NA	36179	TEX41								
D9_2_27_R1_peak_338	chr4	184896961	184897019	+	47	NA	intron (LINC01093, intron 1 of 1)	NA	2471	LINC01093								
D9_2_27_R1_peak_98	chr11	63689411	63689469	+	47	NA	intron (RTN3, intron 1 of 3)	NA	7990	RTN3								
D9_2_27_R1_peak_420	chr9	85537783	85537841	+	47	NA	Intergenic	NA	-1633	LOC101927603								
D9_2_27_R1_peak_152	chr14	96906043	96906109	+	47	NA	Intergenic	NA	-37503	LINC00618								
D9_2_27_R1_peak_97	chr11	59145733	59145810	+	47	NA	intron (FAM111A, intron 1 of 3)	NA	992	FAM111A								
D9_2_27_R1_peak_258	chr20	20337424	20337482	+	47	NA	intron (C20orf26, intron 24 of 25)	NA	-30668	INSM1								
D9_2_27_R1_peak_127	chr13	16144870	16144944	+	46	NA	Intergenic	NA	-2050390	FAM230C								
D9_2_27_R1_peak_323	chr3	159977499	159977557	+	46	NA	intron (IL12A-AS1, intron 9 of 9)	NA	-11308	IL12A								
D9_2_27_R1_peak_243	chr2	168585865	168585947	+	46	NA	intron (CERS6, intron 3 of 10)	NA	2917	MIR4774								
D9_2_27_R1_peak_164	chr15	58524494	58524600	+	46	NA	intron (LIPC, intron 1 of 8)	NA	3236	LOC101928668								
D9_2_27_R1_peak_43	chr1	180397356	180397414	+	46	NA	intron (ACBD6, intron 6 of 7)	NA	40959	MIR3121								
D9_2_27_R1_peak_252	chr20	1376867	1376968	+	45	NA	exon (SDCBP2-AS1, exon 3 of 3)	NA	16044	MIR6869								
D9_2_27_R1_peak_312	chr3	12459050	12459119	+	45	NA	Intergenic	NA	-25427	TSEN2								
D9_2_27_R1_peak_206	chr19	51771455	51771532	+	45	NA	TTS (FPR2)	NA	10293	FPR2								
D9_2_27_R1_peak_224	chr2	73034785	73034881	+	45	NA	intron (SFXN5, intron 3 of 13)	NA	36909	SFXN5								
D9_2_27_R1_peak_266	chr20	61329318	61329398	+	44	NA	intron (CDH4, intron 2 of 15)	NA	250294	LOC100506470								
D9_2_27_R1_peak_11	chr1	101004202	101004317	+	44	NA	intron (DPH5, intron 4 of 7)	NA	21207	DPH5								
D9_2_27_R1_peak_48	chr1	207335787	207335899	+	44	NA	intron (CD55, intron 6 of 9)	NA	14371	CD55								
D9_2_27_R1_peak_429	chrUn_GL000220v1	138299	138428	+	44	NA	Intergenic	NA	7738	LOC102723515								
D9_2_27_R1_peak_142	chr14	22213299	22213376	+	43	NA	intron (LOC101929755, intron 2 of 2)	NA	265557	LOC102724753								
D9_2_27_R1_peak_298	chr22_KI270733v1_random	146276	146454	+	43	NA	Intergenic	NA	13736	LOC102724621								
D9_2_27_R1_peak_192	chr17	64075277	64075352	+	43	NA	intron (ERN1, intron 4 of 21)	NA	-54680	ICAM2								
D9_2_27_R1_peak_173	chr16	34574002	34574061	+	43	NA	Intergenic	NA	142039	LOC102724523								
D9_2_27_R1_peak_368	chr6	106450352	106450434	+	43	NA	intron (AIM1, intron 1 of 21)	NA	51795	LOC101927405								
D9_2_27_R1_peak_406	chr8	116058365	116058485	+	43	NA	intron (LINC00536, intron 7 of 13)	NA	266634	LINC00536								
D9_2_27_R1_peak_317	chr3	48223307	48223384	+	42	NA	promoter-TSS (CAMP)	NA	-2	CAMP								
D9_2_27_R1_peak_330	chr4	40710670	40710748	+	42	NA	Intergenic	NA	-39188	NSUN7								
D9_2_27_R1_peak_380	chr7	8152706	8152775	+	42	NA	intron (ICA1, intron 8 of 13)	NA	-84305	LOC100505938								
D9_2_27_R1_peak_177	chr16	66524051	66524150	+	41	NA	intron (TK2, intron 6 of 9)	NA	26191	TK2								
D9_2_27_R1_peak_275	chr21	34835722	34835795	+	41	NA	intron (RUNX1, intron 3 of 5)	NA	-1126	LOC102724584								
D9_2_27_R1_peak_102	chr11	125514757	125514822	+	40	NA	Intergenic	NA	-19167	FEZ1								
D9_2_27_R1_peak_1	chr1	8388157	8388314	+	40	NA	intron (RERE, intron 12 of 22)	NA	-36559	LOC102724552								
D9_2_27_R1_peak_21	chr1	123755630	123755688	+	40	NA	Intergenic	NA	2236547	EMBP1								
D9_2_27_R1_peak_392	chr7	158148979	158149138	+	40	NA	intron (PTPRN2, intron 5 of 21)	NA	-187789	LOC101927962								
D9_2_27_R1_peak_297	chr22_KI270733v1_random	145903	146149	+	40	NA	Intergenic	NA	14075	LOC102724621								
D9_2_27_R1_peak_202	chr19	41409845	41409956	+	40	NA	intron (BCKDHA, intron 1 of 8)	NA	12111	BCKDHA								
D9_2_27_R1_peak_201	chr19	33186486	33186614	+	40	NA	Intergenic	NA	-8226	LRP3								
D9_2_27_R1_peak_439	chrX	49346309	49346368	+	40	NA	intron (GAGE12I, intron 4 of 4)	NA	5128	GAGE12I								
D9_2_27_R1_peak_40	chr1	152944612	152944670	+	40	NA	intron (LOC101927988, intron 1 of 1)	NA	4569	LOC101927988								
D9_2_27_R1_peak_198	chr19	7492259	7492317	+	40	NA	Intergenic	NA	-3250	PEX11G								
D9_2_27_R1_peak_140	chr13	108269629	108269721	+	39	NA	promoter-TSS (TNFSF13B)	NA	46	TNFSF13B								
D9_2_27_R1_peak_377	chr6	151498462	151498547	+	39	NA	intron (CCDC170, intron 1 of 10)	NA	4474	CCDC170								
D9_2_27_R1_peak_372	chr6	132734807	132734871	+	39	NA	promoter-TSS (VNN3)	NA	-74	VNN3								
D9_2_27_R1_peak_168	chr16	3259274	3259361	+	39	NA	Intergenic	NA	-2690	MEFV								
D9_2_27_R1_peak_165	chr15	76533568	76533629	+	39	NA	intron (SCAPER, intron 22 of 30)	NA	-53049	MIR3713								
D9_2_27_R1_peak_70	chr10	110077038	110077127	+	39	NA	promoter-TSS (ADD3)	NA	75	ADD3								
D9_2_27_R1_peak_385	chr7	118311666	118311762	+	39	NA	intron (LOC102724495, intron 1 of 2)	NA	51853	LOC102724495								
D9_2_27_R1_peak_204	chr19	51431276	51431372	+	39	NA	Intergenic	NA	-13688	SIGLEC10								
D9_2_27_R1_peak_423	chr9	114364355	114364413	+	39	NA	intron (AKNA, intron 8 of 22)	NA	23598	AKNA								
D9_2_27_R1_peak_337	chr4	184860246	184860333	+	39	NA	Intergenic	NA	-9179	MIR3945								
D9_2_27_R1_peak_176	chr16	48558435	48558500	+	39	NA	intron (N4BP1, intron 2 of 6)	NA	51742	N4BP1								
D9_2_27_R1_peak_230	chr2	101961926	101962023	+	39	NA	Intergenic	NA	-21491	LINC01127								
D9_2_27_R1_peak_286	chr22	36405847	36405937	+	39	NA	Intergenic	NA	-17874	MYH9								
D9_2_27_R1_peak_347	chr5	119655252	119655313	+	39	NA	Intergenic	NA	25723	FAM170A								
D9_2_27_R1_peak_114	chr12	98619087	98619199	+	39	NA	intron (IKBIP, intron 1 of 1)	NA	19508	SNORA53								
D9_2_27_R1_peak_333	chr4	83240644	83240702	+	39	NA	Intergenic	NA	44241	COQ2								
D9_2_27_R1_peak_101	chr11	111845698	111845820	+	39	NA	intron (ALG9, intron 8 of 14)	NA	25822	ALG9								
D9_2_27_R1_peak_49	chr1	220789903	220789992	+	38	NA	intron (MARC1, intron 1 of 6)	NA	3250	MARC1								
D9_2_27_R1_peak_57	chr10	3720649	3720754	+	38	NA	Intergenic	NA	64580	KLF6								
D9_2_27_R1_peak_13	chr1	113943216	113943310	+	38	NA	intron (HIPK1, intron 2 of 14)	NA	-14005	RP5-1073O3.7								
D9_2_27_R1_peak_294	chr22_KI270733v1_random	143930	144070	+	38	NA	Intergenic	NA	16101	LOC102724621								
D9_2_27_R1_peak_302	chr22_KI270733v1_random	149695	149816	+	38	NA	Intergenic	NA	10346	LOC102724621								
D9_2_27_R1_peak_409	chr8	129666480	129666572	+	38	NA	Intergenic	NA	120362	GSDMC								
D9_2_27_R1_peak_51	chr1	223137537	223137637	+	38	NA	intron (TLR5, intron 1 of 5)	NA	5667	TLR5								
D9_2_27_R1_peak_345	chr5	95834651	95834746	+	37	NA	Intergenic	NA	-9918	LOC102724720								
D9_2_27_R1_peak_362	chr6	16729557	16729642	+	37	NA	intron (ATXN1, intron 3 of 8)	NA	31891	ATXN1								
D9_2_27_R1_peak_424	chr9	114883852	114883930	+	37	NA	Intergenic	NA	46704	TNFSF8								
D9_2_27_R1_peak_444	chrY	10937652	10937775	+	37	NA	Intergenic	NA	1026915	TTTY23								
D9_2_27_R1_peak_390	chr7	151272096	151272202	+	37	NA	intron (SMARCD3, intron 2 of 13)	NA	4585	SMARCD3								
D9_2_27_R1_peak_217	chr2	64212457	64212517	+	37	NA	Intergenic	NA	-7002	LINC00309								
D9_2_27_R1_peak_320	chr3	58335311	58335385	+	36	NA	intron (PXK, intron 1 of 14)	NA	2458	PXK								
D9_2_27_R1_peak_321	chr3	98764489	98764567	+	36	NA	intron (ST3GAL6, intron 1 of 9)	NA	-31877	ST3GAL6-AS1								
D9_2_27_R1_peak_157	chr15	20341160	20341251	+	35	NA	Intergenic	NA	58461	CHEK2P2								
D9_2_27_R1_peak_209	chr2	8644629	8644709	+	34	NA	Intergenic	NA	37192	AC011747.7								
D9_2_27_R1_peak_30	chr1	124757672	124757734	+	34	NA	Intergenic	NA	3238591	EMBP1								
D9_2_27_R1_peak_144	chr14	31229890	31229968	+	34	NA	Intergenic	NA	-21869	HECTD1								
D9_2_27_R1_peak_382	chr7	75876602	75876661	+	34	NA	Intergenic	NA	-2368	RHBDD2								
D9_2_27_R1_peak_99	chr11	64876102	64876160	+	33	NA	intron (EHD1, intron 2 of 5)	NA	2637	EHD1								
D9_2_27_R1_peak_189	chr17	45202044	45202109	+	33	NA	Intergenic	NA	18720	LOC339192								
D9_2_27_R1_peak_355	chr5	172775639	172775743	+	32	NA	Intergenic	NA	-4491	DUSP1								
D9_2_27_R1_peak_247	chr2	218733846	218733904	+	32	NA	intron (TTLL4, intron 1 of 18)	NA	23040	TTLL4								
D9_2_27_R1_peak_332	chr4	73731028	73731114	+	32	NA	Intergenic	NA	-9435	IL8								
D9_2_27_R1_peak_318	chr3	49445953	49446016	+	32	NA	Intergenic	NA	-16660	NICN1								
D9_2_27_R1_peak_419	chr9	83933927	83933988	+	32	NA	Intergenic	NA	-12453	KIF27								
D9_2_27_R1_peak_356	chr5	175673757	175673815	+	32	NA	intron (HRH2, intron 3 of 4)	NA	15942	HRH2								
D9_2_27_R1_peak_8	chr1	51175460	51175518	+	32	NA	Intergenic	NA	-60784	RNF11								
D9_2_27_R1_peak_149	chr14	73180487	73180552	+	31	NA	intron (PSEN1, intron 5 of 11)	NA	44084	PSEN1								
D9_2_27_R1_peak_388	chr7	140314224	140314348	+	31	NA	Intergenic	NA	84264	SLC37A3								
D9_2_27_R1_peak_335	chr4	125145061	125145119	+	31	NA	Intergenic	NA	-170759	FAT4								
D9_2_27_R1_peak_45	chr1	184806577	184806635	+	31	NA	intron (FAM129A, intron 10 of 13)	NA	-51718	EDEM3								
D9_2_27_R1_peak_350	chr5	147805044	147805188	+	31	NA	Intergenic	NA	-22268	JAKMIP2								
D9_2_27_R1_peak_373	chr6	134373032	134373150	+	31	NA	Intergenic	NA	-25616	LOC102723463								
D9_2_27_R1_peak_41	chr1	153365392	153365552	+	31	NA	Intergenic	NA	7618	S100A9								
D9_2_27_R1_peak_378	chr7	6075178	6075238	+	31	NA	Intergenic	NA	-15979	EIF2AK1								
D9_2_27_R1_peak_443	chrY	7805680	7805739	+	31	NA	intron (TTTY12, intron 1 of 1)	NA	785	TTTY12								
D9_2_27_R1_peak_334	chr4	116020212	116020317	+	31	NA	Intergenic	NA	-279461	MIR1973								
D9_2_27_R1_peak_360	chr6	7698288	7698389	+	31	NA	Intergenic	NA	-28440	BMP6								
D9_2_27_R1_peak_52	chr1	230154072	230154150	+	31	NA	intron (GALNT2, intron 1 of 15)	NA	86902	GALNT2								
D9_2_27_R1_peak_108	chr12	31906808	31906871	+	30	NA	Intergenic	NA	-52642	KIAA1551								
D9_2_27_R1_peak_374	chr6	135397323	135397390	+	30	NA	intron (AHI1, intron 19 of 24)	NA	95674	AHI1								
D9_2_27_R1_peak_313	chr3	31544842	31544900	+	29	NA	intron (STT3B, intron 1 of 15)	NA	12233	STT3B								
D9_2_27_R1_peak_31	chr1	125178917	125179003	+	29	NA	Intergenic	NA	3659848	EMBP1								
D9_2_27_R1_peak_132	chr13	20221947	20222034	+	29	NA	TTS (GJB6)	NA	10405	GJB6								
D9_2_27_R1_peak_137	chr13	73039317	73039436	+	28	NA	Intergenic	NA	-20440	KLF5								
D9_2_27_R1_peak_357	chr5	175853713	175853815	+	28	NA	intron (CPLX2, intron 2 of 4)	NA	-7864	CPLX2								
D9_2_27_R1_peak_389	chr7	141889569	141889633	+	28	NA	Intergenic	NA	-29275	OR9A4								
D9_2_27_R1_peak_77	chr10	132588920	132589044	+	28	NA	intron (INPP5A, intron 1 of 15)	NA	51133	INPP5A								
D9_2_27_R1_peak_170	chr16	4016917	4016979	+	28	NA	intron (ADCY9, intron 2 of 10)	NA	-64783	LOC102724927								
D9_2_27_R1_peak_418	chr9	78104319	78104413	+	28	NA	Intergenic	NA	-72917	GNAQ								
D9_2_27_R1_peak_136	chr13	51825413	51825518	+	27	NA	intron (LINC00282, intron 3 of 4)	NA	19685	LINC00282								
D9_2_27_R1_peak_218	chr2	64273627	64273691	+	25	NA	Intergenic	NA	45205	AC074289.1								
D9_2_27_R1_peak_417	chr9	67603793	67603895	+	25	NA	Intergenic	NA	-108294	LOC102723709								
D9_2_27_R1_peak_425	chr9	126471137	126471219	+	25	NA	intron (MVB12B, intron 7 of 9)	NA	-60674	NRON								
D9_2_27_R1_peak_300	chr22_KI270733v1_random	147355	147636	+	25	NA	Intergenic	NA	12606	LOC102724621								
D9_2_27_R1_peak_181	chr17	7969585	7969678	+	25	NA	Intergenic	NA	-33039	GUCY2D								
D9_2_27_R1_peak_112	chr12	89756759	89756817	+	25	NA	Intergenic	NA	47833	LINC00936								
D9_2_27_R1_peak_153	chr14	103418586	103418674	+	25	NA	intron (MARK3, intron 2 of 16)	NA	33244	MARK3								
D9_2_27_R1_peak_111	chr12	68364883	68365055	+	25	NA	Intergenic	NA	-16322	LOC100507195								
D9_2_27_R1_peak_242	chr2	166468562	166468620	+	25	NA	intron (SCN7A, intron 6 of 25)	NA	25561	SCN7A								
D9_2_27_R1_peak_363	chr6	24952026	24952098	+	25	NA	intron (FAM65B, intron 1 of 21)	NA	-5629	FAM65B								
D9_2_27_R1_peak_47	chr1	186618610	186618743	+	24	NA	Intergenic	NA	61751	PTGS2								
D9_2_27_R1_peak_171	chr16	14927856	14927967	+	24	NA	promoter-TSS (LOC100288162)	NA	-628	LOC100288162								
D9_2_27_R1_peak_299	chr22_KI270733v1_random	146696	146960	+	24	NA	Intergenic	NA	13273	LOC102724621								
D9_2_27_R1_peak_287	chr22	45159105	45159163	+	24	NA	intron (LOC100506714, intron 1 of 2)	NA	4647	LOC100506714								
D9_2_27_R1_peak_285	chr22	29751308	29751414	+	24	NA	intron (ZMAT5, intron 1 of 5)	NA	15619	ZMAT5								
D9_2_27_R1_peak_185	chr17	22977644	22977708	+	24	NA	Intergenic	NA	-454490	LOC102723754								
D9_2_27_R1_peak_156	chr15	20340891	20341032	+	24	NA	Intergenic	NA	58217	CHEK2P2								
D9_2_27_R1_peak_130	chr13	16237732	16237881	+	23	NA	Intergenic	NA	-1957491	FAM230C								
D9_2_27_R1_peak_195	chr18	20578051	20578149	+	23	NA	Intergenic	NA	533751	ROCK1								
D9_2_27_R1_peak_65	chr10	69045673	69045734	+	23	NA	Intergenic	NA	-42369	SRGN								
D9_2_27_R1_peak_404	chr8	85974902	85974995	+	23	NA	Intergenic	NA	94674	PSKH2								
D9_2_27_R1_peak_358	chr5	177510753	177510882	+	23	NA	promoter-TSS (DOK3)	NA	-391	DOK3								
D9_2_27_R1_peak_117	chr12	111437997	111438055	+	23	NA	intron (SH2B3, intron 2 of 7)	NA	-6862	SH2B3								
D9_2_27_R1_peak_311	chr3	3578891	3578949	+	22	NA	Intergenic	NA	-220517	LRRN1								
D9_2_27_R1_peak_251	chr2	239501046	239501111	+	22	NA	Intergenic	NA	-77223	FLJ45964								
D9_2_27_R1_peak_257	chr20	19252916	19253037	+	22	NA	intron (RP5-1027G4.3, intron 6 of 7)	NA	31620	RP5-1027G4.3								
D9_2_27_R1_peak_188	chr17	26844834	26844975	+	22	NA	Intergenic	NA	449038	MIR4522								
D9_2_27_R1_peak_36	chr1	143213236	143213314	+	22	NA	Intergenic	NA	91061	LOC101929814								
D9_2_27_R1_peak_16	chr1	123027214	123027314	+	22	NA	Intergenic	NA	1508152	EMBP1								
D9_2_27_R1_peak_120	chr12	123550906	123550964	+	21	NA	Intergenic	NA	14522	MIR3908								
D9_2_27_R1_peak_339	chr5	1867296	1867396	+	19	NA	Intergenic	NA	-10778	LOC101929034								
D9_2_27_R1_peak_415	chr9	33836343	33836485	+	19	NA	intron (UBE2R2, intron 1 of 3)	NA	-16770	RP11-133O22.6								
D9_2_27_R1_peak_283	chr22	26725421	26725521	+	19	NA	Intergenic	NA	-48713	LOC102724827								
D9_2_27_R1_peak_263	chr20	47735879	47735967	+	19	NA	intron (SULF2, intron 3 of 10)	NA	49564	SULF2								
D9_2_27_R1_peak_264	chr20	48761524	48761610	+	19	NA	intron (PREX1, intron 1 of 39)	NA	66316	PREX1								
D9_2_27_R1_peak_175	chr16	46391065	46391130	+	18	NA	Intergenic	NA	178000	ANKRD26P1								
D9_2_27_R1_peak_29	chr1	124741425	124741483	+	18	NA	Intergenic	NA	3222342	EMBP1								
D9_2_27_R1_peak_259	chr20	31053618	31053733	+	17	NA	Intergenic	NA	-203989	DEFB115								
D9_2_27_R1_peak_76	chr10	132364357	132364427	+	17	NA	intron (LRRC27, intron 7 of 8)	NA	32155	LRRC27								
D9_2_27_R1_peak_434	chrX	724948	725031	+	16	NA	Intergenic	NA	100645	SHOX								
D9_2_27_R1_peak_44	chr1	182193992	182194094	+	16	NA	Intergenic	NA	120018	GS1-122H1.2								
D9_2_27_R1_peak_179	chr16	85525026	85525084	+	16	NA	intron (GSE1, intron 1 of 15)	NA	-88181	GSE1								
D9_2_27_R1_peak_110	chr12	56570291	56570382	+	16	NA	intron (RBMS2, intron 4 of 13)	NA	48379	RBMS2								
D9_2_27_R1_peak_55	chr1	244360783	244360841	+	16	NA	intron (C1orf100, intron 1 of 4)	NA	8177	C1orf100								
D9_2_27_R1_peak_431	chrUn_KI270438v1	104856	104932	+	15	NA	NA	NA	NA	NA								
D9_2_27_R1_peak_155	chr15	20340320	20340396	+	15	NA	Intergenic	NA	57614	CHEK2P2								
D9_2_27_R1_peak_131	chr13	16248702	16248762	+	14	NA	Intergenic	NA	-1946565	FAM230C								
D9_2_27_R1_peak_63	chr10	42073527	42073589	+	14	NA	Intergenic	NA	-168965	LOC101929373								
D9_2_27_R1_peak_9	chr1	59550051	59550148	+	14	NA	intron (FGGY, intron 7 of 15)	NA	183192	MIR4711								
D9_2_27_R1_peak_66	chr10	70302510	70302578	+	14	NA	intron (LRRC20, intron 2 of 2)	NA	-18850	NPFFR1								
D9_2_27_R1_peak_260	chr20	31055144	31055258	+	14	NA	Intergenic	NA	-202463	DEFB115								
D9_2_27_R1_peak_221	chr2	69927292	69927395	+	13	NA	intron (MXD1, intron 3 of 5)	NA	12302	MXD1								
D9_2_27_R1_peak_288	chr22_KI270733v1_random	135700	135766	+	13	NA	Intergenic	NA	24368	LOC102724621								
D9_2_27_R1_peak_151	chr14	74989708	74989844	+	13	NA	Intergenic	NA	-13133	EIF2B2								
