PeakID (cmd=annotatePeaks.pl SKNO1_1_231_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SKNO1_1_231_R1_peak_5093	chr19	47256730	47257374	+	289	NA	promoter-TSS (CCDC9)	NA	529	CCDC9								
SKNO1_1_231_R1_peak_1945	chr11	112321835	112322202	+	289	NA	Intergenic	NA	37085	LOC100506870								
SKNO1_1_231_R1_peak_6094	chr20	3811467	3811846	+	288	NA	exon (LOC101929125, exon 3 of 4)	NA	3162	LOC101929125								
SKNO1_1_231_R1_peak_5536	chr2	88866806	88867219	+	288	NA	intron (LOC101928457, intron 1 of 2)	NA	5785	LOC101928457								
SKNO1_1_231_R1_peak_9859	chr8	52176940	52177240	+	288	NA	intron (ST18, intron 9 of 24)	NA	-17269	LOC101929341								
SKNO1_1_231_R1_peak_6524	chr22	24305307	24305666	+	288	NA	intron (SPECC1L, intron 3 of 16)	NA	34669	SPECC1L								
SKNO1_1_231_R1_peak_245	chr1	41274811	41275148	+	288	NA	Intergenic	NA	11016	LOC102723924								
SKNO1_1_231_R1_peak_5573	chr2	101466526	101466918	+	287	NA	intron (RFX8, intron 2 of 11)	NA	7981	RFX8								
SKNO1_1_231_R1_peak_4741	chr18	77114825	77115207	+	287	NA	intron (MBP, intron 1 of 7)	NA	-97917	MBP								
SKNO1_1_231_R1_peak_10891	chrX	134719003	134719304	+	287	NA	Intergenic	NA	-60670	PLAC1								
SKNO1_1_231_R1_peak_10797	chrX	67207988	67208294	+	287	NA	Intergenic	NA	-335891	AR								
SKNO1_1_231_R1_peak_9552	chr7	82595733	82596237	+	287	NA	Intergenic	NA	-152506	CACNA2D1								
SKNO1_1_231_R1_peak_4787	chr19	3560506	3560850	+	287	NA	Intergenic	NA	-3099	MFSD12								
SKNO1_1_231_R1_peak_10749	chrX	42746673	42746974	+	287	NA	Intergenic	NA	31412	PPP1R2P9								
SKNO1_1_231_R1_peak_5420	chr2	64212288	64212586	+	287	NA	Intergenic	NA	-6952	LINC00309								
SKNO1_1_231_R1_peak_5862	chr2	189661113	189661496	+	287	NA	promoter-TSS (ASNSD1)	NA	-95	ASNSD1								
SKNO1_1_231_R1_peak_4698	chr18	56258190	56258488	+	287	NA	Intergenic	NA	-67077	FLJ45743								
SKNO1_1_231_R1_peak_7834	chr4	88858690	88859264	+	287	NA	intron (FAM13A, intron 5 of 22)	NA	90386	FAM13A								
SKNO1_1_231_R1_peak_7371	chr3	187951860	187952213	+	287	NA	Intergenic	NA	-201895	LPP								
SKNO1_1_231_R1_peak_7069	chr3	112473376	112473728	+	287	NA	intron (BTLA, intron 3 of 5)	NA	26009	BTLA								
SKNO1_1_231_R1_peak_2796	chr13	39777494	39777815	+	285	NA	intron (COG6, intron 18 of 18)	NA	-113529	MIR4305								
SKNO1_1_231_R1_peak_4238	chr17	48488736	48489088	+	285	NA	Intergenic	NA	41998	HOXB1								
SKNO1_1_231_R1_peak_2437	chr12	71440775	71441280	+	285	NA	intron (LGR5, intron 1 of 17)	NA	1257	LGR5								
SKNO1_1_231_R1_peak_2512	chr12	96073882	96074261	+	285	NA	Intergenic	NA	-30551	LTA4H								
SKNO1_1_231_R1_peak_3060	chr14	23034949	23035372	+	285	NA	promoter-TSS (PSMB5)	NA	-20	PSMB5								
SKNO1_1_231_R1_peak_6273	chr20	50691249	50691570	+	285	NA	exon (FAM65C, exon 1 of 19)	NA	328	FAM65C								
SKNO1_1_231_R1_peak_5032	chr19	41409675	41410017	+	285	NA	intron (BCKDHA, intron 1 of 8)	NA	12057	BCKDHA								
SKNO1_1_231_R1_peak_6426	chr21	36429989	36430416	+	285	NA	Intergenic	NA	44811	CHAF1B								
SKNO1_1_231_R1_peak_7508	chr4	12286325	12286713	+	285	NA	Intergenic	NA	63037	RP11-168E17.1								
SKNO1_1_231_R1_peak_10434	chr9	97876786	97877153	+	285	NA	Intergenic	NA	16783	LOC101928360								
SKNO1_1_231_R1_peak_8571	chr5	172798564	172798855	+	285	NA	Intergenic	NA	-27509	DUSP1								
SKNO1_1_231_R1_peak_559	chr1	150067110	150067490	+	285	NA	promoter-TSS (VPS45)	NA	7	VPS45								
SKNO1_1_231_R1_peak_338	chr1	66729046	66729493	+	285	NA	exon (SGIP1, exon 16 of 21)	NA	-26487	TCTEX1D1								
SKNO1_1_231_R1_peak_6911	chr3	49025479	49025869	+	285	NA	intron (IMPDH2, intron 9 of 13)	NA	3768	IMPDH2								
SKNO1_1_231_R1_peak_4612	chr18	25229071	25229433	+	285	NA	intron (ZNF521, intron 2 of 3)	NA	121741	ZNF521								
SKNO1_1_231_R1_peak_946	chr1	226181993	226182404	+	285	NA	intron (ACBD3, intron 1 of 7)	NA	4524	ACBD3								
SKNO1_1_231_R1_peak_10129	chr8	130032748	130033061	+	285	NA	Intergenic	NA	-24451	MIR5194								
SKNO1_1_231_R1_peak_9226	chr6	147166271	147166649	+	285	NA	intron (STXBP5-AS1, intron 3 of 10)	NA	-37898	STXBP5								
SKNO1_1_231_R1_peak_4680	chr18	49487146	49487656	+	285	NA	promoter-TSS (MIR1539)	NA	28	MIR1539								
SKNO1_1_231_R1_peak_5267	chr2	27954967	27955350	+	285	NA	intron (BRE, intron 3 of 12)	NA	-41209	MIR4263								
SKNO1_1_231_R1_peak_10069	chr8	119919863	119920157	+	285	NA	intron (DEPTOR, intron 1 of 6)	NA	46355	DEPTOR								
SKNO1_1_231_R1_peak_1343	chr10	72320708	72321085	+	285	NA	Intergenic	NA	34104	DNAJB12								
SKNO1_1_231_R1_peak_9950	chr8	86510512	86510860	+	284	NA	intron (RMDN1, intron 1 of 9)	NA	-1906	RMDN1								
SKNO1_1_231_R1_peak_4076	chr17	16380843	16381184	+	284	NA	promoter-TSS (UBB)	NA	-84	UBB								
SKNO1_1_231_R1_peak_9719	chr7	157525457	157525859	+	284	NA	promoter-TSS (LOC100506557)	NA	-131	LOC100506557								
SKNO1_1_231_R1_peak_2390	chr12	60144468	60144744	+	284	NA	Intergenic	NA	332512	LOC100996696								
SKNO1_1_231_R1_peak_4126	chr17	36188966	36189433	+	284	NA	Intergenic	NA	7549	CCL3L3								
SKNO1_1_231_R1_peak_10912	chrX	148310379	148310780	+	284	NA	Intergenic	NA	329250	FMR1NB								
SKNO1_1_231_R1_peak_206	chr1	34845309	34845800	+	284	NA	Intergenic	NA	14183	SMIM12								
SKNO1_1_231_R1_peak_6350	chr21	14600643	14601219	+	284	NA	intron (LOC388813, intron 5 of 6)	NA	-17529	SAMSN1								
SKNO1_1_231_R1_peak_3709	chr15	101199398	101199744	+	284	NA	intron (CHSY1, intron 2 of 2)	NA	52361	CHSY1								
SKNO1_1_231_R1_peak_4071	chr17	15444805	15445176	+	284	NA	intron (TVP23C-CDRT4, intron 4 of 5)	NA	22621	CDRT4								
SKNO1_1_231_R1_peak_1027	chr1	244319659	244319985	+	284	NA	Intergenic	NA	-32813	C1orf100								
SKNO1_1_231_R1_peak_7346	chr3	185537471	185537816	+	284	NA	intron (LIPH, intron 1 of 9)	NA	14938	LIPH								
SKNO1_1_231_R1_peak_10819	chrX	78376000	78376356	+	284	NA	Intergenic	NA	-48487	CYSLTR1								
SKNO1_1_231_R1_peak_23	chr1	3881088	3881514	+	284	NA	intron (DFFB, intron 6 of 6)	NA	18992	C1orf174								
SKNO1_1_231_R1_peak_2899	chr13	64052505	64052803	+	284	NA	Intergenic	NA	-208529	LOC102723968								
SKNO1_1_231_R1_peak_1875	chr11	85318508	85318978	+	284	NA	intron (DLG2, intron 3 of 27)	NA	-309830	TMEM126B								
SKNO1_1_231_R1_peak_4094	chr17	27602662	27603001	+	284	NA	intron (KSR1, intron 13 of 21)	NA	-28317	LGALS9								
SKNO1_1_231_R1_peak_9348	chr7	14751495	14751831	+	284	NA	intron (DGKB, intron 3 of 23)	NA	151262	DGKB								
SKNO1_1_231_R1_peak_2454	chr12	82966173	82966676	+	284	NA	intron (TMTC2, intron 6 of 11)	NA	279269	TMTC2								
SKNO1_1_231_R1_peak_1322	chr10	70302330	70302715	+	284	NA	intron (LRRC20, intron 2 of 2)	NA	-18828	NPFFR1								
SKNO1_1_231_R1_peak_6563	chr22	30279423	30279751	+	284	NA	Intergenic	NA	10040	GATSL3								
SKNO1_1_231_R1_peak_3776	chr16	23901259	23901615	+	284	NA	intron (PRKCB, intron 2 of 16)	NA	65458	PRKCB								
SKNO1_1_231_R1_peak_2607	chr12	119665647	119665955	+	283	NA	Intergenic	NA	-2063	PRKAB1								
SKNO1_1_231_R1_peak_10289	chr9	33676213	33676556	+	283	NA	promoter-TSS (PTENP1-AS)	NA	-884	PTENP1-AS								
SKNO1_1_231_R1_peak_8500	chr5	147921035	147921462	+	283	NA	Intergenic	NA	-14716	C5orf46								
SKNO1_1_231_R1_peak_1434	chr10	92697923	92698274	+	283	NA	Intergenic	NA	8174	HHEX								
SKNO1_1_231_R1_peak_10515	chr9	122446739	122447200	+	283	NA	Intergenic	NA	30957	OR1J1								
SKNO1_1_231_R1_peak_7595	chr4	52588936	52589285	+	282	NA	Intergenic	NA	70225	USP46								
SKNO1_1_231_R1_peak_8581	chr5	177429347	177429634	+	281	NA	intron (GRK6, intron 1 of 15)	NA	2804	GRK6								
SKNO1_1_231_R1_peak_9725	chr8	2182742	2183030	+	281	NA	Intergenic	NA	106297	MIR7160								
SKNO1_1_231_R1_peak_10363	chr9	79264891	79265197	+	281	NA	Intergenic	NA	-119378	RP11-165H23.1								
SKNO1_1_231_R1_peak_8591	chr5	179623588	179623949	+	281	NA	promoter-TSS (HNRNPH1)	NA	-97	HNRNPH1								
SKNO1_1_231_R1_peak_5181	chr2	7057959	7058432	+	281	NA	Intergenic	NA	19685	AC019048.1								
SKNO1_1_231_R1_peak_7078	chr3	113830573	113830898	+	281	NA	Intergenic	NA	-66736	GRAMD1C								
SKNO1_1_231_R1_peak_3980	chr16	87858147	87858588	+	281	NA	intron (SLC7A5, intron 1 of 9)	NA	2097	SLC7A5								
SKNO1_1_231_R1_peak_863	chr1	205706813	205707315	+	281	NA	Intergenic	NA	-27087	SLC45A3								
SKNO1_1_231_R1_peak_3087	chr14	36256153	36256480	+	280	NA	Intergenic	NA	-16995	LOC102723418								
SKNO1_1_231_R1_peak_7423	chr3	195856539	195856856	+	280	NA	Intergenic	NA	-2469	LOC101929697								
SKNO1_1_231_R1_peak_4995	chr19	35347615	35347978	+	280	NA	TTS (CD22)	NA	2283	MIR5196								
SKNO1_1_231_R1_peak_2863	chr13	49214853	49215457	+	280	NA	Intergenic	NA	-5183	MLNR								
SKNO1_1_231_R1_peak_2288	chr12	47207130	47207706	+	280	NA	intron (PCED1B, intron 2 of 2)	NA	9025	PCED1B-AS1								
SKNO1_1_231_R1_peak_5955	chr2	212961257	212961634	+	280	NA	Intergenic	NA	35135	MIR4776-1								
SKNO1_1_231_R1_peak_817	chr1	201015550	201015952	+	280	NA	intron (KIF21B, intron 1 of 33)	NA	7949	KIF21B								
SKNO1_1_231_R1_peak_4753	chr18	79791613	79792018	+	280	NA	Intergenic	NA	-71853	KCNG2								
SKNO1_1_231_R1_peak_6947	chr3	52720939	52721425	+	280	NA	intron (NEK4, intron 14 of 14)	NA	-15099	GLT8D1								
SKNO1_1_231_R1_peak_9215	chr6	144578981	144579295	+	279	NA	intron (UTRN, intron 50 of 73)	NA	234953	UTRN								
SKNO1_1_231_R1_peak_6635	chr22	42324469	42324880	+	279	NA	Intergenic	NA	44572	LOC102723775								
SKNO1_1_231_R1_peak_6425	chr21	36267874	36268216	+	279	NA	intron (LOC102724619, intron 2 of 2)	NA	11923	LOC102724619								
SKNO1_1_231_R1_peak_7778	chr4	81747213	81747596	+	279	NA	intron (LOC101928987, intron 4 of 4)	NA	-275476	RASGEF1B								
SKNO1_1_231_R1_peak_6457	chr21	41928691	41929014	+	279	NA	intron (C2CD2, intron 2 of 13)	NA	14129	C2CD2								
SKNO1_1_231_R1_peak_661	chr1	161044886	161045172	+	279	NA	promoter-TSS (USF1)	NA	950	USF1								
SKNO1_1_231_R1_peak_2421	chr12	67661450	67661866	+	277	NA	exon (DYRK2, exon 3 of 3)	NA	12926	DYRK2								
SKNO1_1_231_R1_peak_7398	chr3	194003108	194003900	+	277	NA	intron (RP11-699L21.1, intron 1 of 2)	NA	155	RP11-699L21.1								
SKNO1_1_231_R1_peak_2163	chr12	11746203	11746608	+	276	NA	intron (ETV6, intron 1 of 7)	NA	58889	LOC101928186								
SKNO1_1_231_R1_peak_8492	chr5	145984123	145984471	+	276	NA	intron (SH3RF2, intron 2 of 10)	NA	47727	SH3RF2								
SKNO1_1_231_R1_peak_4411	chr17	74873239	74873628	+	276	NA	promoter-TSS (FDXR)	NA	-402	FDXR								
SKNO1_1_231_R1_peak_9722	chr8	1894950	1895305	+	276	NA	intron (ARHGEF10, intron 13 of 27)	NA	43083	LOC100131395								
SKNO1_1_231_R1_peak_10206	chr8	144045830	144046129	+	276	NA	intron (SPATC1, intron 4 of 4)	NA	-1523	LOC102723931								
SKNO1_1_231_R1_peak_1509	chr10	110447013	110447342	+	276	NA	Intergenic	NA	-50690	DUSP5								
SKNO1_1_231_R1_peak_8106	chr5	50634831	50635313	+	276	NA	Intergenic	NA	-31866	PARP8								
SKNO1_1_231_R1_peak_4862	chr19	11093308	11093609	+	276	NA	intron (LDLR, intron 1 of 15)	NA	4096	LDLR								
SKNO1_1_231_R1_peak_5320	chr2	42663847	42664265	+	276	NA	intron (MTA3, intron 8 of 16)	NA	96011	MTA3								
SKNO1_1_231_R1_peak_4266	chr17	55783769	55784194	+	276	NA	intron (PCTP, intron 5 of 5)	NA	33002	PCTP								
SKNO1_1_231_R1_peak_4171	chr17	40516787	40517237	+	275	NA	Intergenic	NA	-6498	LOC101059954								
SKNO1_1_231_R1_peak_130	chr1	25998027	25998463	+	275	NA	promoter-TSS (PAFAH2)	NA	-771	PAFAH2								
SKNO1_1_231_R1_peak_2738	chr13	28611655	28611986	+	275	NA	Intergenic	NA	-47184	POMP								
SKNO1_1_231_R1_peak_7857	chr4	98706100	98706427	+	275	NA	Intergenic	NA	-47602	TSPAN5								
SKNO1_1_231_R1_peak_5160	chr19	56270628	56271120	+	275	NA	intron (LOC100506374, intron 1 of 10)	NA	-1868	LOC100506374								
SKNO1_1_231_R1_peak_519	chr1	116758095	116758386	+	275	NA	intron (CD2, intron 2 of 3)	NA	3805	CD2								
SKNO1_1_231_R1_peak_4504	chr17	80764755	80765098	+	274	NA	intron (RPTOR, intron 6 of 33)	NA	40706	RP11-28G8.1								
SKNO1_1_231_R1_peak_1381	chr10	79347976	79348305	+	274	NA	intron (PPIF, intron 1 of 5)	NA	676	PPIF								
SKNO1_1_231_R1_peak_6108	chr20	6707568	6707887	+	274	NA	Intergenic	NA	-60371	BMP2								
SKNO1_1_231_R1_peak_7748	chr4	78484528	78484889	+	274	NA	intron (FRAS1, intron 58 of 73)	NA	-66880	ANXA3								
SKNO1_1_231_R1_peak_594	chr1	154463708	154464051	+	274	NA	intron (IL6R, intron 10 of 10)	NA	38171	SHE								
SKNO1_1_231_R1_peak_173	chr1	28648640	28649127	+	274	NA	TTS (RNU11)	NA	283	RNU11								
SKNO1_1_231_R1_peak_5571	chr2	101328762	101329148	+	274	NA	Intergenic	NA	19505	MIR5696								
SKNO1_1_231_R1_peak_4185	chr17	42405944	42406295	+	273	NA	intron (PTRF, intron 1 of 1)	NA	17201	PTRF								
SKNO1_1_231_R1_peak_646	chr1	159646727	159647081	+	273	NA	Intergenic	NA	59078	APCS								
SKNO1_1_231_R1_peak_9156	chr6	137768090	137768429	+	273	NA	Intergenic	NA	94745	LOC102723649								
SKNO1_1_231_R1_peak_8088	chr5	43007519	43008140	+	273	NA	Intergenic	NA	-11050	LOC101927030								
SKNO1_1_231_R1_peak_7444	chr3	197444188	197444590	+	273	NA	Intergenic	NA	62358	LOC100129516								
SKNO1_1_231_R1_peak_10416	chr9	91424480	91424837	+	273	NA	promoter-TSS (NFIL3)	NA	-148	NFIL3								
SKNO1_1_231_R1_peak_1006	chr1	234962964	234963512	+	273	NA	Intergenic	NA	106580	LOC731656								
SKNO1_1_231_R1_peak_6318	chr20	62301882	62302244	+	273	NA	promoter-TSS (ADRM1)	NA	-833	ADRM1								
SKNO1_1_231_R1_peak_5059	chr19	44006002	44006388	+	273	NA	intron (ZNF230, intron 1 of 4)	NA	3270	ZNF230								
SKNO1_1_231_R1_peak_7895	chr4	116531993	116532332	+	272	NA	Intergenic	NA	232437	MIR1973								
SKNO1_1_231_R1_peak_5578	chr2	102418412	102418946	+	272	NA	promoter-TSS (IL18RAP)	NA	-5235	IL18RAP								
SKNO1_1_231_R1_peak_2998	chr13	106865780	106866339	+	272	NA	Intergenic	NA	212179	LINC00443								
SKNO1_1_231_R1_peak_1138	chr10	15313843	15314238	+	272	NA	intron (FAM171A1, intron 1 of 7)	NA	-48740	LOC101928655								
SKNO1_1_231_R1_peak_10127	chr8	129666267	129666701	+	272	NA	Intergenic	NA	120404	GSDMC								
SKNO1_1_231_R1_peak_508	chr1	113982599	113982895	+	272	NA	TTS (OLFML3)	NA	3356	OLFML3								
SKNO1_1_231_R1_peak_7165	chr3	138199725	138200255	+	272	NA	intron (ARMC8, intron 2 of 22)	NA	12742	ARMC8								
SKNO1_1_231_R1_peak_2306	chr12	49201391	49201725	+	272	NA	Intergenic	NA	-7365	LOC102723916								
SKNO1_1_231_R1_peak_5385	chr2	55019557	55019930	+	272	NA	intron (RTN4, intron 1 of 6)	NA	30855	RTN4								
SKNO1_1_231_R1_peak_6918	chr3	49805361	49805767	+	272	NA	TTS (MIR5193)	NA	681	MIR5193								
SKNO1_1_231_R1_peak_5670	chr2	126828562	126828892	+	272	NA	Intergenic	NA	172875	GYPC								
SKNO1_1_231_R1_peak_2101	chr12	4278667	4279011	+	272	NA	exon (CCND2, exon 3 of 4)	NA	5103	CCND2								
SKNO1_1_231_R1_peak_405	chr1	89692821	89693180	+	272	NA	intron (LRRC8C, intron 2 of 2)	NA	-50980	LOC102723361								
SKNO1_1_231_R1_peak_7912	chr4	138242360	138242672	+	272	NA	promoter-TSS (SLC7A11)	NA	-98	SLC7A11								
SKNO1_1_231_R1_peak_9427	chr7	36389425	36389894	+	272	NA	promoter-TSS (ANLN)	NA	-147	ANLN								
SKNO1_1_231_R1_peak_921	chr1	221335228	221335837	+	272	NA	intron (C1orf140, intron 1 of 1)	NA	764	C1orf140								
SKNO1_1_231_R1_peak_5723	chr2	144382991	144383327	+	272	NA	Intergenic	NA	81185	LOC102723797								
SKNO1_1_231_R1_peak_10417	chr9	92293503	92293884	+	272	NA	promoter-TSS (IARS)	NA	63	IARS								
SKNO1_1_231_R1_peak_6192	chr20	33369280	33369604	+	272	NA	intron (CDK5RAP1, intron 11 of 13)	NA	32127	CDK5RAP1								
SKNO1_1_231_R1_peak_8214	chr5	76402234	76403136	+	272	NA	promoter-TSS (IQGAP2)	NA	-38824	IQGAP2								
SKNO1_1_231_R1_peak_3234	chr14	75274906	75275331	+	272	NA	Intergenic	NA	-3660	FOS								
SKNO1_1_231_R1_peak_7250	chr3	160973019	160973402	+	272	NA	intron (PPM1L, intron 2 of 3)	NA	132162	B3GALNT1								
SKNO1_1_231_R1_peak_3855	chr16	57039128	57039484	+	272	NA	intron (NLRC5, intron 15 of 32)	NA	49749	NLRC5								
SKNO1_1_231_R1_peak_10692	chrX	13090502	13090920	+	272	NA	Intergenic	NA	-46854	FAM9C								
SKNO1_1_231_R1_peak_3839	chr16	53776104	53776500	+	272	NA	intron (FTO, intron 1 of 8)	NA	72339	FTO								
SKNO1_1_231_R1_peak_2537	chr12	103399998	103400284	+	271	NA	intron (C12orf42, intron 3 of 10)	NA	41505	C12orf42								
SKNO1_1_231_R1_peak_10023	chr8	108023661	108024063	+	271	NA	intron (RSPO2, intron 2 of 5)	NA	59780	RSPO2								
SKNO1_1_231_R1_peak_9198	chr6	142395741	142396142	+	271	NA	intron (GPR126, intron 9 of 24)	NA	94022	GPR126								
SKNO1_1_231_R1_peak_1961	chr11	116773764	116774112	+	271	NA	promoter-TSS (BUD13)	NA	-940	BUD13								
SKNO1_1_231_R1_peak_9290	chr7	1192356	1192673	+	271	NA	Intergenic	NA	31729	AC091729.9								
SKNO1_1_231_R1_peak_3235	chr14	75276979	75277382	+	271	NA	Intergenic	NA	-1598	FOS								
SKNO1_1_231_R1_peak_3505	chr15	59473300	59473626	+	270	NA	intron (FAM81A, intron 3 of 8)	NA	34439	FAM81A								
SKNO1_1_231_R1_peak_6050	chr2	237677861	237678267	+	270	NA	intron (LRRFIP1, intron 1 of 15)	NA	50455	LRRFIP1								
SKNO1_1_231_R1_peak_1504	chr10	110076753	110077276	+	270	NA	promoter-TSS (ADD3)	NA	-68633	ADD3-AS1								
SKNO1_1_231_R1_peak_7251	chr3	160981194	160981573	+	270	NA	intron (PPM1L, intron 2 of 3)	NA	123989	B3GALNT1								
SKNO1_1_231_R1_peak_5453	chr2	68762112	68762500	+	270	NA	intron (ARHGAP25, intron 1 of 9)	NA	27232	ARHGAP25								
SKNO1_1_231_R1_peak_2487	chr12	92539138	92539716	+	270	NA	Intergenic	NA	72706	LOC100507616								
SKNO1_1_231_R1_peak_5289	chr2	37084033	37084576	+	270	NA	promoter-TSS (GPATCH11)	NA	38	HEATR5B								
SKNO1_1_231_R1_peak_2720	chr13	26719516	26720092	+	270	NA	Intergenic	NA	40893	GPR12								
SKNO1_1_231_R1_peak_851	chr1	204411817	204412200	+	270	NA	promoter-TSS (PPP1R15B)	NA	-192	PPP1R15B								
SKNO1_1_231_R1_peak_5124	chr19	51246142	51246483	+	270	NA	Intergenic	NA	-4766	SIGLECL1								
SKNO1_1_231_R1_peak_7452	chr4	1082411	1082705	+	270	NA	intron (RNF212, intron 5 of 9)	NA	31236	RNF212								
SKNO1_1_231_R1_peak_4880	chr19	12914092	12914548	+	270	NA	intron (SYCE2, intron 2 of 5)	NA	4952	SYCE2								
SKNO1_1_231_R1_peak_2216	chr12	24948983	24949290	+	270	NA	exon (BCAT1, exon 1 of 10)	NA	-46061	BCAT1								
SKNO1_1_231_R1_peak_6346	chr21	14548615	14549101	+	270	NA	intron (SAMSN1, intron 2 of 8)	NA	-33344	SAMSN1-AS1								
SKNO1_1_231_R1_peak_3495	chr15	58521490	58521786	+	270	NA	exon (LOC101928668, exon 1 of 2)	NA	327	LOC101928668								
SKNO1_1_231_R1_peak_5591	chr2	105325421	105326028	+	270	NA	intron (TGFBRAP1, intron 1 of 11)	NA	3990	TGFBRAP1								
SKNO1_1_231_R1_peak_5476	chr2	71065223	71065556	+	270	NA	Intergenic	NA	-2931	NAGK								
SKNO1_1_231_R1_peak_934	chr1	224380090	224380368	+	270	NA	TTS (CNIH4)	NA	-1155	LOC101927185								
SKNO1_1_231_R1_peak_1133	chr10	14602149	14602461	+	270	NA	intron (FAM107B, intron 2 of 5)	NA	2113	FAM107B								
SKNO1_1_231_R1_peak_1146	chr10	17003017	17003451	+	270	NA	intron (CUBN, intron 28 of 66)	NA	126583	CUBN								
SKNO1_1_231_R1_peak_5628	chr2	112799232	112799655	+	270	NA	Intergenic	NA	-14049	IL1A								
SKNO1_1_231_R1_peak_8600	chr5	180802260	180802566	+	269	NA	intron (LOC102724833, intron 3 of 3)	NA	7724	MGAT1								
SKNO1_1_231_R1_peak_7416	chr3	195162181	195162529	+	269	NA	intron (XXYLT1, intron 2 of 3)	NA	14484	XXYLT1-AS2								
SKNO1_1_231_R1_peak_5126	chr19	51467985	51468246	+	269	NA	Intergenic	NA	-9661	SIGLEC8								
SKNO1_1_231_R1_peak_4042	chr17	5580381	5580762	+	268	NA	intron (NLRP1, intron 3 of 14)	NA	3941	NLRP1								
SKNO1_1_231_R1_peak_7237	chr3	156776072	156776401	+	268	NA	intron (LINC00886, intron 1 of 2)	NA	35785	PA2G4P4								
SKNO1_1_231_R1_peak_6053	chr2	237980837	237981171	+	268	NA	intron (UBE2F, intron 3 of 10)	NA	14059	UBE2F								
SKNO1_1_231_R1_peak_7996	chr5	1997731	1998043	+	268	NA	Intergenic	NA	78632	LOC101929108								
SKNO1_1_231_R1_peak_10674	chrX	5052084	5052445	+	268	NA	Intergenic	NA	-418692	RP11-707P20.1								
SKNO1_1_231_R1_peak_9019	chr6	102390425	102390793	+	268	NA	Intergenic	NA	-936314	LOC101927388								
SKNO1_1_231_R1_peak_2243	chr12	29282177	29282937	+	268	NA	intron (RP11-996F15.2, intron 5 of 6)	NA	35291	RP11-996F15.2								
SKNO1_1_231_R1_peak_7597	chr4	52728858	52729260	+	268	NA	Intergenic	NA	15810	SNORA26								
SKNO1_1_231_R1_peak_1292	chr10	61780157	61780658	+	268	NA	Intergenic	NA	117456	C10orf107								
SKNO1_1_231_R1_peak_10771	chrX	48957867	48958234	+	268	NA	promoter-TSS (OTUD5)	NA	336	OTUD5								
SKNO1_1_231_R1_peak_10890	chrX	134388784	134389130	+	268	NA	intron (PHF6, intron 3 of 9)	NA	15645	PHF6								
SKNO1_1_231_R1_peak_3830	chr16	48188519	48188957	+	268	NA	intron (ABCC11, intron 19 of 28)	NA	-41968	ABCC12								
SKNO1_1_231_R1_peak_9291	chr7	1203661	1204021	+	268	NA	Intergenic	NA	-29177	UNCX								
SKNO1_1_231_R1_peak_4777	chr19	2775617	2775950	+	268	NA	intron (SGTA, intron 1 of 11)	NA	7573	SGTA								
SKNO1_1_231_R1_peak_9366	chr7	17564718	17565046	+	268	NA	Intergenic	NA	-5973	AC017060.1								
SKNO1_1_231_R1_peak_10257	chr9	20990916	20991185	+	268	NA	intron (FOCAD, intron 42 of 43)	NA	40586	PTPLAD2								
SKNO1_1_231_R1_peak_7677	chr4	59715876	59716135	+	268	NA	Intergenic	NA	-1206618	MIR548AG1								
SKNO1_1_231_R1_peak_6400	chr21	33265619	33266034	+	268	NA	promoter-TSS (IL10RB)	NA	434	IL10RB-AS1								
SKNO1_1_231_R1_peak_1281	chr10	58577412	58577741	+	268	NA	intron (BICC1, intron 1 of 21)	NA	64432	BICC1								
SKNO1_1_231_R1_peak_4027	chr17	2392275	2392637	+	268	NA	intron (MNT, intron 4 of 5)	NA	8508	MNT								
SKNO1_1_231_R1_peak_8583	chr5	177497942	177498283	+	268	NA	promoter-TSS (PDLIM7)	NA	-512	PDLIM7								
SKNO1_1_231_R1_peak_3663	chr15	90648388	90648746	+	267	NA	intron (LOC101926895, intron 2 of 2)	NA	-11667	RP11-387D10.3								
SKNO1_1_231_R1_peak_2511	chr12	96040720	96041056	+	267	NA	intron (LTA4H, intron 1 of 17)	NA	2632	LTA4H								
SKNO1_1_231_R1_peak_3427	chr15	42471571	42471843	+	267	NA	intron (ZNF106, intron 2 of 21)	NA	19490	ZNF106								
SKNO1_1_231_R1_peak_9299	chr7	2406067	2406398	+	267	NA	intron (CHST12, intron 1 of 1)	NA	2672	CHST12								
SKNO1_1_231_R1_peak_7604	chr4	53676445	53676768	+	267	NA	Intergenic	NA	-19246	RP11-317M11.1								
SKNO1_1_231_R1_peak_885	chr1	207935080	207935549	+	267	NA	Intergenic	NA	-23976	CD34								
SKNO1_1_231_R1_peak_8942	chr6	56904680	56905001	+	267	NA	intron (DST, intron 2 of 103)	NA	43000	LOC101930010								
SKNO1_1_231_R1_peak_7361	chr3	186791287	186791580	+	267	NA	intron (RFC4, intron 8 of 10)	NA	3820	SNORA4								
SKNO1_1_231_R1_peak_6068	chr20	297067	297414	+	266	NA	promoter-TSS (ZCCHC3)	NA	-323	ZCCHC3								
