PeakID (cmd=annotatePeaks.pl M6_1_171_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
M6_1_171_R1_peak_2321	chr14	61752619	61752875	+	196	NA	Intergenic	NA	-3658	HIF1A-AS2								
M6_1_171_R1_peak_2368	chr14	74940103	74940625	+	196	NA	Intergenic	NA	15251	PGF								
M6_1_171_R1_peak_5119	chr3	18883626	18883933	+	196	NA	Intergenic	NA	-264693	KCNH8								
M6_1_171_R1_peak_1241	chr11	35932712	35932977	+	196	NA	Intergenic	NA	-11218	LDLRAD3								
M6_1_171_R1_peak_782	chr1	247548177	247548457	+	196	NA	promoter-TSS (GCSAML)	NA	-14478	OR2C3								
M6_1_171_R1_peak_7948	chrX	72527143	72527500	+	196	NA	intron (HDAC8, intron 2 of 8)	NA	45782	HDAC8								
M6_1_171_R1_peak_1499	chr11	118010951	118011323	+	196	NA	Intergenic	NA	24746	IL10RA								
M6_1_171_R1_peak_4095	chr2	72979937	72980209	+	196	NA	intron (SFXN5, intron 10 of 13)	NA	25960	LOC101927803								
M6_1_171_R1_peak_7392	chr8	63168427	63168716	+	196	NA	promoter-TSS (YTHDF3)	NA	18	YTHDF3								
M6_1_171_R1_peak_2205	chr13	110536368	110536698	+	196	NA	intron (RAB20, intron 1 of 1)	NA	25191	RAB20								
M6_1_171_R1_peak_5121	chr3	19946930	19947270	+	196	NA	promoter-TSS (RAB5A)	NA	20	RAB5A								
M6_1_171_R1_peak_1933	chr12	108734480	108734736	+	196	NA	Intergenic	NA	-3765	CORO1C								
M6_1_171_R1_peak_1311	chr11	62344284	62344591	+	196	NA	intron (ASRGL1, intron 2 of 5)	NA	6986	ASRGL1								
M6_1_171_R1_peak_4631	chr20	20691072	20691452	+	196	NA	intron (RALGAPA2, intron 1 of 39)	NA	21376	RALGAPA2								
M6_1_171_R1_peak_6139	chr5	95048702	95049057	+	196	NA	intron (MCTP1, intron 1 of 22)	NA	-113980	MCTP1								
M6_1_171_R1_peak_2355	chr14	71597965	71598250	+	196	NA	intron (SIPA1L1, intron 4 of 23)	NA	85295	SIPA1L1								
M6_1_171_R1_peak_3557	chr19	4669633	4669886	+	196	NA	intron (C19orf10, intron 1 of 5)	NA	644	C19orf10								
M6_1_171_R1_peak_7075	chr7	85573914	85574294	+	196	NA	Intergenic	NA	-452173	SEMA3D								
M6_1_171_R1_peak_3000	chr16	81752212	81752536	+	196	NA	Intergenic	NA	13300	RP11-960L18.1								
M6_1_171_R1_peak_4412	chr2	201237855	201238089	+	195	NA	intron (CASP8, intron 2 of 9)	NA	-20239	CASP8								
M6_1_171_R1_peak_5926	chr4	173909256	173909569	+	195	NA	Intergenic	NA	-16223	LOC102723577								
M6_1_171_R1_peak_760	chr1	243287700	243288066	+	195	NA	intron (SDCCAG8, intron 5 of 14)	NA	31857	SDCCAG8								
M6_1_171_R1_peak_382	chr1	150579511	150579754	+	195	NA	exon (MCL1, exon 1 of 2)	NA	106	MCL1								
M6_1_171_R1_peak_5521	chr3	172710996	172711270	+	195	NA	promoter-TSS (NCEH1)	NA	284	NCEH1								
M6_1_171_R1_peak_1055	chr10	97406162	97406428	+	195	NA	Intergenic	NA	-4925	RRP12								
M6_1_171_R1_peak_7328	chr8	38805313	38805573	+	195	NA	intron (TACC1, intron 2 of 12)	NA	77138	TACC1								
M6_1_171_R1_peak_5223	chr3	46222859	46223126	+	195	NA	Intergenic	NA	-14651	CCR1								
M6_1_171_R1_peak_3494	chr18	63889645	63889930	+	195	NA	intron (SERPINB2, intron 1 of 7)	NA	2082	SERPINB2								
M6_1_171_R1_peak_2895	chr16	31243982	31244310	+	195	NA	Intergenic	NA	-15829	ITGAM								
M6_1_171_R1_peak_4463	chr2	217248726	217249061	+	195	NA	Intergenic	NA	-374961	LOC102723329								
M6_1_171_R1_peak_3605	chr19	13103009	13103421	+	195	NA	promoter-TSS (LYL1)	NA	-1297	LYL1								
M6_1_171_R1_peak_774	chr1	246566183	246566561	+	195	NA	promoter-TSS (CNST)	NA	-61	CNST								
M6_1_171_R1_peak_5998	chr5	33241881	33242224	+	195	NA	Intergenic	NA	-198724	TARS								
M6_1_171_R1_peak_4102	chr2	74037672	74037861	+	195	NA	intron (TET3, intron 1 of 8)	NA	52682	TET3								
M6_1_171_R1_peak_3772	chr19	48321827	48322186	+	195	NA	promoter-TSS (CCDC114)	NA	-112	CCDC114								
M6_1_171_R1_peak_6811	chr6	143598463	143598777	+	195	NA	Intergenic	NA	-36569	RP11-436I24.1								
M6_1_171_R1_peak_74	chr1	25711618	25711882	+	195	NA	intron (MAN1C1, intron 1 of 9)	NA	-88426	SEPN1								
M6_1_171_R1_peak_2069	chr13	35722547	35722805	+	195	NA	Intergenic	NA	24949	LINC00445								
M6_1_171_R1_peak_2993	chr16	79451314	79451683	+	195	NA	Intergenic	NA	149227	MAF								
M6_1_171_R1_peak_4512	chr2	230439613	230439957	+	195	NA	intron (SP100, intron 2 of 14)	NA	23629	SP100								
M6_1_171_R1_peak_6565	chr6	34315804	34316084	+	195	NA	intron (NUDT3, intron 2 of 4)	NA	38353	LOC102723521								
M6_1_171_R1_peak_1554	chr11	128726806	128727048	+	195	NA	intron (FLI1, intron 1 of 9)	NA	-30904	SENCR								
M6_1_171_R1_peak_7574	chr9	2263588	2263861	+	195	NA	Intergenic	NA	105268	SMARCA2								
M6_1_171_R1_peak_6075	chr5	67215873	67216162	+	195	NA	Intergenic	NA	-24935	CD180								
M6_1_171_R1_peak_3103	chr17	14604952	14605564	+	195	NA	Intergenic	NA	301518	MGC12916								
M6_1_171_R1_peak_6045	chr5	55303350	55303623	+	195	NA	intron (DHX29, intron 1 of 26)	NA	4205	DHX29								
M6_1_171_R1_peak_3800	chr19	51224899	51225174	+	195	NA	promoter-TSS (CD33)	NA	-43	CD33								
M6_1_171_R1_peak_4675	chr20	36757756	36758046	+	195	NA	intron (DSN1, intron 7 of 9)	NA	-11763	NDRG3								
M6_1_171_R1_peak_7707	chr9	90796060	90796350	+	195	NA	Intergenic	NA	-5710	SYK								
M6_1_171_R1_peak_589	chr1	198638845	198639098	+	195	NA	promoter-TSS (PTPRC)	NA	3	PTPRC								
M6_1_171_R1_peak_377	chr1	150090189	150090462	+	195	NA	intron (VPS45, intron 8 of 13)	NA	-22619	OTUD7B								
M6_1_171_R1_peak_2532	chr15	49235539	49235824	+	195	NA	intron (GALK2, intron 3 of 9)	NA	65665	GALK2								
M6_1_171_R1_peak_6521	chr6	27178179	27178444	+	195	NA	Intergenic	NA	-1023	TRNAI20								
M6_1_171_R1_peak_4785	chr21	14675660	14676070	+	195	NA	Intergenic	NA	-32758	LOC388813								
M6_1_171_R1_peak_6864	chr6	159959046	159959432	+	195	NA	Intergenic	NA	-9860	IGF2R								
M6_1_171_R1_peak_5947	chr4	184474433	184474873	+	195	NA	promoter-TSS (IRF2)	NA	-149	LOC102723779								
M6_1_171_R1_peak_1757	chr12	53093819	53094118	+	195	NA	Intergenic	NA	-3684	IGFBP6								
M6_1_171_R1_peak_3485	chr18	62288704	62288953	+	195	NA	intron (KIAA1468, intron 26 of 28)	NA	-36459	TNFRSF11A								
M6_1_171_R1_peak_6924	chr7	20199506	20199821	+	195	NA	intron (MACC1, intron 1 of 6)	NA	17727	MACC1								
M6_1_171_R1_peak_822	chr10	11699088	11699520	+	195	NA	Intergenic	NA	-43053	ECHDC3								
M6_1_171_R1_peak_178	chr1	43853407	43853680	+	195	NA	intron (ST3GAL3, intron 4 of 4)	NA	14886	MIR6079								
M6_1_171_R1_peak_91	chr1	27137293	27137510	+	195	NA	intron (SLC9A1, intron 1 of 11)	NA	17729	SLC9A1								
M6_1_171_R1_peak_3026	chr16	88979003	88979306	+	195	NA	Intergenic	NA	-1998	CBFA2T3								
M6_1_171_R1_peak_2933	chr16	57244909	57245125	+	195	NA	promoter-TSS (ARL2BP)	NA	-109	ARL2BP								
M6_1_171_R1_peak_6675	chr6	87731884	87732182	+	195	NA	Intergenic	NA	-29766	AKIRIN2								
M6_1_171_R1_peak_3885	chr2	17804406	17804673	+	195	NA	Intergenic	NA	-11980	MSGN1								
M6_1_171_R1_peak_3901	chr2	25483629	25483926	+	195	NA	intron (DTNB, intron 9 of 18)	NA	63043	LOC101929272								
M6_1_171_R1_peak_7786	chr9	120584199	120584462	+	195	NA	Intergenic	NA	-4160	CDK5RAP2								
M6_1_171_R1_peak_1844	chr12	76156035	76156282	+	195	NA	Intergenic	NA	-81756	NAP1L1								
M6_1_171_R1_peak_6933	chr7	21355406	21355647	+	195	NA	Intergenic	NA	-72574	SP4								
M6_1_171_R1_peak_2225	chr14	20881251	20881524	+	195	NA	Intergenic	NA	-5619	LOC100507513								
M6_1_171_R1_peak_7327	chr8	38134518	38135107	+	195	NA	intron (ASH2L, intron 13 of 14)	NA	16453	STAR								
M6_1_171_R1_peak_4159	chr2	101308808	101309120	+	195	NA	promoter-TSS (MIR5696)	NA	-248	RNF149								
M6_1_171_R1_peak_3353	chr17	75571273	75571534	+	195	NA	intron (LLGL2, intron 17 of 25)	NA	-16655	MYO15B								
M6_1_171_R1_peak_2601	chr15	63906024	63906255	+	195	NA	TTS (DAPK2)	NA	-22111	RP11-111E14.1								
M6_1_171_R1_peak_102	chr1	28172717	28173043	+	195	NA	intron (PTAFR, intron 1 of 2)	NA	21056	PTAFR								
M6_1_171_R1_peak_5122	chr3	20104269	20104573	+	195	NA	intron (KAT2B, intron 5 of 9)	NA	-33153	MIR3135A								
M6_1_171_R1_peak_6324	chr5	158373670	158373972	+	195	NA	intron (LOC101927697, intron 1 of 6)	NA	35952	LOC101927697								
M6_1_171_R1_peak_4198	chr2	111642950	111643218	+	195	NA	Intergenic	NA	-28497	LOC101927306								
M6_1_171_R1_peak_2388	chr14	77028711	77028961	+	195	NA	promoter-TSS (IRF2BPL)	NA	-137	IRF2BPL								
M6_1_171_R1_peak_6329	chr5	159362144	159362623	+	193	NA	exon (AC008697.1, exon 5 of 5)	NA	30865	AC008697.1								
M6_1_171_R1_peak_6454	chr6	13253401	13253647	+	193	NA	intron (PHACTR1, intron 10 of 14)	NA	42062	RP1-257A7.4								
M6_1_171_R1_peak_1538	chr11	126345954	126346242	+	192	NA	TTS (DCPS)	NA	9489	ST3GAL4-AS1								
M6_1_171_R1_peak_5629	chr4	8198939	8199356	+	191	NA	promoter-TSS (SH3TC1)	NA	-224	SH3TC1								
M6_1_171_R1_peak_1965	chr12	117063147	117063627	+	191	NA	intron (TESC, intron 2 of 7)	NA	36059	TESC								
M6_1_171_R1_peak_4492	chr2	224638283	224638556	+	191	NA	Intergenic	NA	-53022	CUL3								
M6_1_171_R1_peak_838	chr10	14659749	14660014	+	191	NA	intron (FAM107B, intron 2 of 5)	NA	-87692	FAM107B								
M6_1_171_R1_peak_1595	chr12	6723862	6724149	+	191	NA	promoter-TSS (COPS7A)	NA	-278	COPS7A								
M6_1_171_R1_peak_961	chr10	70493368	70493647	+	191	NA	intron (PALD1, intron 1 of 19)	NA	14699	PALD1								
M6_1_171_R1_peak_3446	chr18	35464804	35465307	+	191	NA	intron (INO80C, intron 4 of 4)	NA	32589	INO80C								
M6_1_171_R1_peak_4716	chr20	46005262	46005509	+	190	NA	Intergenic	NA	-3523	MMP9								
M6_1_171_R1_peak_1367	chr11	71993656	71993881	+	190	NA	intron (RNF121, intron 6 of 7)	NA	-5849	IL18BP								
M6_1_171_R1_peak_3703	chr19	39738940	39739206	+	190	NA	Intergenic	NA	-1044	CLC								
M6_1_171_R1_peak_6179	chr5	112923617	112923847	+	190	NA	Intergenic	NA	-1398	REEP5								
M6_1_171_R1_peak_6370	chr5	176909024	176909288	+	190	NA	intron (UIMC1, intron 11 of 14)	NA	-9824	HK3								
M6_1_171_R1_peak_6712	chr6	108565163	108565512	+	190	NA	intron (FOXO3, intron 2 of 3)	NA	-90993	FOXO3								
M6_1_171_R1_peak_55	chr1	22019011	22019459	+	189	NA	Intergenic	NA	-6269	LINC00339								
M6_1_171_R1_peak_495	chr1	169604800	169605174	+	189	NA	intron (SELP, intron 9 of 16)	NA	-18456	F5								
M6_1_171_R1_peak_2487	chr15	34337855	34338102	+	188	NA	promoter-TSS (SLC12A6)	NA	-1134	SLC12A6								
M6_1_171_R1_peak_737	chr1	234876359	234876647	+	187	NA	Intergenic	NA	-116453	PP2672								
M6_1_171_R1_peak_4296	chr2	159817308	159817626	+	187	NA	intron (LY75, intron 29 of 34)	NA	-19212	CD302								
M6_1_171_R1_peak_2520	chr15	45279055	45279337	+	187	NA	Intergenic	NA	-23829	LOC101928414								
M6_1_171_R1_peak_6964	chr7	29319999	29320272	+	185	NA	intron (CHN2, intron 1 of 12)	NA	-111165	LOC102724484								
M6_1_171_R1_peak_6614	chr6	42928751	42929122	+	185	NA	promoter-TSS (CNPY3)	NA	-191	CNPY3								
M6_1_171_R1_peak_6735	chr6	116629518	116629808	+	184	NA	exon (RSPH4A, exon 4 of 6)	NA	13184	RSPH4A								
M6_1_171_R1_peak_4	chr1	2290738	2291068	+	184	NA	intron (SKI, intron 1 of 6)	NA	61758	LOC100129534								
M6_1_171_R1_peak_6612	chr6	42745989	42746324	+	184	NA	promoter-TSS (TBCC)	NA	-10	TBCC								
M6_1_171_R1_peak_6473	chr6	15287670	15287976	+	184	NA	intron (JARID2, intron 1 of 16)	NA	38948	JARID2								
M6_1_171_R1_peak_3822	chr19	54875550	54875792	+	184	NA	intron (FCAR, intron 2 of 4)	NA	1578	FCAR								
M6_1_171_R1_peak_7983	chrX	136759993	136760274	+	184	NA	intron (ARHGEF6, intron 2 of 19)	NA	21211	ARHGEF6								
M6_1_171_R1_peak_2633	chr15	68818977	68819245	+	184	NA	intron (ANP32A, intron 1 of 6)	NA	1811	ANP32A								
M6_1_171_R1_peak_2314	chr14	59398885	59399183	+	184	NA	Intergenic	NA	66307	GPR135								
M6_1_171_R1_peak_6844	chr6	154355036	154355377	+	184	NA	intron (IPCEF1, intron 1 of 11)	NA	1560	IPCEF1								
M6_1_171_R1_peak_5615	chr4	2812095	2812375	+	184	NA	promoter-TSS (SH3BP2)	NA	-6579	SH3BP2								
M6_1_171_R1_peak_3202	chr17	39325923	39326208	+	184	NA	intron (FBXL20, intron 2 of 14)	NA	75591	FBXL20								
M6_1_171_R1_peak_4861	chr21	39016942	39017290	+	184	NA	Intergenic	NA	-5857	LOC102724740								
M6_1_171_R1_peak_2637	chr15	69666916	69667202	+	184	NA	Intergenic	NA	105339	RP11-279F6.1								
M6_1_171_R1_peak_1407	chr11	76339350	76339636	+	184	NA	Intergenic	NA	41343	PRKRIR								
M6_1_171_R1_peak_3070	chr17	7014492	7014773	+	184	NA	promoter-TSS (C17orf49)	NA	-105	C17orf49								
M6_1_171_R1_peak_56	chr1	22039914	22040169	+	184	NA	Intergenic	NA	-12586	CDC42								
M6_1_171_R1_peak_380	chr1	150363364	150363691	+	184	NA	promoter-TSS (RPRD2)	NA	-621	RPRD2								
M6_1_171_R1_peak_830	chr10	13117842	13118180	+	184	NA	intron (OPTN, intron 5 of 13)	NA	17936	OPTN								
M6_1_171_R1_peak_5461	chr3	150635527	150635793	+	184	NA	Intergenic	NA	32381	SELT								
M6_1_171_R1_peak_1694	chr12	31687178	31687462	+	184	NA	intron (AMN1, intron 7 of 8)	NA	15451	AMN1								
M6_1_171_R1_peak_4767	chr20	60046090	60046424	+	184	NA	Intergenic	NA	-9668	C20orf197								
M6_1_171_R1_peak_717	chr1	230150286	230150546	+	184	NA	intron (GALNT2, intron 1 of 15)	NA	83207	GALNT2								
M6_1_171_R1_peak_2036	chr13	28423096	28423420	+	184	NA	intron (FLT1, intron 10 of 14)	NA	71870	FLT1								
M6_1_171_R1_peak_7961	chrX	103687036	103687271	+	184	NA	promoter-TSS (MORF4L2)	NA	-131	MORF4L2-AS1								
M6_1_171_R1_peak_3144	chr17	28567639	28567904	+	184	NA	intron (PIGS, intron 3 of 11)	NA	4098	PIGS								
M6_1_171_R1_peak_728	chr1	234213847	234214115	+	184	NA	promoter-TSS (SLC35F3)	NA	59034	LOC102724100								
M6_1_171_R1_peak_2983	chr16	73154075	73154497	+	184	NA	Intergenic	NA	-9839	C16orf47								
M6_1_171_R1_peak_1213	chr11	18322057	18322512	+	184	NA	promoter-TSS (HPS5)	NA	-110	HPS5								
M6_1_171_R1_peak_6116	chr5	80186667	80186934	+	184	NA	intron (SERINC5, intron 2 of 12)	NA	11869	SERINC5								
M6_1_171_R1_peak_2857	chr16	25060984	25061247	+	184	NA	Intergenic	NA	-5923	LOC283887								
M6_1_171_R1_peak_4104	chr2	74181774	74182046	+	184	NA	Intergenic	NA	-3042	MOB1A								
M6_1_171_R1_peak_4129	chr2	88866868	88867118	+	184	NA	intron (LOC101928457, intron 1 of 2)	NA	5766	LOC101928457								
M6_1_171_R1_peak_1484	chr11	112200256	112200559	+	184	NA	intron (BCO2, intron 6 of 11)	NA	24041	BCO2								
M6_1_171_R1_peak_6170	chr5	108858992	108859332	+	184	NA	intron (FER, intron 4 of 18)	NA	111614	FER								
M6_1_171_R1_peak_1910	chr12	104478415	104478745	+	184	NA	intron (CHST11, intron 1 of 2)	NA	21666	CHST11								
M6_1_171_R1_peak_7656	chr9	72464818	72465023	+	184	NA	Intergenic	NA	62971	LOC101927234								
M6_1_171_R1_peak_261	chr1	79737246	79737529	+	184	NA	Intergenic	NA	-730577	ELTD1								
M6_1_171_R1_peak_6923	chr7	20114496	20114767	+	184	NA	intron (AC005062.2, intron 1 of 5)	NA	25795	AC005062.2								
M6_1_171_R1_peak_481	chr1	165857018	165857321	+	184	NA	intron (UCK2, intron 1 of 6)	NA	29674	UCK2								
M6_1_171_R1_peak_1967	chr12	118064766	118065013	+	184	NA	TTS (VSIG10)	NA	-3678	WSB2								
M6_1_171_R1_peak_585	chr1	198132154	198132416	+	184	NA	Intergenic	NA	-24693	NEK7								
M6_1_171_R1_peak_5251	chr3	52253229	52253526	+	183	NA	Intergenic	NA	7584	PPM1M								
M6_1_171_R1_peak_3671	chr19	33260900	33261156	+	183	NA	Intergenic	NA	-35178	SLC7A10								
M6_1_171_R1_peak_1096	chr10	110503036	110503290	+	183	NA	intron (DUSP5, intron 2 of 3)	NA	5296	DUSP5								
M6_1_171_R1_peak_1053	chr10	97365688	97366043	+	183	NA	intron (RRP12, intron 29 of 33)	NA	-31164	FRAT2								
M6_1_171_R1_peak_1383	chr11	73154224	73154463	+	182	NA	Intergenic	NA	-12245	FCHSD2								
M6_1_171_R1_peak_2433	chr14	92846518	92846848	+	182	NA	Intergenic	NA	52452	GOLGA5								
M6_1_171_R1_peak_629	chr1	206580091	206580334	+	182	NA	intron (RASSF5, intron 1 of 4)	NA	32339	EIF2D								
M6_1_171_R1_peak_3480	chr18	59877403	59877614	+	182	NA	Intergenic	NA	-22452	PMAIP1								
M6_1_171_R1_peak_4112	chr2	84888887	84889155	+	182	NA	Intergenic	NA	-7776	TRABD2A								
M6_1_171_R1_peak_2499	chr15	40847380	40847622	+	182	NA	intron (SPINT1, intron 2 of 10)	NA	-3307	LOC102724362								
M6_1_171_R1_peak_2017	chr13	19586991	19587273	+	182	NA	Intergenic	NA	-46515	MPHOSPH8								
M6_1_171_R1_peak_4657	chr20	32387363	32387646	+	182	NA	intron (ASXL1, intron 4 of 11)	NA	29160	ASXL1								
M6_1_171_R1_peak_739	chr1	234963138	234963643	+	182	NA	Intergenic	NA	106428	LOC731656								
M6_1_171_R1_peak_2692	chr15	79982105	79982414	+	182	NA	Intergenic	NA	-10958	BCL2A1								
M6_1_171_R1_peak_1902	chr12	101941673	101941966	+	182	NA	Intergenic	NA	64377	DRAM1								
M6_1_171_R1_peak_489	chr1	168504034	168504297	+	182	NA	Intergenic	NA	-8521	RP5-968D22.3								
M6_1_171_R1_peak_7034	chr7	66740530	66740742	+	182	NA	promoter-TSS (RABGEF1)	NA	-15246	RABGEF1								
M6_1_171_R1_peak_486	chr1	167601442	167601731	+	182	NA	Intergenic	NA	-28653	RCSD1								
M6_1_171_R1_peak_3277	chr17	57868018	57868286	+	182	NA	exon (CUEDC1, exon 8 of 11)	NA	-18080	MRPS23								
M6_1_171_R1_peak_4407	chr2	200316215	200316427	+	182	NA	intron (SPATS2L, intron 1 of 12)	NA	10059	SPATS2L								
M6_1_171_R1_peak_2111	chr13	48579224	48579568	+	182	NA	intron (LINC00462, intron 1 of 2)	NA	1505	LINC00462								
M6_1_171_R1_peak_1502	chr11	118186809	118187129	+	182	NA	Intergenic	NA	-10347	SCN2B								
M6_1_171_R1_peak_2712	chr15	84598258	84598626	+	182	NA	Intergenic	NA	-2577	ZSCAN2								
M6_1_171_R1_peak_7147	chr7	117792156	117792571	+	182	NA	exon (CTTNBP2, exon 4 of 23)	NA	79628	CTTNBP2								
M6_1_171_R1_peak_6504	chr6	24858278	24858502	+	182	NA	intron (FAM65B, intron 8 of 13)	NA	52780	FAM65B								
M6_1_171_R1_peak_2161	chr13	80454271	80454572	+	182	NA	Intergenic	NA	-113453	SPRY2								
M6_1_171_R1_peak_4157	chr2	101114790	101115078	+	182	NA	intron (TBC1D8, intron 1 of 19)	NA	-4952	TBC1D8								
M6_1_171_R1_peak_5405	chr3	125633002	125633339	+	182	NA	Intergenic	NA	-37633	OSBPL11								
M6_1_171_R1_peak_6069	chr5	62578592	62578838	+	182	NA	promoter-TSS (LRRC70)	NA	-20	IPO11-LRRC70								
M6_1_171_R1_peak_4708	chr20	44885551	44885812	+	182	NA	promoter-TSS (YWHAB)	NA	82	YWHAB								
M6_1_171_R1_peak_965	chr10	71638050	71638306	+	182	NA	intron (CDH23, intron 12 of 70)	NA	-40524	LOC101929085								
M6_1_171_R1_peak_1112	chr10	119784717	119784997	+	182	NA	intron (INPP5F, intron 3 of 18)	NA	58810	INPP5F								
M6_1_171_R1_peak_2067	chr13	35356647	35356926	+	182	NA	intron (NBEA, intron 38 of 57)	NA	119909	MAB21L1								
M6_1_171_R1_peak_2731	chr15	90059553	90059918	+	182	NA	intron (ZNF710, intron 1 of 3)	NA	14502	ZNF710								
M6_1_171_R1_peak_7563	chr8	144012029	144012346	+	182	NA	promoter-TSS (SPATC1)	NA	-227	SPATC1								
M6_1_171_R1_peak_2547	chr15	51731866	51732198	+	182	NA	intron (LYSMD2, intron 1 of 2)	NA	19421	LYSMD2								
M6_1_171_R1_peak_1944	chr12	110450216	110450531	+	182	NA	promoter-TSS (ARPC3)	NA	38	ARPC3								
M6_1_171_R1_peak_1868	chr12	89927168	89927401	+	182	NA	Intergenic	NA	218329	LINC00936								
M6_1_171_R1_peak_2927	chr16	55509936	55510711	+	182	NA	intron (LPCAT2, intron 1 of 8)	NA	1322	LPCAT2								
M6_1_171_R1_peak_4141	chr2	98088413	98088643	+	182	NA	intron (VWA3B, intron 1 of 21)	NA	-92602	TMEM131								
M6_1_171_R1_peak_7401	chr8	66113275	66113553	+	182	NA	promoter-TSS (TRNAY6)	NA	47	TRNAY15								
M6_1_171_R1_peak_4885	chr21	46606116	46606360	+	182	NA	Intergenic	NA	-1116	S100B								
M6_1_171_R1_peak_4493	chr2	224894374	224894708	+	182	NA	intron (DOCK10, intron 4 of 56)	NA	115996	MIR4439								
M6_1_171_R1_peak_6966	chr7	29343428	29343661	+	182	NA	intron (CHN2, intron 1 of 12)	NA	-134574	LOC102724484								
M6_1_171_R1_peak_2294	chr14	51240015	51240277	+	182	NA	promoter-TSS (TMX1)	NA	-22	TMX1								
M6_1_171_R1_peak_5962	chr5	10353054	10353289	+	182	NA	promoter-TSS (LOC101929977)	NA	-468	MARCH6								
M6_1_171_R1_peak_57	chr1	22052510	22052748	+	182	NA	promoter-TSS (CDC42)	NA	2	CDC42								
M6_1_171_R1_peak_6721	chr6	109873096	109873352	+	182	NA	Intergenic	NA	-105032	GPR6								
M6_1_171_R1_peak_7348	chr8	42898352	42898681	+	182	NA	intron (HOOK3, intron 1 of 21)	NA	1626	HOOK3								
M6_1_171_R1_peak_2002	chr12	124391267	124391600	+	182	NA	intron (NCOR2, intron 18 of 47)	NA	-54196	MIR6880								
M6_1_171_R1_peak_5380	chr3	119894210	119894477	+	182	NA	intron (GSK3B, intron 7 of 10)	NA	111633	NR1I2								
M6_1_171_R1_peak_381	chr1	150365415	150365633	+	182	NA	intron (RPRD2, intron 1 of 10)	NA	1376	RPRD2								
M6_1_171_R1_peak_4167	chr2	102082817	102083097	+	182	NA	intron (IL1R1, intron 1 of 11)	NA	12581	IL1R1								
M6_1_171_R1_peak_157	chr1	40064870	40065422	+	182	NA	intron (CAP1, intron 6 of 12)	NA	24563	CAP1								
M6_1_171_R1_peak_108	chr1	28926963	28927456	+	182	NA	intron (EPB41, intron 1 of 19)	NA	12635	EPB41								
M6_1_171_R1_peak_7254	chr8	18847015	18847248	+	182	NA	intron (PSD3, intron 4 of 9)	NA	-38236	PSD3								
M6_1_171_R1_peak_5230	chr3	48247464	48247892	+	182	NA	intron (ZNF589, intron 2 of 3)	NA	6572	ZNF589								
M6_1_171_R1_peak_7055	chr7	76358230	76358466	+	182	NA	intron (YWHAG, intron 1 of 1)	NA	677	YWHAG								
M6_1_171_R1_peak_4514	chr2	230564815	230565175	+	182	NA	Intergenic	NA	-51880	LOC101928816								
M6_1_171_R1_peak_2743	chr15	90780955	90781234	+	182	NA	intron (BLM, intron 12 of 21)	NA	18730	BLM								
M6_1_171_R1_peak_4971	chr22	31750009	31750278	+	182	NA	promoter-TSS (PRR14L)	NA	-178	PRR14L								
M6_1_171_R1_peak_4679	chr20	37005536	37005858	+	182	NA	intron (RBL1, intron 20 of 21)	NA	-53921	SAMHD1								
M6_1_171_R1_peak_4976	chr22	35399835	35400070	+	182	NA	promoter-TSS (MCM5)	NA	-171	MCM5								
M6_1_171_R1_peak_7220	chr7	156832555	156832835	+	182	NA	intron (LMBR1, intron 3 of 16)	NA	60488	LMBR1								
M6_1_171_R1_peak_4990	chr22	37242524	37242860	+	182	NA	intron (RAC2, intron 1 of 5)	NA	1607	RAC2								
M6_1_171_R1_peak_171	chr1	41751236	41751585	+	182	NA	intron (HIVEP3, intron 1 of 8)	NA	167415	HIVEP3								
M6_1_171_R1_peak_7140	chr7	115023333	115023554	+	182	NA	Intergenic	NA	-95295	LOC102724386								
M6_1_171_R1_peak_6371	chr5	177300342	177300662	+	182	NA	TTS (NSD1)	NA	3242	RAB24								
M6_1_171_R1_peak_7723	chr9	93119907	93120221	+	182	NA	Intergenic	NA	14224	NINJ1								
M6_1_171_R1_peak_1578	chr12	3728750	3729035	+	182	NA	intron (LOC102723813, intron 3 of 4)	NA	24308	EFCAB4B								
M6_1_171_R1_peak_308	chr1	108570218	108570464	+	182	NA	intron (FAM102B, intron 1 of 10)	NA	9992	FAM102B								
M6_1_171_R1_peak_6661	chr6	74925745	74926077	+	182	NA	Intergenic	NA	280140	COL12A1								
M6_1_171_R1_peak_1950	chr12	111775568	111775875	+	182	NA	intron (ALDH2, intron 1 of 12)	NA	8834	ALDH2								
M6_1_171_R1_peak_2582	chr15	59300405	59300689	+	182	NA	intron (MYO1E, intron 1 of 27)	NA	72325	MYO1E								
M6_1_171_R1_peak_5289	chr3	69764222	69764472	+	182	NA	intron (MITF, intron 1 of 9)	NA	536	MITF								
M6_1_171_R1_peak_1684	chr12	26997634	26997948	+	182	NA	intron (TM7SF3, intron 3 of 9)	NA	16636	TM7SF3								
M6_1_171_R1_peak_6618	chr6	43310614	43310876	+	182	NA	Intergenic	NA	-1478	CRIP3								
