PeakID (cmd=annotatePeaks.pl M6_1_127_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
M6_1_127_R1_peak_7434	chr9	132240944	132241609	+	287	NA	intron (NTNG2, intron 10 of 10)	NA	79167	NTNG2								
M6_1_127_R1_peak_6185	chr5	178153835	178154199	+	287	NA	promoter-TSS (NHP2)	NA	-57	NHP2								
M6_1_127_R1_peak_346	chr1	53326102	53326557	+	287	NA	intron (LRP8, intron 2 of 16)	NA	1730	LRP8								
M6_1_127_R1_peak_3125	chr17	44968241	44968751	+	287	NA	promoter-TSS (C1QL1)	NA	-220	C1QL1								
M6_1_127_R1_peak_5583	chr3	133573253	133573940	+	287	NA	promoter-TSS (CDV3)	NA	-350	CDV3								
M6_1_127_R1_peak_6801	chr7	100538728	100539304	+	287	NA	promoter-TSS (AGFG2)	NA	-209	AGFG2								
M6_1_127_R1_peak_2667	chr16	53502808	53503651	+	287	NA	promoter-TSS (AKTIP)	NA	-440	AKTIP								
M6_1_127_R1_peak_4189	chr19	49589887	49590565	+	287	NA	intron (PRRG2, intron 6 of 6)	NA	-1429	PRR12								
M6_1_127_R1_peak_3827	chr19	17947662	17948269	+	287	NA	Intergenic	NA	14950	CCDC124								
M6_1_127_R1_peak_1732	chr12	109713504	109714000	+	287	NA	promoter-TSS (FAM222A)	NA	-630	FAM222A								
M6_1_127_R1_peak_5697	chr4	781796	782271	+	287	NA	promoter-TSS (LOC100129917)	NA	-185	LOC100129917								
M6_1_127_R1_peak_5628	chr3	160565373	160565817	+	287	NA	promoter-TSS (KPNA4)	NA	-7	KPNA4								
M6_1_127_R1_peak_238	chr1	33180560	33181261	+	287	NA	intron (TRIM62, intron 1 of 2)	NA	1154	TRIM62								
M6_1_127_R1_peak_7340	chr9	114398276	114398757	+	287	NA	promoter-TSS (AKNA)	NA	-52	AKNA								
M6_1_127_R1_peak_3494	chr19	1507667	1508103	+	287	NA	intron (ADAMTSL5, intron 8 of 12)	NA	5304	ADAMTSL5								
M6_1_127_R1_peak_5365	chr3	27484278	27484768	+	287	NA	promoter-TSS (SLC4A7)	NA	-103	SLC4A7								
M6_1_127_R1_peak_842	chr10	68527367	68527753	+	287	NA	promoter-TSS (SLC25A16)	NA	-37	SLC25A16								
M6_1_127_R1_peak_1731	chr12	109573392	109573883	+	287	NA	promoter-TSS (MMAB)	NA	-58	MVK								
M6_1_127_R1_peak_5480	chr3	52278319	52278859	+	287	NA	promoter-TSS (WDR82)	NA	54	WDR82								
M6_1_127_R1_peak_5058	chr21	42496222	42496752	+	287	NA	promoter-TSS (RSPH1)	NA	-133	RSPH1								
M6_1_127_R1_peak_2754	chr16	75517201	75517647	+	287	NA	Intergenic	NA	17746	CHST5								
M6_1_127_R1_peak_3511	chr19	2041978	2042495	+	287	NA	intron (MKNK2, intron 10 of 13)	NA	9008	MKNK2								
M6_1_127_R1_peak_7155	chr8	144373694	144374231	+	287	NA	promoter-TSS (ADCK5)	NA	-66	ADCK5								
M6_1_127_R1_peak_2068	chr14	64540185	64540835	+	287	NA	promoter-TSS (HSPA2)	NA	42	HSPA2								
M6_1_127_R1_peak_7215	chr9	34458424	34458818	+	287	NA	promoter-TSS (FAM219A)	NA	-131	DNAI1								
M6_1_127_R1_peak_2506	chr16	3400909	3401471	+	287	NA	promoter-TSS (ZSCAN32)	NA	0	ZNF174								
M6_1_127_R1_peak_2864	chr17	3892936	3893505	+	287	NA	promoter-TSS (CAMKK1)	NA	1022	CAMKK1								
M6_1_127_R1_peak_6361	chr6	34527027	34527388	+	287	NA	intron (PACSIN1, intron 2 of 9)	NA	12335	PACSIN1								
M6_1_127_R1_peak_6319	chr6	31729988	31730461	+	287	NA	promoter-TSS (DDAH2)	NA	-410	DDAH2								
M6_1_127_R1_peak_3107	chr17	44006827	44007164	+	287	NA	intron (NAGS, intron 4 of 6)	NA	2331	NAGS								
M6_1_127_R1_peak_591	chr1	179025632	179026022	+	287	NA	promoter-TSS (FAM20B)	NA	-112	FAM20B								
M6_1_127_R1_peak_348	chr1	53889648	53890037	+	287	NA	promoter-TSS (YIPF1)	NA	-43	YIPF1								
M6_1_127_R1_peak_703	chr1	228173953	228174257	+	287	NA	intron (IBA57, intron 1 of 2)	NA	8291	IBA57								
M6_1_127_R1_peak_1570	chr12	49264837	49265255	+	287	NA	promoter-TSS (TUBA1C)	NA	-36	TUBA1C								
M6_1_127_R1_peak_962	chr10	104268918	104269328	+	287	NA	promoter-TSS (GSTO2)	NA	250	GSTO2								
M6_1_127_R1_peak_1811	chr12	123712119	123712508	+	287	NA	promoter-TSS (ATP6V0A2)	NA	-90	ATP6V0A2								
M6_1_127_R1_peak_4745	chr2	233854464	233854836	+	286	NA	promoter-TSS (HJURP)	NA	-84	HJURP								
M6_1_127_R1_peak_4520	chr2	84905458	84905865	+	286	NA	promoter-TSS (TMSB10)	NA	22	TMSB10								
M6_1_127_R1_peak_7145	chr8	144094767	144095148	+	286	NA	promoter-TSS (CYC1)	NA	-78	CYC1								
M6_1_127_R1_peak_7150	chr8	144291262	144291678	+	286	NA	promoter-TSS (HSF1)	NA	-32	BOP1								
M6_1_127_R1_peak_1653	chr12	57771784	57772316	+	286	NA	promoter-TSS (METTL21B)	NA	55	METTL1								
M6_1_127_R1_peak_3681	chr19	10835437	10836404	+	286	NA	promoter-TSS (TMED1)	NA	-180	TMED1								
M6_1_127_R1_peak_5782	chr4	52862097	52862393	+	286	NA	promoter-TSS (RASL11B)	NA	-83	RASL11B								
M6_1_127_R1_peak_4089	chr19	45670818	45671204	+	286	NA	intron (GIPR, intron 3 of 13)	NA	2767	GIPR								
M6_1_127_R1_peak_7512	chrX	1591355	1591730	+	286	NA	promoter-TSS (AKAP17A)	NA	-51	AKAP17A								
M6_1_127_R1_peak_3540	chr19	3284842	3286117	+	286	NA	intron (CELF5, intron 9 of 11)	NA	14128	CELF5								
M6_1_127_R1_peak_4426	chr2	42361408	42361764	+	286	NA	promoter-TSS (COX7A2L)	NA	-370	COX7A2L								
M6_1_127_R1_peak_6522	chr6	137866877	137867285	+	286	NA	promoter-TSS (TNFAIP3)	NA	1152	RP11-356I2.4								
M6_1_127_R1_peak_641	chr1	204411764	204412163	+	286	NA	promoter-TSS (PPP1R15B)	NA	-147	PPP1R15B								
M6_1_127_R1_peak_2228	chr15	40755153	40755589	+	286	NA	promoter-TSS (RMDN3)	NA	-111	RMDN3								
M6_1_127_R1_peak_1541	chr12	30754635	30755163	+	286	NA	promoter-TSS (CAPRIN2)	NA	-175	LOC645485								
M6_1_127_R1_peak_5995	chr5	69217588	69217881	+	286	NA	promoter-TSS (MRPS36)	NA	-12	MRPS36								
M6_1_127_R1_peak_6530	chr6	144095550	144095849	+	286	NA	promoter-TSS (SF3B5)	NA	-82	SF3B5								
M6_1_127_R1_peak_3678	chr19	10653778	10654455	+	286	NA	promoter-TSS (ILF3)	NA	-145	ILF3								
M6_1_127_R1_peak_6831	chr7	106661013	106661407	+	286	NA	promoter-TSS (CCDC71L)	NA	-22	CCDC71L								
M6_1_127_R1_peak_7206	chr9	33167261	33167667	+	286	NA	promoter-TSS (B4GALT1)	NA	-138	B4GALT1								
M6_1_127_R1_peak_7233	chr9	35829016	35829362	+	284	NA	promoter-TSS (FAM221B)	NA	-36	TMEM8B								
M6_1_127_R1_peak_6246	chr6	12011086	12012062	+	284	NA	promoter-TSS (HIVEP1)	NA	-3952	HIVEP1								
M6_1_127_R1_peak_4783	chr2	241734380	241734922	+	284	NA	promoter-TSS (D2HGDH)	NA	23	D2HGDH								
M6_1_127_R1_peak_3485	chr19	1354700	1355180	+	283	NA	promoter-TSS (MUM1)	NA	-37	MUM1								
M6_1_127_R1_peak_6776	chr7	98281148	98281782	+	283	NA	promoter-TSS (BRI3)	NA	-194	BRI3								
M6_1_127_R1_peak_1348	chr11	72223127	72223635	+	283	NA	promoter-TSS (INPPL1)	NA	-494	INPPL1								
M6_1_127_R1_peak_6260	chr6	18154891	18155467	+	283	NA	promoter-TSS (KDM1B)	NA	-36	TPMT								
M6_1_127_R1_peak_2591	chr16	28924551	28925298	+	283	NA	intron (RABEP2, intron 1 of 12)	NA	287	RABEP2								
M6_1_127_R1_peak_4529	chr2	86440755	86441529	+	283	NA	promoter-TSS (KDM3A)	NA	-6	KDM3A								
M6_1_127_R1_peak_1695	chr12	100142745	100143199	+	283	NA	promoter-TSS (UHRF1BP1L)	NA	-148	UHRF1BP1L								
M6_1_127_R1_peak_6478	chr6	107958101	107958593	+	283	NA	promoter-TSS (SEC63)	NA	-69	SEC63								
M6_1_127_R1_peak_7410	chr9	128786993	128787435	+	283	NA	promoter-TSS (TBC1D13)	NA	-23	TBC1D13								
M6_1_127_R1_peak_2320	chr15	74374293	74374636	+	282	NA	Intergenic	NA	-8252	CYP11A1								
M6_1_127_R1_peak_5702	chr4	1011099	1011644	+	282	NA	promoter-TSS (FGFRL1)	NA	-451	FGFRL1								
M6_1_127_R1_peak_7024	chr8	73878626	73879056	+	282	NA	promoter-TSS (UBE2W)	NA	69	UBE2W								
M6_1_127_R1_peak_4042	chr19	42423570	42423903	+	282	NA	promoter-TSS (LIPE-AS1)	NA	3690	LIPE								
M6_1_127_R1_peak_6140	chr5	160119420	160119897	+	281	NA	promoter-TSS (PWWP2A)	NA	-213	PWWP2A								
M6_1_127_R1_peak_4499	chr2	73233191	73233518	+	281	NA	promoter-TSS (CCT7)	NA	-126	PRADC1								
M6_1_127_R1_peak_3508	chr19	1940601	1941135	+	281	NA	promoter-TSS (CSNK1G2)	NA	-281	CSNK1G2								
M6_1_127_R1_peak_3112	chr17	44186615	44187343	+	281	NA	promoter-TSS (TMUB2)	NA	23	TMUB2								
M6_1_127_R1_peak_4207	chr19	49877261	49878345	+	281	NA	promoter-TSS (AKT1S1)	NA	378	TBC1D17								
M6_1_127_R1_peak_7451	chr9	134068317	134068775	+	281	NA	promoter-TSS (BRD3)	NA	-572	BRD3								
M6_1_127_R1_peak_7333	chr9	112750488	112750855	+	281	NA	promoter-TSS (SNX30)	NA	-183	SNX30								
M6_1_127_R1_peak_4633	chr2	161160111	161160483	+	281	NA	promoter-TSS (TANK)	NA	-31	TANK								
M6_1_127_R1_peak_3377	chr18	23503296	23503647	+	281	NA	promoter-TSS (C18orf8)	NA	1	C18orf8								
M6_1_127_R1_peak_3247	chr17	75154379	75154796	+	281	NA	promoter-TSS (HN1)	NA	-1294	HN1								
M6_1_127_R1_peak_4093	chr19	45769319	45769737	+	281	NA	promoter-TSS (SIX5)	NA	-289	SIX5								
M6_1_127_R1_peak_1509	chr12	6904584	6904977	+	281	NA	promoter-TSS (LRRC23)	NA	47	LRRC23								
M6_1_127_R1_peak_3582	chr19	5680645	5681225	+	280	NA	promoter-TSS (C19orf70)	NA	-35	C19orf70								
M6_1_127_R1_peak_4735	chr2	231464482	231464808	+	280	NA	promoter-TSS (NCL)	NA	-151	NCL								
M6_1_127_R1_peak_666	chr1	212285015	212285552	+	280	NA	promoter-TSS (PPP2R5A)	NA	-16523	PPP2R5A								
M6_1_127_R1_peak_1597	chr12	53006046	53006540	+	279	NA	promoter-TSS (EIF4B)	NA	135	EIF4B								
M6_1_127_R1_peak_737	chr1	244451854	244452244	+	277	NA	promoter-TSS (ADSS)	NA	85	ADSS								
M6_1_127_R1_peak_2790	chr16	88452588	88453306	+	277	NA	promoter-TSS (ZFPM1)	NA	-659	ZFPM1								
M6_1_127_R1_peak_7148	chr8	144137495	144137960	+	277	NA	promoter-TSS (FAM203A)	NA	-42	FAM203A								
M6_1_127_R1_peak_1467	chr11	129895431	129895871	+	276	NA	promoter-TSS (NFRKB)	NA	-1300	NFRKB								
M6_1_127_R1_peak_5726	chr4	3532297	3532646	+	276	NA	promoter-TSS (LRPAP1)	NA	-322	LRPAP1								
M6_1_127_R1_peak_2420	chr16	234627	235005	+	276	NA	promoter-TSS (ITFG3)	NA	270	ITFG3								
M6_1_127_R1_peak_5027	chr21	32727911	32728273	+	276	NA	promoter-TSS (PAXBP1-AS1)	NA	-22	PAXBP1-AS1								
M6_1_127_R1_peak_1638	chr12	56360118	56360611	+	276	NA	promoter-TSS (STAT2)	NA	-93	STAT2								
M6_1_127_R1_peak_5456	chr3	50298714	50299790	+	276	NA	promoter-TSS (NAT6)	NA	169	NAT6								
M6_1_127_R1_peak_245	chr1	35193027	35193386	+	276	NA	promoter-TSS (SFPQ)	NA	-51	SFPQ								
M6_1_127_R1_peak_768	chr10	12129386	12129935	+	276	NA	promoter-TSS (SEC61A2)	NA	19	SEC61A2								
M6_1_127_R1_peak_4645	chr2	174248402	174248862	+	276	NA	promoter-TSS (OLA1)	NA	5	OLA1								
M6_1_127_R1_peak_2308	chr15	69160354	69160658	+	276	NA	promoter-TSS (GLCE)	NA	-129	GLCE								
M6_1_127_R1_peak_4345	chr2	8583706	8584084	+	276	NA	promoter-TSS (AC011747.4)	NA	-103	AC011747.4								
M6_1_127_R1_peak_6648	chr7	26200625	26201876	+	276	NA	promoter-TSS (HNRNPA2B1)	NA	-475	HNRNPA2B1								
M6_1_127_R1_peak_2829	chr17	1179737	1180228	+	276	NA	promoter-TSS (ABR)	NA	-90582	BHLHA9								
M6_1_127_R1_peak_2944	chr17	8885293	8885978	+	275	NA	intron (PIK3R5, intron 14 of 18)	NA	-17958	PIK3R6								
M6_1_127_R1_peak_4619	chr2	148020666	148021061	+	275	NA	promoter-TSS (ORC4)	NA	-126	ORC4								
M6_1_127_R1_peak_6691	chr7	45111601	45111873	+	275	NA	promoter-TSS (TBRG4)	NA	10	TBRG4								
M6_1_127_R1_peak_157	chr1	25430086	25430406	+	275	NA	promoter-TSS (TMEM57)	NA	-651	TMEM57								
M6_1_127_R1_peak_1806	chr12	123383716	123384262	+	275	NA	promoter-TSS (SETD8)	NA	-5158	SETD8								
M6_1_127_R1_peak_3029	chr17	31487704	31488163	+	275	NA	promoter-TSS (RAB11FIP4)	NA	-46960	MIR4724								
M6_1_127_R1_peak_369	chr1	76074466	76074974	+	274	NA	promoter-TSS (ST6GALNAC3)	NA	16	ST6GALNAC3								
M6_1_127_R1_peak_6116	chr5	145835123	145835565	+	274	NA	promoter-TSS (PRELID2)	NA	25	PRELID2								
M6_1_127_R1_peak_1229	chr11	64342548	64343168	+	274	NA	promoter-TSS (MIR7155)	NA	-954	MIR7155								
M6_1_127_R1_peak_7068	chr8	101205627	101206105	+	274	NA	promoter-TSS (ZNF706)	NA	-134	ZNF706								
M6_1_127_R1_peak_370	chr1	77759723	77760084	+	274	NA	promoter-TSS (USP33)	NA	-24	USP33								
M6_1_127_R1_peak_4919	chr20	44885348	44885703	+	274	NA	promoter-TSS (YWHAB)	NA	-74	YWHAB								
M6_1_127_R1_peak_6693	chr7	47979495	47979837	+	274	NA	promoter-TSS (HUS1)	NA	-41	HUS1								
M6_1_127_R1_peak_614	chr1	193105310	193105626	+	274	NA	promoter-TSS (GLRX2)	NA	646	GLRX2								
M6_1_127_R1_peak_2007	chr14	34539563	34539956	+	274	NA	promoter-TSS (EAPP)	NA	-55	EAPP								
M6_1_127_R1_peak_6154	chr5	172958674	172958993	+	274	NA	promoter-TSS (RPL26L1)	NA	535	LOC100268168								
M6_1_127_R1_peak_5685	chr3	196867651	196867998	+	274	NA	promoter-TSS (SENP5)	NA	-170	SENP5								
M6_1_127_R1_peak_1158	chr11	47642394	47642876	+	274	NA	promoter-TSS (MTCH2)	NA	8	MTCH2								
M6_1_127_R1_peak_16	chr1	1273722	1274253	+	274	NA	promoter-TSS (UBE2J2)	NA	-87	LOC101928895								
M6_1_127_R1_peak_5441	chr3	49469774	49470662	+	274	NA	promoter-TSS (DAG1)	NA	86	DAG1								
M6_1_127_R1_peak_6774	chr7	98106632	98106954	+	274	NA	promoter-TSS (LMTK2)	NA	-92	LMTK2								
M6_1_127_R1_peak_7620	chrX	149938463	149940030	+	274	NA	promoter-TSS (CXorf40B)	NA	-396	CXorf40B								
M6_1_127_R1_peak_5609	chr3	150408016	150408399	+	274	NA	promoter-TSS (TSC22D2)	NA	-794	TSC22D2								
M6_1_127_R1_peak_182	chr1	26864980	26865440	+	274	NA	TTS (SFN)	NA	2068	SFN								
M6_1_127_R1_peak_6047	chr5	115625947	115626391	+	274	NA	promoter-TSS (TMED7)	NA	10	TMED7								
M6_1_127_R1_peak_6494	chr6	110815278	110816091	+	274	NA	promoter-TSS (CDK19)	NA	1063	AMD1								
M6_1_127_R1_peak_4473	chr2	64750866	64751515	+	274	NA	promoter-TSS (SERTAD2)	NA	-97278	SERTAD2								
M6_1_127_R1_peak_2488	chr16	2911667	2911994	+	274	NA	promoter-TSS (FLYWCH1)	NA	-112	FLYWCH1								
M6_1_127_R1_peak_4601	chr2	127857979	127858362	+	274	NA	promoter-TSS (POLR2D)	NA	-15	POLR2D								
M6_1_127_R1_peak_7045	chr8	93916593	93917139	+	274	NA	promoter-TSS (PDP1)	NA	11	PDP1								
M6_1_127_R1_peak_5767	chr4	39044452	39044951	+	273	NA	promoter-TSS (KLHL5)	NA	-110	KLHL5								
M6_1_127_R1_peak_1251	chr11	65314611	65315066	+	273	NA	promoter-TSS (CDC42EP2)	NA	20	CDC42EP2								
M6_1_127_R1_peak_3890	chr19	29811529	29812045	+	273	NA	promoter-TSS (CCNE1)	NA	-323	CCNE1								
M6_1_127_R1_peak_4462	chr2	61764096	61764755	+	273	NA	Intergenic	NA	89718	FAM161A								
M6_1_127_R1_peak_7294	chr9	94726460	94726887	+	273	NA	promoter-TSS (C9orf3)	NA	69	C9orf3								
M6_1_127_R1_peak_2552	chr16	15055719	15056357	+	273	NA	promoter-TSS (NTAN1)	NA	41	NTAN1								
M6_1_127_R1_peak_5901	chr4	159102805	159103212	+	273	NA	Intergenic	NA	-25797	MIR3688-2								
M6_1_127_R1_peak_3296	chr17	81119600	81120091	+	273	NA	TTS (AATK)	NA	5468	MIR657								
M6_1_127_R1_peak_827	chr10	50623820	50624315	+	273	NA	promoter-TSS (SGMS1)	NA	-90	SGMS1								
M6_1_127_R1_peak_857	chr10	72215818	72216203	+	273	NA	promoter-TSS (ANAPC16)	NA	10	ANAPC16								
M6_1_127_R1_peak_7298	chr9	96418315	96418973	+	273	NA	promoter-TSS (ZNF367)	NA	-257	ZNF367								
M6_1_127_R1_peak_4530	chr2	86623755	86624083	+	273	NA	promoter-TSS (RNF103)	NA	-42	RNF103								
M6_1_127_R1_peak_3287	chr17	79074591	79075057	+	273	NA	promoter-TSS (ENGASE)	NA	12	ENGASE								
M6_1_127_R1_peak_3792	chr19	16471881	16472233	+	273	NA	promoter-TSS (EPS15L1)	NA	-87	EPS15L1								
M6_1_127_R1_peak_4489	chr2	70257955	70258276	+	273	NA	promoter-TSS (PCYOX1)	NA	16	PCYOX1								
M6_1_127_R1_peak_4851	chr20	31573161	31573460	+	273	NA	promoter-TSS (HM13-AS1)	NA	-47	HM13-AS1								
M6_1_127_R1_peak_2848	chr17	2303378	2304064	+	273	NA	promoter-TSS (SMG6)	NA	-233	SRR								
M6_1_127_R1_peak_3819	chr19	17555338	17555714	+	273	NA	promoter-TSS (COLGALT1)	NA	-1008	COLGALT1								
M6_1_127_R1_peak_6092	chr5	138753147	138753558	+	273	NA	promoter-TSS (CTNNA1)	NA	-66	CTNNA1								
M6_1_127_R1_peak_5242	chr22	40636539	40637123	+	273	NA	promoter-TSS (MKL1)	NA	-112	MKL1								
M6_1_127_R1_peak_5649	chr3	184314290	184314664	+	273	NA	promoter-TSS (EIF4G1)	NA	-5836	EIF4G1								
M6_1_127_R1_peak_2554	chr16	15642916	15643418	+	273	NA	promoter-TSS (KIAA0430)	NA	-1	KIAA0430								
M6_1_127_R1_peak_2896	chr17	7214149	7214803	+	273	NA	intron (DLG4, intron 3 of 20)	NA	-5355	ACADVL								
M6_1_127_R1_peak_1342	chr11	71452865	71453332	+	272	NA	promoter-TSS (NADSYN1)	NA	-73	NADSYN1								
M6_1_127_R1_peak_3260	chr17	75904786	75905217	+	272	NA	promoter-TSS (MRPL38)	NA	99	MRPL38								
M6_1_127_R1_peak_431	chr1	113929285	113929743	+	272	NA	promoter-TSS (HIPK1)	NA	-256	RP5-1073O3.7								
M6_1_127_R1_peak_2299	chr15	66386550	66387014	+	272	NA	promoter-TSS (MAP2K1)	NA	-62	MAP2K1								
M6_1_127_R1_peak_2482	chr16	2673279	2673944	+	272	NA	promoter-TSS (ERVK13-1)	NA	-172	ERVK13-1								
M6_1_127_R1_peak_4201	chr19	49850459	49850849	+	271	NA	promoter-TSS (PTOV1)	NA	221	PTOV1								
M6_1_127_R1_peak_5328	chr3	9749774	9750346	+	271	NA	exon (OGG1, exon 1 of 6)	NA	116	OGG1								
M6_1_127_R1_peak_356	chr1	58699953	58700289	+	271	NA	promoter-TSS (MYSM1)	NA	-55	MYSM1								
M6_1_127_R1_peak_3009	chr17	28743610	28744247	+	271	NA	promoter-TSS (TRAF4)	NA	-77	TRAF4								
M6_1_127_R1_peak_2178	chr14	104723693	104724374	+	271	NA	promoter-TSS (ADSSL1)	NA	-168	ADSSL1								
M6_1_127_R1_peak_2767	chr16	81444359	81445109	+	271	NA	promoter-TSS (CMIP)	NA	-50615	CMIP								
M6_1_127_R1_peak_4137	chr19	48391438	48391803	+	271	NA	promoter-TSS (KDELR1)	NA	-67	KDELR1								
M6_1_127_R1_peak_6727	chr7	73522226	73522876	+	271	NA	promoter-TSS (BAZ1B)	NA	-266	BAZ1B								
M6_1_127_R1_peak_269	chr1	38990941	38991407	+	270	NA	promoter-TSS (AKIRIN1)	NA	-70	AKIRIN1								
M6_1_127_R1_peak_5130	chr22	21867552	21867949	+	270	NA	promoter-TSS (MAPK1)	NA	-70	MAPK1								
M6_1_127_R1_peak_4495	chr2	71276383	71276916	+	270	NA	promoter-TSS (ZNF638)	NA	-50199	PAIP2B								
M6_1_127_R1_peak_199	chr1	27872256	27872702	+	270	NA	promoter-TSS (THEMIS2)	NA	-64	THEMIS2								
M6_1_127_R1_peak_5824	chr4	87220473	87220885	+	270	NA	promoter-TSS (KLHL8)	NA	-157	KLHL8								
M6_1_127_R1_peak_2904	chr17	7294507	7295031	+	270	NA	promoter-TSS (YBX2)	NA	-212	YBX2								
M6_1_127_R1_peak_805	chr10	35126611	35127193	+	269	NA	promoter-TSS (CREM)	NA	-40637	CREM								
M6_1_127_R1_peak_6304	chr6	30742527	30743035	+	269	NA	promoter-TSS (FLOT1)	NA	-257	FLOT1								
M6_1_127_R1_peak_5032	chr21	33588588	33588989	+	269	NA	promoter-TSS (DONSON)	NA	-80	DONSON								
M6_1_127_R1_peak_979	chr10	118046744	118047088	+	269	NA	promoter-TSS (RAB11FIP2)	NA	95	CASC2								
M6_1_127_R1_peak_3306	chr17	81712092	81712496	+	269	NA	promoter-TSS (SLC25A10)	NA	58	SLC25A10								
M6_1_127_R1_peak_222	chr1	32072796	32073674	+	268	NA	promoter-TSS (TMEM39B)	NA	-363	TMEM39B								
M6_1_127_R1_peak_6562	chr6	166342418	166342800	+	268	NA	promoter-TSS (LOC102724169)	NA	-22	LOC100289495								
M6_1_127_R1_peak_7058	chr8	98117037	98117417	+	268	NA	promoter-TSS (POP1)	NA	-37	HRSP12								
M6_1_127_R1_peak_2672	chr16	56729852	56730190	+	268	NA	promoter-TSS (NUP93)	NA	47551	MT1X								
M6_1_127_R1_peak_2336	chr15	75455613	75456047	+	268	NA	promoter-TSS (SIN3A)	NA	-15	SIN3A								
M6_1_127_R1_peak_3181	chr17	58083144	58083516	+	267	NA	promoter-TSS (DYNLL2)	NA	-89	DYNLL2								
M6_1_127_R1_peak_5054	chr21	39348981	39349588	+	267	NA	promoter-TSS (HMGN1)	NA	-163	HMGN1								
M6_1_127_R1_peak_7260	chr9	76459001	76459646	+	267	NA	intron (GCNT1, intron 1 of 2)	NA	-42435	GCNT1								
M6_1_127_R1_peak_1462	chr11	126211452	126211847	+	267	NA	promoter-TSS (RPUSD4)	NA	43	RPUSD4								
M6_1_127_R1_peak_5274	chr22	43015004	43015442	+	267	NA	promoter-TSS (PACSIN2)	NA	-45	PACSIN2								
M6_1_127_R1_peak_1896	chr13	49792936	49793246	+	267	NA	promoter-TSS (KPNA3)	NA	-170	KPNA3								
M6_1_127_R1_peak_6833	chr7	107563781	107564141	+	267	NA	promoter-TSS (DUS4L)	NA	4	DUS4L								
M6_1_127_R1_peak_1398	chr11	95789456	95790093	+	267	NA	promoter-TSS (FAM76B)	NA	36	FAM76B								
M6_1_127_R1_peak_1269	chr11	65652448	65652843	+	267	NA	TTS (RELA)	NA	3453	MIR4489								
M6_1_127_R1_peak_4681	chr2	202635751	202636158	+	267	NA	intron (FAM117B, intron 1 of 7)	NA	776	FAM117B								
M6_1_127_R1_peak_4591	chr2	120012837	120013229	+	267	NA	promoter-TSS (EPB41L5)	NA	-15	EPB41L5								
M6_1_127_R1_peak_2625	chr16	30748050	30748497	+	267	NA	promoter-TSS (PHKG2)	NA	-26	PHKG2								
M6_1_127_R1_peak_6708	chr7	65770707	65771025	+	267	NA	promoter-TSS (LOC441242)	NA	-56	LOC441242								
M6_1_127_R1_peak_5886	chr4	141220680	141221020	+	267	NA	promoter-TSS (ZNF330)	NA	-45	ZNF330								
M6_1_127_R1_peak_5046	chr21	37267167	37267972	+	267	NA	promoter-TSS (DSCR3)	NA	410	DSCR3								
M6_1_127_R1_peak_1246	chr11	65111532	65112041	+	267	NA	promoter-TSS (TM7SF2)	NA	-68	TM7SF2								
M6_1_127_R1_peak_6944	chr8	19816973	19817457	+	267	NA	promoter-TSS (INTS10)	NA	-192	INTS10								
M6_1_127_R1_peak_6978	chr8	37762338	37762910	+	267	NA	promoter-TSS (PROSC)	NA	41	PROSC								
M6_1_127_R1_peak_2821	chr16	89926132	89926592	+	267	NA	intron (TUBB3, intron 1 of 3)	NA	4353	TUBB3								
M6_1_127_R1_peak_5981	chr5	58459952	58460333	+	267	NA	promoter-TSS (PLK2)	NA	-3	PLK2								
M6_1_127_R1_peak_3845	chr19	18323033	18323458	+	267	NA	promoter-TSS (LSM4)	NA	-54	LSM4								
M6_1_127_R1_peak_1452	chr11	123062060	123062693	+	267	NA	promoter-TSS (HSPA8)	NA	23	LOC101929289								
M6_1_127_R1_peak_6425	chr6	52576821	52577491	+	267	NA	promoter-TSS (TRAM2-AS1)	NA	-92	TRAM2								
M6_1_127_R1_peak_1008	chr10	132335194	132335786	+	266	NA	intron (LRRC27, intron 2 of 11)	NA	3380	LRRC27								
M6_1_127_R1_peak_2179	chr14	104752568	104753285	+	265	NA	promoter-TSS (SIVA1)	NA	-207	SIVA1								
M6_1_127_R1_peak_4392	chr2	27086363	27086950	+	265	NA	promoter-TSS (KHK)	NA	-104	KHK								
M6_1_127_R1_peak_7272	chr9	86354366	86354689	+	265	NA	promoter-TSS (ZCCHC6)	NA	-88	ZCCHC6								
M6_1_127_R1_peak_1123	chr11	33015715	33015985	+	265	NA	promoter-TSS (DEPDC7)	NA	-332	DEPDC7								
M6_1_127_R1_peak_1157	chr11	47553113	47553422	+	265	NA	promoter-TSS (CELF1)	NA	-12163	PTPMT1								
M6_1_127_R1_peak_5711	chr4	1721190	1721550	+	264	NA	promoter-TSS (TACC3)	NA	-122	TACC3								
M6_1_127_R1_peak_3635	chr19	7943569	7944251	+	263	NA	promoter-TSS (TIMM44)	NA	-87	TIMM44								
M6_1_127_R1_peak_3578	chr19	4909899	4910391	+	263	NA	promoter-TSS (UHRF1)	NA	-409	UHRF1								
