PeakID (cmd=annotatePeaks.pl D9_1_156_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
D9_1_156_R1_peak_928	chr17	28318937	28319134	+	123	NA	promoter-TSS (TMEM97)	NA	-60	TMEM97								
D9_1_156_R1_peak_417	chr11	119057191	119057511	+	123	NA	promoter-TSS (HYOU1)	NA	-146	HYOU1								
D9_1_156_R1_peak_2271	chr9	93095512	93096354	+	123	NA	promoter-TSS (LOC101927993)	NA	-315	C9orf89								
D9_1_156_R1_peak_2322	chr9	132241008	132241318	+	123	NA	intron (NTNG2, intron 10 of 10)	NA	79054	NTNG2								
D9_1_156_R1_peak_1918	chr4	177309673	177309893	+	123	NA	promoter-TSS (NEIL3)	NA	-54	NEIL3								
D9_1_156_R1_peak_415	chr11	113314301	113314675	+	123	NA	promoter-TSS (TTC12)	NA	-41	TTC12								
D9_1_156_R1_peak_1269	chr19	29942069	29942320	+	123	NA	promoter-TSS (URI1)	NA	-45	URI1								
D9_1_156_R1_peak_1712	chr22	40819325	40819573	+	123	NA	promoter-TSS (SLC25A17)	NA	-50	SLC25A17								
D9_1_156_R1_peak_386	chr11	67464652	67464916	+	123	NA	intron (TMEM134, intron 6 of 6)	NA	4482	TMEM134								
D9_1_156_R1_peak_2026	chr6	36986105	36986394	+	123	NA	exon (MTCH1, exon 1 of 11)	NA	302	MTCH1								
D9_1_156_R1_peak_1210	chr19	13747595	13747947	+	123	NA	promoter-TSS (CCDC130)	NA	15989	CCDC130								
D9_1_156_R1_peak_1439	chr2	8837584	8837761	+	123	NA	promoter-TSS (KIDINS220)	NA	-47	KIDINS220								
D9_1_156_R1_peak_1302	chr19	40444287	40444600	+	123	NA	promoter-TSS (SERTAD3)	NA	-68	SERTAD3								
D9_1_156_R1_peak_998	chr17	68247851	68248198	+	123	NA	promoter-TSS (AMZ2)	NA	30402	SLC16A6								
D9_1_156_R1_peak_1562	chr20	543693	543936	+	123	NA	promoter-TSS (CSNK2A1)	NA	24	CSNK2A1								
D9_1_156_R1_peak_1257	chr19	19063521	19063858	+	122	NA	promoter-TSS (SLC25A42)	NA	-24650	SLC25A42								
D9_1_156_R1_peak_373	chr11	65833710	65833958	+	122	NA	promoter-TSS (SNX32)	NA	0	SNX32								
D9_1_156_R1_peak_1586	chr20	33993084	33993742	+	122	NA	promoter-TSS (RALY)	NA	954	RP5-1125A11.1								
D9_1_156_R1_peak_1220	chr19	14518347	14518779	+	122	NA	promoter-TSS (DNAJB1)	NA	10745	DNAJB1								
D9_1_156_R1_peak_1801	chr3	88058945	88059394	+	122	NA	promoter-TSS (ZNF654)	NA	-75	ZNF654								
D9_1_156_R1_peak_1125	chr19	3506082	3506286	+	122	NA	promoter-TSS (FZR1)	NA	-79	FZR1								
D9_1_156_R1_peak_1142	chr19	4968690	4969012	+	122	NA	promoter-TSS (KDM4B)	NA	-262	KDM4B								
D9_1_156_R1_peak_257	chr10	100535798	100536111	+	122	NA	promoter-TSS (HIF1AN)	NA	70	HIF1AN								
D9_1_156_R1_peak_1425	chr19	55598937	55599328	+	122	NA	promoter-TSS (FIZ1)	NA	430	FIZ1								
D9_1_156_R1_peak_2298	chr9	127715561	127715754	+	122	NA	promoter-TSS (TTC16)	NA	0	PTRH1								
D9_1_156_R1_peak_847	chr16	87869464	87869724	+	121	NA	promoter-TSS (SLC7A5)	NA	-16066	SLC7A5								
D9_1_156_R1_peak_266	chr10	103193238	103193450	+	121	NA	promoter-TSS (NT5C2)	NA	-53	NT5C2								
D9_1_156_R1_peak_635	chr15	44288405	44288922	+	121	NA	promoter-TSS (CASC4)	NA	-48	CASC4								
D9_1_156_R1_peak_2167	chr7	158704763	158705108	+	121	NA	promoter-TSS (NCAPG2)	NA	-104	NCAPG2								
D9_1_156_R1_peak_1603	chr20	46364356	46364573	+	121	NA	promoter-TSS (SLC35C2)	NA	-6	SLC35C2								
D9_1_156_R1_peak_1841	chr3	195909699	195909951	+	121	NA	promoter-TSS (TNK2)	NA	-12306	TNK2								
D9_1_156_R1_peak_1969	chr5	141636821	141637074	+	121	NA	promoter-TSS (RELL2)	NA	-3	RELL2								
D9_1_156_R1_peak_2171	chr8	10839801	10840174	+	121	NA	promoter-TSS (LOC101929229)	NA	46	LOC101929229								
D9_1_156_R1_peak_119	chr1	53945638	53946165	+	121	NA	promoter-TSS (LRRC42)	NA	-286	HSPB11								
D9_1_156_R1_peak_701	chr16	1379564	1379863	+	121	NA	promoter-TSS (UNKL)	NA	27814	GNPTG								
D9_1_156_R1_peak_2168	chr8	731159	731397	+	121	NA	promoter-TSS (ERICH1)	NA	-54	ERICH1								
D9_1_156_R1_peak_1548	chr2	239401009	239401540	+	121	NA	promoter-TSS (LOC101928111)	NA	-254	HDAC4								
D9_1_156_R1_peak_418	chr11	119205882	119206087	+	120	NA	promoter-TSS (CBL)	NA	-292	CBL								
D9_1_156_R1_peak_1613	chr20	57391226	57391453	+	120	NA	promoter-TSS (RBM38)	NA	-127	RBM38								
D9_1_156_R1_peak_1716	chr22	41381331	41381576	+	120	NA	promoter-TSS (TEF)	NA	12371	LOC100996598								
D9_1_156_R1_peak_2160	chr7	151341548	151341818	+	120	NA	promoter-TSS (NUB1)	NA	-78	NUB1								
D9_1_156_R1_peak_1668	chr22	19291707	19292052	+	120	NA	promoter-TSS (CLTCL1)	NA	-156	CLTCL1								
D9_1_156_R1_peak_285	chr10	131900503	131900739	+	119	NA	promoter-TSS (PPP2R2D)	NA	-23	PPP2R2D								
D9_1_156_R1_peak_969	chr17	45316973	45317304	+	119	NA	promoter-TSS (MAP3K14)	NA	-90	MAP3K14								
D9_1_156_R1_peak_468	chr12	67269214	67269420	+	119	NA	promoter-TSS (CAND1)	NA	36	CAND1								
D9_1_156_R1_peak_909	chr17	14300786	14301046	+	119	NA	promoter-TSS (HS3ST3B1)	NA	-134	HS3ST3B1								
D9_1_156_R1_peak_1470	chr2	61694600	61695189	+	119	NA	Intergenic	NA	152102	FAM161A								
D9_1_156_R1_peak_1403	chr19	52897649	52897818	+	119	NA	promoter-TSS (ZNF320)	NA	-6183	ZNF320								
D9_1_156_R1_peak_1634	chr20	63942204	63942430	+	119	NA	promoter-TSS (MIR1914)	NA	394	MIR647								
D9_1_156_R1_peak_2381	chrX	1392133	1392381	+	119	NA	promoter-TSS (SLC25A6)	NA	-111	SLC25A6								
D9_1_156_R1_peak_198	chr1	229342446	229342816	+	119	NA	intron (CCSAP, intron 1 of 3)	NA	310	CCSAP								
D9_1_156_R1_peak_1104	chr19	1354774	1355032	+	119	NA	promoter-TSS (MUM1)	NA	-1421	MUM1								
D9_1_156_R1_peak_1036	chr17	82037257	82037487	+	119	NA	intron (DCXR, intron 2 of 7)	NA	325	DCXR								
D9_1_156_R1_peak_778	chr16	30657975	30658542	+	119	NA	Intergenic	NA	-6199	FBRS								
D9_1_156_R1_peak_1768	chr3	38024911	38025314	+	119	NA	promoter-TSS (PLCD1)	NA	4551	PLCD1								
D9_1_156_R1_peak_1501	chr2	128028012	128028299	+	119	NA	promoter-TSS (SAP130)	NA	-823	SAP130								
D9_1_156_R1_peak_751	chr16	15888555	15888825	+	119	NA	promoter-TSS (FOPNL)	NA	-100	FOPNL								
D9_1_156_R1_peak_1589	chr20	35616284	35616587	+	118	NA	promoter-TSS (SPAG4)	NA	581	SPAG4								
D9_1_156_R1_peak_814	chr16	57984898	57985177	+	118	NA	intron (TEPP, intron 4 of 7)	NA	8602	TEPP								
D9_1_156_R1_peak_929	chr17	28552548	28552849	+	118	NA	promoter-TSS (UNC119)	NA	-70	UNC119								
D9_1_156_R1_peak_1575	chr20	21125799	21126125	+	118	NA	promoter-TSS (PLK1S1)	NA	-21	PLK1S1								
D9_1_156_R1_peak_1729	chr22	44701975	44702272	+	118	NA	promoter-TSS (PRR5-ARHGAP8)	NA	-379	PRR5-ARHGAP8								
D9_1_156_R1_peak_1238	chr19	17303404	17303679	+	118	NA	promoter-TSS (ABHD8)	NA	-68	ABHD8								
D9_1_156_R1_peak_233	chr10	45672649	45672915	+	118	NA	promoter-TSS (ZFAND4)	NA	31	ZFAND4								
D9_1_156_R1_peak_2418	chrY	56734657	56734928	+	118	NA	Intergenic	NA	-219517	SPRY3-2								
D9_1_156_R1_peak_1976	chr5	173057144	173057366	+	118	NA	promoter-TSS (CREBRF)	NA	890	CREBRF								
D9_1_156_R1_peak_762	chr16	28211948	28212217	+	118	NA	promoter-TSS (XPO6)	NA	-44817	XPO6								
D9_1_156_R1_peak_1126	chr19	3557506	3557796	+	118	NA	promoter-TSS (MFSD12)	NA	-67	MFSD12								
D9_1_156_R1_peak_600	chr14	100238556	100238960	+	118	NA	promoter-TSS (YY1)	NA	-7	YY1								
D9_1_156_R1_peak_996	chr17	64975465	64975766	+	118	NA	promoter-TSS (AMZ2P1)	NA	-30	AMZ2P1								
D9_1_156_R1_peak_1136	chr19	4471693	4472329	+	118	NA	promoter-TSS (HDGFRP2)	NA	-247	HDGFRP2								
D9_1_156_R1_peak_363	chr11	64878594	64878948	+	118	NA	promoter-TSS (EHD1)	NA	942	EHD1								
D9_1_156_R1_peak_1183	chr19	10565991	10566260	+	118	NA	promoter-TSS (KRI1)	NA	-99	KRI1								
D9_1_156_R1_peak_990	chr17	59619743	59619975	+	117	NA	promoter-TSS (CLTC)	NA	-18	CLTC								
D9_1_156_R1_peak_71	chr1	28088593	28088866	+	117	NA	promoter-TSS (EYA3)	NA	-98	EYA3								
D9_1_156_R1_peak_1168	chr19	8390035	8390391	+	117	NA	promoter-TSS (RAB11B)	NA	-108	RAB11B								
D9_1_156_R1_peak_936	chr17	31487751	31488050	+	117	NA	promoter-TSS (RAB11FIP4)	NA	-46983	MIR4724								
D9_1_156_R1_peak_1441	chr2	10812747	10813005	+	117	NA	promoter-TSS (PDIA6)	NA	-96	PDIA6								
D9_1_156_R1_peak_194	chr1	228140005	228140329	+	117	NA	promoter-TSS (GUK1)	NA	-61	GUK1								
D9_1_156_R1_peak_972	chr17	47896381	47896611	+	116	NA	promoter-TSS (LOC102724532)	NA	346	SP2								
D9_1_156_R1_peak_547	chr13	110915109	110915564	+	116	NA	promoter-TSS (ANKRD10)	NA	-229	ANKRD10								
D9_1_156_R1_peak_340	chr11	47408340	47408535	+	116	NA	promoter-TSS (SLC39A13)	NA	-1149	SLC39A13								
D9_1_156_R1_peak_1127	chr19	3572656	3573010	+	116	NA	promoter-TSS (HMG20B)	NA	-112	HMG20B								
D9_1_156_R1_peak_1192	chr19	11346242	11346561	+	116	NA	promoter-TSS (TMEM205)	NA	-66	TMEM205								
D9_1_156_R1_peak_130	chr1	112715269	112715536	+	116	NA	promoter-TSS (PPM1J)	NA	-74	PPM1J								
D9_1_156_R1_peak_1436	chr2	676691	677193	+	116	NA	intron (TMEM18, intron 1 of 4)	NA	497	TMEM18								
D9_1_156_R1_peak_855	chr16	88856917	88857134	+	116	NA	promoter-TSS (GALNS)	NA	-59	GALNS								
D9_1_156_R1_peak_1838	chr3	195271087	195271325	+	116	NA	promoter-TSS (XXYLT1)	NA	-11176	XXYLT1								
D9_1_156_R1_peak_448	chr12	49623272	49623516	+	116	NA	promoter-TSS (PRPF40B)	NA	-20	PRPF40B								
D9_1_156_R1_peak_1148	chr19	6372558	6372820	+	116	NA	promoter-TSS (ALKBH7)	NA	256	ALKBH7								
D9_1_156_R1_peak_1577	chr20	23358081	23358382	+	115	NA	promoter-TSS (RP3-322G13.5)	NA	-104	RP3-322G13.5								
D9_1_156_R1_peak_727	chr16	3401032	3401397	+	115	NA	promoter-TSS (ZSCAN32)	NA	24	ZNF174								
D9_1_156_R1_peak_1135	chr19	4343400	4343617	+	115	NA	promoter-TSS (STAP2)	NA	-19	MPND								
D9_1_156_R1_peak_1074	chr18	63422510	63422711	+	115	NA	promoter-TSS (VPS4B)	NA	-91	VPS4B								
D9_1_156_R1_peak_1150	chr19	6424851	6425142	+	115	NA	promoter-TSS (KHSRP)	NA	-185	KHSRP								
D9_1_156_R1_peak_557	chr14	24114713	24114956	+	115	NA	promoter-TSS (DCAF11)	NA	-449	DCAF11								
D9_1_156_R1_peak_2349	chr9	136978447	136978794	+	115	NA	intron (PTGDS, intron 1 of 6)	NA	1116	PTGDS								
D9_1_156_R1_peak_1097	chr19	1205421	1205792	+	115	NA	promoter-TSS (STK11)	NA	-683	STK11								
D9_1_156_R1_peak_1832	chr3	182793329	182793598	+	115	NA	promoter-TSS (ATP11B)	NA	-41	ATP11B								
D9_1_156_R1_peak_545	chr13	110706135	110706308	+	115	NA	promoter-TSS (CARS2)	NA	-104	CARS2								
D9_1_156_R1_peak_815	chr16	58001284	58001478	+	114	NA	promoter-TSS (USB1)	NA	8	USB1								
D9_1_156_R1_peak_1621	chr20	62302672	62302981	+	114	NA	promoter-TSS (ADRM1)	NA	-70	ADRM1								
D9_1_156_R1_peak_2414	chrX	154478862	154479146	+	114	NA	exon (LAGE3, exon 1 of 3)	NA	253	LAGE3								
D9_1_156_R1_peak_172	chr1	201023695	201023901	+	114	NA	promoter-TSS (KIF21B)	NA	-98	KIF21B								
D9_1_156_R1_peak_1639	chr21	32392874	32393203	+	114	NA	promoter-TSS (URB1)	NA	-35	URB1								
D9_1_156_R1_peak_1645	chr21	36385260	36385455	+	114	NA	promoter-TSS (CHAF1B)	NA	-34	CHAF1B								
D9_1_156_R1_peak_2387	chrX	43654412	43654582	+	114	NA	promoter-TSS (MAOA)	NA	-410	MAOA								
D9_1_156_R1_peak_681	chr15	97960462	97960713	+	114	NA	promoter-TSS (ARRDC4)	NA	-116	ARRDC4								
D9_1_156_R1_peak_536	chr13	51453087	51453358	+	114	NA	promoter-TSS (INTS6)	NA	-83	INTS6								
D9_1_156_R1_peak_2403	chrX	149940415	149940644	+	114	NA	intron (LINC00894, intron 1 of 11)	NA	-1679	CXorf40B								
D9_1_156_R1_peak_610	chr14	103847498	103847719	+	114	NA	promoter-TSS (PPP1R13B)	NA	-113	LINC00637								
D9_1_156_R1_peak_1572	chr20	17682348	17682779	+	114	NA	promoter-TSS (RRBP1)	NA	-280	RRBP1								
D9_1_156_R1_peak_17	chr1	2412520	2412759	+	114	NA	promoter-TSS (PEX10)	NA	-68	PEX10								
D9_1_156_R1_peak_573	chr14	55580070	55580271	+	114	NA	promoter-TSS (KTN1)	NA	-74	KTN1								
D9_1_156_R1_peak_984	chr17	56977885	56978205	+	114	NA	promoter-TSS (SCPEP1)	NA	-62	SCPEP1								
D9_1_156_R1_peak_1873	chr4	7068066	7068475	+	113	NA	promoter-TSS (GRPEL1)	NA	-197	GRPEL1								
D9_1_156_R1_peak_2267	chr9	85940861	85941117	+	113	NA	promoter-TSS (NAA35)	NA	-540	NAA35								
D9_1_156_R1_peak_510	chr12	122974588	122974817	+	113	NA	promoter-TSS (OGFOD2)	NA	-105	OGFOD2								
D9_1_156_R1_peak_1068	chr18	51197580	51197970	+	113	NA	promoter-TSS (MEX3C)	NA	-94	MEX3C								
D9_1_156_R1_peak_1481	chr2	96536539	96536782	+	113	NA	promoter-TSS (ARID5A)	NA	-70	ARID5A								
D9_1_156_R1_peak_584	chr14	76151687	76151964	+	113	NA	promoter-TSS (GPATCH2L)	NA	-2529	GPATCH2L								
D9_1_156_R1_peak_683	chr15	99733393	99733718	+	113	NA	promoter-TSS (LYSMD4)	NA	-161	LYSMD4								
D9_1_156_R1_peak_208	chr1	244048213	244048575	+	112	NA	promoter-TSS (ZBTB18)	NA	-4777	ZBTB18								
D9_1_156_R1_peak_404	chr11	77820917	77821197	+	112	NA	promoter-TSS (RSF1)	NA	-57	AAMDC								
D9_1_156_R1_peak_110	chr1	45687111	45687329	+	112	NA	promoter-TSS (GPBP1L1)	NA	-672	GPBP1L1								
D9_1_156_R1_peak_723	chr16	3020223	3020437	+	112	NA	promoter-TSS (TNFRSF12A)	NA	18	TNFRSF12A								
D9_1_156_R1_peak_2044	chr6	85678698	85678920	+	112	NA	promoter-TSS (SNHG5)	NA	-76	SNHG5								
D9_1_156_R1_peak_1790	chr3	51941858	51942178	+	112	NA	promoter-TSS (PARP3)	NA	-77	RRP9								
D9_1_156_R1_peak_180	chr1	206684725	206684975	+	112	NA	promoter-TSS (MAPKAPK2)	NA	-170	MAPKAPK2								
D9_1_156_R1_peak_1234	chr19	17075637	17075854	+	112	NA	promoter-TSS (HAUS8)	NA	-212	HAUS8								
D9_1_156_R1_peak_1271	chr19	32675129	32675396	+	112	NA	promoter-TSS (ANKRD27)	NA	-62	ANKRD27								
D9_1_156_R1_peak_1679	chr22	21735833	21736245	+	112	NA	promoter-TSS (YPEL1)	NA	21837	YPEL1								
D9_1_156_R1_peak_627	chr15	40755302	40755477	+	112	NA	promoter-TSS (RMDN3)	NA	-135	RMDN3								
D9_1_156_R1_peak_971	chr17	47895813	47896220	+	112	NA	promoter-TSS (SP2)	NA	-134	SP2								
D9_1_156_R1_peak_1869	chr4	6783607	6783822	+	112	NA	intron (KIAA0232, intron 1 of 8)	NA	-40614	KIAA0232								
D9_1_156_R1_peak_511	chr12	123364845	123365037	+	112	NA	promoter-TSS (SBNO1)	NA	-98	MIR8072								
D9_1_156_R1_peak_783	chr16	30957590	30957840	+	112	NA	promoter-TSS (SETD1A)	NA	-729	SETD1A								
D9_1_156_R1_peak_1307	chr19	40777956	40778259	+	111	NA	promoter-TSS (RAB4B)	NA	-112	RAB4B-EGLN2								
D9_1_156_R1_peak_1570	chr20	5126600	5126885	+	111	NA	promoter-TSS (CDS2)	NA	-28	CDS2								
D9_1_156_R1_peak_2306	chr9	128067813	128068232	+	111	NA	promoter-TSS (NAIF1)	NA	-702	NAIF1								
D9_1_156_R1_peak_555	chr14	23286082	23286418	+	111	NA	promoter-TSS (HOMEZ)	NA	-150	HOMEZ								
D9_1_156_R1_peak_2328	chr9	133459601	133459965	+	111	NA	promoter-TSS (CACFD1)	NA	-182	CACFD1								
D9_1_156_R1_peak_360	chr11	64251310	64251629	+	111	NA	promoter-TSS (PLCB3)	NA	-77	PLCB3								
D9_1_156_R1_peak_2004	chr6	20401505	20401829	+	111	NA	promoter-TSS (E2F3)	NA	-2080	E2F3								
D9_1_156_R1_peak_457	chr12	53727471	53727629	+	110	NA	promoter-TSS (CALCOCO1)	NA	-27	CALCOCO1								
D9_1_156_R1_peak_2377	chrUn_KI270438v1	112003	112321	+	110	NA	NA	NA	NA	NA								
D9_1_156_R1_peak_1741	chr22	50343097	50343397	+	110	NA	promoter-TSS (PPP6R2)	NA	-70	PPP6R2								
D9_1_156_R1_peak_1316	chr19	42268642	42269225	+	110	NA	Intergenic	NA	-15035	ERF								
D9_1_156_R1_peak_1360	chr19	48468982	48469394	+	110	NA	promoter-TSS (CYTH2)	NA	-446	CYTH2								
D9_1_156_R1_peak_943	chr17	37359177	37359462	+	110	NA	promoter-TSS (ACACA)	NA	9466	LOC102723486								
D9_1_156_R1_peak_1799	chr3	75435068	75435379	+	109	NA	promoter-TSS (LOC102724914)	NA	-53	LOC102724914								
D9_1_156_R1_peak_2020	chr6	33571271	33571488	+	109	NA	Intergenic	NA	8914	BAK1								
D9_1_156_R1_peak_755	chr16	23510400	23510607	+	109	NA	promoter-TSS (GGA2)	NA	-9	GGA2								
D9_1_156_R1_peak_816	chr16	58129348	58129593	+	109	NA	promoter-TSS (C16orf80)	NA	-78	C16orf80								
D9_1_156_R1_peak_1434	chr19	58499172	58499427	+	109	NA	intron (SLC27A5, intron 7 of 9)	NA	12766	SLC27A5								
D9_1_156_R1_peak_16	chr1	2391652	2391919	+	109	NA	promoter-TSS (MORN1)	NA	-98	MORN1								
D9_1_156_R1_peak_1381	chr19	49850555	49850759	+	109	NA	promoter-TSS (PTOV1)	NA	224	PTOV1								
D9_1_156_R1_peak_2320	chr9	129835174	129835456	+	109	NA	promoter-TSS (USP20)	NA	-22	C9orf78								
D9_1_156_R1_peak_1463	chr2	46698895	46699303	+	109	NA	promoter-TSS (SOCS5)	NA	-111	SOCS5								
D9_1_156_R1_peak_1070	chr18	59359250	59359544	+	109	NA	promoter-TSS (LMAN1)	NA	-121	LMAN1								
D9_1_156_R1_peak_398	chr11	71786903	71787498	+	109	NA	promoter-TSS (FAM86C1)	NA	-311	FAM86C1								
D9_1_156_R1_peak_2358	chr9	137453991	137454363	+	109	NA	intron (NSMF, intron 7 of 15)	NA	-4091	MIR7114								
D9_1_156_R1_peak_1120	chr19	2841221	2841535	+	109	NA	promoter-TSS (ZNF555)	NA	-57	ZNF555								
D9_1_156_R1_peak_1904	chr4	107720166	107720353	+	109	NA	promoter-TSS (PAPSS1)	NA	4	PAPSS1								
D9_1_156_R1_peak_920	chr17	18857934	18858255	+	109	NA	promoter-TSS (PRPSAP2)	NA	1795	PRPSAP2								
D9_1_156_R1_peak_548	chr13	113153853	113154566	+	109	NA	promoter-TSS (LOC102724474)	NA	-223	LOC102724474								
D9_1_156_R1_peak_2217	chr8	141128355	141128631	+	109	NA	promoter-TSS (DENND3)	NA	-141	DENND3								
D9_1_156_R1_peak_2065	chr7	975515	975735	+	109	NA	promoter-TSS (COX19)	NA	-26	COX19								
D9_1_156_R1_peak_342	chr11	47642528	47642763	+	109	NA	promoter-TSS (MTCH2)	NA	-50	MTCH2								
D9_1_156_R1_peak_1871	chr4	6986881	6987274	+	109	NA	promoter-TSS (TBC1D14)	NA	55924	CCDC96								
D9_1_156_R1_peak_1520	chr2	200963618	200963852	+	109	NA	promoter-TSS (ORC2)	NA	-34	ORC2								
D9_1_156_R1_peak_1239	chr19	17309314	17309632	+	109	NA	promoter-TSS (DDA1)	NA	-55	DDA1								
D9_1_156_R1_peak_1404	chr19	52923351	52923568	+	109	NA	promoter-TSS (ZNF888)	NA	-28	ZNF888								
D9_1_156_R1_peak_687	chr16	53591	53835	+	109	NA	promoter-TSS (SNRNP25)	NA	-81	POLR3K								
D9_1_156_R1_peak_656	chr15	74540891	74541283	+	108	NA	promoter-TSS (ARID3B)	NA	-120	ARID3B								
D9_1_156_R1_peak_2209	chr8	100722097	100722621	+	108	NA	promoter-TSS (PABPC1)	NA	123	PABPC1								
D9_1_156_R1_peak_226	chr10	31032326	31032529	+	108	NA	promoter-TSS (ZNF438)	NA	-128814	ZNF438								
D9_1_156_R1_peak_2250	chr9	32552235	32552503	+	108	NA	exon (TOPORS-AS1, exon 1 of 3)	NA	259	TOPORS								
D9_1_156_R1_peak_120	chr1	54715635	54715857	+	107	NA	promoter-TSS (TTC4)	NA	-76	TTC4								
D9_1_156_R1_peak_1371	chr19	49534068	49534287	+	107	NA	intron (RCN3, intron 2 of 6)	NA	5710	RCN3								
D9_1_156_R1_peak_281	chr10	128126460	128126654	+	107	NA	promoter-TSS (MKI67)	NA	-353	MKI67								
D9_1_156_R1_peak_599	chr14	99683963	99684328	+	107	NA	promoter-TSS (CYP46A1)	NA	-19645	CYP46A1								
D9_1_156_R1_peak_1752	chr3	10164727	10164959	+	107	NA	promoter-TSS (IRAK2)	NA	-36	IRAK2								
D9_1_156_R1_peak_2275	chr9	96449966	96450216	+	107	NA	promoter-TSS (HABP4)	NA	-64	HABP4								
D9_1_156_R1_peak_1875	chr4	8158774	8159034	+	107	NA	promoter-TSS (ABLIM2)	NA	-40467	SH3TC1								
D9_1_156_R1_peak_1399	chr19	52638264	52638462	+	107	NA	promoter-TSS (ZNF83)	NA	28	ZNF83								
D9_1_156_R1_peak_2161	chr7	151519939	151520204	+	107	NA	promoter-TSS (RHEB)	NA	-21896	RHEB								
D9_1_156_R1_peak_192	chr1	228082543	228082777	+	107	NA	promoter-TSS (ARF1)	NA	-490	ARF1								
D9_1_156_R1_peak_140	chr1	143238360	143238530	+	107	NA	Intergenic	NA	65891	LOC101929814								
D9_1_156_R1_peak_1592	chr20	36461221	36461670	+	107	NA	promoter-TSS (DLGAP4)	NA	-80039	MYL9								
D9_1_156_R1_peak_175	chr1	202958309	202958515	+	107	NA	promoter-TSS (ADIPOR1)	NA	-132	ADIPOR1								
D9_1_156_R1_peak_315	chr11	6390303	6390529	+	107	NA	promoter-TSS (SMPD1)	NA	85	SMPD1								
D9_1_156_R1_peak_1649	chr21	39349016	39349411	+	107	NA	promoter-TSS (HMGN1)	NA	-92	HMGN1								
D9_1_156_R1_peak_1961	chr5	138492026	138492252	+	107	NA	Intergenic	NA	26647	EGR1								
D9_1_156_R1_peak_1490	chr2	108534131	108534356	+	105	NA	promoter-TSS (LIMS1)	NA	-24	FLJ38668								
D9_1_156_R1_peak_1417	chr19	54463773	54464171	+	105	NA	promoter-TSS (LENG9)	NA	-261	LENG9								
D9_1_156_R1_peak_864	chr16	89926148	89926493	+	105	NA	intron (TUBB3, intron 1 of 3)	NA	3041	TUBB3								
D9_1_156_R1_peak_2348	chr9	136944609	136944938	+	105	NA	promoter-TSS (FBXW5)	NA	73	FBXW5								
D9_1_156_R1_peak_779	chr16	30894067	30894272	+	105	NA	TTS (MIR762)	NA	133	BCL7C								
D9_1_156_R1_peak_1994	chr6	3118483	3118693	+	105	NA	promoter-TSS (BPHL)	NA	-104	BPHL								
D9_1_156_R1_peak_1857	chr4	2242152	2242434	+	105	NA	promoter-TSS (HAUS3)	NA	-160	HAUS3								
D9_1_156_R1_peak_1445	chr2	25041885	25042146	+	105	NA	promoter-TSS (EFR3B)	NA	-89	EFR3B								
D9_1_156_R1_peak_1449	chr2	27086601	27086840	+	104	NA	promoter-TSS (KHK)	NA	-40	KHK								
D9_1_156_R1_peak_795	chr16	34595097	34595356	+	104	NA	Intergenic	NA	163234	LOC102724523								
D9_1_156_R1_peak_487	chr12	113221194	113221466	+	104	NA	promoter-TSS (IQCD)	NA	-57	IQCD								
D9_1_156_R1_peak_1288	chr19	38735457	38735791	+	104	NA	intron (CAPN12, intron 12 of 20)	NA	8850	CAPN12								
D9_1_156_R1_peak_1750	chr3	9792342	9792623	+	104	NA	promoter-TSS (ARPC4)	NA	-66	ARPC4-TTLL3								
D9_1_156_R1_peak_421	chr11	130069640	130069892	+	104	NA	promoter-TSS (APLP2)	NA	-802	APLP2								
D9_1_156_R1_peak_1498	chr2	121755382	121755744	+	104	NA	promoter-TSS (TSN)	NA	18	TSN								
D9_1_156_R1_peak_1891	chr4	51842895	51843175	+	104	NA	promoter-TSS (DCUN1D4)	NA	-549	DCUN1D4								
D9_1_156_R1_peak_528	chr13	21459362	21459565	+	104	NA	promoter-TSS (ZDHHC20)	NA	-154	ZDHHC20								
D9_1_156_R1_peak_47	chr1	18956679	18956996	+	104	NA	promoter-TSS (IFFO2)	NA	-505	IFFO2								
D9_1_156_R1_peak_1114	chr19	2051139	2051391	+	104	NA	promoter-TSS (MKNK2)	NA	-21	MKNK2								
D9_1_156_R1_peak_1173	chr19	9785530	9785828	+	104	NA	intron (ZNF846, intron 1 of 5)	NA	7507	LOC100505555								
D9_1_156_R1_peak_53	chr1	23800737	23800968	+	104	NA	promoter-TSS (GALE)	NA	-308	GALE								
D9_1_156_R1_peak_729	chr16	4253709	4254126	+	104	NA	promoter-TSS (RP11-95P2.1)	NA	-128	RP11-95P2.1								
D9_1_156_R1_peak_1822	chr3	133573274	133573563	+	104	NA	promoter-TSS (CDV3)	NA	-1225	CDV3								
D9_1_156_R1_peak_658	chr15	74873304	74873519	+	104	NA	promoter-TSS (SCAMP2)	NA	-82	SCAMP2								
D9_1_156_R1_peak_61	chr1	26432169	26432407	+	104	NA	promoter-TSS (DHDDS)	NA	-78	DHDDS								
D9_1_156_R1_peak_787	chr16	31459655	31459990	+	104	NA	exon (ARMC5, exon 1 of 6)	NA	1549	ARMC5								
