PeakID (cmd=annotatePeaks.pl M6_2_302_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
M6_2_302_R1_peak_3452	chr1	234605927	234606535	+	240	NA	exon (IRF2BP2, exon 2 of 2)	NA	3294	IRF2BP2								
M6_2_302_R1_peak_18986	chr2	30503477	30503868	+	240	NA	intron (LCLAT1, intron 1 of 5)	NA	56436	LCLAT1								
M6_2_302_R1_peak_20065	chr2	109482453	109482885	+	240	NA	intron (SH3RF3, intron 8 of 9)	NA	131537	SEPT10								
M6_2_302_R1_peak_35458	chr8	143573933	143574350	+	240	NA	TTS (NAPRT1)	NA	-1383	MROH6								
M6_2_302_R1_peak_3324	chr1	228165169	228166176	+	240	NA	promoter-TSS (IBA57-AS1)	NA	-56	IBA57								
M6_2_302_R1_peak_10053	chr13	91347428	91347847	+	240	NA	promoter-TSS (MIR17HG)	NA	-183	MIR17HG								
M6_2_302_R1_peak_982	chr1	41802864	41803301	+	240	NA	intron (HIVEP3, intron 1 of 8)	NA	115743	HIVEP3								
M6_2_302_R1_peak_37360	chrX	35699588	35699983	+	240	NA	Intergenic	NA	-98557	MAGEB16								
M6_2_302_R1_peak_11827	chr15	51865264	51865655	+	240	NA	intron (TMOD3, intron 2 of 9)	NA	30419	TMOD3								
M6_2_302_R1_peak_23118	chr22	17219276	17219693	+	240	NA	exon (CECR1, exon 1 of 10)	NA	-19701	CECR1								
M6_2_302_R1_peak_11284	chr14	93163614	93163930	+	240	NA	Intergenic	NA	21132	MOAP1								
M6_2_302_R1_peak_28212	chr5	39177628	39177984	+	240	NA	intron (FYB, intron 2 of 18)	NA	41772	FYB								
M6_2_302_R1_peak_25297	chr3	122232997	122233921	+	240	NA	intron (CASR, intron 1 of 6)	NA	49776	CASR								
M6_2_302_R1_peak_4689	chr10	75547381	75547717	+	240	NA	intron (C10orf11, intron 2 of 6)	NA	-4969	MIR606								
M6_2_302_R1_peak_16143	chr18	5475307	5475773	+	240	NA	intron (EPB41L3, intron 5 of 21)	NA	102129	EPB41L3								
M6_2_302_R1_peak_10543	chr14	38065055	38065464	+	240	NA	Intergenic	NA	-142740	SSTR1								
M6_2_302_R1_peak_34896	chr8	98045426	98045844	+	240	NA	promoter-TSS (RPL30)	NA	-45	RPL30								
M6_2_302_R1_peak_24174	chr3	18883593	18883931	+	240	NA	Intergenic	NA	-264710	KCNH8								
M6_2_302_R1_peak_3582	chr1	243731920	243732357	+	240	NA	intron (AKT3, intron 2 of 13)	NA	117920	AKT3								
M6_2_302_R1_peak_34383	chr8	38973625	38974181	+	240	NA	promoter-TSS (HTRA4)	NA	-337	HTRA4								
M6_2_302_R1_peak_29602	chr5	165559567	165560220	+	240	NA	Intergenic	NA	1089614	LOC102546299								
M6_2_302_R1_peak_9904	chr13	67493868	67494321	+	240	NA	Intergenic	NA	-263758	PCDH9								
M6_2_302_R1_peak_26628	chr4	15762477	15762815	+	240	NA	Intergenic	NA	-15662	CD38								
M6_2_302_R1_peak_22905	chr21	37862464	37862822	+	240	NA	intron (KCNJ6, intron 1 of 3)	NA	53795	KCNJ6								
M6_2_302_R1_peak_3186	chr1	220879197	220879628	+	240	NA	promoter-TSS (HLX)	NA	11	HLX								
M6_2_302_R1_peak_3838	chr10	8088587	8088917	+	240	NA	Intergenic	NA	34048	GATA3								
M6_2_302_R1_peak_8916	chr12	109998815	109999564	+	240	NA	promoter-TSS (ANKRD13A)	NA	-241	ANKRD13A								
M6_2_302_R1_peak_37445	chrX	44344369	44345035	+	240	NA	Intergenic	NA	-1037	EFHC2								
M6_2_302_R1_peak_28455	chr5	61162035	61162736	+	240	NA	promoter-TSS (CTC-436P18.1)	NA	69	CTC-436P18.1								
M6_2_302_R1_peak_15511	chr17	64985112	64985398	+	240	NA	Intergenic	NA	-9670	AMZ2P1								
M6_2_302_R1_peak_36268	chr9	93098485	93098897	+	240	NA	intron (C9orf89, intron 1 of 4)	NA	2523	C9orf89								
M6_2_302_R1_peak_28021	chr5	10607162	10608025	+	240	NA	intron (ANKRD33B, intron 1 of 2)	NA	43270	ANKRD33B								
M6_2_302_R1_peak_26089	chr3	183884089	183884545	+	240	NA	intron (PARL, intron 1 of 8)	NA	583	PARL								
M6_2_302_R1_peak_25532	chr3	136838678	136839227	+	240	NA	intron (SLC35G2, intron 1 of 1)	NA	-14907	SLC35G2								
M6_2_302_R1_peak_7169	chr11	121292443	121293081	+	240	NA	promoter-TSS (SC5D)	NA	-106	SC5D								
M6_2_302_R1_peak_4722	chr10	78817456	78817804	+	240	NA	Intergenic	NA	249818	ZMIZ1-AS1								
M6_2_302_R1_peak_14100	chr17	782033	782577	+	240	NA	promoter-TSS (RNMTL1)	NA	-25	GLOD4								
M6_2_302_R1_peak_3449	chr1	234599467	234600429	+	240	NA	Intergenic	NA	9577	IRF2BP2								
M6_2_302_R1_peak_1164	chr1	52403505	52403894	+	240	NA	promoter-TSS (PRPF38A)	NA	772	ORC1								
M6_2_302_R1_peak_4881	chr10	92680728	92680982	+	240	NA	Intergenic	NA	-9069	HHEX								
M6_2_302_R1_peak_18339	chr19	49813223	49813792	+	240	NA	promoter-TSS (FUZ)	NA	-197	FUZ								
M6_2_302_R1_peak_11900	chr15	58139953	58140316	+	240	NA	intron (AQP9, intron 1 of 5)	NA	1925	AQP9								
M6_2_302_R1_peak_35914	chr9	68564117	68564457	+	240	NA	Intergenic	NA	-17685	RP11-274B18.2								
M6_2_302_R1_peak_24918	chr3	69052068	69052686	+	240	NA	promoter-TSS (TMF1)	NA	-44	TMF1								
M6_2_302_R1_peak_33851	chr7	149065776	149066088	+	240	NA	Intergenic	NA	24845	ZNF786								
M6_2_302_R1_peak_1821	chr1	113683389	113683754	+	240	NA	exon (MAGI3, exon 22 of 22)	NA	75967	PHTF1								
M6_2_302_R1_peak_1939	chr1	145215927	145216178	+	240	NA	TTS (LOC100996740)	NA	1314	LOC100996740								
M6_2_302_R1_peak_23662	chr22	40856269	40857513	+	240	NA	promoter-TSS (XPNPEP3)	NA	117	ST13								
M6_2_302_R1_peak_10060	chr13	93151148	93151526	+	240	NA	Intergenic	NA	-299389	GPC6								
M6_2_302_R1_peak_12259	chr15	74868050	74868548	+	240	NA	intron (SCAMP2, intron 1 of 8)	NA	5066	SCAMP2								
M6_2_302_R1_peak_19842	chr2	96145232	96145694	+	240	NA	promoter-TSS (DUSP2)	NA	-23	DUSP2								
M6_2_302_R1_peak_34728	chr8	78720260	78720564	+	240	NA	TTS (ZC2HC1A)	NA	3962	LOC101241902								
M6_2_302_R1_peak_13091	chr16	17013551	17014000	+	240	NA	Intergenic	NA	-120713	LOC102723692								
M6_2_302_R1_peak_37300	chrX	19350797	19351390	+	240	NA	intron (PDHA1, intron 3 of 9)	NA	7200	PDHA1								
M6_2_302_R1_peak_18212	chr19	46850753	46851259	+	240	NA	promoter-TSS (AP2S1)	NA	-237	AP2S1								
M6_2_302_R1_peak_17191	chr19	9785797	9786384	+	240	NA	promoter-TSS (ZNF846)	NA	7096	LOC100505555								
M6_2_302_R1_peak_33744	chr7	139916163	139916771	+	240	NA	intron (TBXAS1, intron 4 of 11)	NA	138219	TBXAS1								
M6_2_302_R1_peak_28734	chr5	87205060	87205390	+	240	NA	intron (RP11-72L22.1, intron 2 of 3)	NA	-63028	RASA1								
M6_2_302_R1_peak_29509	chr5	157252784	157253428	+	240	NA	exon (ITK, exon 17 of 17)	NA	-13071	CYFIP2								
M6_2_302_R1_peak_10742	chr14	58724109	58724536	+	240	NA	Intergenic	NA	-24429	LOC102723725								
M6_2_302_R1_peak_37418	chrX	40580658	40580990	+	240	NA	promoter-TSS (ATP6AP2)	NA	-140	ATP6AP2								
M6_2_302_R1_peak_25861	chr3	160981168	160981610	+	240	NA	intron (PPM1L, intron 2 of 3)	NA	123751	B3GALNT1								
M6_2_302_R1_peak_30833	chr6	37222630	37223038	+	240	NA	intron (TMEM217, intron 1 of 2)	NA	-34918	TBC1D22B								
M6_2_302_R1_peak_27468	chr4	122749647	122749984	+	240	NA	Intergenic	NA	17113	BBS12								
M6_2_302_R1_peak_16159	chr18	8943942	8944271	+	240	NA	Intergenic	NA	-158524	NDUFV2								
M6_2_302_R1_peak_29096	chr5	132364385	132364692	+	240	NA	TTS (MIR3936)	NA	1061	MIR3936								
M6_2_302_R1_peak_20395	chr2	144595298	144595644	+	240	NA	Intergenic	NA	-72496	TEX41								
M6_2_302_R1_peak_37280	chrX	15977583	15978046	+	240	NA	Intergenic	NA	-122848	AP1S2								
M6_2_302_R1_peak_37652	chrX	80809680	80810196	+	240	NA	promoter-TSS (BRWD3)	NA	-78819	BRWD3								
M6_2_302_R1_peak_141	chr1	7831473	7831790	+	240	NA	intron (PER3, intron 18 of 20)	NA	21860	UTS2								
M6_2_302_R1_peak_13019	chr16	11423428	11423769	+	239	NA	Intergenic	NA	12090	LOC102723455								
M6_2_302_R1_peak_37297	chrX	18677491	18677762	+	239	NA	Intergenic	NA	-2645	TRNAV19								
M6_2_302_R1_peak_29772	chr5	177479035	177479641	+	239	NA	Intergenic	NA	-5645	DBN1								
M6_2_302_R1_peak_4073	chr10	23432557	23433078	+	239	NA	Intergenic	NA	-6452	OTUD1								
M6_2_302_R1_peak_487	chr1	23897767	23898025	+	239	NA	intron (CNR2, intron 2 of 2)	NA	-14725	CNR2								
M6_2_302_R1_peak_20601	chr2	167292817	167293157	+	239	NA	Intergenic	NA	-152032	XIRP2-AS1								
M6_2_302_R1_peak_16843	chr19	1490130	1490637	+	239	NA	promoter-TSS (PCSK4)	NA	354	PCSK4								
M6_2_302_R1_peak_33829	chr7	146652185	146652496	+	239	NA	intron (CNTNAP2, intron 1 of 23)	NA	445269	AC006004.1								
M6_2_302_R1_peak_14914	chr17	38976179	38976585	+	239	NA	Intergenic	NA	-8980	FBXO47								
M6_2_302_R1_peak_9899	chr13	66558529	66558832	+	239	NA	intron (PCDH9, intron 4 of 4)	NA	-266489	PCDH9-AS2								
M6_2_302_R1_peak_20136	chr2	113863087	113863472	+	239	NA	intron (AC104653.1, intron 1 of 4)	NA	-27319	ACTR3								
M6_2_302_R1_peak_27945	chr5	373758	374099	+	239	NA	intron (AHRR, intron 3 of 11)	NA	69215	C5orf55								
M6_2_302_R1_peak_36981	chr9	134122948	134123237	+	239	NA	Intergenic	NA	-12587	WDR5								
M6_2_302_R1_peak_22502	chr20	59870801	59871403	+	239	NA	intron (SYCP2, intron 34 of 43)	NA	61052	SYCP2								
M6_2_302_R1_peak_7530	chr12	7108337	7108633	+	239	NA	intron (C1RL-AS1, intron 1 of 11)	NA	177	C1RL-AS1								
M6_2_302_R1_peak_35151	chr8	123042131	123042657	+	239	NA	promoter-TSS (DERL1)	NA	-16622	DERL1								
M6_2_302_R1_peak_4928	chr10	95793658	95794024	+	239	NA	intron (ENTPD1-AS1, intron 4 of 5)	NA	37925	ENTPD1								
M6_2_302_R1_peak_26291	chr3	195150418	195150744	+	239	NA	intron (XXYLT1-AS2, intron 1 of 1)	NA	2710	XXYLT1-AS2								
M6_2_302_R1_peak_6209	chr11	60363905	60364536	+	239	NA	Intergenic	NA	-14265	MS4A7								
M6_2_302_R1_peak_7879	chr12	31325967	31326569	+	239	NA	promoter-TSS (FAM60A)	NA	-43	FAM60A								
M6_2_302_R1_peak_42	chr1	1764092	1764556	+	239	NA	intron (NADK, intron 2 of 13)	NA	15710	NADK								
M6_2_302_R1_peak_17234	chr19	10543448	10544304	+	239	NA	promoter-TSS (ATG4D)	NA	-18	ATG4D								
M6_2_302_R1_peak_14261	chr17	6365558	6365875	+	239	NA	Intergenic	NA	69483	AIPL1								
M6_2_302_R1_peak_26081	chr3	183635876	183637150	+	239	NA	intron (KLHL24, intron 2 of 7)	NA	903	KLHL24								
M6_2_302_R1_peak_671	chr1	28552821	28553135	+	239	NA	promoter-TSS (TRNAU1AP)	NA	-39	TRNAU1AP								
M6_2_302_R1_peak_35942	chr9	70258617	70259450	+	239	NA	promoter-TSS (SMC5-AS1)	NA	71	SMC5								
M6_2_302_R1_peak_37047	chr9	136628222	136628580	+	239	NA	Intergenic	NA	-3160	LOC101928581								
M6_2_302_R1_peak_8994	chr12	112887293	112887986	+	239	NA	intron (RPH3A, intron 15 of 20)	NA	-19295	OAS1								
M6_2_302_R1_peak_28958	chr5	116038894	116039180	+	239	NA	Intergenic	NA	-12429	ARL14EPL								
M6_2_302_R1_peak_35994	chr9	74886981	74887329	+	239	NA	intron (TRPM6, intron 1 of 38)	NA	565	TRPM6								
M6_2_302_R1_peak_10425	chr14	24188726	24189125	+	239	NA	promoter-TSS (IPO4)	NA	-7	IPO4								
M6_2_302_R1_peak_18205	chr19	46718199	46718636	+	239	NA	Intergenic	NA	-1290	PRKD2								
M6_2_302_R1_peak_4247	chr10	42738758	42739171	+	239	NA	Intergenic	NA	16419	LOC283028								
M6_2_302_R1_peak_37827	chrX	134588368	134588657	+	239	NA	intron (PLAC1, intron 2 of 2)	NA	38488	LINC00629								
M6_2_302_R1_peak_2788	chr1	192609102	192609475	+	239	NA	Intergenic	NA	-26850	RGS13								
M6_2_302_R1_peak_11175	chr14	89669159	89669536	+	239	NA	Intergenic	NA	-35518	LOC102723683								
M6_2_302_R1_peak_9627	chr13	41007292	41007754	+	239	NA	intron (ELF1, intron 1 of 8)	NA	53286	TRNAE20								
M6_2_302_R1_peak_8033	chr12	48105589	48106527	+	239	NA	promoter-TSS (SENP1)	NA	-66	SENP1								
M6_2_302_R1_peak_6956	chr11	104705860	104706207	+	239	NA	Intergenic	NA	-133436	LOC102723895								
M6_2_302_R1_peak_37459	chrX	45803654	45804051	+	239	NA	Intergenic	NA	45620	FLJ25917								
M6_2_302_R1_peak_26579	chr4	10491412	10491745	+	239	NA	intron (CLNK, intron 18 of 18)	NA	-34170	ZNF518B								
M6_2_302_R1_peak_13831	chr16	79093675	79093999	+	239	NA	intron (WWOX, intron 9 of 9)	NA	506888	MAF								
M6_2_302_R1_peak_20486	chr2	157324372	157324703	+	239	NA	intron (ERMN, intron 2 of 2)	NA	1367	ERMN								
M6_2_302_R1_peak_7102	chr11	118436078	118436598	+	239	NA	promoter-TSS (KMT2A)	NA	-152	KMT2A								
M6_2_302_R1_peak_17917	chr19	38652050	38652446	+	239	NA	intron (ACTN4, intron 1 of 20)	NA	4632	ACTN4								
M6_2_302_R1_peak_15414	chr17	60864135	60864525	+	239	NA	intron (BCAS3, intron 7 of 24)	NA	78098	TRNASUP1								
M6_2_302_R1_peak_28890	chr5	108165205	108165510	+	239	NA	intron (FBXL17, intron 6 of 7)	NA	217207	FBXL17								
M6_2_302_R1_peak_36583	chr9	116549348	116549669	+	239	NA	intron (RP11-264C15.2, intron 8 of 11)	NA	45225	RP11-264C15.2								
M6_2_302_R1_peak_25207	chr3	112377013	112377448	+	239	NA	Intergenic	NA	44052	CD200								
M6_2_302_R1_peak_37963	chrY	7810516	7810783	+	239	NA	TTS (TTTY12)	NA	5725	TTTY12								
M6_2_302_R1_peak_13243	chr16	27351999	27352352	+	239	NA	intron (IL4R, intron 5 of 9)	NA	38318	IL4R								
M6_2_302_R1_peak_16608	chr18	63126172	63126707	+	239	NA	exon (BCL2, exon 3 of 3)	NA	192941	BCL2								
M6_2_302_R1_peak_4451	chr10	63629771	63630567	+	239	NA	promoter-TSS (LOC101929846)	NA	-508	LOC101929846								
M6_2_302_R1_peak_29091	chr5	132101014	132101546	+	239	NA	Intergenic	NA	27488	CSF2								
M6_2_302_R1_peak_19692	chr2	74181613	74182183	+	239	NA	Intergenic	NA	-3030	MOB1A								
M6_2_302_R1_peak_28951	chr5	115544466	115545022	+	239	NA	promoter-TSS (FEM1C)	NA	150	FEM1C								
M6_2_302_R1_peak_19128	chr2	40488017	40488371	+	239	NA	intron (SLC8A1, intron 1 of 11)	NA	-23315	LOC101929667								
M6_2_302_R1_peak_11140	chr14	86770368	86770674	+	239	NA	Intergenic	NA	-135257	LOC283585								
M6_2_302_R1_peak_34324	chr8	33524648	33525095	+	239	NA	Intergenic	NA	11396	SNORD13								
M6_2_302_R1_peak_25138	chr3	102532908	102533272	+	239	NA	Intergenic	NA	98075	ZPLD1								
M6_2_302_R1_peak_25573	chr3	139389454	139389966	+	239	NA	promoter-TSS (COPB2)	NA	-30	COPB2								
M6_2_302_R1_peak_6116	chr11	47947039	47947396	+	239	NA	Intergenic	NA	-33341	PTPRJ								
M6_2_302_R1_peak_4129	chr10	28505326	28505766	+	239	NA	Intergenic	NA	26808	WAC-AS1								
M6_2_302_R1_peak_8961	chr12	111409692	111410280	+	239	NA	intron (SH2B3, intron 1 of 7)	NA	4038	SH2B3								
M6_2_302_R1_peak_37396	chrX	39850730	39851164	+	239	NA	Intergenic	NA	13386	MIR1587								
M6_2_302_R1_peak_5114	chr10	103367708	103368161	+	239	NA	promoter-TSS (TAF5)	NA	-33	TAF5								
M6_2_302_R1_peak_29971	chr6	5102350	5102669	+	239	NA	intron (LYRM4, intron 2 of 3)	NA	17023	PPP1R3G								
M6_2_302_R1_peak_37729	chrX	115322363	115322647	+	239	NA	Intergenic	NA	32778	LUZP4								
M6_2_302_R1_peak_8321	chr12	57547187	57547502	+	239	NA	promoter-TSS (DCTN2)	NA	-13	DCTN2								
M6_2_302_R1_peak_6627	chr11	71928815	71929182	+	239	NA	promoter-TSS (RNF121)	NA	-36	RNF121								
M6_2_302_R1_peak_6815	chr11	85281509	85281923	+	239	NA	intron (DLG2, intron 4 of 27)	NA	-346857	TMEM126B								
M6_2_302_R1_peak_13591	chr16	60107472	60107781	+	239	NA	Intergenic	NA	252137	LOC729159								
M6_2_302_R1_peak_37254	chrX	13647703	13648025	+	239	NA	Intergenic	NA	5569	LOC645769								
M6_2_302_R1_peak_24320	chr3	33791689	33792192	+	239	NA	Intergenic	NA	-6631	PDCD6IP								
M6_2_302_R1_peak_548	chr1	25990748	25991130	+	239	NA	intron (PAFAH2, intron 1 of 10)	NA	7233	PAFAH2								
M6_2_302_R1_peak_35993	chr9	74463965	74464403	+	239	NA	Intergenic	NA	-33152	RORB								
M6_2_302_R1_peak_29003	chr5	122113300	122113568	+	239	NA	Intergenic	NA	-16086	ZNF474								
M6_2_302_R1_peak_7740	chr12	18146092	18146722	+	239	NA	Intergenic	NA	-56214	RERGL								
M6_2_302_R1_peak_4361	chr10	50014090	50014378	+	239	NA	Intergenic	NA	25916	AGAP6								
M6_2_302_R1_peak_12204	chr15	72782992	72783303	+	239	NA	exon (ADPGK-AS1, exon 1 of 3)	NA	312	ADPGK-AS1								
M6_2_302_R1_peak_18007	chr19	41121112	41121452	+	239	NA	intron (CYP2F1, intron 3 of 7)	NA	5101	CYP2F1								
M6_2_302_R1_peak_23528	chr22	37032863	37033218	+	239	NA	Intergenic	NA	13243	MPST								
M6_2_302_R1_peak_32979	chr7	72810407	72810759	+	239	NA	exon (TYW1B, exon 4 of 14)	NA	17651	TYW1B								
M6_2_302_R1_peak_24709	chr3	51538460	51538930	+	238	NA	promoter-TSS (RAD54L2)	NA	2800	LOC102723610								
M6_2_302_R1_peak_22210	chr20	44068829	44069763	+	238	NA	exon (TOX2, exon 9 of 9)	NA	118282	JPH2								
M6_2_302_R1_peak_18050	chr19	41859578	41860328	+	238	NA	promoter-TSS (RPS19)	NA	35	RPS19								
M6_2_302_R1_peak_34450	chr8	47600550	47601344	+	238	NA	intron (SPIDR, intron 6 of 15)	NA	137217	CEBPD								
M6_2_302_R1_peak_5907	chr11	33944699	33945120	+	238	NA	Intergenic	NA	-74946	LMO2								
M6_2_302_R1_peak_2259	chr1	157403966	157404650	+	238	NA	Intergenic	NA	-116199	RP11-85G21.2								
M6_2_302_R1_peak_25751	chr3	152976247	152976677	+	238	NA	Intergenic	NA	141515	P2RY1								
M6_2_302_R1_peak_13718	chr16	69762085	69762575	+	238	NA	promoter-TSS (WWP2)	NA	-7362	NOB1								
M6_2_302_R1_peak_5448	chr10	132555205	132555652	+	238	NA	intron (INPP5A, intron 1 of 15)	NA	17579	INPP5A								
M6_2_302_R1_peak_864	chr1	37428974	37429372	+	238	NA	Intergenic	NA	45270	LINC01137								
M6_2_302_R1_peak_37037	chr9	136529537	136530418	+	238	NA	intron (NOTCH1, intron 2 of 33)	NA	-10352	MIR4673								
M6_2_302_R1_peak_28887	chr5	107984940	107985408	+	238	NA	intron (FBXL17, intron 7 of 7)	NA	-314289	EFNA5								
M6_2_302_R1_peak_597	chr1	26900282	26900647	+	238	NA	promoter-TSS (GPATCH3)	NA	7	GPATCH3								
M6_2_302_R1_peak_29700	chr5	173602443	173602763	+	238	NA	Intergenic	NA	14060	BOD1								
M6_2_302_R1_peak_21227	chr2	219133990	219134384	+	238	NA	intron (NHEJ1, intron 5 of 7)	NA	26678	NHEJ1								
M6_2_302_R1_peak_24552	chr3	46538762	46539081	+	238	NA	intron (LRRC2, intron 4 of 8)	NA	-18477	LRRC2-AS1								
M6_2_302_R1_peak_3418	chr1	232891046	232891673	+	238	NA	intron (LOC101927711, intron 2 of 3)	NA	47957	LOC101927711								
M6_2_302_R1_peak_113	chr1	6316938	6317345	+	238	NA	intron (ACOT7, intron 6 of 6)	NA	-56166	GPR153								
M6_2_302_R1_peak_29069	chr5	131209421	131209884	+	238	NA	Intergenic	NA	38704	LYRM7								
M6_2_302_R1_peak_18704	chr2	9843287	9844053	+	238	NA	intron (TAF1B, intron 1 of 14)	NA	228	TAF1B								
M6_2_302_R1_peak_34455	chr8	48318777	48319090	+	238	NA	Intergenic	NA	-232634	RP11-770E5.1								
M6_2_302_R1_peak_24340	chr3	37147695	37148076	+	238	NA	intron (LRRFIP2, intron 3 of 27)	NA	28442	LRRFIP2								
M6_2_302_R1_peak_25848	chr3	160134994	160135323	+	238	NA	intron (IL12A-AS1, intron 3 of 9)	NA	71934	IL12A-AS1								
M6_2_302_R1_peak_34073	chr8	11862483	11863100	+	238	NA	intron (CTSB, intron 2 of 11)	NA	5346	CTSB								
M6_2_302_R1_peak_18074	chr19	42283638	42284421	+	238	NA	promoter-TSS (CIC)	NA	-553	CIC								
M6_2_302_R1_peak_36616	chr9	120897135	120897493	+	238	NA	Intergenic	NA	17258	TRAF1								
M6_2_302_R1_peak_2726	chr1	185316553	185317658	+	238	NA	exon (IVNS1ABP, exon 1 of 16)	NA	224	IVNS1ABP								
M6_2_302_R1_peak_23310	chr22	26478011	26478310	+	238	NA	intron (HPS4, intron 2 of 12)	NA	5703	HPS4								
M6_2_302_R1_peak_1400	chr1	71414162	71414514	+	237	NA	intron (NEGR1, intron 6 of 6)	NA	333014	ZRANB2-AS2								
M6_2_302_R1_peak_13636	chr16	67326634	67326932	+	237	NA	promoter-TSS (KCTD19)	NA	-22	KCTD19								
M6_2_302_R1_peak_25392	chr3	128153182	128153564	+	237	NA	promoter-TSS (EEFSEC)	NA	-86	EEFSEC								
M6_2_302_R1_peak_29943	chr6	3063758	3064381	+	237	NA	intron (RIPK1, intron 1 of 10)	NA	-3984	RIPK1								
M6_2_302_R1_peak_84	chr1	3313073	3313422	+	237	NA	intron (PRDM16, intron 3 of 16)	NA	-141378	ARHGEF16								
M6_2_302_R1_peak_25847	chr3	160129488	160129890	+	237	NA	intron (IL12A-AS1, intron 3 of 9)	NA	77403	IL12A-AS1								
M6_2_302_R1_peak_28135	chr5	32713735	32714183	+	237	NA	TTS (NPR3)	NA	2627	NPR3								
M6_2_302_R1_peak_21502	chr2	239267261	239267817	+	237	NA	intron (HDAC4, intron 2 of 26)	NA	-13934	LOC102723762								
M6_2_302_R1_peak_36638	chr9	121333994	121334351	+	237	NA	Intergenic	NA	34920	GSN								
M6_2_302_R1_peak_12217	chr15	73951249	73951543	+	236	NA	intron (LOXL1, intron 6 of 6)	NA	-23148	LOXL1-AS1								
M6_2_302_R1_peak_28755	chr5	89396229	89396996	+	236	NA	Intergenic	NA	-505679	LOC102724637								
M6_2_302_R1_peak_34651	chr8	66752178	66752885	+	236	NA	intron (SGK3, intron 1 of 16)	NA	15474	PTTG3P								
M6_2_302_R1_peak_8522	chr12	75892831	75893320	+	236	NA	Intergenic	NA	138701	PHLDA1								
M6_2_302_R1_peak_22714	chr21	29228357	29228740	+	236	NA	intron (LINC00189, intron 1 of 1)	NA	35054	LINC00189								
M6_2_302_R1_peak_13729	chr16	70404249	70404747	+	236	NA	intron (ST3GAL2, intron 1 of 6)	NA	34590	ST3GAL2								
M6_2_302_R1_peak_21119	chr2	212811436	212811765	+	236	NA	Intergenic	NA	-114666	MIR4776-1								
M6_2_302_R1_peak_14802	chr17	34412499	34412807	+	236	NA	Intergenic	NA	-49420	CCL1								
M6_2_302_R1_peak_21815	chr20	13749904	13750199	+	236	NA	intron (ESF1, intron 9 of 13)	NA	34882	ESF1								
M6_2_302_R1_peak_11935	chr15	59104725	59105159	+	236	NA	promoter-TSS (CCNB2)	NA	-143	CCNB2								
M6_2_302_R1_peak_34630	chr8	65982149	65982484	+	236	NA	Intergenic	NA	-39240	DNAJC5B								
M6_2_302_R1_peak_33642	chr7	133650984	133651374	+	236	NA	intron (EXOC4, intron 10 of 17)	NA	360228	MIR6133								
M6_2_302_R1_peak_24587	chr3	47522086	47522476	+	236	NA	Intergenic	NA	-8843	ELP6								
M6_2_302_R1_peak_29632	chr5	170331193	170331513	+	236	NA	promoter-TSS (LOC257358)	NA	-40	LOC257358								
M6_2_302_R1_peak_23272	chr22	24427800	24428197	+	236	NA	intron (ADORA2A, intron 1 of 1)	NA	436	ADORA2A								
M6_2_302_R1_peak_29445	chr5	150779866	150780513	+	236	NA	intron (SMIM3, intron 1 of 1)	NA	2243	SMIM3								
M6_2_302_R1_peak_36310	chr9	96150210	96150598	+	236	NA	Intergenic	NA	-33993	LOC158434								
M6_2_302_R1_peak_3666	chr1	247639339	247639743	+	236	NA	intron (LOC102724446, intron 1 of 1)	NA	1313	LOC102724446								
M6_2_302_R1_peak_4159	chr10	30436915	30437659	+	236	NA	exon (MAP3K8, exon 1 of 7)	NA	3266	MAP3K8								
M6_2_302_R1_peak_25801	chr3	156825986	156826702	+	236	NA	promoter-TSS (LEKR1)	NA	37	LEKR1								
M6_2_302_R1_peak_23167	chr22	20079683	20080543	+	236	NA	promoter-TSS (DGCR8)	NA	-5633	MIR3618								
M6_2_302_R1_peak_5654	chr11	9314357	9315017	+	236	NA	promoter-TSS (TMEM41B)	NA	81	TMEM41B								
M6_2_302_R1_peak_3786	chr10	6086312	6086781	+	236	NA	Intergenic	NA	-2440	RBM17								
M6_2_302_R1_peak_6316	chr11	63582543	63582853	+	236	NA	intron (PLA2G16, intron 4 of 4)	NA	-19315	HRASLS2								
M6_2_302_R1_peak_10923	chr14	70882419	70883387	+	236	NA	Intergenic	NA	-24751	PCNX								
M6_2_302_R1_peak_1003	chr1	42937160	42937623	+	236	NA	intron (SLC2A1, intron 2 of 9)	NA	-21658	SLC2A1-AS1								
M6_2_302_R1_peak_16922	chr19	2782901	2783781	+	236	NA	promoter-TSS (SGTA)	NA	15	SGTA								
M6_2_302_R1_peak_9582	chr13	36421451	36421857	+	236	NA	Intergenic	NA	-10176	CCNA1								
M6_2_302_R1_peak_6822	chr11	85854790	85855371	+	236	NA	promoter-TSS (CCDC83)	NA	-21	CCDC83								
M6_2_302_R1_peak_27112	chr4	79603764	79604122	+	236	NA	Intergenic	NA	7401	LOC101928918								
M6_2_302_R1_peak_17013	chr19	4723706	4724258	+	236	NA	promoter-TSS (DPP9)	NA	-88	TRNAG3								
M6_2_302_R1_peak_5307	chr10	120656033	120656487	+	236	NA	Intergenic	NA	58311	C10orf85								
