PeakID (cmd=annotatePeaks.pl SKNO1_2_637_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SKNO1_2_637_R1_peak_11469	chr3	127002167	127002420	+	211	NA	intron (PLXNA1, intron 2 of 30)	NA	13772	PLXNA1								
SKNO1_2_637_R1_peak_9406	chr2	186589818	186590095	+	211	NA	promoter-TSS (ITGAV)	NA	-18191	ITGAV								
SKNO1_2_637_R1_peak_5015	chr14	94392537	94392758	+	211	NA	Intergenic	NA	-1955	SERPINA1								
SKNO1_2_637_R1_peak_14021	chr6	136290324	136290569	+	211	NA	promoter-TSS (BCLAF1)	NA	199	BCLAF1								
SKNO1_2_637_R1_peak_3376	chr12	6632301	6632633	+	210	NA	promoter-TSS (LPAR5)	NA	-818	LPAR5								
SKNO1_2_637_R1_peak_14329	chr7	16933916	16934217	+	210	NA	Intergenic	NA	-53330	AGR3								
SKNO1_2_637_R1_peak_4582	chr13	114062863	114063135	+	210	NA	intron (RASA3, intron 2 of 25)	NA	69621	RASA3								
SKNO1_2_637_R1_peak_14752	chr7	108526068	108526349	+	210	NA	promoter-TSS (PNPLA8)	NA	110	PNPLA8								
SKNO1_2_637_R1_peak_3486	chr12	22250833	22251126	+	210	NA	intron (ST8SIA1, intron 2 of 3)	NA	80111	LOC101928412								
SKNO1_2_637_R1_peak_7014	chr17	77083658	77083942	+	210	NA	Intergenic	NA	-4843	LINC00338								
SKNO1_2_637_R1_peak_6611	chr17	43678006	43678284	+	210	NA	Intergenic	NA	-16251	MEOX1								
SKNO1_2_637_R1_peak_13276	chr5	180135153	180135479	+	210	NA	intron (RASGEF1C, intron 3 of 12)	NA	-63198	RNF130								
SKNO1_2_637_R1_peak_1017	chr1	153727865	153728136	+	210	NA	promoter-TSS (INTS3)	NA	-91	INTS3								
SKNO1_2_637_R1_peak_7151	chr17	81710644	81711096	+	210	NA	Intergenic	NA	-2563	SLC25A10								
SKNO1_2_637_R1_peak_12839	chr5	96961092	96961355	+	210	NA	intron (LNPEP, intron 1 of 17)	NA	2771	LNPEP								
SKNO1_2_637_R1_peak_6144	chr16	77782785	77783005	+	210	NA	Intergenic	NA	-5691	VAT1L								
SKNO1_2_637_R1_peak_13183	chr5	171721507	171721736	+	210	NA	Intergenic	NA	-64194	SMIM23								
SKNO1_2_637_R1_peak_7565	chr19	2950514	2950810	+	210	NA	Intergenic	NA	-5708	ZNF77								
SKNO1_2_637_R1_peak_14065	chr6	139296995	139297247	+	209	NA	intron (TXLNB, intron 1 of 10)	NA	-5050	TXLNB								
SKNO1_2_637_R1_peak_12396	chr4	119300465	119300777	+	209	NA	exon (C4orf3, exon 1 of 2)	NA	3824	C4orf3								
SKNO1_2_637_R1_peak_2007	chr10	51699523	51700031	+	209	NA	promoter-TSS (CSTF2T)	NA	-182	CSTF2T								
SKNO1_2_637_R1_peak_5949	chr16	47461073	47461367	+	209	NA	promoter-TSS (PHKB)	NA	-113	ITFG1								
SKNO1_2_637_R1_peak_14951	chr8	21483971	21484425	+	209	NA	Intergenic	NA	185959	RP11-24P4.1								
SKNO1_2_637_R1_peak_1430	chr1	207414782	207415180	+	209	NA	intron (LOC101929363, intron 1 of 2)	NA	1182	LOC101929363								
SKNO1_2_637_R1_peak_4468	chr13	77329202	77329592	+	209	NA	Intergenic	NA	-2358	MYCBP2								
SKNO1_2_637_R1_peak_308	chr1	26289018	26289405	+	209	NA	intron (UBXN11, intron 4 of 10)	NA	9489	SH3BGRL3								
SKNO1_2_637_R1_peak_7095	chr17	80036408	80036729	+	209	NA	promoter-TSS (CCDC40)	NA	-64	CCDC40								
SKNO1_2_637_R1_peak_16437	chrX	71366114	71366480	+	209	NA	promoter-TSS (TAF1)	NA	-8	TAF1								
SKNO1_2_637_R1_peak_13490	chr6	28141681	28141976	+	209	NA	promoter-TSS (ZKSCAN8)	NA	-2447	ZKSCAN8								
SKNO1_2_637_R1_peak_4461	chr13	76723514	76723774	+	209	NA	Intergenic	NA	162761	KCTD12								
SKNO1_2_637_R1_peak_12741	chr5	74935120	74935727	+	209	NA	Intergenic	NA	-68585	FAM169A								
SKNO1_2_637_R1_peak_1109	chr1	156643844	156644054	+	209	NA	intron (BCAN, intron 1 of 7)	NA	2001	BCAN								
SKNO1_2_637_R1_peak_315	chr1	26501092	26501514	+	209	NA	Intergenic	NA	28892	HMGN2								
SKNO1_2_637_R1_peak_5894	chr16	30075577	30076108	+	209	NA	promoter-TSS (PPP4C)	NA	-161	PPP4C								
SKNO1_2_637_R1_peak_2908	chr11	67437026	67437367	+	209	NA	TTS (CORO1B)	NA	486	PTPRCAP								
SKNO1_2_637_R1_peak_10039	chr20	45857294	45857664	+	209	NA	promoter-TSS (ACOT8)	NA	-70	ACOT8								
SKNO1_2_637_R1_peak_9329	chr2	170816825	170817212	+	209	NA	promoter-TSS (GAD1)	NA	-237	GAD1								
SKNO1_2_637_R1_peak_9940	chr20	33401448	33401708	+	209	NA	promoter-TSS (CDK5RAP1)	NA	-9	CDK5RAP1								
SKNO1_2_637_R1_peak_12132	chr4	53676508	53676715	+	209	NA	Intergenic	NA	-19241	RP11-317M11.1								
SKNO1_2_637_R1_peak_11920	chr4	2468866	2469288	+	209	NA	promoter-TSS (RNF4)	NA	-376	RNF4								
SKNO1_2_637_R1_peak_4322	chr13	39451815	39452323	+	209	NA	intron (LHFP, intron 2 of 2)	NA	151104	LHFP								
SKNO1_2_637_R1_peak_15519	chr8	143948421	143948851	+	209	NA	intron (PLEC, intron 2 of 33)	NA	-3407	MIR661								
SKNO1_2_637_R1_peak_2777	chr11	63985805	63986540	+	209	NA	exon (OTUB1, exon 1 of 6)	NA	319	OTUB1								
SKNO1_2_637_R1_peak_10894	chr3	9986620	9986969	+	209	NA	promoter-TSS (EMC3)	NA	-99	EMC3-AS1								
SKNO1_2_637_R1_peak_13775	chr6	52641909	52642151	+	209	NA	Intergenic	NA	-22371	LOC730101								
SKNO1_2_637_R1_peak_6222	chr16	87407774	87408010	+	209	NA	exon (ZCCHC14, exon 13 of 14)	NA	-15785	FBXO31								
SKNO1_2_637_R1_peak_7404	chr18	48982322	48982552	+	209	NA	Intergenic	NA	-31726	SMAD7								
SKNO1_2_637_R1_peak_4327	chr13	40388739	40389029	+	209	NA	intron (LINC00598, intron 5 of 5)	NA	92122	LINC00598								
SKNO1_2_637_R1_peak_5824	chr16	16062122	16062418	+	209	NA	intron (ABCC1, intron 11 of 29)	NA	112611	ABCC1								
SKNO1_2_637_R1_peak_5957	chr16	48610174	48610428	+	209	NA	promoter-TSS (N4BP1)	NA	-87	N4BP1								
SKNO1_2_637_R1_peak_12645	chr5	55104974	55105477	+	209	NA	intron (GZMA, intron 1 of 4)	NA	2579	GZMA								
SKNO1_2_637_R1_peak_8726	chr2	42949159	42949414	+	209	NA	Intergenic	NA	90261	LOC102723854								
SKNO1_2_637_R1_peak_15637	chr9	32573061	32573320	+	209	NA	promoter-TSS (NDUFB6)	NA	-6	NDUFB6								
SKNO1_2_637_R1_peak_3487	chr12	22539228	22539478	+	209	NA	intron (C2CD5, intron 2 of 27)	NA	5155	C2CD5								
SKNO1_2_637_R1_peak_6672	chr17	47240148	47240481	+	209	NA	Intergenic	NA	-13528	ITGB3								
SKNO1_2_637_R1_peak_1813	chr10	14781813	14782112	+	209	NA	Intergenic	NA	56022	CDNF								
SKNO1_2_637_R1_peak_6185	chr16	84806298	84806838	+	209	NA	Intergenic	NA	-13417	CRISPLD2								
SKNO1_2_637_R1_peak_7714	chr19	10416952	10417177	+	209	NA	intron (PDE4A, intron 2 of 16)	NA	-13469	CDC37								
SKNO1_2_637_R1_peak_10091	chr20	50349339	50349575	+	209	NA	Intergenic	NA	-28115	RP11-290F20.2								
SKNO1_2_637_R1_peak_5445	chr15	70258649	70258941	+	209	NA	Intergenic	NA	-160878	TLE3								
SKNO1_2_637_R1_peak_9773	chr20	1867526	1867762	+	209	NA	Intergenic	NA	26802	LOC102724545								
SKNO1_2_637_R1_peak_3866	chr12	92356352	92356667	+	209	NA	Intergenic	NA	-67450	CLLU1								
SKNO1_2_637_R1_peak_5271	chr15	45572706	45572979	+	209	NA	Intergenic	NA	-14377	BLOC1S6								
SKNO1_2_637_R1_peak_8473	chr19	57499755	57500111	+	209	NA	promoter-TSS (ZNF773)	NA	79	ZNF773								
SKNO1_2_637_R1_peak_10031	chr20	45362871	45363434	+	209	NA	promoter-TSS (SYS1)	NA	-17	SYS1-DBNDD2								
SKNO1_2_637_R1_peak_484	chr1	39738732	39738966	+	209	NA	promoter-TSS (PPIE)	NA	-23	PPIE								
SKNO1_2_637_R1_peak_12887	chr5	115625793	115626302	+	209	NA	exon (TMED7-TICAM2, exon 1 of 4)	NA	132	TMED7								
SKNO1_2_637_R1_peak_6766	chr17	58339029	58339748	+	209	NA	intron (BZRAP1-AS1, intron 2 of 3)	NA	-3366	MIR4736								
SKNO1_2_637_R1_peak_11093	chr3	42072247	42072582	+	209	NA	intron (TRAK1, intron 1 of 16)	NA	-18933	TRAK1								
SKNO1_2_637_R1_peak_15306	chr8	119955803	119956096	+	209	NA	intron (DEPTOR, intron 3 of 8)	NA	82294	DEPTOR								
SKNO1_2_637_R1_peak_13561	chr6	31795581	31796007	+	209	NA	exon (VARS, exon 1 of 30)	NA	141	VARS								
SKNO1_2_637_R1_peak_9467	chr2	197515758	197516323	+	209	NA	promoter-TSS (MOB4)	NA	469	MOB4								
SKNO1_2_637_R1_peak_5517	chr15	76337270	76337571	+	209	NA	intron (ISL2, intron 1 of 5)	NA	614	ISL2								
SKNO1_2_637_R1_peak_16421	chrX	66012194	66012460	+	209	NA	Intergenic	NA	-6568	MIR223								
SKNO1_2_637_R1_peak_8174	chr19	42555547	42556132	+	209	NA	intron (LIPE-AS1, intron 2 of 2)	NA	-27330	CEACAM1								
SKNO1_2_637_R1_peak_15981	chr9	121558038	121558344	+	209	NA	Intergenic	NA	-58164	GGTA1P								
SKNO1_2_637_R1_peak_11060	chr3	37458159	37458418	+	209	NA	intron (ITGA9, intron 1 of 27)	NA	5966	ITGA9								
SKNO1_2_637_R1_peak_5081	chr14	104642098	104642381	+	209	NA	Intergenic	NA	23313	LOC101929634								
SKNO1_2_637_R1_peak_16541	chrX	153724313	153724571	+	209	NA	promoter-TSS (BCAP31)	NA	-59	BCAP31								
SKNO1_2_637_R1_peak_1035	chr1	154327550	154327805	+	209	NA	promoter-TSS (ATP8B2)	NA	2072	ATP8B2								
SKNO1_2_637_R1_peak_6883	chr17	67855982	67856299	+	209	NA	intron (BPTF, intron 2 of 31)	NA	30476	BPTF								
SKNO1_2_637_R1_peak_6511	chr17	37828302	37828856	+	208	NA	Intergenic	NA	56164	YWHAEP7								
SKNO1_2_637_R1_peak_8543	chr2	8380068	8380462	+	208	NA	Intergenic	NA	-51846	LINC00299								
SKNO1_2_637_R1_peak_6565	chr17	40647717	40648160	+	208	NA	promoter-TSS (SMARCE1)	NA	-87	SMARCE1								
SKNO1_2_637_R1_peak_3344	chr12	4321096	4321341	+	208	NA	promoter-TSS (C12orf5)	NA	25	C12orf5								
SKNO1_2_637_R1_peak_9069	chr2	104658536	104658752	+	208	NA	Intergenic	NA	-45114	LOC101927383								
SKNO1_2_637_R1_peak_11410	chr3	113746656	113747112	+	208	NA	promoter-TSS (NAA50)	NA	-135	ATP6V1A								
SKNO1_2_637_R1_peak_16029	chr9	126719707	126720005	+	208	NA	Intergenic	NA	-103672	ZBTB43								
SKNO1_2_637_R1_peak_7185	chr17	82298017	82298514	+	208	NA	Intergenic	NA	-5451	LOC101929511								
SKNO1_2_637_R1_peak_3616	chr12	49828452	49828728	+	208	NA	promoter-TSS (BCDIN3D-AS1)	NA	47	BCDIN3D-AS1								
SKNO1_2_637_R1_peak_8329	chr19	49813185	49813499	+	208	NA	promoter-TSS (FUZ)	NA	-32	FUZ								
SKNO1_2_637_R1_peak_7375	chr18	45686868	45687153	+	208	NA	Intergenic	NA	-37117	SLC14A1								
SKNO1_2_637_R1_peak_81	chr1	3720115	3720341	+	208	NA	intron (TP73, intron 2 of 10)	NA	26543	TP73-AS1								
SKNO1_2_637_R1_peak_4880	chr14	74302973	74303201	+	208	NA	promoter-TSS (ABCD4)	NA	-90	ABCD4								
SKNO1_2_637_R1_peak_1106	chr1	156601354	156601603	+	208	NA	promoter-TSS (GPATCH4)	NA	9	GPATCH4								
SKNO1_2_637_R1_peak_9208	chr2	128520911	128521196	+	208	NA	Intergenic	NA	-202456	HS6ST1								
SKNO1_2_637_R1_peak_13259	chr5	178241169	178241516	+	208	NA	intron (COL23A1, intron 26 of 28)	NA	-8558	PHYKPL								
SKNO1_2_637_R1_peak_1477	chr1	214427816	214428316	+	208	NA	intron (PTPN14, intron 3 of 18)	NA	123615	PTPN14								
SKNO1_2_637_R1_peak_14119	chr6	146596026	146596332	+	208	NA	exon (RP11-715G15.1, exon 3 of 3)	NA	2752	RP11-715G15.1								
SKNO1_2_637_R1_peak_8939	chr2	74573933	74574327	+	208	NA	intron (M1AP, intron 3 of 5)	NA	19745	DOK1								
SKNO1_2_637_R1_peak_11863	chr3	196287555	196287956	+	208	NA	promoter-TSS (PCYT1A)	NA	-42	PCYT1A								
SKNO1_2_637_R1_peak_15365	chr8	128267617	128267871	+	208	NA	Intergenic	NA	117617	MIR1208								
SKNO1_2_637_R1_peak_3820	chr12	74537687	74537936	+	208	NA	promoter-TSS (ATXN7L3B)	NA	40	ATXN7L3B								
SKNO1_2_637_R1_peak_4997	chr14	92677118	92677480	+	208	NA	intron (RIN3, intron 8 of 9)	NA	71331	LGMN								
SKNO1_2_637_R1_peak_10281	chr21	32392836	32393155	+	208	NA	promoter-TSS (C21orf119)	NA	8	URB1								
SKNO1_2_637_R1_peak_265	chr1	23800713	23801153	+	208	NA	promoter-TSS (GALE)	NA	-389	GALE								
SKNO1_2_637_R1_peak_11068	chr3	38438389	38438835	+	208	NA	Intergenic	NA	16208	ACVR2B-AS1								
SKNO1_2_637_R1_peak_9756	chr20	769911	770186	+	208	NA	intron (SLC52A3, intron 1 of 5)	NA	5967	SLC52A3								
SKNO1_2_637_R1_peak_2728	chr11	61698288	61698551	+	208	NA	intron (DAGLA, intron 1 of 19)	NA	-20526	DAGLA								
SKNO1_2_637_R1_peak_988	chr1	150926207	150926580	+	208	NA	promoter-TSS (SETDB1)	NA	54	SETDB1								
SKNO1_2_637_R1_peak_2362	chr10	113854751	113855151	+	208	NA	promoter-TSS (DCLRE1A)	NA	319	NHLRC2								
SKNO1_2_637_R1_peak_15714	chr9	40991745	40992336	+	208	NA	promoter-TSS (LOC100132352)	NA	-297	LOC100132352								
SKNO1_2_637_R1_peak_6822	chr17	63827526	63827789	+	208	NA	promoter-TSS (FTSJ3)	NA	14	FTSJ3								
SKNO1_2_637_R1_peak_6151	chr16	81077021	81077475	+	208	NA	promoter-TSS (C16orf46)	NA	19	C16orf46								
SKNO1_2_637_R1_peak_3166	chr11	119018238	119018928	+	208	NA	promoter-TSS (TRAPPC4)	NA	52	TRAPPC4								
SKNO1_2_637_R1_peak_7162	chr17	81919042	81919366	+	208	NA	exon (MAFG, exon 3 of 3)	NA	-1022	SIRT7								
SKNO1_2_637_R1_peak_11657	chr3	168024550	168024906	+	208	NA	intron (GOLIM4, intron 13 of 15)	NA	71196	GOLIM4								
SKNO1_2_637_R1_peak_10747	chr22	42397365	42397631	+	208	NA	intron (NFAM1, intron 4 of 5)	NA	-28252	LOC102723775								
SKNO1_2_637_R1_peak_15559	chr8	145001512	145001800	+	208	NA	intron (ZNF252P, intron 1 of 4)	NA	-1155	ZNF252P-AS1								
SKNO1_2_637_R1_peak_5498	chr15	75104930	75105194	+	208	NA	Intergenic	NA	81470	PPCDC								
SKNO1_2_637_R1_peak_1547	chr1	227946481	227946892	+	207	NA	intron (WNT9A, intron 1 of 3)	NA	1289	WNT9A								
SKNO1_2_637_R1_peak_2145	chr10	79137887	79138177	+	207	NA	intron (ZMIZ1, intron 2 of 23)	NA	69038	ZMIZ1								
SKNO1_2_637_R1_peak_13912	chr6	110389745	110390033	+	207	NA	Intergenic	NA	25661	DDO								
SKNO1_2_637_R1_peak_2156	chr10	79938742	79939246	+	207	NA	intron (SFTPD, intron 7 of 7)	NA	10111	SFTPD								
SKNO1_2_637_R1_peak_15339	chr8	124687791	124688163	+	207	NA	intron (MTSS1, intron 3 of 13)	NA	40496	MTSS1								
SKNO1_2_637_R1_peak_2797	chr11	64538467	64538707	+	207	NA	Intergenic	NA	-17039	SLC22A11								
SKNO1_2_637_R1_peak_4384	chr13	48161901	48162162	+	206	NA	Intergenic	NA	-66890	MED4								
SKNO1_2_637_R1_peak_11986	chr4	10021398	10021620	+	206	NA	promoter-TSS (SLC2A9)	NA	18739	SLC2A9								
SKNO1_2_637_R1_peak_14610	chr7	87219516	87219902	+	206	NA	promoter-TSS (TMEM243)	NA	859	TMEM243								
SKNO1_2_637_R1_peak_6705	chr17	49788504	49788750	+	206	NA	promoter-TSS (KAT7)	NA	8	KAT7								
SKNO1_2_637_R1_peak_1343	chr1	200888303	200888667	+	206	NA	Intergenic	NA	-6336	C1orf106								
SKNO1_2_637_R1_peak_3099	chr11	110907684	110907938	+	206	NA	Intergenic	NA	-189525	LOC102723966								
SKNO1_2_637_R1_peak_10520	chr22	23398694	23398952	+	206	NA	intron (ZDHHC8P1, intron 3 of 5)	NA	3789	ZDHHC8P1								
SKNO1_2_637_R1_peak_15305	chr8	119919899	119920118	+	206	NA	intron (DEPTOR, intron 1 of 6)	NA	46353	DEPTOR								
SKNO1_2_637_R1_peak_13287	chr5	180861075	180861737	+	206	NA	promoter-TSS (ZFP62)	NA	-120	ZFP62								
SKNO1_2_637_R1_peak_15336	chr8	124594515	124594789	+	206	NA	intron (MTSS1, intron 3 of 13)	NA	55550	NDUFB9								
SKNO1_2_637_R1_peak_3305	chr12	1661995	1662347	+	206	NA	intron (LOC102723583, intron 2 of 2)	NA	-1791	MIR3649								
SKNO1_2_637_R1_peak_14068	chr6	139364379	139364630	+	206	NA	Intergenic	NA	10146	CITED2								
SKNO1_2_637_R1_peak_14892	chr8	6291320	6291690	+	206	NA	Intergenic	NA	115043	LOC100287015								
SKNO1_2_637_R1_peak_4718	chr14	49892902	49893293	+	206	NA	promoter-TSS (ARF6)	NA	79	ARF6								
SKNO1_2_637_R1_peak_7617	chr19	6067404	6067625	+	206	NA	promoter-TSS (LOC101928872)	NA	-439	LOC101928872								
SKNO1_2_637_R1_peak_5305	chr15	54815643	54815905	+	206	NA	Intergenic	NA	381259	RSL24D1								
SKNO1_2_637_R1_peak_707	chr1	74395546	74395808	+	206	NA	intron (TNNI3K, intron 17 of 24)	NA	160290	TNNI3K								
SKNO1_2_637_R1_peak_14328	chr7	16851843	16852096	+	205	NA	Intergenic	NA	28767	AGR3								
SKNO1_2_637_R1_peak_3914	chr12	98619038	98619321	+	205	NA	intron (IKBIP, intron 1 of 1)	NA	19544	SNORA53								
SKNO1_2_637_R1_peak_8293	chr19	48433462	48433699	+	205	NA	intron (GRIN2D, intron 10 of 12)	NA	-12193	GRWD1								
SKNO1_2_637_R1_peak_16339	chrX	38618228	38618458	+	205	NA	intron (TSPAN7, intron 1 of 7)	NA	56865	TSPAN7								
SKNO1_2_637_R1_peak_9767	chr20	1524077	1524380	+	205	NA	Intergenic	NA	-32641	SIRPB2								
SKNO1_2_637_R1_peak_4699	chr14	39103099	39103407	+	205	NA	promoter-TSS (SEC23A)	NA	-20	SEC23A								
SKNO1_2_637_R1_peak_3097	chr11	109971279	109971530	+	205	NA	Intergenic	NA	-121957	ZC3H12C								
SKNO1_2_637_R1_peak_13548	chr6	31559047	31559360	+	205	NA	TTS (NFKBIL1)	NA	11627	NFKBIL1								
SKNO1_2_637_R1_peak_15716	chr9	42974883	42975149	+	205	NA	Intergenic	NA	24519	LOC101928261								
SKNO1_2_637_R1_peak_10877	chr3	8963404	8963630	+	205	NA	promoter-TSS (RAD18)	NA	-42	RAD18								
SKNO1_2_637_R1_peak_15649	chr9	33759681	33759929	+	205	NA	intron (PRSS3, intron 1 of 4)	NA	-21389	LOC101929688								
SKNO1_2_637_R1_peak_13699	chr6	42045641	42046126	+	205	NA	intron (CCND3, intron 1 of 4)	NA	-4641	TAF8								
SKNO1_2_637_R1_peak_11051	chr3	35664560	35664890	+	205	NA	intron (ARPP21, intron 1 of 20)	NA	-14924	ARPP21								
SKNO1_2_637_R1_peak_16185	chr9	134025682	134026163	+	205	NA	exon (LINC00094, exon 2 of 3)	NA	483	LINC00094								
SKNO1_2_637_R1_peak_7103	chr17	80457621	80457939	+	205	NA	Intergenic	NA	18824	NPTX1								
SKNO1_2_637_R1_peak_8274	chr19	47300050	47300339	+	205	NA	Intergenic	NA	-7870	LOC102723962								
SKNO1_2_637_R1_peak_2604	chr11	35618155	35618436	+	205	NA	exon (FJX1, exon 1 of 1)	NA	108	FJX1								
SKNO1_2_637_R1_peak_853	chr1	109277496	109277814	+	205	NA	Intergenic	NA	5498	PSRC1								
SKNO1_2_637_R1_peak_9905	chr20	30845993	30846231	+	205	NA	Intergenic	NA	-131288	LOC102723552								
SKNO1_2_637_R1_peak_12136	chr4	53994467	53994712	+	205	NA	Intergenic	NA	-7307	RPL21P44								
SKNO1_2_637_R1_peak_9928	chr20	32470023	32470422	+	205	NA	intron (C20orf112, intron 2 of 7)	NA	4668	C20orf112								
SKNO1_2_637_R1_peak_816	chr1	100894618	100894989	+	205	NA	promoter-TSS (EXTL2)	NA	376	EXTL2								
SKNO1_2_637_R1_peak_3473	chr12	15882256	15882538	+	205	NA	promoter-TSS (STRAP)	NA	41	STRAP								
SKNO1_2_637_R1_peak_15093	chr8	46917684	46918076	+	205	NA	Intergenic	NA	76994	LINC00293								
SKNO1_2_637_R1_peak_7125	chr17	81238976	81239356	+	205	NA	promoter-TSS (ENTHD2)	NA	-145	C17orf89								
SKNO1_2_637_R1_peak_2554	chr11	18634284	18634529	+	205	NA	promoter-TSS (SPTY2D1)	NA	67	SPTY2D1								
SKNO1_2_637_R1_peak_1764	chr10	6665916	6666212	+	205	NA	Intergenic	NA	-71527	LOC102723721								
SKNO1_2_637_R1_peak_9867	chr20	19441161	19441445	+	205	NA	intron (SLC24A3, intron 2 of 16)	NA	-156707	RP5-1027G4.3								
SKNO1_2_637_R1_peak_12647	chr5	55856672	55856907	+	205	NA	intron (IL31RA, intron 1 of 15)	NA	3467	IL31RA								
SKNO1_2_637_R1_peak_13397	chr6	15296810	15297080	+	205	NA	intron (JARID2, intron 1 of 17)	NA	-48249	JARID2-AS1								
SKNO1_2_637_R1_peak_12088	chr4	40573996	40574239	+	205	NA	intron (RBM47, intron 1 of 6)	NA	-57850	RBM47								
SKNO1_2_637_R1_peak_8449	chr19	55599390	55599766	+	205	NA	promoter-TSS (FIZ1)	NA	-16	FIZ1								
SKNO1_2_637_R1_peak_15592	chr9	7799631	7799937	+	205	NA	promoter-TSS (TMEM261)	NA	15	TMEM261								
SKNO1_2_637_R1_peak_12440	chr4	169410846	169411187	+	205	NA	intron (NEK1, intron 29 of 33)	NA	-139918	SH3RF1								
SKNO1_2_637_R1_peak_8495	chr19	58387059	58387400	+	205	NA	promoter-TSS (RPS5)	NA	-40	RPS5								
SKNO1_2_637_R1_peak_4944	chr14	85414205	85414522	+	205	NA	intron (LINC00911, intron 2 of 2)	NA	20484	LINC00911								
SKNO1_2_637_R1_peak_4309	chr13	34459833	34460103	+	205	NA	intron (LINC00457, intron 2 of 2)	NA	180717	LINC00457								
SKNO1_2_637_R1_peak_763	chr1	92376365	92376622	+	205	NA	intron (RPAP2, intron 12 of 13)	NA	77443	RPAP2								
SKNO1_2_637_R1_peak_15605	chr9	19102820	19103246	+	205	NA	promoter-TSS (HAUS6)	NA	-91	HAUS6								
SKNO1_2_637_R1_peak_6111	chr16	71462097	71462426	+	205	NA	promoter-TSS (ZNF23)	NA	-47	ZNF23								
SKNO1_2_637_R1_peak_5609	chr15	89334671	89335038	+	205	NA	promoter-TSS (POLG)	NA	-59	POLG								
SKNO1_2_637_R1_peak_4020	chr12	112130549	112130953	+	205	NA	intron (TRAFD1, intron 2 of 11)	NA	5206	TRAFD1								
SKNO1_2_637_R1_peak_11788	chr3	187999961	188000153	+	205	NA	Intergenic	NA	-153253	LPP								
SKNO1_2_637_R1_peak_2353	chr10	110872140	110872703	+	205	NA	intron (PDCD4, intron 1 of 10)	NA	524	PDCD4								
SKNO1_2_637_R1_peak_8423	chr19	55080205	55080504	+	205	NA	promoter-TSS (EPS8L1)	NA	4501	EPS8L1								
SKNO1_2_637_R1_peak_7543	chr19	1897642	1897862	+	205	NA	Intergenic	NA	-7620	ADAT3								
SKNO1_2_637_R1_peak_9715	chr2	240586199	240586740	+	204	NA	promoter-TSS (CAPN10)	NA	-153	CAPN10-AS1								
SKNO1_2_637_R1_peak_12574	chr5	34656262	34656516	+	204	NA	promoter-TSS (RAI14)	NA	-28118	RAI14								
SKNO1_2_637_R1_peak_6913	chr17	73192898	73193149	+	204	NA	promoter-TSS (COG1)	NA	-11	COG1								
SKNO1_2_637_R1_peak_6066	chr16	67984771	67985213	+	204	NA	Intergenic	NA	-4443	DPEP3								
SKNO1_2_637_R1_peak_12159	chr4	55318857	55319082	+	204	NA	Intergenic	NA	-27273	SRD5A3								
SKNO1_2_637_R1_peak_3563	chr12	46301008	46301286	+	204	NA	Intergenic	NA	-31722	SLC38A1								
SKNO1_2_637_R1_peak_13704	chr6	42563861	42564277	+	203	NA	promoter-TSS (UBR2)	NA	47	UBR2								
SKNO1_2_637_R1_peak_9774	chr20	1883093	1883339	+	203	NA	Intergenic	NA	11230	LOC102724545								
SKNO1_2_637_R1_peak_10476	chr22	19986451	19986759	+	203	NA	intron (ARVCF, intron 3 of 17)	NA	22852	MIR4761								
SKNO1_2_637_R1_peak_13324	chr6	4018672	4018974	+	203	NA	Intergenic	NA	-2506	PRPF4B								
SKNO1_2_637_R1_peak_14506	chr7	56106285	56106699	+	203	NA	promoter-TSS (CHCHD2)	NA	2	CHCHD2								
SKNO1_2_637_R1_peak_350	chr1	27914403	27914916	+	203	NA	promoter-TSS (RPA2)	NA	138	RPA2								
SKNO1_2_637_R1_peak_11470	chr3	127547764	127548032	+	203	NA	Intergenic	NA	-10938	RP11-59J16.1								
SKNO1_2_637_R1_peak_1118	chr1	157138314	157139067	+	203	NA	promoter-TSS (ETV3)	NA	-110	ETV3								
SKNO1_2_637_R1_peak_6	chr1	1005067	1005341	+	203	NA	Intergenic	NA	-5032	HES4								
SKNO1_2_637_R1_peak_14188	chr6	166959320	166959568	+	203	NA	Intergenic	NA	-3712	RNASET2								
SKNO1_2_637_R1_peak_8481	chr19	57769530	57769748	+	203	NA	promoter-TSS (ZNF586)	NA	-13	ZNF586								
SKNO1_2_637_R1_peak_9332	chr2	171146681	171147027	+	203	NA	intron (TLK1, intron 1 of 20)	NA	14046	TLK1								
SKNO1_2_637_R1_peak_8221	chr19	45439874	45440134	+	203	NA	intron (ERCC1, intron 1 of 8)	NA	3350	MIR6088								
SKNO1_2_637_R1_peak_5703	chr15	101618825	101619110	+	203	NA	Intergenic	NA	-4628	LOC101927505								
SKNO1_2_637_R1_peak_1625	chr1	235954783	235955096	+	203	NA	Intergenic	NA	-88012	LYST								
SKNO1_2_637_R1_peak_11522	chr3	130893844	130894081	+	203	NA	promoter-TSS (ATP2C1)	NA	43479	ATP2C1								
