PeakID (cmd=annotatePeaks.pl SKNO1_2_636_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SKNO1_2_636_R1_peak_6304	chr14	50311832	50312945	+	396	NA	promoter-TSS (ATP5S)	NA	59	ATP5S								
SKNO1_2_636_R1_peak_18190	chr5	179698355	179699400	+	396	NA	promoter-TSS (CANX)	NA	-52	CANX								
SKNO1_2_636_R1_peak_9634	chr17	75941006	75941368	+	396	NA	promoter-TSS (FBF1)	NA	-149	FBF1								
SKNO1_2_636_R1_peak_16344	chr3	196568481	196568878	+	396	NA	promoter-TSS (FBXO45)	NA	77	WDR53								
SKNO1_2_636_R1_peak_7597	chr15	90954666	90955433	+	396	NA	TTS (UNC45A)	NA	173	RCCD1								
SKNO1_2_636_R1_peak_9888	chr17	81937201	81937683	+	396	NA	promoter-TSS (PYCR1)	NA	-126	PYCR1								
SKNO1_2_636_R1_peak_12025	chr2	24971612	24972308	+	396	NA	promoter-TSS (DNAJC27-AS1)	NA	134	DNAJC27								
SKNO1_2_636_R1_peak_19978	chr7	99438707	99439058	+	396	NA	promoter-TSS (CPSF4)	NA	-43	PTCD1								
SKNO1_2_636_R1_peak_3106	chr10	119206295	119207732	+	396	NA	promoter-TSS (GRK5)	NA	-672	GRK5								
SKNO1_2_636_R1_peak_3569	chr11	61161400	61161814	+	395	NA	promoter-TSS (VPS37C)	NA	-163	VPS37C								
SKNO1_2_636_R1_peak_10704	chr19	10565645	10566282	+	395	NA	promoter-TSS (KRI1)	NA	63	KRI1								
SKNO1_2_636_R1_peak_15562	chr3	52409890	52410736	+	395	NA	promoter-TSS (PHF7)	NA	-208	BAP1								
SKNO1_2_636_R1_peak_10919	chr19	16111227	16111952	+	395	NA	promoter-TSS (RAB8A)	NA	-91	RAB8A								
SKNO1_2_636_R1_peak_3882	chr11	68004032	68004402	+	395	NA	promoter-TSS (UNC93B1)	NA	-94	UNC93B1								
SKNO1_2_636_R1_peak_10719	chr19	10870864	10871577	+	395	NA	promoter-TSS (CARM1)	NA	-450	CARM1								
SKNO1_2_636_R1_peak_16730	chr4	54031768	54032249	+	395	NA	intron (CHIC2, intron 3 of 5)	NA	32640	CHIC2								
SKNO1_2_636_R1_peak_14578	chr22	25447697	25448155	+	395	NA	promoter-TSS (CRYBB2P1)	NA	-161	CRYBB2P1								
SKNO1_2_636_R1_peak_21456	chr9	72365655	72366196	+	395	NA	promoter-TSS (ZFAND5)	NA	483	LOC102724516								
SKNO1_2_636_R1_peak_3708	chr11	64878426	64879191	+	395	NA	promoter-TSS (EHD1)	NA	-40	EHD1								
SKNO1_2_636_R1_peak_15574	chr3	52983515	52983830	+	395	NA	intron (LOC102723651, intron 3 of 3)	NA	62983	SFMBT1								
SKNO1_2_636_R1_peak_7271	chr15	67081064	67081340	+	395	NA	intron (SMAD3, intron 1 of 8)	NA	15345	SMAD3								
SKNO1_2_636_R1_peak_8581	chr16	89686591	89687019	+	395	NA	promoter-TSS (CDK10)	NA	105	CDK10								
SKNO1_2_636_R1_peak_15765	chr3	115783925	115784321	+	395	NA	Intergenic	NA	160819	GAP43								
SKNO1_2_636_R1_peak_18263	chr6	2952735	2953046	+	395	NA	intron (SERPINB6, intron 5 of 6)	NA	15926	SERPINB6								
SKNO1_2_636_R1_peak_13993	chr20	58981088	58981536	+	395	NA	promoter-TSS (NELFCD)	NA	104	NELFCD								
SKNO1_2_636_R1_peak_7211	chr15	64162591	64163608	+	395	NA	promoter-TSS (PPIB)	NA	56	PPIB								
SKNO1_2_636_R1_peak_8339	chr16	74683655	74683970	+	395	NA	intron (MLKL, intron 5 of 8)	NA	-16920	RFWD3								
SKNO1_2_636_R1_peak_6143	chr14	21923844	21924205	+	395	NA	Intergenic	NA	258941	OR4E2								
SKNO1_2_636_R1_peak_14668	chr22	31489583	31490301	+	395	NA	promoter-TSS (EIF4ENIF1)	NA	-376	EIF4ENIF1								
SKNO1_2_636_R1_peak_15426	chr3	48088780	48089602	+	395	NA	promoter-TSS (MAP4)	NA	88	MAP4								
SKNO1_2_636_R1_peak_11498	chr19	45692217	45692908	+	395	NA	promoter-TSS (SNRPD2)	NA	79	QPCTL								
SKNO1_2_636_R1_peak_9260	chr17	50397355	50397766	+	395	NA	promoter-TSS (LRRC59)	NA	-7	LRRC59								
SKNO1_2_636_R1_peak_15581	chr3	53197172	53197436	+	395	NA	Intergenic	NA	28557	PRKCD								
SKNO1_2_636_R1_peak_12242	chr2	53970767	53971349	+	394	NA	promoter-TSS (PSME4)	NA	-22566	PSME4								
SKNO1_2_636_R1_peak_3832	chr11	66958529	66958888	+	394	NA	promoter-TSS (PC)	NA	-797	PC								
SKNO1_2_636_R1_peak_3829	chr11	66843029	66843675	+	394	NA	promoter-TSS (RCE1)	NA	-60	RCE1								
SKNO1_2_636_R1_peak_1399	chr1	153633704	153634585	+	394	NA	promoter-TSS (CHTOP)	NA	162	CHTOP								
SKNO1_2_636_R1_peak_14415	chr22	17773780	17774596	+	394	NA	promoter-TSS (BID)	NA	307	BID								
SKNO1_2_636_R1_peak_2258	chr1	248905967	248906697	+	394	NA	promoter-TSS (PGBD2)	NA	67	PGBD2								
SKNO1_2_636_R1_peak_1440	chr1	154627603	154628282	+	393	NA	promoter-TSS (ADAR)	NA	-30	ADAR								
SKNO1_2_636_R1_peak_22269	chrX	14029647	14030116	+	393	NA	promoter-TSS (GEMIN8)	NA	35	GEMIN8								
SKNO1_2_636_R1_peak_8025	chr16	30894045	30894612	+	393	NA	promoter-TSS (BCL7C)	NA	-26	BCL7C								
SKNO1_2_636_R1_peak_2355	chr10	11874744	11875093	+	393	NA	intron (PROSER2-AS1, intron 2 of 5)	NA	19792	PROSER2-AS1								
SKNO1_2_636_R1_peak_16960	chr4	89057022	89057295	+	393	NA	promoter-TSS (FAM13A)	NA	-55659	TIGD2								
SKNO1_2_636_R1_peak_3176	chr10	128150027	128150300	+	393	NA	Intergenic	NA	-23959	MKI67								
SKNO1_2_636_R1_peak_13531	chr20	3767481	3768532	+	393	NA	promoter-TSS (C20orf27)	NA	382	C20orf27								
SKNO1_2_636_R1_peak_14823	chr22	40370449	40370740	+	393	NA	promoter-TSS (SGSM3)	NA	27	SGSM3								
SKNO1_2_636_R1_peak_17046	chr4	128060783	128061529	+	393	NA	promoter-TSS (LARP1B)	NA	-316	LARP1B								
SKNO1_2_636_R1_peak_8751	chr17	8152276	8152698	+	393	NA	promoter-TSS (PER1)	NA	-52	PER1								
SKNO1_2_636_R1_peak_17584	chr5	95731056	95731409	+	393	NA	promoter-TSS (RHOBTB3)	NA	86	RHOBTB3								
SKNO1_2_636_R1_peak_7679	chr16	181083	181666	+	393	NA	TTS (HBQ1)	NA	1040	HBQ1								
SKNO1_2_636_R1_peak_11119	chr19	29815162	29815602	+	392	NA	intron (CCNE1, intron 4 of 11)	NA	3272	CCNE1								
SKNO1_2_636_R1_peak_4541	chr12	6890998	6891461	+	392	NA	Intergenic	NA	6547	DSTNP2								
SKNO1_2_636_R1_peak_1600	chr1	161153811	161154267	+	392	NA	exon (UFC1, exon 1 of 6)	NA	247	UFC1								
SKNO1_2_636_R1_peak_18817	chr6	43725098	43725498	+	391	NA	Intergenic	NA	-37505	MRPS18A								
SKNO1_2_636_R1_peak_7631	chr15	98647279	98647922	+	391	NA	Intergenic	NA	-22311	IGF1R								
SKNO1_2_636_R1_peak_22047	chr9	134164397	134165700	+	391	NA	promoter-TSS (RNU6ATAC)	NA	-484	RNU6ATAC								
SKNO1_2_636_R1_peak_19956	chr7	96321635	96322363	+	391	NA	exon (SLC25A13, exon 1 of 18)	NA	-12372	SLC25A13								
SKNO1_2_636_R1_peak_16105	chr3	170869830	170870535	+	391	NA	promoter-TSS (RPL22L1)	NA	19	RPL22L1								
SKNO1_2_636_R1_peak_4477	chr12	4269294	4269815	+	390	NA	Intergenic	NA	-4182	CCND2								
SKNO1_2_636_R1_peak_7119	chr15	52018954	52020020	+	390	NA	promoter-TSS (MAPK6)	NA	273	MAPK6								
SKNO1_2_636_R1_peak_6736	chr14	100192858	100193557	+	390	NA	Intergenic	NA	-33532	DEGS2								
SKNO1_2_636_R1_peak_16486	chr4	2942082	2943106	+	390	NA	intron (NOP14, intron 13 of 17)	NA	7048	NOP14-AS1								
SKNO1_2_636_R1_peak_17810	chr5	138178958	138179278	+	390	NA	promoter-TSS (BRD8)	NA	394	KIF20A								
SKNO1_2_636_R1_peak_11615	chr19	48954592	48955079	+	390	NA	promoter-TSS (BAX)	NA	-82	BAX								
SKNO1_2_636_R1_peak_3171	chr10	128047373	128047819	+	390	NA	promoter-TSS (PTPRE)	NA	65322	PTPRE								
SKNO1_2_636_R1_peak_14859	chr22	41666634	41667038	+	390	NA	Intergenic	NA	22073	NHP2L1								
SKNO1_2_636_R1_peak_15333	chr3	41117462	41117867	+	390	NA	Intergenic	NA	-106357	CTNNB1								
SKNO1_2_636_R1_peak_6608	chr14	81423574	81423873	+	390	NA	intron (STON2, intron 2 of 7)	NA	-25143	STON2								
SKNO1_2_636_R1_peak_11771	chr19	55160569	55160849	+	390	NA	promoter-TSS (LOC101930593)	NA	-472	LOC101930593								
SKNO1_2_636_R1_peak_21290	chr9	21803079	21803437	+	390	NA	intron (MTAP, intron 1 of 7)	NA	622	MTAP								
SKNO1_2_636_R1_peak_153	chr1	6613402	6613811	+	390	NA	promoter-TSS (PHF13)	NA	-90	PHF13								
SKNO1_2_636_R1_peak_5679	chr13	23889331	23889625	+	390	NA	promoter-TSS (MIPEP)	NA	25	C1QTNF9B-AS1								
SKNO1_2_636_R1_peak_15482	chr3	49673593	49674666	+	390	NA	promoter-TSS (APEH)	NA	135	APEH								
SKNO1_2_636_R1_peak_729	chr1	42157725	42158050	+	389	NA	Intergenic	NA	4466	GUCA2B								
SKNO1_2_636_R1_peak_1775	chr1	185045068	185045650	+	389	NA	promoter-TSS (RNF2)	NA	-60	RNF2								
SKNO1_2_636_R1_peak_2412	chr10	18659094	18659606	+	389	NA	promoter-TSS (LOC102724059)	NA	-34	ARL5B								
SKNO1_2_636_R1_peak_15266	chr3	33113831	33114765	+	389	NA	exon (CRTAP, exon 1 of 7)	NA	340	CRTAP								
SKNO1_2_636_R1_peak_588	chr1	33036015	33037197	+	389	NA	intron (AK2, intron 1 of 6)	NA	305	AK2								
SKNO1_2_636_R1_peak_2593	chr10	58267039	58267683	+	389	NA	intron (IPMK, intron 1 of 5)	NA	573	IPMK								
SKNO1_2_636_R1_peak_3134	chr10	122980228	122980968	+	389	NA	exon (PSTK, exon 1 of 7)	NA	184	PSTK								
SKNO1_2_636_R1_peak_11088	chr19	19405228	19405866	+	389	NA	promoter-TSS (GATAD2A)	NA	-22149	GATAD2A								
SKNO1_2_636_R1_peak_12210	chr2	46541932	46542771	+	389	NA	promoter-TSS (RHOQ)	NA	-415	RHOQ								
SKNO1_2_636_R1_peak_6653	chr14	91113859	91114304	+	388	NA	promoter-TSS (C14orf159)	NA	68	C14orf159								
SKNO1_2_636_R1_peak_9070	chr17	42388528	42389176	+	388	NA	promoter-TSS (STAT3)	NA	-357	STAT3								
SKNO1_2_636_R1_peak_15462	chr3	49028853	49029612	+	388	NA	TTS (QRICH1)	NA	402	IMPDH2								
SKNO1_2_636_R1_peak_8476	chr16	87543883	87544280	+	388	NA	Intergenic	NA	-51819	ZCCHC14								
SKNO1_2_636_R1_peak_1081	chr1	93078990	93079392	+	388	NA	promoter-TSS (MTF2)	NA	-44	MTF2								
SKNO1_2_636_R1_peak_6886	chr14_GL000194v1_random	114818	115127	+	388	NA	promoter-TSS (MAFIP)	NA	99	MAFIP								
SKNO1_2_636_R1_peak_10355	chr19	934993	935446	+	388	NA	intron (ARID3A, intron 3 of 8)	NA	9486	ARID3A								
SKNO1_2_636_R1_peak_3548	chr11	59550902	59551477	+	388	NA	promoter-TSS (TRNAR14)	NA	-105	TRNAR14								
SKNO1_2_636_R1_peak_11663	chr19	49928991	49930186	+	388	NA	promoter-TSS (IL4I1)	NA	-46	NUP62								
SKNO1_2_636_R1_peak_18156	chr5	177510231	177510552	+	388	NA	promoter-TSS (DOK3)	NA	-534	DOK3								
SKNO1_2_636_R1_peak_12924	chr2	169798991	169799372	+	388	NA	promoter-TSS (SSB)	NA	369	SSB								
SKNO1_2_636_R1_peak_4271	chr11	120335866	120336493	+	388	NA	promoter-TSS (ARHGEF12)	NA	-376	ARHGEF12								
SKNO1_2_636_R1_peak_21801	chr9	124868496	124869341	+	387	NA	promoter-TSS (ARPC5L)	NA	6788	ARPC5L								
SKNO1_2_636_R1_peak_5279	chr12	108562322	108562672	+	387	NA	promoter-TSS (ISCU)	NA	-30	ISCU								
SKNO1_2_636_R1_peak_5845	chr13	44577300	44578251	+	387	NA	promoter-TSS (TSC22D1)	NA	-628	TSC22D1								
SKNO1_2_636_R1_peak_21406	chr9	38392481	38392932	+	387	NA	promoter-TSS (ALDH1B1)	NA	42	ALDH1B1								
SKNO1_2_636_R1_peak_4878	chr12	52024846	52025114	+	387	NA	intron (NR4A1, intron 1 of 7)	NA	2148	NR4A1								
SKNO1_2_636_R1_peak_16026	chr3	150762889	150763641	+	386	NA	exon (SIAH2, exon 1 of 2)	NA	211	SIAH2								
SKNO1_2_636_R1_peak_4554	chr12	6970544	6971100	+	386	NA	promoter-TSS (EMG1)	NA	41	EMG1								
SKNO1_2_636_R1_peak_21669	chr9	107282862	107284105	+	386	NA	promoter-TSS (RAD23B)	NA	247	RAD23B								
SKNO1_2_636_R1_peak_19065	chr6	111482912	111484429	+	386	NA	promoter-TSS (REV3L)	NA	45	REV3L								
SKNO1_2_636_R1_peak_797	chr1	44986458	44986924	+	386	NA	promoter-TSS (EIF2B3)	NA	31	EIF2B3								
SKNO1_2_636_R1_peak_8480	chr16	87777930	87778241	+	386	NA	intron (LOC102724467, intron 1 of 2)	NA	1063	LOC102724467								
SKNO1_2_636_R1_peak_13025	chr2	178450540	178451776	+	386	NA	promoter-TSS (PRKRA)	NA	12	PRKRA								
SKNO1_2_636_R1_peak_14750	chr22	37807731	37808137	+	386	NA	promoter-TSS (GCAT)	NA	29	GCAT								
SKNO1_2_636_R1_peak_5253	chr12	104288711	104289182	+	386	NA	exon (TXNRD1, exon 2 of 14)	NA	2264	TXNRD1								
SKNO1_2_636_R1_peak_16613	chr4	25914295	25914619	+	386	NA	intron (SMIM20, intron 2 of 3)	NA	265	SMIM20								
SKNO1_2_636_R1_peak_11308	chr19	39833198	39834558	+	386	NA	promoter-TSS (DYRK1B)	NA	323	DYRK1B								
SKNO1_2_636_R1_peak_2193	chr1	243287614	243288113	+	386	NA	intron (SDCCAG8, intron 5 of 14)	NA	-31881	CEP170								
SKNO1_2_636_R1_peak_22003	chr9	133022250	133022670	+	386	NA	Intergenic	NA	-8215	GTF3C5								
SKNO1_2_636_R1_peak_13945	chr20	51595010	51595287	+	386	NA	Intergenic	NA	-52429	NFATC2								
SKNO1_2_636_R1_peak_18626	chr6	32971494	32972431	+	386	NA	promoter-TSS (BRD2)	NA	367	BRD2								
SKNO1_2_636_R1_peak_11621	chr19	49084985	49085600	+	386	NA	promoter-TSS (SNRNP70)	NA	-12351	KCNA7								
SKNO1_2_636_R1_peak_26	chr1	1307554	1308895	+	386	NA	promoter-TSS (PUSL1)	NA	-358	PUSL1								
SKNO1_2_636_R1_peak_19240	chr6	144008059	144008846	+	386	NA	promoter-TSS (PLAGL1)	NA	278	HYMAI								
SKNO1_2_636_R1_peak_18794	chr6	42894057	42894414	+	385	NA	Intergenic	NA	-3419	C6orf226								
SKNO1_2_636_R1_peak_17665	chr5	115625869	115626351	+	385	NA	promoter-TSS (TMED7)	NA	69	TMED7								
SKNO1_2_636_R1_peak_9206	chr17	47941031	47941909	+	385	NA	promoter-TSS (PNPO)	NA	-53	PNPO								
SKNO1_2_636_R1_peak_13835	chr20	44210750	44211201	+	385	NA	promoter-TSS (OSER1-AS1)	NA	15	OSER1-AS1								
SKNO1_2_636_R1_peak_12261	chr2	55693649	55694048	+	385	NA	promoter-TSS (PNPT1)	NA	-4	PNPT1								
SKNO1_2_636_R1_peak_12215	chr2	46915744	46916076	+	385	NA	promoter-TSS (MCFD2)	NA	-25374	TTC7A								
SKNO1_2_636_R1_peak_1599	chr1	161132464	161132879	+	385	NA	promoter-TSS (DEDD)	NA	17	DEDD								
SKNO1_2_636_R1_peak_1413	chr1	153945811	153946863	+	384	NA	exon (DENND4B, exon 1 of 28)	NA	-1454	DENND4B								
SKNO1_2_636_R1_peak_6773	chr14	102314141	102314646	+	384	NA	Intergenic	NA	-2699	TRNAI15								
SKNO1_2_636_R1_peak_17949	chr5	150449445	150450172	+	384	NA	promoter-TSS (RPS14)	NA	-52	RPS14								
SKNO1_2_636_R1_peak_6358	chr14	55411713	55412087	+	384	NA	promoter-TSS (ATG14)	NA	-42	ATG14								
SKNO1_2_636_R1_peak_14923	chr22	45163518	45164051	+	383	NA	promoter-TSS (NUP50)	NA	-2081	NUP50								
SKNO1_2_636_R1_peak_3098	chr10	119030017	119030907	+	383	NA	exon (NANOS1, exon 1 of 1)	NA	746	NANOS1								
SKNO1_2_636_R1_peak_2624	chr10	68231268	68231828	+	383	NA	exon (ATOH7, exon 1 of 1)	NA	565	ATOH7								
SKNO1_2_636_R1_peak_1749	chr1	182259130	182259865	+	382	NA	intron (GS1-122H1.2, intron 2 of 2)	NA	54564	GS1-122H1.2								
SKNO1_2_636_R1_peak_21094	chr8	143281531	143282001	+	382	NA	promoter-TSS (LOC100507316)	NA	-90	LOC100507316								
SKNO1_2_636_R1_peak_17807	chr5	137754306	137755339	+	381	NA	promoter-TSS (HNRNPA0)	NA	-472	HNRNPA0								
SKNO1_2_636_R1_peak_7638	chr15	99452707	99453058	+	381	NA	Intergenic	NA	-113659	MEF2A								
SKNO1_2_636_R1_peak_6780	chr14	102591394	102592747	+	381	NA	promoter-TSS (RCOR1)	NA	52426	MIR4309								
SKNO1_2_636_R1_peak_9051	chr17	42063689	42064067	+	381	NA	Intergenic	NA	-10015	ZNF385C								
SKNO1_2_636_R1_peak_20133	chr7	112391791	112392298	+	381	NA	Intergenic	NA	-31100	IFRD1								
SKNO1_2_636_R1_peak_17787	chr5	134845700	134846446	+	381	NA	promoter-TSS (C5orf24)	NA	105	C5orf24								
SKNO1_2_636_R1_peak_17444	chr5	71587052	71587728	+	381	NA	promoter-TSS (MCCC2)	NA	4	MCCC2								
SKNO1_2_636_R1_peak_21706	chr9	112750396	112750931	+	381	NA	promoter-TSS (SNX30)	NA	1025	SNX30								
SKNO1_2_636_R1_peak_7226	chr15	64989357	64990046	+	381	NA	promoter-TSS (SPG21)	NA	-195	SPG21								
SKNO1_2_636_R1_peak_15678	chr3	75435485	75435781	+	381	NA	promoter-TSS (FAM86DP)	NA	357	LOC102724914								
SKNO1_2_636_R1_peak_16051	chr3	155870338	155870764	+	381	NA	promoter-TSS (GMPS)	NA	15	GMPS								
SKNO1_2_636_R1_peak_4778	chr12	47207257	47207669	+	381	NA	TTS (PCED1B-AS1)	NA	8980	PCED1B-AS1								
SKNO1_2_636_R1_peak_4429	chr12	1690681	1691280	+	381	NA	promoter-TSS (ADIPOR2)	NA	-1	ADIPOR2								
SKNO1_2_636_R1_peak_21881	chr9	128688667	128689520	+	381	NA	promoter-TSS (SET)	NA	4007	SET								
SKNO1_2_636_R1_peak_610	chr1	35641277	35641761	+	381	NA	promoter-TSS (PSMB2)	NA	325	PSMB2								
SKNO1_2_636_R1_peak_3384	chr11	34051952	34052472	+	381	NA	promoter-TSS (LOC101929918)	NA	529	CAPRIN1								
SKNO1_2_636_R1_peak_17613	chr5	102754842	102755513	+	381	NA	promoter-TSS (PAM)	NA	-99	PAM								
SKNO1_2_636_R1_peak_5638	chr13	19957340	19957833	+	381	NA	promoter-TSS (ZMYM2)	NA	-1248	ZMYM2								
SKNO1_2_636_R1_peak_10784	chr19	12793728	12794267	+	380	NA	TTS (JUNB)	NA	2501	JUNB								
SKNO1_2_636_R1_peak_9199	chr17	47693673	47694618	+	380	NA	promoter-TSS (TBKBP1)	NA	-86	TBKBP1								
SKNO1_2_636_R1_peak_14497	chr22	21001666	21002412	+	380	NA	promoter-TSS (THAP7)	NA	76	THAP7								
SKNO1_2_636_R1_peak_4872	chr12	51391053	51391438	+	380	NA	promoter-TSS (SLC4A8)	NA	171	GALNT6								
SKNO1_2_636_R1_peak_1596	chr1	161069717	161070071	+	380	NA	promoter-TSS (ARHGAP30)	NA	76	ARHGAP30								
SKNO1_2_636_R1_peak_6243	chr14	34982342	34983037	+	380	NA	promoter-TSS (SRP54)	NA	-6	SRP54								
SKNO1_2_636_R1_peak_4011	chr11	76208573	76209085	+	380	NA	intron (WNT11, intron 1 of 5)	NA	-2299	WNT11								
SKNO1_2_636_R1_peak_21718	chr9	113581962	113582278	+	380	NA	exon (RGS3, exon 1 of 7)	NA	1243	RGS3								
SKNO1_2_636_R1_peak_15474	chr3	49411864	49412475	+	380	NA	promoter-TSS (TCTA)	NA	-37	TCTA								
SKNO1_2_636_R1_peak_7991	chr16	30092537	30092898	+	379	NA	promoter-TSS (TBX6)	NA	-833	TBX6								
SKNO1_2_636_R1_peak_9107	chr17	43362094	43362556	+	379	NA	Intergenic	NA	26573	LINC00910								
SKNO1_2_636_R1_peak_21617	chr9	98118796	98119364	+	379	NA	promoter-TSS (TRIM14)	NA	333	TRIM14								
SKNO1_2_636_R1_peak_10362	chr19	1064943	1065196	+	379	NA	promoter-TSS (HMHA1)	NA	-11565	HMHA1								
SKNO1_2_636_R1_peak_22538	chrX	119482591	119482938	+	379	NA	Intergenic	NA	-13644	SLC25A5-AS1								
SKNO1_2_636_R1_peak_2683	chr10	71773419	71773757	+	379	NA	promoter-TSS (C10orf54)	NA	-8	C10orf54								
SKNO1_2_636_R1_peak_3029	chr10	103966870	103967442	+	379	NA	promoter-TSS (LOC102724351)	NA	-155	LOC102724351								
SKNO1_2_636_R1_peak_20838	chr8	102810654	102811125	+	379	NA	Intergenic	NA	53280	AZIN1								
SKNO1_2_636_R1_peak_8724	chr17	7687355	7687696	+	379	NA	promoter-TSS (TP53)	NA	-824	WRAP53								
SKNO1_2_636_R1_peak_8613	chr17	996446	996871	+	379	NA	promoter-TSS (TIMM22)	NA	-459	TIMM22								
SKNO1_2_636_R1_peak_3226	chr11	355794	356488	+	379	NA	Intergenic	NA	-13654	B4GALNT4								
SKNO1_2_636_R1_peak_7982	chr16	29805264	29806356	+	379	NA	promoter-TSS (MAZ)	NA	-289	MAZ								
SKNO1_2_636_R1_peak_7776	chr16	2777226	2777664	+	379	NA	promoter-TSS (TCEB2)	NA	-180	TCEB2								
SKNO1_2_636_R1_peak_3123	chr10	119872692	119873154	+	378	NA	promoter-TSS (MCMBP)	NA	-40	MCMBP								
SKNO1_2_636_R1_peak_5414	chr12	120446079	120446570	+	378	NA	promoter-TSS (GATC)	NA	88	TRIAP1								
SKNO1_2_636_R1_peak_1726	chr1	180154555	180155056	+	378	NA	promoter-TSS (QSOX1)	NA	-28	QSOX1								
SKNO1_2_636_R1_peak_10890	chr19	14689911	14690233	+	378	NA	promoter-TSS (ZNF333)	NA	32	ZNF333								
SKNO1_2_636_R1_peak_10656	chr19	9792763	9793346	+	378	NA	exon (LOC100505555, exon 1 of 2)	NA	132	LOC100505555								
SKNO1_2_636_R1_peak_22087	chr9	136372906	136373740	+	378	NA	intron (CARD9, intron 1 of 12)	NA	358	CARD9								
SKNO1_2_636_R1_peak_14454	chr22	19891640	19892174	+	378	NA	exon (KIAA1652, exon 1 of 1)	NA	966	KIAA1652								
SKNO1_2_636_R1_peak_18297	chr6	6724169	6725665	+	377	NA	promoter-TSS (LOC101928047)	NA	95	LOC101928047								
SKNO1_2_636_R1_peak_16634	chr4	37686319	37686917	+	377	NA	promoter-TSS (RELL1)	NA	-241	RELL1								
SKNO1_2_636_R1_peak_7512	chr15	83011543	83012231	+	377	NA	promoter-TSS (C15orf40)	NA	-246	C15orf40								
SKNO1_2_636_R1_peak_19400	chr7	996556	996940	+	377	NA	TTS (C7orf50)	NA	16284	CYP2W1								
SKNO1_2_636_R1_peak_2179	chr1	237864338	237864709	+	377	NA	intron (RP11-193H5.1, intron 2 of 11)	NA	2348	RP11-193H5.1								
SKNO1_2_636_R1_peak_14356	chr21	44339027	44339600	+	377	NA	promoter-TSS (C21orf2)	NA	-975	C21orf2								
SKNO1_2_636_R1_peak_3372	chr11	33161129	33161699	+	377	NA	promoter-TSS (CSTF3)	NA	77	CSTF3								
SKNO1_2_636_R1_peak_6822	chr14	104786203	104786499	+	376	NA	intron (AKT1, intron 2 of 13)	NA	8177	AKT1								
SKNO1_2_636_R1_peak_9156	chr17	45051361	45051738	+	376	NA	promoter-TSS (DCAKD)	NA	9560	DCAKD								
SKNO1_2_636_R1_peak_9272	chr17	50872783	50873171	+	376	NA	Intergenic	NA	6298	TOB1-AS1								
SKNO1_2_636_R1_peak_955	chr1	65147320	65148268	+	376	NA	promoter-TSS (AK4)	NA	245	AK4								
SKNO1_2_636_R1_peak_4740	chr12	32679125	32679932	+	376	NA	promoter-TSS (DNM1L)	NA	328	DNM1L								
SKNO1_2_636_R1_peak_4417	chr12	751111	751454	+	376	NA	Intergenic	NA	-1311	WNK1								
SKNO1_2_636_R1_peak_6162	chr14	23006977	23007326	+	376	NA	intron (C14orf93, intron 1 of 8)	NA	2992	C14orf93								
SKNO1_2_636_R1_peak_164	chr1	7961241	7962137	+	376	NA	promoter-TSS (PARK7)	NA	-233	PARK7								
SKNO1_2_636_R1_peak_6802	chr14	103607165	103607449	+	376	NA	Intergenic	NA	-21881	KLC1								
SKNO1_2_636_R1_peak_19632	chr7	30284168	30285062	+	376	NA	exon (ZNRF2, exon 1 of 5)	NA	308	ZNRF2								
SKNO1_2_636_R1_peak_20695	chr8	67054989	67055369	+	375	NA	promoter-TSS (CSPP1)	NA	7148	COPS5								
SKNO1_2_636_R1_peak_1095	chr1	93879087	93879389	+	375	NA	promoter-TSS (DNTTIP2)	NA	-32	DNTTIP2								
SKNO1_2_636_R1_peak_17470	chr5	74766946	74767542	+	375	NA	promoter-TSS (GFM2)	NA	127	GFM2								
SKNO1_2_636_R1_peak_14010	chr20	62025407	62026268	+	375	NA	intron (TAF4, intron 1 of 14)	NA	39973	TAF4								
SKNO1_2_636_R1_peak_12257	chr2	55419789	55420413	+	375	NA	promoter-TSS (CCDC88A)	NA	-197	CCDC88A								
SKNO1_2_636_R1_peak_6241	chr14	34873350	34874284	+	375	NA	intron (BAZ1A, intron 2 of 25)	NA	1830	BAZ1A								
SKNO1_2_636_R1_peak_10630	chr19	8240436	8240720	+	375	NA	promoter-TSS (CERS4)	NA	31249	CERS4								
SKNO1_2_636_R1_peak_5691	chr13	25301409	25301724	+	375	NA	promoter-TSS (NUPL1)	NA	24	NUPL1								
SKNO1_2_636_R1_peak_18700	chr6	35688294	35689314	+	375	NA	exon (FKBP5, exon 1 of 11)	NA	-24015	MIR5690								
SKNO1_2_636_R1_peak_21408	chr9	40991499	40992303	+	374	NA	promoter-TSS (LOC100132352)	NA	-436	LOC100132352								
SKNO1_2_636_R1_peak_21480	chr9	78073756	78074049	+	374	NA	Intergenic	NA	-42453	GNAQ								
SKNO1_2_636_R1_peak_19399	chr7	993108	993442	+	374	NA	Intergenic	NA	12811	CYP2W1								
SKNO1_2_636_R1_peak_4325	chr11	125592313	125592936	+	374	NA	promoter-TSS (STT3A)	NA	-171	STT3A								
