PeakID (cmd=annotatePeaks.pl M6_1_124_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
M6_1_124_R1_peak_1625	chr3	195164764	195165014	+	149	NA	intron (XXYLT1, intron 2 of 3)	NA	17018	XXYLT1-AS2								
M6_1_124_R1_peak_276	chr10	95532027	95532328	+	149	NA	intron (SORBS1, intron 1 of 33)	NA	29221	SORBS1								
M6_1_124_R1_peak_977	chr17	81428269	81428912	+	149	NA	intron (BAHCC1, intron 2 of 26)	NA	22583	MIR3186								
M6_1_124_R1_peak_2001	chr7	105012461	105012809	+	149	NA	exon (KMT2E-AS1, exon 1 of 1)	NA	1506	KMT2E-AS1								
M6_1_124_R1_peak_274	chr10	92690605	92691060	+	149	NA	intron (HHEX, intron 1 of 3)	NA	908	HHEX								
M6_1_124_R1_peak_1387	chr20	47360574	47360931	+	148	NA	Intergenic	NA	-3863	ZMYND8								
M6_1_124_R1_peak_558	chr12	122226005	122226409	+	148	NA	promoter-TSS (LOC101593348)	NA	-235	LOC101593348								
M6_1_124_R1_peak_1794	chr5	159362183	159362599	+	148	NA	exon (AC008697.1, exon 5 of 5)	NA	30873	AC008697.1								
M6_1_124_R1_peak_1320	chr2	206095955	206096304	+	148	NA	Intergenic	NA	-9947	INO80D								
M6_1_124_R1_peak_2065	chr8	61735077	61735261	+	148	NA	Intergenic	NA	20337	MIR4470								
M6_1_124_R1_peak_531	chr12	108691621	108691951	+	146	NA	intron (CORO1C, intron 2 of 10)	NA	39057	CORO1C								
M6_1_124_R1_peak_1731	chr5	72364164	72364435	+	146	NA	Intergenic	NA	43926	PTCD2								
M6_1_124_R1_peak_2100	chr8	129582100	129582512	+	145	NA	Intergenic	NA	-98218	MIR3686								
M6_1_124_R1_peak_552	chr12	120686784	120687046	+	145	NA	promoter-TSS (MLEC)	NA	-231	MLEC								
M6_1_124_R1_peak_875	chr17	3916517	3916756	+	143	NA	promoter-TSS (P2RX1)	NA	-130	P2RX1								
M6_1_124_R1_peak_1609	chr3	177197254	177197653	+	143	NA	promoter-TSS (TBL1XR1)	NA	-975	TBL1XR1								
M6_1_124_R1_peak_140	chr1	164712193	164712520	+	142	NA	intron (PBX1, intron 1 of 7)	NA	33953	LOC102724387								
M6_1_124_R1_peak_1002	chr18	46204646	46204907	+	142	NA	intron (C18orf25, intron 1 of 4)	NA	30754	C18orf25								
M6_1_124_R1_peak_158	chr1	185284649	185284970	+	142	NA	intron (SWT1, intron 18 of 18)	NA	32530	IVNS1ABP								
M6_1_124_R1_peak_2169	chr9	105191794	105192111	+	142	NA	Intergenic	NA	-52661	SLC44A1								
M6_1_124_R1_peak_56	chr1	44355176	44355454	+	142	NA	promoter-TSS (ERI3)	NA	328	ERI3								
M6_1_124_R1_peak_479	chr12	49056138	49056462	+	142	NA	promoter-TSS (KMT2D)	NA	-976	KMT2D								
M6_1_124_R1_peak_12	chr1	10400485	10400910	+	142	NA	intron (PGD, intron 3 of 12)	NA	1669	PGD								
M6_1_124_R1_peak_1576	chr3	130850068	130850484	+	142	NA	promoter-TSS (ATP2C1)	NA	-43821	ATP2C1								
M6_1_124_R1_peak_1367	chr20	19232946	19233254	+	142	NA	intron (SLC24A3, intron 1 of 16)	NA	20454	SLC24A3								
M6_1_124_R1_peak_1177	chr1_KI270713v1_random	21650	21914	+	142	NA	Intergenic	NA	7046	TRNAN-GUU-7								
M6_1_124_R1_peak_1450	chr22	30181800	30182059	+	142	NA	Intergenic	NA	64922	LIF								
M6_1_124_R1_peak_1683	chr4	89889318	89889559	+	142	NA	Intergenic	NA	-5463	MMRN1								
M6_1_124_R1_peak_982	chr17	83048489	83048772	+	142	NA	intron (B3GNTL1, intron 2 of 5)	NA	3166	B3GNTL1								
M6_1_124_R1_peak_640	chr14	35286223	35286498	+	142	NA	intron (PSMA6, intron 1 of 6)	NA	-5957	PSMA6								
M6_1_124_R1_peak_60	chr1	48617245	48617550	+	142	NA	intron (AGBL4, intron 9 of 13)	NA	-145223	SPATA6								
M6_1_124_R1_peak_815	chr16	25066792	25067033	+	142	NA	promoter-TSS (LOC283887)	NA	-126	LOC283887								
M6_1_124_R1_peak_2039	chr8	2006111	2006405	+	140	NA	exon (KBTBD11, exon 2 of 2)	NA	-32380	LOC101928058								
M6_1_124_R1_peak_144	chr1	169699094	169699304	+	139	NA	intron (SELL, intron 7 of 8)	NA	9657	SELL								
M6_1_124_R1_peak_2059	chr8	47369561	47369837	+	139	NA	intron (SPIDR, intron 1 of 15)	NA	108763	SPIDR								
M6_1_124_R1_peak_1076	chr19	14418959	14419311	+	139	NA	intron (DDX39A, intron 1 of 9)	NA	248	DDX39A								
M6_1_124_R1_peak_706	chr15	33442515	33442743	+	139	NA	intron (RYR3, intron 1 of 103)	NA	131653	RYR3								
M6_1_124_R1_peak_1179	chr2	7867986	7868270	+	139	NA	Intergenic	NA	31527	AC007463.2								
M6_1_124_R1_peak_1236	chr2	64750992	64751421	+	139	NA	promoter-TSS (SERTAD2)	NA	-292	SERTAD2								
M6_1_124_R1_peak_1440	chr22	22736032	22736334	+	139	NA	Intergenic	NA	-86593	MIR650								
M6_1_124_R1_peak_1874	chr6	42229755	42230130	+	139	NA	intron (TRERF1, intron 15 of 15)	NA	-12077	MRPS10								
M6_1_124_R1_peak_1946	chr7	17058620	17058965	+	139	NA	Intergenic	NA	-178056	AGR3								
M6_1_124_R1_peak_1598	chr3	158810801	158811122	+	139	NA	intron (MFSD1, intron 5 of 15)	NA	9035	MFSD1								
M6_1_124_R1_peak_1739	chr5	86526766	86527127	+	139	NA	Intergenic	NA	-91021	COX7C								
M6_1_124_R1_peak_1091	chr19	16451315	16451534	+	139	NA	intron (LOC102724308, intron 1 of 1)	NA	2246	LOC102724308								
M6_1_124_R1_peak_2055	chr8	38846922	38847232	+	139	NA	intron (TACC1, intron 15 of 15)	NA	-54158	PLEKHA2								
M6_1_124_R1_peak_728	chr15	57283781	57284066	+	139	NA	intron (TCF12, intron 21 of 21)	NA	-16442	LINC00926								
M6_1_124_R1_peak_1164	chr19	53869589	53869876	+	139	NA	exon (MYADM, exon 2 of 3)	NA	1849	MYADM								
M6_1_124_R1_peak_430	chr11	130002104	130002402	+	139	NA	promoter-TSS (LINC00167)	NA	-371	LINC00167								
M6_1_124_R1_peak_1117	chr19	35775402	35775663	+	139	NA	promoter-TSS (ARHGAP33)	NA	13	ARHGAP33								
M6_1_124_R1_peak_575	chr13	29456510	29456784	+	139	NA	intron (MTUS2, intron 2 of 8)	NA	31103	MTUS2-AS1								
M6_1_124_R1_peak_2218	chrX	318714	319211	+	139	NA	promoter-TSS (LINC00685)	NA	-183	LINC00685								
M6_1_124_R1_peak_2185	chr9	121369723	121370173	+	139	NA	promoter-TSS (LOC102723324)	NA	356	STOM								
M6_1_124_R1_peak_713	chr15	42285092	42285397	+	139	NA	intron (GANC, intron 3 of 23)	NA	11076	GANC								
M6_1_124_R1_peak_1653	chr4	40601642	40601915	+	139	NA	intron (RBM47, intron 1 of 5)	NA	28843	RBM47								
M6_1_124_R1_peak_59	chr1	47232237	47232522	+	138	NA	promoter-TSS (TAL1)	NA	-113	TAL1								
M6_1_124_R1_peak_1722	chr5	55576310	55576535	+	138	NA	Intergenic	NA	-41370	PPAP2A								
M6_1_124_R1_peak_360	chr11	61869863	61870092	+	138	NA	Intergenic	NA	8301	MIR6746								
M6_1_124_R1_peak_731	chr15	64430338	64430657	+	138	NA	intron (TRIP4, intron 10 of 11)	NA	-37886	LOC102723384								
M6_1_124_R1_peak_985	chr18	2848490	2848697	+	138	NA	intron (EMILIN2, intron 2 of 7)	NA	1563	EMILIN2								
M6_1_124_R1_peak_1250	chr2	85578323	85578556	+	138	NA	intron (VAMP8, intron 1 of 2)	NA	948	VAMP8								
M6_1_124_R1_peak_1930	chr6	170306552	170306817	+	138	NA	promoter-TSS (FAM120B)	NA	-38	FAM120B								
M6_1_124_R1_peak_2038	chr7	158824009	158824304	+	138	NA	intron (ESYT2, intron 1 of 21)	NA	5472	ESYT2								
M6_1_124_R1_peak_1409	chr21	35416879	35417277	+	138	NA	intron (LOC100506403, intron 2 of 2)	NA	163686	LOC100506403								
M6_1_124_R1_peak_81	chr1	92459827	92460253	+	138	NA	Intergenic	NA	24912	GFI1								
M6_1_124_R1_peak_1778	chr5	139560975	139561271	+	138	NA	promoter-TSS (UBE2D2)	NA	-43	UBE2D2								
M6_1_124_R1_peak_1873	chr6	42017081	42017483	+	138	NA	intron (CCND3, intron 1 of 4)	NA	-33231	TAF8								
M6_1_124_R1_peak_44	chr1	33036842	33037345	+	138	NA	promoter-TSS (AK2)	NA	-182	AK2								
M6_1_124_R1_peak_1231	chr2	63840778	63841159	+	138	NA	promoter-TSS (UGP2)	NA	-922	UGP2								
M6_1_124_R1_peak_500	chr12	56645877	56646333	+	138	NA	promoter-TSS (ATP5B)	NA	-37	ATP5B								
M6_1_124_R1_peak_1093	chr19	16888629	16889061	+	138	NA	promoter-TSS (F2RL3)	NA	-345	F2RL3								
M6_1_124_R1_peak_135	chr1	160262479	160262727	+	138	NA	promoter-TSS (DCAF8)	NA	-116	DCAF8								
M6_1_124_R1_peak_1045	chr19	7829734	7830221	+	138	NA	promoter-TSS (EVI5L)	NA	-16523	EVI5L								
M6_1_124_R1_peak_924	chr17	48047575	48047833	+	138	NA	promoter-TSS (NFE2L1)	NA	-1076	NFE2L1								
M6_1_124_R1_peak_1424	chr21	42974420	42974823	+	138	NA	exon (PKNOX1, exon 1 of 11)	NA	111	PKNOX1								
M6_1_124_R1_peak_1106	chr19	19385529	19385767	+	138	NA	promoter-TSS (GATAD2A)	NA	-43587	GATAD2A								
M6_1_124_R1_peak_933	chr17	56297195	56297404	+	138	NA	intron (ANKFN1, intron 2 of 16)	NA	-25924	ANKFN1								
M6_1_124_R1_peak_483	chr12	50025484	50025752	+	138	NA	promoter-TSS (RACGAP1)	NA	-96	RACGAP1								
M6_1_124_R1_peak_2023	chr7	139340075	139340449	+	138	NA	promoter-TSS (C7orf55-LUC7L2)	NA	-97	LUC7L2								
M6_1_124_R1_peak_946	chr17	59829451	59829704	+	138	NA	intron (VMP1, intron 10 of 11)	NA	-11696	MIR21								
M6_1_124_R1_peak_2150	chr9	76456298	76456663	+	138	NA	intron (GCNT1, intron 1 of 2)	NA	-2672	GCNT1								
M6_1_124_R1_peak_1253	chr2	88627394	88627670	+	138	NA	promoter-TSS (LOC101928403)	NA	-334	LOC101928403								
M6_1_124_R1_peak_1471	chr22	38705386	38705662	+	138	NA	promoter-TSS (GTPBP1)	NA	-278	GTPBP1								
M6_1_124_R1_peak_665	chr14	69701955	69702196	+	138	NA	intron (KIAA0247, intron 2 of 5)	NA	-65020	SRSF5								
M6_1_124_R1_peak_783	chr16	589483	590119	+	138	NA	promoter-TSS (RAB40C)	NA	-372	RAB40C								
M6_1_124_R1_peak_1047	chr19	8389926	8390395	+	138	NA	promoter-TSS (MIR4999)	NA	-161	RAB11B								
M6_1_124_R1_peak_104	chr1	114380084	114380340	+	138	NA	Intergenic	NA	-21229	LOC101928890								
M6_1_124_R1_peak_695	chr14	102086962	102087168	+	138	NA	exon (HSP90AA1, exon 1 of 11)	NA	52684	HSP90AA1								
M6_1_124_R1_peak_745	chr15	74870055	74870332	+	138	NA	intron (SCAMP2, intron 1 of 9)	NA	3136	SCAMP2								
M6_1_124_R1_peak_2026	chr7	142104829	142105106	+	137	NA	intron (MGAM, intron 70 of 70)	NA	-6782	LOC93432								
M6_1_124_R1_peak_271	chr10	80580875	80581187	+	136	NA	intron (SH2D4B, intron 3 of 6)	NA	40212	SH2D4B								
M6_1_124_R1_peak_929	chr17	49788309	49788626	+	136	NA	promoter-TSS (KAT7)	NA	-152	KAT7								
M6_1_124_R1_peak_1813	chr6	2542809	2543141	+	135	NA	Intergenic	NA	92089	C6orf195								
M6_1_124_R1_peak_481	chr12	49707529	49707778	+	135	NA	promoter-TSS (FMNL3)	NA	-239	FMNL3								
M6_1_124_R1_peak_662	chr14	68978194	68978422	+	135	NA	intron (ACTN1, intron 1 of 20)	NA	1058	ACTN1								
M6_1_124_R1_peak_1960	chr7	38276665	38276950	+	135	NA	promoter-TSS (TARP)	NA	-3160	TARP								
M6_1_124_R1_peak_690	chr14	100142530	100142815	+	134	NA	intron (EVL, intron 12 of 12)	NA	17003	DEGS2								
M6_1_124_R1_peak_124	chr1	155562749	155562982	+	133	NA	promoter-TSS (ASH1L)	NA	-333	ASH1L								
M6_1_124_R1_peak_957	chr17	67747184	67747509	+	133	NA	Intergenic	NA	6676	SNORA38B								
M6_1_124_R1_peak_2171	chr9	110156948	110157185	+	133	NA	intron (PALM2-AKAP2, intron 9 of 9)	NA	-41457	TRNAR6								
M6_1_124_R1_peak_1830	chr6	15299600	15299866	+	132	NA	intron (JARID2, intron 1 of 16)	NA	50878	JARID2								
M6_1_124_R1_peak_918	chr17	44389860	44390123	+	132	NA	promoter-TSS (ITGA2B)	NA	-486	ITGA2B								
M6_1_124_R1_peak_761	chr15	85582814	85583048	+	132	NA	promoter-TSS (AKAP13)	NA	-56727	LOC101929656								
M6_1_124_R1_peak_440	chr12	4243265	4243543	+	132	NA	Intergenic	NA	-30333	CCND2								
M6_1_124_R1_peak_546	chr12	117063211	117063452	+	132	NA	intron (TESC, intron 2 of 7)	NA	36115	TESC								
M6_1_124_R1_peak_892	chr17	17304498	17304818	+	131	NA	intron (NT5M, intron 2 of 5)	NA	1275	NT5M								
M6_1_124_R1_peak_1579	chr3	136196178	136196419	+	131	NA	promoter-TSS (MSL2)	NA	-452	MSL2								
M6_1_124_R1_peak_1346	chr2	238231475	238231762	+	130	NA	promoter-TSS (LOC643387)	NA	59	LOC151174								
M6_1_124_R1_peak_1690	chr4	112636973	112637222	+	130	NA	promoter-TSS (C4orf21)	NA	-140	C4orf21								
M6_1_124_R1_peak_1018	chr19	1068081	1068348	+	130	NA	intron (HMHA1, intron 1 of 22)	NA	2291	HMHA1								
M6_1_124_R1_peak_1337	chr2	226325524	226325787	+	130	NA	Intergenic	NA	182861	LOC646736								
M6_1_124_R1_peak_833	chr16	53503326	53503673	+	130	NA	promoter-TSS (AKTIP)	NA	-260	AKTIP								
M6_1_124_R1_peak_2163	chr9	90799498	90799720	+	130	NA	Intergenic	NA	-2306	SYK								
M6_1_124_R1_peak_712	chr15	42111988	42112228	+	130	NA	Intergenic	NA	-17554	PLA2G4D								
M6_1_124_R1_peak_620	chr13	108266379	108266635	+	130	NA	Intergenic	NA	-3122	TNFSF13B								
M6_1_124_R1_peak_2018	chr7	129958689	129958939	+	130	NA	Intergenic	NA	-5854	UBE2H								
M6_1_124_R1_peak_550	chr12	120201130	120201428	+	130	NA	promoter-TSS (PXN-AS1)	NA	-12	PXN-AS1								
M6_1_124_R1_peak_1548	chr3	81761728	81761981	+	130	NA	promoter-TSS (GBE1)	NA	-55	GBE1								
M6_1_124_R1_peak_1449	chr22	29840576	29840897	+	130	NA	Intergenic	NA	-2462	ASCC2								
M6_1_124_R1_peak_1334	chr2	222656234	222656538	+	129	NA	promoter-TSS (FARSB)	NA	-294	FARSB								
M6_1_124_R1_peak_1893	chr6	89073073	89073441	+	129	NA	Intergenic	NA	-7453	PNRC1								
M6_1_124_R1_peak_1970	chr7	47568641	47568937	+	129	NA	intron (TNS3, intron 1 of 30)	NA	-10799	LOC102723974								
M6_1_124_R1_peak_1618	chr3	186365236	186365510	+	129	NA	Intergenic	NA	-3139	DGKG								
M6_1_124_R1_peak_1139	chr19	44094088	44094416	+	129	NA	promoter-TSS (ZNF224)	NA	-109	ZNF224								
M6_1_124_R1_peak_1228	chr2	61538271	61538594	+	129	NA	promoter-TSS (XPO1)	NA	-13104	XPO1								
M6_1_124_R1_peak_263	chr10	72695103	72695342	+	129	NA	intron (MCU, intron 1 of 7)	NA	3091	MCU								
M6_1_124_R1_peak_1590	chr3	143085100	143085351	+	129	NA	Intergenic	NA	-34551	CHST2								
M6_1_124_R1_peak_2035	chr7	155590478	155590856	+	129	NA	Intergenic	NA	53515	LOC100506302								
M6_1_124_R1_peak_919	chr17	45226093	45226430	+	129	NA	intron (FMNL1, intron 1 of 25)	NA	4355	FMNL1								
M6_1_124_R1_peak_54	chr1	43835150	43835393	+	129	NA	intron (ST3GAL3, intron 5 of 12)	NA	-3351	MIR6079								
M6_1_124_R1_peak_473	chr12	45670453	45670695	+	129	NA	Intergenic	NA	57347	LINC00938								
M6_1_124_R1_peak_2000	chr7	103280137	103280434	+	129	NA	promoter-TSS (DPY19L2P2)	NA	181	DPY19L2P2								
M6_1_124_R1_peak_2067	chr8	65946174	65946450	+	129	NA	Intergenic	NA	-75244	DNAJC5B								
M6_1_124_R1_peak_192	chr1	224503524	224503843	+	128	NA	Intergenic	NA	-69510	WDR26								
M6_1_124_R1_peak_1193	chr2	24011284	24011659	+	128	NA	intron (MFSD2B, intron 1 of 13)	NA	1388	MFSD2B								
M6_1_124_R1_peak_601	chr13	60163879	60164157	+	128	NA	promoter-TSS (DIAPH3)	NA	19320	DIAPH3-AS2								
M6_1_124_R1_peak_61	chr1	52637382	52637653	+	128	NA	intron (FAM159A, intron 1 of 2)	NA	4173	FAM159A								
M6_1_124_R1_peak_1516	chr3	44439825	44440166	+	128	NA	exon (ZNF445, exon 8 of 8)	NA	12293	LOC100506319								
M6_1_124_R1_peak_1499	chr3	16936308	16936630	+	128	NA	intron (PLCL2, intron 1 of 5)	NA	3273	MIR3714								
M6_1_124_R1_peak_180	chr1	207310021	207310239	+	128	NA	Intergenic	NA	-11342	CD55								
M6_1_124_R1_peak_856	chr16	85535449	85535845	+	127	NA	intron (GSE1, intron 1 of 15)	NA	153335	GINS2								
M6_1_124_R1_peak_2112	chr8	141308166	141308462	+	127	NA	Intergenic	NA	-32235	LOC731779								
M6_1_124_R1_peak_847	chr16	70695776	70695987	+	127	NA	intron (VAC14, intron 16 of 18)	NA	-9939	MTSS1L								
M6_1_124_R1_peak_744	chr15	74610416	74610753	+	126	NA	promoter-TSS (LOC102723750)	NA	-67	LOC102723750								
M6_1_124_R1_peak_1495	chr3	14232804	14233060	+	126	NA	Intergenic	NA	54204	LSM3								
M6_1_124_R1_peak_1240	chr2	68367937	68368184	+	126	NA	intron (PLEK, intron 1 of 8)	NA	-2367	LOC101927723								
M6_1_124_R1_peak_2189	chr9	123304744	123304977	+	126	NA	Intergenic	NA	-36296	STRBP								
M6_1_124_R1_peak_1611	chr3	177932981	177933252	+	126	NA	Intergenic	NA	116251	LOC102724550								
M6_1_124_R1_peak_1700	chr4	145098018	145098353	+	126	NA	promoter-TSS (ANAPC10)	NA	181	ABCE1								
M6_1_124_R1_peak_1454	chr22	30969362	30969674	+	126	NA	promoter-TSS (TUG1)	NA	-130	TUG1								
M6_1_124_R1_peak_390	chr11	70470179	70470457	+	126	NA	exon (SHANK2, exon 25 of 25)	NA	71812	CTTN								
M6_1_124_R1_peak_1176	chr19	58228773	58228956	+	126	NA	exon (ZNF544, exon 1 of 7)	NA	160	ZNF544								
M6_1_124_R1_peak_1452	chr22	30267720	30267929	+	126	NA	promoter-TSS (OSM)	NA	-2459	OSM								
M6_1_124_R1_peak_314	chr11	3839294	3839528	+	126	NA	intron (RHOG, intron 1 of 1)	NA	1431	RHOG								
M6_1_124_R1_peak_265	chr10	74826301	74826644	+	126	NA	promoter-TSS (KAT6B)	NA	59	KAT6B								
M6_1_124_R1_peak_1630	chr3	196512017	196512332	+	126	NA	intron (C3orf43, intron 1 of 2)	NA	3146	C3orf43								
M6_1_124_R1_peak_597	chr13	50319559	50319855	+	126	NA	intron (DLEU1, intron 2 of 6)	NA	147689	ST13P4								
M6_1_124_R1_peak_1175	chr19	56270728	56271039	+	126	NA	intron (LOC100506374, intron 1 of 10)	NA	6553	LOC100506374								
M6_1_124_R1_peak_667	chr14	71399089	71399326	+	126	NA	TTS (SNORD56B)	NA	870	SNORD56B								
M6_1_124_R1_peak_1523	chr3	49238494	49238826	+	126	NA	intron (CCDC36, intron 5 of 9)	NA	-35498	MIR4271								
M6_1_124_R1_peak_647	chr14	50303808	50304050	+	126	NA	intron (L2HGDH, intron 1 of 10)	NA	-3983	MIR4504								
M6_1_124_R1_peak_291	chr10	104121655	104121920	+	126	NA	promoter-TSS (SFR1)	NA	-271	SFR1								
M6_1_124_R1_peak_623	chr13	109786552	109786799	+	126	NA	promoter-TSS (IRS2)	NA	-108	IRS2								
M6_1_124_R1_peak_522	chr12	94459907	94460174	+	126	NA	promoter-TSS (CCDC41)	NA	37	CCDC41-AS1								
M6_1_124_R1_peak_2257	chrX	136495097	136495382	+	126	NA	Intergenic	NA	-1840	HTATSF1								
M6_1_124_R1_peak_1520	chr3	46433162	46433477	+	126	NA	Intergenic	NA	25761	CCRL2								
M6_1_124_R1_peak_339	chr11	34438498	34438742	+	126	NA	promoter-TSS (CAT)	NA	-305	CAT								
M6_1_124_R1_peak_147	chr1	172532943	172533208	+	126	NA	promoter-TSS (SUCO)	NA	726	SUCO								
M6_1_124_R1_peak_566	chr12	132471168	132471508	+	126	NA	Intergenic	NA	2916	MUC8								
M6_1_124_R1_peak_1293	chr2	159712119	159712557	+	126	NA	promoter-TSS (MARCH7)	NA	101	LOC102723926								
M6_1_124_R1_peak_950	chr17	63550087	63550381	+	126	NA	promoter-TSS (DCAF7)	NA	-201	DCAF7								
M6_1_124_R1_peak_1089	chr19	16445346	16445601	+	126	NA	intron (EPS15L1, intron 1 of 22)	NA	-3705	LOC102724308								
M6_1_124_R1_peak_1844	chr6	30516360	30516699	+	126	NA	Intergenic	NA	27123	HLA-E								
M6_1_124_R1_peak_806	chr16	20674168	20674475	+	126	NA	intron (ACSM1, intron 1 of 10)	NA	16914	ACSM1								
M6_1_124_R1_peak_1088	chr19	16316058	16316288	+	126	NA	Intergenic	NA	-8667	KLF2								
M6_1_124_R1_peak_1163	chr19	51547782	51548084	+	126	NA	Intergenic	NA	-16077	SIGLEC6								
M6_1_124_R1_peak_231	chr10	17662745	17663082	+	126	NA	intron (STAM, intron 2 of 11)	NA	18788	STAM								
M6_1_124_R1_peak_2054	chr8	38368583	38368847	+	126	NA	intron (WHSC1L1, intron 1 of 23)	NA	13639	WHSC1L1								
M6_1_124_R1_peak_148	chr1	178934583	178934796	+	126	NA	Intergenic	NA	4597	LOC102724754								
M6_1_124_R1_peak_1473	chr22	39920223	39920514	+	126	NA	intron (GRAP2, intron 1 of 6)	NA	-6238	GRAP2								
M6_1_124_R1_peak_2131	chr9	26956287	26956495	+	126	NA	promoter-TSS (LOC101929602)	NA	18	IFT74								
M6_1_124_R1_peak_1209	chr2	37822871	37823102	+	126	NA	Intergenic	NA	52877	LINC00211								
M6_1_124_R1_peak_222	chr10	6396769	6396966	+	126	NA	intron (PRKCQ, intron 17 of 17)	NA	-36587	LOC102723695								
M6_1_124_R1_peak_338	chr11	34427389	34427627	+	125	NA	Intergenic	NA	-11417	CAT								
M6_1_124_R1_peak_947	chr17	60392171	60392559	+	125	NA	promoter-TSS (USP32)	NA	-140	USP32								
M6_1_124_R1_peak_1328	chr2	212979858	212980128	+	125	NA	Intergenic	NA	-53666	MIR4776-2								
M6_1_124_R1_peak_2094	chr8	124198022	124198378	+	124	NA	intron (RP11-37N22.1, intron 2 of 2)	NA	-26678	FER1L6-AS2								
M6_1_124_R1_peak_1818	chr6	6915758	6916022	+	124	NA	Intergenic	NA	-191963	RREB1								
M6_1_124_R1_peak_759	chr15	83092460	83092761	+	124	NA	Intergenic	NA	-14962	TM6SF1								
M6_1_124_R1_peak_1515	chr3	42600549	42600822	+	124	NA	promoter-TSS (NKTR)	NA	10	NKTR								
M6_1_124_R1_peak_254	chr10	69067043	69067270	+	123	NA	Intergenic	NA	-20916	SRGN								
M6_1_124_R1_peak_628	chr14	20477626	20477941	+	123	NA	exon (PNP, exon 6 of 6)	NA	8404	PNP								
M6_1_124_R1_peak_796	chr16	11796875	11797160	+	122	NA	promoter-TSS (ZC3H7A)	NA	241	ZC3H7A								
M6_1_124_R1_peak_2027	chr7	142469726	142469979	+	122	NA	Intergenic	NA	-196447	MTRNR2L6								
M6_1_124_R1_peak_67	chr1	59549987	59550263	+	122	NA	intron (FGGY, intron 7 of 16)	NA	183171	MIR4711								
M6_1_124_R1_peak_1832	chr6	16224470	16224752	+	122	NA	Intergenic	NA	-13969	GMPR								
M6_1_124_R1_peak_1211	chr2	38648201	38648473	+	122	NA	Intergenic	NA	-17573	GALM								
M6_1_124_R1_peak_1996	chr7	100641477	100641732	+	122	NA	promoter-TSS (TFR2)	NA	1128	TFR2								
M6_1_124_R1_peak_786	chr16	1474999	1475223	+	122	NA	promoter-TSS (CLCN7)	NA	-27	CLCN7								
M6_1_124_R1_peak_2013	chr7	124929830	124930075	+	121	NA	promoter-TSS (POT1)	NA	31	POT1								
M6_1_124_R1_peak_1622	chr3	190617211	190617516	+	121	NA	intron (IL1RAP, intron 1 of 7)	NA	103312	IL1RAP								
M6_1_124_R1_peak_1843	chr6	29964827	29965143	+	121	NA	Intergenic	NA	-10130	HCG9								
M6_1_124_R1_peak_657	chr14	61762256	61762548	+	121	NA	promoter-TSS (SNAPC1)	NA	45	SNAPC1								
M6_1_124_R1_peak_2127	chr9	19161625	19161916	+	121	NA	Intergenic	NA	-34252	PLIN2								
M6_1_124_R1_peak_303	chr10	125605241	125605489	+	121	NA	intron (TEX36, intron 3 of 3)	NA	20222	LOC102724793								
M6_1_124_R1_peak_739	chr15	73920654	73920875	+	120	NA	intron (LOXL1-AS1, intron 1 of 2)	NA	-5684	LOXL1								
M6_1_124_R1_peak_978	chr17	81735753	81736014	+	119	NA	Intergenic	NA	23647	SLC25A10								
M6_1_124_R1_peak_2161	chr9	89502016	89502242	+	119	NA	Intergenic	NA	-22433	SEMA4D								
M6_1_124_R1_peak_772	chr15	91478665	91478920	+	119	NA	intron (RP11-661P17.1, intron 2 of 3)	NA	15453	RP11-661P17.1								
M6_1_124_R1_peak_1587	chr3	139122346	139122616	+	119	NA	intron (BPESC1, intron 2 of 2)	NA	18296	BPESC1								
M6_1_124_R1_peak_1168	chr19	54378319	54378559	+	119	NA	Intergenic	NA	-13325	LAIR1								
M6_1_124_R1_peak_2115	chr8	143544586	143544890	+	119	NA	intron (ZC3H3, intron 3 of 16)	NA	8523	ZC3H3								
M6_1_124_R1_peak_1875	chr6	42333692	42333981	+	119	NA	intron (TRERF1, intron 3 of 17)	NA	-115971	MRPS10								
M6_1_124_R1_peak_1528	chr3	50337318	50337605	+	119	NA	promoter-TSS (RASSF1)	NA	-50	RASSF1-AS1								
M6_1_124_R1_peak_2221	chrX	1468364	1468708	+	118	NA	promoter-TSS (P2RY8)	NA	-15559	ASMTL								
M6_1_124_R1_peak_1208	chr2	33526264	33526494	+	118	NA	intron (RASGRP3, intron 9 of 17)	NA	72916	FAM98A								
M6_1_124_R1_peak_1199	chr2	27409605	27409885	+	118	NA	promoter-TSS (PPM1G)	NA	-62	PPM1G								
M6_1_124_R1_peak_543	chr12	113261898	113262225	+	118	NA	intron (TPCN1, intron 2 of 26)	NA	-29462	MIR6762								
M6_1_124_R1_peak_952	chr17	64180291	64180522	+	118	NA	intron (TEX2, intron 5 of 11)	NA	34067	SNORA76								
M6_1_124_R1_peak_249	chr10	50469909	50470162	+	118	NA	intron (SGMS1, intron 3 of 10)	NA	153942	SGMS1								
M6_1_124_R1_peak_1324	chr2	208542107	208542415	+	118	NA	Intergenic	NA	-29750	LOC101927960								
