GENE,MV411-DMSO_coculture_12h,MV411-VHL_coculture_12h,MV411-MYB-dTAG-DMSO_coculture_12h,MV411-MYB-dTAG-VHL_coculture_12h
PSKH1,222.6,229.6,181.25,201.2
PSMA1,5124.6,5198.8,6004.5,6450.4
PSMA2,3198.8,2789.0,3043.5,2854.8
PSMA3,1865.2,1611.6,2039.5,1860.8
PSMA4,6638.6,5939.6,6886.75,6197.2
PSMA5,1686.8,1473.0,1553.5,1365.0
PSMA6,1513.6,1412.2,1908.5,1180.8
PSMA7,2196.6,1807.0,2086.5,1991.8
PSMB1,1375.0,1239.4,1217.25,1234.0
PSMB2,3590.2,3995.0,3990.75,3559.8
PSMB3,713.0,650.4,710.25,638.0
PSMB4,700.6,605.8,581.0,615.4
PSMB5,2106.8,2033.4,1762.75,1549.6
PSMB6,691.2,674.6,652.75,722.8
PSMB7,1671.6,1552.2,1486.0,1350.4
PSMB8,934.4,851.6,706.0,786.0
PSMB9,90.8,86.0,91.25,105.6
PSMB10,313.0,307.4,285.25,306.8
PSMC1,551.4,535.6,587.5,603.4
PSMC2,1403.4,1422.4,1533.25,1320.2
PSMC3,386.0,368.8,356.75,368.8
PSMC4,644.4,714.0,786.25,745.8
PSMC5,322.4,301.0,292.25,283.4
PSMC6,1438.6,1230.0,1276.5,1280.6
PSMD1,1289.6,1135.0,1195.5,1170.4
PSMD2,483.2,457.0,541.0,525.6
PSMD3,460.4,476.0,449.5,406.8
PSMD4,806.2,798.4,768.5,778.0
PSMD5,2325.8,2445.0,1024.25,1151.8
PSMD7,2457.6,2376.4,2370.5,2134.8
PSMD8,1660.8,1626.0,1578.0,1547.2
PSMD9,867.4,810.4,776.5,846.2
PSMD10,2254.6,2178.2,2270.25,1992.0
PSMD11,2038.4,2229.0,2422.5,2091.0
PSMD12,2150.2,2108.2,2157.75,1677.6
PSMD13,1472.8,1377.6,1341.0,1252.6
PSME1,1126.8,1121.0,1290.75,1096.2
PSME2,318.4,318.2,428.0,337.8
PSPH,834.6,860.0,872.0,678.4
PTAFR,127.2,156.4,36.0,173.4
PTBP1,5746.2,5862.0,5898.5,4692.4
PTCH1,85.0,90.0,110.0,66.2
PTEN,8299.6,9005.2,11926.25,9888.8
PTGDS,0.2,2.2,0.75,7.0
PTGER2,89.4,81.2,30.0,14.6
PTGER4,380.4,404.4,351.5,388.2
PTGFR,2.4,3.0,3.0,7.6
PTGFRN,484.6,616.8,468.0,660.2
PTGIR,73.4,92.2,47.0,62.2
PTGIS,0.4,1.0,2.0,2.8
PTGS1,461.8,468.8,295.25,474.4
PTGS2,9.0,10.2,11.5,21.0
PTK2,1191.6,1045.2,188.75,338.2
PTK6,15.2,19.8,20.5,35.2
TWF1,1372.4,1445.2,1528.0,1431.0
PTMA,99750.6,100946.8,115293.5,82133.2
PTMS,39.0,51.2,49.25,101.0
QSOX1,266.8,293.8,280.25,259.6
PTPN1,807.2,1046.2,887.25,939.2
PTPN2,1018.4,984.8,584.0,659.4
PTPN3,439.4,593.8,542.25,339.0
PTPN4,116.6,144.4,141.25,120.4
PTPN6,1411.0,1407.4,1237.75,1585.8
PTPN7,3914.2,4624.0,5350.25,3108.0
PTPN9,811.8,1029.6,1265.5,1239.0
PTPN11,12441.6,14377.2,13818.25,11554.8
PTPN12,682.6,613.8,430.75,574.0
PTPN14,114.8,243.0,541.75,715.2
PTPRA,729.6,767.2,784.5,820.4
PTPRB,87.0,138.4,176.25,192.0
PTPRC,2235.2,2278.4,1427.75,2635.2
PTPRE,565.4,683.2,712.0,685.4
PTPRG,9.6,8.8,12.0,10.2
PTPRH,12.8,13.8,10.0,19.2
PTPRJ,620.4,772.4,671.0,830.6
PTPRN2,206.8,251.4,458.25,411.2
PTPRO,96.6,132.8,51.0,227.8
PTPRR,1.6,2.2,2.0,3.6
PTPRS,1.2,1.0,0.0,1.2
PTS,342.8,329.2,274.75,380.2
PTX3,9.4,10.4,2.25,7.4
RAD1,4599.2,4893.6,4523.25,3294.2
PURA,1363.2,1282.6,1185.75,1121.0
PURB,1822.0,2194.0,2104.0,2128.8
PVR,802.2,953.6,958.75,780.0
NECTIN1,173.2,195.4,241.5,156.2
NECTIN2,268.6,285.6,227.5,185.2
5820,1517.0,1582.6,649.75,558.4
PWP2,117.2,112.2,102.25,69.6
PEX19,2498.8,3037.0,3006.5,2512.0
ABCD3,2202.2,2286.4,2364.75,2148.4
ABCD4,561.0,596.8,653.75,565.4
PXMP2,406.2,427.8,342.0,433.4
PEX2,1333.8,1244.8,1413.25,1412.2
PXN,149.0,149.4,80.5,83.0
PEX5,404.6,382.2,369.5,295.6
PYCR1,1073.2,1071.2,932.5,504.6
ALDH18A1,2371.4,2282.0,2488.5,1550.4
PCYT2,239.8,266.6,189.75,164.4
PYGB,529.2,571.2,579.25,541.4
PYGL,1189.4,935.0,1052.0,607.6
PYGM,0.8,0.6,0.5,1.6
QARS1,6804.4,8058.4,7292.0,6660.2
QDPR,533.2,473.8,501.5,371.4
RAB1A,3964.4,3950.0,3615.75,3572.0
RAB2A,3877.2,3763.0,3602.75,3418.4
RGL2,170.4,167.2,163.75,178.0
RAB3A,46.8,39.2,26.25,28.4
RAB3B,25.4,15.0,23.75,15.4
RAB3IL1,20.6,19.2,7.75,4.0
RAB4A,2353.2,2470.8,2289.0,2251.4
RAB5A,1926.2,2097.2,2177.75,2081.4
RAB5B,1915.2,2550.8,2581.0,2637.2
RAB6A,4453.8,5127.0,5171.5,5202.0
MAP4K2,75.8,83.6,74.5,90.8
RAB13,5.6,5.0,4.0,5.6
RAB27A,5030.4,5040.6,4443.25,3403.0
RAB27B,45.4,75.4,80.5,241.8
RABGGTA,12.2,12.4,14.0,13.0
RABGGTB,723.8,674.2,582.25,601.8
RABIF,778.2,1006.0,1032.5,993.8
RAB5C,1906.6,2186.8,2060.5,1960.8
RAC1,7079.4,7278.2,7072.0,7985.8
RAC2,2325.2,2560.2,2996.25,3142.2
RAC3,83.6,80.8,54.5,46.2
RAD9A,1074.8,992.6,1033.25,1195.0
RAD17,722.4,693.4,684.25,614.6
RAD21,38910.6,38941.2,28609.75,31096.6
RAD23A,2116.4,2304.6,2003.25,1685.4
RAD23B,6163.6,6048.6,5495.0,4914.0
RAD51,716.6,671.2,726.0,673.6
RAD51C,399.2,357.6,262.25,249.8
RAD51B,166.6,180.4,177.75,176.6
MOK,33.2,34.6,33.5,23.8
RAD51D,455.0,592.6,663.0,501.8
RAD52,477.8,613.6,542.5,487.8
RAF1,1376.4,1471.0,1507.0,1448.4
RAG1,6.4,13.4,12.5,20.4
RALA,2454.0,2439.8,2592.25,2241.6
RALB,2308.0,2432.6,2408.25,2386.4
RALGDS,173.2,210.4,231.0,204.4
RAN,15056.6,14060.4,14426.0,12536.0
RANBP1,4421.8,4393.4,4733.75,3898.2
RANBP2,1283.6,1198.2,1133.0,1000.2
RANGAP1,652.6,637.2,614.0,519.8
RAP1A,2977.2,2815.0,2364.0,2762.0
RAP1B,3771.6,3818.6,3377.0,3696.0
RAP1GAP,114.0,135.8,84.25,66.8
RAP1GDS1,2751.8,2743.0,2415.0,2279.0
RAP2A,2730.0,3568.4,3114.0,6197.6
RAP2B,860.2,962.4,899.5,974.6
RARA,227.8,291.0,281.5,374.6
RARB,34.6,32.4,41.25,25.4
RARG,39.0,42.6,30.5,54.0
RARS1,476.0,425.2,429.0,356.6
RARRES1,1.0,1.6,1.25,1.4
PLAAT4,16.4,21.6,15.5,29.4
RASA1,396.8,377.8,444.25,433.0
RASA2,764.4,849.8,966.5,997.0
RASGRF1,66.6,77.6,60.25,101.8
RASGRF2,5.6,6.4,6.75,4.8
RB1,4983.8,5808.8,7083.75,8278.2
ARID4A,649.6,706.4,720.0,728.4
KDM5A,1578.4,1858.4,1992.5,1942.0
RBBP4,12301.8,13477.0,15551.25,13048.8
RBBP5,1189.2,1401.2,1378.75,1265.6
RBBP6,795.6,709.8,714.75,800.4
RBBP7,3109.4,2909.8,3028.25,3068.4
RBBP8,341.4,343.8,447.25,394.4
RBL1,1709.8,1969.2,2073.5,2132.2
RBL2,2452.0,2541.6,2766.0,2652.8
RBM3,21375.8,22105.6,20365.0,21048.6
RBM4,1481.2,1739.4,1792.5,1852.0
RBMS1,1140.4,1236.0,1334.0,1628.2
RBMS2,360.4,453.4,485.0,521.4
RCN1,2598.0,2481.8,1606.5,1448.2
RCN2,1297.0,1065.0,1135.75,1044.4
RDH5,5.0,5.6,4.25,6.4
PRPH2,1.8,1.4,1.0,2.6
RDX,2075.4,2239.8,1989.5,2012.2
RECQL,3131.8,3265.0,3287.5,3673.8
REL,308.2,516.0,555.0,546.8
RELA,286.8,323.0,299.75,287.6
RELB,42.4,38.0,31.5,30.2
UPF1,435.0,493.6,546.5,518.6
DPF2,521.2,589.2,637.5,563.4
REST,2042.0,2207.8,2309.0,1962.4
RET,4.2,3.6,5.0,6.0
REV3L,346.2,321.2,337.25,296.4
RFC1,2408.6,2340.4,2238.25,2185.6
RFC2,950.6,961.6,1026.0,906.6
RFC3,4465.0,4464.2,5549.0,4613.8
RFC4,346.4,334.0,327.0,359.0
RFC5,1994.4,1986.0,2146.5,2036.0
RFNG,70.8,71.4,75.0,77.6
TRIM27,1190.2,1309.6,1276.75,1006.8
RFX1,38.4,36.6,42.0,45.6
RFX2,126.2,131.4,131.5,110.0
RFX3,271.4,353.4,410.75,346.8
RFX4,0.2,0.0,0.0,1.2
RFX5,1928.4,2142.8,2035.75,1471.6
RFXAP,900.4,983.8,1240.75,1060.4
RGS1,23.0,25.4,12.5,70.6
RGS2,37.0,35.6,16.25,40.8
RGS3,4.2,9.8,2.0,7.8
RGS10,1166.8,1065.0,963.0,1066.0
RGS12,23.6,26.4,27.75,31.0
RGS13,0.2,2.2,0.0,14.0
RGS16,379.0,358.8,415.25,418.6
RHCE,147.2,124.4,131.0,131.4
RHEB,1425.4,1423.2,1258.0,1203.2
RHO,1.0,2.0,0.0,0.2
RING1,303.8,315.4,324.25,329.4
RIT1,647.0,769.0,721.0,1053.0
RLF,216.6,202.4,183.5,225.4
RMRP,39.2,33.6,29.0,34.4
RN7SL1,410.0,337.4,358.0,465.0
RNASE2,1731.2,1726.0,1271.25,805.2
RNASE3,158.0,164.0,193.75,134.8
RNASE4,30.2,32.8,29.0,39.6
RNASE6,455.8,485.8,596.25,921.6
RNASEL,490.0,609.0,573.25,859.2
6043,44.6,47.4,51.0,57.2
6044,72.2,75.6,74.25,71.8
RNF2,822.2,857.4,857.0,884.4
BRD2,467.2,528.6,525.0,560.0
RNF4,2022.2,2505.4,2824.75,2505.4
RNF5,951.8,1004.4,985.5,945.4
RNF6,1779.0,1587.0,1730.75,1520.2
RNH1,567.8,564.4,536.5,383.6
RNPEP,542.0,556.6,603.0,650.4
ABCE1,14315.0,13934.0,13744.0,9949.2
RNU1-4,22.8,23.2,17.0,22.2
RNU2-1,90.6,93.6,69.25,79.0
SNORD15A,18.6,18.0,22.5,16.8
6080,27.8,28.2,32.5,40.8
SNORD20,9.0,9.2,13.5,12.6
SNORD21,24.4,19.4,17.0,21.0
RNY1,12.2,7.6,4.75,7.0
RNY4,2.0,3.4,1.0,0.8
ROBO1,8.4,12.6,8.25,9.4
ROCK1,2236.0,2345.2,2417.5,2638.2
ROM1,20.2,27.2,13.25,16.2
RORA,3.8,5.6,5.75,4.2
RORB,0.4,2.0,6.0,2.0
ROS1,0.2,1.2,0.0,0.0
RP9,274.4,252.0,231.5,206.4
RP2,1771.0,1938.8,2023.5,2079.0
RPGR,38.2,38.0,44.25,41.4
RPA1,3504.4,3868.6,3923.75,3983.2
RPA2,2223.2,2277.2,2144.0,2323.8
RPA3,1029.4,879.4,802.0,863.0
RPE,5985.2,6211.6,6030.5,4913.4
RPL3,40.6,37.8,34.75,34.4
RPL4,10495.4,9301.0,8914.5,8707.6
RPL5,6814.6,6111.8,5707.25,5528.0
RPL6,1481.2,1362.2,1179.75,1274.8
RPL7,580.0,490.0,455.75,437.6
RPL7A,3460.8,3311.2,3352.5,3341.2
RPL8,2467.6,2415.2,3609.75,3482.2
RPL9,1254.4,1017.8,999.25,978.6
RPL10,12311.8,12575.0,11808.25,12269.6
RPL11,1162.2,971.2,1039.5,983.2
RPL12,468.4,397.8,364.75,351.4
RPL13,9161.8,8504.0,7549.0,8104.6
RPL15,40294.4,41567.8,36820.0,34670.6
RPL17,272.0,242.6,230.5,196.2
RPL18,38793.4,38533.0,32938.25,32457.4
RPL18A,696.6,613.2,483.0,538.0
RPL19,9098.4,8640.0,8848.5,8125.6
RPL21,4393.8,3921.4,4311.0,4391.6
RPL22,16006.8,15934.2,14746.5,14106.0
RPL23A,2300.6,2362.0,2081.0,1927.6
MRPL23,195.2,194.0,154.75,151.6
RPL24,1127.6,988.8,1117.5,1019.2
RPL26,8814.4,8394.4,8363.0,7982.4
RPL27,2315.4,2231.2,2061.75,2050.8
RPL30,7641.6,7266.8,6564.75,6615.8
RPL27A,14981.8,14286.0,12541.5,12582.0
RPL28,4032.6,4279.8,3371.75,3523.6
RPL29,8396.2,7764.8,7227.0,7470.0
RPL31,4507.4,3967.4,3277.5,3405.6
RPL32,7276.4,6614.8,6145.25,6375.4
RPL34,6967.2,6385.0,6119.5,6225.2
RPL35A,3455.8,3350.8,3341.75,3258.2
RPL36AL,3492.6,3202.0,3172.75,2815.8
RPL37,3456.8,3314.8,2697.75,2783.4
RPL37A,8850.0,8334.4,8316.75,8188.4
RPL38,3462.8,3313.8,3119.5,2963.8
RPL39,4433.2,3890.6,4166.0,4511.6
RPL41,4044.4,3606.8,3215.25,3550.4
RPL36A,782.6,722.0,830.75,835.4
RPLP0,3933.4,3733.8,3483.25,3476.6
RPLP1,2985.2,2877.2,2778.75,2994.6
RPLP2,3767.4,3456.8,3278.25,3413.0
MRPL12,1008.0,927.8,811.75,673.6
MRPS12,993.6,877.4,760.0,632.8
RPN1,3367.0,3151.2,3059.0,2818.4
RPN2,2791.6,2650.4,2947.5,2897.8
RPS2,4747.6,4463.6,4049.5,4209.6
RPS3,6399.4,6197.0,5654.5,5778.4
RPS3A,18481.0,17852.8,17188.75,16879.6
RPS4X,7269.4,6648.8,6869.75,6465.0
RPS4Y1,1049.8,1096.4,1701.25,1637.6
RPS5,5423.2,5314.6,5209.25,5415.4
RPS6,9575.0,8693.4,8357.5,8411.8
RPS6KA1,1598.2,1644.2,1650.5,1820.8
RPS6KA2,83.0,107.6,55.75,170.8
RPS6KA3,3619.8,4804.6,4633.5,5714.4
RPS6KB1,2194.4,2458.8,2394.25,2076.4
RPS6KB2,66.4,66.6,74.75,69.0
RPS7,657.2,525.2,546.0,561.2
RPS8,6372.6,5769.8,5760.25,5600.4
RPS9,3714.4,3508.0,3262.5,3570.4
RPS10,869.0,823.4,774.25,762.2
RPS11,7951.4,7486.2,6935.0,7416.8
RPS12,2294.2,2007.0,1768.25,1725.8
RPS13,393.6,314.8,301.25,327.2
RPS14,2450.0,2310.0,2250.75,2218.8
RPS15,3117.0,3114.8,3428.25,3211.6
RPS15A,2272.6,2117.2,2180.25,2108.2
RPS16,7793.2,7421.4,7280.5,7574.6
RPS17,60013.8,63500.2,54962.25,51955.8
RPS18,907.8,817.0,771.25,829.2
RPS19,766.8,739.2,681.75,741.0
RPS20,6349.6,5952.0,5115.5,5530.6
RPS21,3191.0,3101.0,3022.75,2933.6
RPS23,11097.8,11540.0,12012.75,10877.8
RPS24,5266.0,4793.2,4714.0,4718.6
RPS25,54.4,55.6,58.75,55.2
RPS26,114.0,120.4,96.5,105.6
RPS27,362.8,307.4,302.75,326.0
RPS27A,7390.6,6570.6,6331.0,6126.4
RPS28,2538.6,2262.4,1450.75,1633.6
RPS29,11268.8,9967.2,8666.0,9031.8
RRAS,49.0,56.2,34.25,78.8
RRBP1,152.8,198.6,234.0,175.6
RREB1,632.8,748.4,997.75,797.6
RRM1,4938.4,4705.2,4993.0,5456.0
RRM2,5870.6,6882.6,7935.0,7931.4
RTKN,52.8,57.6,52.25,67.2
RS1,16.2,19.6,17.5,18.0
RSC1A1,51.6,71.0,75.25,68.8
CLIP1,424.6,514.4,554.0,693.4
RSU1,2780.8,3208.2,2919.75,2442.4
RTN2,53.6,64.0,52.75,89.0
RXRA,1186.0,1279.6,1125.5,1234.0
RXRB,512.8,583.2,479.75,489.2
RYK,500.8,457.0,125.0,168.4
RYR2,28.4,27.4,0.5,2.4
RYR3,49.8,54.8,62.0,41.2
S100A1,9.0,12.2,7.0,14.2
SORT1,103.0,157.2,56.5,182.6
S100A2,2.4,2.4,1.75,8.2
S100A3,0.8,2.8,0.0,4.6
S100A4,2876.4,3100.8,3174.0,5872.0
S100A5,0.2,1.8,0.75,4.0
S100A6,475.4,548.0,617.0,1031.0
S100A8,3.4,5.6,5.5,10.0
S100A9,4.0,2.6,3.75,1.4
S100A10,904.8,963.2,1007.25,1400.6
S100A11,807.8,987.4,980.0,1343.4
S100A13,7.0,6.2,9.25,13.0
S100B,31.2,41.0,22.5,81.6
S100P,14.8,10.6,2.75,3.4
VPS52,262.0,282.2,245.75,249.6
SAFB,190.6,208.0,180.0,183.6
SAG,0.4,2.4,0.0,1.0
ACSM3,459.8,446.2,453.25,341.6
MAPK12,254.2,228.6,220.5,151.4
SARS1,648.6,654.2,580.5,571.0
TSPAN31,851.6,976.8,881.25,1060.8
SAT1,552.6,602.0,587.0,1036.4
SATB1,4235.6,4445.4,4737.25,5211.8
SBF1,178.4,213.8,241.5,281.6
MSMO1,2352.8,2354.2,1620.25,1433.0
SC5D,1641.4,1853.0,1187.0,1122.6
ATXN1,343.2,454.2,409.75,474.2
ATXN2,683.6,924.0,979.75,761.6
ATXN7,590.2,717.6,690.25,733.0
SCD,19330.6,23127.6,13726.75,10508.6
CLEC11A,728.2,662.2,1126.25,439.0
SCML1,327.0,334.6,328.75,270.6
SCN1B,1.4,3.0,1.75,4.0
SCN4A,3.6,4.4,2.75,0.8
SCN4B,3.2,5.0,1.75,4.8
SCN7A,6.0,7.6,1.25,1.2
SCN9A,0.4,0.8,0.0,3.4
SCNN1D,5.6,2.4,4.5,5.0
SCO1,2164.8,2038.0,1999.25,1412.6
SCP2,5471.2,5722.2,6317.5,5767.2
SRL,1.6,6.6,4.75,1.8
CCL2,22.2,159.4,33.25,873.0
CCL3,193.2,177.0,66.75,242.0
CCL3L3,336.8,293.2,115.75,383.8
CCL4,8.0,9.8,3.25,38.6
CCL5,1950.6,1818.8,627.0,956.0
CCL20,5.2,3.0,5.0,3.2
CCL23,120.8,110.4,122.75,113.0
CCL24,5.2,6.8,1.25,6.6
CCL25,3.0,3.0,3.25,7.4
CXCL11,6.2,8.4,1.5,3.4
SDC2,3179.4,3533.6,1511.5,5293.0
SDCBP,4193.8,4101.6,4162.0,5290.8
SDF2,1462.2,1569.6,1573.5,1636.0
SDHA,1156.8,1121.0,1215.0,1057.8
SDHB,652.0,578.6,572.75,538.6
SDHC,2502.8,2586.0,2497.75,2588.6
SDHD,9425.8,9226.6,8824.25,8380.2
SEC13,771.4,745.2,738.25,714.6
SEC14L1,287.0,364.4,331.0,443.8
TRAPPC2,424.0,423.6,519.75,493.8
SEL1L,4336.8,5306.4,5287.75,4422.2
SELL,7.8,32.6,52.5,148.6
SELPLG,562.8,647.4,462.5,506.8
SEMA3F,18.8,12.4,3.0,3.8
SELENOP,2.2,3.4,1.0,1.0
SELENOW,109.6,108.0,67.5,77.2
MAP2K4,1365.8,1595.6,1731.75,1524.6
SET,36035.8,35220.6,35738.0,30765.4
SETMAR,30.2,32.2,37.25,33.0
SFPQ,6200.8,6249.0,6123.0,5649.6
SFRP1,2.8,3.2,0.25,0.4
SRSF1,36430.4,41817.6,42666.0,35642.8
SRSF2,17731.8,19058.4,20647.25,17211.0
SRSF3,26236.0,24940.6,24592.5,22547.0
SRSF4,1664.8,1687.2,1710.0,1786.4
SRSF5,3518.4,3440.8,3670.0,3315.2
SRSF6,9410.6,9642.4,10103.25,8647.6
SRSF7,8175.4,7718.8,8406.25,6916.0
SFSWAP,99.0,84.6,85.5,80.0
TRA2B,10242.8,9978.8,11076.0,9681.4
SFTPB,1.6,2.2,3.25,3.0
SGCB,204.6,250.8,180.75,302.8
SGK1,6.2,9.4,5.25,33.2
SCG5,30.6,29.0,20.25,28.4
SGTA,933.0,916.0,920.25,788.6
SH3BGR,53.6,56.8,53.5,57.2
SH3BGRL,5853.8,6500.0,6202.5,6688.8
SH3BP2,568.8,692.2,706.0,926.0
ITSN1,205.8,212.6,146.0,180.4
SH3GL1,532.8,684.6,577.0,614.2
SHB,49.4,47.4,46.0,47.8
SHC1,815.0,882.0,860.0,873.8
FBXW4,43.4,50.6,57.0,79.0
SHH,33.6,46.6,60.75,47.2
SHMT1,526.8,541.4,602.0,640.8
SHMT2,2143.4,2020.4,1838.0,1618.0
SHOX2,576.0,661.4,640.75,688.8
SIAH1,298.2,283.8,345.0,319.6
SIAH2,1232.4,1296.0,990.5,851.0
ST6GAL1,1470.0,1517.0,1446.0,929.0
ST3GAL1,964.4,1305.8,1473.0,1905.0
ST3GAL2,129.4,160.4,135.75,267.0
ST3GAL4,337.4,331.2,389.75,212.8
ST3GAL3,622.0,625.6,614.25,429.0
STIL,694.6,759.2,726.5,797.2
SIM2,34.2,41.2,33.5,30.6
SIPA1,35.2,37.8,38.25,52.8
SIX1,18.8,19.6,0.25,3.2
SKI,330.6,405.0,383.5,350.4
SKIL,259.4,303.0,413.5,568.2
SKIV2L,15.0,15.8,14.0,16.8
SKP1,5662.4,5365.2,6110.75,6118.6
SKP2,4205.6,4468.2,4106.5,3156.2
SLA,659.8,962.8,576.75,1768.8
SLAMF1,55.4,65.8,57.25,101.2
SLC1A2,1.2,1.0,1.5,2.4
SLC1A3,771.8,787.6,567.75,303.8
SLC4A3,7.8,13.2,11.75,31.4
SLC1A4,814.0,1063.2,1371.25,1035.2
SLC1A5,2903.4,3107.4,2940.5,2639.8
SLC1A7,2.6,1.6,0.25,0.2
SLC2A1,603.4,692.4,711.0,754.2
SLC2A3,1085.6,1164.4,928.0,1283.0
SLC2A4,41.8,30.4,33.0,22.8
SLC2A5,523.8,525.4,509.5,629.8
SLC3A1,354.2,402.0,358.0,252.6
SLC3A2,290.8,274.2,284.75,247.0
SLC4A2,97.8,109.0,79.25,108.6
SLC5A2,121.0,156.2,139.75,122.0
SMTN,56.0,56.6,54.75,45.4
SLC5A3,2402.0,3412.6,3407.0,5307.2
SLC6A4,4.2,7.2,7.5,6.6
SLC6A6,1167.0,1516.0,1752.75,1436.2
SLC6A8,11.4,13.2,7.0,13.6
SLC6A9,1.0,4.0,35.25,10.0
SLC6A11,0.8,1.0,1.5,0.4
SLC6A12,6.2,4.6,1.25,12.4
SLC6A13,8.6,10.2,5.25,9.4
SLC7A1,3324.4,4190.0,4755.75,3035.6
SLC8A2,1.0,2.8,1.0,3.2
SLC8A1,83.6,114.4,8.75,155.0
SLC9A1,88.0,142.8,148.0,174.8
SLC9A3,109.6,140.6,149.5,116.4
SLC9A5,6.6,10.4,14.0,11.6
SLC10A2,1.4,1.0,4.0,0.2
SLC11A1,27.2,30.2,16.75,17.8
SLC12A1,2.4,2.2,2.0,4.2
SLC12A2,556.0,554.2,667.25,584.8
SLC12A3,6.6,26.0,25.75,132.2
SLC12A4,37.8,37.0,42.75,62.0
SLC14A1,51.8,55.0,106.5,53.2
SLC15A2,443.6,458.2,643.0,385.8
SLC16A1,10020.8,9366.4,6642.0,4938.0
SLC18A1,7.0,7.6,1.75,12.2
SLC18A2,577.6,633.0,621.75,528.0
SLC19A1,180.0,192.0,164.75,116.6
SLC20A1,2008.2,2104.0,2051.75,2139.0
SLC20A2,433.6,487.6,527.0,442.0
SLC25A1,1543.0,1782.6,1439.25,1456.0
SLC22A3,1.4,1.8,3.0,4.8
SLC22A4,46.4,34.0,25.75,9.4
SLC22A5,77.8,76.6,11.5,13.0
SLIT1,26.6,24.8,17.75,19.0
SLPI,10.6,7.6,6.75,2.4
SMARCA2,808.4,829.0,903.25,836.6
HLTF,2117.6,2139.4,2593.75,2034.8
SMARCA4,746.0,704.8,703.25,550.4
SMARCB1,479.4,533.0,556.5,496.0
SMARCC1,5571.8,5979.6,6763.75,4561.0
SMARCC2,641.0,733.6,910.25,883.8
SMARCD1,761.2,967.0,979.25,832.4
SMARCD2,1284.0,1243.6,1118.5,1022.0
SMARCD3,4.6,8.0,7.25,8.6
SMARCE1,3573.0,3877.0,4081.5,3724.6
SMN1,2001.4,2049.2,1866.5,1588.6
SMN2,2001.4,2049.2,1866.5,1588.6
SMPD1,40.6,41.8,44.25,62.8
SMPD2,6.6,7.8,8.25,8.2
SMS,1737.4,1557.8,1569.75,1560.4
SUMO3,6470.2,6759.8,5324.0,5283.2
SUMO2,9595.6,8624.4,9211.75,9467.4
SIGLEC1,6.0,4.2,0.75,4.0
SNAI1,4.8,4.8,1.5,7.2
SNAPC1,402.0,354.2,415.5,291.8
SNAPC2,89.8,91.6,68.25,67.2
SNAPC3,620.0,699.8,737.5,556.4
SNAPC4,17.4,11.4,14.5,14.4
FSCN1,99.8,96.8,85.75,83.0
SNRNP70,688.6,672.6,655.25,664.8
SNRPA,629.4,605.0,569.25,584.8
SNRPA1,779.4,741.4,891.75,652.6
SNRPB,1274.0,1196.4,1114.5,1137.2
SNRPB2,2259.0,1943.6,2172.25,1919.6
SNRPC,2177.2,2074.6,1985.5,1619.2
SNRPD1,4451.0,4465.2,4437.0,3583.4
SNRPD2,5149.2,4612.4,3932.25,3972.4
SNRPD3,7141.8,7883.6,8014.75,7078.0
SNRPE,2533.4,1960.8,2415.5,2029.0
SNRPF,1283.6,1216.4,1316.25,1015.0
SNRPG,1231.4,1082.4,1072.0,1007.6
SNRPN,149.0,144.8,139.75,156.8
SNTA1,1.0,2.2,2.25,6.4
SNTB1,3523.2,3806.2,2742.0,2655.8
SNX1,1918.6,2300.4,2308.75,2408.8
SNX2,2112.2,2101.0,1944.5,1801.4
SNTB2,27.4,25.8,22.0,19.8
SOAT1,1299.4,1331.8,1328.25,1176.2
SOD1,4781.0,4301.0,4836.25,4580.6
SOD2,3091.8,3347.2,3797.5,2540.8
CAPN15,181.0,213.0,231.5,181.8
SON,3408.4,3499.4,3589.75,3541.2
SORD,2214.0,2164.4,2127.25,1396.6
SORL1,48.0,53.6,16.25,53.2
SOS1,824.4,1046.2,1062.75,963.4
SOS2,476.0,498.6,581.5,617.2
SOX4,1773.2,1677.2,4207.5,1875.4
SOX5,1.8,4.4,4.25,6.8
SOX15,18.0,20.4,10.25,20.8
SOX12,365.6,382.0,275.25,155.2
SP1,3107.0,4252.0,4172.0,3902.4
SP2,99.2,115.2,114.25,149.4
SP3,2729.8,2865.2,3180.25,3124.2
SP4,470.0,489.8,460.5,492.2
SP100,876.8,1212.2,1070.0,1379.8
SPAG1,115.4,120.6,185.0,139.2
UAP1,1548.6,1359.2,1251.0,830.8
SPAG4,4.2,5.8,2.75,1.8
SPARC,1.6,3.0,1.5,1.2
SPAST,1963.6,1930.4,1991.75,1878.2
SPG7,322.0,322.6,349.0,310.4
SPI1,582.6,631.2,541.5,510.0
SPIB,65.0,207.6,549.75,981.4
SPINT1,37.2,29.6,11.25,17.8
SPN,6217.6,7223.4,9335.5,4322.0
SPOCK1,48.2,61.2,57.0,61.6
SPP1,3.0,3.0,5.25,16.4
SPR,709.4,661.2,601.5,397.4
SPTAN1,82.6,78.6,99.75,107.0
SPTB,21.0,23.8,20.0,34.2
SPTBN1,47.2,40.8,11.75,14.8
SQLE,2754.4,2497.6,1512.25,1288.8
SRC,26.0,77.4,60.5,253.4
SRD5A1,94.8,129.8,77.5,270.0
SRD5A2,2.0,1.8,2.0,1.0
SRI,703.8,665.2,764.25,587.8
SREBF1,162.0,157.2,109.0,149.8
