GENE,MV411-DMSO_coculture_12h,MV411-VHL_coculture_12h,MV411-MYB-dTAG-DMSO_coculture_12h,MV411-MYB-dTAG-VHL_coculture_12h
RFC4,9.0,11.6,4.25,9.8
RFC5,30.0,31.2,31.5,37.2
RFNG,0.8,0.8,0.25,1.2
TRIM27,54.6,61.6,53.25,48.8
RFX1,2.4,2.6,4.0,4.6
RFX2,17.0,20.8,13.75,14.4
RFX3,8.6,11.8,21.75,22.8
RFX4,0.0,0.0,0.0,0.0
RFX5,40.6,47.4,53.0,45.6
RFXAP,20.0,23.2,33.5,31.0
RGS1,9.6,10.2,4.75,25.6
RGS2,20.0,18.0,9.0,18.0
RGS3,2.0,0.4,0.0,2.6
RGS10,15.6,13.6,10.5,13.0
RGS12,1.8,1.6,1.0,3.0
RGS13,0.0,0.0,0.0,1.6
RGS16,167.4,169.0,205.5,181.2
RHCE,0.2,0.0,0.0,0.0
RHEB,38.6,35.0,35.25,42.4
RHO,0.0,0.0,0.0,0.0
RING1,7.0,7.8,9.0,7.0
RIT1,70.2,101.0,103.25,146.0
RLF,28.4,30.4,26.0,39.4
RMRP,0.4,0.4,0.25,0.4
RN7SL1,6.4,10.4,4.75,9.6
RNASE2,11.6,13.4,8.0,7.2
RNASE3,1.6,0.8,2.25,2.0
RNASE4,0.0,0.8,0.0,0.6
RNASE6,3.8,5.6,6.5,12.4
RNASEL,13.2,23.4,19.5,37.2
6043,15.4,15.2,20.5,23.4
6044,26.8,31.6,36.75,33.0
RNF2,18.2,17.8,21.5,32.2
BRD2,68.6,77.8,81.5,90.8
RNF4,151.2,205.4,201.0,192.0
RNF5,7.2,9.2,9.75,12.4
RNF6,53.2,62.2,66.5,78.2
RNH1,13.8,14.4,5.25,6.0
RNPEP,5.6,8.2,10.75,12.2
ABCE1,203.8,201.6,225.5,208.4
RNU1-4,0.8,0.8,0.5,1.2
RNU2-1,8.4,7.8,3.5,6.2
SNORD15A,8.2,8.6,7.5,8.2
6080,12.0,12.8,17.75,16.2
SNORD20,4.0,4.8,7.5,8.2
SNORD21,4.4,3.6,3.5,9.0
RNY1,0.0,0.2,0.25,0.2
RNY4,0.4,0.0,0.0,0.0
ROBO1,0.0,0.4,0.25,0.0
ROCK1,44.8,50.4,60.5,79.6
ROM1,0.4,0.8,0.75,0.6
RORA,0.0,0.0,0.0,0.0
RORB,0.2,0.2,0.0,0.0
ROS1,0.0,0.2,0.0,0.0
RP9,41.2,36.4,36.75,33.0
RP2,33.2,49.0,53.25,67.6
RPGR,0.8,0.8,1.25,3.2
RPA1,36.6,43.0,47.25,52.8
RPA2,38.0,45.4,42.75,58.0
RPA3,3.8,2.4,2.5,9.2
RPE,34.6,46.2,54.5,49.4
RPL3,1.0,1.8,0.5,1.6
RPL4,129.2,120.6,108.5,95.4
RPL5,73.2,61.4,49.5,44.6
RPL6,9.8,6.4,8.0,11.2
RPL7,22.8,19.6,19.25,20.6
RPL7A,28.4,27.2,28.75,20.4
RPL8,19.8,21.0,21.5,17.4
RPL9,7.2,6.2,3.0,7.2
RPL10,251.0,249.8,197.25,182.0
RPL11,9.0,8.0,7.0,5.6
RPL12,1.0,2.0,2.5,2.8
RPL13,115.2,106.2,87.25,82.4
RPL15,483.4,486.8,448.0,480.6
RPL17,1.4,2.8,0.75,1.4
RPL18,286.2,283.8,197.25,174.2
RPL18A,3.8,3.2,1.25,2.4
RPL19,96.2,95.4,89.75,63.0
RPL21,37.2,30.6,29.25,20.8
RPL22,101.0,85.4,73.75,80.6
RPL23A,18.6,24.0,20.0,17.4
MRPL23,0.6,0.8,1.0,0.4
RPL24,13.0,11.0,15.5,10.6
RPL26,89.8,79.0,71.75,51.4
RPL27,6.8,6.4,4.5,5.2
RPL30,55.0,46.8,39.0,44.4
RPL27A,245.0,248.8,202.0,156.6
RPL28,141.0,173.4,110.5,110.6
RPL29,111.2,108.8,85.25,70.2
RPL31,35.4,35.2,34.5,36.0
RPL32,60.2,68.0,65.0,47.4
RPL34,56.2,44.2,43.25,40.2
RPL35A,10.8,11.8,11.25,11.6
RPL36AL,92.2,89.4,88.25,109.2
RPL37,53.8,59.8,50.5,57.8
RPL37A,52.0,55.0,46.25,42.2
RPL38,23.2,25.6,13.75,14.0
RPL39,29.6,20.6,21.25,19.8
RPL41,78.0,82.6,60.0,63.4
RPL36A,294.2,278.6,354.75,315.8
RPLP0,36.4,34.6,27.25,25.0
RPLP1,8.6,9.8,11.5,8.8
RPLP2,24.2,24.6,11.0,14.4
MRPL12,16.0,14.6,10.25,12.6
MRPS12,43.4,36.6,35.5,30.2
RPN1,28.2,29.6,24.75,29.6
RPN2,23.4,22.4,24.25,34.6
RPS2,48.8,41.0,33.75,24.2
RPS3,39.0,45.4,35.75,31.4
RPS3A,343.6,361.2,381.0,343.8
RPS4X,54.6,52.2,46.25,37.8
RPS4Y1,2.8,4.0,4.0,9.0
RPS5,38.8,36.2,27.0,19.8
RPS6,67.4,65.0,67.25,54.6
RPS6KA1,40.8,42.8,52.75,59.6
RPS6KA2,3.2,4.0,3.0,8.6
RPS6KA3,55.8,93.6,100.0,152.8
RPS6KB1,68.6,79.8,87.25,100.0
RPS6KB2,0.4,1.2,0.5,0.6
RPS7,2.4,2.8,4.75,4.8
RPS8,21.6,20.0,21.25,20.6
RPS9,72.6,65.2,60.5,60.2
RPS10,5.0,4.0,5.75,3.8
RPS11,53.2,46.6,32.0,34.8
RPS12,9.6,8.0,6.25,4.2
RPS13,2.8,1.0,2.0,1.6
RPS14,13.8,13.0,12.5,12.0
RPS15,26.8,29.2,22.0,23.4
RPS15A,11.8,15.2,14.75,10.8
RPS16,102.8,85.2,83.75,62.8
RPS17,547.8,610.4,482.5,350.4
RPS18,4.8,5.0,3.75,3.2
RPS19,4.0,4.8,3.0,1.8
RPS20,43.6,43.4,45.0,42.8
RPS21,12.0,11.6,6.0,7.4
RPS23,135.0,144.6,117.75,113.6
RPS24,34.0,36.4,32.75,30.0
RPS25,12.0,10.4,9.5,10.2
RPS26,1.4,2.2,0.75,1.0
RPS27,4.2,3.6,3.75,3.0
RPS27A,48.2,42.6,45.5,49.4
RPS28,17.4,17.8,7.5,12.6
RPS29,100.8,106.6,92.0,77.8
RRAS,0.4,0.2,1.25,0.2
RRBP1,9.4,12.2,15.25,10.4
RREB1,111.0,125.4,195.75,178.4
RRM1,58.2,54.4,61.75,79.6
RRM2,154.2,204.2,215.0,317.0
RTKN,3.0,2.0,3.25,2.0
RS1,0.0,0.0,0.0,0.0
RSC1A1,2.2,3.4,8.0,7.6
CLIP1,12.8,14.4,17.75,22.8
RSU1,28.8,38.0,36.75,35.2
RTN2,0.8,0.2,0.25,0.6
RXRA,47.0,50.4,37.75,56.2
RXRB,12.6,11.0,10.0,16.2
RYK,7.8,7.2,1.5,3.2
RYR2,1.2,1.2,0.0,0.0
RYR3,0.0,0.4,0.0,0.0
S100A1,0.2,0.0,0.0,0.2
SORT1,2.6,6.2,3.0,7.4
S100A2,0.0,0.0,0.0,0.0
S100A3,0.0,0.2,0.0,0.0
S100A4,19.6,19.2,23.5,56.6
S100A5,0.0,0.0,0.0,0.8
S100A6,2.8,4.0,6.5,13.4
S100A8,0.0,0.0,0.5,0.0
S100A9,0.0,0.0,0.0,0.0
S100A10,9.0,15.2,13.0,20.8
S100A11,13.4,11.0,11.25,15.6
S100A13,0.0,0.2,0.5,0.0
S100B,0.4,0.0,0.0,0.6
S100P,0.4,0.2,0.0,0.0
VPS52,6.6,6.8,8.75,7.2
SAFB,11.6,12.8,10.5,13.6
SAG,0.0,0.0,0.0,0.2
ACSM3,1.4,1.8,3.0,0.6
MAPK12,5.0,6.0,6.75,2.8
SARS1,12.2,8.6,8.0,9.4
TSPAN31,6.2,7.6,7.25,11.6
SAT1,59.4,50.8,37.75,67.4
SATB1,262.2,307.8,358.25,527.2
SBF1,5.6,8.8,10.5,13.2
MSMO1,141.0,151.8,98.25,108.4
SC5D,35.2,45.0,32.25,36.0
ATXN1,27.0,39.4,37.75,47.4
ATXN2,28.0,38.2,46.25,38.6
ATXN7,49.2,68.4,69.5,98.8
SCD,481.4,590.2,345.25,309.6
CLEC11A,5.0,6.4,8.25,3.8
SCML1,6.8,6.4,10.75,9.0
SCN1B,0.4,0.0,0.5,0.6
SCN4A,0.0,0.2,0.25,0.2
SCN4B,0.0,0.0,0.0,0.0
SCN7A,0.0,0.2,0.0,0.0
SCN9A,0.0,0.0,0.0,0.0
SCNN1D,0.0,0.0,0.0,0.0
SCO1,59.8,57.0,54.0,48.6
SCP2,25.8,34.0,38.5,41.6
SRL,0.0,0.0,1.5,0.2
CCL2,11.2,48.4,9.75,264.2
CCL3,96.4,83.0,37.25,111.2
CCL3L3,165.6,138.8,61.25,175.6
CCL4,4.4,5.0,1.5,18.4
CCL5,19.4,17.6,6.25,14.6
CCL20,0.6,0.0,0.25,0.4
CCL23,2.2,3.0,4.25,4.6
CCL24,0.0,0.4,0.0,0.6
CCL25,0.0,0.0,0.0,0.2
CXCL11,0.2,0.6,0.0,0.0
SDC2,33.8,39.0,16.25,89.8
SDCBP,36.0,40.0,46.0,68.8
SDF2,78.6,83.4,78.25,90.4
SDHA,15.6,20.0,21.0,24.4
SDHB,2.0,3.4,5.25,5.0
SDHC,11.8,16.0,15.5,16.8
SDHD,63.6,66.2,65.5,93.0
SEC13,10.6,13.0,12.5,17.6
SEC14L1,10.2,15.8,10.25,19.8
TRAPPC2,13.4,20.8,27.25,27.0
SEL1L,75.2,107.0,99.0,121.4
SELL,0.0,0.0,0.0,0.2
SELPLG,13.4,20.0,13.25,22.0
SEMA3F,2.0,1.0,0.5,0.0
SELENOP,0.4,0.0,0.0,0.0
SELENOW,1.6,1.0,0.75,1.0
MAP2K4,35.2,48.6,58.75,72.0
SET,314.8,343.4,357.75,407.6
SETMAR,4.8,6.6,5.75,6.0
SFPQ,51.0,67.2,80.5,108.0
SFRP1,0.0,0.0,0.0,0.0
SRSF1,614.6,772.0,701.0,734.6
SRSF2,775.6,889.2,943.0,985.8
SRSF3,310.4,327.6,351.0,473.4
SRSF4,73.4,76.0,80.25,119.8
SRSF5,115.4,127.6,117.75,126.0
SRSF6,489.2,575.0,595.0,729.4
SRSF7,231.8,233.0,267.25,306.6
SFSWAP,4.2,5.2,4.0,5.6
TRA2B,271.4,275.2,334.25,427.2
SFTPB,0.0,0.0,0.0,0.0
SGCB,2.0,3.0,5.5,5.8
SGK1,3.0,5.8,2.0,16.8
SCG5,1.0,0.8,1.25,1.4
SGTA,31.8,30.8,29.25,25.6
SH3BGR,1.0,0.4,1.5,0.8
SH3BGRL,10.4,12.0,11.5,15.8
SH3BP2,48.2,61.8,54.0,100.0
ITSN1,7.8,5.2,8.25,7.4
SH3GL1,33.4,34.8,29.0,37.4
SHB,7.2,6.4,5.5,7.0
SHC1,27.8,30.0,37.25,37.0
FBXW4,2.8,2.8,2.5,4.8
SHH,1.2,2.0,2.25,2.6
SHMT1,9.0,10.0,12.25,19.8
SHMT2,33.6,35.4,40.25,29.0
SHOX2,13.2,16.2,16.25,25.6
SIAH1,39.4,35.8,45.75,44.6
SIAH2,93.6,92.4,74.75,94.6
ST6GAL1,60.8,71.6,68.75,56.8
ST3GAL1,171.0,236.2,266.25,399.2
ST3GAL2,12.4,7.8,6.25,13.6
ST3GAL4,9.6,6.4,13.5,6.2
ST3GAL3,34.4,33.4,38.5,24.4
STIL,37.2,35.4,32.25,45.4
SIM2,0.0,0.0,0.0,0.0
SIPA1,1.4,0.2,0.75,1.6
SIX1,2.0,2.0,0.0,0.4
SKI,18.4,26.4,27.25,36.0
SKIL,17.0,28.8,33.0,75.2
SKIV2L,0.4,0.8,1.0,0.0
SKP1,32.8,46.4,46.25,55.4
SKP2,58.8,54.6,86.25,85.2
SLA,95.8,166.0,113.75,362.8
SLAMF1,2.0,3.8,4.0,5.0
SLC1A2,0.0,0.2,0.0,0.0
SLC1A3,21.2,19.2,22.0,12.0
SLC4A3,0.0,0.2,0.5,0.2
SLC1A4,34.8,39.0,52.0,59.6
SLC1A5,164.4,167.4,173.75,149.0
SLC1A7,1.2,0.0,0.0,0.0
SLC2A1,50.6,53.0,57.0,58.0
SLC2A3,66.2,80.6,70.5,106.2
SLC2A4,2.8,3.0,1.75,2.4
SLC2A5,19.8,16.2,19.75,33.4
SLC3A1,0.0,0.0,0.25,0.2
SLC3A2,24.8,24.0,23.5,18.4
SLC4A2,1.4,2.0,1.25,2.2
SLC5A2,0.0,0.0,0.0,0.0
SMTN,3.0,3.8,3.0,2.8
SLC5A3,73.2,117.0,139.0,306.2
SLC6A4,0.2,0.4,1.0,0.4
SLC6A6,95.8,147.4,173.5,161.6
SLC6A8,0.0,0.2,0.0,0.2
SLC6A9,0.0,0.0,1.25,0.0
SLC6A11,0.0,0.0,0.0,0.0
SLC6A12,0.2,0.0,0.0,0.6
SLC6A13,1.2,1.4,0.5,0.6
SLC7A1,113.4,159.8,212.5,152.0
SLC8A2,0.0,0.0,0.0,0.4
SLC8A1,1.6,4.8,0.0,3.4
SLC9A1,6.8,11.0,11.75,14.0
SLC9A3,19.8,21.8,26.25,21.6
SLC9A5,0.0,0.6,0.0,0.0
SLC10A2,0.0,0.0,0.0,0.0
SLC11A1,1.0,0.0,0.0,0.4
SLC12A1,0.0,0.0,0.0,0.0
SLC12A2,9.0,9.4,14.0,15.2
SLC12A3,0.6,2.2,1.25,8.2
SLC12A4,0.8,0.2,1.75,2.0
SLC14A1,1.8,1.2,2.25,0.6
SLC15A2,23.0,17.8,24.75,14.6
SLC16A1,188.6,194.6,153.75,127.8
SLC18A1,0.0,0.0,0.0,0.2
SLC18A2,0.0,0.2,0.25,0.2
SLC19A1,2.6,2.8,3.75,0.8
SLC20A1,107.4,107.8,105.75,142.0
SLC20A2,18.8,19.0,23.5,24.8
SLC25A1,16.8,15.8,11.75,13.8
SLC22A3,0.2,0.0,0.0,0.0
SLC22A4,8.4,3.2,2.25,0.6
SLC22A5,2.6,1.8,0.75,0.8
SLIT1,1.6,1.2,0.0,0.4
SLPI,0.0,0.0,0.0,0.0
SMARCA2,16.0,17.0,27.0,28.8
HLTF,27.4,37.4,37.0,44.4
SMARCA4,14.2,22.0,19.25,17.4
SMARCB1,14.2,12.6,13.25,15.6
SMARCC1,65.2,84.0,118.25,101.0
SMARCC2,11.8,16.2,18.5,20.0
SMARCD1,23.2,34.8,30.5,32.2
SMARCD2,10.4,11.6,15.25,19.8
SMARCD3,0.0,0.6,0.0,0.0
SMARCE1,36.6,48.4,49.0,57.2
SMN1,46.2,49.2,45.5,49.8
SMN2,46.2,49.2,45.5,49.8
SMPD1,2.6,1.8,1.5,4.2
SMPD2,0.4,0.6,0.0,0.8
SMS,5.8,6.6,6.0,5.4
SUMO3,108.6,114.6,105.5,141.4
SUMO2,54.6,50.4,54.75,70.6
SIGLEC1,0.0,0.0,0.0,0.0
SNAI1,2.0,2.6,0.25,4.4
SNAPC1,15.6,15.0,15.25,10.2
SNAPC2,5.8,4.0,3.0,6.6
SNAPC3,8.4,9.4,13.25,10.8
SNAPC4,0.8,1.6,1.0,2.0
FSCN1,0.6,1.2,2.5,1.2
SNRNP70,14.8,18.0,17.25,17.2
SNRPA,27.2,32.0,25.75,30.4
SNRPA1,56.6,63.2,84.0,63.4
SNRPB,33.2,29.8,25.5,27.8
SNRPB2,40.6,32.6,44.75,47.6
SNRPC,28.6,32.8,28.25,25.6
SNRPD1,76.6,86.2,83.5,86.4
SNRPD2,76.6,74.0,59.75,49.8
SNRPD3,66.0,88.2,87.5,106.4
SNRPE,23.4,20.0,28.75,29.8
SNRPF,9.2,6.8,5.25,10.8
SNRPG,12.4,11.0,19.0,16.8
SNRPN,0.0,0.0,0.0,0.4
SNTA1,0.0,0.0,0.0,0.4
SNTB1,68.8,78.6,67.0,76.2
SNX1,65.2,88.4,99.25,115.8
SNX2,33.8,32.6,37.0,28.8
SNTB2,1.8,2.0,1.25,3.6
SOAT1,15.2,17.0,17.75,20.2
SOD1,18.6,26.8,30.5,37.0
SOD2,30.4,40.8,55.5,37.8
CAPN15,9.0,11.8,10.5,7.8
SON,138.6,170.0,177.0,233.8
SORD,27.2,32.4,38.0,25.6
SORL1,1.6,1.4,1.25,2.6
SOS1,27.6,39.6,49.0,49.0
SOS2,11.8,13.2,17.75,21.8
SOX4,166.8,170.8,588.25,226.4
SOX5,0.6,1.0,1.0,0.8
SOX15,0.0,0.2,0.0,0.0
SOX12,24.4,27.8,16.0,12.2
SP1,125.2,186.4,197.5,265.0
SP2,3.2,8.2,7.25,8.0
SP3,100.0,124.8,161.25,196.0
SP4,17.2,23.8,27.5,26.0
SP100,43.6,61.2,46.25,76.6
SPAG1,2.8,2.0,6.5,5.0
UAP1,15.4,17.8,16.25,13.0
SPAG4,0.0,0.0,0.0,0.2
SPARC,0.2,0.2,0.0,0.0
SPAST,38.6,48.8,49.5,64.6
SPG7,6.0,4.4,5.5,5.8
SPI1,10.6,9.0,5.25,5.2
SPIB,2.4,6.2,33.25,36.4
SPINT1,1.0,1.2,0.0,0.8
SPN,273.2,315.0,449.25,168.2
SPOCK1,1.8,0.4,1.5,2.6
SPP1,0.0,0.0,0.0,0.0
SPR,12.0,12.6,6.75,6.8
SPTAN1,2.0,3.0,3.5,4.2
SPTB,0.0,0.0,0.0,0.4
SPTBN1,1.0,0.8,0.75,0.4
SQLE,43.0,36.0,21.25,28.8
SRC,2.6,3.8,3.5,15.2
SRD5A1,1.8,2.8,0.75,5.6
SRD5A2,0.0,0.0,0.5,0.0
SRI,9.2,6.6,10.5,11.8
SREBF1,15.2,12.8,8.0,16.2
SREBF2,34.0,34.6,27.75,32.2
SRF,49.8,57.2,57.75,64.8
SRM,11.0,13.4,12.75,8.0
SRP9,95.2,106.0,134.25,159.4
SRP14,25.2,21.6,26.25,44.0
SRP19,139.0,149.4,155.0,153.0
SRP54,5.0,4.6,6.0,6.0
SRP68,61.8,59.6,69.25,65.0
SRP72,94.4,92.8,86.75,94.0
SRPK1,123.4,165.8,180.5,156.4
SRPK2,11.8,15.8,17.5,27.0
SRPRA,95.2,108.2,104.25,95.0
TRIM21,19.2,18.8,22.75,23.4
RO60,26.8,33.2,32.0,43.8
SSB,47.4,43.0,42.0,54.2
SSBP1,6.2,5.0,12.75,5.4
ITPRID2,61.8,76.6,76.25,89.0
SSR1,228.8,294.8,266.0,306.8
SSR2,101.8,108.2,95.5,89.2
SSR3,132.8,158.6,114.75,134.4
SSR4,3.8,2.8,4.0,3.8
SSRP1,25.0,32.6,26.25,31.2
SSTR2,0.0,0.4,0.25,0.0
SS18,54.0,56.8,71.5,78.8
DENND2B,1.4,1.0,1.5,1.6
ST13,41.8,51.2,41.25,49.4
ST14,2.4,1.6,2.0,3.6
STAR,12.4,13.8,4.25,2.0
STAT1,26.8,35.0,46.0,45.2
STAT2,10.4,13.8,6.75,11.4
STAT3,18.4,24.8,16.75,33.4
STAT5A,5.6,9.0,5.75,9.8
STAT5B,23.6,29.4,25.5,21.8
STAT6,61.0,79.8,75.75,74.4
STAU1,38.4,39.8,53.0,59.4
STC1,0.0,0.0,0.0,0.0
HSPA13,54.8,66.0,61.0,74.0
STIM1,16.0,24.8,25.25,30.4
NEK4,3.0,8.6,9.0,10.2
STK3,15.2,18.4,22.5,35.4
STK4,84.4,133.4,134.5,156.8
AURKA,72.0,89.4,78.75,110.2
6791,14.6,18.2,12.75,17.2
STK10,25.4,27.6,27.0,38.4
STK11,3.8,3.0,1.75,2.6
STRN,43.0,55.2,76.25,99.2
STX1A,2.4,4.4,6.5,10.0
STX3,25.8,28.6,33.0,32.6
STX4,0.8,1.2,1.0,0.6
STX5,8.4,12.2,8.75,7.6
STXBP1,2.0,5.0,4.25,4.8
STXBP2,0.0,0.4,0.25,0.6
STXBP3,11.2,11.0,14.0,20.4
STYX,23.2,29.2,32.75,39.0
SULT1A1,0.6,0.0,0.25,1.0
SULT1A3,2.6,4.6,4.5,4.6
SUOX,1.6,4.0,3.75,6.6
SUPT4H1,66.6,80.2,74.5,83.0
SUPT5H,5.2,5.8,5.5,7.4
SUPT6H,8.6,10.2,8.25,10.6
SUPV3L1,0.2,0.6,0.0,1.6
SURF1,1.2,0.2,0.25,1.2
SURF2,1.4,1.0,0.0,1.0
SURF4,104.2,114.6,121.0,108.6
MED22,18.8,27.8,24.0,20.0
SURF6,177.8,200.6,164.0,109.6
SUV39H1,41.6,39.2,37.75,34.8
SVIL,5.4,3.6,4.25,4.8
VAMP1,57.2,75.8,95.5,111.4
VAMP2,28.4,31.6,26.5,49.4
VAMP7,45.4,48.8,49.75,66.0
SYK,74.4,105.6,97.25,125.2
SYN2,0.2,0.2,0.25,0.6
SYP,0.8,0.2,0.0,1.6
SYPL1,53.8,52.0,76.0,64.6
SYT5,0.0,0.4,0.25,0.2
TACR2,0.0,0.0,0.0,0.0
TACC1,122.4,195.0,223.5,364.8
ADAM17,38.8,40.2,44.5,75.2
TACR1,0.0,0.0,0.0,0.0
TADA2A,5.4,8.6,8.5,7.0
TAF1,29.4,34.6,32.75,45.2
TAF2,54.8,80.8,78.0,109.4
TAF4,10.4,14.4,19.0,20.2
TAF4B,65.0,71.0,65.25,54.2
TAGLN,1.2,1.0,2.0,1.0
TAF5,17.8,17.4,23.25,27.2
TAF6,4.4,2.2,3.25,8.2
TAF7,112.8,107.8,127.25,130.8
TAF9,26.8,22.8,26.25,22.4
TAF10,2.8,4.0,4.0,3.8
TAF11,22.4,25.6,30.25,35.4
TAF12,12.0,8.0,14.0,14.0
TAF13,7.2,12.4,10.25,17.2
MAP3K7,52.6,62.6,73.0,74.6
TAL1,0.2,0.0,0.0,0.0
TALDO1,5.4,6.2,3.5,7.6
TAP1,2.4,2.0,1.75,2.4
TAP2,18.4,24.4,27.5,27.0
TAPBP,12.8,23.2,20.0,26.2
TARBP1,6.2,7.6,9.25,7.6
TARBP2,2.2,4.6,0.25,2.8
TARS1,134.4,136.2,121.75,127.4
TAT,0.0,0.0,0.0,0.0
TBX1,0.6,0.2,0.0,0.8
TAZ,2.6,2.6,2.0,2.2
TBCA,15.0,13.6,13.75,20.0
TBCC,28.6,32.4,38.0,60.0
TBCD,5.2,5.8,4.25,4.0
TBCE,15.2,15.6,22.25,15.4
TBL1X,22.4,33.8,40.25,57.0
TBP,5.0,7.4,11.0,6.0
TBX6,0.0,0.0,0.0,0.0
TBX15,1.2,0.2,0.75,1.0
TBXA2R,0.4,1.0,0.0,0.0
TBXAS1,0.8,0.4,0.75,3.0
TCEA1,67.4,78.2,73.75,103.4
TCEA2,0.4,0.0,0.0,0.2
TCEA3,0.2,0.0,0.25,0.2
ELOC,31.0,34.4,31.5,41.6
ELOB,7.8,6.4,7.75,5.6
ELOA,51.4,65.0,68.0,75.4
TCF4,60.4,177.6,523.25,780.4
TBX3,3.4,7.4,6.5,8.6
HNF1A,0.0,0.0,0.0,0.0
TCF3,39.2,46.2,59.5,50.8
TCF7,0.0,0.0,0.25,0.2
TCF7L2,2.0,3.0,5.5,17.0
GCFC2,6.6,6.2,4.75,3.4
TCF12,77.0,116.2,141.0,132.6
ZNF354A,7.4,9.2,9.5,8.6
TCF19,27.2,38.4,39.75,51.0
TCF20,14.2,13.2,18.75,16.0
VPS72,8.2,9.2,11.0,16.8
MLX,56.0,78.4,80.0,84.2
TCN2,0.0,0.0,0.0,0.0
TCOF1,22.8,18.8,16.75,14.6
TCP1,27.2,19.0,26.0,26.8
TCTA,13.0,22.6,12.75,20.0
DYNLT3,1.6,4.2,5.5,8.0
PPP1R11,22.0,26.0,23.75,38.0
DYNLT1,19.4,18.6,17.25,28.6
TDG,81.0,95.6,114.5,123.2
PRDX2,11.0,10.6,13.5,10.6
TEAD3,3.8,5.4,4.75,2.6
TEC,48.0,55.6,71.0,40.8
TEF,8.4,12.6,13.0,9.2
TMBIM6,235.0,304.4,277.0,336.2
TEK,0.2,0.0,0.0,0.0
TEP1,17.6,27.0,25.5,39.8
7012,0.0,0.0,0.0,0.0
TERF1,22.0,21.2,23.75,29.8
TERF2,10.2,14.8,11.75,15.8
TERT,1.6,0.8,0.25,0.0
TESK1,2.6,5.6,8.25,5.8
TFAM,92.2,109.6,136.25,130.6
TFAP2A,0.8,1.4,1.0,0.4
TFAP4,12.2,10.4,14.0,11.4
TFCP2,30.4,42.2,48.0,44.8
NR2F1,0.0,0.0,0.0,0.2
NR2F2,0.2,0.0,0.25,0.0
TFDP1,64.8,85.4,66.0,64.0
TFDP2,5.4,6.0,12.25,10.6
TFE3,9.2,11.8,13.25,18.2
TFR2,1.6,1.2,0.5,1.6
TFRC,615.6,721.8,910.25,979.8
TGFA,1.2,2.4,3.25,2.8
TGFB1,6.2,7.8,7.25,13.6
TGFB3,0.2,1.4,1.0,0.0
LEFTY2,0.0,0.0,0.0,0.0
TGFBI,0.2,0.0,0.75,1.0
TGFBR1,131.8,209.0,180.25,376.2
TGM4,0.0,0.0,0.0,0.0
TGFBR2,103.2,154.4,180.5,285.8
TGFBR3,1.6,2.4,1.25,3.0
TGIF1,20.4,20.0,23.5,16.6
TGM1,0.2,0.4,0.0,0.0
TGM2,0.0,0.0,0.0,0.4
THBD,49.0,67.6,39.0,166.0
THBS1,0.0,0.2,0.0,0.2
THBS2,0.0,0.0,0.0,0.0
THBS3,1.8,2.0,1.5,1.6
THBS4,1.0,0.4,0.5,0.0
THOP1,0.4,1.4,0.5,1.2
THRA,1.8,7.4,7.25,5.8
THRSP,0.0,0.0,0.0,0.0
KLF10,196.8,228.0,225.0,225.2
TIA1,47.4,69.4,88.25,101.8
TIAL1,53.0,60.8,48.25,63.8
TIAM1,6.0,6.6,3.25,1.8
TIMP1,3.2,3.2,1.0,2.0
TIMP2,3.4,6.2,6.25,13.6
TK1,5.6,7.8,6.5,6.0
TK2,14.0,18.6,15.25,28.8
TKT,81.6,101.8,94.25,90.0
TLE1,4.0,6.4,3.0,5.4
TLE3,21.8,35.8,25.5,73.0
TLE4,23.2,29.0,25.75,21.0
TLL2,0.0,0.0,0.0,0.0
TLN1,2.6,5.6,4.5,5.0
SEC62,88.2,103.8,99.25,121.4
TLR1,1.0,2.2,2.25,5.6
TLR2,10.6,11.2,12.5,15.0
TLR4,76.4,97.8,35.5,141.8
TLR5,0.0,0.2,0.0,0.2
TSPAN4,0.2,0.2,0.5,0.2
GPR137B,4.8,3.2,1.0,5.6
TM7SF2,1.0,0.0,0.0,0.8
TRAPPC10,1.8,1.4,1.5,2.6
TMF1,27.4,30.2,31.75,43.8
TMOD1,1.2,1.6,1.0,1.0
TMPO,137.8,152.0,176.75,219.6
TMSB4X,533.6,488.2,458.25,671.4
CLEC3B,0.0,0.0,0.0,0.0
TNF,344.0,536.4,612.5,1063.8
TNFAIP1,12.0,13.0,13.25,19.2
TNFAIP2,14.4,22.4,12.5,31.0
TNFAIP3,42.4,60.4,94.5,90.4
TNFAIP6,0.2,0.0,0.25,0.0
TNFRSF1A,16.0,14.8,9.75,10.2
TNFRSF1B,39.0,59.2,77.25,76.4
TNNC1,0.0,0.0,0.0,0.0
TNNI2,0.0,0.2,0.25,1.0
TNNI3,0.0,0.2,0.0,0.0
TNNT1,0.0,0.2,0.0,0.0
TNNT3,0.0,0.0,0.0,0.0
TNS1,4.0,17.0,21.5,62.4
TOP1,50.4,72.8,72.75,99.2
TOP2A,92.4,105.4,120.5,182.6
TOP2B,19.8,23.2,30.25,31.8
TOP3A,34.4,37.6,37.0,36.8
TP53,28.2,35.8,41.5,42.4
TP53BP1,1.6,1.6,0.75,0.8
TP53BP2,34.6,34.8,30.25,46.4
TPD52,48.4,57.8,88.5,60.8
TPD52L2,25.8,30.0,16.75,27.2
TPH1,0.0,0.6,0.25,0.2
TPI1,126.2,122.4,98.25,134.8
