GENE,mr571-MV411-DMSO_coculture_12h-r1_tcount,mr572-MV411-DMSO_coculture_12h-r2_tcount,mr573-MV411-DMSO_coculture_12h-r3_tcount,mr574-MV411-DMSO_coculture_12h-r4_tcount,mr575-MV411-DMSO_coculture_12h-r5_tcount,mr576-MV411-VHL_coculture_12h-r1_tcount,mr577-MV411-VHL_coculture_12h-r2_tcount,mr578-MV411-VHL_coculture_12h-r3_tcount,mr579-MV411-VHL_coculture_12h-r4_tcount,mr580-MV411-VHL_coculture_12h-r5_tcount,mr581-MV411-MYB-dTAG-DMSO_coculture_12h-r1_tcount,mr582-MV411-MYB-dTAG-DMSO_coculture_12h-r2_tcount,mr583-MV411-MYB-dTAG-DMSO_coculture_12h-r3_tcount,mr584-MV411-MYB-dTAG-DMSO_coculture_12h-r4_tcount,mr585-MV411-MYB-dTAG-VHL_coculture_12h-r1_tcount,mr586-MV411-MYB-dTAG-VHL_coculture_12h-r2_tcount,mr587-MV411-MYB-dTAG-VHL_coculture_12h-r3_tcount,mr588-MV411-MYB-dTAG-VHL_coculture_12h-r4_tcount,mr589-MV411-MYB-dTAG-VHL_coculture_12h-r5_tcount
ALDH1A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROZ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
STK19,0,1,1,0,1,0,0,1,2,1,3,1,2,0,1,0,0,0,0
LDB1,25,16,29,35,23,29,40,25,34,32,36,21,39,20,45,31,14,10,39
APLN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PER3,4,7,3,9,5,5,9,2,7,3,4,8,4,3,16,4,10,2,4
PER2,23,22,13,28,10,21,34,21,18,22,25,16,27,23,43,22,26,18,31
SYNJ1,30,18,11,33,15,47,55,15,27,28,19,39,57,19,70,38,51,24,43
ST3GAL5,16,2,4,4,4,15,3,2,6,4,4,3,3,0,12,6,1,7,8
IER3,36,18,12,19,21,44,33,16,22,22,21,9,39,19,71,23,30,37,33
SYNJ2,16,19,2,15,7,28,24,16,27,16,17,17,40,19,30,15,16,8,20
CDC123,27,37,39,29,23,41,39,27,32,34,35,24,25,22,33,42,21,26,24
ARHGEF7,71,72,54,54,36,85,97,69,76,62,66,50,68,49,99,63,45,46,99
VNN2,0,0,0,0,0,1,1,0,2,0,0,0,1,0,2,3,0,1,5
VNN1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SPHK1,1,0,4,5,1,2,3,0,2,0,1,1,2,0,1,1,0,2,3
SQSTM1,15,18,33,19,7,36,20,16,18,14,35,12,26,21,52,32,25,49,36
SGPL1,9,17,1,9,7,16,23,14,9,17,9,17,17,16,43,54,15,14,43
FUBP1,77,143,34,126,77,123,255,106,120,138,103,140,252,123,289,180,116,46,226
CDC16,36,31,35,33,39,41,44,9,31,32,48,24,37,17,33,43,25,50,22
ZPR1,70,59,56,80,38,76,99,49,50,49,65,49,84,43,95,56,35,22,59
NAE1,4,2,4,9,2,5,4,1,2,6,3,2,7,4,7,7,0,10,7
SLC5A6,49,56,48,78,48,62,77,39,44,57,44,39,42,38,70,57,40,21,38
DDX18,128,111,71,85,92,107,156,77,126,86,117,119,147,66,165,88,104,78,125
TAX1BP1,19,10,16,26,9,20,18,13,13,23,17,20,18,6,21,13,27,18,29
MCM3AP,2,5,2,2,0,2,3,5,4,1,6,3,7,6,2,4,1,5,4
EIF2B4,3,0,2,4,0,3,4,1,1,2,2,1,3,1,3,4,0,1,0
EIF2B3,1,8,3,8,2,3,3,4,2,4,8,6,6,2,2,5,6,0,8
EIF2B2,6,15,20,3,6,18,11,1,10,18,13,10,21,5,13,15,13,11,15
EIF2B5,23,27,29,24,15,36,35,20,26,32,30,25,28,27,18,8,12,22,17
EIF2S2,128,67,122,103,64,110,138,57,106,97,97,81,128,57,115,75,48,133,99
CPNE3,11,16,6,7,3,18,21,6,15,11,5,6,19,2,44,20,9,13,34
BUD31,7,3,16,5,5,11,5,7,2,17,4,5,2,4,10,2,4,11,3
MTMR3,24,9,15,30,9,26,42,29,22,31,26,19,39,6,49,20,34,20,51
MTMR2,16,32,13,30,17,41,27,16,15,13,29,25,33,23,38,26,30,25,41
PRPF4B,171,181,92,237,121,280,271,104,188,167,224,260,344,156,491,247,259,161,405
CCNA1,3,4,2,14,1,4,7,4,2,4,7,3,9,2,2,4,3,2,3
CPNE1,21,27,6,22,11,28,34,20,25,17,23,20,26,26,31,36,22,8,65
AP1S2,8,9,5,31,6,20,18,9,23,18,20,23,22,9,57,17,19,23,24
AP1G2,0,1,0,2,0,1,0,1,0,2,0,0,4,1,1,4,0,2,0
AP1M1,25,12,7,14,7,14,10,9,13,16,6,11,15,4,18,23,6,12,14
TIMELESS,21,21,19,16,12,23,18,8,13,20,28,23,25,17,30,37,15,25,11
BCL10,24,25,27,35,32,60,44,32,35,31,50,41,66,24,84,66,43,50,70
HERC3,3,5,5,5,3,3,7,7,4,4,6,5,8,7,7,7,7,0,11
HERC2,7,11,19,11,7,12,24,5,16,17,14,11,22,10,20,18,11,13,27
HERC1,10,8,2,12,4,10,9,6,2,3,9,8,17,4,28,7,15,22,12
SNURF,4,3,4,5,0,6,6,2,3,5,7,0,4,8,7,8,10,4,9
BSN,0,0,0,0,0,2,1,0,0,0,0,0,4,0,1,2,0,0,0
FOXH1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
MBD4,31,39,26,45,19,43,47,21,31,37,57,41,52,26,81,42,35,36,46
MBD2,20,15,15,21,13,36,19,14,10,16,21,29,38,27,53,42,23,19,43
RAB29,29,18,22,29,24,30,39,13,19,9,31,19,18,18,35,24,10,32,26
SKAP2,16,23,8,21,6,26,18,23,21,22,17,22,29,8,49,22,32,40,35
WASF1,3,8,6,7,2,3,7,8,4,7,4,4,8,4,7,1,2,5,2
BAIAP3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
FUBP3,11,20,6,15,0,15,20,4,15,20,13,13,27,5,29,12,16,21,13
CDK5R2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KYNU,0,2,2,0,3,0,3,0,0,3,1,1,1,0,5,2,3,0,2
AP3D1,40,35,30,27,18,34,39,11,33,34,21,22,50,10,43,34,23,30,33
SNORD73A,67,71,70,93,45,84,80,34,83,85,84,64,105,65,99,59,65,81,77
BTRC,23,18,17,26,17,23,35,17,21,17,18,25,42,17,34,32,18,13,32
H3C7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
H2AC11,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,1,0,1,1
H1-10,15,18,25,27,12,19,27,13,11,9,14,15,20,13,29,21,5,22,25
MGAM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CHRNA6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
USP13,19,22,16,23,24,35,35,30,26,31,26,22,32,19,56,39,29,21,45
WASL,27,23,4,28,15,25,25,14,24,21,21,31,36,19,53,34,31,17,38
PLOD3,2,3,1,2,3,2,1,1,6,2,3,1,2,5,0,3,0,6,0
RPS6KA4,11,11,8,7,6,6,27,8,6,11,8,1,5,7,16,4,7,10,10
STBD1,17,8,13,10,2,17,11,8,8,8,26,9,23,9,22,18,13,14,22
ATP6V0E1,80,59,65,79,77,97,111,56,87,93,79,72,104,65,118,81,57,135,116
LIMD1,41,32,26,38,14,85,71,34,22,43,54,54,80,55,145,106,83,39,137
NOL3,3,1,2,0,0,5,0,0,2,2,1,0,4,3,2,1,0,0,0
F2RL3,4,5,8,10,4,70,18,16,6,11,79,72,92,66,127,87,91,121,133
TAF1C,8,9,9,11,5,14,15,13,6,9,15,7,6,3,14,6,5,5,10
TAF1B,5,5,1,6,0,9,5,5,4,8,11,5,4,11,15,9,8,8,7
TAF1A,0,0,3,6,0,1,5,1,1,1,0,2,2,0,3,0,1,5,1
SLC25A14,5,5,7,8,3,4,8,2,0,2,4,4,5,1,12,8,1,11,7
MPZL1,26,18,15,28,20,40,54,21,26,39,74,53,88,47,50,33,29,20,68
MAP3K14,18,10,14,13,12,15,28,11,13,14,13,16,13,16,24,22,20,20,17
SOCS3,33,41,14,35,11,59,35,30,29,39,31,30,34,13,115,105,66,69,100
CLIC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF8,11,11,12,16,9,10,13,16,10,7,25,13,16,15,10,9,5,29,10
HIP1R,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
BAZ1B,58,50,30,57,23,77,91,63,48,40,88,66,100,54,103,94,63,67,83
CCRL2,2,5,2,2,6,7,9,5,3,0,10,4,8,2,7,7,3,7,3
SEMA5A,0,0,0,0,0,2,3,1,0,0,2,1,0,0,7,8,6,10,9
UBA3,47,35,33,54,20,71,43,19,34,35,30,42,62,25,85,33,65,73,68
UBE2M,13,29,19,19,16,23,27,13,19,25,22,11,22,16,25,13,17,28,20
SPAG9,48,62,26,75,44,90,96,47,52,56,62,65,128,66,164,83,67,60,88
BTAF1,62,65,31,58,44,84,73,50,70,77,76,93,125,43,116,54,83,35,95
RPL14,77,71,60,69,44,32,73,69,63,57,42,51,61,44,50,61,16,48,31
DOK2,22,16,19,12,11,38,23,4,22,8,22,22,15,7,34,17,20,48,36
SH2D2A,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ARTN,2,3,0,5,3,1,0,3,1,2,1,2,3,0,0,3,3,0,0
AIP,9,6,12,4,2,9,18,10,2,10,9,5,6,10,7,8,9,12,10
PSTPIP2,16,4,8,21,14,23,19,8,18,17,4,4,5,6,13,12,13,4,17
PSTPIP1,3,0,1,0,1,2,0,1,0,1,0,0,1,0,0,1,0,2,0
MAP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
NFS1,22,10,20,18,15,19,35,13,16,31,16,10,25,10,26,36,19,19,20
PRC1,88,104,66,90,76,136,171,88,89,80,120,74,125,92,162,139,80,154,171
SLC7A7,9,4,0,1,4,8,3,3,1,1,2,6,3,3,5,3,4,3,3
SLC7A6,65,109,35,92,46,145,158,84,83,85,110,90,176,79,245,181,119,69,255
PAPSS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAPSS1,5,7,1,3,1,9,1,4,1,1,7,4,3,0,6,4,4,9,5
PIAS2,15,10,14,12,16,19,29,13,9,22,12,21,27,11,35,15,11,16,17
MAP3K6,0,0,1,1,0,2,1,0,0,0,1,0,0,2,1,0,0,1,1
CLDN12,104,60,29,72,40,84,104,54,58,80,44,48,88,25,122,53,51,42,83
ASH2L,24,21,28,40,25,38,45,33,24,28,41,31,31,21,58,46,18,39,54
EIF1AY,5,3,5,4,1,4,4,2,2,3,4,1,2,1,9,3,7,2,1
TMSB4Y,4,4,0,2,0,1,0,0,2,3,1,0,4,2,4,0,4,2,3
PKMYT1,7,1,5,4,0,3,5,5,5,12,8,5,3,3,9,1,3,7,6
PIGQ,0,0,2,0,0,0,0,1,1,0,0,4,2,0,1,1,0,1,4
SART1,1,5,2,1,0,5,0,1,6,1,1,3,1,1,1,4,0,2,3
DNAJA3,27,26,10,33,15,34,31,19,21,29,41,21,29,31,34,30,32,19,30
UNC119,6,6,10,4,7,14,16,9,7,5,5,10,13,12,13,16,9,15,22
TBX19,0,4,1,4,3,0,0,1,0,0,3,0,0,3,3,3,1,2,8
USP14,34,34,33,39,12,36,45,26,34,30,22,12,32,4,43,25,22,29,27
USP6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP2,11,10,11,8,0,8,14,7,6,14,6,8,10,10,15,10,3,6,11
USP10,45,32,15,30,27,46,34,17,29,38,39,26,52,15,59,32,31,25,24
USP8,91,79,50,83,27,92,55,38,62,74,61,45,87,38,95,50,56,63,71
9103,0,1,0,0,2,2,4,1,0,0,0,1,0,0,1,1,1,0,3
RGN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTMR6,67,59,24,69,37,84,53,17,41,37,76,77,101,42,129,80,76,77,72
MTMR7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
MTMR4,48,34,29,55,32,62,68,31,65,48,54,52,63,29,89,51,43,30,79
NMI,10,14,20,20,10,18,25,13,11,12,34,14,28,9,24,21,10,41,31
MTA1,16,24,4,8,10,15,18,10,21,14,16,14,12,7,18,23,7,7,14
LATS1,104,130,30,122,66,152,191,114,92,95,136,130,192,94,255,152,116,67,241
ATP6V0D1,9,5,12,7,5,9,18,5,5,5,9,3,10,7,16,10,5,20,13
SEC22C,22,33,16,22,15,42,35,26,35,30,26,29,51,13,81,48,32,31,61
SLC16A6,2,3,0,2,3,7,0,2,4,0,11,6,12,7,17,11,6,6,10
SLC16A5,2,1,0,1,1,1,0,0,1,0,0,0,0,0,1,3,0,1,3
SLC16A4,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1
SLC16A3,11,8,22,11,8,11,25,13,15,12,9,7,15,2,22,14,5,8,12
PDLIM1,8,9,9,6,3,10,17,1,5,6,11,12,11,5,12,21,17,18,14
CNOT9,127,120,95,138,65,130,207,113,120,120,159,134,170,116,216,148,109,112,176
SMC3,11,9,11,10,6,10,20,11,8,19,27,23,30,8,18,16,23,30,26
P2RX6,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1,0,0,1
PRPF4,52,78,42,74,40,83,113,52,56,55,74,50,97,51,88,79,45,83,80
PRPF3,18,16,13,15,13,12,10,10,9,14,22,4,14,9,14,19,7,17,12
FAM50A,0,0,2,1,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0
AIFM1,34,25,20,30,21,39,50,14,26,28,34,18,30,11,32,21,18,21,25
KCNQ4,0,0,1,0,0,0,0,0,0,2,0,1,1,0,2,0,0,0,1
CCNB2,13,12,20,5,6,14,15,12,8,5,13,10,18,9,15,15,14,30,13
CCNE2,45,53,21,57,39,73,93,45,45,35,77,44,80,44,158,81,71,53,127
RABEP1,149,163,95,169,90,186,217,93,159,128,172,150,225,109,244,174,117,113,186
RRP9,2,4,3,0,1,3,4,3,5,4,7,3,4,10,3,5,2,5,2
ARHGEF1,3,5,16,5,4,5,5,2,9,5,3,6,10,12,11,11,1,4,3
CBFA2T2,29,35,25,21,24,36,36,25,22,37,28,29,40,35,49,27,17,11,41
ATG12,113,91,91,105,68,137,145,64,95,107,100,117,197,69,209,122,94,111,145
PDCD5,19,6,14,17,14,20,16,2,11,11,22,6,25,7,20,13,4,8,17
SYNGR3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYNGR2,19,16,13,8,13,20,21,9,11,11,8,3,10,9,19,6,1,11,11
SYNGR1,23,11,10,17,10,13,12,10,10,17,8,6,11,6,14,10,2,5,11
HGS,16,20,18,12,6,11,22,13,10,8,16,14,18,9,11,18,9,6,10
NEMF,47,43,32,60,28,60,40,11,37,57,57,47,72,20,108,38,51,61,52
DYRK1B,0,4,4,2,0,1,3,0,0,2,2,0,1,2,3,0,0,8,1
CTDP1,21,14,15,7,12,8,24,4,9,10,8,8,7,16,16,9,6,5,5
EXO1,7,5,11,11,5,8,10,8,10,6,7,8,7,6,20,12,3,2,6
FIBP,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
PCSK7,5,1,8,6,10,12,6,13,2,2,6,8,11,13,25,9,12,12,9
EBAG9,58,53,48,68,45,69,77,62,70,68,40,33,45,34,74,44,51,47,57
COX7A2L,52,70,37,39,22,69,49,44,48,58,61,40,57,43,69,50,31,63,46
TMSB10,84,88,147,83,51,110,107,63,74,90,146,90,120,90,94,71,44,171,76
SCAF11,86,102,55,77,55,114,120,58,69,90,98,105,136,55,226,109,95,79,133
LPAR2,8,5,10,5,6,9,10,10,6,9,11,5,12,9,11,18,10,14,15
MYOM2,0,0,1,0,0,0,0,1,0,0,2,1,1,0,1,0,1,0,0
MAP3K13,5,3,3,2,3,4,3,1,3,1,0,2,4,4,9,3,2,5,3
AP4M1,0,0,2,1,0,3,1,2,0,0,1,10,6,2,3,0,0,6,7
OSMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHGEF2,74,66,64,72,44,86,81,42,71,57,106,78,96,114,88,73,54,59,65
ZW10,8,15,8,12,3,18,19,12,4,7,14,12,17,7,11,9,17,18,17
BUB3,165,146,95,191,90,195,183,88,122,105,227,189,263,130,363,163,175,214,308
REPS2,2,3,3,1,0,1,2,1,0,3,1,0,0,1,11,0,3,1,9
SLC24A1,1,2,0,0,0,0,4,0,1,1,8,2,3,0,1,2,0,7,4
DDX21,788,610,553,881,441,729,922,427,677,665,846,597,906,464,919,541,376,547,667
ZBED1,47,40,31,31,24,37,70,35,31,32,35,49,59,43,80,50,70,27,62
DEDD,32,19,12,23,14,24,38,28,27,16,25,24,27,21,59,20,13,29,29
SLC16A7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNAB3,5,0,5,5,2,11,4,6,5,2,2,8,1,5,4,8,3,1,5
SLC33A1,10,19,12,23,7,31,30,6,20,22,27,24,28,13,44,28,16,15,27
HACD1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMYM4,78,85,47,76,52,95,111,57,75,72,104,85,156,47,130,97,85,82,124
ZMYM3,9,10,4,17,11,23,9,8,18,10,10,4,13,14,28,25,11,5,16
ZMYM6,3,7,1,6,1,5,1,3,1,0,1,2,2,0,2,0,4,0,7
ZMYM5,26,13,20,17,5,46,22,15,21,26,48,32,49,28,88,47,46,53,81
LRRFIP1,90,72,57,62,49,90,76,60,44,57,76,77,94,46,139,88,59,108,102
LRRFIP2,6,15,12,6,6,21,23,7,11,25,20,10,15,5,23,10,9,16,17
AURKB,67,42,62,62,34,103,103,67,74,67,82,61,88,57,147,102,60,89,121
XPR1,31,28,13,41,21,35,38,15,23,31,30,39,44,33,58,44,37,13,65
FCMR,0,1,0,1,3,3,2,0,3,0,0,0,0,3,4,1,2,0,9
VAPB,48,64,33,66,35,92,84,36,45,51,62,61,84,49,105,71,64,51,130
VAPA,135,144,94,163,56,162,145,95,141,142,75,61,73,44,203,95,72,79,115
MTA2,31,26,16,32,29,46,50,27,17,19,30,22,26,19,53,39,21,24,26
TIAF1,5,6,6,12,1,9,5,8,9,13,10,3,4,2,10,6,4,8,6
NOLC1,385,276,263,358,240,328,395,265,320,305,335,232,404,194,356,237,185,270,248
MAGI1,0,3,1,3,0,0,4,2,1,0,1,0,0,4,0,0,0,0,2
RAB11B,11,13,13,5,8,4,15,3,7,10,6,12,17,4,11,12,6,5,9
DLG5,1,3,4,3,1,2,5,3,7,4,0,1,0,1,3,0,1,0,2
PTTG1,0,0,3,0,0,1,2,0,2,0,4,0,2,0,4,0,0,2,1
IL32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
CCPG1,61,50,28,45,40,48,45,21,42,45,46,57,79,66,94,47,35,71,84
TBRG4,33,22,35,20,14,25,20,27,29,25,20,22,21,13,14,15,12,16,16
PNMA1,9,9,10,16,2,17,15,5,17,7,16,14,14,15,20,17,13,16,18
NOG,2,0,1,2,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0
CRLF1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
UBE2L6,1,1,6,3,2,7,13,3,1,1,1,4,5,12,7,2,2,1,7
DHRS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS6KA5,11,17,15,18,5,20,26,7,15,10,28,7,27,9,23,20,15,7,28
NUMBL,12,17,10,10,7,15,17,11,8,13,16,5,17,13,14,9,8,12,24
CACNA2D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIMP1,68,48,38,91,29,97,94,33,77,48,65,73,104,44,133,65,39,74,96
TSPOAP1,2,2,1,3,0,4,7,7,3,3,3,2,5,1,4,0,0,2,5
MFHAS1,38,12,11,21,12,21,33,18,21,16,26,21,47,17,60,21,22,28,42
PDLIM7,8,11,7,8,15,23,14,17,10,11,3,6,17,1,20,19,4,11,13
MAPKAPK2,39,32,35,45,32,64,73,30,38,48,41,43,51,29,77,42,39,48,44
STK17B,145,173,60,157,81,237,150,94,106,128,108,136,187,97,367,204,173,115,291
STK17A,16,5,15,8,8,10,11,10,6,17,13,11,20,7,23,11,16,7,19
CYTH3,17,16,3,20,14,24,16,11,11,18,25,17,22,8,28,21,11,6,22
CYTH2,19,11,21,22,11,19,33,10,11,14,14,15,7,19,28,19,8,15,15
CYTH1,25,12,10,11,7,30,20,10,18,14,11,18,11,7,44,21,13,28,35
ITGB1BP1,39,30,43,52,32,55,60,33,35,39,37,28,57,42,75,46,37,36,44
BCL7C,1,1,0,1,0,4,1,2,0,0,3,0,3,0,0,1,1,0,0
BCL7B,63,64,38,65,37,92,100,65,46,82,61,58,89,48,100,71,45,65,67
COPB2,118,154,66,126,103,192,230,120,115,140,139,146,183,110,296,149,157,90,215
WDR46,14,7,5,6,3,5,9,9,2,7,5,5,2,4,1,6,0,5,1
ZBTB22,4,9,4,3,2,6,4,2,5,2,9,2,6,2,9,3,4,7,6
MED14,14,16,3,21,6,28,33,12,18,19,14,24,25,8,47,23,15,23,51
NPIPA1,1,1,1,1,0,1,1,0,2,1,1,0,0,2,1,0,0,1,0
ADGRG1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GPR55,2,1,2,3,5,7,6,0,0,0,7,5,3,2,4,5,7,5,12
GPR52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1PR2,1,5,2,1,1,7,3,0,1,0,1,0,4,0,9,4,0,3,0
SRSF11,126,113,106,140,77,148,143,73,118,101,153,123,192,76,250,125,136,139,159
ATP6V1F,5,6,12,1,0,10,6,8,4,14,11,6,10,3,9,9,8,14,7
9297,78,77,35,124,50,111,148,78,92,89,88,93,131,61,153,108,82,38,154
9298,76,66,44,84,56,141,121,56,58,71,91,67,118,89,156,104,82,71,134
SNORD30,32,26,14,33,20,48,60,11,50,25,41,22,67,38,74,36,37,25,81
SNORD28,29,33,13,41,11,31,44,20,24,31,50,33,51,37,65,48,33,8,76
SNORD27,80,97,17,144,64,140,202,104,109,130,117,113,174,81,155,99,72,30,193
SNORD26,73,61,25,100,45,104,156,65,68,73,86,72,138,95,130,54,60,21,132
SNORD25,36,42,17,38,30,64,76,44,35,36,48,46,51,21,66,60,51,19,66
SNORD22,375,328,241,521,257,407,563,324,391,376,461,397,635,293,578,387,273,227,522
SOCS6,37,34,9,39,19,59,42,17,26,35,31,26,53,19,68,48,56,21,57
CD83,95,60,56,75,48,119,134,48,62,55,49,54,57,26,170,144,77,125,163
ZNF235,12,8,4,12,0,10,5,9,7,5,9,9,11,7,14,6,3,9,17
ASIC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLF4,27,28,9,20,15,41,26,20,22,22,31,19,38,8,55,71,54,44,56
NREP,59,44,33,38,20,53,66,42,28,38,88,54,88,41,74,43,36,29,41
PTER,45,50,21,56,19,45,64,24,30,48,31,44,76,36,97,41,25,27,55
COPS2,148,127,97,129,89,166,185,90,132,116,140,135,206,91,236,142,98,128,176
TRIP13,54,56,26,44,26,42,58,39,33,34,38,27,36,22,55,28,15,26,35
TRIP12,90,65,63,75,57,102,94,60,76,57,76,77,117,52,169,103,90,92,144
TRIP11,29,35,15,26,10,26,30,19,27,29,31,25,49,14,70,31,39,30,35
TRIP10,2,1,3,5,2,3,3,6,3,0,4,1,5,2,4,4,2,2,3
HMGN3,40,40,30,30,11,48,39,21,28,22,42,31,58,17,60,36,28,65,55
TRIP4,7,6,5,5,6,9,12,8,6,4,6,2,17,14,9,8,4,20,9
ZNHIT3,44,32,36,46,31,73,53,29,34,41,61,48,46,29,74,56,38,60,43
GTF3C5,5,10,10,7,5,9,10,13,14,9,12,3,8,7,15,8,10,14,6
GTF3C4,120,95,49,107,62,118,154,72,100,78,100,102,155,87,189,131,93,79,151
GTF3C3,22,13,15,19,7,21,31,7,13,14,29,12,26,9,31,19,10,24,18
B4GALT6,1,9,5,4,3,9,8,1,5,10,5,2,3,2,8,1,10,4,4
TGM5,12,9,11,20,9,5,13,4,16,7,8,11,9,11,10,4,6,2,2
B4GALT5,117,122,52,135,72,140,172,102,95,104,129,122,129,87,159,98,74,54,132
CNOT8,124,116,85,126,98,176,123,52,95,120,159,122,194,94,191,89,108,136,147
VAMP3,115,75,79,134,67,105,139,84,88,90,109,88,117,74,202,90,89,82,147
SNAP29,31,51,37,40,9,64,52,30,28,42,38,25,52,22,87,72,52,57,71
EFTUD2,18,27,26,15,6,25,19,27,14,18,19,13,15,13,16,11,13,15,22
TAOK2,1,3,3,1,0,3,14,0,8,1,5,5,6,3,7,7,3,3,6
RPL23,57,25,52,30,42,39,53,22,32,38,57,30,29,33,46,26,21,38,29
TXNL1,75,48,37,49,39,65,90,41,47,64,53,50,66,32,105,72,48,66,63
UBE4A,83,79,38,87,32,105,109,46,71,54,88,73,108,58,155,86,69,73,140
LHX2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ITGBL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPIG,19,19,12,17,10,17,15,9,10,16,14,12,18,9,33,18,19,15,20
LONP1,64,78,53,42,54,72,70,52,65,73,44,39,75,25,70,30,25,23,60
RAB33A,8,12,6,2,6,2,5,3,5,8,5,5,7,9,11,2,0,3,1
RAB28,13,28,19,14,13,15,19,11,13,20,22,22,24,8,31,14,14,17,23
KL,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
RAB9A,34,16,19,41,13,38,23,21,18,26,31,31,42,21,43,18,15,33,22
SLC9A3R1,18,22,16,12,16,39,27,19,18,21,50,26,44,24,44,44,31,32,46
NRXN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIF3B,40,31,36,36,25,50,59,26,23,27,45,43,57,17,62,42,28,47,45
ZFYVE9,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
PLAA,27,24,24,27,17,44,25,15,27,31,53,39,43,28,53,57,44,39,46
PPT2,0,2,1,3,0,0,2,1,1,2,0,0,0,0,1,1,0,0,0
TM9SF2,30,31,30,46,22,55,39,20,32,31,39,39,50,27,72,50,35,62,74
COX5A,14,14,20,11,13,14,19,16,11,13,12,14,20,9,31,15,5,11,15
NRXN2,0,5,0,2,0,0,4,0,0,0,0,0,2,0,4,0,0,0,0
GRHPR,10,11,8,4,1,10,6,8,5,4,7,7,6,6,9,3,2,13,6
COG1,0,0,1,1,0,0,2,0,0,3,2,0,0,0,2,1,1,2,1
TSIX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIAO1,64,78,56,68,33,71,82,58,59,84,91,77,116,39,106,67,68,51,71
TGFBRAP1,27,16,14,32,38,35,48,28,28,32,24,20,35,30,49,39,24,23,41
HS6ST1,23,9,15,12,8,14,26,19,20,12,12,12,17,7,13,10,13,7,8
NMT2,1,5,2,4,1,1,10,0,1,3,1,0,1,2,7,2,0,2,0
CD101,6,3,3,1,2,2,7,0,0,2,0,0,2,0,4,10,4,11,3
STOML1,3,1,0,1,0,0,2,1,0,2,1,0,0,2,2,1,0,7,4
RECQL5,6,8,5,2,6,6,4,7,6,3,6,3,5,1,9,3,0,4,3
RECQL4,1,5,2,1,0,0,0,0,2,4,5,1,1,8,2,1,0,4,0
GRAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2
SELENOF,61,62,57,80,39,85,85,38,61,43,69,49,81,57,112,84,60,70,84
