chr	start	end	interval_id	num_peaks	num_samples	MV411_1_357_R1.bool	MV411_2_358_R1.bool	MV411_1_357_R1.fc	MV411_2_358_R1.fc	MV411_1_357_R1.qval	MV411_2_358_R1.qval	MV411_1_357_R1.pval	MV411_2_358_R1.pval	MV411_1_357_R1.start	MV411_2_358_R1.start	MV411_1_357_R1.end	MV411_2_358_R1.end	MV411_1_357_R1.summit	MV411_2_358_R1.summit
chr12	56104027	56105125	Interval_5215	2	2	TRUE	TRUE	16.48277	5.30354	62.62907	6.92707	66.80158	10.67563	56104027	56104224	56104691	56105125	342	523
chr12	56115969	56116878	Interval_5216	2	2	TRUE	TRUE	10.80458	5.31783	30.87656	5.41372	34.42834	8.95158	56116254	56115969	56116878	56116272	393	127
chr12	56117921	56118435	Interval_5217	1	1	TRUE	FALSE	8.08376	NA	42.57393	NA	46.37291	NA	56117921	NA	56118435	NA	281	NA
chr12	56126179	56126660	Interval_5218	1	1	TRUE	FALSE	5.09921	NA	6.30058	NA	9.10158	NA	56126179	NA	56126660	NA	229	NA
chr12	56127899	56128285	Interval_5219	1	1	TRUE	FALSE	7.58683	NA	15.90244	NA	19.06711	NA	56127899	NA	56128285	NA	147	NA
chr12	56129198	56129509	Interval_5220	1	1	TRUE	FALSE	4.82386	NA	9.07455	NA	12.00288	NA	56129198	NA	56129509	NA	172	NA
chr12	56151936	56152762	Interval_5221	2	2	TRUE	TRUE	20.74117	5.19736	76.06841	4.94958	80.47568	8.42073	56152197	56151936	56152762	56152725	310	172
chr12	56157843	56158896	Interval_5222	2	2	TRUE	TRUE	8.17432	5.71524	17.55398	6.30398	20.76949	9.97133	56157843	56158421	56158716	56158896	572	98
chr12	56189387	56189796	Interval_5223	1	1	TRUE	FALSE	5.82271	NA	7.88943	NA	10.76341	NA	56189387	NA	56189796	NA	295	NA
chr12	56190175	56190522	Interval_5224	1	1	TRUE	FALSE	3.32691	NA	3.23495	NA	5.85335	NA	56190175	NA	56190522	NA	196	NA
chr12	56220717	56220964	Interval_5225	1	1	TRUE	FALSE	4.65019	NA	5.51835	NA	8.27829	NA	56220717	NA	56220964	NA	131	NA
chr12	56221525	56222243	Interval_5226	3	2	TRUE	TRUE	7.48528	3.97765;3.71248	15.22467	3.37766;2.72679	18.36732	6.59873;5.85942	56221767	56221525;56222052	56222124	56221862;56222243	208	186;104
chr12	56223984	56224464	Interval_5227	2	2	TRUE	TRUE	12.39084	5.27467	41.51333	5.95184	45.29113	9.56187	56224059	56223984	56224464	56224385	247	272
chr12	56299862	56300824	Interval_5228	1	1	TRUE	FALSE	7.73478	NA	16.19568	NA	19.36886	NA	56299862	NA	56300824	NA	785	NA
chr12	56315337	56315578	Interval_5229	1	1	FALSE	TRUE	NA	5.64069	NA	5.5823	NA	9.14742	NA	56315337	NA	56315578	NA	86
chr12	56315761	56316465	Interval_5230	3	2	TRUE	TRUE	3.3935;3.16058	8.68323	2.7292;2.69205	12.74305	5.31046;5.26629	17.1074	56315922;56316186	56315761	56316117;56316465	56316371	166;32	164
chr12	56321062	56321315	Interval_5231	2	2	TRUE	TRUE	8.87338	5.25794	18.8922	5.03561	22.14712	8.5207	56321062	56321076	56321315	56321291	112	98
chr12	56333399	56334634	Interval_5232	2	2	TRUE	TRUE	14.92845	9.28727	49.99381	16.06858	53.93835	20.72313	56333518	56333399	56334418	56334634	423	600
chr12	56336764	56337029	Interval_5233	2	2	TRUE	TRUE	12.00579	4.28643	34.03664	3.14055	37.6569	6.33601	56336764	56336828	56337029	56337019	145	89
chr12	56337098	56338066	Interval_5234	3	2	TRUE	TRUE	5.09921;3.49323	5.93984	6.30058;3.80089	6.65165	9.10158;6.46191	10.3496	56337098;56337645	56337227	56337550;56338066	56337786	94;170	167
chr12	56359889	56360681	Interval_5235	2	2	TRUE	TRUE	21.30227	8.24992	74.59495	12.07096	78.97324	16.37768	56359903	56359889	56360681	56360443	385	393
chr12	56449031	56449496	Interval_5236	2	2	TRUE	TRUE	7.62595	4.31716	19.87	3.42041	23.15085	6.65614	56449031	56449176	56449496	56449462	161	145
chr12	56468339	56468666	Interval_5237	2	2	TRUE	TRUE	17.96397	5.28467	65.12033	5.95899	69.33847	9.57967	56468339	56468407	56468666	56468611	172	48
chr12	56570243	56570435	Interval_5238	1	1	TRUE	FALSE	5.18985	NA	8.88273	NA	11.80429	NA	56570243	NA	56570435	NA	108	NA
chr12	56636777	56637177	Interval_5239	1	1	TRUE	FALSE	6.73908	NA	14.16522	NA	17.27351	NA	56636777	NA	56637177	NA	174	NA
chr12	56645521	56645923	Interval_5240	1	1	FALSE	TRUE	NA	5.86585	NA	5.91011	NA	9.51305	NA	56645521	NA	56645923	NA	338
chr12	56646102	56646494	Interval_5241	2	2	TRUE	TRUE	4.70523	5.09898	4.68633	4.26242	7.39971	7.64362	56646102	56646294	56646325	56646494	124	166
chr12	56687789	56689030	Interval_5242	3	2	TRUE	TRUE	27.86824	8.86394;6.73704	101.4459	13.47216;9.67681	106.29466	17.90709;13.74351	56687905	56687789;56688562	56688909	56688421;56689030	423	277;188
chr12	56689416	56689875	Interval_5243	1	1	TRUE	FALSE	4.49752	NA	6.4485	NA	9.25801	NA	56689416	NA	56689875	NA	131	NA
chr12	56724607	56725797	Interval_5244	2	2	TRUE	TRUE	15.71854	7.50126	53.19114	10.90927	57.19809	15.09461	56725031	56724607	56725659	56725797	454	321
chr12	56752066	56752632	Interval_5245	1	1	TRUE	FALSE	12.07659	NA	28.96693	NA	32.47481	NA	56752066	NA	56752632	NA	375	NA
chr12	57047500	57047818	Interval_5246	1	1	TRUE	FALSE	5.98823	NA	12.12097	NA	15.16215	NA	57047500	NA	57047818	NA	167	NA
chr12	57078589	57079078	Interval_5247	1	1	TRUE	FALSE	4.74087	NA	5.67621	NA	8.44714	NA	57078589	NA	57079078	NA	323	NA
chr12	57087144	57088101	Interval_5248	3	2	TRUE	TRUE	6.77401;3.70704	3.93038	13.79466;5.47355	3.73678	16.89273;8.23007	7.03655	57087144;57087758	57087519	57087534;57088101	57087809	236;66	204
chr12	57088258	57089169	Interval_5249	2	2	TRUE	TRUE	10.97808	4.94475	36.87473	4.57812	40.55651	8.0011	57088258	57088319	57089169	57088539	544	44
chr12	57111658	57112418	Interval_5250	2	2	TRUE	TRUE	19.41433	5.59553	73.25105	6.7634	77.60671	10.49233	57111658	57111961	57112418	57112320	543	153
chr12	57229547	57229863	Interval_5251	2	2	TRUE	TRUE	7.82595	4.50612	18.84252	4.19657	22.09575	7.55329	57229547	57229640	57229863	57229831	155	167
chr12	57229919	57230162	Interval_5252	1	1	TRUE	FALSE	4.40139	NA	5.66096	NA	8.42673	NA	57229919	NA	57230162	NA	80	NA
chr12	57230435	57230803	Interval_5253	1	1	FALSE	TRUE	NA	4.50729	NA	3.69538	NA	6.97379	NA	57230435	NA	57230803	NA	37
chr12	57239155	57239443	Interval_5254	1	1	TRUE	FALSE	4.59107	NA	6.64339	NA	9.46042	NA	57239155	NA	57239443	NA	144	NA
chr12	57249099	57249342	Interval_5255	1	1	TRUE	FALSE	5.62001	NA	8.28419	NA	11.17737	NA	57249099	NA	57249342	NA	124	NA
chr12	57430093	57431490	Interval_5256	4	2	TRUE	TRUE	19.03618	7.51134;5.40996;3.71248	64.05293	10.49832;5.2403;2.72679	68.25037	14.65656;8.77055;5.85942	57430453	57430093;57430994;57431282	57431295	57430932;57431217;57431490	646	673;65;44
chr12	57454455	57455034	Interval_5257	2	2	TRUE	TRUE	5.64509	4.49136	9.45993	3.91328	12.39789	7.23411	57454455	57454803	57454869	57455034	243	115
chr12	57455407	57455598	Interval_5258	1	1	FALSE	TRUE	NA	4.81864	NA	4.39433	NA	7.7897	NA	57455407	NA	57455598	NA	43
chr12	57487652	57488456	Interval_5259	2	2	TRUE	TRUE	24.1291	5.08638	113.61308	7.1694	118.6725	10.94738	57487652	57487880	57488307	57488456	281	392
chr12	57519961	57521624	Interval_5260	3	2	TRUE	TRUE	16.89756	4.62398;5.40735	83.526	5.73921;6.47334	88.06585	9.31952;10.15296	57520157	57519961;57521072	57521152	57520318;57521624	565	183;472
chr12	57521975	57523148	Interval_5261	3	2	TRUE	TRUE	25.20115	5.72603;5.64551	111.38399	6.65633;6.52677	116.40147	10.35438;10.21455	57521975	57522187;57522509	57523148	57522433;57522938	730	121;290
chr12	57591065	57591249	Interval_5262	1	1	TRUE	FALSE	3.99229	NA	4.57714	NA	7.28745	NA	57591065	NA	57591249	NA	100	NA
chr12	57693716	57694303	Interval_5263	2	2	TRUE	TRUE	7.48528	4.24283	15.22467	4.0294	18.36732	7.36533	57693716	57693923	57694303	57694175	290	85
chr12	57745077	57745311	Interval_5264	1	1	FALSE	TRUE	NA	5.03836	NA	6.16192	NA	9.81401	NA	57745077	NA	57745311	NA	114
chr12	57752209	57752788	Interval_5265	1	1	TRUE	FALSE	15.46904	NA	51.90155	NA	55.88247	NA	57752209	NA	57752788	NA	203	NA
chr12	57771763	57772382	Interval_5266	2	2	TRUE	TRUE	7.69892	5.40735	27.46964	6.47334	30.94364	10.15296	57771763	57771831	57772382	57772166	358	216
chr12	57782611	57782873	Interval_5267	1	1	TRUE	FALSE	5.98816	NA	14.53411	NA	17.65711	NA	57782611	NA	57782873	NA	155	NA
chr12	57816742	57817086	Interval_5268	1	1	TRUE	FALSE	6.98613	NA	19.70677	NA	22.98327	NA	57816742	NA	57817086	NA	158	NA
chr12	57846714	57847440	Interval_5269	1	1	TRUE	FALSE	11.70104	NA	30.83065	NA	34.38136	NA	57846714	NA	57847440	NA	493	NA
chr12	57935737	57936417	Interval_5270	3	2	TRUE	TRUE	17.62528	7.37224;5.16283	61.96314	9.89259;5.16916	66.12401	13.97452;8.68964	57935895	57935737;57936176	57936347	57936035;57936417	245	136;144
chr12	57941157	57941841	Interval_5271	1	1	TRUE	FALSE	10.4732	NA	27.13962	NA	30.60446	NA	57941157	NA	57941841	NA	443	NA
chr12	58046287	58046614	Interval_5272	1	1	TRUE	FALSE	7.9841	NA	25.26435	NA	28.6849	NA	58046287	NA	58046614	NA	153	NA
chr12	59472388	59472626	Interval_5273	1	1	TRUE	FALSE	6.38741	NA	13.82861	NA	16.93061	NA	59472388	NA	59472626	NA	113	NA
chr12	61018552	61018911	Interval_5274	1	1	TRUE	FALSE	7.51753	NA	12.45103	NA	15.50724	NA	61018552	NA	61018911	NA	205	NA
chr12	61870959	61871211	Interval_5275	1	1	TRUE	FALSE	4.59107	NA	6.64339	NA	9.46042	NA	61870959	NA	61871211	NA	107	NA
chr12	62259848	62261210	Interval_5276	3	2	TRUE	TRUE	16.81573;6.41581	6.70477	73.72034;19.45962	12.83529	78.0883;22.72978	17.20686	62259848;62260729	62260444	62260548;62261210	62260780	441;257	140
chr12	62466594	62466930	Interval_5277	1	1	TRUE	FALSE	8.28134	NA	17.25144	NA	20.4584	NA	62466594	NA	62466930	NA	146	NA
chr12	62601984	62602158	Interval_5278	1	1	TRUE	FALSE	4.49137	NA	4.93609	NA	7.66459	NA	62601984	NA	62602158	NA	42	NA
chr12	62602229	62603507	Interval_5279	2	2	TRUE	TRUE	17.91644	7.77157	58.52056	13.06471	62.62094	17.47142	62602229	62602396	62603442	62603507	418	596
chr12	62603596	62604027	Interval_5280	1	1	FALSE	TRUE	NA	4.47445	NA	3.64296	NA	6.91915	NA	62603596	NA	62604027	NA	288
chr12	62709895	62710222	Interval_5281	1	1	TRUE	FALSE	6.73681	NA	12.39958	NA	15.45244	NA	62709895	NA	62710222	NA	179	NA
chr12	62744634	62744834	Interval_5282	1	1	TRUE	FALSE	6.81176	NA	13.42849	NA	16.51479	NA	62744634	NA	62744834	NA	131	NA
chr12	63021199	63021421	Interval_5283	1	1	TRUE	FALSE	5.48934	NA	8.04501	NA	10.92847	NA	63021199	NA	63021421	NA	115	NA
chr12	63779647	63780030	Interval_5284	1	1	TRUE	FALSE	11.14767	NA	25.38686	NA	28.80916	NA	63779647	NA	63780030	NA	138	NA
chr12	63843770	63844120	Interval_5285	1	1	TRUE	FALSE	6.26471	NA	8.62541	NA	11.53004	NA	63843770	NA	63844120	NA	239	NA
chr12	63918131	63918320	Interval_5286	1	1	TRUE	FALSE	4.47954	NA	4.328	NA	7.01916	NA	63918131	NA	63918320	NA	66	NA
chr12	64088461	64088686	Interval_5287	1	1	TRUE	FALSE	6.50307	NA	9.42854	NA	12.36445	NA	64088461	NA	64088686	NA	123	NA
chr12	64101190	64101369	Interval_5288	1	1	TRUE	FALSE	6.26471	NA	8.62541	NA	11.53004	NA	64101190	NA	64101369	NA	91	NA
chr12	64222158	64222517	Interval_5289	1	1	TRUE	FALSE	5.86837	NA	11.07076	NA	14.07218	NA	64222158	NA	64222517	NA	152	NA
chr12	64403843	64404077	Interval_5290	1	1	FALSE	TRUE	NA	5.25794	NA	5.03561	NA	8.5207	NA	64403843	NA	64404077	NA	84
chr12	64404110	64405514	Interval_5291	2	2	TRUE	TRUE	17.54005	19.97102	51.38062	47.7972	55.35157	53.81085	64404110	64404349	64405205	64405514	247	404
chr12	64405580	64405892	Interval_5292	1	1	FALSE	TRUE	NA	5.89198	NA	5.94963	NA	9.55537	NA	64405580	NA	64405892	NA	150
chr12	64451852	64452510	Interval_5293	1	1	TRUE	FALSE	8.38336	NA	23.1667	NA	26.53379	NA	64451852	NA	64452510	NA	217	NA
chr12	64522293	64522600	Interval_5294	1	1	TRUE	FALSE	7.73478	NA	16.19568	NA	19.36886	NA	64522293	NA	64522600	NA	165	NA
chr12	64610082	64610554	Interval_5295	1	1	TRUE	FALSE	6.73681	NA	12.39958	NA	15.45244	NA	64610082	NA	64610554	NA	191	NA
chr12	64619192	64619411	Interval_5296	1	1	TRUE	FALSE	4.2773	NA	8.01121	NA	10.88986	NA	64619192	NA	64619411	NA	126	NA
chr12	64625137	64625851	Interval_5297	1	1	TRUE	FALSE	13.64117	NA	40.78144	NA	44.54469	NA	64625137	NA	64625851	NA	388	NA
chr12	64749597	64749804	Interval_5298	1	1	TRUE	FALSE	6.11382	NA	8.7702	NA	11.68195	NA	64749597	NA	64749804	NA	79	NA
chr12	64749891	64750062	Interval_5299	1	1	TRUE	FALSE	2.9942	NA	2.70994	NA	5.28566	NA	64749891	NA	64750062	NA	60	NA
chr12	64759207	64759777	Interval_5300	2	2	TRUE	TRUE	10.95257	4.82612	28.09624	4.1505	31.58529	7.49957	64759207	64759247	64759777	64759618	324	184
chr12	64761251	64761466	Interval_5301	1	1	TRUE	FALSE	7.73478	NA	16.19568	NA	19.36886	NA	64761251	NA	64761466	NA	136	NA
chr12	65169356	65169619	Interval_5302	1	1	TRUE	FALSE	5.86432	NA	12.63386	NA	15.69421	NA	65169356	NA	65169619	NA	148	NA
chr12	65495246	65495417	Interval_5303	1	1	TRUE	FALSE	4.93278	NA	6.6702	NA	9.4898	NA	65495246	NA	65495417	NA	78	NA
chr12	65561806	65562156	Interval_5304	2	2	TRUE	TRUE	6.48731	4.04122	11.48975	3.01328	14.51252	6.18858	65561806	65561844	65562135	65562156	163	53
chr12	66130644	66130871	Interval_5305	1	1	TRUE	FALSE	6.36323	NA	11.26052	NA	14.26625	NA	66130644	NA	66130871	NA	58	NA
chr12	66144979	66145278	Interval_5306	2	2	TRUE	TRUE	5.88139	4.67407	7.98897	3.43812	10.86644	6.69176	66144979	66145013	66145278	66145204	138	146
chr12	66150124	66150456	Interval_5307	1	1	TRUE	FALSE	4.54163	NA	4.72432	NA	7.43963	NA	66150124	NA	66150456	NA	133	NA
chr12	66169084	66170220	Interval_5308	2	2	TRUE	TRUE	12.82243	7.39836	36.3611	15.5139	40.03098	20.11985	66169200	66169084	66170197	66170220	792	783
chr12	66188987	66189666	Interval_5309	2	2	TRUE	TRUE	7.98417	4.50801	21.20192	4.71231	24.5208	8.15765	66188987	66189333	66189373	66189666	233	254
chr12	66235138	66235411	Interval_5310	1	1	TRUE	FALSE	2.82792	NA	1.66508	NA	4.1611	NA	66235138	NA	66235411	NA	126	NA
chr12	66237028	66237204	Interval_5311	1	1	TRUE	FALSE	4.15855	NA	6.29217	NA	9.09299	NA	66237028	NA	66237204	NA	67	NA
chr12	66241393	66241914	Interval_5312	1	1	TRUE	FALSE	8.2754	NA	15.71688	NA	18.87856	NA	66241393	NA	66241914	NA	293	NA
chr12	66268290	66268566	Interval_5313	1	1	FALSE	TRUE	NA	4.23284	NA	5.78604	NA	9.37454	NA	66268290	NA	66268566	NA	123
chr12	66268637	66268844	Interval_5314	1	1	TRUE	FALSE	4.45112	NA	6.05203	NA	8.84254	NA	66268637	NA	66268844	NA	123	NA
chr12	66302191	66302631	Interval_5315	1	1	TRUE	FALSE	8.483	NA	37.24411	NA	40.93335	NA	66302191	NA	66302631	NA	231	NA
chr12	66388647	66388824	Interval_5316	1	1	TRUE	FALSE	5.03941	NA	5.86903	NA	8.64439	NA	66388647	NA	66388824	NA	44	NA
chr12	66407476	66407694	Interval_5317	1	1	TRUE	FALSE	4.24188	NA	4.22146	NA	6.9063	NA	66407476	NA	66407694	NA	87	NA
chr12	67268608	67270226	Interval_5318	3	2	TRUE	TRUE	16.966	6.83898;5.31343	59.75616	10.23744;5.7089	63.87813	14.36351;9.2844	67268608	67268620;67269275	67269610	67269090;67270226	576	318;48
chr12	67452197	67452447	Interval_5319	1	1	TRUE	FALSE	5.98816	NA	14.53411	NA	17.65711	NA	67452197	NA	67452447	NA	130	NA
chr12	67483316	67483545	Interval_5320	1	1	TRUE	FALSE	5.18985	NA	8.88273	NA	11.80429	NA	67483316	NA	67483545	NA	123	NA
chr12	67648480	67648757	Interval_5321	1	1	TRUE	FALSE	4.99927	NA	5.47355	NA	8.22904	NA	67648480	NA	67648757	NA	192	NA
chr12	67698912	67699131	Interval_5322	1	1	TRUE	FALSE	4.49137	NA	4.93609	NA	7.66459	NA	67698912	NA	67699131	NA	85	NA
chr12	68332143	68332757	Interval_5323	1	1	TRUE	FALSE	7.18579	NA	17.41634	NA	20.62834	NA	68332143	NA	68332757	NA	324	NA
chr12	68364762	68365681	Interval_5324	1	1	TRUE	FALSE	14.47091	NA	68.14735	NA	72.41867	NA	68364762	NA	68365681	NA	581	NA
chr12	68539265	68539497	Interval_5325	1	1	TRUE	FALSE	5.31934	NA	6.67346	NA	9.49426	NA	68539265	NA	68539497	NA	88	NA
chr12	68560044	68560431	Interval_5326	1	1	TRUE	FALSE	5.15652	NA	10.565	NA	13.55013	NA	68560044	NA	68560431	NA	189	NA
chr12	68610412	68611160	Interval_5327	2	2	TRUE	TRUE	9.79831	6.62342	22.29585	7.99898	25.64218	11.87759	68610412	68610886	68611079	68611160	373	139
chr12	68611278	68611588	Interval_5328	1	1	TRUE	FALSE	3.79269	NA	3.93516	NA	6.60524	NA	68611278	NA	68611588	NA	236	NA
chr12	68686630	68687242	Interval_5329	2	2	TRUE	TRUE	11.57686	4.88237	40.24412	4.22169	43.99651	7.59158	68686735	68686630	68687242	68687032	155	287
chr12	68745876	68746410	Interval_5330	2	2	TRUE	TRUE	15.29065	5.32869	44.04513	4.85838	47.87456	8.3155	68745876	68745988	68746410	68746179	221	95
chr12	68784095	68784266	Interval_5331	1	1	TRUE	FALSE	4.24188	NA	4.22146	NA	6.9063	NA	68784095	NA	68784266	NA	153	NA
chr12	68787343	68787903	Interval_5332	1	1	TRUE	FALSE	6.98613	NA	19.70677	NA	22.98327	NA	68787343	NA	68787903	NA	274	NA
chr12	68807691	68809125	Interval_5333	3	2	TRUE	TRUE	13.89044	3.18212;11.64258	37.75533	1.5915;22.67855	41.45383	4.47003;27.76922	68807846	68807691;68808158	68809125	68807932;68808990	1088	5;458
chr12	68933112	68933456	Interval_5334	1	1	TRUE	FALSE	4.39147	NA	5.93257	NA	8.71601	NA	68933112	NA	68933456	NA	140	NA
chr12	68963090	68963297	Interval_5335	1	1	TRUE	FALSE	3.56311	NA	3.03315	NA	5.64093	NA	68963090	NA	68963297	NA	71	NA
chr12	68964112	68964468	Interval_5336	2	2	TRUE	TRUE	7.09739	6.07245	13.99469	7.1694	17.10085	10.94942	68964112	68964175	68964468	68964440	139	107
chr12	69239361	69240293	Interval_5337	2	2	TRUE	TRUE	9.38132	7.63805	28.25027	11.97147	31.74444	16.26843	69239361	69239769	69239836	69240293	163	136
chr12	69338206	69338377	Interval_5338	1	1	TRUE	FALSE	4.99036	NA	6.44365	NA	9.25272	NA	69338206	NA	69338377	NA	77	NA
chr12	69348208	69348449	Interval_5339	1	1	TRUE	FALSE	6.23829	NA	8.97952	NA	11.90201	NA	69348208	NA	69348449	NA	89	NA
chr12	69359565	69360218	Interval_5340	2	2	TRUE	TRUE	14.18597	6.90833	39.02607	8.44129	42.7504	12.35088	69359565	69359715	69360218	69360069	197	169
chr12	69470235	69470435	Interval_5341	1	1	TRUE	FALSE	5.18985	NA	8.88273	NA	11.80429	NA	69470235	NA	69470435	NA	131	NA
chr12	69585261	69585645	Interval_5342	2	2	TRUE	TRUE	8.9256	4.77319	22.23108	5.42595	25.5763	8.9743	69585261	69585382	69585618	69585645	161	173
chr12	69738622	69739018	Interval_5343	1	1	TRUE	FALSE	11.94979	NA	28.73524	NA	32.2373	NA	69738622	NA	69739018	NA	178	NA
chr12	70053090	70053282	Interval_5344	1	1	TRUE	FALSE	3.83199	NA	3.01577	NA	5.62259	NA	70053090	NA	70053282	NA	74	NA
chr12	70242731	70244084	Interval_5345	2	2	TRUE	TRUE	28.69215	20.28062	127.99178	53.94301	133.30502	60.14896	70242731	70242855	70243716	70244084	680	544
chr12	70317847	70318069	Interval_5346	1	1	TRUE	FALSE	4.99036	NA	6.44365	NA	9.25272	NA	70317847	NA	70318069	NA	96	NA
chr12	70353833	70354025	Interval_5347	1	1	TRUE	FALSE	4.49137	NA	4.93609	NA	7.66459	NA	70353833	NA	70354025	NA	123	NA
chr12	70468151	70468332	Interval_5348	1	1	TRUE	FALSE	3.91603	NA	3.4064	NA	6.03781	NA	70468151	NA	70468332	NA	120	NA
chr12	70853412	70853616	Interval_5349	1	1	TRUE	FALSE	5.0119	NA	5.16474	NA	7.90709	NA	70853412	NA	70853616	NA	138	NA
chr12	71480111	71480476	Interval_5350	1	1	TRUE	FALSE	3.56447	NA	4.88283	NA	7.60524	NA	71480111	NA	71480476	NA	130	NA
chr12	71663400	71664555	Interval_5351	2	2	TRUE	TRUE	9.22149	4.66553	26.19028	5.2403	29.63322	8.76811	71663741	71663400	71664555	71663791	152	217
chr12	71685950	71686500	Interval_5352	1	1	TRUE	FALSE	4.99026	NA	8.11744	NA	11.00531	NA	71685950	NA	71686500	NA	149	NA
chr12	71754607	71755276	Interval_5353	2	2	TRUE	TRUE	10.95335	7.06019	26.2524	8.64577	29.69883	12.60174	71754607	71754893	71755140	71755276	241	207
chr12	71839370	71840006	Interval_5354	2	2	TRUE	TRUE	13.79381	4.66294	42.51341	4.41551	46.30682	7.82908	71839370	71839611	71839973	71840006	349	334
chr12	73164313	73164601	Interval_5355	1	1	TRUE	FALSE	4.74087	NA	5.67621	NA	8.44714	NA	73164313	NA	73164601	NA	145	NA
chr12	74537605	74538298	Interval_5356	2	2	TRUE	TRUE	7.15246	7.51134	20.60711	10.49832	23.90889	14.65656	74537605	74537902	74538114	74538298	186	154
chr12	75330111	75330354	Interval_5357	1	1	TRUE	FALSE	3.79269	NA	3.93516	NA	6.60524	NA	75330111	NA	75330354	NA	120	NA
chr12	75365043	75365258	Interval_5358	1	1	TRUE	FALSE	3.32691	NA	3.23495	NA	5.85335	NA	75365043	NA	75365258	NA	33	NA
chr12	75391066	75391237	Interval_5359	1	1	TRUE	FALSE	2.99425	NA	2.16852	NA	4.70182	NA	75391066	NA	75391237	NA	34	NA
chr12	75478397	75478721	Interval_5360	1	1	TRUE	FALSE	8.23376	NA	18.18075	NA	21.41391	NA	75478397	NA	75478721	NA	200	NA
chr12	75481247	75481418	Interval_5361	1	1	TRUE	FALSE	3.75843	NA	3.14278	NA	5.75426	NA	75481247	NA	75481418	NA	37	NA
chr12	75511397	75511964	Interval_5362	2	2	TRUE	TRUE	28.04186	7.37866	140.54073	11.53936	146.06589	15.79996	75511397	75511473	75511964	75511927	314	216
chr12	75526708	75527013	Interval_5363	1	1	TRUE	FALSE	5.3251	NA	5.98583	NA	8.77541	NA	75526708	NA	75527013	NA	150	NA
chr12	75641017	75641362	Interval_5364	1	1	TRUE	FALSE	5.78863	NA	11.29008	NA	14.29954	NA	75641017	NA	75641362	NA	240	NA
chr12	75924331	75924871	Interval_5365	1	1	TRUE	FALSE	14.43901	NA	47.46782	NA	51.3651	NA	75924331	NA	75924871	NA	170	NA
chr12	75934594	75934838	Interval_5366	1	1	TRUE	FALSE	5.91117	NA	8.03934	NA	10.91858	NA	75934594	NA	75934838	NA	89	NA
chr12	75977897	75978531	Interval_5367	2	2	TRUE	TRUE	12.35026	6.53005	31.42872	7.52599	34.99459	11.32902	75977897	75978034	75978467	75978531	273	389
chr12	76020387	76021220	Interval_5368	4	2	TRUE	TRUE	6.81271;4.27451	6.18281;4.45488	10.36994;3.99542	6.99125;3.38283	13.34202;6.66758	10.75504;6.60997	76020387;76020797	76020568;76020985	76020583;76021042	76020923;76021220	77;103	122;91
chr12	76031328	76032320	Interval_5369	3	2	TRUE	TRUE	6.70095;4.89491	7.57214	21.17826;6.27535	11.43453	24.49226;9.07283	15.68123	76031328;76032054	76031905	76031955;76032320	76032217	426;132	146
chr12	76084097	76084343	Interval_5370	1	1	FALSE	TRUE	NA	7.82453	NA	10.99276	NA	15.18805	NA	76084097	NA	76084343	NA	119
chr12	76084565	76085015	Interval_5371	1	1	TRUE	FALSE	6.94573	NA	12.35472	NA	15.4029	NA	76084565	NA	76085015	NA	334	NA
chr12	76158559	76159106	Interval_5372	1	1	TRUE	FALSE	9.23844	NA	20.12296	NA	23.40829	NA	76158559	NA	76159106	NA	347	NA
chr12	76172682	76172895	Interval_5373	1	1	TRUE	FALSE	6.48731	NA	11.48975	NA	14.51252	NA	76172682	NA	76172895	NA	52	NA
chr12	76304182	76304482	Interval_5374	1	1	TRUE	FALSE	7.82148	NA	20.82453	NA	24.12997	NA	76304182	NA	76304482	NA	161	NA
chr12	76348028	76348865	Interval_5375	1	1	TRUE	FALSE	9.70243	NA	19.85798	NA	23.13634	NA	76348028	NA	76348865	NA	407	NA
chr12	76559109	76560053	Interval_5376	2	2	TRUE	TRUE	13.04296	4.09879	45.06682	4.75506	48.91709	8.20774	76559543	76559109	76560053	76559722	276	181
chr12	76588773	76589738	Interval_5377	2	2	TRUE	TRUE	11.47716	4.35208	32.2962	3.70055	35.88099	6.99419	76588773	76589307	76589389	76589738	288	106
chr12	76763704	76764467	Interval_5378	2	2	TRUE	TRUE	11.97605	7.4248	42.53067	10.36867	46.32773	14.5087	76763704	76764013	76764467	76764444	391	160
chr12	77060556	77060727	Interval_5379	1	1	TRUE	FALSE	3.24366	NA	4.28275	NA	6.96909	NA	77060556	NA	77060727	NA	35	NA
chr12	78033879	78034457	Interval_5380	2	2	TRUE	TRUE	24.09298	4.88237	88.30458	4.22169	92.92771	7.59158	78033879	78034246	78034457	78034437	335	153
chr12	79127283	79127513	Interval_5381	1	1	TRUE	FALSE	5.63831	NA	6.84054	NA	9.6696	NA	79127283	NA	79127513	NA	111	NA
chr12	79934441	79934645	Interval_5382	1	1	TRUE	FALSE	4.08742	NA	3.68873	NA	6.34143	NA	79934441	NA	79934645	NA	79	NA
chr12	79934797	79935536	Interval_5383	2	2	TRUE	TRUE	17.63064	6.76021	59.55757	8.56703	63.67364	12.51447	79934879	79934797	79935536	79935163	362	192
chr12	81810200	81810537	Interval_5384	1	1	TRUE	FALSE	13.00552	NA	32.64993	NA	36.24176	NA	81810200	NA	81810537	NA	170	NA
