#mp70-MV411-H3K27ac-r2 Enhancers
#Created from /home/jeremie/data/MV411_H3K27ac/mp70-MV411-H3K27ac-r2_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by mp70.MV411.H3K27ac.r2.mLb.clN.sorted.bam
#Using cutoff of 8383.3764 for Super-Enhancers
#Created on May 29 2020 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	mp70.MV411.H3K27ac.r2.mLb.clN.sorted.bam	INPUT_R1.mLb.clN.sorted.bam	enhancerRank	isSuper
6_MV411_1_70_R1_peak_7000_lociStitched	chr1	118557476	118566355	6	3650	3867.6924	994.448	3568	0
5_MV411_1_70_R1_peak_63670_lociStitched	chr2	85661320	85667148	5	3854	3646.5796	773.9584	3569	0
MV411_1_70_R1_peak_82124	chr3	52036923	52040341	1	3419	3306.2314	434.086	3570	0
7_MV411_1_70_R1_peak_25095_lociStitched	chr12	49888771	49900537	7	2668	4203.9918	1331.9112	3571	0
9_MV411_1_70_R1_peak_18479_lociStitched	chr11	35339237	35348589	9	3241	3792.236	920.2368	3572	0
MV411_1_70_R1_peak_81993	chr3	50585279	50588852	1	3574	3368.9817	497.7189	3573	0
6_MV411_1_70_R1_peak_89808_lociStitched	chr5	132296412	132312830	6	2061	4779.2798	1911.0552	3574	0
7_MV411_1_70_R1_peak_61430_lociStitched	chr2	23511969	23527033	7	2211	4534.264	1667.5848	3575	0
7_MV411_1_70_R1_peak_105613_lociStitched	chr8	103183005	103189850	7	3259	4070.7215	1205.4045	3576	0
MV411_1_70_R1_peak_42062	chr16	85525771	85528247	1	2477	3154.6716	289.4444	3577	0
8_MV411_1_70_R1_peak_35916_lociStitched	chr15	76192182	76201816	8	1714	4010.6342	1146.446	3578	0
8_MV411_1_70_R1_peak_111041_lociStitched	chr9	128898426	128906922	8	2867	3815.5536	951.552	3579	0
4_MV411_1_70_R1_peak_16595_lociStitched	chr10	133376507	133391285	4	1861	4392.0216	1528.0452	3580	0
7_MV411_1_70_R1_peak_3229_lociStitched	chr1	24346671	24368204	7	1569	5187.2997	2323.4107	3581	0
7_MV411_1_70_R1_peak_37138_lociStitched	chr15	100051412	100061064	7	2377	3898.4428	1035.6596	3582	0
7_MV411_1_70_R1_peak_66289_lociStitched	chr2	207235956	207242700	7	3083	3840.0336	978.5544	3583	0
6_MV411_1_70_R1_peak_70784_lociStitched	chr20	41302565	41329653	6	1798	5750.7824	2890.2896	3584	0
8_MV411_1_70_R1_peak_2399_lociStitched	chr1	16966213	16978211	8	2041	4025.329	1165.0058	3585	0
4_MV411_1_70_R1_peak_60970_lociStitched	chr2	10187369	10197223	4	2484	3989.8846	1131.2392	3586	0
8_MV411_1_70_R1_peak_64719_lociStitched	chr2	113283349	113305101	8	2124	5013.836	2159.9736	3587	0
MV411_1_70_R1_peak_91807	chr5	177457919	177460767	1	2849	3247.0048	393.5936	3588	0
3_MV411_1_70_R1_peak_22276_lociStitched	chr11	102448451	102456496	3	2531	3767.4735	917.9345	3589	0
MV411_1_70_R1_peak_90098	chr5	135433369	135436184	1	2816	3160.119	311.902	3590	0
4_MV411_1_70_R1_peak_79720_lociStitched	chr3	9896751	9908597	4	2492	4223.099	1375.3206	3591	0
7_MV411_1_70_R1_peak_27392_lociStitched	chr12	121422412	121430642	7	3038	3836.003	989.246	3592	0
5_MV411_1_70_R1_peak_5950_lociStitched	chr1	58874260	58904224	5	1386	6058.7208	3212.1408	3593	0
8_MV411_1_70_R1_peak_39523_lociStitched	chr16	29253722	29267727	8	3334	3740.7355	894.9195	3594	0
MV411_1_70_R1_peak_90127	chr5	135484396	135487746	1	3351	3244.81	399.32	3595	0
9_MV411_1_70_R1_peak_24594_lociStitched	chr12	14948015	14954518	9	4101	3605.9135	762.1516	3596	0
7_MV411_1_70_R1_peak_1721_lociStitched	chr1	10370976	10389611	7	2647	4852.554	2008.853	3597	0
5_MV411_1_70_R1_peak_1234_lociStitched	chr1	4710952	4735748	5	1010	5078.2208	2236.5992	3598	0
MV411_1_70_R1_peak_107450	chr8	143192863	143195688	1	2826	3310.335	469.515	3599	0
8_MV411_1_70_R1_peak_64144_lociStitched	chr2	98821695	98829460	8	2673	3666.633	826.196	3600	0
7_MV411_1_70_R1_peak_79899_lociStitched	chr3	12178032	12194006	7	2397	4594.1224	1753.9452	3601	0
6_MV411_1_70_R1_peak_109029_lociStitched	chr9	91085854	91101518	6	2032	3598.0208	758.1376	3602	0
6_MV411_1_70_R1_peak_61160_lociStitched	chr2	10861270	10881210	6	2645	5034.85	2195.394	3603	0
4_MV411_1_70_R1_peak_34665_lociStitched	chr15	66823477	66835541	4	1626	4480.5696	1641.9104	3604	0
5_MV411_1_70_R1_peak_102876_lociStitched	chr8	6325095	6337533	5	2316	4421.709	1583.3574	3605	0
8_MV411_1_70_R1_peak_37872_lociStitched	chr16	2121898	2127329	8	4128	3180.3936	343.7823	3606	0
9_MV411_1_70_R1_peak_93860_lociStitched	chr6	33497988	33516959	9	2848	4645.9979	1809.8334	3607	0
6_MV411_1_70_R1_peak_102902_lociStitched	chr8	6765288	6778817	6	2644	5062.5518	2226.8734	3608	0
5_MV411_1_70_R1_peak_95537_lociStitched	chr6	71248653	71266627	5	1605	4279.6094	1445.1096	3609	0
6_MV411_1_70_R1_peak_60208_lociStitched	chr19	54846703	54855834	6	2512	4455.928	1623.4918	3610	0
MV411_1_70_R1_peak_40688	chr16	57682439	57686204	1	3766	3268.3965	435.987	3611	0
MV411_1_70_R1_peak_95170	chr6	43796883	43799761	1	2879	3228.2526	396.3006	3612	0
7_MV411_1_70_R1_peak_89163_lociStitched	chr5	58542083	58548991	7	4054	3351.7616	521.554	3613	0
MV411_1_70_R1_peak_42699	chr16	88412690	88415460	1	2771	3182.453	353.175	3614	0
5_MV411_1_70_R1_peak_68959_lociStitched	chr20	4105341	4111951	5	3528	3505.283	676.864	3615	0
6_MV411_1_70_R1_peak_59009_lociStitched	chr19	46349976	46355791	6	2919	3789.6355	961.2195	3616	0
3_MV411_1_70_R1_peak_96957_lociStitched	chr6	167736575	167759758	3	1452	5070.1221	2241.7961	3617	0
5_MV411_1_70_R1_peak_80966_lociStitched	chr3	41103201	41120394	5	2271	4679.9346	1851.6861	3618	0
8_MV411_1_70_R1_peak_52417_lociStitched	chr18	70464792	70489906	8	2068	5969.5978	3141.7614	3619	0
MV411_1_70_R1_peak_72494	chr20	62491518	62495149	1	3632	3305.2993	477.8396	3620	0
6_MV411_1_70_R1_peak_79218_lociStitched	chr22	49623289	49643033	6	1689	4819.5104	1992.1696	3621	0
5_MV411_1_70_R1_peak_38976_lociStitched	chr16	17259049	17281410	5	1454	4997.6835	2171.2531	3622	0
2_MV411_1_70_R1_peak_59215_lociStitched	chr19	48167456	48175727	2	2005	4179.3363	1353.9627	3623	0
9_MV411_1_70_R1_peak_84690_lociStitched	chr3	183583835	183595401	9	2695	4102.4602	1278.043	3624	0
6_MV411_1_70_R1_peak_111803_lociStitched	chr9	133056499	133068121	6	3004	3934.047	1112.2254	3625	0
7_MV411_1_70_R1_peak_107318_lociStitched	chr8	142635226	142640386	7	3615	3597.036	778.128	3626	0
5_MV411_1_70_R1_peak_2321_lociStitched	chr1	15941149	15953641	5	1642	4258.5228	1440.3276	3627	0
6_MV411_1_70_R1_peak_40076_lociStitched	chr16	49495450	49511745	6	2179	4386.614	1569.2085	3628	0
2_MV411_1_70_R1_peak_58244_lociStitched	chr19	41750796	41763025	2	1285	5120.2823	2303.9436	3629	0
MV411_1_70_R1_peak_53205	chr19	834889	835934	1	1046	3031.4405	215.27	3630	0
5_MV411_1_70_R1_peak_104988_lociStitched	chr8	65945894	65951702	5	3399	3837.9264	1022.208	3631	0
4_MV411_1_70_R1_peak_28451_lociStitched	chr13	20118419	20128440	4	2459	3857.0829	1042.184	3632	0
4_MV411_1_70_R1_peak_61591_lociStitched	chr2	26175947	26185501	4	2197	3875.1024	1060.494	3633	0
4_MV411_1_70_R1_peak_59545_lociStitched	chr19	49542571	49561132	4	1660	6054.5982	3240.7506	3634	0
10_MV411_1_70_R1_peak_39515_lociStitched	chr16	29223392	29235069	10	2996	3796.1927	983.2034	3635	0
4_MV411_1_70_R1_peak_16278_lociStitched	chr10	132347165	132363908	4	1702	4728.2232	1915.3992	3636	0
8_MV411_1_70_R1_peak_87219_lociStitched	chr4	69825091	69833150	8	3195	3581.4196	768.8286	3637	0
9_MV411_1_70_R1_peak_15083_lociStitched	chr10	103506394	103514959	9	3596	3650.403	839.37	3638	0
5_MV411_1_70_R1_peak_19102_lociStitched	chr11	59216152	59234309	5	2401	4965.9395	2157.0516	3639	0
4_MV411_1_70_R1_peak_30400_lociStitched	chr14	68758109	68776622	4	1561	4828.1904	2019.7683	3640	0
MV411_1_70_R1_peak_394	chr1	2110245	2112685	1	2441	3056.1	248.148	3641	0
5_MV411_1_70_R1_peak_27032_lociStitched	chr12	113850189	113861668	5	3489	4045.1996	1237.4362	3642	0
2_MV411_1_70_R1_peak_77895_lociStitched	chr22	40640499	40653048	2	1773	4127.3661	1321.4097	3643	0
6_MV411_1_70_R1_peak_33093_lociStitched	chr15	22947631	22960958	6	2498	4301.9556	1496.6221	3644	0
4_MV411_1_70_R1_peak_111309_lociStitched	chr9	129809227	129817219	4	2760	3628.368	823.9752	3645	0
6_MV411_1_70_R1_peak_34148_lociStitched	chr15	52041672	52057901	6	2198	4409.4193	1605.0481	3646	0
5_MV411_1_70_R1_peak_70964_lociStitched	chr20	44976214	44991003	5	2699	4271.0632	1467.0688	3647	0
8_MV411_1_70_R1_peak_66411_lociStitched	chr2	216880050	216888368	8	3934	3702.3418	899.1758	3648	0
7_MV411_1_70_R1_peak_66097_lociStitched	chr2	197205509	197218962	7	2334	4100.4744	1298.2145	3649	0
7_MV411_1_70_R1_peak_91852_lociStitched	chr5	178110702	178125581	7	2404	4575.2925	1773.5768	3650	0
7_MV411_1_70_R1_peak_26386_lociStitched	chr12	103796857	103807759	7	3069	3780.8136	980.0898	3651	0
4_MV411_1_70_R1_peak_7836_lociStitched	chr1	156575701	156586581	4	2953	3999.488	1198.976	3652	0
3_MV411_1_70_R1_peak_63194_lociStitched	chr2	70139244	70143439	3	1534	3282.168	482.425	3653	0
7_MV411_1_70_R1_peak_35612_lociStitched	chr15	74719764	74731626	7	2717	4203.8928	1406.8332	3654	0
MV411_1_70_R1_peak_94376	chr6	36743421	36747378	1	3958	3273.6261	477.6099	3655	0
1_MV411_1_70_R1_peak_65658_lociStitched	chr2	156341388	156343176	1	1789	2964.8616	170.2176	3656	0
6_MV411_1_70_R1_peak_22282_lociStitched	chr11	102919355	102931576	6	1884	3996.267	1202.5464	3657	0
7_MV411_1_70_R1_peak_43715_lociStitched	chr17	3026772	3049521	7	2423	5138.9991	2345.4219	3658	0
7_MV411_1_70_R1_peak_2809_lociStitched	chr1	20312651	20323107	7	2450	3981.6448	1190.9384	3659	0
7_MV411_1_70_R1_peak_95883_lociStitched	chr6	110486289	110512906	7	1874	5485.7637	2696.3021	3660	0
6_MV411_1_70_R1_peak_26273_lociStitched	chr12	94934610	94949454	6	2433	4278.0408	1488.8532	3661	0
5_MV411_1_70_R1_peak_87074_lociStitched	chr4	40564855	40581204	5	2007	4661.0999	1871.9605	3662	0
5_MV411_1_70_R1_peak_34057_lociStitched	chr15	51074415	51080839	5	2663	3616.712	828.0536	3663	0
6_MV411_1_70_R1_peak_113017_lociStitched	chr9	137127283	137143997	6	2623	4517.7942	1729.899	3664	0
MV411_1_70_R1_peak_43870	chr17	3980495	3983396	1	2902	3170.793	384.9627	3665	0
7_MV411_1_70_R1_peak_40861_lociStitched	chr16	66433328	66442021	7	3592	3751.8988	967.5309	3666	0
8_MV411_1_70_R1_peak_40759_lociStitched	chr16	58032551	58045609	8	2384	4305.2226	1521.257	3667	0
9_MV411_1_70_R1_peak_98332_lociStitched	chr7	4260674	4271921	9	2841	3728.3805	945.8727	3668	0
3_MV411_1_70_R1_peak_64172_lociStitched	chr2	100135381	100147225	3	2716	3989.0592	1206.9036	3669	0
4_MV411_1_70_R1_peak_62438_lociStitched	chr2	45723880	45737577	4	1800	4231.0033	1449.1426	3670	0
5_MV411_1_70_R1_peak_98717_lociStitched	chr7	17354496	17370930	5	2554	4491.4122	1710.7794	3671	0
2_MV411_1_70_R1_peak_3589_lociStitched	chr1	26690548	26694268	2	2344	3205.896	426.312	3672	0
9_MV411_1_70_R1_peak_98295_lociStitched	chr7	4099303	4109784	9	3542	3843.3827	1063.8215	3673	0
7_MV411_1_70_R1_peak_100496_lociStitched	chr7	77306061	77328989	7	3263	5009.768	2230.8944	3674	0
6_MV411_1_70_R1_peak_28036_lociStitched	chr12	128913680	128929758	6	2373	4357.138	1578.8596	3675	0
6_MV411_1_70_R1_peak_69365_lociStitched	chr20	19012484	19026571	6	1817	4285.2654	1507.309	3676	0
6_MV411_1_70_R1_peak_86765_lociStitched	chr4	8778799	8793067	6	1473	4334.6184	1558.0656	3677	0
2_MV411_1_70_R1_peak_110191_lociStitched	chr9	120923531	120932056	2	2331	3771.46	999.13	3678	0
6_MV411_1_70_R1_peak_61770_lociStitched	chr2	27949033	27957500	6	3187	3645.8902	873.7944	3679	0
6_MV411_1_70_R1_peak_108073_lociStitched	chr8	144819460	144823716	6	3194	3443.5296	671.5968	3680	0
8_MV411_1_70_R1_peak_24022_lociStitched	chr12	6080077	6097772	8	2163	4602.4695	1831.4325	3681	0
5_MV411_1_70_R1_peak_6584_lociStitched	chr1	109529083	109542915	5	2126	4265.7888	1496.6224	3682	0
7_MV411_1_70_R1_peak_49291_lociStitched	chr17	75530834	75544117	7	2393	4137.6545	1369.4773	3683	0
9_MV411_1_70_R1_peak_49012_lociStitched	chr17	74181341	74201281	9	3075	4833.456	2065.784	3684	0
5_MV411_1_70_R1_peak_15470_lociStitched	chr10	118953621	118979334	5	1390	6029.6985	3262.9797	3685	0
5_MV411_1_70_R1_peak_108399_lociStitched	chr9	33124484	33139758	5	1480	4577.6178	1811.4964	3686	0
7_MV411_1_70_R1_peak_96281_lociStitched	chr6	148361191	148376925	7	2069	4147.4824	1381.4452	3687	0
6_MV411_1_70_R1_peak_100008_lociStitched	chr7	73357240	73367335	6	3521	3775.53	1009.5	3688	0
5_MV411_1_70_R1_peak_30786_lociStitched	chr14	75208555	75237207	5	1166	5822.0864	3057.1684	3689	0
MV411_1_70_R1_peak_27662	chr12	123104727	123108099	1	3373	3140.3436	377.664	3690	0
5_MV411_1_70_R1_peak_63582_lociStitched	chr2	85159259	85184811	5	1424	5606.1088	2843.9376	3691	0
7_MV411_1_70_R1_peak_54993_lociStitched	chr19	7765415	7779838	7	2328	5042.2808	2283.1609	3692	0
4_MV411_1_70_R1_peak_39777_lociStitched	chr16	30623780	30635121	4	2227	3840.0626	1081.9314	3693	0
11_MV411_1_70_R1_peak_43477_lociStitched	chr17	1295038	1304875	11	3561	3672.1521	917.7921	3694	0
8_MV411_1_70_R1_peak_80798_lociStitched	chr3	38107912	38115730	8	3599	3647.8788	893.5974	3695	0
6_MV411_1_70_R1_peak_59001_lociStitched	chr19	46179167	46197280	6	2184	5062.5835	2309.4075	3696	0
3_MV411_1_70_R1_peak_97100_lociStitched	chr6	169287938	169293372	3	3092	3343.5402	590.6758	3697	0
6_MV411_1_70_R1_peak_29338_lociStitched	chr13	113016329	113026595	6	3414	3202.992	450.6774	3698	0
4_MV411_1_70_R1_peak_153_lociStitched	chr1	1321025	1328709	4	2755	3685.2464	934.3744	3699	0
8_MV411_1_70_R1_peak_60133_lociStitched	chr19	54454451	54461264	8	2520	3946.7709	1199.7693	3700	0
6_MV411_1_70_R1_peak_54818_lociStitched	chr19	6725737	6732068	6	2466	4010.6885	1266.2	3701	0
7_MV411_1_70_R1_peak_76236_lociStitched	chr22	27541777	27561036	7	1989	4600.9751	1856.5676	3702	0
MV411_1_70_R1_peak_20583	chr11	67405031	67407812	1	2782	3086.0757	342.6192	3703	0
7_MV411_1_70_R1_peak_109876_lociStitched	chr9	113352534	113369748	7	2406	4778.6064	2036.4162	3704	0
5_MV411_1_70_R1_peak_690_lociStitched	chr1	2640453	2645664	5	3093	3369.9537	628.9677	3705	0
8_MV411_1_70_R1_peak_17839_lociStitched	chr11	10409163	10442506	8	2610	6231.8067	3491.0121	3706	0
MV411_1_70_R1_peak_97651	chr7	1049558	1052880	1	3323	3124.341	383.691	3707	0
5_MV411_1_70_R1_peak_28422_lociStitched	chr12	132766313	132774342	5	3364	3482.1773	744.2883	3708	0
5_MV411_1_70_R1_peak_28964_lociStitched	chr13	32452896	32469796	5	3575	6224.27	3488.16	3709	0
6_MV411_1_70_R1_peak_42385_lociStitched	chr16	87506454	87527337	6	2584	4719.558	1983.885	3710	0
3_MV411_1_70_R1_peak_5468_lociStitched	chr1	46609607	46620372	3	2057	4008.886	1273.4995	3711	0
7_MV411_1_70_R1_peak_74975_lociStitched	chr22	17744024	17758254	7	2492	3994.361	1259.355	3712	0
7_MV411_1_70_R1_peak_92909_lociStitched	chr6	14108813	14124622	7	2885	4458.138	1723.181	3713	0
8_MV411_1_70_R1_peak_16995_lociStitched	chr11	1259404	1271648	8	3531	3888.6944	1154.6092	3714	0
7_MV411_1_70_R1_peak_96062_lociStitched	chr6	135184168	135195593	7	2388	3991.895	1259.035	3715	0
2_MV411_1_70_R1_peak_96888_lociStitched	chr6	166898689	166907186	2	2445	3589.1328	858.197	3716	0
7_MV411_1_70_R1_peak_99803_lociStitched	chr7	50652940	50666723	7	2723	4218.9763	1488.564	3717	0
MV411_1_70_R1_peak_101998	chr7	150382739	150386088	1	3350	3147.3902	417.6203	3718	0
7_MV411_1_70_R1_peak_89882_lociStitched	chr5	132762272	132774513	7	2085	4149.699	1419.956	3719	0
5_MV411_1_70_R1_peak_16495_lociStitched	chr10	133049191	133071970	5	1303	4856.4828	2127.5586	3720	0
4_MV411_1_70_R1_peak_105129_lociStitched	chr8	81021563	81034991	4	1512	4612.518	1883.9484	3721	0
4_MV411_1_70_R1_peak_64060_lociStitched	chr2	98083381	98100541	4	2785	4569.708	1841.268	3722	0
5_MV411_1_70_R1_peak_51609_lociStitched	chr18	23141391	23148514	5	2434	3389.1234	662.439	3723	0
7_MV411_1_70_R1_peak_15776_lociStitched	chr10	124491192	124498287	7	3237	3479.388	752.7795	3724	0
7_MV411_1_70_R1_peak_26597_lociStitched	chr12	108580469	108594231	7	1714	4363.9302	1639.0542	3725	0
6_MV411_1_70_R1_peak_29990_lociStitched	chr14	51842849	51849258	6	3778	3428.1741	704.3491	3726	0
4_MV411_1_70_R1_peak_68795_lociStitched	chr20	2689364	2709458	4	1072	4955.1804	2232.4434	3727	0
4_MV411_1_70_R1_peak_73271_lociStitched	chr21	32049264	32074286	4	876	5372.2234	2649.8298	3728	0
7_MV411_1_70_R1_peak_90605_lociStitched	chr5	143176282	143186088	7	2109	3843.952	1121.8064	3729	0
9_MV411_1_70_R1_peak_29757_lociStitched	chr14	24407728	24418253	9	2133	4037.39	1315.625	3730	0
3_MV411_1_70_R1_peak_24392_lociStitched	chr12	10017298	10029139	3	2278	3824.643	1103.5812	3731	0
8_MV411_1_70_R1_peak_46206_lociStitched	chr17	38541885	38549437	8	3334	3578.1376	857.152	3732	0
7_MV411_1_70_R1_peak_21422_lociStitched	chr11	72822292	72833132	7	2365	4313.236	1592.396	3733	0
5_MV411_1_70_R1_peak_65421_lociStitched	chr2	131032358	131046600	5	1297	4321.0228	1600.8008	3734	0
MV411_1_70_R1_peak_30670	chr14	73753096	73755870	1	2775	3064.7152	345.0856	3735	0
9_MV411_1_70_R1_peak_46932_lociStitched	chr17	43767412	43773937	9	3045	3563.3025	843.6825	3736	0
5_MV411_1_70_R1_peak_84522_lociStitched	chr3	171774068	171792478	5	2520	4674.299	1956.983	3737	0
5_MV411_1_70_R1_peak_4960_lociStitched	chr1	41580601	41592952	5	1918	4209.2208	1492.0008	3738	0
5_MV411_1_70_R1_peak_1659_lociStitched	chr1	9628582	9641279	5	2284	4130.3341	1413.1761	3739	0
6_MV411_1_70_R1_peak_22734_lociStitched	chr11	118618747	118633618	6	1569	4496.9904	1781.5458	3740	0
7_MV411_1_70_R1_peak_10020_lociStitched	chr1	224498741	224510435	7	2486	4080.0366	1365.8592	3741	0
7_MV411_1_70_R1_peak_33945_lociStitched	chr15	45442614	45456528	7	1925	4239.5958	1526.3658	3742	0
6_MV411_1_70_R1_peak_88610_lociStitched	chr5	5347667	5364560	6	2431	4400.6265	1687.6107	3743	0
4_MV411_1_70_R1_peak_5397_lociStitched	chr1	46181722	46207292	4	1478	5538.462	2825.485	3744	0
6_MV411_1_70_R1_peak_47262_lociStitched	chr17	46010065	46026807	6	2097	4344.549	1632.345	3745	0
MV411_1_70_R1_peak_112245	chr9	134291719	134295803	1	4085	3145.4968	433.7208	3746	0
4_MV411_1_70_R1_peak_108796_lociStitched	chr9	38382018	38397150	4	1583	4397.3592	1685.7048	3747	0
4_MV411_1_70_R1_peak_103760_lociStitched	chr8	23064402	23074734	4	1801	4596.7068	1886.6232	3748	0
10_MV411_1_70_R1_peak_15070_lociStitched	chr10	103469515	103476822	10	3012	3596.5054	887.0698	3749	0
7_MV411_1_70_R1_peak_17905_lociStitched	chr11	11403361	11417575	7	2202	4129.167	1421.4	3750	0
4_MV411_1_70_R1_peak_113440_lociStitched	chrX	9340839	9354613	4	1932	3269.9476	563.3566	3751	0
MV411_1_70_R1_peak_107350	chr8	142738316	142740167	1	1852	2993.9925	287.4603	3752	0
8_MV411_1_70_R1_peak_10536_lociStitched	chr1	233079590	233093147	8	2182	4107.771	1401.7938	3753	0
8_MV411_1_70_R1_peak_92316_lociStitched	chr6	465863	474732	8	3379	3701.9206	995.9887	3754	0
4_MV411_1_70_R1_peak_103012_lociStitched	chr8	10077820	10082674	4	3082	3444.8838	740.235	3755	0
8_MV411_1_70_R1_peak_80170_lociStitched	chr3	13571396	13584367	8	2732	3918.5391	1214.0856	3756	0
8_MV411_1_70_R1_peak_1401_lociStitched	chr1	6738415	6758369	8	2558	4549.512	1845.745	3757	0
MV411_1_70_R1_peak_17128	chr11	1845094	1848027	1	2934	3129.2177	427.3381	3758	0
5_MV411_1_70_R1_peak_112915_lociStitched	chr9	136854665	136861544	5	3600	3393.4107	692.7153	3759	0
4_MV411_1_70_R1_peak_98725_lociStitched	chr7	17545715	17555791	4	2828	3681.7704	982.41	3760	0
MV411_1_70_R1_peak_82158	chr3	52087633	52090047	1	2415	3063.6074	364.514	3761	0
7_MV411_1_70_R1_peak_91605_lociStitched	chr5	176520468	176535103	7	2725	3952.9135	1254.2195	3762	0
6_MV411_1_70_R1_peak_24816_lociStitched	chr12	40513466	40528465	6	1971	4349.71	1651.3899	3763	0
MV411_1_70_R1_peak_93291	chr6	26053788	26056302	1	2515	2978.5872	280.5624	3764	0
5_MV411_1_70_R1_peak_60641_lociStitched	chr2	4101307	4109324	5	2197	3628.4942	930.7737	3765	0
5_MV411_1_70_R1_peak_24716_lociStitched	chr12	29159146	29172213	5	2621	3794.6568	1098.9347	3766	0
8_MV411_1_70_R1_peak_13043_lociStitched	chr10	70981086	70991054	8	2072	3779.8656	1085.5152	3767	0
6_MV411_1_70_R1_peak_47825_lociStitched	chr17	50785266	50801998	6	1844	4420.5944	1726.7424	3768	0
5_MV411_1_70_R1_peak_31831_lociStitched	chr14	98885936	98908219	5	1815	4978.0222	2286.2358	3769	0
6_MV411_1_70_R1_peak_25984_lociStitched	chr12	66142588	66148244	6	3328	3117.0216	425.8968	3770	0
MV411_1_70_R1_peak_46468	chr17	40325289	40328542	1	3254	3155.7353	464.8537	3771	0
8_MV411_1_70_R1_peak_33602_lociStitched	chr15	40451697	40459416	8	2073	3546.1086	855.2652	3772	0
8_MV411_1_70_R1_peak_67871_lociStitched	chr2	239426440	239444474	8	2869	4474.2354	1783.5626	3773	0
3_MV411_1_70_R1_peak_105857_lociStitched	chr8	123015545	123020474	3	2546	3421.7118	731.9565	3774	0
6_MV411_1_70_R1_peak_28662_lociStitched	chr13	26709641	26723307	6	2321	4593.1426	1903.6738	3775	0
6_MV411_1_70_R1_peak_65486_lociStitched	chr2	136000515	136009759	6	2387	3602.3868	913.3072	3776	0
7_MV411_1_70_R1_peak_36983_lociStitched	chr15	93175164	93190328	7	2339	4085.1816	1396.6044	3777	0
2_MV411_1_70_R1_peak_26416_lociStitched	chr12	104452394	104459490	2	2576	3410.3376	722.3728	3778	0
8_MV411_1_70_R1_peak_100052_lociStitched	chr7	73742712	73760246	8	1795	4150.2978	1462.3356	3779	0
5_MV411_1_70_R1_peak_78008_lociStitched	chr22	41968446	41986058	5	1965	4772.852	2087.022	3780	0
6_MV411_1_70_R1_peak_114490_lociStitched	chrX	153396270	153411817	6	1687	3336.3862	651.4193	3781	0
6_MV411_1_70_R1_peak_97030_lociStitched	chr6	168452924	168466463	6	2434	3995.3589	1310.5752	3782	0
9_MV411_1_70_R1_peak_76804_lociStitched	chr22	35347878	35360661	9	2549	3917.9895	1233.5595	3783	0
6_MV411_1_70_R1_peak_43792_lociStitched	chr17	3852489	3867713	6	2492	4052.6288	1368.6376	3784	0
3_MV411_1_70_R1_peak_44346_lociStitched	chr17	7910572	7924671	3	1888	4191.6327	1508.593	3785	0
9_MV411_1_70_R1_peak_99987_lociStitched	chr7	72399037	72408998	9	3409	3560.0614	877.5641	3786	0
6_MV411_1_70_R1_peak_26630_lociStitched	chr12	108686724	108692675	6	2669	3256.9823	576.6519	3787	0
3_MV411_1_70_R1_peak_14572_lociStitched	chr10	96700501	96710237	3	2483	3720.1256	1039.8048	3788	0
5_MV411_1_70_R1_peak_84933_lociStitched	chr3	187949522	187965825	5	2031	4385.507	1705.2938	3789	0
4_MV411_1_70_R1_peak_12856_lociStitched	chr10	69910327	69926277	4	1012	4403.795	1724.195	3790	0
3_MV411_1_70_R1_peak_62205_lociStitched	chr2	42804040	42811454	3	2393	3522.3914	843.7132	3791	0
4_MV411_1_70_R1_peak_45137_lociStitched	chr17	18229668	18243866	4	843	4074.826	1397.0832	3792	0
7_MV411_1_70_R1_peak_62452_lociStitched	chr2	45839457	45847336	7	3124	3608.582	931.2978	3793	0
7_MV411_1_70_R1_peak_37614_lociStitched	chr16	1157155	1172941	7	1992	4407.4512	1731.7242	3794	0
7_MV411_1_70_R1_peak_66056_lociStitched	chr2	195547539	195564279	7	2558	4402.62	1727.568	3795	0
10_MV411_1_70_R1_peak_22248_lociStitched	chr11	95363746	95372682	10	3727	3486.8272	813.176	3796	0
3_MV411_1_70_R1_peak_30020_lociStitched	chr14	55098696	55118574	3	972	4734.9396	2061.3486	3797	0
6_MV411_1_70_R1_peak_46081_lociStitched	chr17	35887920	35900127	6	2075	3907.4607	1235.3484	3798	0
6_MV411_1_70_R1_peak_101401_lociStitched	chr7	128378802	128389779	6	2310	4065.8808	1394.079	3799	0
6_MV411_1_70_R1_peak_111798_lociStitched	chr9	132986991	133004584	6	2201	4487.9743	1817.3569	3800	0
9_MV411_1_70_R1_peak_98786_lociStitched	chr7	24777459	24788501	9	3073	3706.7994	1036.8438	3801	0
6_MV411_1_70_R1_peak_2970_lociStitched	chr1	21763080	21775462	6	2224	3998.1478	1328.5886	3802	0
9_MV411_1_70_R1_peak_63753_lociStitched	chr2	86223891	86242035	9	2525	4668.4512	1999.4688	3803	0
3_MV411_1_70_R1_peak_106577_lociStitched	chr8	134831439	134844541	3	1439	4605.353	1936.4756	3804	0
7_MV411_1_70_R1_peak_62073_lociStitched	chr2	38087415	38106050	7	2999	4524.578	1856.046	3805	0
MV411_1_70_R1_peak_107453	chr8	143201527	143204572	1	3046	3198.1635	529.83	3806	0
