REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	mp702-MV411_DMSO-H3K27ac-r1.mLb.clN.sorted.bam	INPUT_R1.mLb.clN.sorted.bam
3_MV411_DMSO_8h_2_702_R1_peak_49209_lociStitched	chr9	114607211	114617935	3	3689	4246.704	1100.2824
2_MV411_DMSO_8h_2_702_R1_peak_22283_lociStitched	chr18	63552599	63563316	2	3130	3090.7828	1274.2513
6_MV411_DMSO_8h_2_702_R1_peak_49855_lociStitched	chr9	136695480	136706197	6	5093	4038.1656	1246.3871
3_MV411_DMSO_8h_2_702_R1_peak_38862_lociStitched	chr5	134501780	134512496	3	2741	3840.6144	1224.8388
3_MV411_DMSO_8h_2_702_R1_peak_22440_lociStitched	chr18	79497329	79508040	3	5341	5172.3419	1173.9256
2_MV411_DMSO_8h_2_702_R1_peak_38441_lociStitched	chr5	95152546	95163257	2	1995	1905.4869	992.9097
3_MV411_DMSO_8h_2_702_R1_peak_47578_lociStitched	chr8	133966590	133977296	3	2452	3106.8812	1444.2394
3_MV411_DMSO_8h_2_702_R1_peak_43276_lociStitched	chr7	17544791	17555492	3	5413	4292.1711	1014.4548
2_MV411_DMSO_8h_2_702_R1_peak_11745_lociStitched	chr12	110224642	110235343	2	1725	1561.2759	795.0843
3_MV411_DMSO_8h_2_702_R1_peak_7201_lociStitched	chr11	215555	226254	3	1373	1814.5504	936.1625
2_MV411_DMSO_8h_2_702_R1_peak_7196_lociStitched	chr10	133520381	133531069	2	2885	2971.264	1170.336
3_MV411_DMSO_8h_2_702_R1_peak_31712_lociStitched	chr22	37672109	37682795	3	5748	5959.5822	1264.1538
2_MV411_DMSO_8h_2_702_R1_peak_40865_lociStitched	chr6	33104783	33115467	2	2415	2646.4268	1243.6176
3_MV411_DMSO_8h_2_702_R1_peak_13780_lociStitched	chr14	50812151	50822833	3	4597	3674.608	980.6076
4_MV411_DMSO_8h_2_702_R1_peak_29516_lociStitched	chr20	35119769	35130447	4	2117	2487.974	825.4094
3_MV411_DMSO_8h_2_702_R1_peak_16763_lociStitched	chr15	100000531	100011209	3	2070	1733.0394	1168.1732
5_MV411_DMSO_8h_2_702_R1_peak_24659_lociStitched	chr19	56261300	56271973	5	2638	3341.7163	1290.3657
6_MV411_DMSO_8h_2_702_R1_peak_13403_lociStitched	chr14	20489278	20499950	6	5104	3588.9936	1065.0656
2_MV411_DMSO_8h_2_702_R1_peak_47329_lociStitched	chr8	125110424	125121093	2	1968	2988.3869	1456.3185
3_MV411_DMSO_8h_2_702_R1_peak_49297_lociStitched	chr9	121353801	121364470	3	1569	2349.3138	1063.6993
3_MV411_DMSO_8h_2_702_R1_peak_13681_lociStitched	chr14	38700364	38711031	3	2413	2962.2259	791.4914
2_MV411_DMSO_8h_2_702_R1_peak_38503_lociStitched	chr5	98932902	98943566	2	4850	3986.2032	1052.5368
2_MV411_DMSO_8h_2_702_R1_peak_15330_lociStitched	chr15	42111305	42121966	2	2258	2587.4247	1165.2473
2_MV411_DMSO_8h_2_702_R1_peak_34283_lociStitched	chr3	128522797	128533456	2	3944	4386.1785	1125.5904
3_MV411_DMSO_8h_2_702_R1_peak_15539_lociStitched	chr15	51575942	51586599	3	5451	4543.0791	846.1658
2_MV411_DMSO_8h_2_702_R1_peak_33457_lociStitched	chr3	53008140	53018795	2	1174	1625.953	1060.1725
2_MV411_DMSO_8h_2_702_R1_peak_42370_lociStitched	chr6	142902963	142913616	2	998	1530.8361	831.9993
2_MV411_DMSO_8h_2_702_R1_peak_1905_lociStitched	chr1	68245322	68255959	2	2378	1773.1879	813.7305
4_MV411_DMSO_8h_2_702_R1_peak_30584_lociStitched	chr21	32061092	32071727	4	2245	2928.879	1295.343
3_MV411_DMSO_8h_2_702_R1_peak_7804_lociStitched	chr11	34044553	34055184	3	6383	13892.5908	1038.6487
3_MV411_DMSO_8h_2_702_R1_peak_18779_lociStitched	chr17	385388	396016	3	1786	2160.6724	1188.2104
2_MV411_DMSO_8h_2_702_R1_peak_13193_lociStitched	chr13	80443632	80454260	2	1842	1786.5668	501.6416
2_MV411_DMSO_8h_2_702_R1_peak_14941_lociStitched	chr14	105024311	105034935	2	4379	4567.2576	1179.264
3_MV411_DMSO_8h_2_702_R1_peak_49232_lociStitched	chr9	120393990	120404613	3	3480	3047.7387	1092.0444
4_MV411_DMSO_8h_2_702_R1_peak_48275_lociStitched	chr9	36378771	36389392	4	3450	2808.1924	992.0014
3_MV411_DMSO_8h_2_702_R1_peak_7861_lociStitched	chr11	35163135	35173755	3	4136	4250.124	1261.656
3_MV411_DMSO_8h_2_702_R1_peak_32960_lociStitched	chr3	39215639	39226259	3	2752	3160.512	1126.782
4_MV411_DMSO_8h_2_702_R1_peak_11943_lociStitched	chr12	116632242	116642860	4	5301	5956.698	1399.4524
2_MV411_DMSO_8h_2_702_R1_peak_38917_lociStitched	chr5	135561077	135571695	2	947	1551.2898	1207.2666
2_MV411_DMSO_8h_2_702_R1_peak_30427_lociStitched	chr21	15436022	15446640	2	3469	3025.0682	1130.817
4_MV411_DMSO_8h_2_702_R1_peak_15543_lociStitched	chr15	51624709	51635326	4	6489	8665.5954	1213.5231
2_MV411_DMSO_8h_2_702_R1_peak_28165_lociStitched	chr2	219108114	219118727	2	622	1936.8725	1283.1117
2_MV411_DMSO_8h_2_702_R1_peak_37353_lociStitched	chr4	189771206	189781818	2	1655	1707.4708	949.774
3_MV411_DMSO_8h_2_702_R1_peak_41712_lociStitched	chr6	92554754	92565366	3	1909	1891.0584	851.0824
2_MV411_DMSO_8h_2_702_R1_peak_10814_lociStitched	chr12	53207785	53218395	2	4433	4212.17	1254.102
3_MV411_DMSO_8h_2_702_R1_peak_16988_lociStitched	chr16	3149477	3160086	3	5170	5678.9977	1172.2945
2_MV411_DMSO_8h_2_702_R1_peak_26813_lociStitched	chr2	112811586	112822194	2	1266	1637.8752	1198.704
2_MV411_DMSO_8h_2_702_R1_peak_47181_lociStitched	chr8	119738336	119748943	2	1796	3074.9693	1454.2197
2_MV411_DMSO_8h_2_702_R1_peak_5160_lociStitched	chr10	7233760	7244367	2	754	1091.4603	789.1608
2_MV411_DMSO_8h_2_702_R1_peak_32163_lociStitched	chr22	49501676	49512279	2	3549	2457.7754	1003.0438
4_MV411_DMSO_8h_2_702_R1_peak_40049_lociStitched	chr6	6749625	6760227	4	3582	3459.4326	989.1666
3_MV411_DMSO_8h_2_702_R1_peak_30579_lociStitched	chr21	31744450	31755052	3	1275	1684.6578	1134.414
3_MV411_DMSO_8h_2_702_R1_peak_41483_lociStitched	chr6	63975261	63985861	3	1266	1733.1	853.3
3_MV411_DMSO_8h_2_702_R1_peak_9334_lociStitched	chr11	112284874	112295474	3	1930	2090.32	1322.88
5_MV411_DMSO_8h_2_702_R1_peak_19018_lociStitched	chr17	5225300	5235899	5	6951	7437.3183	1099.1163
2_MV411_DMSO_8h_2_702_R1_peak_6576_lociStitched	chr10	97718414	97729009	2	874	1458.9315	1018.1795
2_MV411_DMSO_8h_2_702_R1_peak_40233_lociStitched	chr6	11965044	11975639	2	638	1386.8855	1011.8225
2_MV411_DMSO_8h_2_702_R1_peak_32864_lociStitched	chr3	33089228	33099820	2	2843	4806.6496	985.056
2_MV411_DMSO_8h_2_702_R1_peak_46445_lociStitched	chr8	65945534	65956122	2	7387	9207.3248	1877.2524
5_MV411_DMSO_8h_2_702_R1_peak_36745_lociStitched	chr4	118801730	118812305	5	3025	2980.035	1025.775
2_MV411_DMSO_8h_2_702_R1_peak_33850_lociStitched	chr3	101380277	101390846	2	1101	1406.7339	952.2669
2_MV411_DMSO_8h_2_702_R1_peak_43075_lociStitched	chr7	5661685	5672251	2	4460	6679.8252	1230.939
2_MV411_DMSO_8h_2_702_R1_peak_38273_lociStitched	chr5	78539679	78550243	2	6514	5641.176	1319.4436
3_MV411_DMSO_8h_2_702_R1_peak_49692_lociStitched	chr9	131698627	131709189	3	5399	4181.4958	1122.7406
4_MV411_DMSO_8h_2_702_R1_peak_7920_lociStitched	chr11	43736218	43746777	4	3434	2524.6569	1018.9435
3_MV411_DMSO_8h_2_702_R1_peak_50965_lociStitched	chrX	131812537	131823090	3	2759	3153.2364	413.6776
3_MV411_DMSO_8h_2_702_R1_peak_40863_lociStitched	chr6	33017423	33027975	3	2567	2431.1808	1016.1576
4_MV411_DMSO_8h_2_702_R1_peak_41314_lociStitched	chr6	44051147	44061699	4	3017	4024.5328	1140.6712
2_MV411_DMSO_8h_2_702_R1_peak_221_lociStitched	chr1	8097001	8107552	2	1836	2499.5319	845.1351
2_MV411_DMSO_8h_2_702_R1_peak_4020_lociStitched	chr1	201707345	201717895	2	7362	6825.85	1338.795
3_MV411_DMSO_8h_2_702_R1_peak_26594_lociStitched	chr2	101030781	101041331	3	2035	1949.64	1061.33
MV411_DMSO_8h_2_702_R1_peak_38901	chr5	135416027	135426569	1	10543	11371.6554	996.219
3_MV411_DMSO_8h_2_702_R1_peak_49524_lociStitched	chr9	128667727	128678269	3	1267	1562.3244	965.6472
5_MV411_DMSO_8h_2_702_R1_peak_46097_lociStitched	chr8	42403525	42414064	5	6565	7372.0305	1767.3903
2_MV411_DMSO_8h_2_702_R1_peak_39923_lociStitched	chr6	424776	435314	2	1075	2047.5334	1171.8256
2_MV411_DMSO_8h_2_702_R1_peak_5392_lociStitched	chr10	26850538	26861075	2	2866	4102.0541	840.8526
3_MV411_DMSO_8h_2_702_R1_peak_4299_lociStitched	chr1	211928887	211939422	3	1583	2016.399	1064.035
2_MV411_DMSO_8h_2_702_R1_peak_33383_lociStitched	chr3	52052061	52062595	2	5995	8198.6122	1302.0024
2_MV411_DMSO_8h_2_702_R1_peak_41628_lociStitched	chr6	85565668	85576200	2	724	1298.5956	876.2624
2_MV411_DMSO_8h_2_702_R1_peak_26590_lociStitched	chr2	100571394	100581924	2	3172	3012.633	802.386
2_MV411_DMSO_8h_2_702_R1_peak_38950_lociStitched	chr5	138071200	138081728	2	1499	1620.2592	807.4976
3_MV411_DMSO_8h_2_702_R1_peak_42908_lociStitched	chr7	583838	594364	3	3095	2740.9704	1356.8014
3_MV411_DMSO_8h_2_702_R1_peak_47966_lociStitched	chr9	12688327	12698846	3	3221	2511.9372	767.887
3_MV411_DMSO_8h_2_702_R1_peak_32803_lociStitched	chr3	30603075	30613591	3	5267	8601.0364	1099.9736
4_MV411_DMSO_8h_2_702_R1_peak_15761_lociStitched	chr15	62935561	62946077	4	3076	2815.1332	1128.3668
7_MV411_DMSO_8h_2_702_R1_peak_36499_lociStitched	chr4	87009887	87020402	7	5638	3816.945	851.715
4_MV411_DMSO_8h_2_702_R1_peak_47369_lociStitched	chr8	125932684	125943193	4	2226	3749.6112	1606.8261
3_MV411_DMSO_8h_2_702_R1_peak_30468_lociStitched	chr21	21190131	21200638	3	2384	2525.8828	718.6788
3_MV411_DMSO_8h_2_702_R1_peak_38126_lociStitched	chr5	69284965	69295467	3	2840	2591.8936	867.4652
2_MV411_DMSO_8h_2_702_R1_peak_24007_lociStitched	chr19	41928035	41938536	2	1664	3851.7668	2043.4946
5_MV411_DMSO_8h_2_702_R1_peak_41446_lociStitched	chr6	54188677	54199177	5	5855	3798.9	806.4
4_MV411_DMSO_8h_2_702_R1_peak_36274_lociStitched	chr4	70944242	70954739	4	3046	2636.8464	937.3821
4_MV411_DMSO_8h_2_702_R1_peak_30492_lociStitched	chr21	25170084	25180580	4	8890	5668.8896	927.8464
2_MV411_DMSO_8h_2_702_R1_peak_39211_lociStitched	chr5	143418444	143428940	2	1371	1836.8	903.7056
2_MV411_DMSO_8h_2_702_R1_peak_49101_lociStitched	chr9	112095218	112105698	2	1904	2280.448	1038.568
2_MV411_DMSO_8h_2_702_R1_peak_37860_lociStitched	chr5	43150544	43161023	2	545	1250.1447	1074.0975
3_MV411_DMSO_8h_2_702_R1_peak_15099_lociStitched	chr15	31003968	31014445	3	891	1415.4427	951.3116
3_MV411_DMSO_8h_2_702_R1_peak_19281_lociStitched	chr17	14737174	14747650	3	3976	3219.2748	1283.31
2_MV411_DMSO_8h_2_702_R1_peak_18921_lociStitched	chr17	3630766	3641242	2	5885	6563.214	1068.552
2_MV411_DMSO_8h_2_702_R1_peak_16379_lociStitched	chr15	79900058	79910530	2	942	1556.1392	864.9872
2_MV411_DMSO_8h_2_702_R1_peak_37951_lociStitched	chr5	54727954	54738420	2	1029	1251.7336	827.8606
2_MV411_DMSO_8h_2_702_R1_peak_3857_lociStitched	chr1	188239839	188250289	2	2952	4184.18	611.325
2_MV411_DMSO_8h_2_702_R1_peak_31094_lociStitched	chr22	17788202	17798649	2	1021	1944.1867	1269.3105
3_MV411_DMSO_8h_2_702_R1_peak_16907_lociStitched	chr16	1929254	1939700	3	3774	4312.1088	1050.8676
5_MV411_DMSO_8h_2_702_R1_peak_17437_lociStitched	chr16	22189926	22200372	5	3459	3907.8486	1262.9214
2_MV411_DMSO_8h_2_702_R1_peak_18969_lociStitched	chr17	4509597	4520042	2	2412	2668.6975	1237.7325
3_MV411_DMSO_8h_2_702_R1_peak_32035_lociStitched	chr22	44541240	44551684	3	1861	2310.2128	1036.0448
3_MV411_DMSO_8h_2_702_R1_peak_14634_lociStitched	chr14	92696254	92706696	3	5771	4577.7728	1056.7304
2_MV411_DMSO_8h_2_702_R1_peak_24925_lociStitched	chr2	14862686	14873127	2	2381	2458.8555	985.6304
2_MV411_DMSO_8h_2_702_R1_peak_21058_lociStitched	chr17	75191920	75202360	2	602	1077.408	845.64
2_MV411_DMSO_8h_2_702_R1_peak_30907_lociStitched	chr21	42737623	42748061	2	2663	2827.6542	1112.6908
3_MV411_DMSO_8h_2_702_R1_peak_3507_lociStitched	chr1	171600057	171610493	3	846	1296.1512	769.1332
5_MV411_DMSO_8h_2_702_R1_peak_25962_lociStitched	chr2	64937562	64947996	5	6404	7503.0894	1327.2048
5_MV411_DMSO_8h_2_702_R1_peak_1793_lociStitched	chr1	59688827	59699258	5	8354	8636.868	830.3076
3_MV411_DMSO_8h_2_702_R1_peak_7600_lociStitched	chr11	14577459	14587889	3	2241	2396.814	890.722
2_MV411_DMSO_8h_2_702_R1_peak_47857_lociStitched	chr9	2015332	2025752	2	3878	6767.79	1070.134
3_MV411_DMSO_8h_2_702_R1_peak_6311_lociStitched	chr10	86224929	86235347	3	2866	2859.741	1177.234
4_MV411_DMSO_8h_2_702_R1_peak_47003_lociStitched	chr8	104436674	104447087	4	4100	4668.1479	1555.7022
3_MV411_DMSO_8h_2_702_R1_peak_48977_lociStitched	chr9	108614723	108625135	3	4750	4171.0472	933.9564
2_MV411_DMSO_8h_2_702_R1_peak_18862_lociStitched	chr17	1813434	1823843	2	503	1157.4808	899.3376
2_MV411_DMSO_8h_2_702_R1_peak_38615_lociStitched	chr5	113194278	113204685	2	1754	2097.0105	1219.7004
3_MV411_DMSO_8h_2_702_R1_peak_12018_lociStitched	chr12	119586015	119596421	3	6440	7079.2018	919.8904
2_MV411_DMSO_8h_2_702_R1_peak_845_lociStitched	chr1	26573996	26584401	2	4061	3309.8305	1294.382
2_MV411_DMSO_8h_2_702_R1_peak_45941_lociStitched	chr8	34771802	34782206	2	1729	2114.0928	1395.1764
3_MV411_DMSO_8h_2_702_R1_peak_21128_lociStitched	chr17	75988054	75998456	3	2962	2848.0676	912.2554
2_MV411_DMSO_8h_2_702_R1_peak_7967_lociStitched	chr11	45518479	45528873	2	3371	2680.6126	1115.2762
3_MV411_DMSO_8h_2_702_R1_peak_7876_lociStitched	chr11	35334949	35345342	3	2264	2488.0842	926.0163
4_MV411_DMSO_8h_2_702_R1_peak_11677_lociStitched	chr12	108686335	108696720	4	6090	8844.9045	1026.038
3_MV411_DMSO_8h_2_702_R1_peak_30701_lociStitched	chr21	34827224	34837605	3	2682	3149.5954	1154.3672
2_MV411_DMSO_8h_2_702_R1_peak_15205_lociStitched	chr15	39789510	39799883	2	682	1126.5078	970.9128
4_MV411_DMSO_8h_2_702_R1_peak_47566_lociStitched	chr8	133644943	133655313	4	1432	2376.804	1858.304
4_MV411_DMSO_8h_2_702_R1_peak_24870_lociStitched	chr2	10534493	10544863	4	1494	2013.854	1166.625
2_MV411_DMSO_8h_2_702_R1_peak_50248_lociStitched	chrX	23844415	23854782	2	1145	1015.966	341.0743
2_MV411_DMSO_8h_2_702_R1_peak_49901_lociStitched	chr9	137285664	137296031	2	1411	1508.3985	942.3603
5_MV411_DMSO_8h_2_702_R1_peak_34853_lociStitched	chr3	169944838	169955203	5	3293	4133.562	1172.2815
2_MV411_DMSO_8h_2_702_R1_peak_16583_lociStitched	chr15	90327104	90337468	2	1552	1777.426	1048.8368
4_MV411_DMSO_8h_2_702_R1_peak_22560_lociStitched	chr19	1498209	1508573	4	2430	3233.568	1491.3796
3_MV411_DMSO_8h_2_702_R1_peak_13151_lociStitched	chr13	75504569	75514930	3	3030	2608.8998	436.1981
2_MV411_DMSO_8h_2_702_R1_peak_46912_lociStitched	chr8	101155467	101165817	2	1219	2313.225	1707.75
2_MV411_DMSO_8h_2_702_R1_peak_513_lociStitched	chr1	17181902	17192251	2	1429	1685.8521	1089.7497
2_MV411_DMSO_8h_2_702_R1_peak_23427_lociStitched	chr19	17969693	17980040	2	841	2320.8321	1698.9774
2_MV411_DMSO_8h_2_702_R1_peak_44245_lociStitched	chr7	90178603	90188947	2	777	1083.0168	515.1312
2_MV411_DMSO_8h_2_702_R1_peak_17254_lociStitched	chr16	15007147	15017491	2	623	2047.0776	1308.516
3_MV411_DMSO_8h_2_702_R1_peak_9736_lociStitched	chr11	133659425	133669762	3	1058	1545.3815	1008.8912
3_MV411_DMSO_8h_2_702_R1_peak_42098_lociStitched	chr6	128303040	128313366	3	3605	3382.7976	777.5478
2_MV411_DMSO_8h_2_702_R1_peak_48204_lociStitched	chr9	34508240	34518566	2	1040	1396.0752	1169.9358
2_MV411_DMSO_8h_2_702_R1_peak_10974_lociStitched	chr12	56931603	56941926	2	2345	2479.5846	950.7483
2_MV411_DMSO_8h_2_702_R1_peak_38767_lociStitched	chr5	130540379	130550699	2	1455	1610.952	1185.768
2_MV411_DMSO_8h_2_702_R1_peak_38871_lociStitched	chr5	134762562	134772881	2	1693	1525.1482	897.753
2_MV411_DMSO_8h_2_702_R1_peak_7236_lociStitched	chr11	578601	588915	2	2210	2983.8402	1205.7066
2_MV411_DMSO_8h_2_702_R1_peak_9587_lociStitched	chr11	124329695	124340005	2	926	1190.805	736.134
5_MV411_DMSO_8h_2_702_R1_peak_49138_lociStitched	chr9	112884197	112894498	5	2220	2390.8621	1227.8792
MV411_DMSO_8h_2_702_R1_peak_38903	chr5	135431979	135442278	1	10300	10183.6512	1138.0395
2_MV411_DMSO_8h_2_702_R1_peak_30349_lociStitched	chr20	63821513	63831807	2	2135	2452.0308	1016.0178
3_MV411_DMSO_8h_2_702_R1_peak_3699_lociStitched	chr1	182143574	182153866	3	8695	13243.7456	1156.8208
2_MV411_DMSO_8h_2_702_R1_peak_18927_lociStitched	chr17	3710741	3721031	2	2209	2921.331	1046.493
2_MV411_DMSO_8h_2_702_R1_peak_42870_lociStitched	chr6	169912056	169922346	2	1838	1860.432	1006.362
5_MV411_DMSO_8h_2_702_R1_peak_46173_lociStitched	chr8	47593726	47604012	5	7275	10715.9548	1468.8408
5_MV411_DMSO_8h_2_702_R1_peak_33548_lociStitched	chr3	57950032	57960315	5	5628	6097.819	1215.4506
2_MV411_DMSO_8h_2_702_R1_peak_37159_lociStitched	chr4	165247921	165258202	2	4013	5357.4291	555.174
2_MV411_DMSO_8h_2_702_R1_peak_46315_lociStitched	chr8	58145524	58155804	2	1725	3379.036	1784.608
2_MV411_DMSO_8h_2_702_R1_peak_20224_lociStitched	chr17	45146654	45156932	2	5346	9548.262	1153.1916
2_MV411_DMSO_8h_2_702_R1_peak_44611_lociStitched	chr7	106862402	106872678	2	7734	6827.3744	978.2752
4_MV411_DMSO_8h_2_702_R1_peak_5698_lociStitched	chr10	50316937	50327211	4	4276	3349.324	943.1532
3_MV411_DMSO_8h_2_702_R1_peak_15918_lociStitched	chr15	66832806	66843080	3	2061	2395.8968	1273.976
2_MV411_DMSO_8h_2_702_R1_peak_23430_lociStitched	chr19	18021590	18031861	2	3688	5456.9823	1716.2841
2_MV411_DMSO_8h_2_702_R1_peak_21324_lociStitched	chr17	80254499	80264770	2	3732	4366.2021	1314.688
2_MV411_DMSO_8h_2_702_R1_peak_18912_lociStitched	chr17	3039823	3050089	2	1908	2077.8384	1022.4936
3_MV411_DMSO_8h_2_702_R1_peak_15125_lociStitched	chr15	31433704	31443966	3	3983	4914.4718	1087.772
3_MV411_DMSO_8h_2_702_R1_peak_5665_lociStitched	chr10	48704585	48714842	3	1382	1816.5147	1020.5715
3_MV411_DMSO_8h_2_702_R1_peak_2086_lociStitched	chr1	87820489	87830738	3	2369	2429.013	773.7995
3_MV411_DMSO_8h_2_702_R1_peak_44349_lociStitched	chr7	98276166	98286413	3	3919	3725.8092	1005.2307
3_MV411_DMSO_8h_2_702_R1_peak_34233_lociStitched	chr3	127298249	127308495	3	2905	2550.2294	1242.8398
2_MV411_DMSO_8h_2_702_R1_peak_13953_lociStitched	chr14	61552145	61562390	2	2536	2966.952	1126.95
2_MV411_DMSO_8h_2_702_R1_peak_3298_lociStitched	chr1	160565576	160575819	2	1531	1867.2989	1041.7131
2_MV411_DMSO_8h_2_702_R1_peak_26571_lociStitched	chr2	100062120	100072361	2	1425	2053.3205	1041.5097
2_MV411_DMSO_8h_2_702_R1_peak_46563_lociStitched	chr8	76572072	76582312	2	5237	6590.464	1416.192
3_MV411_DMSO_8h_2_702_R1_peak_49784_lociStitched	chr9	134365502	134375739	3	7888	16163.1993	1357.4262
2_MV411_DMSO_8h_2_702_R1_peak_30674_lociStitched	chr21	33968066	33978302	2	4047	5763.8916	1088.0868
3_MV411_DMSO_8h_2_702_R1_peak_2357_lociStitched	chr1	104459363	104469592	3	6546	5306.8052	969.7092
5_MV411_DMSO_8h_2_702_R1_peak_8434_lociStitched	chr11	64654226	64664455	5	4046	3508.547	1122.1213
2_MV411_DMSO_8h_2_702_R1_peak_611_lociStitched	chr1	21091206	21101433	2	3546	3530.3604	909.1803
3_MV411_DMSO_8h_2_702_R1_peak_8699_lociStitched	chr11	69530134	69540359	3	1706	2068.5175	1278.125
2_MV411_DMSO_8h_2_702_R1_peak_10654_lociStitched	chr12	49161336	49171560	2	562	1011.1536	1058.184
3_MV411_DMSO_8h_2_702_R1_peak_3228_lociStitched	chr1	156795017	156805236	3	3421	3768.7672	1347.8861
2_MV411_DMSO_8h_2_702_R1_peak_29193_lociStitched	chr20	20019896	20030114	2	816	1797.3462	1097.4132
3_MV411_DMSO_8h_2_702_R1_peak_42462_lociStitched	chr6	148502311	148512526	3	2939	3456.756	1016.3925
2_MV411_DMSO_8h_2_702_R1_peak_33636_lociStitched	chr3	66991322	67001534	2	5205	4858.8696	965.034
2_MV411_DMSO_8h_2_702_R1_peak_27892_lociStitched	chr2	201404433	201414644	2	3351	2663.0288	865.8928
2_MV411_DMSO_8h_2_702_R1_peak_48002_lociStitched	chr9	18383862	18394067	2	780	1449.11	797.0105
4_MV411_DMSO_8h_2_702_R1_peak_25541_lociStitched	chr2	43325531	43335735	4	7226	6009.1356	903.054
2_MV411_DMSO_8h_2_702_R1_peak_2739_lociStitched	chr1	143719697	143729901	2	2342	2277.5328	338.7728
3_MV411_DMSO_8h_2_702_R1_peak_12464_lociStitched	chr13	22111743	22121946	3	5149	9015.3708	1597.7898
2_MV411_DMSO_8h_2_702_R1_peak_3372_lociStitched	chr1	161611827	161622026	2	1749	1357.4869	598.6813
2_MV411_DMSO_8h_2_702_R1_peak_47616_lociStitched	chr8	140228904	140239100	2	609	2074.886	1519.204
4_MV411_DMSO_8h_2_702_R1_peak_38983_lociStitched	chr5	139140230	139150425	4	1307	1593.4785	1011.344
2_MV411_DMSO_8h_2_702_R1_peak_18292_lociStitched	chr16	70423601	70433793	2	6802	7594.0592	1069.1408
2_MV411_DMSO_8h_2_702_R1_peak_16516_lociStitched	chr15	88632105	88642297	2	3896	4523.2096	1117.0432
2_MV411_DMSO_8h_2_702_R1_peak_25063_lociStitched	chr2	25556957	25567143	2	2823	3650.6624	1084.809
4_MV411_DMSO_8h_2_702_R1_peak_32222_lociStitched	chr22	50684287	50694473	4	3602	3939.9448	820.9916
3_MV411_DMSO_8h_2_702_R1_peak_7858_lociStitched	chr11	35138762	35148947	3	7786	9146.13	992.019
3_MV411_DMSO_8h_2_702_R1_peak_28024_lociStitched	chr2	211228081	211238263	3	2730	2175.8934	870.561
3_MV411_DMSO_8h_2_702_R1_peak_19293_lociStitched	chr17	15645550	15655731	3	6492	5997.6271	1063.9145
2_MV411_DMSO_8h_2_702_R1_peak_36094_lociStitched	chr4	47655125	47665301	2	448	1082.7264	964.6848
5_MV411_DMSO_8h_2_702_R1_peak_26852_lociStitched	chr2	113690659	113700834	5	3836	4242.975	854.7
2_MV411_DMSO_8h_2_702_R1_peak_22132_lociStitched	chr18	55988160	55998334	2	2769	2505.8562	1009.2608
5_MV411_DMSO_8h_2_702_R1_peak_20877_lociStitched	chr17	67431166	67441340	5	3301	2668.6402	1023.5044
4_MV411_DMSO_8h_2_702_R1_peak_10711_lociStitched	chr12	50507657	50517829	4	2869	2818.6612	1051.7848
2_MV411_DMSO_8h_2_702_R1_peak_10673_lociStitched	chr12	49661319	49671485	2	4412	5449.9926	1253.4678
4_MV411_DMSO_8h_2_702_R1_peak_31707_lociStitched	chr22	37626970	37637134	4	4894	4764.8832	1276.5984
2_MV411_DMSO_8h_2_702_R1_peak_45794_lociStitched	chr8	27274558	27284721	2	1065	2236.8763	1367.9398
2_MV411_DMSO_8h_2_702_R1_peak_11074_lociStitched	chr12	64583429	64593586	2	1185	1501.2046	879.5962
2_MV411_DMSO_8h_2_702_R1_peak_4562_lociStitched	chr1	226717506	226727660	2	1802	2159.7558	953.4606
2_MV411_DMSO_8h_2_702_R1_peak_3592_lociStitched	chr1	178192084	178202234	2	1497	1512.35	971.355
3_MV411_DMSO_8h_2_702_R1_peak_46954_lociStitched	chr8	102367340	102377490	3	2656	4984.665	1738.695
2_MV411_DMSO_8h_2_702_R1_peak_46983_lociStitched	chr8	103406441	103416591	2	5128	8504.685	1389.535
4_MV411_DMSO_8h_2_702_R1_peak_45177_lociStitched	chr7	151008369	151018517	4	2889	2798.8184	1167.02
3_MV411_DMSO_8h_2_702_R1_peak_2352_lociStitched	chr1	104380364	104390511	3	3218	3223.7019	954.8327
2_MV411_DMSO_8h_2_702_R1_peak_48859_lociStitched	chr9	100209390	100219535	2	1050	1264.067	851.1655
2_MV411_DMSO_8h_2_702_R1_peak_7677_lociStitched	chr11	18314725	18324862	2	5474	8359.9839	1073.5083
2_MV411_DMSO_8h_2_702_R1_peak_29645_lociStitched	chr20	38143440	38153569	2	3800	4927.7585	1144.577
2_MV411_DMSO_8h_2_702_R1_peak_40343_lociStitched	chr6	14966159	14976286	2	2983	3023.9222	997.5095
4_MV411_DMSO_8h_2_702_R1_peak_36504_lociStitched	chr4	87044930	87055051	4	5842	4423.8891	1108.2495
2_MV411_DMSO_8h_2_702_R1_peak_39458_lociStitched	chr5	159763696	159773816	2	1537	1747.724	779.24
2_MV411_DMSO_8h_2_702_R1_peak_21697_lociStitched	chr18	11946108	11956227	2	3146	3276.5322	966.3645
2_MV411_DMSO_8h_2_702_R1_peak_47637_lociStitched	chr8	140781448	140791564	2	1680	2497.6404	1487.052
4_MV411_DMSO_8h_2_702_R1_peak_10959_lociStitched	chr12	56565358	56575469	4	5824	5287.0419	1130.4098
2_MV411_DMSO_8h_2_702_R1_peak_15130_lociStitched	chr15	32458339	32468447	2	911	884.45	0.0
