GENE,mr371-MV411-IRF2BP2-dTAG-DMSO_3h-r1_tcount,mr372-MV411-IRF2BP2-dTAG-DMSO_3h-r2_tcount,mr373-MV411-IRF2BP2-dTAG-DMSO_3h-r3_tcount,mr374-MV411-IRF2BP2-dTAG-DMSO_3h-r4_tcount,mr375-MV411-IRF2BP2-dTAG-VHL_3h-r1_tcount,mr376-MV411-IRF2BP2-dTAG-VHL_3h-r2_tcount,mr377-MV411-IRF2BP2-dTAG-VHL_3h-r3_tcount,mr378-MV411-IRF2BP2-dTAG-VHL_3h-r4_tcount,mr379-MV411-IRF2BP2-dTAG-DMSO_6h-r1_tcount,mr380-MV411-IRF2BP2-dTAG-DMSO_6h-r2_tcount,mr381-MV411-IRF2BP2-dTAG-DMSO_6h-r3_tcount,mr382-MV411-IRF2BP2-dTAG-DMSO_6h-r4_tcount,mr383-MV411-IRF2BP2-dTAG-VHL_6h-r1_tcount,mr384-MV411-IRF2BP2-dTAG-VHL_6h-r2_tcount,mr385-MV411-IRF2BP2-dTAG-VHL_6h-r3_tcount,mr386-MV411-IRF2BP2-dTAG-VHL_6h-r4_tcount
RAB11A,180,116,38,19,17,14,15,14,18,14,8,3,11,6,17,7
RIPK2,8,3,3,2,5,0,0,0,2,1,1,1,0,0,0,0
TNFRSF6B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADD,140,78,47,32,22,24,24,6,16,24,3,19,12,11,40,12
SNAP23,147,95,127,82,106,81,67,41,69,99,74,73,59,62,48,75
NAPG,160,100,38,27,12,17,16,10,7,14,13,7,9,6,17,3
NAPA,69,55,22,23,5,16,16,6,11,7,2,5,4,3,15,5
MTMR1,34,15,5,7,2,6,2,1,4,1,0,1,1,0,1,1
SIGLEC5,16,14,2,1,0,1,4,0,4,2,2,1,0,0,1,0
RIOK3,188,144,48,22,22,28,28,15,13,26,10,13,23,16,20,4
FPGT,17,3,3,5,6,4,3,0,4,3,3,0,1,3,3,1
TNFRSF11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF10D,331,237,87,54,14,53,35,16,41,53,23,14,15,12,25,7
TNFRSF10C,7,4,1,1,0,0,2,1,1,0,0,0,0,0,0,0
TNFRSF10B,193,164,72,41,22,55,45,17,17,31,13,11,7,9,30,2
TNFRSF10A,34,35,5,14,8,6,5,8,5,5,1,0,2,1,8,3
DYRK4,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1
PEX11B,98,70,30,15,10,10,17,6,6,11,5,4,10,3,10,5
PEX11A,9,6,1,0,0,4,0,1,0,3,0,0,0,0,0,0
SUCLG2,45,28,13,10,5,4,4,4,7,8,4,5,2,0,6,2
SUCLG1,12,9,4,2,3,3,2,0,5,4,3,3,0,2,4,0
SUCLA2,9,4,6,3,0,0,0,0,0,1,0,0,1,1,0,0
CREG1,154,87,42,21,15,23,20,8,20,15,11,8,12,12,23,8
TRIM24,158,111,36,24,30,18,21,17,12,26,22,12,7,5,9,10
CCNK,111,66,27,23,11,20,16,7,19,8,7,3,11,6,15,8
DPM1,79,74,24,18,14,23,13,7,8,20,8,12,13,10,12,6
CDKL1,13,6,0,3,1,0,5,1,1,0,3,0,0,3,4,0
BANF1,106,67,50,21,15,16,34,18,16,17,9,11,16,8,22,5
DCAF5,246,201,76,43,38,39,49,22,19,41,20,28,29,12,51,24
FGF18,8,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0
DPM2,39,41,23,20,6,9,12,6,8,13,5,0,8,10,22,5
SAP30,9,9,2,2,1,2,0,1,0,6,1,2,0,0,1,2
HESX1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CES2,135,123,53,25,16,28,23,17,12,18,10,13,20,20,30,20
IQGAP1,326,240,61,46,39,44,48,26,27,30,21,22,23,23,30,12
NRP2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NRP1,262,185,79,49,33,52,49,19,58,42,17,26,33,23,47,8
SYNGAP1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
CD84,21,14,2,1,1,3,1,1,1,0,2,0,0,0,0,0
GMPS,10,6,2,3,2,1,0,0,0,1,0,0,0,0,0,0
TMEM11,352,241,121,72,64,81,104,38,49,69,28,31,37,33,53,39
SOCS2,97,75,29,15,19,13,15,5,5,15,7,3,5,8,5,6
GGH,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CFLAR,836,674,302,199,112,141,143,77,120,138,60,67,69,48,139,34
HDAC3,104,65,16,26,14,24,25,6,20,21,8,9,6,10,16,7
KSR1,32,23,9,5,5,13,12,1,6,4,3,0,6,2,6,1
ALKBH1,81,46,26,18,7,9,8,3,10,9,7,4,4,5,16,6
DLEU2,42,40,11,12,5,5,6,3,2,9,4,0,2,2,2,6
TSC22D1,10,0,6,2,2,0,0,0,2,4,2,5,5,0,7,0
KAT2B,27,16,5,3,2,3,1,6,0,2,2,2,2,1,1,0
CDK5R1,208,126,43,46,26,38,32,19,33,43,15,12,8,9,20,5
ASAP2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH1A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR1I2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LDB1,209,173,67,55,36,56,58,33,26,46,19,13,19,16,45,9
APLN,3,3,4,0,0,1,0,0,2,0,0,0,0,0,0,0
PER3,6,7,0,0,0,2,0,1,0,0,0,0,0,1,0,3
PER2,154,112,42,23,15,23,20,12,16,18,9,9,14,8,12,2
SYNJ1,156,120,46,19,17,22,24,19,25,16,4,9,16,12,11,5
ST3GAL5,2,2,1,0,0,0,0,0,2,0,0,0,0,1,1,1
SYNJ2,154,88,34,27,17,20,16,20,10,15,11,5,10,8,13,5
CDC123,21,9,5,9,5,6,8,3,1,8,1,1,1,2,2,1
ARHGEF7,95,74,35,11,18,18,14,7,18,23,4,9,3,7,23,5
VNN2,2,4,1,1,0,1,3,0,1,1,0,0,0,0,2,0
SPHK1,12,11,4,0,1,4,2,1,2,0,0,1,1,0,1,1
SQSTM1,120,58,26,17,13,16,17,12,12,18,5,3,3,7,16,10
SGPL1,100,85,31,23,13,24,18,11,13,12,7,8,6,5,14,2
FUBP1,299,290,141,91,65,90,53,50,40,23,22,15,30,13,42,6
CDC16,18,19,11,7,2,8,7,2,3,3,2,4,1,1,6,2
ZPR1,160,119,42,34,24,23,28,11,15,22,11,6,11,16,18,17
NAE1,16,8,2,0,0,0,0,1,3,2,0,0,1,1,2,3
SLC5A6,241,185,108,69,42,71,59,46,30,36,22,20,25,18,33,20
DDX18,284,178,86,52,38,28,32,20,32,38,24,27,20,20,37,6
TAX1BP1,36,23,9,4,5,5,7,1,1,7,2,4,2,2,3,3
MCM3AP,8,8,0,2,1,7,3,0,0,5,0,0,0,1,2,0
EIF2B4,4,1,5,3,0,0,1,1,0,1,0,1,1,0,2,0
EIF2B3,7,8,4,1,1,2,2,0,2,4,0,1,2,1,3,0
EIF2B2,15,14,9,3,5,3,2,2,5,3,3,2,6,0,7,1
EIF2B5,47,50,22,21,8,18,16,9,12,20,5,3,7,7,23,3
EIF2S2,109,64,41,19,18,19,23,14,13,27,11,16,26,10,23,21
CPNE3,3,3,2,0,1,0,0,0,0,2,0,3,0,3,1,0
BUD31,12,12,5,2,6,1,5,2,3,7,0,3,3,1,2,1
MTMR3,142,106,48,32,23,12,26,15,13,21,8,5,6,4,20,4
MTMR2,62,35,24,8,9,6,4,4,4,7,4,2,2,3,7,5
PRPF4B,232,152,52,32,34,24,38,15,23,24,13,8,24,10,32,4
CCNA1,39,18,12,3,6,8,7,4,5,6,1,2,7,9,7,8
CPNE1,113,97,38,22,7,19,18,9,6,11,4,4,8,12,20,3
AP1S2,39,43,5,3,4,2,1,0,4,5,2,5,1,0,3,0
AP1G2,0,0,2,0,2,0,0,1,0,0,2,0,1,0,1,1
AP1M1,76,49,24,27,8,14,16,16,6,9,1,0,17,4,13,7
CACNA1I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIMELESS,71,44,13,13,9,6,11,5,6,9,15,6,6,4,22,6
BCL10,84,67,24,12,22,7,6,4,5,11,16,12,6,2,4,9
HERC3,20,14,5,2,2,3,0,5,0,2,0,1,0,0,2,3
HERC1,40,11,7,15,13,5,4,1,3,7,3,5,7,3,2,5
SNURF,14,7,5,6,1,1,1,0,1,3,1,0,1,0,1,1
BSN,5,6,0,0,0,2,2,0,1,1,2,0,1,2,3,0
FOXH1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MBD4,139,81,23,21,1,10,12,9,11,20,15,11,5,5,8,6
MBD2,98,52,26,15,10,16,14,1,9,11,6,3,6,11,15,6
RAB29,81,48,25,11,4,12,4,7,1,10,2,5,10,2,7,1
SKAP2,62,34,18,8,3,5,7,9,7,4,8,7,6,6,10,11
WASF1,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BAIAP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FUBP3,75,37,19,11,8,9,10,4,4,1,5,4,4,3,4,2
CDK5R2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KYNU,4,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0
AP3D1,182,130,66,36,33,42,34,10,22,23,12,11,22,17,29,21
SNORD73A,65,42,26,13,8,23,17,8,22,24,13,12,12,1,17,9
BTRC,61,40,20,10,10,14,9,6,6,9,2,6,5,3,13,3
H2AC11,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
H2BC11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1-10,122,76,48,28,26,62,41,28,35,39,17,20,16,6,30,14
CHRNA6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
USP13,160,157,61,25,17,20,28,10,25,27,8,14,13,7,18,8
WASL,62,68,15,9,7,5,3,3,7,8,4,10,3,1,3,2
PLOD3,7,4,0,2,6,4,3,0,1,2,0,0,4,0,1,0
RPS6KA4,103,61,33,11,13,32,26,10,14,9,7,6,11,16,14,9
STBD1,10,11,3,2,0,2,4,0,0,0,1,0,1,1,4,0
ATP6V0E1,127,85,56,35,15,17,34,15,19,30,10,13,5,18,23,3
LIMD1,195,181,77,50,34,36,47,24,36,13,7,19,21,11,46,8
NOL3,9,2,2,2,1,0,5,2,1,0,1,3,1,0,1,3
F2RL3,305,203,91,67,17,48,37,16,19,14,9,6,7,5,10,4
TAF1C,38,26,14,9,7,4,18,9,6,4,1,6,8,7,12,2
TAF1B,26,15,0,3,0,1,5,1,2,1,0,1,3,0,0,1
TAF1A,7,9,0,1,0,0,3,2,1,0,0,0,3,0,2,0
SLC25A14,14,7,4,3,0,2,4,1,1,1,0,1,0,1,3,1
MPZL1,50,39,27,12,2,10,15,3,6,8,1,5,4,6,9,6
MAP3K14,96,69,38,31,18,23,30,21,20,17,12,7,25,14,38,12
SOCS3,328,234,109,72,63,88,110,46,146,165,53,56,101,73,152,34
RNF8,30,28,20,20,5,8,7,2,7,13,6,1,3,1,4,9
HIP1R,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RHBDL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAZ1B,318,243,95,58,36,63,49,25,35,61,14,23,29,34,41,22
UBA3,68,64,26,13,7,10,11,1,6,10,4,4,4,4,6,0
UBE2M,96,69,28,23,16,17,23,12,9,14,11,9,11,11,19,15
SPAG9,227,164,67,36,30,26,35,19,12,23,13,7,9,9,15,6
BTAF1,165,118,38,16,8,16,27,10,16,21,11,10,7,10,15,5
RPL14,24,11,8,10,3,8,3,2,11,3,2,2,2,4,8,4
DOK2,133,71,36,27,24,16,27,18,12,21,2,6,8,14,26,8
SH2D2A,0,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0
ARTN,10,11,14,10,5,4,14,2,1,1,0,2,0,2,7,3
AIP,12,4,8,8,5,9,7,0,6,6,0,2,2,1,8,2
PSTPIP2,19,11,11,4,0,2,4,0,1,3,3,1,1,0,3,0
PSTPIP1,1,2,0,0,0,0,2,0,0,0,0,0,3,0,1,0
NFS1,97,77,26,24,5,10,18,5,14,8,4,5,9,5,11,8
PRC1,323,210,77,70,23,49,50,20,51,61,20,28,19,36,33,8
SLC7A7,7,3,1,1,1,1,1,2,0,1,0,0,0,0,1,0
SLC7A6,434,360,146,80,54,62,80,41,29,39,21,22,33,25,52,9
PAPSS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAPSS1,3,5,4,0,0,0,0,0,2,0,0,1,0,0,1,2
PIAS2,68,45,21,16,6,6,1,3,6,5,1,3,5,4,3,5
MAP3K6,1,4,2,0,0,0,1,1,0,0,0,0,1,0,0,0
SYT7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLDN12,287,184,88,31,35,45,29,17,30,34,20,11,32,16,8,5
ASH2L,125,77,31,19,18,16,21,6,15,9,6,10,11,8,17,9
EIF1AY,7,6,1,1,2,0,0,1,2,2,0,0,1,0,1,1
TMSB4Y,5,4,0,0,1,0,1,0,0,0,1,0,0,1,2,0
PKMYT1,23,22,10,11,6,12,8,2,3,3,2,4,2,8,8,0
PIGQ,5,5,2,3,0,1,1,0,0,0,0,0,0,0,1,1
SART1,5,16,4,0,3,4,7,2,1,3,2,1,1,2,0,1
DNAJA3,3,4,0,0,1,2,2,1,0,1,0,0,0,0,1,0
UNC119,36,22,8,11,3,7,7,2,6,3,0,4,5,1,10,2
TBX19,5,7,2,0,2,3,1,0,4,2,1,1,1,0,2,1
USP14,137,110,30,18,16,31,32,10,7,15,16,7,6,11,12,10
USP6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP2,38,23,16,6,7,21,9,6,3,3,2,2,2,3,14,1
USP10,130,86,31,37,9,18,13,10,10,14,14,10,10,8,21,3
USP8,133,99,22,25,12,14,10,11,14,15,10,11,12,6,16,6
9103,3,3,2,2,0,1,0,0,4,0,0,0,1,0,6,0
MTMR6,147,89,34,19,14,10,21,8,4,9,11,13,18,9,9,5
MTMR7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MTMR4,150,95,48,36,19,30,19,6,22,26,14,16,23,16,24,11
NMI,12,20,1,1,2,4,7,1,2,1,1,0,0,3,1,5
MTA1,112,97,27,20,16,37,26,5,6,9,8,6,8,10,21,3
LATS1,711,482,200,132,84,125,104,56,55,66,23,21,31,27,68,14
ATP6V0D1,28,21,9,9,8,12,13,4,4,9,3,6,6,4,11,5
SEC22C,128,74,36,22,12,19,19,11,17,10,9,6,11,8,15,2
SLC16A6,16,13,2,1,2,0,3,0,1,2,0,1,0,1,0,0
SLC16A5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
SLC16A4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SLC16A3,261,202,101,66,72,81,87,47,24,29,19,27,40,18,55,24
PDLIM1,73,48,22,15,9,19,21,10,12,19,5,4,6,3,8,6
CNOT9,522,403,153,111,77,102,102,51,61,72,23,21,35,31,83,25
SMC3,37,26,10,1,6,2,4,6,2,1,1,4,2,1,3,2
P2RX6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRPF4,253,177,72,42,32,20,35,26,30,50,20,15,32,10,39,9
PRPF3,36,35,12,11,5,8,13,9,3,6,4,4,1,2,3,9
FAM50A,4,0,0,2,2,2,1,1,1,0,0,0,1,0,0,0
AIFM1,70,48,27,13,8,15,17,11,15,14,7,7,9,7,17,6
KCNQ4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNB2,33,11,17,8,1,2,8,2,4,11,0,1,3,1,4,0
CCNE2,304,219,78,69,51,39,33,19,26,17,15,12,8,16,12,4
RABEP1,262,222,78,45,38,39,56,45,18,32,16,25,26,23,33,7
RRP9,15,9,5,2,2,5,6,3,3,2,1,0,2,3,3,1
ARHGEF1,18,20,6,6,4,3,9,3,1,7,2,0,2,5,8,1
CBFA2T2,129,92,38,26,11,21,26,14,15,25,8,4,19,12,26,8
ATG12,287,190,87,33,35,32,48,19,26,21,27,15,27,16,38,18
PDCD5,26,21,9,5,6,2,3,2,4,1,1,1,3,1,1,0
SYNGR2,84,64,31,26,21,30,37,18,13,19,2,7,15,6,24,8
SYNGR1,34,33,27,11,4,4,8,2,5,2,0,0,4,5,7,1
HGS,55,41,24,24,13,22,22,8,6,11,2,5,6,11,14,6
NEMF,70,54,13,11,8,4,3,6,2,6,3,3,5,4,5,3
DYRK1B,9,6,3,2,1,2,2,5,1,1,0,2,3,4,0,0
CTDP1,61,39,19,5,8,13,19,8,8,12,5,7,10,4,11,7
EXO1,36,21,9,11,8,0,10,0,5,4,0,3,7,4,8,6
FIBP,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0
PCSK7,41,30,16,17,4,9,10,7,5,7,7,5,6,1,7,5
EBAG9,113,74,18,28,9,13,13,8,12,10,16,7,16,16,15,7
COX7A2L,120,76,31,16,14,20,9,9,13,8,10,6,7,4,16,4
TMSB10,291,176,152,109,88,150,152,66,57,77,35,34,46,40,83,44
SCAF11,282,171,84,33,39,35,40,20,27,16,11,18,28,18,37,8
LPAR2,55,34,13,22,5,9,11,9,3,7,4,1,5,1,9,3
MYOM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAP3K13,7,3,1,1,0,5,3,2,1,0,1,2,4,2,5,1
AP4M1,7,8,3,2,2,6,0,4,2,2,1,2,2,2,0,1
ARHGEF2,599,496,194,152,74,124,132,63,76,112,43,43,37,49,80,38
ZW10,35,18,5,8,4,3,1,1,3,5,0,1,0,1,3,1
BUB3,513,357,105,75,57,57,59,31,38,66,41,33,31,22,39,23
REPS2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SLC24A1,10,7,1,0,2,1,1,0,2,2,0,0,0,0,1,1
DDX21,1501,1063,337,200,188,177,185,119,146,155,98,80,110,68,153,61
ZBED1,201,143,60,45,21,32,26,22,21,28,16,14,27,18,32,9
DEDD,113,99,39,27,12,26,16,15,15,12,6,14,12,3,18,7
KCNAB3,7,7,6,4,2,1,3,4,1,0,0,0,0,1,1,1
SLC33A1,64,51,14,13,13,9,7,4,8,10,8,6,11,8,7,5
ZMYM4,163,119,42,33,16,19,28,8,15,19,10,10,23,11,15,4
ZMYM3,59,37,38,18,6,11,10,4,4,7,3,4,5,5,4,3
ZMYM6,2,5,1,0,1,3,1,0,0,0,0,0,1,0,0,1
ZMYM5,61,47,14,7,3,5,10,2,5,5,1,3,3,2,4,0
LRRFIP1,210,146,51,48,56,62,52,23,18,22,10,12,27,32,34,16
LRRFIP2,41,37,15,6,7,4,9,2,3,6,2,1,1,3,6,3
AURKB,351,319,142,98,38,85,95,48,70,90,28,17,47,30,79,23
XPR1,89,82,24,22,13,12,11,8,15,14,11,9,12,11,9,1
FCMR,8,4,5,0,4,4,1,3,0,1,1,1,3,9,6,0
LARGE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAPB,258,198,65,50,32,34,38,27,26,18,12,16,14,11,24,13
VAPA,399,201,84,41,44,51,46,21,27,54,34,31,39,23,39,20
MTA2,128,97,61,28,19,30,52,18,27,37,13,13,14,14,32,5
TIAF1,8,6,5,6,2,1,4,2,5,0,0,1,5,3,6,1
NOLC1,732,523,219,127,99,132,140,69,77,105,69,62,57,48,92,39
MAGI1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
RAB11B,53,43,21,13,8,14,21,11,8,9,5,3,5,4,9,6
DLG5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTTG1,6,3,1,0,0,1,2,0,1,0,0,1,0,0,0,0
IL32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCPG1,161,132,31,15,15,23,21,12,10,12,20,10,12,9,14,5
TBRG4,43,21,13,13,13,14,15,12,10,14,6,5,9,2,16,13
PNMA1,106,67,33,13,11,28,19,16,11,10,16,8,11,11,15,13
NOG,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CRLF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBE2L6,17,11,12,6,0,6,6,3,5,4,6,2,11,1,3,5
DHRS3,14,12,8,4,3,3,4,0,0,2,1,1,2,2,1,0
RPS6KA5,54,37,8,4,5,4,6,6,4,7,7,8,7,5,5,1
NUMBL,72,83,39,26,13,29,25,8,9,14,3,8,10,10,18,5
CACNA2D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIMP1,119,90,29,19,6,25,15,6,7,20,14,6,6,3,10,6
TSPOAP1,90,54,39,14,7,12,17,16,18,15,9,7,5,4,18,3
MFHAS1,194,133,49,31,25,35,23,12,24,24,13,14,24,17,30,4
PDLIM7,248,206,116,63,50,96,83,45,29,34,9,17,17,15,57,13
MAPKAPK2,361,251,94,80,54,83,92,38,56,71,26,30,38,27,70,18
STK17B,480,352,110,75,53,67,68,47,72,100,44,67,89,59,117,36
STK17A,77,66,25,8,12,8,12,6,6,14,1,2,5,6,12,1
CYTH3,67,52,11,13,7,16,15,6,8,11,2,6,6,3,5,5
CYTH2,135,103,50,18,15,19,22,9,16,24,3,8,6,11,20,2
CYTH1,91,70,25,13,22,27,16,12,10,8,8,5,3,6,14,6
ITGB1BP1,82,67,34,23,9,11,15,8,6,7,2,9,5,5,9,3
BCL7C,5,3,3,7,0,0,1,0,0,1,0,0,0,1,2,0
BCL7B,260,167,72,62,61,66,81,43,42,43,32,12,25,23,65,17
COPB2,515,376,168,108,57,83,76,54,49,43,30,29,27,26,63,8
MED14,78,61,11,10,7,6,15,1,2,9,3,6,3,2,9,0
ADGRG1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GPR55,5,4,0,0,1,1,2,0,3,6,0,1,1,1,1,0
S1PR2,150,97,50,19,19,36,28,21,12,14,8,3,9,9,16,3
SRSF11,282,186,66,31,35,28,35,17,36,28,14,12,21,20,28,7
ATP6V1F,19,25,10,9,2,8,8,3,6,3,4,1,0,5,6,6
9297,139,106,36,14,13,21,19,18,27,35,14,9,14,5,23,4
9298,109,81,39,24,26,36,22,4,51,52,19,25,25,15,21,1
SNORD30,54,53,14,9,4,8,13,5,8,24,5,2,2,6,5,0
SNORD28,70,45,18,19,9,16,6,5,11,10,6,5,9,4,6,0
SNORD27,161,102,58,20,26,33,34,15,28,47,10,18,12,14,35,1
SNORD26,109,81,36,25,17,23,23,13,32,38,9,13,18,18,23,0
SNORD25,52,51,25,17,9,8,24,12,18,25,11,9,15,7,9,3
SNORD22,511,401,170,93,67,107,98,53,152,207,69,72,69,71,134,31
SOCS6,65,52,14,13,5,3,3,6,5,6,4,10,9,12,11,5
CD83,29,18,12,10,5,9,14,1,8,6,2,2,10,8,16,6
ZNF235,15,13,2,3,3,1,4,0,0,1,2,2,2,0,3,0
ASIC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLF4,26,11,12,0,0,3,3,1,12,23,14,12,6,9,20,4
NREP,47,28,17,12,3,3,2,3,5,2,2,5,4,3,6,1
PTER,46,43,14,5,4,6,10,6,5,2,1,3,1,4,2,2
COPS2,274,178,68,52,38,47,48,22,25,35,39,17,34,22,21,20
TRIP13,280,206,79,41,26,48,52,26,36,38,30,23,27,28,54,14
TRIP12,183,141,56,20,35,23,25,15,21,17,9,8,10,13,27,7
TRIP11,45,41,13,7,8,4,6,4,7,11,4,1,4,4,13,0
TRIP10,13,13,7,1,1,3,2,2,0,4,2,0,0,0,2,0
HMGN3,21,10,5,4,1,2,4,1,3,4,4,2,0,3,1,0
TRIP4,9,8,10,1,3,0,0,1,4,1,1,0,0,0,4,1
ZNHIT3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTF3C5,43,29,18,13,10,23,23,6,11,12,3,4,8,10,16,4
GTF3C4,412,270,105,70,50,95,71,32,43,34,24,22,41,17,48,12
GTF3C3,35,23,13,11,6,2,11,2,3,5,4,3,5,4,6,4
B4GALT6,3,3,2,1,0,0,0,1,1,0,0,1,0,1,0,0
TGM5,52,45,21,9,11,12,7,7,6,10,3,2,7,2,5,3
B4GALT5,853,590,270,148,83,160,170,81,117,151,65,64,62,60,116,27
CNOT8,350,189,113,54,38,50,58,20,44,44,22,29,26,18,36,24
VAMP3,263,184,55,33,25,38,45,22,32,23,22,14,11,5,27,6
SNAP29,143,105,43,29,27,19,26,17,15,11,11,11,6,9,14,1
EFTUD2,50,42,25,18,9,19,6,12,13,8,1,6,8,4,7,1
TAOK2,36,32,11,9,3,3,9,5,6,4,1,2,2,5,5,1
RPL23,78,43,30,20,12,14,17,7,7,15,11,2,9,4,17,10
SLC9A3R2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TXNL1,167,105,71,41,23,33,24,15,16,28,13,12,16,15,22,5
UBE4A,243,195,54,43,16,26,24,11,26,15,18,8,8,14,23,11
PPIG,35,21,4,10,4,5,3,4,0,6,3,0,1,1,1,3
LONP1,263,183,112,82,64,90,80,52,47,42,14,29,38,23,91,22
RAB33A,7,6,2,3,2,1,3,1,1,5,0,2,1,2,5,3
RAB28,42,22,17,3,6,1,9,1,8,4,0,5,1,2,3,0
RAB9A,31,22,13,6,2,5,2,5,13,5,4,2,3,3,4,1
SLC9A3R1,258,142,78,55,54,69,34,24,13,34,13,11,28,20,41,24
KIF3B,130,108,36,30,29,19,26,8,11,23,16,15,15,15,16,7
ZFYVE9,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
PLAA,88,80,38,22,8,15,14,9,8,4,6,5,7,11,11,4
TM9SF2,39,28,10,5,3,1,1,3,3,4,0,7,6,5,4,2
COX5A,31,22,10,4,7,9,5,3,2,7,6,4,4,1,7,4
NRXN2,3,2,1,2,0,0,1,4,1,2,0,0,1,1,1,0
GRHPR,13,15,4,2,4,5,4,2,0,4,2,5,3,3,3,1
COG1,1,2,1,0,2,1,0,0,0,0,0,0,0,0,2,0
CIAO1,287,228,88,57,45,39,57,21,29,37,22,14,21,19,33,14
TGFBRAP1,141,103,32,25,19,25,35,6,8,30,11,11,9,10,18,4
HS6ST1,127,97,53,35,18,22,30,15,20,8,4,7,13,12,26,10
NMT2,12,9,2,1,3,1,0,0,1,3,2,0,0,0,1,0
CD101,6,0,0,0,0,0,1,0,0,0,0,0,3,2,3,0
STOML1,3,6,1,0,0,0,1,0,0,2,1,0,0,0,0,1
RECQL5,13,2,4,0,3,3,1,2,1,0,1,0,1,0,5,0
RECQL4,17,8,0,3,3,1,3,6,0,2,5,4,5,1,2,1
GRAP2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SELENOF,145,94,35,31,32,22,18,9,12,12,15,13,4,9,20,10
LPXN,114,90,24,11,3,9,10,8,11,13,8,7,11,7,13,4
ZRANB2,442,269,97,68,42,57,54,27,27,41,31,21,26,24,36,21
PEX16,4,3,1,5,0,0,4,0,1,4,2,0,2,1,1,2
SNRNP40,78,43,32,5,12,15,19,4,4,12,5,6,6,5,9,4
MED21,99,103,22,14,16,17,18,7,11,17,4,9,7,3,5,2
TJP2,12,6,1,2,1,3,1,2,0,1,2,2,0,1,0,0
FADS2,49,31,21,11,10,22,20,9,6,11,7,3,14,7,28,8
DDX23,114,99,53,37,20,25,35,10,20,34,14,13,12,9,39,5
CRIPT,51,46,26,6,6,11,4,6,5,4,2,1,4,2,5,0
ZNF264,137,111,31,25,16,16,25,9,3,8,4,1,7,10,13,5
NTN1,15,8,0,1,0,1,1,0,0,0,0,0,0,1,2,0
KCNK6,66,67,17,20,14,17,12,8,8,6,4,6,5,2,18,13
CDYL,31,30,13,9,8,7,2,5,4,8,0,5,2,3,2,2
CHST2,81,45,25,20,4,7,3,5,20,8,6,10,5,7,7,1
