GENE,DMSO_3h,VHL_3h,DMSO_6h,VHL_6h
SLC16A6,33.5,24.25,24.0,8.75
SLC16A5,5.0,5.25,2.5,5.0
SLC16A4,16.75,6.5,9.0,9.75
SLC16A3,2839.5,1727.25,2205.75,1993.75
PDLIM1,2684.75,2024.25,1770.25,1486.5
CNOT9,5297.5,3302.75,4243.0,3228.75
SMC3,417.5,298.5,334.5,255.5
P2RX6,4.0,4.0,5.5,6.0
PRPF4,1653.75,1129.0,1867.75,1396.0
PRPF3,189.75,123.25,194.0,135.5
FAM50A,104.5,79.75,117.25,110.5
AIFM1,3131.25,2280.75,2995.0,2510.0
KCNQ4,3.0,1.5,0.25,0.5
CCNB2,536.5,350.0,523.0,349.5
CCNE2,2131.25,1534.75,1647.5,987.5
RABEP1,2859.25,2046.75,2415.75,1890.5
RRP9,112.0,73.75,105.0,88.0
ARHGEF1,593.75,347.5,376.5,300.75
CBFA2T2,469.75,234.0,454.25,314.0
ATG12,2129.25,1520.5,1722.75,1348.5
PDCD5,490.75,322.75,483.5,362.5
SYNGR2,1432.5,1050.25,1415.0,1272.25
SYNGR1,397.75,254.5,229.5,147.0
HGS,598.25,374.25,555.25,444.25
NEMF,446.25,203.75,325.25,294.25
DYRK1B,105.0,66.75,61.5,46.25
CTDP1,348.25,218.25,282.0,184.25
EXO1,371.0,284.25,384.0,287.0
FIBP,86.0,73.0,89.25,88.75
PCSK7,239.25,155.0,268.25,179.25
EBAG9,1143.25,799.75,918.75,740.25
COX7A2L,4963.5,4068.5,4029.0,3340.75
TMSB10,13079.0,11046.5,12043.5,10857.5
SCAF11,3275.75,2208.0,3075.75,2540.5
LPAR2,380.25,213.5,222.0,232.5
MYOM2,6.25,5.25,5.25,4.25
MAP3K13,194.5,106.25,112.5,81.75
AP4M1,124.75,90.75,135.0,95.5
ARHGEF2,2901.75,1886.0,2471.5,1701.75
ZW10,272.25,170.5,324.5,214.75
BUB3,8684.25,6109.25,6305.0,5139.25
REPS2,46.25,31.75,17.5,11.0
SLC24A1,386.25,288.25,229.0,180.75
DDX21,14419.5,9847.5,11342.5,11197.25
ZBED1,1190.0,779.25,1250.75,869.0
DEDD,849.25,574.5,773.5,587.0
KCNAB3,118.5,73.0,65.5,58.25
SLC33A1,641.5,421.25,637.0,483.75
ZMYM4,1353.75,857.75,1342.0,938.75
ZMYM3,975.25,642.5,876.0,620.0
ZMYM6,34.0,24.5,33.25,24.25
ZMYM5,213.75,124.75,161.5,99.25
LRRFIP1,5123.75,4045.75,3833.75,4810.25
LRRFIP2,507.75,342.5,399.25,303.5
AURKB,3085.75,2078.5,2796.0,1957.5
XPR1,1967.75,1407.0,1674.75,1235.25
FCMR,383.25,310.5,135.0,243.75
LARGE1,1.75,1.75,1.5,0.25
VAPB,1652.25,1086.5,971.75,710.75
VAPA,5432.0,4060.25,4598.75,4422.75
MTA2,1805.5,1079.75,1490.5,1182.75
TIAF1,155.75,121.0,139.5,157.25
NOLC1,7519.75,5289.5,7375.0,6590.75
MAGI1,24.25,11.25,8.25,10.0
RAB11B,2172.75,1535.5,1639.25,1386.75
DLG5,1.25,0.25,2.25,3.5
PTTG1,118.75,86.0,117.25,104.75
IL32,23.75,11.75,8.25,5.75
CCPG1,5471.25,3641.25,1899.25,1578.75
TBRG4,223.0,156.0,278.0,227.25
PNMA1,951.75,727.5,759.0,597.25
NOG,2.0,5.75,2.75,1.25
CRLF1,4.25,2.5,1.5,4.0
UBE2L6,611.5,463.75,646.75,649.25
DHRS3,171.0,141.25,49.75,31.75
RPS6KA5,388.5,281.0,193.75,139.0
NUMBL,543.5,302.75,395.25,345.75
CACNA2D2,14.0,7.0,3.5,3.0
AIMP1,1789.75,1164.25,1236.0,1005.0
TSPOAP1,1916.75,1255.5,919.0,620.75
MFHAS1,893.5,555.25,776.25,542.75
PDLIM7,4342.25,2838.5,2772.75,1908.0
MAPKAPK2,5403.25,3550.5,3769.25,3042.75
STK17B,1979.75,1397.25,2114.75,1657.5
STK17A,901.25,593.75,771.75,586.5
CYTH3,399.25,245.75,379.75,246.5
CYTH2,1401.0,790.75,682.25,453.75
CYTH1,1048.5,684.5,609.0,474.5
ITGB1BP1,1587.5,1207.75,1924.0,1594.0
BCL7C,101.0,72.5,109.75,90.25
BCL7B,2012.5,1482.25,1429.5,1095.0
COPB2,12388.0,9393.75,11038.75,8234.0
MED14,1303.5,764.25,898.5,671.25
ADGRG1,10.25,5.0,3.25,6.5
GPR55,11.75,8.0,15.75,11.25
S1PR2,430.5,256.5,221.75,196.0
SRSF11,3637.0,2168.0,2796.5,2454.5
ATP6V1F,575.0,416.0,585.0,449.25
9297,125.0,41.75,72.5,33.5
9298,91.0,33.25,69.25,31.5
SNORD30,47.75,12.25,21.5,8.25
SNORD28,53.0,17.0,15.25,9.75
SNORD27,120.75,38.0,44.5,23.75
SNORD26,102.75,39.25,58.25,26.25
SNORD25,97.75,65.25,61.5,38.0
SNORD22,435.25,139.25,286.0,149.75
SOCS6,136.0,70.25,171.0,96.75
CD83,272.75,296.0,383.0,418.25
ZNF235,53.25,27.25,45.75,32.75
ASIC3,0.75,1.0,2.25,1.75
KLF4,57.5,45.0,77.0,30.5
NREP,2706.0,2044.0,1484.25,1068.25
PTER,842.5,638.0,481.25,412.5
COPS2,1939.0,1341.0,1817.0,1342.0
TRIP13,3248.0,2471.0,4006.75,3108.75
TRIP12,2378.5,1600.0,1982.5,1592.75
TRIP11,164.25,87.75,184.75,105.5
TRIP10,104.25,47.75,85.75,85.0
HMGN3,430.25,232.5,343.25,280.75
TRIP4,95.75,71.0,95.25,71.0
ZNHIT3,3.0,2.0,0.75,0.75
GTF3C5,647.0,441.25,631.25,452.5
GTF3C4,1751.25,1168.75,1424.5,1043.5
GTF3C3,540.5,397.25,506.75,407.75
B4GALT6,85.0,61.75,104.75,85.0
TGM5,472.0,328.75,751.5,590.0
B4GALT5,4802.75,3113.25,4517.25,2588.25
CNOT8,2665.25,1904.75,3276.75,2231.25
VAMP3,692.75,426.0,470.75,282.5
SNAP29,2291.0,1667.25,1776.0,1300.5
EFTUD2,725.0,520.0,784.0,622.0
TAOK2,272.0,127.75,219.5,171.25
RPL23,3472.25,2603.25,2990.0,2645.5
SLC9A3R2,0.75,0.75,2.25,1.0
TXNL1,5126.25,4131.0,5726.5,4601.25
UBE4A,3323.25,2160.75,2704.75,2157.0
PPIG,257.5,172.75,215.25,172.5
LONP1,10481.5,7067.5,6099.5,4893.75
RAB33A,47.5,43.0,38.5,50.25
RAB28,422.0,316.5,421.25,314.25
RAB9A,169.5,128.25,200.25,159.25
SLC9A3R1,2981.0,2136.25,2239.75,1917.25
KIF3B,829.0,533.0,773.25,559.0
ZFYVE9,9.5,6.0,4.75,6.25
PLAA,606.25,390.5,586.75,449.0
TM9SF2,1189.75,829.25,1004.25,850.5
COX5A,1438.5,1082.5,1454.0,1275.75
NRXN2,102.25,55.5,60.75,46.0
GRHPR,389.5,311.5,353.5,294.5
COG1,303.75,220.5,267.0,180.0
CIAO1,3463.5,2390.5,2920.0,2438.75
TGFBRAP1,1166.75,768.0,1038.25,742.75
HS6ST1,733.5,363.0,567.75,409.5
NMT2,140.0,97.5,71.75,60.75
CD101,86.25,74.75,48.5,54.75
STOML1,48.0,27.5,33.5,21.75
RECQL5,86.25,63.5,101.25,88.75
RECQL4,259.75,169.5,271.75,235.25
GRAP2,32.25,18.75,10.75,5.75
SELENOF,5350.75,4452.5,5148.25,4489.75
LPXN,2420.0,1403.0,2763.0,2102.25
ZRANB2,3889.0,2604.75,2764.75,2315.0
PEX16,87.25,62.75,86.0,75.0
SNRNP40,1072.75,713.5,1247.5,990.0
MED21,1156.5,747.5,966.25,666.5
TJP2,65.0,37.5,54.25,38.5
FADS2,2477.0,1497.25,1224.0,1823.0
DDX23,975.75,632.75,1111.0,838.75
CRIPT,920.0,619.75,703.75,530.0
ZNF264,370.25,179.25,266.25,150.75
NTN1,47.0,21.5,26.0,21.25
KCNK6,348.25,157.25,265.5,266.5
CDYL,218.25,132.5,195.5,127.75
CHST2,429.5,205.0,397.25,206.25
MED23,255.25,139.75,261.25,192.25
MED17,219.75,120.5,136.25,97.75
MED26,199.75,102.5,170.75,94.25
MED27,150.75,120.0,207.75,153.0
MED7,75.25,48.0,66.0,38.0
QKI,6595.75,4580.75,4230.25,3269.5
ITM2B,1357.0,810.0,757.75,706.75
GSTO1,364.5,273.0,381.75,343.5
AIM2,25.75,14.75,10.5,14.5
MAP4K4,2852.0,1837.5,2370.0,1924.0
LY86,268.0,196.75,197.25,172.25
EIF2AK3,236.0,138.25,250.75,162.0
GGPS1,671.0,510.75,530.25,502.0
HOMER3,275.5,196.25,359.75,291.0
HOMER2,3.75,2.0,1.75,2.5
HOMER1,611.5,367.75,485.25,456.5
ARHGEF6,5515.25,4283.0,3430.25,2771.25
RASAL2,337.25,230.5,349.0,205.25
PICK1,44.5,28.25,22.0,22.5
AKAP7,84.75,76.75,27.5,18.0
IL27RA,139.5,76.75,59.25,50.75
SH3BP5,450.5,282.75,301.5,195.75
EIF4E2,2946.5,1990.5,2280.25,1879.25
THEMIS2,206.25,120.25,168.25,107.0
ATG5,1583.0,1287.5,1823.0,1601.75
ROCK2,1404.25,875.75,1266.5,1047.75
MED20,1701.5,1220.75,1883.5,1350.0
MAPK8IP1,11.75,5.25,6.25,5.25
ONECUT2,1539.0,790.25,1236.0,670.5
STX8,785.5,637.25,893.0,731.75
CHST10,209.25,129.0,222.0,181.25
PIGL,134.0,103.75,112.5,90.75
PIGB,596.75,407.5,215.0,166.5
PGS1,193.0,119.25,166.5,135.25
PSMF1,2091.25,1499.5,1787.75,1468.0
KIF23,590.5,417.25,521.75,417.5
AKAP5,21.25,14.75,15.25,19.5
SLC4A7,2484.0,1690.5,1098.75,767.75
SLC4A8,7.25,4.75,2.75,4.75
RPH3AL,11.0,7.5,10.5,9.0
ADAMTS4,5.5,3.75,2.75,5.0
PMPCB,1179.0,849.0,920.75,851.25
FXR2,422.75,228.75,395.0,298.25
STXBP5L,46.0,35.75,16.5,10.25
LITAF,3088.25,2081.0,2373.75,1462.75
SPTLC2,8374.25,5960.75,4136.75,3256.0
TBPL1,203.75,131.5,225.25,138.25
NPEPPS,1707.25,1215.0,1744.0,1596.25
EEF1E1,249.5,169.75,197.25,128.0
SCAMP1,2302.25,1317.75,1124.0,1020.5
TECR,38.0,34.75,33.75,38.25
VPS4B,2990.0,2113.25,2557.0,2003.25
MPDU1,1633.25,1113.5,1747.25,1410.25
GOSR1,2686.0,1647.25,1815.25,1246.5
TMEM59,1374.0,820.5,790.0,562.5
BAG5,2265.25,1429.5,1786.5,1287.0
BAG4,1296.25,706.0,1374.25,829.75
BAG3,149.0,95.75,208.75,139.5
BAG2,446.75,279.25,471.0,328.5
POLR1C,320.5,207.5,283.75,209.75
ZNF254,378.5,200.5,284.5,144.25
GMFG,1321.5,995.5,1051.75,892.75
TP53I11,234.0,135.25,203.5,124.25
EI24,4154.25,2882.0,4159.25,3468.75
TP53I3,40.75,25.75,15.75,11.25
CIR1,430.75,257.25,305.25,267.5
RAB3D,1776.5,986.0,1007.5,368.0
APBA3,17.5,13.0,22.5,18.5
ATP6V1G1,1489.0,1089.5,1214.0,947.75
ATP5MF,757.25,630.0,900.25,851.75
SPAG7,338.5,226.0,284.0,223.25
MRPL33,2016.5,1594.25,1605.5,1270.75
SEC22B,1148.0,785.75,863.5,732.5
MACROH2A1,8568.25,6455.25,7797.5,8168.25
ATP5MPL,1141.75,910.5,1332.25,1154.5
CHD1L,165.5,116.0,145.0,118.75
VPS26A,3073.5,2454.25,2848.0,2546.5
MINPP1,490.25,368.75,609.5,464.75
H6PD,989.75,665.0,256.25,150.75
BCAR1,0.0,1.25,0.0,0.0
GTPBP1,1331.25,838.0,917.75,716.25
GABBR2,68.5,55.5,41.5,23.25
GTF2IRD1,57.5,40.0,50.0,37.0
GOSR2,1628.75,1087.75,1378.25,1091.0
NR1D1,31.0,27.25,28.0,25.75
CLOCK,747.5,486.75,489.0,323.0
BABAM2,345.5,258.75,228.25,154.25
CDC42BPB,54.5,29.5,42.25,28.75
SOX13,143.0,67.0,131.25,76.0
PREPL,2163.75,1514.5,1712.5,1385.75
APOBEC3B,2.0,1.5,2.25,0.75
ENTPD4,2117.5,1452.5,1703.5,1146.75
RBM39,10520.25,6755.75,7822.5,5889.75
KIF20B,596.25,439.0,719.25,523.0
CREB5,28.0,23.0,5.5,7.5
MAD2L1BP,447.75,297.25,386.0,269.0
PRDX6,3020.75,2258.25,2804.0,2560.75
WTAP,3734.5,2712.0,3281.5,2420.0
AKAP12,2.25,1.5,0.75,1.5
IER2,1193.5,739.25,718.5,444.0
CYTIP,243.25,518.5,587.0,1503.0
SMAD5-AS1,1.25,2.0,2.25,0.5
PITPNM1,44.25,24.0,36.0,28.5
PDIA4,1956.75,1282.5,2231.5,2174.5
NFE2L3,397.5,259.0,741.5,526.0
RNF14,895.25,567.25,940.0,746.0
VPS9D1,49.5,34.0,35.0,25.75
RIN1,167.0,121.5,95.75,105.75
NCOR1,1570.25,1039.75,1195.0,983.0
NCOR2,757.25,495.75,932.5,919.25
RNF7,1582.25,1236.25,1460.25,1097.75
MTRF1,34.5,13.5,28.75,25.5
TRAF4,360.0,269.5,226.25,213.75
CELSR1,70.0,35.5,17.75,20.25
RGS6,6.25,6.25,2.0,3.75
NUP155,203.0,127.75,135.75,98.75
SEC24C,1815.25,1155.5,1813.0,1606.5
TESMIN,105.5,73.75,83.25,59.5
ISG15,26.5,19.0,42.5,78.25
FEZ2,943.25,606.25,619.75,489.25
FEZ1,12.75,8.75,8.0,5.5
ZNF592,827.5,465.0,558.0,309.25
IKBKE,565.25,422.5,323.5,360.5
MORF4L2,2524.75,1795.25,2166.5,1750.5
SH3PXD2A,45.75,29.0,48.25,43.5
MICAL2,889.0,560.25,598.5,417.0
CTR9,616.75,341.0,585.5,431.5
PPM1F,747.75,455.0,584.5,462.0
GCC2,169.0,120.75,149.25,103.75
RALGPS1,18.25,13.0,16.75,10.75
MTFR1,695.5,458.0,825.75,667.0
TTC37,628.75,372.75,326.75,289.25
HS2ST1,2639.75,1862.75,1705.75,1431.0
TTLL4,180.25,116.0,156.5,109.75
SOCS5,375.5,238.0,401.25,270.5
IQCB1,4240.5,3075.25,2943.0,2095.0
ZNF516,1405.75,1194.25,2001.25,1681.25
PDE4DIP,2.5,0.75,5.25,1.5
CEP135,441.25,278.25,298.25,217.5
LPIN2,1275.0,885.5,913.0,817.75
MARF1,15.25,13.75,11.5,7.75
DZIP3,119.25,89.75,46.5,37.25
SAFB2,305.25,183.75,292.75,235.75
ZNF432,127.25,77.25,93.75,60.25
EIF5B,1726.75,1200.5,1711.0,1400.0
IPO13,62.75,43.5,95.75,82.25
SDC3,11.25,9.5,5.25,5.0
SLC25A44,1717.5,1014.25,1370.5,1007.75
KIAA0040,4.0,2.5,1.0,1.75
TTI1,234.5,161.75,299.75,210.5
PPIP5K1,868.0,581.5,686.5,553.75
PHF14,1223.5,769.25,526.5,405.5
FAM53B,2727.5,1641.25,2037.75,1410.0
DEPDC5,50.5,29.0,58.75,41.75
KDM4A,748.75,441.0,916.25,575.25
N4BP1,155.0,108.25,143.75,93.75
LRRC14,1325.5,861.75,1084.25,718.5
CLINT1,3374.75,2161.0,2476.0,1729.25
VGLL4,618.5,468.5,648.5,422.5
GREB1,4.0,3.25,4.75,5.5
NUP93,204.5,142.0,257.25,215.5
BZW1,3588.5,2495.75,3114.5,2591.5
UBE3C,1787.25,1120.5,1727.5,1282.5
PRORP,297.25,213.5,286.75,226.75
RAPGEF2,190.5,113.25,120.5,73.75
EMC2,383.25,257.75,387.75,284.25
EDEM1,8003.5,6108.75,5841.5,5477.0
CROCC,8.5,4.25,7.0,7.5
TRAM2,3473.25,2182.0,1727.75,1260.0
PUM1,1718.75,1095.0,2023.0,1526.5
ESPL1,62.5,49.0,64.75,45.25
PPP6R2,382.0,234.75,264.5,216.5
CEP57,1822.0,1403.25,1668.25,1320.0
KIAA0100,2174.75,1245.0,1843.0,1567.5
DHX34,75.75,50.0,95.0,84.25
ULK2,87.0,44.75,69.0,43.5
PCDHGA8,2098.75,1426.0,1272.5,781.25
HERPUD1,1324.75,624.0,1721.75,1075.25
RUBCN,1368.5,982.25,1313.25,1263.0
USP6NL,278.25,197.5,136.5,91.5
FAM131B,19.5,10.75,10.25,8.5
AQR,160.25,106.75,146.0,106.0
ECE2,154.25,109.0,173.0,145.0
ADAMTSL2,6.25,3.0,6.0,3.25
UTP14C,395.75,243.25,333.75,253.5
TMEM63A,228.0,171.5,178.75,141.5
ZNF646,64.0,30.75,62.25,40.75
SECISBP2L,883.5,544.25,751.75,512.25
KIAA0408,10.0,4.25,6.75,3.75
DCAF1,685.5,464.25,607.5,428.75
CEP104,330.25,195.5,260.75,185.25
DOCK4,13.0,9.0,21.75,12.25
SART3,577.75,392.0,722.0,584.5
HDAC9,353.25,244.25,85.5,55.5
KNTC1,107.25,63.5,73.5,58.5
USP34,627.75,407.75,555.75,423.5
GPRASP1,2.5,1.25,1.5,2.25
CCP110,1860.0,1204.75,1161.75,844.0
SETD1A,389.0,219.75,301.0,209.5
LAPTM4A,1107.5,817.75,954.0,759.75
IFT140,60.75,34.25,32.0,21.75
ARHGAP32,131.75,96.75,135.25,94.5
ACAP1,35.0,21.0,12.5,18.75
CLSTN3,254.25,136.0,118.0,102.0
TCAF1,99.0,64.5,94.75,67.0
SLK,958.5,617.5,783.25,645.0
PHACTR2,308.5,193.75,249.75,169.25
RIPOR2,18.75,18.25,27.0,34.25
SNPH,1.25,1.25,5.75,3.0
ZSCAN12,495.25,275.5,286.5,159.0
STARD8,282.75,157.5,385.5,234.0
TBKBP1,454.25,240.5,201.5,214.75
KMT2B,184.5,115.75,161.25,133.75
HDAC4,825.75,538.5,545.75,457.25
TOX,71.75,40.25,129.75,78.0
MLEC,17079.75,10600.0,12105.75,9276.75
LZTS3,30.0,21.5,26.0,21.75
KIAA0513,318.5,227.0,330.25,327.25
ZFYVE16,190.25,110.75,203.0,138.25
SUSD6,876.25,543.25,748.75,499.0
JADE3,348.25,225.5,416.75,328.0
PCLAF,8918.75,7106.5,7190.0,6104.25
RASSF2,11651.25,7567.75,7293.0,5439.75
TMEM94,276.25,189.75,196.0,170.25
BCLAF1,7937.75,5296.25,7145.0,5830.25
EIF4A3,630.5,444.5,562.75,463.0
ATG13,3138.0,2001.75,2219.75,1463.25
TM9SF4,1947.0,1350.25,1552.75,1273.5
KIAA0232,1300.75,832.0,1233.25,839.5
TBC1D5,3597.5,2538.5,2127.75,1562.75
PIEZO1,195.5,130.25,191.5,173.75
RNF144A,4799.25,3020.25,3488.75,2598.5
MATR3,6287.75,4243.5,4585.25,4357.25
RIMS3,274.0,180.5,185.0,128.75
SNX17,1410.0,921.5,1111.75,888.0
DHX38,159.75,100.25,149.25,127.25
KIAA0586,255.25,179.5,236.0,188.25
DLGAP5,273.75,170.75,261.0,191.5
MTSS1,214.0,152.75,133.5,92.5
SPCS2,114.5,68.75,61.5,50.5
BMS1,529.75,329.0,522.5,422.25
PTDSS1,5320.75,3752.25,4804.0,4180.25
SERTAD2,665.75,472.0,795.25,342.0
CKAP5,858.5,584.0,1008.5,745.5
MAML1,1662.75,1005.75,1333.25,856.75
PHYHIP,22.25,14.75,5.75,6.0
TATDN2,1529.0,931.75,1270.25,966.75
IST1,2308.75,1605.25,2377.5,1742.5
MRPL19,2776.75,1725.5,1733.5,1455.5
DAZAP2,17740.0,13054.5,14151.75,11798.5
TOMM20,19624.5,13902.75,13910.75,12815.0
SCRN1,1.25,0.75,2.5,0.75
SPOCK2,13.5,8.0,5.0,5.0
IP6K1,1264.0,755.75,1064.0,734.5
KIAA0087,4.0,1.5,1.75,2.5
RNF40,1484.5,953.75,1348.0,1005.75
CTIF,240.5,137.25,234.25,161.0
DELE1,874.5,620.75,758.75,588.75
EFCAB14,3872.0,2579.25,2884.0,2112.25
SFI1,25.75,20.0,30.25,23.25
GIT2,1564.5,1030.0,1632.75,1277.25
URB2,532.25,359.75,584.5,399.75
KEAP1,1800.5,1222.5,1780.75,1500.25
NUP58,9267.5,6324.25,6785.25,4743.25
TSC22D2,181.5,110.25,170.25,104.5
CUL7,14.5,9.0,15.0,11.25
RB1CC1,1229.25,767.75,1062.5,801.5
ARMCX2,0.0,0.0,1.75,1.5
ARHGAP11A,316.75,222.25,256.25,187.5
SPATA2,284.5,140.0,220.5,134.25
ARHGEF11,78.5,44.75,59.75,48.0
RGP1,99.5,60.0,61.5,49.0
ARHGEF17,115.0,61.0,95.75,72.0
DNAJC6,18.75,14.25,16.75,15.0
TRIM14,1612.75,1143.25,1744.25,1360.25
ZNF623,26.75,16.75,15.75,18.25
JAKMIP2,4.75,4.75,2.0,5.5
MELK,298.5,229.5,399.5,312.25
LCMT2,265.75,166.25,336.0,196.25
GINS1,2564.5,1632.0,2146.0,1702.0
ZEB2,2560.25,2095.25,3000.5,1671.5
TESPA1,146.0,86.5,75.25,49.25
ZBTB24,683.25,451.0,641.75,445.5
PLEKHM1,2.25,2.0,0.0,1.75
HEPH,9.5,8.5,10.75,5.25
ELMO1,762.75,536.0,881.0,633.5
GAB2,6084.25,4489.25,2850.5,2183.5
C2CD5,837.75,552.25,744.25,617.75
MFAP3L,4.5,5.25,2.5,2.75
ZNF518A,1536.25,1036.0,1029.25,812.25
KIAA0753,186.5,123.5,199.75,145.5
EPM2AIP1,1320.25,704.0,798.0,540.5
RUSC2,4.75,2.5,5.25,1.75
C2CD2L,259.25,139.25,185.0,121.25
FARP2,48.0,35.25,43.75,41.75
KIAA0319,0.0,0.75,2.0,2.0
CEP350,1520.0,920.5,1227.5,822.5
CEP170,29.5,19.25,14.25,9.75
LRIG2,167.0,100.5,138.0,84.0
PSMD6,276.75,188.75,313.0,257.5
MED24,1853.25,1272.75,1848.75,1407.75
MAGI2,123.25,71.5,76.5,44.0
TRIM66,749.0,496.75,386.0,268.0
PJA2,4110.25,2773.75,2195.25,1572.0
TOMM70,4207.0,2757.25,3859.0,2870.0
SETDB1,185.0,113.25,170.5,117.75
AREL1,1161.0,711.25,1118.0,884.0
SEC24D,209.25,134.5,200.0,195.75
FCHSD2,1039.25,722.25,1252.5,810.5
TLK1,723.75,411.0,488.25,357.5
URB1,526.5,339.25,690.5,559.5
ZC3H11A,1787.5,1172.25,1750.25,1361.25
TOX4,1987.0,1367.5,1669.25,1323.0
DDX46,1649.25,1092.5,1466.0,1328.25
ZBTB39,752.0,384.5,546.5,240.75
TRANK1,7.25,4.25,1.75,3.5
TBC1D4,123.5,103.25,183.75,152.5
POM121,1623.25,1015.0,1267.75,995.75
OSBPL2,483.0,306.75,435.25,310.5
SMG7,2597.25,1745.75,2562.5,2190.75
ZBED4,1817.25,1176.25,1527.75,1062.0
NUAK1,126.75,70.5,116.0,54.0
TELO2,278.75,195.75,249.0,188.25
TECPR2,179.5,98.25,154.25,125.75
FIG4,25.25,20.25,24.5,13.25
WASHC5,266.0,140.5,187.75,163.75
UBAP2L,1073.0,708.0,1148.75,986.5
SV2B,46.25,37.0,68.0,35.0
SV2A,421.75,282.0,163.25,161.0
SRGAP3,457.0,316.75,214.0,104.25
MRC2,4050.0,2310.75,1861.5,1543.25
KLHL21,1497.75,1086.0,1132.75,949.75
RBM19,222.25,153.25,226.25,180.75
SGSM2,552.0,350.25,342.0,265.5
SLC35E2A,1916.25,1341.5,1670.25,1233.5
AP5Z1,192.5,121.75,139.25,136.75
G3BP2,8003.0,5401.75,5629.25,4257.0
DENND4B,874.0,605.75,668.0,620.5
RABGAP1L,469.0,331.5,317.25,240.75
TMCC2,2.0,0.25,1.75,0.75
ARHGAP44,1361.5,928.25,990.0,651.25
SUPT7L,909.75,633.75,811.5,606.0
FAM20B,3942.25,2710.0,2915.75,2290.75
NCAPD2,2451.0,1667.5,2322.75,1716.25
SEC16A,1935.25,1242.5,1961.25,1559.0
KBTBD11,28.25,28.25,14.25,18.0
RNF10,716.75,477.5,625.75,536.25
IQSEC1,1041.5,748.75,530.0,655.0
ZBTB40,1218.25,769.25,1351.0,939.5
PAN2,225.5,190.5,181.0,160.5
ZBTB5,492.75,296.25,476.5,287.25
LPGAT1,1887.0,1261.75,663.5,455.75
MFN2,2009.25,1331.5,2236.25,1827.0
KIF14,1244.5,763.0,1036.0,761.75
JOSD1,2053.0,1442.5,1587.25,1255.25
HELZ,2019.0,1308.25,1394.25,1038.5
PUM3,338.0,240.25,361.5,311.5
P2RY14,5.0,2.5,1.0,1.5
MAFB,17.0,8.75,35.0,32.75
CD302,2859.25,2075.5,1375.75,1012.0
DCLRE1A,87.75,58.0,101.25,73.5
ARHGAP25,116.0,106.0,165.75,176.0
RBM8A,3098.0,2085.0,1972.0,1693.5
DLEC1,16.5,8.75,16.0,16.5
EXOG,401.5,243.5,351.75,249.0
XYLB,231.25,155.25,164.25,123.0
OXSR1,2649.25,1782.5,2125.75,1649.75
CRYZL1,159.75,92.0,98.25,80.5
WDR1,7805.5,5412.0,5451.75,4704.0
AMMECR1,1262.25,795.5,1093.5,835.75
GOLGA5,233.25,168.25,305.0,218.0
HS3ST4,4.75,3.5,2.5,0.5
HS3ST3B1,329.5,184.25,360.0,213.25
USP15,1542.75,1022.25,897.5,625.75
USP3,1159.5,851.75,1017.0,713.75
MVP,14.5,11.75,13.75,8.5
SLC23A2,2751.5,1873.0,1862.0,1548.5
SLC23A1,11.5,4.25,8.75,4.5
TNFSF15,2.5,1.75,1.75,5.25
THRAP3,3388.0,1782.75,2609.0,2125.25
MED12,135.5,90.5,116.75,90.75
MED13,1643.0,937.5,1289.0,884.5
NR1I3,83.0,46.75,82.25,66.5
NUP153,2079.0,1374.75,1807.5,1433.5
CCS,67.5,59.0,70.25,70.5
NR1D2,348.75,259.5,310.5,270.0
RBX1,520.0,379.5,448.5,384.0
DOP1B,129.75,71.75,157.0,96.75
THOC1,121.75,85.0,109.75,115.5
REC8,27.75,20.25,20.25,22.75
RCE1,213.0,151.75,160.25,124.0
HNRNPDL,18186.25,12970.25,16455.25,13245.25
DMTF1,874.5,618.5,812.25,514.25
PPP4R1,2364.0,1648.25,2430.25,1984.25
SLC12A6,1552.0,1150.25,1561.25,1208.25
PTBP3,13898.25,9331.75,6583.5,5511.0
KCNE2,2.75,2.75,4.25,4.0
DGCR2,1737.5,1072.0,1634.75,1110.75
CASP8AP2,115.75,59.75,84.25,63.25
SCO2,82.5,66.5,64.0,78.25
AKT3,4.0,4.0,2.25,1.25
MED6,927.75,593.75,916.0,696.75
NR2E3,2.0,2.0,5.0,1.75
NAALAD2,13.25,9.5,14.75,10.5
NAALADL1,3.25,2.0,1.25,2.0
ACOT8,76.5,53.75,63.25,50.75
ABI1,821.5,532.0,617.25,516.0
GNPDA1,883.75,657.5,999.25,762.0
KCNE3,115.25,67.75,248.25,140.5
ZBTB33,3962.25,2816.0,1834.0,1455.25
TANK,145.0,109.5,146.25,119.0
SRA1,1323.75,1052.0,1271.75,1031.25
HDAC6,362.75,237.5,252.0,213.75
HDAC5,117.75,79.0,62.0,61.5
PDCD6IP,2662.75,1880.75,1869.25,1686.75
PDCD6,3554.75,2590.75,3705.5,3263.75
BCL2L11,2061.5,1716.75,1522.0,853.5
SH2B3,4796.5,3067.25,3254.75,1950.25
GNE,866.0,518.25,724.25,483.5
FRAT1,194.75,131.5,252.5,160.5
TROAP,162.5,116.5,182.75,116.0
MED16,73.25,42.0,59.25,39.25
PIGK,1319.0,933.5,1116.75,932.25
CHAF1A,731.25,450.25,686.5,449.25
PARP2,39.5,23.25,46.75,32.0
PARP3,51.75,43.0,44.25,43.5
TOM1L1,217.75,181.75,168.25,179.5
