GENE,VHL_3h,DMSO_3h,VHL_6h,DMSO_6h
SYP,12.5,19.5,12.0,15.5
SYPL1,938.0,1436.5,655.5,887.0
SYT5,11.5,13.0,8.0,14.0
TACR2,2.5,6.5,1.5,3.0
TACC1,8485.5,11051.0,5479.5,6602.0
ADAM17,1198.5,1150.0,1234.5,1160.5
TACR1,6.0,7.5,1.5,1.0
TAF1,954.0,1297.0,1034.0,1261.0
TAF2,1001.0,1216.0,1293.5,1454.0
TAF4,2.5,2.0,1.5,2.5
TAF4B,458.0,594.5,409.0,562.0
TAGLN,27.5,38.0,18.0,24.0
TAF5,256.0,304.5,319.0,435.5
TAF6,1182.5,1583.0,915.0,1322.5
TAF7,656.0,850.5,476.5,576.0
TAF9,0.0,1.0,0.5,0.5
TAF10,481.5,602.0,438.5,486.5
TAF11,1432.5,1681.0,1379.0,1716.5
TAF12,389.0,440.5,462.5,497.5
TAF13,147.0,262.0,153.5,185.5
MAP3K7,1064.5,1487.5,1339.0,1800.5
TAL1,15.5,12.0,2.0,3.5
TAL2,0.0,1.5,0.0,2.5
TALDO1,682.0,740.0,919.0,1019.0
TAPBP,55.5,90.5,51.0,59.0
TARBP1,187.5,149.0,276.0,181.0
TARBP2,73.5,85.0,81.0,83.0
TARS1,2152.5,2584.5,1555.0,2145.5
TBX1,119.0,173.0,119.5,153.0
TAZ,262.0,349.0,238.0,286.0
TBCA,336.0,425.0,239.5,280.0
TBCC,144.0,226.5,95.0,199.0
TBCD,5.0,9.0,4.5,7.5
TBCE,591.0,778.0,540.5,555.0
TBL1X,2212.5,2704.5,1500.0,1700.0
TBP,263.5,341.5,248.5,303.5
TBX6,9.5,15.0,9.0,7.0
TBX15,9.0,9.0,6.5,9.0
TBXA2R,12.0,10.5,3.0,2.0
TBXAS1,105.0,116.0,113.5,107.5
TCEA1,4786.0,6341.0,2861.5,3184.5
TCEA2,15.0,19.0,6.5,11.0
TCEA3,12.5,13.0,1.5,3.0
ELOC,901.0,1148.0,863.0,934.0
ELOB,687.0,837.5,734.5,788.5
ELOA,606.0,875.5,485.0,733.0
TCF4,2091.0,2549.0,2530.0,2878.5
TBX3,75.5,163.0,98.5,180.5
HNF1A,29.0,43.5,37.5,37.5
TCF3,4664.0,6193.0,4695.5,5226.0
TCF7,11.0,20.0,13.0,17.5
TCF7L2,50.5,75.0,14.5,22.0
GCFC2,214.5,280.5,171.0,218.5
TCF12,2203.0,2704.5,1810.5,2368.0
ZNF354A,33.5,50.0,42.0,58.5
TCF19,2.5,2.5,1.0,0.5
TCF20,4.0,6.5,4.0,4.0
VPS72,425.0,557.5,363.0,497.0
MLX,1599.5,2283.5,1343.0,1687.5
TCOF1,434.0,554.0,537.5,596.5
TCP1,1635.5,1945.5,1856.0,1853.0
TCTA,932.0,1114.0,520.5,670.5
DYNLT3,337.5,440.5,229.0,305.5
PPP1R11,86.5,113.5,66.0,93.0
DYNLT1,192.0,212.0,128.5,170.0
TDG,1604.0,1933.0,1369.5,1907.5
PRDX2,1343.0,1445.5,1650.0,1839.5
TEAD3,461.0,882.5,284.5,361.0
TEC,272.5,361.0,190.0,257.0
TEF,97.5,159.5,103.5,124.5
TMBIM6,21599.0,25829.5,14630.5,17045.0
TEP1,313.5,469.5,323.0,369.5
7012,2.5,4.0,0.5,1.5
TERF1,891.5,1066.0,860.5,1153.5
TERF2,500.0,644.0,521.5,600.0
TERT,19.0,20.5,18.5,19.0
TESK1,241.0,433.5,116.0,140.0
TFAM,3970.0,5174.0,2660.5,3223.5
TFAP2A,15.0,27.0,16.0,22.5
TFAP2B,0.0,0.0,0.5,0.5
TFAP4,452.0,537.0,579.0,520.5
TFCP2,1098.5,1498.5,1096.0,1276.5
NR2F2,2.0,7.0,6.5,11.5
TFDP1,2702.5,2915.0,2464.5,2871.0
TFDP2,481.5,647.5,185.0,311.5
TFE3,643.5,883.5,738.5,851.5
TFR2,46.0,65.5,51.5,43.5
TFRC,12406.0,13761.5,10981.5,11913.0
TGFA,86.0,106.5,93.5,175.5
TGFB1,145.0,215.0,176.0,139.5
TGFB2,9.0,20.5,5.0,17.0
TGFB3,14.0,27.5,8.5,22.5
TGFBI,7.5,8.0,9.5,10.0
TGFBR1,6194.0,7093.5,4531.0,6087.5
TGM4,4.0,3.5,1.5,2.0
TGFBR2,1117.5,1291.5,979.5,1574.0
TGFBR3,2.5,7.5,0.5,4.5
TGIF1,218.5,244.0,241.0,301.5
TGM2,16.5,24.5,4.0,4.5
THBD,8316.5,3879.0,11201.5,6119.5
THBS1,3.0,10.0,2.5,4.0
THBS2,76.5,95.0,76.5,95.5
THBS3,329.5,420.5,229.0,281.0
THBS4,18.5,23.0,10.0,17.0
THOP1,182.5,208.5,213.5,221.0
THRA,107.0,169.0,103.5,115.5
THRSP,2.5,6.0,4.0,5.0
THY1,0.0,0.0,0.5,0.0
KLF10,1104.0,1331.0,717.0,1058.0
TIA1,2313.0,2945.5,1943.5,2383.5
TIAL1,1218.5,1553.5,1330.0,1417.0
TIAM1,0.5,3.0,5.0,8.0
TIMP1,320.0,347.5,301.5,315.5
TIMP2,666.0,818.0,581.5,659.0
TIMP3,316.0,427.0,138.5,303.5
NKX2-1,9.0,14.0,3.0,4.5
TK1,1473.5,1711.5,1254.5,1458.0
TK2,786.0,942.5,440.0,603.5
TKT,12633.0,15601.0,10778.0,12535.5
TLE1,29.5,36.5,23.0,40.5
TLE3,2683.0,3068.0,2688.0,2427.5
TLE4,304.5,381.5,137.0,303.0
TLN1,1227.5,1921.0,694.0,899.5
SEC62,3249.5,4254.0,3339.0,4052.0
TLR1,1.5,5.5,2.0,4.0
TLR2,91.5,148.0,48.5,99.5
TLR4,202.5,221.0,128.0,319.5
TLR5,2.5,1.0,0.0,3.0
TSPAN4,19.5,27.0,14.5,18.0
GPR137B,118.0,163.0,133.5,199.0
TM7SF2,50.0,54.5,70.5,45.0
TRAPPC10,1.5,5.5,2.0,1.5
TMF1,588.0,762.0,451.5,535.5
TMOD1,580.0,665.5,533.5,657.0
TMPO,6858.0,10191.0,6805.0,8070.5
TMSB4X,13394.0,14288.0,13640.5,12420.0
CLEC3B,1.0,5.5,1.0,1.5
TNF,1.0,1.0,0.0,0.0
TNFAIP1,436.5,568.0,405.5,489.0
TNFAIP2,1513.5,2076.5,1799.5,1691.5
TNFAIP3,450.0,719.5,254.5,502.5
TNFRSF1A,526.5,661.0,583.5,592.5
TNFRSF1B,2134.0,2325.0,2832.5,2230.0
TNNC1,3.0,4.0,1.0,1.0
TNNI2,53.5,88.0,23.0,19.0
TNNT1,125.5,129.5,93.5,73.0
TNS1,776.5,1165.0,443.5,519.5
TOP1,2968.0,4038.0,2476.0,3035.5
TOP2A,4581.0,5947.5,4091.0,5041.0
TOP2B,920.0,1540.0,628.5,868.5
TOP3A,803.0,1143.5,800.5,1039.5
TP53,101.5,200.0,67.0,136.5
TP53BP1,134.5,186.5,110.0,152.5
TP53BP2,492.0,628.5,462.5,748.0
TP73,5.0,11.5,21.5,26.0
TPD52,8645.0,10613.5,4118.5,5490.5
TPD52L2,2259.5,2968.5,1909.0,2360.0
TPH1,7.5,9.0,6.5,6.0
TPI1,8645.0,10326.5,7256.5,7898.5
TPM1,129.0,149.0,91.5,154.5
TPM2,21.0,42.0,11.5,18.5
TPM3,17399.5,20654.5,15012.0,16826.0
TPM4,21970.5,27456.0,13022.0,15600.5
TPMT,430.0,572.0,526.0,515.5
TPP2,441.0,499.0,456.0,512.0
TPR,359.5,432.5,349.5,407.0
TPT1,6075.0,7620.5,4905.0,5615.5
NR2C1,83.5,154.0,87.0,136.0
NR2C2,1866.5,2745.5,1186.5,1669.5
HSP90B1,1614.5,2120.5,2364.5,2682.5
TRAF1,96.5,139.5,156.5,246.5
TRAF2,156.5,239.0,155.0,197.5
TRAF3,962.5,1475.0,810.5,978.5
TRAF6,311.0,497.5,235.0,395.0
7190,5724.0,7052.5,7659.5,8407.0
CCT3,12201.0,14121.5,14001.0,16895.5
TRIO,217.0,294.0,279.5,309.0
TRIP6,82.5,114.0,96.0,114.0
TRPC2,4.0,6.5,2.0,2.5
TRPM2,459.5,713.0,389.5,450.0
TRPS1,23.5,54.0,15.5,13.0
TSN,5001.5,5726.0,4995.0,5710.5
TSC1,501.0,686.5,540.5,705.5
TSC2,49.5,57.5,56.5,55.5
TSG101,216.5,239.0,169.5,234.5
TSNAX,2083.0,2726.5,2091.0,2611.0
TSPYL1,1219.5,1634.5,973.0,1218.0
EIPR1,102.5,112.0,87.0,113.5
TST,71.0,104.0,80.0,92.5
TTC1,1016.5,1075.5,981.0,1264.0
DNAJC7,6199.5,7339.5,5506.5,6068.0
TTC3,1537.5,1792.5,1433.5,1721.0
TTC4,360.0,484.5,455.0,569.5
TTF1,1651.0,2209.0,1638.5,2180.5
TTK,106.5,206.5,116.0,148.5
TTN,4.0,3.5,1.0,1.5
TUBA4A,232.5,322.5,196.0,230.0
TUBB2A,3.0,2.0,3.5,4.5
TUBG1,117.5,171.0,140.0,190.5
TUFM,831.0,962.0,812.5,914.0
TUFT1,79.0,119.0,32.0,44.0
TULP1,4.0,3.5,3.5,3.5
TULP3,246.0,327.0,199.0,294.0
HIRA,288.0,402.5,367.0,445.5
TNFSF4,12.5,17.0,14.0,27.0
TNFRSF4,3.0,8.0,1.5,4.5
TXK,11.0,19.5,23.5,16.5
TXN,1154.0,1354.5,1193.0,1321.0
TXNRD1,5530.5,6844.5,5807.0,6657.0
TYK2,624.0,844.0,558.0,624.0
TYMS,4717.0,5365.5,3720.5,5086.0
TYRO3,28.0,52.5,53.5,54.5
7302,2.5,5.5,4.5,9.0
TYROBP,862.5,912.5,853.5,873.5
U2AF1,19.0,38.0,19.5,33.0
UBA52,5941.5,6383.5,5839.5,6359.0
UBB,1651.5,1823.0,1919.0,2208.5
UBC,827.0,900.5,658.5,670.0
UBA1,707.0,930.0,766.5,889.0
UBA7,24.0,29.0,20.0,23.0
UBE2A,2758.0,3182.5,2684.0,3030.0
UBE2B,750.5,1076.0,701.0,875.5
UBE2D1,363.5,554.5,354.5,435.5
UBE2D2,2691.0,3270.0,2101.0,2501.0
UBE2D3,6604.0,8308.0,5946.5,6923.0
UBE2E1,1666.5,2450.5,1239.0,1285.0
UBE2E2,145.5,177.0,74.5,76.0
UBE2G1,3026.5,3984.5,2695.0,3274.0
UBE2G2,4736.0,6480.5,4976.5,5491.5
UBE2H,1053.5,1348.5,849.0,1192.5
UBE2I,2538.0,3326.0,2154.5,2636.0
UBE2L3,1810.5,2350.0,1926.0,2124.0
UBE2N,2532.0,2945.0,2241.0,2644.0
UBE2V1,5616.0,6648.0,4712.5,5278.0
UBE2V2,3074.5,3959.0,3688.0,4083.0
UBE3A,3369.0,4343.0,3331.0,4613.5
SUMO1,4319.0,4980.0,3666.0,4597.5
UBP1,3144.5,4574.5,2833.5,3318.0
UBTF,7690.0,12923.5,4883.0,7178.5
UCHL3,58.0,74.5,49.0,64.5
UCN,2.0,3.0,1.0,3.0
UCP2,1154.5,1370.0,1050.0,1111.0
UCP3,19.5,37.5,21.0,23.5
UFD1,143.5,206.0,230.0,258.5
SLC35A2,357.5,560.0,411.5,462.5
UGCG,3763.0,3224.0,2593.5,2489.5
UGDH,146.0,204.0,194.5,170.5
UGP2,575.5,864.0,458.5,554.5
UGT2B17,3.0,5.5,0.5,0.5
UGT8,17.5,26.5,28.5,44.5
UCK2,1933.0,2764.0,1517.0,2244.0
UMPS,857.5,1124.5,559.5,687.0
COL14A1,1.0,3.0,2.0,3.0
UNG,2889.5,3704.0,2475.5,2996.5
USP4,971.0,1276.5,927.5,1092.0
NR1H2,484.0,607.5,406.0,451.5
UPP1,8.0,12.0,13.5,11.0
UPK3A,148.0,141.5,105.5,135.5
UQCRB,5483.5,6199.5,5453.5,6424.0
UQCRC1,444.5,537.0,502.0,538.0
UQCRC2,1134.0,1260.5,848.5,1071.0
UQCRFS1,483.5,566.5,413.0,586.0
UQCRH,672.5,967.5,702.5,860.5
UROD,67.5,75.0,71.0,93.5
UROS,88.5,101.5,86.0,105.5
USF1,606.5,726.5,766.5,844.5
USF2,910.0,1394.0,556.5,802.5
USP1,1009.0,1554.5,915.5,1324.0
USH2A,1.0,7.0,1.5,1.0
UTRN,348.5,549.0,195.0,284.5
KDM6A,121.0,176.0,112.0,174.0
UTY,1022.5,1263.0,713.5,924.5
UVRAG,474.0,616.0,457.5,695.5
VASP,4682.5,6732.5,3793.5,4005.0
VAV1,313.5,432.0,339.0,386.0
VAV2,452.5,739.0,454.5,554.0
VBP1,2171.0,2407.0,2153.5,2631.0
VCL,1312.5,1637.0,844.0,1168.5
VCP,2092.0,2869.0,2969.5,3463.0
VDAC1,8101.5,9433.5,7764.5,8925.0
VDAC2,442.5,710.5,361.5,428.5
VDAC3,3476.5,3799.5,3277.0,4191.5
VDR,663.0,1093.5,943.5,1297.5
VEGFA,2890.5,4131.5,1342.5,2038.5
VEGFB,35.5,33.5,27.5,26.0
VGF,24.0,25.5,20.5,24.5
VHL,2275.0,3564.5,2180.5,2572.0
EZR,2170.0,2476.0,1782.5,2335.0
VIM,4850.5,5429.0,5213.0,5756.5
VLDLR,1561.5,1566.0,793.0,924.0
BEST1,99.5,80.5,129.5,74.5
TRPV1,44.0,69.0,74.5,68.5
VRK1,476.5,615.0,423.5,517.0
VRK2,521.0,662.0,564.5,773.0
VSNL1,4.0,5.5,3.0,5.0
WARS1,5321.5,6007.0,2464.0,2651.0
WAS,424.5,597.0,438.0,444.0
WIPF1,591.5,808.5,550.5,868.5
EIF4H,8261.0,11096.0,5870.0,7517.0
CLIP2,705.0,1068.5,295.0,502.0
LAT2,5990.0,7887.5,2457.0,4037.0
CORO2A,30.5,40.0,39.0,91.5
WEE1,533.5,678.5,507.5,700.0
NSD2,2684.0,3698.0,2201.0,2890.0
NELFA,239.0,370.0,266.5,367.0
WNT1,4.0,2.5,5.5,5.5
WNT6,35.0,60.0,58.5,89.0
WNT10B,302.5,471.5,380.5,430.5
WNT11,3.0,5.5,16.0,14.0
WNT2B,3.5,2.5,3.0,4.0
GET1,479.5,560.5,395.0,543.5
WRN,227.0,312.0,202.0,224.0
WT1,927.5,1262.0,691.5,1140.5
XBP1,9806.5,11458.0,4382.0,5850.5
XK,918.5,1120.0,261.0,386.5
XPA,821.0,1026.5,704.5,845.5
XPC,1027.5,1392.0,922.5,1342.5
XPNPEP1,2530.5,2905.5,2047.0,2371.0
XPNPEP2,5.0,4.5,0.0,0.0
XPO1,3521.0,4229.5,3961.5,5088.5
XRCC1,80.0,104.0,84.0,101.5
XRCC2,878.5,1244.0,534.5,792.0
XRCC3,408.5,617.0,314.0,396.5
XRCC4,174.5,262.0,137.5,194.5
XRCC5,5194.5,6258.5,4376.0,5445.0
YES1,857.0,1225.5,573.0,847.0
YY1,2310.5,3029.0,2160.5,2443.0
YWHAB,14056.0,16498.0,12945.5,14878.5
YWHAE,120.5,139.0,64.5,99.5
YWHAG,17465.0,22975.5,16907.5,19729.5
YWHAH,3828.5,4636.0,3736.5,4546.0
YWHAZ,43923.0,53977.5,35129.0,37945.0
SF1,13404.5,19594.0,7841.0,10704.0
ZFP36,366.5,656.0,280.5,539.5
ZFP37,7.5,11.0,8.0,12.0
ZBTB14,219.5,259.5,193.0,306.0
ZFPL1,88.0,99.5,82.0,96.5
ZFX,873.5,1327.5,692.0,1122.0
ZFY,195.0,310.0,201.0,294.0
ZIC1,1.5,4.5,0.0,1.0
ZIC2,179.5,278.0,160.5,260.5
ZNF2,40.5,64.5,62.0,87.5
ZNF3,738.0,1136.5,659.5,1017.5
ZNF7,61.0,110.0,63.5,109.5
ZNF8,52.5,82.5,33.0,53.0
CNBP,26147.5,28997.5,22960.5,26350.0
ZNF10,81.5,122.5,65.0,99.0
ZNF12,263.5,518.5,227.0,367.0
ZNF708,307.5,555.5,219.5,339.0
ZNF16,34.0,69.0,32.5,56.0
ZNF17,36.5,81.0,49.0,71.5
ZNF18,108.0,160.5,127.0,190.0
ZNF182,167.5,234.0,147.5,236.5
ZNF22,1585.5,2039.0,1369.0,1652.5
ZNF23,78.5,114.0,100.0,133.0
ZNF24,4183.0,6129.0,3062.5,4025.0
ZNF26,293.5,458.0,226.5,277.5
ZNF28,298.0,411.0,116.5,186.5
ZSCAN20,16.5,34.5,20.0,25.0
ZNF32,52.0,60.5,57.0,74.0
ZNF33A,718.0,975.5,558.5,718.5
ZNF33B,332.5,507.5,247.0,361.5
ZKSCAN1,2940.0,3999.0,3421.0,4119.5
ZNF37A,924.0,1230.0,1125.5,1135.5
ZSCAN21,44.0,56.0,45.5,73.5
ZNF41,285.5,378.5,205.5,273.0
MZF1,102.0,141.0,59.5,72.0
ZNF45,274.5,416.0,278.0,439.5
ZBTB25,309.5,399.0,277.0,367.0
ZNF70,85.0,152.5,55.5,88.0
ZNF74,323.5,433.5,301.5,434.0
ZNF75D,180.0,221.0,203.5,266.5
ZNF75A,242.5,349.0,204.0,260.0
ZNF76,221.0,282.0,153.5,180.0
ZNF79,20.0,22.5,16.0,28.5
ZNF84,564.0,791.0,504.5,621.5
ZNF221,6.5,14.5,5.5,5.0
ZNF99,0.0,1.5,0.0,0.0
ZNF222,2.5,4.0,4.0,7.5
ZNF121,87.0,151.5,52.0,86.0
ZNF124,1081.5,1608.0,725.0,1180.0
MKRN3,16.5,31.0,18.0,26.5
7686,6.0,12.0,5.5,8.0
ZNF131,574.5,797.5,550.5,743.5
ZNF132,7.0,17.5,6.0,11.0
ZNF133,10.0,13.5,10.0,14.0
ZNF134,361.0,614.0,226.0,370.5
ZNF136,182.0,354.0,123.0,208.0
ZNF138,761.0,1058.5,519.0,831.5
ZNF140,311.5,392.5,278.5,403.0
ZNF142,1226.0,1941.5,609.0,1064.0
ZNF143,168.5,256.0,216.5,311.5
PCGF2,0.5,1.5,1.0,2.0
ZBTB16,4.0,8.5,7.5,11.0
ZNF146,7090.0,8963.5,7546.0,9762.5
TRIM25,5273.0,6239.5,5024.5,5760.0
ZNF148,1225.0,1740.0,1230.5,1600.5
ZBTB17,19.5,25.5,20.5,30.5
ZNF154,91.5,158.0,49.5,72.5
ZNF155,102.5,179.5,116.5,181.0
VEZF1,1216.5,1550.5,1223.0,1737.0
ZNF165,4.5,6.0,3.0,3.0
ZNF174,54.0,84.0,54.5,93.5
ZNF175,108.0,191.0,116.0,281.5
ZNF177,42.5,47.0,76.0,78.0
ZNF180,61.0,147.5,70.0,128.0
RNF113A,13.5,30.5,19.0,31.0
ZNF184,33.5,66.5,54.5,109.5
ZNF185,1334.5,1582.0,1415.5,1597.0
ZSCAN26,233.0,299.5,296.0,433.0
ZNF189,873.5,1255.0,807.5,1224.0
ZKSCAN8,1827.5,2757.5,1296.0,1851.0
ZSCAN9,41.5,79.5,40.0,62.0
ZNF195,2411.0,3178.0,1846.5,2596.0
ZMYM2,824.5,1149.0,642.0,816.0
ZNF200,234.5,391.0,247.5,396.0
ZNF202,311.5,412.5,329.5,417.0
7754,3.5,5.0,2.5,6.0
ZNF207,2095.0,2769.0,2046.5,2657.5
ZNF213,167.5,197.5,104.5,162.5
ZFAND5,1119.0,1261.0,1162.5,1417.5
ZNF217,759.0,1196.0,923.5,1566.0
ZNF224,301.0,451.5,341.0,460.0
ZNF225,96.0,155.0,93.5,171.5
ZNF226,33.0,43.0,23.0,30.5
ZNF227,132.0,185.5,170.0,276.5
ZNF230,36.5,72.5,38.0,91.0
ZNF232,3.0,9.5,5.0,7.0
ZNF236,177.0,251.5,161.0,249.0
SLC30A1,147.5,229.0,76.5,111.5
SLC30A3,14.5,17.0,13.5,15.5
MAP3K12,205.0,271.5,172.0,210.0
ZXDA,28.0,53.0,24.5,49.0
ZYX,1877.5,2678.5,1320.5,1807.5
LUZP1,326.0,535.5,265.0,446.5
PRDM2,248.5,379.0,271.0,426.0
DNALI1,119.5,165.5,142.0,154.5
PTP4A1,2844.5,3972.5,2228.5,2765.0
LRP8,2249.5,3148.5,2600.0,2589.0
LAPTM5,11106.5,12928.5,11022.5,12411.0
CSDE1,8660.0,11407.0,7821.5,8897.0
EVI5,102.0,143.5,131.0,171.5
DAP3,629.0,754.5,621.0,680.0
BTG2,1039.0,1130.5,770.5,816.0
ALMS1,24.0,30.5,39.5,43.0
MOGS,116.5,139.0,131.5,148.5
RNF103,103.5,163.0,72.5,128.0
TUBA1A,256.0,283.5,271.5,227.0
PAX8,54.5,104.5,25.5,38.0
CXCR4,309.0,410.0,331.0,982.0
FZD5,85.0,142.5,68.0,124.0
BRPF1,224.5,436.0,209.0,269.5
IFRD2,446.0,579.0,526.5,587.5
MAPKAPK3,1295.5,1630.0,1116.0,1276.5
SEMA3B,6.0,10.0,3.0,2.5
SLMAP,627.5,844.5,880.5,1119.0
MANF,446.0,557.5,606.0,675.5
USP7,9517.0,11331.5,7730.5,8969.5
RAB7A,12237.0,14961.0,8045.0,10233.5
KCNAB1,22.0,35.5,15.5,16.5
SLBP,2815.5,3246.5,2239.5,3144.0
ST8SIA4,376.0,479.5,418.0,564.0
REEP5,1586.0,1940.0,1247.5,1320.0
DEK,9569.5,12258.5,7948.5,10035.0
ALDH5A1,1703.0,2250.0,1045.0,1221.0
DDX39B,19.5,25.0,11.0,19.0
SLC39A7,3.0,6.0,3.0,3.5
LST1,96.5,134.0,85.5,111.5
TFEB,117.0,186.5,112.5,129.5
EPM2A,264.0,320.5,242.5,290.0
AIMP2,278.5,340.5,324.5,393.0
MAFK,582.0,959.5,353.0,491.5
FZD3,451.5,697.0,488.5,595.5
MTERF1,282.5,359.0,239.5,311.0
SEM1,820.5,919.5,833.0,943.0
ST7,87.5,111.0,69.5,93.0
ZNF212,256.5,331.5,221.0,277.0
UBXN8,314.5,390.5,254.5,294.5
KAT6A,1385.0,2028.5,1160.5,1624.5
PSCA,4.0,4.0,2.0,3.0
NR4A3,14.5,12.5,45.5,18.0
BRD3,1454.5,2093.0,1672.0,2216.5
NUP214,267.5,376.5,292.0,393.0
LHX3,2.0,2.0,0.0,0.0
STAM,85.5,125.5,89.0,127.5
MLLT10,217.5,281.5,201.0,291.0
CUBN,3.5,5.0,3.0,4.5
CCDC6,1318.5,1668.0,1431.5,1704.0
NCOA4,4308.5,5124.5,4065.5,5053.5
SLC25A16,248.5,305.5,238.5,278.0
SHOC2,1437.5,1856.5,1070.5,1503.0
PDHX,430.5,649.0,514.5,671.5
FOSL1,718.0,957.0,280.5,472.5
CUL5,1482.0,1910.0,1271.5,1720.0
PTP4A2,5652.0,6897.0,4650.5,4772.5
USP5,408.5,535.0,476.0,534.0
MLF2,4072.0,5755.0,3259.5,4462.5
KMT2D,977.0,1729.0,902.5,1055.0
AAAS,42.5,45.5,43.5,45.0
FXR1,1235.0,1492.5,980.0,1474.0
YEATS4,434.5,530.5,405.0,522.0
CDK2AP1,1027.0,1159.5,1236.5,1284.0
IFT88,18.5,24.0,16.0,19.0
PABPN1,2456.0,5034.5,2219.0,2668.5
DPF3,68.5,97.5,23.5,58.5
GPR68,142.0,257.0,157.0,159.5
ANP32A,7652.5,9036.0,5820.0,6665.0
NPRL3,270.5,346.0,260.0,315.0
GAN,99.0,136.0,78.0,117.5
SLC7A5,13857.5,19797.5,8738.5,10320.5
RND2,1.5,6.0,1.0,6.5
COIL,390.0,512.5,382.0,544.5
AKAP1,1124.5,1302.0,1275.0,1479.5
SF3A2,137.0,173.5,162.5,165.5
ELL,450.0,842.0,410.5,536.0
SYMPK,53.5,63.5,67.0,71.5
CLPP,262.0,344.5,223.0,263.0
DPF1,9.0,25.0,3.0,8.0
MKKS,722.0,698.0,742.5,937.0
NCOA3,789.0,1097.5,714.0,814.0
NRIP1,3400.0,4822.5,3298.5,6249.0
CHAF1B,306.0,376.0,271.0,361.0
GATD3A,178.0,194.0,144.0,176.5
LZTR1,343.0,449.5,363.0,370.0
CLTCL1,74.0,97.5,78.5,118.5
ESS2,437.5,688.5,403.0,616.0
GTPBP6,158.0,207.0,158.5,191.5
PUDP,475.0,497.0,356.5,483.5
AKAP17A,632.0,822.5,593.5,694.0
PNPLA4,55.5,75.5,27.0,33.5
ZRSR2,2.0,7.5,4.5,9.0
USP11,362.0,498.5,325.0,377.0
USP9X,748.5,837.5,641.5,729.0
RBM10,119.5,187.0,120.0,161.5
KDM5C,160.5,188.0,124.0,141.0
SMC1A,4456.0,5683.0,4069.5,4626.5
NAA10,129.0,170.5,170.0,155.0
F8A1,333.5,441.5,352.0,428.5
UBL4A,1200.5,1538.5,1266.0,1432.0
TMEM187,24.5,31.5,27.5,27.0
LAGE3,121.0,169.5,153.0,171.0
SLC10A3,49.0,69.5,77.5,82.0
TKTL1,114.0,99.5,24.0,22.5
KDM5D,187.0,245.0,152.5,218.5
EPX,8.0,10.0,7.5,6.0
ARID1A,2773.5,3358.5,2515.5,3423.0
COLQ,7.5,21.5,17.0,13.0
SERF1A,5.0,8.0,6.0,8.5
H4C9,1.5,2.0,0.5,2.0
TRRAP,391.0,523.0,507.0,585.0
PICALM,2302.0,2814.0,1916.0,2208.0
KLRC4,6.5,7.5,1.0,3.5
SNN,987.0,1148.5,680.5,901.0
ACOX3,123.5,161.5,136.0,150.5
AXIN1,960.0,1589.0,634.0,1024.0
AXIN2,10.0,23.0,5.0,12.5
BAP1,795.5,1150.5,704.0,968.5
BRAP,696.5,866.5,662.5,837.5
CDC7,717.5,922.5,630.5,1032.0
CDC45,102.5,150.5,84.5,118.5
EOMES,6.0,7.0,5.0,7.0
FZD1,184.0,266.5,169.0,257.5
FZD6,138.0,227.5,102.0,115.0
FZD7,131.0,198.5,115.5,161.5
FZD8,0.0,0.0,0.0,0.0
H2AC13,6.5,6.0,4.5,6.5
H2AC15,1.0,1.0,1.0,2.5
H2AC14,8.5,9.0,4.5,7.5
H2AC16,3.5,3.0,3.5,5.0
H2AC6,23.5,35.0,11.0,12.0
H2AC17,8.5,12.0,7.5,11.5
H2AC20,13.0,26.0,12.0,18.0
H2BC8,0.5,1.0,3.0,2.5
H2BC13,3.5,1.5,1.0,1.0
H2BC15,1.5,1.5,0.5,0.5
H2BC14,2.0,1.0,0.0,0.5
H2BC7,1.5,1.0,0.0,0.5
H2BC9,13.0,26.5,22.0,19.5
H2BC4,1.0,2.5,1.5,1.5
H2BC21,35.0,46.5,32.5,40.0
H3C1,0.0,1.0,0.0,1.5
H3C4,2.0,2.5,3.0,3.5
H3C3,0.5,3.0,1.5,7.0
H3C12,0.5,2.0,0.0,2.0
H3C10,6.5,6.0,5.0,8.0
H3C2,2.0,2.0,0.5,0.5
H4C1,3.5,4.5,1.5,2.0
H4C11,9.5,10.0,5.5,7.0
H4C3,31.0,54.5,22.5,42.5
H4C8,1.0,1.5,1.5,0.0
H4C5,1.0,4.0,0.5,1.0
HYAL3,54.0,60.0,73.0,85.5
MAD1L1,199.0,231.0,183.5,185.0
PIP5K1A,1324.5,2016.5,830.5,1175.5
PIP4K2B,18.0,36.0,15.5,19.5
PLA2G6,30.0,48.0,25.0,26.0
SLC25A11,618.5,794.0,629.5,783.5
SPOP,1243.5,1597.0,1275.5,1457.0
TAGLN2,8504.5,11432.0,8163.0,9979.5
ULK1,452.5,676.0,491.0,672.5
UXT,1135.5,1252.5,1005.5,1267.0
EEA1,305.0,555.0,319.5,377.5
BCAR3,1.5,1.5,0.5,2.5
ANXA9,40.0,66.0,34.5,53.5
STX7,715.0,994.5,669.0,865.0
8418,226.0,219.0,275.5,230.5
LTBP4,22.0,35.0,35.0,24.0
ZNF282,424.0,598.0,315.0,503.5
STK24,985.0,1191.0,801.5,868.0
UTF1,12.5,16.0,18.5,11.0
RECK,95.0,148.5,64.0,108.0
RAD54L,82.5,106.0,119.5,125.5
NSMAF,1760.5,2040.5,1784.5,2188.5
NCK2,907.0,1193.5,671.5,999.0
