GENE,VHL_3h,DMSO_3h,VHL_6h,DMSO_6h
H4C1,0.0,0.5,0.0,0.0
H4C11,0.0,0.0,0.0,0.0
H4C3,2.0,9.5,0.5,0.5
H4C8,0.0,0.0,0.0,0.0
H4C5,0.0,0.0,0.0,0.0
HYAL3,0.5,3.5,0.0,0.5
MAD1L1,11.0,11.5,2.5,5.5
PIP5K1A,41.5,185.5,25.0,21.5
PIP4K2B,0.5,0.5,0.0,0.0
PLA2G6,1.0,0.0,1.0,0.0
SLC25A11,6.5,20.5,5.0,3.0
SPOP,22.5,84.0,16.5,16.5
TAGLN2,102.0,235.5,48.5,74.0
ULK1,14.0,43.0,6.5,6.5
UXT,4.0,21.5,5.0,14.0
EEA1,6.5,30.5,2.5,3.0
BCAR3,0.0,0.0,0.0,0.0
ANXA9,0.0,0.0,0.0,0.0
STX7,6.5,29.0,4.0,4.0
8418,5.5,10.5,7.0,4.0
LTBP4,1.5,0.5,0.5,0.0
ZNF282,30.5,79.0,12.5,12.0
STK24,9.0,31.0,7.5,4.5
UTF1,0.5,0.5,0.0,0.0
RECK,0.5,5.5,0.0,0.5
RAD54L,1.5,3.0,0.5,1.5
NSMAF,20.0,93.0,15.0,16.5
NCK2,45.0,130.0,17.5,24.0
GNPAT,3.5,22.5,3.5,4.0
DYRK3,0.0,0.0,0.0,0.0
DYRK2,25.0,115.0,11.5,17.5
DUSP11,2.5,2.5,0.5,0.0
DOC2A,1.5,6.0,0.5,0.5
CUL4B,4.5,19.5,2.5,4.0
CUL4A,7.0,21.5,3.5,3.0
CUL3,9.0,40.0,5.0,9.5
CUL2,4.5,13.5,1.0,3.5
CUL1,14.5,50.0,11.0,15.0
ATRN,50.5,183.5,28.0,31.0
TTF2,13.0,48.0,4.5,4.0
TPST2,11.0,28.0,7.0,3.0
KLF11,78.0,224.5,31.5,58.0
TEAD2,0.0,0.0,0.0,0.0
SUPT3H,2.5,10.5,1.5,1.0
SMARCA5,11.5,34.5,5.5,9.5
OGT,45.0,187.0,24.0,25.5
GPR65,2.0,11.0,3.0,1.5
HIRIP3,6.0,17.0,3.5,4.0
RAE1,9.5,23.0,4.0,7.5
OFD1,0.0,1.5,0.0,0.0
SEMA7A,13.0,41.0,6.5,2.5
GALR3,0.0,0.0,0.0,0.0
GEMIN2,2.5,4.0,1.5,1.5
RGS5,0.0,6.0,1.0,1.0
MAP4K3,6.0,17.0,3.5,2.5
PRSS12,0.0,0.0,0.0,0.0
PPM1D,11.5,30.0,6.5,7.0
PPFIBP2,0.0,3.5,1.0,0.0
PPFIBP1,1.5,13.5,2.5,5.0
PPFIA4,3.5,7.0,0.0,0.5
RANBP3,24.5,71.0,15.0,15.0
PPFIA1,10.0,41.5,4.0,2.0
SLC43A1,8.5,37.5,10.5,10.5
PKP4,3.5,18.5,5.5,4.0
PIK3R3,12.0,40.5,8.5,7.0
PEX3,0.5,5.5,0.0,0.5
PARG,4.0,21.5,5.0,2.5
CNTNAP1,0.0,0.0,0.0,0.0
ENC1,3.5,18.0,14.5,6.5
NIPSNAP1,12.5,27.0,7.0,5.0
NDST2,3.0,10.0,2.0,2.0
MBL1P,0.0,1.0,0.5,0.0
KCNAB2,125.5,368.0,52.0,54.0
ELP1,2.5,11.0,2.0,2.0
IFITM1,15.5,29.5,6.0,3.0
HAT1,5.5,12.0,2.5,6.0
GAS7,62.0,136.0,7.5,12.0
DGKZ,3.5,14.0,3.5,3.0
DGKE,25.5,84.5,15.5,17.5
DGKD,25.5,72.0,17.0,15.0
DDO,0.0,0.0,0.0,0.0
CST7,0.0,3.0,1.5,2.5
YBX3,13.5,49.0,8.5,8.5
CPZ,0.0,0.0,0.0,0.0
COPS3,18.0,53.5,16.5,15.5
CBX4,31.0,86.0,21.5,23.0
CAMK1,0.0,1.0,0.0,0.0
BARX2,0.0,0.0,0.0,0.0
API5,9.5,62.5,7.5,7.0
AGPS,15.5,61.0,8.5,10.0
PPFIA3,6.0,17.0,3.0,6.0
APOL1,3.5,5.5,2.0,3.0
LMO4,9.5,55.5,15.5,20.0
PIR,0.0,0.5,0.0,0.0
CGGBP1,28.0,148.5,14.5,19.5
AP3B1,5.5,11.5,2.5,3.0
BLZF1,1.5,17.0,1.0,1.5
MAPKAPK5,2.0,12.5,2.0,1.0
INE2,0.5,0.0,0.0,0.0
INE1,3.5,10.5,0.5,1.5
BHLHE40,703.0,748.0,270.5,183.5
PIAS1,28.0,149.0,18.0,18.5
CDC14B,0.0,0.0,0.0,0.0
CDC14A,11.5,39.0,5.5,9.0
TCAP,0.0,0.0,0.0,0.0
CDK10,7.0,20.0,5.5,2.5
PRPF18,1.5,4.0,0.5,1.5
DEGS1,47.5,169.0,27.5,35.0
DENR,14.0,67.0,11.0,10.0
THOC5,1.0,5.5,2.5,2.0
KMO,0.5,3.5,0.0,1.0
YARS1,23.0,76.0,22.0,26.0
PDXK,38.5,134.0,18.0,13.0
MADD,27.0,57.5,16.0,18.0
RRP1,11.5,23.5,7.0,4.5
MKNK1,35.0,91.0,19.0,23.0
KHSRP,34.5,158.0,23.0,26.5
CASK,0.5,7.0,1.5,0.5
AKR7A2,14.5,50.0,9.5,10.5
PRKRA,8.0,16.5,3.0,4.0
STK16,6.0,18.0,5.5,4.5
TMEFF1,0.0,0.5,0.0,0.0
RGS20,0.0,0.0,0.0,0.0
NOP14,18.5,47.5,9.0,11.0
FAM193A,14.5,34.0,7.0,12.0
SLC25A12,6.5,17.0,6.0,6.5
PLA2G4C,0.0,0.0,0.0,0.0
RUVBL1,6.0,15.5,5.0,5.5
RDH16,0.0,0.0,0.0,0.0
KLF7,20.5,79.5,17.5,24.0
PLPP1,0.5,3.5,1.0,1.0
STC2,2.5,8.5,4.0,4.0
USO1,4.0,18.5,5.0,3.5
NPFF,0.0,1.5,0.0,0.0
CDK13,17.0,75.5,8.5,7.5
PDE8B,0.0,0.0,0.0,0.0
ASMTL,2.5,1.5,0.0,0.0
PSMG1,16.0,45.0,12.5,9.5
RFXANK,1.0,5.0,2.5,1.5
TP63,0.0,0.0,0.0,0.0
JRK,104.0,338.5,56.5,89.0
HSD17B6,0.0,0.5,0.0,0.0
DNAH17,0.0,0.0,0.0,0.0
UNC5C,23.0,108.0,41.0,51.0
RTCA,4.0,35.0,4.5,4.5
RNASET2,1.5,2.5,0.5,0.0
SSNA1,11.5,20.5,6.5,6.0
EIF4EBP3,0.0,6.5,3.5,2.0
OASL,1.0,2.5,3.5,1.0
AOC3,0.0,1.0,0.0,0.0
PCDHGB4,22.0,65.0,8.0,12.0
DCHS1,0.0,0.5,0.0,0.0
PTCH2,0.0,0.0,0.0,0.0
AKR1C3,0.0,0.0,0.0,0.0
KCNK5,24.0,60.0,17.5,24.5
NCOA1,10.5,35.5,7.0,5.5
LAMTOR3,8.5,37.0,7.0,8.0
NUMB,20.0,69.0,12.0,6.5
SOCS1,201.5,175.5,46.5,25.0
DDX3Y,67.5,273.0,38.5,56.0
PDE5A,0.0,0.5,0.0,0.0
DYNLL1,51.5,155.0,10.0,19.0
TNKS,44.0,132.5,17.0,17.0
ALDH4A1,1.0,5.0,1.0,2.0
IRS2,1.5,4.5,0.5,1.5
EIF3A,36.5,116.0,20.0,22.5
EIF3B,29.5,67.0,14.0,18.0
EIF3C,0.0,0.0,0.0,0.0
EIF3D,7.5,23.0,6.0,9.5
EIF3F,1.0,12.5,1.0,2.5
EIF3G,6.5,10.5,5.0,5.0
EIF3H,16.5,49.0,11.5,18.5
EIF3I,14.5,44.5,10.5,11.0
EIF3J,65.5,224.5,32.5,33.5
SLC4A4,0.0,0.0,0.0,0.0
EIF4G3,9.0,30.5,6.5,10.0
VAMP8,34.5,89.0,28.0,26.5
VAMP4,4.5,11.5,2.5,4.0
STX16,35.0,118.0,12.0,19.0
STX11,1.0,5.0,2.0,0.5
STX10,8.5,9.0,1.5,5.0
BECN1,11.0,37.5,8.0,6.5
JMJD7-PLA2G4B,0.5,2.0,0.0,0.0
PEA15,109.5,304.5,56.5,71.0
SRSF9,8.0,41.0,9.0,10.0
JRKL,2.5,15.5,3.0,2.5
HYAL2,0.5,4.0,2.0,1.0
GALNT4,5.5,32.0,4.5,3.5
DGAT1,2.0,6.0,2.5,1.0
CDC23,15.5,63.0,7.0,19.0
DNAH11,0.5,1.0,0.0,0.0
B4GALT4,9.5,34.5,5.5,7.5
B4GALT3,4.5,15.0,4.5,4.0
B4GALT2,5.5,18.0,3.5,4.0
B3GALT2,0.0,0.0,0.0,0.0
TNK1,0.0,0.0,0.0,0.0
TRADD,2.0,4.0,1.0,1.5
MBTPS1,3.5,22.0,5.5,3.5
EDF1,19.5,32.0,12.0,8.5
CTSF,0.0,0.0,0.0,0.0
SNX4,26.0,94.0,16.0,18.0
SNX3,7.0,45.0,6.0,6.5
URI1,11.5,47.0,9.0,6.5
EED,1.0,8.0,1.5,1.5
CTNNAL1,0.0,2.0,0.0,0.0
GBF1,10.0,19.5,4.0,7.0
RNMT,52.0,174.0,29.5,28.0
RNGTT,12.5,55.5,4.5,9.0
GPAA1,0.5,2.0,0.5,0.0
MYOM1,0.0,0.0,1.0,0.5
RIPK1,10.5,44.0,12.0,6.5
CRADD,1.5,1.0,0.0,0.5
TNFSF14,53.5,200.5,41.5,40.0
TNFSF13,7.5,26.0,4.5,5.5
TNFSF10,181.5,343.5,104.0,46.5
TNFSF9,9.5,26.0,10.0,15.5
ADAM23,0.0,0.0,0.0,0.0
ADAM15,4.0,4.5,1.5,1.5
ADAM9,0.0,0.0,0.0,0.0
CDS2,19.0,59.5,7.5,7.5
PABPC4,9.0,40.5,5.0,10.5
CD164,71.0,304.5,33.5,35.0
RAB11A,14.5,77.0,9.0,11.0
RIPK2,0.0,3.0,0.0,1.0
TNFRSF6B,0.0,0.0,0.0,0.0
FADD,23.0,62.5,12.0,17.5
SNAP23,74.0,111.0,60.5,73.5
NAPG,14.0,69.0,7.5,10.0
NAPA,11.0,39.0,4.5,6.0
MTMR1,2.0,11.0,1.0,1.0
SIGLEC5,0.5,8.0,0.0,2.0
RIOK3,25.0,96.0,18.0,13.0
FPGT,3.5,4.0,2.0,3.0
TNFRSF11A,0.0,0.0,0.0,0.0
TNFRSF10D,25.5,162.0,13.5,32.0
TNFRSF10C,0.5,2.5,0.0,0.0
TNFRSF10B,33.5,118.0,8.0,15.0
TNFRSF10A,7.0,24.0,2.5,3.0
DYRK4,0.0,1.5,0.0,0.0
PEX11B,10.0,50.0,7.5,5.5
PEX11A,0.5,3.5,0.0,0.0
SUCLG2,4.0,20.5,2.0,6.0
SUCLG1,2.5,6.5,1.0,3.5
SUCLA2,0.0,5.0,0.5,0.0
CREG1,17.5,64.5,12.0,13.0
TRIM24,19.5,73.5,8.0,17.0
CCNK,13.5,46.5,9.5,7.5
DPM1,13.5,49.0,11.0,10.0
CDKL1,1.0,4.5,1.5,0.5
BANF1,17.0,58.5,12.0,13.5
DCAF5,38.5,138.5,26.5,24.0
FGF18,0.0,2.0,0.0,0.0
DPM2,7.5,31.0,9.0,6.5
SAP30,1.0,5.5,0.5,1.5
HESX1,0.0,0.0,0.0,0.0
CES2,20.0,88.0,20.0,12.5
IQGAP1,41.5,150.5,23.0,24.5
NRP2,0.0,0.0,0.0,0.0
NRP1,41.0,132.0,28.0,34.0
SYNGAP1,0.0,0.0,0.0,0.0
CD84,1.0,8.0,0.0,0.5
GMPS,0.5,4.5,0.0,0.0
TMEM11,72.5,181.0,38.0,40.0
SOCS2,14.0,52.0,5.5,6.0
GGH,0.0,1.5,0.0,0.0
CFLAR,126.5,488.0,58.5,93.5
HDAC3,19.0,45.5,8.5,14.5
KSR1,8.5,16.0,4.0,3.5
ALKBH1,7.5,36.0,5.5,8.0
DLEU2,5.0,26.0,2.0,3.0
TSC22D1,0.0,4.0,2.5,3.0
KAT2B,2.5,10.5,1.0,2.0
CDK5R1,29.0,86.0,8.5,24.0
ASAP2,0.0,1.0,0.0,0.0
ALDH1A2,0.0,0.0,0.0,0.0
NR1I2,0.0,0.0,0.0,0.0
PROZ,0.0,0.0,0.0,0.0
LDB1,46.0,120.0,17.5,22.5
APLN,0.0,3.0,0.0,0.0
PER3,0.5,3.0,0.5,0.0
PER2,17.5,77.0,10.0,12.5
SYNJ1,20.5,83.0,11.5,12.5
ST3GAL5,0.0,1.5,1.0,0.0
SYNJ2,18.5,61.0,9.0,10.5
CDC123,5.5,9.0,1.5,1.0
ARHGEF7,16.0,54.5,6.0,13.5
VNN2,0.5,1.5,0.0,0.5
SPHK1,1.5,7.5,1.0,0.5
SQSTM1,14.5,42.0,8.5,8.5
SGPL1,15.5,58.0,5.5,10.0
FUBP1,59.0,215.5,21.5,22.5
CDC16,4.5,14.5,1.5,3.0
ZPR1,23.5,80.5,16.5,13.0
NAE1,0.0,5.0,1.5,1.0
SLC5A6,52.5,146.5,22.5,26.0
DDX18,30.0,132.0,20.0,29.5
TAX1BP1,5.0,16.0,2.5,3.0
MCM3AP,2.0,5.0,0.5,0.0
EIF2B4,0.5,3.5,0.5,0.5
EIF2B3,1.5,5.5,1.5,1.5
EIF2B2,2.5,11.5,3.5,3.0
EIF2B5,12.5,34.5,7.0,8.5
EIF2S2,18.5,52.5,22.0,14.5
CPNE3,0.0,2.5,0.5,1.0
BUD31,3.5,8.5,1.5,3.0
MTMR3,19.0,77.0,5.0,10.5
MTMR2,5.0,29.5,4.0,4.0
PRPF4B,29.0,102.0,17.0,18.0
CCNA1,6.5,15.0,7.5,3.5
CPNE1,13.5,67.5,10.0,5.0
AP1S2,1.5,22.0,0.5,4.5
AP1G2,0.5,0.0,1.0,0.0
AP1M1,15.0,38.0,10.0,3.5
CACNA1I,0.0,0.0,0.0,0.0
TIMELESS,7.5,28.5,6.0,7.5
BCL10,6.5,45.5,5.0,11.5
HERC3,2.5,9.5,1.0,0.5
HERC1,4.5,13.0,4.0,4.0
SNURF,1.0,6.5,1.0,1.0
BSN,1.0,2.5,1.5,1.0
FOXH1,0.0,0.0,0.0,0.0
MBD4,9.5,52.0,5.5,13.0
MBD2,12.0,39.0,8.5,7.5
RAB29,5.5,36.5,4.5,3.5
SKAP2,6.0,26.0,8.0,7.0
WASF1,0.0,2.0,0.0,0.0
BAIAP3,0.0,0.0,0.0,0.0
FUBP3,8.5,28.0,3.5,4.0
CDK5R2,0.0,0.0,0.0,0.0
KYNU,0.0,0.5,0.0,0.0
AP3D1,33.5,98.0,21.5,17.0
SNORD73A,12.5,34.0,10.5,17.5
BTRC,9.5,30.0,4.0,6.0
H2AC11,0.0,0.0,0.0,0.0
H2BC11,0.0,0.0,0.0,0.0
H1-10,34.5,62.0,15.0,27.5
CHRNA6,0.0,0.0,0.0,0.0
USP13,18.5,109.0,10.5,19.5
WASL,4.0,38.5,2.5,7.5
PLOD3,3.5,3.0,0.5,0.5
RPS6KA4,19.5,47.0,12.5,8.0
STBD1,1.0,6.5,1.0,0.0
ATP6V0E1,16.0,70.5,11.5,16.0
LIMD1,35.0,129.0,16.0,16.0
NOL3,1.5,2.0,1.0,1.0
F2RL3,27.0,147.0,6.0,11.5
TAF1C,8.0,20.0,7.5,5.0
TAF1B,1.0,9.0,0.5,1.0
TAF1A,1.0,4.0,1.0,0.0
SLC25A14,1.5,5.5,1.0,1.0
MPZL1,6.5,33.0,6.0,5.5
MAP3K14,22.0,53.5,19.5,14.5
SOCS3,75.5,171.5,87.0,101.0
RNF8,6.0,24.0,3.5,6.5
HIP1R,0.0,0.0,0.0,0.0
RHBDL1,0.0,0.0,0.0,0.0
BAZ1B,42.5,169.0,31.5,29.0
UBA3,8.5,45.0,4.0,5.0
UBE2M,16.5,48.5,13.0,10.0
SPAG9,28.0,115.5,9.0,12.5
BTAF1,13.0,78.0,8.5,13.5
RPL14,3.0,10.5,4.0,2.5
DOK2,21.0,53.5,11.0,9.0
SH2D2A,1.0,0.0,0.0,0.0
ARTN,4.5,10.5,2.5,1.0
AIP,6.0,8.0,2.0,4.0
PSTPIP2,1.0,11.0,0.5,2.0
PSTPIP1,0.0,0.5,0.5,0.0
NFS1,7.5,51.5,8.5,6.5
PRC1,36.0,143.5,26.0,39.5
SLC7A7,1.0,2.0,0.0,0.0
SLC7A6,58.0,253.0,29.0,25.5
PAPSS2,0.0,0.0,0.0,0.0
PAPSS1,0.0,3.5,0.5,0.5
PIAS2,4.5,33.0,4.5,4.0
MAP3K6,0.5,1.5,0.0,0.0
SYT7,0.0,0.0,0.0,0.0
CLDN12,32.0,136.0,12.0,25.0
ASH2L,17.0,54.0,10.0,9.5
EIF1AY,0.5,3.5,1.0,1.0
TMSB4Y,0.5,2.0,0.5,0.0
PKMYT1,7.0,16.5,5.0,3.0
PIGQ,0.5,4.0,0.5,0.0
SART1,3.5,4.5,1.0,1.5
DNAJA3,1.5,1.5,0.0,0.0
UNC119,5.0,16.5,3.5,3.5
TBX19,1.5,3.5,1.0,1.5
USP14,23.5,70.0,10.5,11.0
USP6,0.0,0.0,0.0,0.0
USP2,8.0,19.5,2.5,2.5
USP10,11.5,61.5,9.0,12.0
USP8,11.5,62.0,9.0,12.5
9103,0.0,2.5,0.5,0.0
MTMR6,12.0,61.5,9.0,10.0
MTMR7,0.0,0.5,0.0,0.0
MTMR4,19.0,71.5,19.5,19.0
NMI,3.0,6.5,2.0,1.0
MTA1,21.0,62.0,9.0,7.0
LATS1,94.0,341.0,29.0,39.0
ATP6V0D1,10.0,15.0,5.5,5.0
SEC22C,15.5,55.0,9.5,9.5
SLC16A6,1.0,7.5,0.0,1.0
SLC16A5,0.5,0.0,0.0,0.0
SLC16A4,0.0,0.0,0.0,0.0
SLC16A3,76.5,151.5,32.0,25.5
PDLIM1,14.5,35.0,6.0,8.5
CNOT9,89.5,278.0,33.0,42.0
SMC3,5.0,18.0,2.0,1.5
P2RX6,0.0,0.0,0.0,0.0
PRPF4,29.0,124.5,21.0,25.0
PRPF3,8.5,23.5,2.5,4.0
FAM50A,1.5,1.0,0.0,0.0
AIFM1,13.0,37.5,8.0,10.5
KCNQ4,0.0,1.0,0.0,0.0
CCNB2,2.0,14.0,2.0,2.5
CCNE2,36.0,148.5,10.0,16.0
RABEP1,42.0,150.0,24.5,21.5
RRP9,4.0,7.0,2.5,1.5
ARHGEF1,3.5,12.0,3.5,1.5
CBFA2T2,17.5,65.0,15.5,11.5
ATG12,33.5,138.5,22.5,23.5
PDCD5,2.5,15.0,1.0,1.0
SYNGR2,25.5,47.5,11.5,10.0
SYNGR1,4.0,30.0,4.5,1.0
HGS,17.5,32.5,8.5,5.5
NEMF,5.0,33.5,4.5,3.0
DYRK1B,2.0,4.5,1.5,1.0
CTDP1,10.5,29.0,8.5,7.5
EXO1,4.0,16.0,6.5,3.5
FIBP,0.0,0.5,0.0,0.0
PCSK7,8.0,23.5,5.5,6.0
EBAG9,11.0,51.0,15.5,11.0
COX7A2L,11.5,53.5,5.5,9.0
TMSB10,119.0,164.0,45.0,46.0
SCAF11,37.0,127.5,23.0,17.0
LPAR2,9.0,28.0,4.0,3.5
MYOM2,0.0,0.0,0.0,0.0
MAP3K13,2.5,2.0,3.0,1.0
AP4M1,3.0,5.0,1.5,2.0
ARHGEF2,99.0,345.0,43.5,59.5
ZW10,2.0,13.0,1.0,2.0
BUB3,57.0,231.0,27.0,39.5
REPS2,0.0,0.0,0.0,0.0
SLC24A1,1.0,4.0,0.5,1.0
DDX21,181.0,700.0,89.0,122.0
ZBED1,24.0,101.5,22.5,18.5
DEDD,15.5,69.0,9.5,13.0
KCNAB3,2.5,6.5,1.0,0.0
SLC33A1,8.0,32.5,7.5,8.0
ZMYM4,17.5,80.5,13.0,12.5
ZMYM3,8.0,37.5,4.5,4.0
ZMYM6,1.0,1.5,0.5,0.0
ZMYM5,4.0,30.5,2.5,4.0
LRRFIP1,54.0,98.5,29.5,15.0
LRRFIP2,5.5,26.0,3.0,2.5
AURKB,66.5,230.5,38.5,49.0
XPR1,11.5,53.0,10.0,12.5
FCMR,3.5,4.5,4.5,1.0
LARGE1,0.0,0.0,0.0,0.0
VAPB,33.0,131.5,13.5,17.0
VAPA,45.0,142.5,31.0,32.5
MTA2,24.5,79.0,14.0,20.0
TIAF1,2.0,6.0,4.0,0.5
NOLC1,115.5,371.0,52.5,73.0
MAGI1,0.0,0.0,0.0,0.0
RAB11B,12.5,32.0,5.5,6.5
DLG5,0.0,0.0,0.0,0.0
PTTG1,0.5,2.0,0.0,0.5
IL32,0.0,0.0,0.0,0.0
CCPG1,18.0,81.5,10.5,11.0
TBRG4,13.5,17.0,11.0,8.0
PNMA1,17.5,50.0,12.0,10.5
NOG,0.0,0.0,0.0,0.0
CRLF1,0.0,0.0,0.0,0.0
UBE2L6,4.5,11.5,4.0,4.5
DHRS3,3.0,10.0,1.5,1.0
RPS6KA5,5.5,22.5,5.0,7.0
NUMBL,19.0,55.5,10.0,8.5
CACNA2D2,0.0,0.0,0.0,0.0
AIMP1,10.5,59.5,6.0,10.5
TSPOAP1,14.0,46.5,4.5,12.0
MFHAS1,24.0,91.0,20.5,19.0
PDLIM7,66.5,161.0,16.0,23.0
MAPKAPK2,68.5,172.5,32.5,43.0
STK17B,60.0,231.0,74.0,69.5
STK17A,10.0,45.5,5.5,4.0
CYTH3,11.0,32.5,5.0,7.0
CYTH2,17.0,76.5,8.5,12.0
CYTH1,19.0,47.5,6.0,8.0
ITGB1BP1,10.0,50.5,5.0,6.5
BCL7C,0.0,4.0,0.5,0.0
BCL7B,63.5,119.5,24.0,37.0
COPB2,66.5,272.0,26.5,36.5
MED14,6.5,36.0,2.5,4.5
ADGRG1,0.0,0.0,0.0,0.0
GPR55,1.0,2.0,1.0,2.0
S1PR2,24.5,73.5,9.0,10.0
SRSF11,31.5,126.0,20.5,21.0
ATP6V1F,5.5,14.5,5.5,3.5
9297,18.5,71.0,9.5,20.5
9298,24.0,60.0,18.0,38.0
SNORD30,6.5,33.5,3.5,6.5
SNORD28,7.5,32.0,5.0,8.0
SNORD27,29.5,80.0,13.0,23.0
SNORD26,20.0,58.5,18.0,22.5
SNORD25,10.5,38.0,8.0,14.5
SNORD22,82.5,285.5,70.0,112.0
SOCS6,4.0,33.0,10.0,5.5
CD83,7.0,15.0,9.0,4.0
ZNF235,2.0,8.0,1.0,1.5
ASIC3,0.0,0.0,0.0,0.0
KLF4,2.0,11.5,7.5,13.0
NREP,3.0,22.5,3.5,3.5
PTER,6.0,28.5,2.0,2.5
COPS2,42.5,123.0,21.5,30.0
TRIP13,37.0,142.5,27.5,33.0
TRIP12,24.0,98.5,11.5,13.0
TRIP11,5.0,27.0,4.0,5.5
TRIP10,2.0,10.0,0.0,1.0
HMGN3,1.5,7.5,0.5,3.5
TRIP4,0.5,8.5,0.5,1.0
ZNHIT3,0.0,0.0,0.0,0.0
GTF3C5,16.5,23.5,9.0,7.5
GTF3C4,60.5,187.5,29.0,29.0
GTF3C3,4.0,18.0,4.5,3.5
B4GALT6,0.0,2.5,0.0,0.5
TGM5,9.0,33.0,4.0,4.5
B4GALT5,121.5,430.0,61.0,91.0
CNOT8,44.0,151.0,25.0,36.5
VAMP3,31.5,119.5,8.5,22.5
SNAP29,22.5,74.0,7.5,11.0
EFTUD2,10.5,33.5,5.5,7.0
TAOK2,4.0,21.5,3.5,3.0
RPL23,13.0,36.5,9.5,9.0
SLC9A3R2,0.0,0.0,0.0,0.0
TXNL1,23.5,88.0,15.5,14.5
UBE4A,20.0,124.5,12.5,16.5
PPIG,4.0,15.5,1.0,1.5
LONP1,72.0,147.5,30.5,35.5
RAB33A,1.5,4.5,2.5,1.5
RAB28,3.5,19.5,1.5,4.5
RAB9A,3.5,17.5,3.0,4.5
SLC9A3R1,44.0,110.0,26.0,13.0
KIF3B,22.5,72.0,15.0,15.5
ZFYVE9,0.0,0.5,0.0,0.0
PLAA,11.5,59.0,9.0,5.5
TM9SF2,2.0,19.0,4.5,3.5
COX5A,6.0,16.0,4.0,5.0
NRXN2,0.5,2.0,1.0,0.5
GRHPR,4.0,8.5,3.0,3.0
COG1,0.5,1.0,0.0,0.0
CIAO1,42.0,158.0,20.0,25.5
TGFBRAP1,22.0,67.5,9.5,11.0
HS6ST1,20.0,75.0,12.5,7.5
NMT2,0.5,5.5,0.0,1.5
CD101,0.0,0.0,2.5,0.0
STOML1,0.0,2.0,0.0,0.5
RECQL5,2.5,3.0,0.5,0.5
RECQL4,3.0,5.5,1.5,3.0
GRAP2,0.0,0.5,0.0,0.0
SELENOF,20.0,64.5,9.5,12.5
LPXN,8.5,57.0,9.0,9.5
ZRANB2,48.0,183.0,25.0,29.0
PEX16,0.0,3.5,1.5,1.5
SNRNP40,13.5,37.5,5.5,5.5
MED21,16.5,60.5,4.0,10.0
TJP2,1.5,4.0,0.0,1.5
FADS2,15.0,26.0,11.0,6.5
DDX23,22.5,76.0,10.5,17.0
CRIPT,6.0,36.0,3.0,3.0
ZNF264,16.0,71.0,8.5,3.5
NTN1,0.5,4.5,0.5,0.0
KCNK6,13.0,43.0,9.0,6.0
CDYL,6.0,21.5,2.0,4.5
CHST2,4.5,35.0,6.0,9.0
MED23,1.5,17.5,3.0,1.5
MED17,7.0,27.0,5.0,3.5
MED26,32.0,83.0,17.5,14.5
MED27,4.5,3.5,2.5,2.0
MED7,3.0,8.5,1.0,2.0
QKI,57.0,255.0,32.0,32.5
ITM2B,1.5,11.0,4.0,1.0
GSTO1,3.5,8.0,3.5,1.5
AIM2,0.0,0.0,0.0,0.0
MAP4K4,29.0,117.5,14.5,26.5
LY86,1.0,3.0,1.0,0.5
EIF2AK3,7.0,24.0,4.5,4.5
GGPS1,3.5,14.0,2.5,4.0
HOMER3,3.0,7.5,1.5,1.0
HOMER2,0.0,0.5,0.0,0.0
HOMER1,6.0,27.0,7.5,4.5
ARHGEF6,15.0,38.5,15.5,14.5
RASAL2,3.5,32.5,1.0,3.0
PICK1,0.0,0.0,0.5,0.0
AKAP7,1.0,2.5,0.0,0.0
IL27RA,5.0,9.5,0.0,1.0
SH3BP5,5.0,24.0,2.5,2.0
EIF4E2,33.5,97.5,9.5,10.5
THEMIS2,3.5,17.5,7.0,7.0
ATG5,26.5,72.0,15.5,13.5
ROCK2,25.5,92.0,14.0,12.5
MED20,30.5,111.5,16.5,22.5
MAPK8IP1,0.0,1.0,0.0,0.0
ONECUT2,40.5,210.5,21.0,32.5
STX8,1.5,3.0,0.5,0.5
CHST10,3.5,20.0,7.0,7.0
PIGL,5.5,11.0,2.0,2.0
PIGB,1.0,6.0,0.0,0.5
PGS1,8.5,26.5,6.0,4.0
PSMF1,29.5,77.5,10.0,13.0
KIF23,9.5,33.0,5.5,10.5
AKAP5,0.5,0.5,0.0,0.0
SLC4A7,18.0,86.5,8.5,12.5
SLC4A8,0.0,1.0,0.0,0.0
RPH3AL,0.0,0.0,0.0,0.0
ADAMTS4,0.0,1.0,0.5,0.0
PMPCB,1.0,12.5,4.0,2.0
FXR2,12.0,33.5,11.0,9.5
STXBP5L,0.0,0.0,0.0,0.0
LITAF,29.5,107.0,18.5,26.0
SPTLC2,60.0,297.5,42.0,39.5
TBPL1,9.0,19.5,2.5,4.0
NPEPPS,30.5,76.0,14.0,14.0
EEF1E1,1.0,8.0,1.0,1.5
SCAMP1,8.5,37.5,3.0,4.0
TECR,0.0,0.0,0.0,0.0
VPS4B,27.0,97.5,13.0,13.5
MPDU1,16.5,50.0,9.0,18.0
GOSR1,49.5,208.5,21.5,25.5
TMEM59,4.5,22.5,2.5,3.5
BAG5,67.5,249.5,30.5,40.5
BAG4,25.5,166.0,18.0,23.5
BAG3,5.5,21.0,5.0,5.5
BAG2,11.0,34.5,6.5,5.0
POLR1C,22.0,43.0,13.5,15.0
ZNF254,16.0,68.5,11.0,8.5
GMFG,4.5,17.0,3.5,4.0
TP53I11,3.0,5.0,0.0,1.0
