,MOLM-13_DMSO,MOLM-13_JQ1+6nM_NVP-2,MOLM-13_6nM_NVP-2,MOLM-13_60nM_NVP-2,MOLM-13_JQ1
CUL5,38.0,22.0,14.0,15.5,27.0
PTP4A2,171.0,95.0,132.0,28.5,104.0
USP5,2.0,5.0,3.0,0.0,5.5
MLF2,2.0,0.0,1.0,0.0,1.5
KMT2D,23.0,10.0,6.0,3.5,13.5
AAAS,0.0,0.0,0.0,0.0,0.0
FXR1,37.0,23.0,31.0,32.5,33.5
YEATS4,9.0,6.0,17.0,0.5,6.5
CDK2AP1,0.0,0.0,0.0,0.0,0.0
IFT88,0.0,0.0,0.0,0.0,0.0
PABPN1,126.0,65.0,135.0,18.5,87.0
ANP32A,41.0,10.0,33.0,5.5,11.5
NPRL3,4.0,0.0,0.0,0.0,0.0
GAN,8.0,0.0,2.0,0.0,2.5
SLC7A5,59.0,12.0,31.0,9.0,21.0
TAF15,9.0,2.0,5.0,2.5,5.0
COIL,18.0,5.0,16.0,0.0,7.5
AKAP1,42.0,5.0,11.0,6.5,20.0
SF3A2,0.0,1.0,7.0,0.0,1.5
ELL,27.0,13.0,25.0,14.5,26.5
SYMPK,52.0,41.0,55.0,39.0,46.0
MIA,0.0,0.0,0.0,0.5,0.0
CLPP,40.0,13.0,39.0,7.0,13.5
MKKS,12.0,6.0,5.0,0.0,4.0
NCOA3,63.0,35.0,41.0,29.5,38.0
NRIP1,0.0,0.0,0.0,1.0,0.0
CHAF1B,7.0,0.0,2.0,1.0,4.0
GATD3A,9.0,5.0,4.0,2.5,7.0
LZTR1,0.0,0.0,0.0,0.0,0.0
CLTCL1,6.0,4.0,0.0,0.5,3.5
ESS2,2.0,0.0,1.0,0.0,1.0
GTPBP6,1.0,0.0,0.0,0.5,0.5
PUDP,8.0,3.0,0.0,5.0,5.5
AKAP17A,40.0,22.0,23.0,10.0,33.5
PNPLA4,0.0,0.0,0.0,0.0,0.0
ZRSR2,7.0,15.0,5.0,3.0,13.5
USP11,13.0,15.0,9.0,1.0,19.5
USP9X,8.0,3.0,24.0,8.5,5.5
RBM10,12.0,13.0,8.0,2.0,18.5
KDM5C,2.0,2.0,0.0,2.5,7.5
SMC1A,19.0,20.0,10.0,3.0,20.0
NAA10,0.0,0.0,0.0,0.0,0.0
F8A1,3.0,0.0,0.0,0.0,2.5
UBL4A,60.0,0.0,33.0,0.0,11.5
TMEM187,1.0,0.0,0.0,0.5,0.5
LAGE3,2.0,1.0,0.0,2.0,4.5
SLC10A3,1.0,0.0,0.0,0.0,0.0
KDM5D,1.0,0.0,0.0,0.0,0.0
EPX,0.0,0.0,0.0,0.0,0.0
ARID1A,81.0,43.0,63.0,41.5,52.0
DYSF,0.0,0.0,0.0,0.0,1.5
COLQ,3.0,0.0,3.0,0.0,0.0
SERF1A,6.0,0.0,9.0,0.0,2.5
TRRAP,0.0,2.0,1.0,0.0,1.5
PICALM,25.0,21.0,34.0,15.5,22.0
SNN,4.0,0.0,0.0,0.0,0.0
ACOX3,3.0,0.0,0.0,0.0,0.0
AXIN1,43.0,1.0,25.0,12.5,12.0
AXIN2,0.0,0.0,0.0,0.0,0.0
BAP1,4.0,3.0,2.0,0.0,2.5
BRAP,32.0,14.0,21.0,1.0,18.0
CDC7,3.0,1.0,0.0,0.0,3.5
CDC45,4.0,4.0,4.0,0.0,3.5
FZD1,1.0,0.0,0.0,0.0,0.0
FZD7,0.0,0.0,0.0,0.0,0.0
FZD8,2.0,0.0,0.0,0.0,0.0
FZD9,7.0,0.0,0.0,0.0,1.0
H2AC14,2.0,0.0,1.0,0.0,0.0
H2AC17,0.0,0.0,0.0,0.0,0.0
H2AC18,3.0,0.0,0.0,1.0,1.0
H2BC21,0.0,0.0,0.0,0.0,7.5
H3C1,0.0,0.0,0.0,0.0,0.0
H3C4,0.0,0.0,0.0,0.0,4.0
H4C11,0.0,0.0,0.0,1.0,0.0
H4C3,395.0,211.0,174.0,144.0,315.0
HYAL3,0.0,0.0,0.0,0.0,0.0
MAD1L1,13.0,4.0,1.0,0.0,5.5
PIP5K1A,34.0,23.0,33.0,13.5,22.0
PIP4K2B,2.0,0.0,1.0,2.0,1.0
PLA2G6,0.0,0.0,0.0,0.0,0.0
SLC25A11,7.0,0.0,11.0,0.0,3.5
SPOP,104.0,29.0,42.0,47.5,49.0
TAGLN2,365.0,57.0,197.0,5.0,60.0
ULK1,36.0,12.0,55.0,3.5,23.0
UXT,9.0,4.0,11.0,11.0,11.0
EEA1,8.0,0.0,1.0,2.0,1.5
STX7,14.0,2.0,11.0,0.0,6.5
CMAHP,14.0,1.0,0.0,0.0,1.5
LTBP4,0.0,2.0,6.0,0.0,1.0
ZNF282,4.0,0.0,0.0,0.0,1.5
STK24,28.0,5.0,17.0,5.5,15.0
RECK,0.0,2.0,0.0,0.0,3.0
RAD54L,11.0,7.0,7.0,3.5,8.5
NSMAF,50.0,1.0,19.0,0.5,13.0
NCK2,17.0,12.0,18.0,13.0,15.0
GNPAT,6.0,0.0,2.0,3.0,0.0
DYRK3,0.0,0.0,0.0,0.0,0.0
DYRK2,42.0,0.0,23.0,1.0,4.5
DUSP11,10.0,1.0,0.0,0.0,6.0
DOC2A,0.0,0.0,0.0,0.0,0.0
DHX16,6.0,3.0,3.0,0.0,3.5
CUL4B,17.0,0.0,22.0,3.5,7.5
CUL4A,21.0,9.0,16.0,4.5,12.5
CUL3,21.0,7.0,19.0,4.0,9.0
CUL2,12.0,12.0,9.0,4.5,9.0
CUL1,22.0,9.0,22.0,10.5,10.5
ATRN,16.0,17.0,2.0,8.0,22.5
TTF2,14.0,0.0,5.0,2.0,0.0
TPST2,0.0,0.0,0.0,3.0,0.0
TPST1,0.0,0.0,0.0,1.5,0.0
KLF11,58.0,4.0,31.0,3.0,22.5
SUPT3H,5.0,0.0,3.0,0.0,0.0
SMARCA5,8.0,5.0,0.0,1.0,13.0
OGT,13.0,0.0,10.0,10.0,1.5
GPR65,2.0,0.0,2.0,0.0,0.5
HIRIP3,4.0,0.0,0.0,0.0,2.0
RAE1,45.0,34.0,79.0,10.0,56.5
OFD1,9.0,0.0,0.0,0.0,0.0
SEMA7A,0.0,0.0,0.0,0.0,0.5
GEMIN2,1.0,0.0,0.0,1.5,0.0
RGS5,0.0,0.0,0.0,0.0,0.5
MAP4K3,3.0,0.0,1.0,0.0,0.5
PRSS12,0.0,0.0,1.0,0.0,0.0
PPM1D,18.0,9.0,9.0,3.5,18.0
PPFIBP2,1.0,0.0,7.0,0.0,1.5
PPFIBP1,9.0,6.0,2.0,0.0,5.0
PPFIA4,8.0,0.0,3.0,0.0,0.0
RANBP3,9.0,3.0,5.0,3.0,8.0
PPFIA1,5.0,1.0,3.0,2.0,5.0
SLC43A1,47.0,9.0,63.0,7.0,14.0
PKP4,26.0,32.0,6.0,8.0,37.5
PIK3R3,17.0,6.0,7.0,4.0,5.0
PEX3,4.0,0.0,0.0,2.5,0.0
PARG,12.0,0.0,0.0,5.5,1.0
ENC1,0.0,0.0,0.0,0.0,1.5
NIPSNAP1,6.0,1.0,0.0,2.5,2.0
NDST2,0.0,0.0,0.0,0.0,1.0
KCNAB2,11.0,22.0,11.0,0.5,19.5
ITGA10,0.0,0.0,0.0,0.0,0.0
IKBKG,8.0,5.0,16.0,0.0,6.5
ELP1,3.0,0.0,0.0,4.0,0.0
IFITM1,0.0,0.0,0.0,0.0,0.0
HAT1,10.0,0.0,7.0,3.5,3.5
GAS7,15.0,14.0,12.0,12.5,10.5
DGKZ,52.0,7.0,38.0,4.5,9.0
DGKE,44.0,6.0,10.0,1.5,17.5
DGKD,13.0,4.0,3.0,1.5,4.0
CST7,1.0,1.0,1.0,0.5,0.5
YBX3,91.0,14.0,69.0,18.5,31.5
COPS3,53.0,15.0,47.0,3.5,41.0
CBX4,66.0,30.0,44.0,5.5,38.5
CAMK1,3.0,0.0,5.0,2.0,0.0
API5,10.0,5.0,6.0,5.5,7.0
AGPS,9.0,7.0,5.0,8.5,5.0
PPFIA3,2.0,0.0,0.0,0.0,0.0
APOL1,0.0,0.0,0.0,0.5,0.0
LMO4,174.0,10.0,66.0,13.5,48.0
PIR,0.0,0.0,0.0,0.0,0.0
CGGBP1,15.0,10.0,11.0,1.0,17.5
AP3B1,2.0,0.0,0.0,1.5,4.0
BLZF1,10.0,0.0,4.0,2.5,1.0
MAPKAPK5,13.0,7.0,2.0,1.5,7.5
INE1,0.0,0.0,0.0,0.0,0.0
BHLHE40,21.0,1.0,6.0,0.0,2.0
PIAS1,38.0,9.0,47.0,25.0,30.5
CDC14A,16.0,10.0,12.0,17.5,8.5
TCAP,0.0,0.0,0.0,0.0,0.0
CDK10,2.0,0.0,2.0,0.0,3.5
PRPF18,1.0,0.0,2.0,1.0,0.0
DEGS1,4.0,0.0,3.0,0.0,2.0
DENR,12.0,1.0,8.0,0.0,2.5
THOC5,6.0,1.0,4.0,0.0,2.0
YARS1,24.0,4.0,15.0,1.0,5.0
PDXK,19.0,8.0,11.0,9.5,20.0
MADD,24.0,10.0,14.0,13.0,24.5
RRP1,8.0,0.0,0.0,0.0,1.0
MKNK1,10.0,0.0,1.0,1.5,8.0
KHSRP,388.0,252.0,388.0,54.0,335.5
CASK,0.0,0.0,0.0,0.0,0.0
AKR7A2,10.0,2.0,6.0,2.0,5.0
PRKRA,16.0,1.0,10.0,0.0,6.0
STK16,37.0,1.0,16.0,0.0,10.5
SCARF1,0.0,0.0,0.0,0.0,0.0
NOP14,58.0,13.0,45.0,8.5,17.0
FAM193A,15.0,8.0,4.0,0.5,12.0
SLC25A12,5.0,0.0,9.0,0.5,0.5
PLA2G4C,0.0,0.0,0.0,0.0,0.0
RUVBL1,11.0,0.0,5.0,2.5,8.5
KLF7,19.0,14.0,8.0,4.5,14.0
PLPP1,1.0,0.0,0.0,0.0,0.0
STC2,1.0,0.0,8.0,0.0,0.0
USO1,2.0,0.0,0.0,0.5,0.0
NPFF,1.0,3.0,1.0,2.0,3.0
CDK13,13.0,2.0,9.0,2.5,8.5
ASMTL,2.0,0.0,0.0,0.0,1.5
PSMG1,19.0,0.0,8.0,0.0,3.5
RFXANK,4.0,0.0,3.0,0.0,0.0
JRK,48.0,9.0,33.0,6.5,22.5
UNC5C,0.0,0.0,0.0,0.0,0.0
RTCA,7.0,0.0,7.0,0.0,0.0
RNASET2,9.0,0.0,4.0,0.5,4.5
SSNA1,5.0,0.0,3.0,0.0,0.5
EIF4EBP3,2.0,0.0,1.0,1.0,1.5
OASL,0.0,0.0,0.0,0.0,0.0
PCDHGB4,7.0,0.0,0.0,0.5,0.5
PTCH2,0.0,5.0,0.0,0.5,4.5
KCNK5,14.0,0.0,18.0,0.0,2.5
NCOA1,0.0,1.0,0.0,1.5,1.5
LAMTOR3,6.0,1.0,1.0,0.0,2.5
NUMB,16.0,10.0,2.0,0.5,11.5
SOCS1,118.0,10.0,33.0,2.5,26.5
DDX3Y,70.0,7.0,20.0,2.0,23.0
DYNLL1,64.0,33.0,29.0,2.0,88.5
TNKS,12.0,27.0,11.0,20.0,26.5
ALDH4A1,10.0,4.0,7.0,4.0,6.0
IRS2,414.0,67.0,259.0,146.0,166.0
EIF3A,114.0,54.0,89.0,59.5,63.0
EIF3B,34.0,18.0,36.0,1.0,21.5
EIF3C,7.0,0.0,1.0,0.5,2.0
EIF3D,135.0,92.0,148.0,32.0,92.0
EIF3F,19.0,20.0,19.0,3.5,20.0
EIF3G,13.0,4.0,6.0,1.5,10.0
EIF3H,45.0,22.0,22.0,12.5,28.5
EIF3I,7.0,3.0,9.0,0.0,5.5
EIF3J,17.0,4.0,8.0,0.5,18.5
EIF4G3,47.0,27.0,15.0,17.5,28.5
VAMP8,120.0,5.0,68.0,1.5,12.5
VAMP4,8.0,0.0,1.0,0.0,0.5
STX16,19.0,8.0,11.0,12.0,11.5
STX11,5.0,0.0,0.0,0.0,0.0
STX10,4.0,0.0,6.0,0.0,3.5
BECN1,56.0,3.0,32.0,3.0,20.0
JMJD7-PLA2G4B,0.0,0.0,0.0,0.0,0.0
PEA15,27.0,3.0,3.0,2.0,3.5
SRSF9,37.0,6.0,23.0,6.0,12.5
JRKL,1.0,0.0,0.0,0.0,1.0
HYAL2,7.0,1.0,0.0,0.0,2.0
GALNT4,9.0,0.0,6.0,0.0,0.0
DGAT1,0.0,5.0,4.0,4.0,10.5
CDC23,18.0,9.0,16.0,1.5,15.5
S1PR4,30.0,3.0,6.0,0.0,14.5
B4GALT4,3.0,0.0,0.0,0.5,2.5
B4GALT3,7.0,9.0,30.0,0.0,12.5
B4GALT2,29.0,13.0,16.0,4.5,10.0
B3GALT4,0.0,0.0,0.0,0.0,0.0
TRADD,0.0,0.0,6.0,0.0,0.5
MBTPS1,5.0,2.0,14.0,0.5,4.0
EDF1,9.0,0.0,5.0,0.0,1.0
SNX4,16.0,3.0,5.0,8.0,6.0
SNX3,2.0,0.0,0.0,3.0,0.5
URI1,5.0,0.0,0.0,0.0,2.5
EED,11.0,2.0,10.0,0.0,6.5
CTNNAL1,6.0,0.0,0.0,0.5,0.0
GBF1,17.0,18.0,19.0,5.5,22.5
RNMT,64.0,20.0,33.0,20.0,46.5
RNGTT,27.0,47.0,22.0,24.0,44.0
GPAA1,3.0,6.0,7.0,3.0,5.0
RIPK1,13.0,8.0,12.0,3.5,17.0
CRADD,1.0,0.0,5.0,0.5,0.0
TNFSF14,0.0,0.0,3.0,0.0,0.0
TNFSF13,5.0,0.0,2.0,0.0,0.0
TNFSF10,22.0,0.0,10.0,0.0,1.0
TNFSF9,30.0,3.0,9.0,0.5,29.0
ADAM15,10.0,3.0,7.0,0.0,4.0
ADAM9,3.0,3.0,4.0,1.0,4.5
CDS2,1.0,0.0,0.0,0.0,0.5
PABPC4,52.0,60.0,26.0,8.5,108.0
CD164,31.0,14.0,15.0,1.5,26.0
TNFRSF14,2.0,0.0,0.0,0.0,0.0
RAB11A,16.0,3.0,9.0,0.5,12.0
RIPK2,11.0,0.0,8.0,0.0,1.0
TNFRSF6B,3.0,3.0,2.0,2.5,2.0
FADD,44.0,2.0,9.0,0.0,16.5
SNAP23,0.0,0.0,0.0,0.0,1.5
NAPG,11.0,0.0,5.0,0.0,4.5
NAPA,0.0,1.0,0.0,0.0,1.5
MTMR1,3.0,0.0,1.0,0.0,0.0
RIOK3,10.0,3.0,4.0,1.5,8.0
MATN4,9.0,0.0,5.0,0.0,1.0
FPGT,8.0,0.0,5.0,0.5,1.5
TNFRSF10D,43.0,20.0,39.0,13.0,40.5
TNFRSF10B,29.0,12.0,19.0,3.5,21.0
TNFRSF10A,1.0,0.0,0.0,0.0,0.0
DYRK4,4.0,0.0,0.0,0.0,1.0
PEX11B,5.0,0.0,0.0,0.0,1.0
PEX11A,5.0,0.0,5.0,0.0,0.0
SUCLG2,24.0,18.0,21.0,12.0,33.5
SUCLG1,6.0,1.0,5.0,0.0,5.0
SUCLA2,2.0,0.0,0.0,0.0,0.0
CREG1,5.0,0.0,0.0,3.5,0.0
TRIM24,40.0,13.0,14.0,15.0,16.0
CCNK,23.0,19.0,25.0,6.0,32.0
DPM1,19.0,7.0,21.0,4.0,9.5
CDKL1,0.0,0.0,0.0,0.0,0.0
BANF1,6.0,3.0,16.0,2.5,5.0
DCAF5,17.0,0.0,6.0,4.0,5.5
DPM2,2.0,0.0,0.0,0.0,0.0
SAP30,5.0,0.0,0.0,0.0,0.5
CES2,6.0,5.0,4.0,1.0,7.0
LIN7A,4.0,0.0,0.0,0.5,0.0
IQGAP1,31.0,11.0,13.0,6.5,17.5
NRP1,0.0,0.0,0.0,0.0,0.0
SYNGAP1,0.0,1.0,0.0,0.0,0.0
CD84,31.0,0.0,3.0,4.5,0.0
GMPS,0.0,0.0,1.0,0.0,0.0
TMEM11,174.0,86.0,128.0,17.0,118.5
SOCS2,83.0,23.0,56.0,8.5,49.0
GGH,7.0,0.0,11.0,0.0,4.5
CFLAR,110.0,21.0,89.0,19.5,46.5
HDAC3,47.0,25.0,46.0,6.0,47.5
KSR1,0.0,0.0,0.0,0.0,0.0
ALKBH1,3.0,2.0,3.0,3.5,2.5
DLEU2,48.0,19.0,35.0,16.0,18.5
TSC22D1,8.0,0.0,0.0,0.0,0.0
KAT2B,0.0,0.0,0.0,0.0,0.0
CDK5R1,27.0,10.0,14.0,0.0,19.0
STK19,42.0,10.0,33.0,4.0,12.0
LDB1,1.0,0.0,0.0,0.0,0.0
PER3,4.0,2.0,0.0,0.0,0.0
PER2,8.0,2.0,6.0,1.0,5.5
SYNJ1,2.0,0.0,0.0,0.0,2.0
IER3,318.0,78.0,176.0,14.0,189.0
SYNJ2,85.0,1.0,24.0,3.5,7.0
CDC123,52.0,19.0,16.0,24.5,38.0
ARHGEF7,15.0,5.0,7.0,5.0,11.5
SPHK1,2.0,0.0,1.0,0.0,0.0
SQSTM1,29.0,12.0,5.0,2.5,29.0
SGPL1,2.0,0.0,1.0,2.0,1.5
FUBP1,82.0,31.0,17.0,1.5,28.5
CDC16,14.0,5.0,6.0,1.0,7.5
ZPR1,16.0,0.0,4.0,0.0,5.5
NAE1,24.0,9.0,23.0,11.5,11.0
SLC5A6,36.0,4.0,42.0,1.5,16.0
DDX18,37.0,3.0,12.0,3.0,13.0
TAX1BP1,57.0,25.0,39.0,23.5,28.5
MCM3AP,34.0,25.0,34.0,12.0,32.0
EIF2B4,0.0,0.0,0.0,0.0,0.0
EIF2B3,1.0,1.0,7.0,1.5,2.5
EIF2B2,3.0,0.0,4.0,0.0,3.0
EIF2B5,32.0,14.0,25.0,0.5,25.0
EIF2S2,290.0,73.0,137.0,12.5,105.5
CPNE3,7.0,0.0,0.0,0.0,5.0
BUD31,28.0,6.0,17.0,0.0,21.5
MTMR3,5.0,1.0,4.0,2.5,1.5
MTMR2,6.0,0.0,3.0,1.0,0.5
PRPF4B,42.0,29.0,30.0,10.0,33.5
CCNA1,8.0,0.0,0.0,2.0,1.5
CPNE1,4.0,0.0,0.0,5.5,4.5
AP1S2,5.0,0.0,0.0,0.0,0.5
AP1G2,0.0,0.0,0.0,0.0,0.0
AP1M1,13.0,0.0,4.0,2.0,2.5
TIMELESS,14.0,10.0,10.0,0.0,11.0
BCL10,7.0,0.0,3.0,0.0,14.0
HERC3,1.0,0.0,0.0,0.0,0.0
HERC2,6.0,18.0,11.0,4.5,15.0
HERC1,4.0,6.0,5.0,1.0,8.5
SNURF,3.0,0.0,3.0,0.0,1.0
FOXH1,0.0,0.0,0.0,0.0,0.0
MBD4,50.0,6.0,28.0,4.5,9.5
MBD2,9.0,0.0,4.0,0.5,0.5
RTL8C,3.0,0.0,0.0,0.0,0.0
RAB29,13.0,2.0,15.0,0.0,3.0
SKAP2,8.0,0.0,5.0,2.0,0.5
WASF1,0.0,0.0,0.0,0.0,0.0
FUBP3,24.0,31.0,17.0,8.0,26.0
TOP3B,0.0,0.0,1.0,0.0,1.0
KYNU,1.0,0.0,0.0,0.0,0.5
AP3D1,13.0,4.0,20.0,2.5,9.0
BTRC,0.0,0.0,2.0,1.0,5.0
H2AC11,0.0,0.0,0.0,0.0,0.0
H1-10,86.0,58.0,77.0,0.5,100.0
CHRNA6,4.0,0.0,0.0,0.0,0.0
USP13,18.0,6.0,8.0,7.0,8.5
WASL,13.0,0.0,0.0,0.0,0.5
PLOD3,0.0,0.0,0.0,3.0,1.5
RPS6KA4,2.0,0.0,1.0,1.5,0.5
STBD1,1.0,0.0,0.0,0.0,0.0
ATP6V0E1,46.0,15.0,41.0,6.0,20.5
LIMD1,2.0,0.0,0.0,1.0,1.5
NOL3,0.0,0.0,0.0,0.0,0.0
TAF1C,10.0,1.0,13.0,0.0,2.0
TAF1B,0.0,0.0,0.0,0.0,0.0
TAF1A,2.0,0.0,0.0,0.0,3.0
SLC25A14,8.0,0.0,11.0,0.0,1.5
MPZL1,4.0,1.0,3.0,0.0,0.0
MAP3K14,0.0,0.0,0.0,1.5,1.5
SOCS3,11.0,0.0,2.0,0.0,3.0
RNF8,10.0,0.0,12.0,5.5,7.5
HIP1R,0.0,0.0,0.0,0.0,0.0
BAZ1B,23.0,15.0,9.0,11.5,17.0
CCRL2,0.0,0.0,0.0,0.0,0.0
UBA3,8.0,0.0,3.0,0.0,8.0
UBE2M,5.0,1.0,5.0,0.0,6.5
SPAG9,17.0,11.0,12.0,7.0,11.0
BTAF1,3.0,0.0,0.0,0.0,1.5
RPL14,33.0,8.0,25.0,0.0,10.0
DOK2,34.0,2.0,20.0,0.0,5.5
SH2D2A,3.0,0.0,0.0,0.0,0.0
ARTN,3.0,0.0,0.0,0.0,0.0
AIP,3.0,0.0,0.0,0.0,0.5
PSTPIP2,15.0,6.0,17.0,13.0,5.5
NFS1,6.0,4.0,3.0,0.0,4.0
PRC1,49.0,13.0,23.0,11.5,19.5
SLC7A7,0.0,0.0,0.0,0.0,0.0
SLC7A6,6.0,0.0,4.0,2.5,0.0
PAPSS1,13.0,4.0,15.0,5.0,5.5
PIAS2,22.0,2.0,16.0,3.5,6.5
CLDN12,11.0,0.0,6.0,1.5,6.0
ASH2L,34.0,7.0,28.0,7.5,32.0
EIF1AY,3.0,1.0,5.0,0.0,5.5
TMSB4Y,1.0,0.0,0.0,0.5,0.0
PKMYT1,7.0,7.0,11.0,0.5,7.0
SART1,3.0,3.0,0.0,0.5,3.0
DNAJA3,13.0,6.0,14.0,2.0,7.5
UNC119,18.0,3.0,13.0,3.5,13.0
TBX19,2.0,0.0,1.0,0.0,0.5
USP14,15.0,10.0,16.0,3.0,11.0
USP2,3.0,0.0,0.0,1.0,1.0
USP10,24.0,15.0,7.0,6.5,19.0
USP8,15.0,6.0,8.0,11.0,11.5
MTMR6,37.0,9.0,27.0,3.5,19.5
MTMR4,16.0,0.0,10.0,0.5,8.5
NMI,8.0,4.0,6.0,1.5,4.5
MTA1,16.0,19.0,8.0,14.0,21.5
LATS1,32.0,7.0,19.0,5.0,14.0
ATP6V0D1,3.0,0.0,3.0,0.0,1.0
SEC22C,2.0,0.0,4.0,1.5,1.0
SLC16A5,0.0,0.0,0.0,0.0,0.0
SLC16A3,26.0,0.0,14.0,0.5,12.5
PDLIM1,17.0,0.0,9.0,0.0,0.0
CNOT9,28.0,11.0,13.0,1.0,12.0
SMC3,16.0,1.0,9.0,4.0,11.0
PRPF4,12.0,3.0,5.0,1.0,8.5
PRPF3,21.0,14.0,17.0,5.5,15.0
FAM50A,3.0,0.0,0.0,0.0,0.5
AIFM1,11.0,5.0,20.0,1.0,6.5
KCNQ4,0.0,0.0,2.0,0.0,0.0
CCNB2,59.0,12.0,38.0,0.0,35.5
CCNE2,7.0,1.0,1.0,0.0,5.0
RABEP1,12.0,3.0,0.0,4.0,7.0
RRP9,0.0,0.0,0.0,0.0,0.0
ARHGEF1,0.0,0.0,2.0,0.0,0.0
CBFA2T2,0.0,5.0,2.0,4.0,4.5
ATG12,57.0,10.0,31.0,3.0,28.0
PDCD5,8.0,0.0,4.0,0.0,9.5
SYNGR3,0.0,0.0,0.0,0.0,0.0
SYNGR2,26.0,3.0,11.0,1.0,10.0
SYNGR1,0.0,0.0,0.0,0.0,0.0
HGS,9.0,14.0,12.0,1.5,12.5
NEMF,21.0,3.0,1.0,2.0,7.0
DYRK1B,1.0,1.0,0.0,0.0,1.5
CTDP1,61.0,14.0,34.0,2.5,19.0
SLC28A2,0.0,0.0,0.0,0.0,0.0
EXO1,16.0,1.0,3.0,3.0,3.0
FIBP,0.0,0.0,0.0,0.0,0.0
PCSK7,5.0,3.0,3.0,3.0,4.0
EBAG9,13.0,0.0,2.0,0.0,3.5
COX7A2L,19.0,11.0,25.0,4.0,10.0
TMSB10,28.0,5.0,21.0,0.0,21.5
SCAF11,76.0,31.0,48.0,36.5,43.0
LPAR2,7.0,1.0,4.0,0.5,5.0
MYOM2,1.0,0.0,0.0,0.0,0.0
IL1RL1,0.0,0.0,2.0,0.5,0.0
AP4M1,0.0,0.0,2.0,0.0,0.0
ARHGEF2,36.0,10.0,11.0,2.0,25.0
ZW10,53.0,9.0,29.0,11.0,15.0
BUB3,91.0,32.0,61.0,3.0,49.5
SLC24A1,0.0,0.0,0.0,1.0,0.0
DDX21,458.0,206.0,458.0,143.5,245.0
ZBED1,51.0,0.0,24.0,5.0,8.0
DEDD,10.0,0.0,5.0,0.0,3.5
SLC16A7,8.0,6.0,1.0,2.0,6.5
KCNAB3,1.0,0.0,0.0,0.0,0.0
SLC33A1,10.0,12.0,1.0,5.0,12.0
HACD1,0.0,0.0,0.0,3.0,0.0
ZMYM4,9.0,7.0,8.0,0.5,11.0
ZMYM3,7.0,0.0,8.0,1.5,5.5
ZMYM6,0.0,0.0,0.0,0.0,0.0
ZMYM5,9.0,2.0,0.0,0.0,5.0
LRRFIP1,36.0,16.0,16.0,6.0,16.0
LRRFIP2,8.0,3.0,11.0,3.5,2.5
AURKB,149.0,20.0,134.0,2.5,56.0
XPR1,5.0,2.0,3.0,0.5,5.0
FCMR,0.0,0.0,0.0,0.0,0.0
VAPB,38.0,15.0,22.0,12.0,24.0
VAPA,116.0,37.0,60.0,16.5,59.0
MTA2,11.0,4.0,6.0,0.5,16.0
TIAF1,6.0,6.0,10.0,2.5,6.5
NOLC1,31.0,10.0,18.0,1.5,30.0
RAB11B,6.0,0.0,7.0,0.0,1.0
DLG5,0.0,0.0,5.0,0.0,4.5
PTTG1,44.0,20.0,29.0,0.0,23.5
CCPG1,4.0,0.0,4.0,1.5,0.0
TBRG4,10.0,0.0,15.0,0.0,5.5
PNMA1,8.0,0.0,3.0,0.0,1.5
NOG,8.0,1.0,0.0,0.0,1.0
UBE2L6,2.0,0.0,0.0,0.0,0.0
DHRS3,4.0,0.0,0.0,0.0,0.0
RPS6KA5,37.0,40.0,46.0,29.0,46.5
NUMBL,4.0,2.0,0.0,0.0,4.0
AIMP1,20.0,2.0,1.0,2.0,5.0
TSPOAP1,78.0,37.0,92.0,34.0,56.0
MFHAS1,80.0,15.0,45.0,36.5,16.5
PDLIM7,0.0,0.0,0.0,0.0,0.0
MAPKAPK2,144.0,27.0,78.0,2.5,71.5
STK17B,35.0,9.0,16.0,3.0,15.0
STK17A,9.0,0.0,3.0,0.5,4.5
CYTH3,7.0,0.0,4.0,3.5,1.0
CYTH2,14.0,0.0,18.0,0.0,4.5
CYTH1,12.0,13.0,13.0,9.5,9.0
ITGB1BP1,3.0,0.0,0.0,0.0,3.0
BCL7C,0.0,0.0,0.0,0.0,0.0
BCL7B,25.0,7.0,6.0,2.0,10.5
COPB2,30.0,0.0,10.0,0.0,19.0
WDR46,15.0,4.0,17.0,0.0,8.0
ZBTB22,15.0,10.0,4.0,0.0,10.5
MED14,14.0,1.0,5.0,5.0,4.0
GPR55,3.0,0.0,0.0,0.0,0.0
S1PR2,2.0,0.0,0.0,0.0,0.0
SRSF11,62.0,21.0,33.0,17.0,47.0
ATP6V1F,17.0,0.0,6.0,0.0,5.5
SNORD27,0.0,0.0,0.0,0.0,0.0
SNORD26,5.0,0.0,1.0,0.0,1.5
SNORD25,3.0,0.0,0.0,0.0,0.0
SNORD22,7.0,1.0,0.0,0.0,3.5
SOCS6,9.0,0.0,1.0,0.0,2.0
CD83,5.0,0.0,0.0,0.0,0.0
ZNF235,0.0,0.0,0.0,0.0,0.0
ASIC3,0.0,0.0,0.0,1.0,0.0
NREP,6.0,0.0,0.0,0.0,3.0
PTER,26.0,13.0,9.0,9.5,24.0
COPS2,19.0,4.0,11.0,9.0,6.0
TRIP13,2.0,0.0,4.0,0.5,0.0
TRIP12,37.0,30.0,33.0,23.0,37.5
TRIP11,9.0,0.0,2.0,8.5,3.5
TRIP10,0.0,0.0,0.0,0.0,0.0
HMGN3,35.0,9.0,31.0,9.0,33.0
TRIP4,6.0,3.0,4.0,3.0,4.0
