GENE,mr371-MV411-IRF2BP2-dTAG-DMSO_3h-r1_tcount,mr372-MV411-IRF2BP2-dTAG-DMSO_3h-r2_tcount,mr373-MV411-IRF2BP2-dTAG-DMSO_3h-r3_tcount,mr374-MV411-IRF2BP2-dTAG-DMSO_3h-r4_tcount,mr375-MV411-IRF2BP2-dTAG-VHL_3h-r1_tcount,mr376-MV411-IRF2BP2-dTAG-VHL_3h-r2_tcount,mr377-MV411-IRF2BP2-dTAG-VHL_3h-r3_tcount,mr378-MV411-IRF2BP2-dTAG-VHL_3h-r4_tcount,mr379-MV411-IRF2BP2-dTAG-DMSO_6h-r1_tcount,mr380-MV411-IRF2BP2-dTAG-DMSO_6h-r2_tcount,mr381-MV411-IRF2BP2-dTAG-DMSO_6h-r3_tcount,mr382-MV411-IRF2BP2-dTAG-DMSO_6h-r4_tcount,mr383-MV411-IRF2BP2-dTAG-VHL_6h-r1_tcount,mr384-MV411-IRF2BP2-dTAG-VHL_6h-r2_tcount,mr385-MV411-IRF2BP2-dTAG-VHL_6h-r3_tcount,mr386-MV411-IRF2BP2-dTAG-VHL_6h-r4_tcount
MFAP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MFGE8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELTF,18,15,14,2,2,6,10,1,3,4,1,0,1,3,5,2
MFNG,171,90,65,44,32,28,53,16,16,23,7,6,17,13,25,8
MGAT1,304,208,85,58,41,39,68,35,42,47,26,22,29,20,45,13
MGAT2,224,150,49,34,21,31,28,18,12,19,20,9,13,8,18,21
MGAT3,55,47,20,9,9,14,12,4,5,5,4,1,3,3,10,4
MGAT5,104,99,31,27,14,30,20,9,24,29,16,24,15,21,36,5
MIA2,8,6,2,2,0,1,0,0,0,1,4,0,0,0,1,1
KITLG,0,2,0,0,0,1,0,0,0,4,0,0,0,0,2,0
MGMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGST1,9,5,1,1,0,1,3,2,1,0,4,0,1,1,2,1
MGST2,14,12,4,1,0,1,1,1,3,0,0,0,4,1,1,3
MGST3,5,4,1,0,1,1,1,2,0,0,0,0,1,1,0,0
CIITA,43,30,11,5,8,13,16,6,10,12,8,13,10,12,13,3
CD99,41,44,21,7,2,8,16,4,2,6,4,1,4,1,10,1
MICB,189,111,43,27,19,33,24,21,21,8,9,11,9,6,19,5
MID1,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0
MIF,29,13,10,14,11,14,13,8,9,9,5,1,7,4,13,12
MIPEP,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MITF,7,6,1,0,0,1,1,0,2,1,3,1,1,4,2,0
ATXN3,131,92,39,16,16,25,28,12,11,15,7,8,9,8,19,7
MKI67,776,520,230,158,71,104,111,51,86,112,37,41,50,36,84,18
MKLN1,403,329,92,65,51,47,49,29,26,28,15,16,22,19,28,5
MLH1,5,3,0,3,2,1,1,0,2,1,8,2,1,4,2,2
MAP3K9,5,5,0,0,0,1,2,0,2,0,0,0,1,1,1,0
MAP3K10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
MAP3K11,28,28,11,15,7,12,14,5,5,6,1,1,5,6,9,4
KMT2A,612,504,201,127,102,128,119,74,102,123,56,42,67,47,130,47
MLLT1,326,246,100,74,49,66,60,35,29,43,14,13,42,33,74,18
AFF1,613,421,165,89,74,119,101,60,70,66,42,23,47,33,97,25
MLLT3,8,5,5,1,2,2,1,0,4,0,0,0,1,1,1,0
AFDN,94,62,24,8,7,4,11,8,6,9,2,9,4,10,14,1
MLLT6,128,121,44,36,28,24,30,16,12,12,13,5,16,16,27,2
FOXO4,12,9,0,2,1,1,4,0,2,3,0,1,0,0,1,0
NR3C2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
MMP1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MMP2,13,14,5,2,2,7,3,2,3,5,1,5,4,3,2,1
MMP9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMP14,477,327,130,79,64,115,118,56,62,85,35,30,55,62,153,38
MMP15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMP16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMP17,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
MMP19,6,3,4,2,1,2,0,1,2,0,1,1,1,2,5,1
ALDH6A1,5,2,0,0,0,0,2,0,2,3,0,0,0,0,3,0
MN1,3,2,0,2,1,0,3,1,0,0,0,0,0,1,0,0
MNAT1,8,10,3,1,0,4,3,0,1,2,2,0,1,1,1,4
MNDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNT,189,137,61,44,34,46,43,29,32,22,3,10,19,16,42,7
MOCS2,43,35,7,9,0,3,3,3,2,9,3,6,6,6,7,3
MOV10,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0
MPG,4,0,1,1,2,2,1,0,1,1,0,1,1,1,0,0
MPI,27,11,7,6,3,9,9,6,4,7,2,2,2,0,1,3
MPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPO,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
MPP1,12,4,2,3,1,0,2,0,0,0,0,1,0,0,2,2
MPP2,2,5,2,3,1,0,1,0,2,5,0,1,0,0,2,2
MPP3,19,24,10,5,8,10,9,1,4,2,0,3,6,1,4,0
MPST,15,14,5,8,1,2,2,2,6,1,2,0,4,1,7,3
MPV17,14,25,4,4,3,5,8,2,5,1,0,0,2,1,0,2
MPZ,37,26,11,10,5,10,8,1,7,13,3,6,8,11,9,3
MRE11,181,123,48,21,26,10,23,6,18,14,9,6,4,8,14,2
ABCC1,86,54,28,18,11,12,13,2,12,17,12,3,6,11,25,8
MYO1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CITED1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSH2,17,16,1,0,2,0,0,1,0,2,2,3,0,6,1,0
MSH3,26,24,2,2,5,0,1,3,0,5,1,2,0,4,3,0
MSH5,13,11,1,1,2,2,1,0,2,0,2,2,1,1,1,1
MSN,1254,904,398,248,204,271,279,127,160,203,76,65,103,81,188,33
MSR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSRA,4,4,1,0,0,0,0,1,1,4,0,0,0,0,0,0
MST1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MST1R,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MSX2,21,16,6,2,0,2,1,1,2,1,0,2,0,3,3,3
MT1E,43,28,18,14,4,12,10,3,8,5,2,6,5,3,6,0
MT1F,14,10,7,3,1,5,1,1,2,0,1,0,5,3,1,0
MT1G,9,9,6,6,3,2,5,2,2,0,0,3,1,0,1,5
MT1H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT1M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT1L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT1X,12,8,13,3,4,2,7,0,1,0,0,0,1,0,4,5
MT2A,16,14,4,5,2,5,3,3,3,0,0,2,4,1,5,3
MTAP,220,158,68,44,28,28,28,23,22,31,4,13,20,12,28,4
MTCP1,20,18,2,4,0,6,2,3,4,3,2,2,1,1,4,0
MTF1,435,326,119,73,46,79,62,45,58,73,32,27,45,32,60,10
NUDT1,11,6,8,4,0,1,6,2,1,2,1,2,0,2,3,0
MTHFD1,32,19,10,4,5,5,9,3,10,7,4,1,1,1,4,1
MTHFR,48,39,21,16,9,18,23,10,9,6,3,2,5,5,14,1
MTIF2,5,3,1,0,0,0,0,1,0,0,0,0,4,0,1,2
MTM1,52,38,13,8,7,6,10,5,12,10,2,3,4,3,5,2
MYO1F,83,46,22,30,19,14,11,11,19,8,5,5,13,11,19,8
MTR,454,368,133,78,69,71,64,44,57,64,29,34,54,40,79,11
MTRR,164,94,44,28,8,20,19,10,13,12,14,11,12,10,15,11
MTX1,0,2,0,1,0,1,0,0,0,1,0,0,1,1,0,0
MUC1,1,1,1,0,2,2,0,1,0,1,0,1,1,0,1,0
TRIM37,70,40,31,5,9,10,8,9,7,9,4,13,7,7,11,6
MMUT,15,12,6,2,2,3,3,1,0,1,3,2,1,3,1,0
MUTYH,0,1,0,2,0,2,4,0,0,0,0,1,1,0,0,0
MVD,8,2,3,2,4,3,4,1,0,2,0,1,2,0,1,0
MVK,6,9,1,2,2,1,5,2,1,1,1,1,2,1,3,5
MX1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MX2,3,0,0,0,0,0,4,0,0,0,0,2,3,4,0,0
MXI1,53,40,8,6,8,12,14,3,6,9,6,1,7,7,8,4
MYB,805,540,220,163,83,105,94,49,101,141,70,78,61,56,73,54
MYBL1,18,18,7,1,1,0,0,3,2,2,1,0,3,0,0,0
MYBL2,33,28,18,12,5,8,9,7,7,3,1,0,8,2,7,5
MYBPH,90,59,34,25,13,13,30,9,7,5,1,3,8,3,19,11
MYC,2444,1483,845,565,557,747,712,407,294,426,208,186,263,285,384,186
MYCL,20,12,5,3,1,4,3,0,2,2,1,1,1,2,2,1
MYD88,285,177,94,71,43,47,69,40,30,51,14,16,29,26,47,13
GADD45B,260,164,89,79,82,122,143,52,66,75,25,30,43,50,89,39
MYH3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MYH9,612,403,191,106,99,135,114,83,71,104,27,44,72,57,101,30
MYH10,7,5,4,0,0,0,0,0,1,2,0,1,1,0,2,0
MYH11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYL5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYL6,65,51,20,17,11,9,26,3,11,26,10,14,7,9,18,9
MYLK,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYO1A,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MYO1C,32,21,17,6,4,11,10,7,7,4,0,2,8,1,10,2
MYO1D,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYO1E,5,10,6,3,2,5,2,2,0,1,1,0,2,0,0,0
MYO5A,73,80,14,14,8,14,10,3,13,7,9,4,4,8,11,2
MYO5B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYO7A,4,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
MYO9A,13,8,4,1,3,1,4,0,1,1,6,2,0,1,1,1
MYO9B,142,114,79,36,33,40,38,29,18,28,8,5,24,22,32,21
MYO10,29,25,7,8,6,7,4,2,15,18,7,5,2,3,9,1
PPP1R12A,151,118,37,15,14,14,15,9,19,13,8,15,5,9,15,5
PPP1R12B,125,106,39,27,13,28,17,13,24,36,4,12,15,6,38,4
NAB1,160,120,37,10,26,12,19,10,6,8,4,5,5,12,6,1
NAB2,239,163,83,48,45,60,90,47,18,16,8,10,19,12,37,8
NACA,36,25,9,7,5,3,7,4,8,6,7,12,3,1,6,5
NAGA,113,78,39,25,17,18,20,8,13,12,9,8,14,6,14,4
NAGLU,12,9,1,4,0,5,1,1,3,2,0,4,2,2,6,3
HNRNPM,133,87,46,29,22,20,20,9,21,19,22,20,20,7,23,19
NAIP,16,19,11,6,3,10,4,5,4,1,0,1,1,1,2,3
NAP1L1,269,197,45,36,24,30,40,14,25,34,25,22,34,18,20,13
NAP1L4,132,76,32,18,13,15,22,10,11,27,12,5,6,8,14,5
NARS1,225,119,47,25,19,22,22,21,21,27,20,6,20,6,30,19
NASP,79,52,14,14,11,19,22,9,9,12,5,3,6,10,14,11
CEACAM6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NBL1,6,0,0,0,0,0,4,0,0,0,0,2,0,0,2,8
NUBP1,41,20,9,8,11,11,8,2,3,4,2,2,7,3,5,2
NBN,149,99,21,32,17,18,17,12,15,20,15,14,27,10,25,13
NCAM1,2,7,0,2,2,1,1,0,0,0,0,0,0,0,0,0
NCAM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCBP1,179,110,32,28,15,30,30,9,19,24,11,11,13,7,17,5
NCF2,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
NCF4,78,61,28,9,9,17,18,5,10,16,7,8,5,11,23,8
NCK1,80,40,12,8,12,13,5,4,8,8,10,2,4,0,6,2
NCL,1110,748,318,178,147,160,194,69,118,184,114,90,86,67,155,58
NDUFA1,7,1,3,2,0,0,1,0,1,0,2,0,3,0,0,2
NDUFA2,42,23,17,7,5,10,12,5,6,10,5,3,10,4,11,9
NDUFA3,5,3,2,4,3,1,6,1,2,0,0,0,5,0,0,1
NDUFA4,26,19,17,4,1,9,6,5,13,5,1,0,2,1,8,1
NDUFA5,63,51,25,14,9,6,7,7,9,7,9,3,1,2,7,5
NDUFA6,59,54,30,13,13,17,13,7,7,23,14,9,6,7,11,7
NDUFA7,31,18,12,13,10,16,12,3,7,6,1,3,8,5,13,4
NDUFA8,21,4,4,4,0,3,5,3,1,1,3,2,0,2,3,1
NEB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFA9,13,9,2,2,2,2,1,0,0,3,3,1,1,0,2,0
NDUFA10,126,91,36,25,21,27,20,11,16,13,1,5,9,7,14,8
NDUFAB1,40,17,18,7,5,11,8,8,6,2,4,2,7,3,10,4
NDUFB1,1,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0
NDUFB2,4,4,2,0,0,3,0,0,0,0,0,0,0,0,2,0
NDUFB3,7,14,1,0,0,0,2,0,1,1,0,0,0,0,2,0
NDUFB4,40,54,15,5,3,9,12,1,5,17,5,8,2,2,15,5
NDUFB5,32,26,7,7,3,5,2,6,0,3,4,0,6,4,12,6
NDUFB6,2,5,1,1,0,0,0,0,1,0,0,0,0,0,1,2
NDUFB7,8,8,7,9,5,4,1,1,1,4,4,4,6,2,1,5
NDUFB8,17,6,1,4,0,1,2,1,5,3,3,4,1,1,2,3
NDUFB9,26,25,14,10,4,8,12,5,3,6,2,8,10,6,16,10
NDUFB10,5,2,0,0,1,1,1,2,0,1,4,0,0,0,0,0
NDUFC1,5,4,3,1,1,0,1,0,2,0,0,2,1,2,1,0
NDUFC2,93,55,27,9,4,15,15,4,4,6,0,2,9,4,8,1
NDUFS1,19,18,7,6,6,2,3,0,2,1,5,0,4,3,2,2
NDUFS2,44,33,12,7,2,9,9,8,13,17,5,2,7,5,11,4
NDUFS3,10,15,5,8,2,7,7,1,2,8,0,4,0,2,8,3
NDUFV1,2,1,5,4,0,0,1,0,0,1,0,0,0,4,2,2
NDUFS4,2,5,1,2,0,4,1,0,0,1,1,4,0,0,1,1
NDUFS5,40,16,12,18,9,8,15,3,3,8,2,4,4,9,8,6
NDUFS6,18,15,3,10,4,3,5,1,3,2,2,4,3,2,7,6
NDUFS8,5,6,2,8,4,2,5,1,2,2,1,1,3,2,2,1
NDUFV2,10,1,3,2,2,5,1,1,1,2,0,1,3,0,0,5
NDUFV3,14,26,4,3,4,4,1,0,3,3,0,1,3,2,0,2
DRG1,76,68,27,16,10,20,14,10,7,5,1,4,4,16,4,4
NEDD4,42,28,6,6,3,5,7,3,4,3,4,1,4,1,9,0
SEPTIN2,441,348,148,67,57,53,55,30,31,25,24,28,43,23,30,15
RPL10A,89,68,22,44,17,14,29,9,24,23,23,22,11,27,23,9
NEDD8,36,18,11,1,3,8,5,0,3,6,2,1,1,4,5,4
NEDD9,51,23,9,9,12,9,14,7,9,9,2,5,6,1,8,2
NEK1,7,6,1,1,0,0,1,1,0,0,1,0,0,3,0,1
NEK2,44,39,18,6,1,3,4,5,9,9,6,5,1,3,7,2
NEK3,37,14,13,9,10,3,7,5,2,3,4,2,4,3,4,1
NEO1,2,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NEU1,31,25,15,8,3,10,9,0,3,7,5,6,5,6,11,4
NEUROD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NF1,150,91,33,26,13,20,16,11,18,15,6,10,12,6,13,1
NF2,188,92,70,38,19,28,37,13,18,25,6,7,20,15,28,6
NFATC1,159,105,68,30,31,38,33,13,12,8,5,4,6,6,15,7
NFATC2,179,144,72,31,30,46,39,23,24,34,13,11,27,15,25,7
NFIA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFATC3,464,324,131,78,38,55,78,34,44,59,46,25,31,28,57,27
NFE2,75,29,19,22,4,11,9,7,8,8,2,6,3,3,8,3
NFE2L1,348,306,113,70,54,62,86,41,32,50,21,22,40,25,73,17
NFE2L2,130,93,36,24,18,15,18,10,10,17,21,5,15,11,21,11
NFIB,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NFIC,1135,886,368,267,181,292,282,145,164,179,74,82,121,134,287,77
NFIL3,73,43,15,6,22,28,28,15,10,10,4,5,13,7,10,5
NFIX,98,62,33,13,13,30,22,8,7,6,2,4,15,3,7,3
NFKB1,47,24,10,10,3,7,5,4,7,8,5,3,7,0,16,6
NFKB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NFKBIA,221,144,63,32,16,32,36,11,33,46,29,18,20,13,23,12
NFKBIB,3,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
NFKBIE,208,137,76,55,32,46,66,25,18,38,18,17,23,10,54,17
NFKBIL1,11,6,2,4,2,6,4,1,0,1,0,2,2,2,4,3
TONSL,36,36,23,22,9,15,19,12,13,12,4,3,7,3,21,7
NFRKB,66,53,17,18,9,6,7,5,9,10,6,3,5,5,16,3
NFX1,327,243,103,61,50,66,69,23,27,57,24,10,25,37,48,20
NFYA,844,600,258,151,103,124,135,93,99,139,49,52,89,51,128,47
NFYB,100,83,23,13,13,13,8,9,6,5,2,4,5,3,6,7
NFYC,81,30,24,14,9,12,13,5,10,6,6,2,13,5,12,3
NGFR,46,41,15,14,8,16,10,7,6,5,0,3,0,0,2,2
NHLH1,4,6,5,0,0,0,0,0,0,1,0,2,1,1,0,0
SNU13,133,103,39,34,24,30,30,21,19,21,11,9,14,16,25,7
NINJ1,47,42,29,19,20,14,18,6,11,20,5,3,2,8,22,8
NINJ2,11,3,4,1,0,3,2,0,2,1,0,0,0,1,2,1
NIT1,17,18,7,3,1,2,4,4,6,0,2,2,1,1,4,0
NKG7,10,10,2,4,0,3,4,1,2,0,0,0,0,0,2,0
NKTR,454,337,175,66,74,87,83,36,55,44,22,16,35,33,46,9
NNAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMB,4,3,0,0,0,0,0,0,0,1,1,0,0,0,2,1
NME1,107,49,53,30,31,23,46,7,30,28,16,12,10,14,27,11
NME2,114,84,50,28,22,42,27,21,22,30,18,11,9,6,19,13
NME3,3,5,4,1,1,1,1,3,1,1,1,0,1,0,2,2
NME4,41,34,21,16,8,9,12,9,7,10,8,6,7,7,11,6
NQO2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
NMT1,290,199,101,52,35,64,42,32,31,38,14,14,29,18,48,10
NODAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOP2,443,374,168,120,78,107,130,73,66,85,34,32,54,56,120,38
NONO,600,451,221,141,77,110,121,59,94,109,48,50,52,48,124,43
NOS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNOT2,144,109,28,18,17,15,19,13,8,21,17,15,8,9,11,15
CNOT3,13,14,9,9,1,9,5,4,1,0,2,4,2,2,1,3
CNOT4,112,66,18,14,8,17,12,6,12,10,6,3,10,8,15,7
NOTCH1,380,299,131,102,42,41,56,33,24,48,18,22,32,17,37,18
NOTCH2,440,358,125,81,59,57,35,33,39,45,25,17,30,18,50,1
NOTCH4,4,2,3,1,1,3,4,0,1,4,2,0,1,1,6,0
CCN3,1,3,2,1,0,1,0,0,1,0,3,2,1,0,0,0
PNP,411,242,125,94,71,71,90,57,65,103,36,57,39,38,78,28
NPAS1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NPAT,78,39,11,5,8,2,4,6,2,4,2,4,5,1,4,2
NPC1,37,19,9,2,5,12,8,4,4,8,11,3,6,6,0,6
NPM1,403,278,105,65,46,71,82,36,51,77,42,21,37,27,54,50
NPPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPR3,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1
SLC11A2,157,119,51,32,22,42,23,17,15,22,14,15,17,14,19,0
NRAS,388,251,106,51,50,63,54,34,45,39,26,23,21,23,34,12
NRCAM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRDC,3,3,2,0,0,2,0,0,0,0,1,0,0,0,1,0
NRF1,128,97,41,32,17,20,25,15,10,20,5,8,13,9,29,11
NRGN,19,13,7,3,1,0,1,1,0,1,3,0,1,2,2,1
NRL,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
YBX1,240,150,56,35,32,56,46,22,14,26,17,17,16,10,33,7
NSF,163,80,46,25,15,29,26,8,21,22,10,10,17,10,14,6
NT5E,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NTHL1,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0
NTRK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTRK2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NTRK3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTSR1,119,90,50,31,21,33,26,14,14,9,6,9,8,6,17,3
NUCB1,41,33,15,9,7,8,6,3,3,6,2,0,4,3,7,2
NUCB2,18,8,12,3,1,1,0,3,1,1,5,0,1,1,1,4
NUMA1,217,166,91,53,46,52,68,33,35,32,13,16,23,20,52,6
NUP88,46,37,20,13,6,8,7,7,5,8,5,1,4,2,6,4
NUP98,196,155,51,30,20,44,45,21,32,50,16,24,21,24,43,14
NR4A2,15,17,3,1,12,5,2,3,23,29,16,13,15,22,16,7
NVL,23,18,4,6,3,4,6,0,3,3,1,0,0,1,4,3
OAS1,3,3,0,0,1,1,0,0,0,1,0,0,1,0,1,0
OAS2,32,18,8,7,5,4,12,5,4,7,8,2,12,15,28,13
OAT,8,2,2,1,0,1,1,1,3,0,0,0,2,0,0,0
TBC1D25,32,31,10,10,2,2,6,0,7,8,0,1,5,4,7,3
OAZ1,244,143,82,70,55,47,80,41,36,60,25,18,31,24,58,31
OAZ2,51,39,10,4,2,7,11,8,5,11,4,6,4,9,9,2
OCRL,40,42,18,9,4,9,8,2,8,6,8,0,5,2,3,1
ODC1,135,72,43,21,24,22,23,21,33,40,18,10,6,15,25,9
ODF2,88,64,28,23,13,19,14,10,10,12,3,4,7,9,15,7
OGDH,22,14,10,12,2,3,7,2,3,1,4,5,8,0,16,2
OGG1,26,41,17,14,8,3,5,1,3,3,0,7,3,0,9,0
OGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMG,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OPA1,271,181,68,33,25,18,23,12,23,22,15,16,16,16,21,7
OPHN1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OPRK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPRL1,2,4,1,0,1,1,1,0,1,0,0,0,0,0,0,0
ORC1,40,26,16,8,4,6,5,3,8,8,0,4,5,5,14,3
ORC2,117,104,38,25,13,19,12,10,9,25,11,12,16,11,18,6
ORC4,45,42,11,6,8,3,8,3,3,11,9,4,2,2,4,2
ORC5,34,20,12,8,5,9,5,1,3,9,6,1,5,3,19,6
SLC22A18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC22A18AS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORM1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
ORM2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OSBP,403,274,106,75,34,58,53,34,31,48,20,20,29,22,37,20
OSM,194,148,80,47,52,90,103,35,64,75,26,23,35,28,62,7
CLDN11,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTX1,19,19,11,5,5,3,6,3,3,6,0,0,3,1,5,1
OVGP1,1,0,1,0,1,0,0,1,0,0,3,0,1,0,1,0
OVOL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OXA1L,52,33,17,13,2,5,14,5,3,3,11,3,8,6,10,9
OXCT1,42,28,9,7,2,4,4,7,2,6,11,7,1,5,6,1
OXTR,16,6,3,3,2,1,0,1,2,2,0,1,1,0,2,0
P2RX1,49,38,31,8,8,10,11,7,0,2,0,0,4,0,3,0
P2RX4,14,6,6,1,5,2,5,0,1,5,1,0,1,5,6,2
P2RX5,6,2,1,1,1,1,0,2,0,1,0,0,0,0,0,0
P2RX7,21,12,5,0,8,14,10,4,6,2,1,0,1,6,9,4
P2RY1,36,25,10,6,7,1,4,2,3,3,6,2,1,3,7,1
P2RY2,631,475,194,133,81,101,101,66,70,83,31,36,35,25,78,25
P2RY6,62,37,13,19,13,6,12,12,11,10,5,3,6,5,16,5
P2RY11,46,49,26,8,14,31,23,9,9,14,3,7,2,4,9,7
P4HA1,35,25,6,8,8,4,8,1,1,5,9,7,8,5,7,4
P4HB,632,446,220,158,134,152,183,99,78,92,50,54,68,51,123,45
PA2G4,620,451,183,93,72,129,141,58,86,107,54,37,48,44,102,27
PEBP1,197,110,52,31,28,32,31,17,31,48,15,15,14,12,36,17
PABPC3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FURIN,216,158,70,48,39,52,41,26,18,32,8,15,19,12,21,10
PCSK6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAFAH1B1,601,454,152,98,86,100,96,53,47,50,49,21,36,28,68,18
PAFAH1B2,745,532,193,96,88,98,96,54,75,79,49,44,46,45,73,32
PAFAH1B3,4,4,0,3,0,0,4,0,0,0,0,0,1,1,1,0
PAFAH2,29,30,10,11,6,12,21,5,10,21,5,9,11,8,10,10
PRDX1,102,67,52,19,9,25,25,11,13,25,7,14,15,7,21,14
SERPINE1,79,42,21,10,14,19,19,9,16,41,15,16,26,23,39,15
PAK1,62,45,16,7,13,6,7,7,12,14,10,4,6,8,8,1
PAK2,897,649,234,142,112,116,130,65,66,71,34,33,61,61,84,22
PAK3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
PALM,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAPPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARN,77,51,20,13,18,17,16,6,11,25,16,5,9,6,17,7
PAX5,4,3,3,0,0,2,0,1,0,0,0,0,2,0,1,0
PAX6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PDCL,80,44,17,5,2,7,10,0,4,6,1,3,4,4,2,1
PBX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PBX2,200,161,63,33,24,39,39,27,17,30,7,15,19,12,31,2
PBX3,510,369,131,91,70,75,84,43,70,68,41,41,50,29,56,23
PC,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
PCBD1,9,2,1,2,4,3,3,0,2,1,0,0,1,0,0,0
PCBP1,269,178,70,41,41,39,51,22,44,42,33,20,18,16,34,34
PCBP2,173,113,41,17,20,29,20,14,12,17,5,4,8,5,15,6
PCCA,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
PCCB,8,13,7,3,1,4,4,0,2,3,0,1,3,0,2,1
PCDHGC3,157,88,43,32,18,28,31,16,11,25,13,9,7,9,15,3
PCDH9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCK2,5,9,6,4,1,4,2,1,0,0,1,0,1,2,5,0
