GENE,MV411-DMSO,MV411-Naphthol,MV411-Plumbagin,MV411-Celastrol,MV411-TM1-001,MV411-Tretinoin
C2CD2L,1.8,2.0,2.6,6.0,10.0,9.2
FARP2,0.6,0.4,0.6,0.2,1.6,4.8
KIAA0319,0.0,0.0,0.0,0.0,0.0,0.0
CEP350,16.6,29.2,23.2,86.2,103.8,147.2
CEP170,14.0,16.6,15.4,64.0,58.4,90.6
LRIG2,2.4,2.6,3.2,8.6,13.0,20.6
PSMD6,1.4,2.4,3.2,4.4,5.6,16.6
MED24,2.4,3.0,4.4,6.8,15.2,32.4
MAGI2,0.6,1.0,0.8,1.8,0.4,2.6
TRIM66,6.0,4.6,5.0,11.4,22.4,38.0
PJA2,14.6,30.2,22.4,96.8,159.0,125.8
TOMM70,21.4,27.6,20.6,66.6,80.4,162.2
SETDB1,3.2,3.4,2.2,6.6,9.6,17.0
AREL1,6.8,14.0,9.8,23.2,37.4,82.8
SEC24D,3.2,8.2,4.6,16.4,24.2,29.8
FCHSD2,9.0,15.6,11.4,33.4,48.0,105.8
TLK1,5.2,7.8,5.2,24.8,19.2,33.0
URB1,4.6,5.2,5.4,11.2,14.6,31.6
ZC3H11A,28.2,46.2,36.0,134.8,189.0,357.2
TOX4,5.4,11.4,9.6,18.6,44.2,73.2
DDX46,7.2,5.8,4.0,13.2,15.8,30.2
ZBTB39,10.2,15.8,17.4,47.2,57.0,109.8
TRANK1,0.0,0.0,0.2,0.2,0.8,1.4
TBC1D4,0.6,1.2,0.2,2.8,3.2,4.4
POM121,5.6,9.6,10.6,22.0,27.0,66.6
LRRC37A,0.6,0.2,1.0,1.6,0.4,1.0
OSBPL2,2.8,7.0,5.0,9.8,15.4,28.8
SMG7,17.8,27.0,25.0,66.8,60.6,127.0
ZBED4,8.4,13.8,14.2,21.8,29.8,78.6
NUAK1,0.6,0.8,1.0,1.4,2.2,2.4
TELO2,2.2,2.8,1.8,1.8,1.8,9.4
TECPR2,1.2,2.6,2.2,2.8,8.6,10.4
FIG4,0.0,0.2,0.0,0.6,1.2,0.6
WASHC5,1.6,2.0,1.8,6.0,7.8,10.2
UBAP2L,8.8,8.2,7.6,21.8,25.4,56.6
SV2B,0.2,1.6,1.2,3.8,1.6,1.8
SV2A,0.0,0.2,0.0,0.4,0.4,0.8
SRGAP3,1.2,1.2,2.6,4.8,7.8,13.4
MRC2,4.0,6.0,4.4,8.4,7.8,50.4
KLHL21,8.6,12.2,16.0,39.2,24.4,103.0
RBM19,2.4,3.4,4.6,7.8,18.6,30.4
SGSM2,0.0,0.0,0.2,1.0,0.6,7.2
SLC35E2A,6.4,12.4,12.0,27.4,31.8,61.8
AP5Z1,1.2,2.4,3.2,3.0,6.6,14.4
G3BP2,25.4,53.4,37.0,141.0,131.0,278.0
DENND4B,6.2,5.6,4.2,13.8,20.8,52.6
RABGAP1L,3.8,7.6,5.4,12.4,20.4,38.2
TMCC2,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP44,3.2,7.0,6.4,9.6,21.4,77.4
SUPT7L,5.6,8.8,6.8,22.4,33.6,55.4
FAM20B,11.4,17.8,18.6,53.8,39.2,126.6
NCAPD2,2.8,5.4,3.2,11.4,11.8,25.0
SEC16A,10.0,14.4,12.2,39.6,69.8,100.6
KBTBD11,10.2,16.6,17.0,53.4,40.8,131.4
RNF10,1.6,3.6,3.8,8.8,15.8,23.0
IQSEC1,2.0,5.6,3.6,8.6,8.4,38.2
ZBTB40,11.6,19.4,15.6,46.8,44.2,109.6
PAN2,0.2,1.4,0.4,3.4,5.4,4.8
ZBTB5,9.8,16.0,18.2,43.0,128.2,126.2
LPGAT1,1.0,0.6,1.6,6.0,3.0,8.0
MFN2,8.2,9.4,9.0,23.4,40.0,98.4
KIF14,3.4,4.0,3.8,17.8,9.2,30.0
JOSD1,9.6,16.4,20.6,37.2,67.4,112.0
HELZ,6.2,6.0,8.8,29.2,32.2,55.4
PUM3,6.0,12.4,7.2,20.0,19.8,44.6
MAFB,0.2,1.2,0.4,2.6,1.2,4.8
CD302,2.4,5.6,2.6,16.2,7.6,12.6
DCLRE1A,1.0,1.6,1.6,4.0,3.0,5.4
ARHGAP25,2.2,3.0,3.0,8.8,5.6,4.8
RBM8A,17.2,25.4,23.4,43.8,81.6,182.8
DLEC1,0.0,0.0,0.0,0.0,0.0,0.0
EXOG,2.8,5.2,3.8,7.0,11.0,24.4
XYLB,0.2,0.6,0.4,2.0,2.0,5.0
OXSR1,11.0,27.2,22.2,56.2,67.6,137.2
CRYZL1,0.0,1.2,0.8,2.2,1.2,2.8
WDR1,13.4,22.6,23.6,55.0,61.0,165.0
AMMECR1,7.8,12.0,10.4,37.0,34.6,55.0
GOLGA5,4.4,5.4,4.6,14.4,29.2,36.6
HS3ST3B1,2.6,3.2,1.8,15.8,10.4,16.0
USP15,14.4,24.2,12.8,56.0,55.0,94.0
USP3,14.4,21.2,16.2,48.0,53.2,118.2
MVP,0.0,0.0,0.0,0.2,0.0,0.2
SLC23A2,13.4,42.2,24.6,67.8,95.0,424.6
SLC23A1,0.0,0.0,0.0,0.0,0.0,0.0
TNFSF15,0.0,0.0,0.2,0.6,0.2,0.2
THRAP3,13.8,22.6,21.2,48.4,59.0,152.4
MED12,0.4,0.4,0.2,1.6,1.2,2.0
MED13,14.0,21.2,19.8,74.8,65.8,133.2
NR1I3,0.0,0.0,0.0,0.0,0.0,0.0
NUP153,13.2,21.0,17.6,49.8,62.2,130.8
CCS,0.2,0.4,0.2,0.6,0.8,0.4
NR1D2,3.0,3.6,3.0,12.8,17.6,26.4
CLEC2B,0.0,0.0,0.0,0.2,0.0,0.0
RBX1,1.6,2.6,2.8,2.4,9.2,11.6
DOP1B,0.4,0.0,0.4,2.8,1.4,6.8
THOC1,1.2,1.0,1.6,3.6,7.0,3.8
REC8,0.8,1.0,0.2,0.2,2.2,4.2
RCE1,2.0,3.2,2.6,8.4,9.2,19.8
HNRNPDL,120.8,214.2,150.6,504.8,674.0,1399.8
DMTF1,19.6,41.6,24.2,80.0,103.6,175.6
PPP4R1,12.4,23.2,21.2,57.8,53.4,133.4
SLC12A6,4.2,8.0,7.8,21.0,24.6,45.8
PTBP3,22.8,39.6,34.2,131.6,131.4,242.4
KCNE2,0.0,0.0,0.0,0.0,0.0,0.0
DGCR2,4.0,6.0,6.4,9.8,14.8,28.2
CASP8AP2,2.4,2.2,1.4,4.4,4.0,9.4
SCO2,1.8,1.2,0.8,3.8,6.2,4.2
AKT3,1.2,1.8,1.6,5.0,7.4,15.6
MED6,6.6,13.6,10.4,26.0,22.8,68.2
NR2E3,0.0,0.0,0.0,0.0,0.0,0.0
NAALAD2,0.0,0.0,0.0,0.0,0.0,0.0
ACOT8,0.4,0.4,0.4,0.6,1.0,2.8
ABI1,5.2,11.4,7.8,29.2,28.0,43.6
GNPDA1,1.6,2.2,4.2,13.6,12.8,58.6
KCNE3,4.0,6.4,13.6,59.4,20.2,25.6
ZBTB33,51.2,82.4,63.8,322.0,174.4,571.8
TANK,5.4,3.2,5.4,13.8,17.6,31.2
SRA1,8.8,14.4,11.8,35.2,83.8,101.4
HDAC6,1.8,2.0,2.2,6.0,8.0,16.2
HDAC5,0.8,0.6,1.4,1.2,4.8,3.6
PDCD6IP,7.6,15.4,16.0,38.4,42.2,113.6
PDCD6,7.0,12.8,8.4,17.2,28.2,69.2
BCL2L10,0.2,0.0,0.0,0.2,0.2,0.2
BCL2L11,19.0,36.2,30.4,126.0,143.6,220.0
SH2B3,32.4,59.8,54.6,136.0,277.4,818.4
GNE,9.8,15.8,14.0,30.6,43.4,70.4
FRAT1,4.0,3.4,5.0,9.4,23.0,27.4
TROAP,1.4,3.0,1.0,4.2,2.2,9.6
MED16,0.2,0.6,0.2,0.2,0.8,0.6
PIGK,0.4,1.0,0.4,3.6,3.6,4.2
CHAF1A,4.8,6.8,4.2,14.0,12.4,43.4
PARP2,0.6,0.6,0.2,1.4,1.6,4.0
PARP3,0.0,0.2,0.0,0.0,0.0,0.4
TOM1L1,0.4,0.0,0.2,2.0,0.6,2.4
HMGXB4,26.8,38.4,29.8,96.8,101.6,253.2
TOM1,0.6,0.2,0.0,4.0,6.6,6.0
SH2D3C,1.8,1.4,0.8,2.6,6.2,11.2
SH2D3A,0.0,0.0,0.2,0.0,0.8,0.6
RANBP9,11.4,19.4,15.4,55.6,78.4,74.8
DNAJB6,9.8,17.8,11.8,80.6,39.4,109.4
SMC4,25.0,46.8,28.8,130.2,121.0,185.6
GJC1,0.0,0.0,0.0,0.6,1.0,0.4
UBA2,18.2,29.8,21.6,65.4,64.8,151.8
SAE1,17.0,23.2,18.8,35.6,63.0,148.2
FARSB,12.6,19.6,10.2,31.0,37.8,85.6
ABCC5,1.0,2.2,2.6,5.6,2.6,8.2
ABCB6,0.4,0.0,0.2,0.4,0.2,0.4
DNM1L,6.2,17.4,12.2,43.2,36.4,66.2
ABCF2,5.0,8.6,4.0,17.8,17.6,51.0
NR1H3,0.0,0.0,0.2,0.4,0.4,1.2
COX17,0.4,0.6,0.6,1.2,2.0,2.6
SCAMP2,5.4,10.4,7.4,13.6,25.8,42.2
SCAMP3,2.0,1.8,1.6,3.4,3.6,11.4
IL18BP,2.6,3.4,1.8,9.2,4.6,15.4
RWDD2B,3.0,4.0,1.6,5.8,15.2,15.2
MUC12,0.0,0.2,0.0,0.0,0.2,0.2
DPP3,1.2,1.4,0.6,2.4,5.0,7.8
SNUPN,1.4,3.4,3.0,6.6,8.0,15.8
HUWE1,8.4,8.4,8.0,23.8,30.6,55.4
PTPRU,0.0,0.0,0.0,0.0,0.0,0.4
TSPAN32,0.0,0.0,0.0,0.2,0.0,0.0
TSSC4,0.6,2.4,2.2,2.4,5.4,12.8
ATP9A,0.2,0.0,0.0,0.4,0.0,8.2
PDCD7,6.6,10.6,8.0,20.2,34.2,67.6
PQBP1,1.2,0.6,0.6,0.6,3.8,3.8
CERT1,6.0,8.2,6.6,29.4,28.4,46.8
KCNK7,0.2,0.0,0.0,0.0,0.0,0.0
UST,0.2,1.4,0.2,0.6,1.6,3.6
ARPC5,16.8,30.4,19.6,84.6,69.0,111.2
ARPC4,7.6,12.6,11.8,25.6,40.6,79.2
ARPC3,9.0,13.6,9.0,20.8,33.8,80.8
ARPC1B,1.8,2.2,3.6,5.4,5.6,18.8
ACTR3,22.4,38.6,21.8,109.6,92.8,172.2
ACTR2,31.0,59.4,47.6,152.8,176.4,349.0
TSPAN5,0.0,0.0,0.0,0.0,0.0,0.0
TSPAN3,6.8,15.2,10.0,41.0,31.4,135.4
TSPAN2,0.4,0.8,2.2,2.4,13.0,2.0
NUBP2,1.2,0.4,0.8,3.2,4.2,6.8
TSFM,5.2,7.8,4.8,14.2,26.8,39.6
PPIF,95.0,226.8,161.4,359.6,521.0,729.2
CTDSP2,13.8,22.6,22.4,72.8,98.0,105.6
ARPC2,14.0,25.4,14.6,45.2,54.2,117.0
SGK2,0.0,0.0,0.0,0.0,0.0,0.0
RAD50,4.2,6.8,3.8,13.8,15.8,35.0
KIF20A,2.4,5.0,1.6,12.0,3.2,20.8
PREB,18.4,27.6,18.4,56.4,115.8,204.8
HIPK3,18.8,41.0,29.2,128.6,154.0,164.2
FEM1B,28.0,43.2,38.2,117.6,131.0,258.0
ACTR1B,2.6,5.6,4.8,6.4,18.4,18.8
ACTR1A,6.8,13.2,11.0,24.8,34.8,88.2
ARL4C,7.8,20.4,8.8,30.4,34.2,70.2
ARL4A,27.4,45.6,42.4,115.6,163.4,444.6
RASGRP1,0.0,0.0,0.0,0.0,0.0,0.0
DNAL4,0.8,2.0,2.6,2.8,6.0,9.2
ZNF263,20.8,32.0,25.4,44.0,85.0,192.8
LRPPRC,7.4,11.6,7.4,22.4,29.8,69.8
FRY,1.6,4.4,0.8,10.6,16.4,20.2
PDIA6,19.0,32.0,21.4,58.4,209.2,161.8
TRAP1,0.4,0.0,0.4,2.2,2.0,4.6
OPTN,0.8,0.8,0.8,0.4,3.4,3.6
BCAP31,2.2,2.8,2.8,8.8,7.4,16.6
NAMPT,10.8,15.6,23.8,92.6,102.0,83.8
RBM12,18.2,33.0,19.6,71.2,68.4,152.8
YAF2,7.4,11.2,8.0,25.0,25.4,61.6
ARFRP1,0.4,1.4,2.2,3.0,2.6,31.2
TOB1,3.0,0.8,3.0,10.8,7.8,17.4
AKAP9,0.4,0.8,0.0,2.4,2.0,2.8
FAM13A,0.2,0.0,0.0,0.6,0.8,0.2
G3BP1,11.8,23.8,15.4,62.4,79.4,151.4
SUGP2,16.2,24.4,16.6,51.8,63.0,143.4
EBI3,0.0,0.0,0.0,0.0,0.2,0.4
ADGRG2,0.0,0.0,0.0,0.0,0.0,0.0
MBNL2,0.0,0.0,0.0,0.2,0.0,0.2
10151,1.0,1.6,0.8,3.6,3.8,9.6
ABI2,11.2,10.2,10.4,28.4,25.6,45.8
CEBPZ,0.8,1.4,0.6,2.6,6.0,4.4
PLXNC1,1.4,2.4,1.2,7.4,8.2,12.0
TRIM28,5.8,7.8,5.4,12.2,21.4,33.0
RASA4,0.2,0.0,0.4,0.4,1.0,2.2
ATP6AP2,2.8,4.2,3.0,10.6,22.6,17.8
FARP1,0.0,0.0,0.0,0.0,0.6,0.0
LPAR6,0.0,0.2,0.0,0.0,0.0,0.0
LPCAT3,2.8,3.2,2.2,3.4,7.2,25.2
WASF2,22.6,30.2,30.6,64.2,88.6,191.6
CHST4,0.2,0.0,0.4,0.2,0.0,1.2
SLC25A13,4.4,6.4,3.8,14.6,30.4,49.2
SLC25A15,2.8,3.4,4.8,7.0,8.0,47.0
ZNF197,3.4,5.8,3.8,13.2,22.8,49.8
SERF2,25.4,36.0,33.2,77.4,149.4,248.6
DHRS9,0.8,0.4,0.0,3.2,8.0,0.2
RCL1,4.8,7.6,4.8,10.2,15.0,35.4
ZNF256,0.2,0.4,0.4,2.6,1.2,2.2
SORBS3,0.8,1.4,0.6,2.2,0.8,4.8
CNIH1,3.2,4.8,4.4,17.2,19.4,46.4
TENM1,0.0,0.0,0.0,0.0,0.0,0.0
RBM7,6.4,15.8,10.6,48.8,44.6,108.8
RBM6,0.8,1.4,0.4,1.4,2.6,3.8
RBM5,17.2,24.4,16.2,44.4,78.6,148.2
LHFPL2,4.4,3.4,4.4,14.4,24.0,31.2
LHFPL6,0.0,0.0,0.0,0.2,0.0,0.4
TNK2,0.2,0.8,0.4,0.8,2.0,17.6
ALYREF,3.0,5.2,3.2,7.8,16.2,29.4
TXNDC9,3.8,4.6,3.8,14.4,20.0,25.6
RNF41,22.4,46.4,31.8,185.6,313.4,232.0
TSHZ1,11.8,27.8,12.0,37.8,37.2,74.8
ALG3,4.6,8.0,7.2,16.4,17.2,43.6
PRMT3,4.4,9.6,7.2,14.4,20.8,44.2
PSME3,17.4,29.6,19.8,63.4,88.0,221.2
MPHOSPH9,4.8,11.2,9.8,32.0,28.8,64.6
MPHOSPH10,0.0,0.0,0.0,0.8,0.4,1.2
MPHOSPH6,4.0,5.8,4.0,11.0,10.2,26.2
NME6,6.6,9.6,5.6,21.8,26.4,62.2
DHRS2,0.2,0.2,0.4,1.0,1.0,3.0
NUTF2,7.6,10.8,8.8,24.0,19.6,72.2
MPZL2,0.0,0.0,0.0,0.2,0.0,0.2
TRIM13,10.2,14.2,9.8,25.8,31.4,69.2
USPL1,2.2,4.4,3.2,14.2,9.0,22.2
EIF1,95.8,134.0,112.0,320.8,705.2,1255.6
TOPORS,2.2,5.6,4.0,12.0,12.6,24.8
FLOT1,2.6,2.0,1.8,2.6,11.2,54.6
DDX39A,60.4,74.0,65.8,155.6,275.0,566.6
PSMD14,3.2,5.2,3.4,10.6,12.0,21.2
PRG4,0.0,0.0,0.0,0.0,0.0,0.0
KLRG1,0.2,0.0,0.0,0.2,0.2,0.2
GDF11,2.0,6.8,3.2,4.6,12.4,31.0
TRIB1,19.2,24.4,28.0,93.2,276.2,335.6
ZNF443,0.6,0.8,0.6,2.0,0.8,2.8
PLIN3,8.8,9.2,7.0,20.2,16.2,77.0
MFSD10,1.6,2.8,1.0,2.4,3.8,17.2
STX6,13.6,15.6,11.2,36.4,42.2,60.0
COQ7,2.0,3.4,4.6,13.2,23.2,29.0
NBR2,1.6,1.8,2.0,5.6,13.6,13.6
LRRC23,0.0,0.2,0.2,0.4,0.6,1.2
LRRC17,0.0,0.0,0.0,0.0,0.0,0.2
RASGRP2,0.2,0.0,0.2,0.8,0.8,1.4
HNRNPR,8.8,15.4,9.8,33.6,35.4,86.8
SLC35B1,4.4,4.2,2.2,9.0,32.0,29.2
DCAF7,22.0,36.2,34.6,79.6,102.6,232.0
AP3S2,3.6,6.0,5.6,17.0,34.8,49.2
MRPS31,0.0,0.2,0.0,0.4,0.2,1.0
CALCOCO2,8.8,10.2,10.4,37.2,60.8,49.0
GPHN,1.4,2.2,1.2,2.6,8.0,11.0
RABEPK,0.0,0.0,0.0,0.2,0.4,0.4
TIMM17B,0.6,1.0,1.6,0.6,4.0,7.0
RIDA,0.4,1.8,0.6,3.6,2.8,1.8
POP7,13.0,18.6,11.8,27.0,45.0,98.2
SRRM1,9.8,18.6,11.8,39.8,44.8,101.0
SPRY3,0.8,1.6,0.8,3.2,2.8,3.6
SPRY1,0.0,0.0,0.2,0.0,1.4,1.4
SPRY2,3.8,4.4,4.2,9.8,21.4,41.4
STAM2,3.6,8.2,5.8,17.2,26.4,48.2
ABCC4,5.2,6.6,5.6,20.4,31.2,43.4
DENND4A,11.0,12.8,9.2,44.0,87.2,57.2
IGSF6,0.4,0.0,0.2,0.0,0.2,0.0
SF3B4,2.6,3.0,2.2,5.4,9.0,13.8
CDK2AP2,7.4,14.0,10.4,16.8,118.6,93.4
IRX5,3.0,8.2,2.4,14.6,18.6,15.8
RAMP1,0.0,0.0,0.0,0.0,0.0,0.0
ZMPSTE24,7.6,9.4,9.0,18.4,24.4,49.0
AKAP8,22.4,35.8,23.4,54.4,113.2,232.2
FSTL3,0.2,1.0,1.2,1.8,2.0,7.8
STUB1,2.6,4.0,2.4,5.2,5.4,18.4
STAG1,1.4,2.2,3.4,7.4,11.4,16.2
NET1,8.8,14.6,12.4,42.0,33.4,92.6
UBE4B,2.0,1.8,2.2,5.6,6.2,13.8
SIGMAR1,13.6,22.0,16.8,42.8,42.2,98.8
BET1,8.6,17.6,12.6,41.0,76.8,77.0
CWC27,3.6,6.0,3.6,8.4,13.2,19.6
SAP18,24.4,36.6,29.6,65.6,106.0,257.6
SMNDC1,5.4,8.4,5.6,24.6,25.6,53.4
BCAS2,5.2,8.4,5.4,20.6,32.4,59.8
RGS19,4.8,8.8,4.8,9.2,8.4,47.6
LILRB2,0.0,0.0,0.2,0.8,0.4,7.6
EIF1B,5.2,10.4,6.2,35.4,29.2,209.0
SPEG,0.0,0.0,0.0,0.0,0.0,0.0
SF3A1,4.4,9.0,8.4,22.4,37.0,72.2
TRAIP,1.2,2.4,1.8,2.4,6.8,14.0
DNAJA2,9.6,15.2,14.2,38.8,41.4,107.4
BCKDK,0.8,2.4,0.8,2.4,2.8,9.0
MAEA,12.0,13.8,9.8,35.6,58.2,79.8
APC2,0.0,0.0,0.0,0.0,0.0,0.2
PAK4,0.8,2.6,1.2,4.8,5.2,15.0
MARCHF6,23.6,36.4,37.8,117.2,102.2,196.0
KATNB1,0.6,0.0,0.6,0.6,0.8,0.2
SNAPC5,1.6,6.2,4.0,13.2,14.8,37.8
APBB3,0.0,0.2,0.8,1.2,2.4,3.0
ZNF267,12.6,26.6,16.8,61.8,100.0,97.4
VPS26C,8.8,12.8,10.0,27.8,28.6,78.4
TCIRG1,0.0,0.2,0.6,0.8,1.2,4.0
RTN3,12.8,20.8,18.6,68.0,64.6,113.8
LANCL1,5.0,8.4,10.8,17.2,15.4,29.4
NMUR1,0.0,0.0,0.6,0.0,0.2,6.4
TNIP1,5.6,5.4,6.2,7.6,17.6,48.6
IKZF1,51.4,103.0,68.2,221.8,247.8,389.6
SMYD5,4.0,5.2,4.4,13.0,13.8,40.4
SIRPB1,0.4,0.4,0.4,2.2,1.0,6.0
AKR1A1,1.2,2.2,2.8,3.6,6.6,6.6
EMC8,7.2,16.6,9.4,24.0,33.6,98.2
RXYLT1,0.2,0.2,0.2,0.6,0.8,1.6
CNPY2,5.6,8.8,4.6,15.6,20.4,28.8
CLEC4M,0.0,0.0,0.0,0.2,0.0,0.2
TLR6,0.0,0.0,0.2,2.0,1.6,0.8
IRAG1,0.2,0.0,0.0,0.4,0.0,0.0
PCGF3,9.6,12.4,9.4,28.4,19.4,79.2
TFG,7.8,13.6,6.4,27.2,46.0,61.0
PKDREJ,0.0,0.2,0.0,0.0,0.2,0.2
CCL26,0.0,0.0,0.0,0.0,0.2,2.4
TRIM22,0.2,0.4,0.4,1.8,1.6,0.2
ABCA7,0.0,0.2,0.0,0.0,0.0,0.4
ABCA10,0.0,0.0,0.0,0.0,0.0,0.0
WARS2,3.6,5.4,4.0,14.0,18.8,34.0
NPM3,1.0,1.8,1.6,2.2,4.8,13.0
NPM2,0.0,0.0,0.0,0.0,0.0,0.0
HMG20B,4.8,7.2,8.2,12.0,6.4,58.2
HMG20A,9.4,13.2,7.8,42.6,42.0,68.4
KLF2,1.2,3.8,3.0,1.8,28.6,18.0
MICU1,2.0,3.2,2.2,8.2,9.8,18.8
CACNG2,0.0,0.0,0.0,0.0,0.0,0.0
CITED2,22.2,27.2,22.2,117.8,236.8,138.8
SEMA3A,0.0,0.6,0.4,2.0,4.2,3.0
TUBA1B,29.8,51.0,35.0,86.0,121.6,235.2
IRF9,2.6,3.6,2.6,7.0,14.4,25.8
BPNT1,1.4,2.2,0.4,4.0,4.4,9.0
TUBB3,0.0,0.6,0.8,0.8,0.6,0.8
TUBB4B,14.2,23.2,17.8,32.6,57.6,128.4
BTN3A3,0.6,0.4,0.2,1.4,1.8,0.6
BTN2A2,1.6,2.2,2.6,9.6,10.8,32.8
SYCP2,0.0,0.2,0.0,0.0,0.0,0.4
SCML2,2.0,5.4,5.0,21.8,14.4,43.0
CEPT1,5.2,7.4,4.2,15.8,20.2,35.8
NOD1,2.4,2.4,1.8,5.2,7.0,12.2
ANAPC10,4.0,6.2,6.8,13.4,21.4,47.8
DLC1,0.2,0.0,0.0,1.0,0.0,0.8
ATP8A1,0.0,0.0,0.0,0.4,0.2,0.4
NDRG1,3.0,8.0,6.0,19.8,35.8,266.2
RACK1,5.6,9.8,5.6,16.4,28.6,41.4
PEMT,0.4,1.0,0.2,1.0,1.0,3.4
PIAS3,0.8,1.8,1.8,3.2,3.4,3.2
ST3GAL6,0.6,0.6,0.8,4.2,16.8,4.6
NDC80,0.4,0.4,0.2,0.6,0.4,0.6
CPQ,0.0,0.2,1.0,1.0,1.6,2.0
BASP1,0.2,1.0,0.4,5.2,1.6,2.0
IFITM3,0.0,0.0,0.0,0.2,0.0,1.8
RAPGEF3,0.0,0.0,0.2,0.0,0.0,0.2
NSA2,1.4,1.4,1.2,5.6,6.2,8.8
SPON2,0.2,0.4,0.2,1.2,1.6,1.6
PRMT5,4.2,5.2,2.2,8.4,21.0,27.0
TESK2,0.6,0.6,0.6,2.4,5.2,3.6
CD2BP2,8.6,12.6,9.4,24.2,34.0,100.4
UBAC1,0.0,0.8,0.6,1.4,1.2,4.8
CDIPT,2.4,1.8,2.2,3.2,4.2,12.6
PGRMC2,5.8,7.2,7.0,24.2,29.4,50.0
ARIH2,6.2,10.6,11.8,21.6,42.2,221.0
TUBGCP3,8.2,10.2,11.4,30.6,40.8,66.4
SEC24B,3.0,3.8,4.4,9.2,8.2,16.2
CFDP1,0.6,0.4,0.2,0.0,1.0,3.2
TMEM147,0.6,0.6,0.4,1.2,0.8,2.2
RBM14,5.4,9.4,9.0,26.0,36.2,58.0
LYPLA1,7.6,11.0,11.6,40.6,33.6,67.4
CDC42EP2,0.6,0.6,1.0,2.4,2.0,7.2
EMG1,4.4,5.0,4.8,16.6,24.0,36.6
IFI30,2.4,6.0,2.6,10.8,13.0,322.0
C1D,3.2,3.6,1.4,13.2,13.2,21.4
TIMM17A,25.4,42.8,27.6,72.6,180.4,244.6
N4BP2L2,5.8,6.0,4.0,29.4,29.2,32.2
ZER1,1.2,1.4,2.0,6.8,13.6,6.4
MCRS1,3.0,4.4,3.0,8.0,16.6,29.2
FAM3C,6.0,6.6,4.8,18.4,30.0,50.4
ACAA2,2.4,2.4,1.6,9.6,5.6,19.6
PPIE,5.8,6.8,5.8,8.6,20.6,43.2
VAV3,7.8,13.8,9.4,32.2,50.0,86.4
TOMM40,12.2,17.0,16.6,30.2,45.0,104.0
TAB1,3.2,6.4,4.4,9.6,16.4,20.6
ECI2,0.4,0.0,0.2,0.8,0.2,2.4
HAX1,1.4,3.8,4.0,23.2,41.4,25.4
GPNMB,0.2,0.0,0.0,0.4,0.8,0.4
BAIAP2,2.2,6.6,4.2,5.2,9.2,29.8
MAD2L2,3.0,3.8,3.2,4.6,9.0,31.2
TACC3,2.4,2.0,1.2,6.4,2.6,9.0
MERTK,0.0,0.0,0.0,0.0,0.0,1.4
CLEC10A,0.4,0.0,0.0,0.8,0.0,8.8
SLC30A9,3.4,7.2,6.2,21.6,27.2,40.4
PIBF1,0.2,2.0,1.0,2.6,6.2,8.4
PPIH,3.4,2.4,2.4,5.2,6.2,18.6
COG5,3.8,4.8,5.4,18.0,18.2,36.6
ZNHIT1,1.8,2.6,2.2,3.2,5.8,13.0
FST,0.0,0.0,0.2,0.6,0.0,0.2
TIMM44,2.6,3.2,3.0,6.0,20.2,23.8
PFDN6,0.4,0.8,0.4,0.6,0.8,1.0
ZBTB18,3.8,4.2,3.4,17.8,10.0,14.8
HMGN4,4.2,14.2,8.6,31.4,31.2,55.8
TADA3,4.6,8.2,5.6,14.4,29.8,43.0
TRIM38,16.8,17.4,14.8,50.4,87.8,178.8
ATP5PD,1.4,3.2,2.6,4.4,5.6,8.6
UBE2E3,1.2,2.6,1.4,6.2,5.4,12.4
SLC25A17,5.6,10.4,11.0,25.0,23.8,71.6
SLC9A6,3.2,5.4,7.6,10.0,13.2,23.6
EIF3M,5.6,5.4,3.4,11.0,11.4,34.8
NXF1,20.4,44.2,30.2,65.2,145.0,271.4
SEC23B,1.8,4.4,3.4,14.0,30.0,38.4
SEC23A,1.2,1.4,1.4,5.6,6.0,10.0
MIR9-1HG,0.0,0.0,0.0,0.0,0.0,0.0
CAP1,29.8,44.2,33.4,78.2,111.8,215.4
CREB3,0.0,0.6,0.6,2.0,2.2,2.4
LRRC41,1.4,4.0,2.4,7.2,7.4,14.0
VTI1B,1.8,3.6,2.6,6.4,13.8,30.4
CRTAP,1.4,5.0,3.2,8.0,5.8,12.2
SYNCRIP,62.4,92.8,62.6,231.2,240.4,472.4
VAT1,1.6,7.0,5.2,11.8,35.6,135.8
STK25,0.8,1.2,0.2,3.0,3.4,9.4
ENOX2,1.2,1.6,0.8,3.0,5.4,12.8
CARM1,2.8,4.4,4.6,7.8,7.0,23.4
NCOA2,6.6,8.6,12.2,32.0,41.0,68.6
SEMA6C,0.0,0.0,0.0,0.2,0.0,0.0
SEMA6B,0.4,1.4,0.4,1.0,1.2,19.2
SEMA4F,0.0,0.0,0.0,0.2,0.2,0.0
SEMA4D,1.6,5.8,2.8,9.2,14.6,39.8
SEMA4B,0.2,0.0,0.2,0.4,0.2,5.4
APPBP2,8.8,11.2,9.6,32.0,38.6,71.8
MYBBP1A,1.0,3.0,1.8,3.6,2.6,14.8
CIB2,0.2,0.0,0.0,0.0,0.0,0.2
CIB1,2.6,4.2,3.6,7.0,7.8,62.0
ZNF211,2.2,4.8,3.0,5.6,10.4,18.8
DDX17,70.0,111.0,82.6,291.4,312.6,638.8
DEAF1,0.4,1.6,0.4,1.0,1.8,4.6
