GENE,MV411-DMSO,MV411-Naphthol,MV411-Plumbagin,MV411-Celastrol,MV411-TM1-001,MV411-Tretinoin
LRRFIP1,796.2,964.2,847.8,2232.4,3326.2,5035.6
LRRFIP2,45.8,66.6,56.6,154.2,257.2,499.4
AURKB,188.2,242.8,215.0,524.6,922.8,1490.0
XPR1,209.6,287.0,283.0,824.8,894.8,1684.2
FCMR,14.2,21.4,18.6,46.0,65.8,126.0
VAPB,102.4,134.0,122.8,316.8,446.2,749.8
VAPA,884.6,1206.4,1033.4,3075.6,3409.6,6302.6
MTA2,116.8,134.6,131.4,297.8,462.0,755.0
TIAF1,14.6,15.0,13.4,36.0,76.4,85.2
NOLC1,777.0,997.4,931.2,2266.4,3048.8,5847.2
MAGI1,1.6,1.6,1.6,4.6,8.6,11.2
RAB11B,116.6,141.4,143.6,393.4,641.0,1025.0
DLG5,7.8,10.0,8.6,27.2,48.2,67.4
PTTG1,50.2,57.6,49.8,125.4,169.4,247.6
IL32,0.8,1.6,2.0,5.0,3.2,8.0
CCPG1,642.8,843.6,787.0,2551.4,2463.0,4477.0
TBRG4,38.6,48.0,34.8,87.0,166.8,224.8
PNMA1,40.8,48.2,45.2,98.4,137.8,255.6
NOG,0.0,0.0,0.6,0.6,5.2,0.8
CRLF1,0.0,0.6,0.6,1.2,2.4,4.2
UBE2L6,41.4,47.4,47.0,104.6,154.4,319.2
DHRS3,3.2,4.0,3.2,7.4,12.6,189.4
RPS6KA5,22.4,33.8,35.2,75.2,134.6,179.4
NUMBL,21.0,27.8,36.2,80.2,97.8,167.2
CACNA2D2,1.8,2.4,2.4,2.4,10.6,12.2
AIMP1,282.8,389.8,353.0,939.8,1118.2,1928.4
TSPOAP1,18.0,21.2,21.8,53.0,53.2,115.0
MFHAS1,31.2,41.6,44.2,99.2,167.4,253.6
PDLIM7,140.2,201.0,216.6,429.4,771.2,1791.0
MAPKAPK2,200.2,254.0,272.6,657.2,1038.4,2031.8
STK17B,272.4,341.8,335.8,848.4,2018.8,1098.2
STK17A,68.0,83.6,91.8,282.8,308.4,554.2
CYTH3,33.6,47.4,44.8,118.4,269.6,371.6
CYTH2,107.4,139.2,149.4,281.6,527.2,887.0
CYTH1,86.6,100.6,101.6,247.0,423.8,937.2
ITGB1BP1,384.0,505.6,447.8,1065.8,1676.4,3245.4
BCL7C,19.6,22.8,17.8,40.4,66.4,98.4
BCL7B,200.4,255.0,247.8,583.2,1133.6,2622.4
COPB2,1833.2,2640.2,2478.8,6256.0,9113.6,16912.4
WDR46,31.0,33.4,29.4,62.0,112.2,169.4
ZBTB22,23.2,25.2,23.0,56.8,107.2,143.2
MED14,107.4,153.6,126.2,386.4,473.2,757.0
GPR37L1,0.6,0.6,0.2,0.0,1.0,3.0
NPIPA1,4.6,4.4,5.8,16.0,20.2,17.2
ADGRG1,0.8,1.0,1.6,2.6,3.8,7.0
GPR55,5.6,8.2,7.8,20.2,32.6,36.4
S1PR2,7.8,9.0,5.4,18.6,33.2,44.2
SRSF11,649.6,861.0,746.4,2278.0,2400.0,3998.2
ATP6V1F,220.6,245.6,250.6,588.6,862.0,1474.8
9297,22.2,36.0,29.6,78.6,80.2,264.8
9298,13.8,19.8,16.6,58.0,77.2,149.2
SNORD30,6.6,7.8,5.2,18.6,24.8,71.8
SNORD28,5.4,8.8,6.0,27.2,25.4,71.8
SNORD27,17.0,32.2,22.4,69.2,60.8,182.2
SNORD26,12.2,20.6,16.2,51.4,51.4,144.2
SNORD25,12.2,24.6,22.4,69.8,127.6,182.4
SNORD22,82.2,118.0,92.4,207.6,236.4,660.6
SOCS6,27.2,34.2,35.4,104.2,123.4,305.0
CD83,381.8,480.0,476.4,966.6,3807.4,3554.0
ZNF235,6.0,6.8,7.6,19.6,34.2,31.4
ASIC3,0.4,1.0,1.0,1.6,3.2,4.6
KLF4,14.2,15.8,25.6,64.2,227.0,99.6
NREP,624.6,858.4,786.4,2203.8,2675.4,5183.0
PTER,294.8,413.2,360.0,1148.2,1142.4,2303.0
COPS2,479.0,645.0,557.6,1785.0,1649.0,3373.8
TRIP13,190.4,234.4,202.2,488.8,671.2,1389.6
TRIP12,366.2,484.2,431.0,1187.6,1459.0,2462.0
TRIP11,24.8,28.0,25.4,65.6,143.0,179.6
TRIP10,14.6,15.0,14.4,38.8,70.6,96.0
HMGN3,244.6,368.6,309.0,840.8,923.2,1587.0
TRIP4,30.8,30.8,31.4,68.6,104.4,189.8
ZNHIT3,217.0,271.4,254.0,582.8,970.4,1733.2
GTF3C5,45.2,58.8,55.8,107.8,232.8,374.2
GTF3C4,126.2,168.8,161.0,382.2,589.6,968.2
GTF3C3,128.0,138.6,131.0,380.2,467.0,782.2
B4GALT6,18.8,19.6,19.4,64.8,85.0,124.2
TGM5,93.2,119.6,105.4,247.6,474.0,750.6
B4GALT5,152.0,217.0,234.8,476.8,867.2,2219.6
CNOT8,329.8,423.2,368.8,1019.6,1759.8,2268.8
VAMP3,197.6,254.4,242.2,556.6,665.0,1471.2
SNAP29,201.0,283.4,283.4,714.2,1055.6,1804.2
EFTUD2,92.0,102.4,96.0,224.2,390.0,629.2
TAOK2,11.8,15.4,15.6,30.4,48.0,83.4
RPL23,1199.8,1343.6,1181.0,2769.2,4402.8,5498.2
TXNL1,836.4,1041.2,951.4,2666.8,3550.8,6265.0
UBE4A,442.0,618.2,548.4,1508.0,1821.2,3087.0
LHX2,0.6,0.8,0.8,0.6,2.4,3.2
PPIG,56.2,67.8,60.4,147.6,217.0,329.4
LONP1,641.0,875.8,875.6,2016.0,4172.6,7488.6
RAB33A,16.4,24.4,20.6,53.6,90.6,146.2
RAB28,87.0,99.2,95.2,269.4,386.6,578.0
RAB9A,49.2,60.8,49.8,162.8,216.4,265.6
SLC9A3R1,174.4,211.0,208.6,532.0,841.2,1619.6
NRXN3,0.2,1.0,1.2,1.2,1.4,3.0
KIF3B,96.8,120.6,122.2,278.0,503.6,806.0
ZFYVE9,2.0,2.0,1.6,5.6,5.2,11.8
PLAA,75.0,105.2,80.4,260.0,352.8,492.0
PPT2,9.0,12.4,11.2,28.2,49.8,78.8
TM9SF2,565.6,697.2,598.0,1525.6,1599.6,3368.4
COX5A,215.4,293.6,244.6,594.4,948.6,1851.0
NRXN2,2.2,2.2,3.8,5.8,12.6,19.6
GRHPR,71.6,91.8,87.6,187.0,331.8,524.2
OTOF,0.8,0.6,0.6,1.2,1.8,3.0
COG1,28.2,34.6,38.4,105.0,125.2,184.8
TSIX,0.6,0.8,0.2,0.8,2.4,1.6
CIAO1,304.4,425.0,392.8,923.4,1470.0,2638.0
TGFBRAP1,57.6,74.6,74.8,182.4,286.0,471.2
HS6ST1,34.2,50.4,29.8,86.4,147.2,329.2
NMT2,13.6,17.4,17.2,40.2,73.2,97.8
CD101,18.2,30.8,25.2,62.8,92.2,135.6
STOML1,4.2,4.2,1.8,9.2,19.2,25.2
RECQL5,9.6,11.2,11.8,29.6,52.0,56.8
RECQL4,13.4,14.6,13.6,33.6,61.8,69.2
SELENOF,1429.4,1837.4,1575.4,4690.0,5476.4,9921.8
LPXN,370.4,617.8,480.6,1296.0,1353.0,2609.8
ZRANB2,967.2,1374.2,1225.6,3801.8,3990.0,6776.2
PEX16,9.4,8.4,8.6,23.8,44.8,47.0
SNRNP40,190.8,232.8,223.0,494.8,828.2,1277.2
MED21,150.2,237.0,211.6,703.6,705.2,1272.2
TJP2,17.8,33.6,23.8,55.0,95.4,128.2
FADS2,397.6,545.2,552.2,1246.2,2187.8,3761.2
DDX23,95.8,114.2,108.0,208.8,417.2,756.4
CRIPT,85.4,123.4,118.6,299.0,362.4,701.4
ZNF264,7.4,11.2,11.6,27.2,54.8,63.2
NTN1,0.6,0.8,2.6,8.8,24.0,11.2
KCNK6,75.2,82.8,79.8,176.4,325.4,494.4
CDYL,46.4,60.4,59.0,152.0,307.2,362.6
CHST2,2.0,3.0,3.6,3.8,14.4,12.8
MED23,28.8,37.8,37.0,110.6,170.8,167.2
MED17,18.0,22.2,16.2,43.8,62.8,102.4
MED26,21.4,20.0,22.8,45.0,121.2,138.8
MED27,21.4,26.0,25.8,60.4,106.0,174.8
MED7,10.6,11.4,7.4,34.2,44.0,53.4
QKI,753.6,1099.0,1020.2,3462.8,3882.8,5417.6
ITM2B,379.2,561.4,464.4,1482.4,1271.8,2176.2
GSTO1,102.0,106.2,86.8,242.4,370.6,479.0
AIM2,0.6,1.4,0.2,1.6,1.2,4.0
MAP4K4,243.6,314.6,287.6,695.2,1079.6,1765.4
LY86,190.8,221.4,212.4,445.6,755.6,1334.0
EIF2AK3,31.2,36.8,37.6,91.0,220.4,205.8
GGPS1,121.2,140.4,119.8,332.0,533.4,718.2
HOMER3,80.4,107.8,103.8,240.8,436.0,780.8
HOMER2,1.4,0.6,1.0,1.6,4.8,5.0
HOMER1,83.2,109.4,101.0,326.8,401.6,564.6
ARHGEF6,745.2,1075.2,1018.8,2811.6,3466.8,6365.0
RASAL2,99.4,145.8,146.2,359.4,576.4,911.8
PICK1,6.4,5.8,5.6,15.2,30.4,44.4
AKAP7,19.8,19.2,13.0,50.8,76.4,94.0
IL27RA,15.2,17.6,19.8,32.2,40.4,85.8
SH3BP5,26.6,39.4,38.2,98.0,142.0,199.4
EIF4E2,356.6,486.6,436.6,1005.0,1265.4,2724.6
THEMIS2,28.8,33.0,35.2,86.2,138.8,598.8
ATG5,337.6,433.8,392.8,1164.4,1554.6,2663.2
ROCK2,115.8,142.8,142.4,372.2,525.4,753.2
NAPSA,0.0,0.0,0.2,1.0,1.6,5.4
MED20,118.0,168.4,158.6,450.8,572.0,963.2
CABP1,0.4,1.0,0.8,3.0,3.6,4.0
MAPK8IP1,0.6,0.6,1.2,3.0,7.4,11.0
ONECUT2,102.2,131.2,108.0,325.4,475.8,614.8
STX8,230.4,281.0,247.2,565.0,1007.6,1727.0
CHST10,31.2,34.8,43.0,88.4,133.2,241.2
PIGL,24.2,33.6,29.0,62.6,99.6,190.8
PIGB,80.0,98.0,91.0,287.2,262.4,523.8
PGS1,22.8,29.2,27.0,65.4,111.8,196.2
PSMF1,161.4,201.4,195.8,481.6,761.8,1246.8
KIF23,59.0,85.8,57.6,187.8,283.4,461.2
AKAP5,3.4,5.0,5.8,17.8,17.2,34.4
SLC4A7,81.8,121.0,135.6,354.4,482.2,789.4
SLC4A8,13.6,21.6,20.6,53.2,67.8,112.8
RPH3AL,2.4,5.0,4.8,12.4,22.0,38.0
ADAMTS4,0.4,0.8,1.0,1.2,2.0,1.8
ADAMTS2,0.4,0.8,1.0,1.8,3.0,3.0
PMPCB,225.0,289.2,264.4,668.0,968.6,1599.6
FXR2,30.0,32.8,38.2,76.0,121.4,171.0
STXBP5L,2.8,4.0,4.0,11.6,12.6,18.2
LITAF,128.0,158.6,148.8,406.4,528.0,1022.6
SPTLC2,697.6,1041.4,986.0,2455.0,4067.0,5367.0
GDF15,0.6,0.2,0.0,0.6,1.2,24.6
TBPL1,44.0,46.6,48.2,107.0,189.2,276.2
NPEPPS,175.6,244.2,216.4,616.6,740.4,1560.6
EEF1E1,117.8,153.8,123.4,352.8,403.8,771.8
SCAMP1,274.0,404.6,374.0,1256.4,1173.4,1865.6
TECR,18.8,16.2,16.0,61.2,114.0,98.6
VPS4B,247.2,348.4,301.2,831.6,1069.8,1749.8
MPDU1,325.2,384.2,357.6,842.4,1281.0,2416.6
GOSR1,131.2,170.6,175.8,428.6,869.0,1334.8
TMEM59,205.6,305.0,281.0,752.6,790.6,1533.8
BAG5,204.8,265.0,260.6,630.6,1082.0,1600.6
BAG4,129.6,171.8,154.2,576.8,592.2,1215.0
BAG3,15.4,14.2,14.2,97.0,50.8,274.4
BAG2,116.2,146.6,127.8,527.0,456.6,812.8
POLR1C,48.8,59.2,41.8,80.0,172.8,330.4
ZNF254,26.0,29.2,26.8,85.4,120.4,155.0
GMFG,452.0,479.8,441.0,987.4,1579.2,2351.0
PTGES,0.0,0.0,0.0,0.0,0.2,55.0
TP53I11,6.6,8.8,10.0,27.4,41.8,77.4
EI24,1025.2,1320.0,1198.6,2666.8,4061.4,7021.6
TP53I3,2.6,1.8,3.2,6.6,15.0,35.0
CIR1,75.0,94.0,77.4,218.8,295.8,416.8
IGDCC3,0.8,0.4,0.0,0.2,1.2,1.4
RAB3D,191.6,227.4,217.6,552.4,810.8,2243.4
APBA3,4.8,8.2,4.8,14.6,26.8,37.8
ATP6V1G1,422.6,537.4,482.0,1364.0,1660.6,2785.2
ATP5MF,367.0,404.0,361.2,881.4,1222.6,1798.4
SPAG7,84.8,94.2,97.2,219.2,381.6,731.2
MRPL33,1059.4,1380.8,1196.2,2665.6,3549.6,7226.6
SEC22B,243.8,329.2,313.2,989.6,957.4,1906.0
MACROH2A1,1461.2,1881.8,1635.6,4159.8,6119.8,10693.6
ATP5MPL,488.8,530.0,436.8,1077.0,1808.6,3030.6
CHD1L,53.4,59.6,56.8,137.6,191.6,309.4
VPS26A,561.8,689.8,635.2,1847.0,2278.6,4281.0
CCL4L2,62.8,50.2,52.4,51.6,3125.0,1552.8
MINPP1,21.6,23.8,20.6,62.0,78.0,144.8
H6PD,21.0,32.4,32.4,72.0,120.2,361.8
GTPBP1,58.6,76.4,91.8,198.4,375.0,589.0
GABBR2,2.4,1.2,0.2,0.4,1.4,4.2
GTF2IRD1,2.8,2.8,3.8,8.4,23.4,26.8
GOSR2,169.6,239.2,219.6,654.6,959.6,1478.6
NR1D1,2.2,4.8,4.6,7.4,13.2,21.2
CLOCK,83.0,83.0,90.6,247.0,369.6,518.8
BABAM2,46.8,45.6,47.6,115.4,216.6,362.6
CDC42BPB,2.8,3.4,2.6,8.0,16.8,29.8
SOX13,1.4,1.2,1.0,2.6,6.0,9.2
PREPL,328.4,478.4,421.6,1230.0,1243.4,2495.8
APOBEC3B,51.2,55.0,55.8,120.4,186.8,358.0
ENTPD4,135.6,201.6,221.8,417.8,687.4,1147.6
RBM39,1698.8,2372.8,2339.8,6053.0,11699.2,16979.6
KIF20B,133.4,156.2,129.8,402.4,528.4,827.8
CREB5,14.0,20.6,22.2,68.2,107.0,117.2
MAD2L1BP,58.6,66.4,60.4,144.2,248.4,447.4
PRDX6,523.0,676.6,606.8,1599.8,1947.0,3603.8
WTAP,483.4,586.4,566.0,1756.8,2275.0,3458.8
IER2,109.6,122.2,117.2,224.2,908.4,1350.6
CYTIP,138.4,198.6,199.4,691.8,962.4,642.2
SMAD5-AS1,0.2,0.2,0.6,1.0,0.0,2.0
PITPNM1,4.4,3.2,2.6,8.0,15.4,27.6
PDIA4,263.0,313.6,311.4,635.2,1333.4,1471.6
NFE2L3,51.6,66.4,70.6,143.0,233.2,364.6
RNF14,89.2,127.6,122.6,324.0,430.2,698.0
VPS9D1,6.2,4.4,5.0,13.0,24.4,31.4
RIN1,13.2,15.4,15.4,20.2,71.4,85.8
NCOR1,155.2,186.2,176.4,532.6,741.4,1172.6
NCOR2,23.0,28.4,25.4,76.4,133.8,191.0
RNF7,320.6,384.0,351.2,916.0,1178.8,2455.8
MTRF1,26.8,31.8,28.8,82.2,123.6,163.4
TRAF4,37.8,39.6,47.4,92.2,206.0,303.4
CELSR1,3.8,4.6,4.8,11.0,16.6,29.8
GNA14,1.4,0.4,1.6,4.0,4.8,6.0
NUP155,25.6,31.2,28.6,92.0,101.4,141.8
SEC24C,180.0,208.8,207.2,462.2,828.0,1378.4
TESMIN,16.0,19.2,17.2,43.2,61.2,110.8
ISG15,7.2,10.6,7.0,19.2,29.4,46.8
FEZ2,160.8,200.0,173.6,519.2,463.8,1013.6
FEZ1,0.2,1.6,1.8,4.2,4.2,10.2
ARHGEF10,76.8,128.2,95.0,320.8,494.0,603.6
ZNF592,27.8,36.6,38.6,81.0,204.4,363.6
IKBKE,32.2,39.2,40.0,82.6,176.4,283.4
MORF4L2,759.0,1034.0,898.8,2745.2,2846.6,5189.4
SH3PXD2A,2.8,2.2,2.6,4.0,9.8,12.0
MICAL2,53.4,83.8,80.4,201.0,345.8,479.2
CTR9,64.6,81.8,73.8,210.6,251.0,406.6
PPM1F,69.8,90.8,92.8,228.2,344.8,627.4
GCC2,25.4,38.0,31.4,93.2,151.2,219.6
RALGPS1,3.2,4.2,5.0,10.6,21.0,33.2
MTFR1,136.6,169.8,140.6,423.8,552.4,887.4
TTC37,105.6,130.4,114.8,411.6,374.0,575.0
HS2ST1,291.8,420.4,366.6,1123.0,1196.4,2221.0
TTLL4,9.0,10.6,13.6,29.8,43.6,117.0
SOCS5,38.6,47.6,48.4,166.8,191.0,234.4
MDC1,26.4,29.6,28.2,76.4,111.8,173.2
IQCB1,441.6,655.2,625.4,1728.0,2522.4,4175.4
ZNF516,160.6,266.4,227.8,549.4,1047.4,1147.8
PDE4DIP,2.0,2.8,1.8,7.8,7.6,10.2
CEP135,56.0,54.6,55.4,167.6,286.6,313.6
LPIN2,77.8,101.2,114.6,338.4,597.0,766.8
MARF1,144.0,174.8,198.8,536.6,713.8,1138.2
DZIP3,9.8,10.2,10.6,30.0,44.8,74.2
SAFB2,27.4,36.8,33.4,81.0,143.2,202.2
ZNF432,15.0,19.4,18.4,57.2,107.2,107.4
EIF5B,377.2,461.4,427.8,988.6,1370.0,2488.8
IPO13,7.8,10.6,7.6,19.4,37.6,60.6
SDC3,1.4,2.0,1.8,8.2,10.6,14.8
SLC25A44,100.8,146.0,141.0,289.0,561.8,858.6
KIAA0040,2.8,4.2,6.6,11.4,18.6,27.4
TTI1,20.8,25.8,22.6,53.8,100.6,150.0
PPIP5K1,84.0,104.0,94.6,224.4,366.4,649.8
PHF14,105.6,138.6,113.8,485.0,484.6,762.8
FAM53B,62.6,81.2,97.2,212.4,416.0,766.8
DEPDC5,4.2,5.2,8.0,13.2,24.4,37.0
KDM4A,42.2,54.2,56.8,131.2,279.0,366.8
N4BP1,15.4,22.4,23.4,63.6,126.4,149.6
LRRC14,63.4,71.0,77.0,156.8,305.6,422.8
CLINT1,382.0,573.6,495.0,1395.8,1811.8,2871.6
VGLL4,101.4,120.6,131.8,319.2,697.2,1020.0
GREB1,0.8,0.6,1.2,3.8,6.2,7.2
NUP93,35.2,34.2,33.0,74.0,134.6,182.8
BZW1,1075.0,1428.6,1250.0,3318.2,3671.2,7773.4
UBE3C,133.4,169.2,149.4,337.6,590.6,1117.6
PRORP,61.0,86.6,78.4,174.2,236.2,483.8
RAPGEF2,6.2,12.4,10.0,22.6,47.2,62.0
EMC2,126.8,145.6,131.6,349.8,481.2,734.2
EDEM1,670.8,960.4,963.4,2742.6,4814.4,5678.8
CROCC,0.4,0.2,1.0,1.6,3.0,1.4
TRAM2,67.4,89.8,101.8,243.2,398.4,552.6
PUM1,136.0,137.0,136.8,421.8,780.2,814.0
ESPL1,1.6,2.8,2.6,9.6,15.6,14.6
PPP6R2,24.6,26.4,29.0,60.0,94.8,163.6
CEP57,372.4,481.6,439.6,1576.0,1677.6,2514.2
KIAA0100,131.4,163.0,160.4,328.2,526.2,862.4
DHX34,7.8,6.2,5.8,18.6,25.8,31.6
ST18,0.0,0.2,0.4,1.8,0.6,1.4
ULK2,0.8,0.2,1.0,3.6,4.4,7.8
PCDHGA8,67.6,89.8,83.2,221.2,361.2,789.4
HERPUD1,225.6,241.2,225.0,613.8,3363.2,1799.4
GARRE1,8.8,12.4,14.6,32.6,68.2,80.2
RUBCN,22.6,39.8,34.6,83.0,153.2,254.8
USP6NL,24.4,34.0,36.0,85.6,123.4,265.2
FAM131B,0.6,2.8,1.4,5.2,4.4,14.2
AQR,33.2,37.8,31.8,99.8,146.4,207.4
ECE2,17.4,25.2,19.4,40.6,78.2,123.0
ADAMTSL2,1.2,2.4,1.8,3.6,8.2,10.8
UTP14C,143.2,173.2,165.8,508.0,762.2,1032.2
TMEM63A,7.4,7.8,8.6,24.6,44.2,58.6
ZNF646,5.8,4.4,6.4,13.2,22.2,33.2
RAB11FIP3,10.8,12.6,16.0,33.4,66.2,109.4
SECISBP2L,81.2,97.4,109.4,311.8,486.8,566.2
KIAA0408,0.2,0.6,0.2,1.8,1.4,1.4
DCAF1,37.2,48.0,45.6,118.6,213.4,340.2
CEP104,17.4,21.0,21.0,51.2,103.2,168.0
DOCK4,1.4,1.8,0.0,1.4,1.8,5.0
SART3,56.4,57.8,53.4,163.6,250.8,347.4
HDAC9,58.8,82.2,67.0,202.2,331.8,367.0
KNTC1,23.0,23.8,20.0,60.4,71.2,103.6
USP34,112.8,136.2,106.2,336.4,457.2,744.4
CCP110,138.8,149.8,153.8,465.0,894.2,888.6
SETD1A,7.0,12.4,12.8,23.2,62.4,93.0
LAPTM4A,193.0,239.4,207.2,589.2,656.4,1179.6
IFT140,3.0,6.0,4.6,9.6,21.8,35.0
ARHGAP32,14.0,16.6,20.4,45.4,85.6,103.2
ACAP1,3.2,4.2,3.8,10.6,21.4,23.2
ZNF536,1.8,1.4,0.8,3.2,2.8,7.0
CLSTN3,11.2,12.8,12.2,28.2,45.6,83.8
TCAF1,12.8,10.8,10.8,33.0,47.6,69.4
SLK,175.8,270.6,232.6,712.2,833.8,1218.8
PHACTR2,75.6,96.6,89.8,286.2,665.2,614.4
RIPOR2,0.4,0.4,1.6,0.8,1.2,2.8
ZSCAN12,34.4,49.2,47.8,151.4,260.2,325.6
STARD8,22.0,28.6,32.8,79.8,143.6,131.6
TBKBP1,11.2,17.4,13.4,38.6,62.2,295.8
KMT2B,7.8,11.2,10.2,24.8,39.2,49.4
HDAC4,56.6,79.0,80.6,201.4,384.6,611.4
TOX,0.2,0.4,0.2,1.4,2.4,1.0
MLEC,997.2,1430.0,1444.2,3285.8,4827.8,8565.4
LZTS3,10.4,11.4,12.6,19.8,42.0,71.0
KIAA0513,1.8,1.6,1.8,7.4,7.2,130.0
ZFYVE16,52.6,63.4,52.6,216.6,229.6,305.2
SUSD6,46.6,73.6,76.4,205.8,454.4,470.8
JADE3,33.2,47.6,41.2,134.4,180.6,281.4
PCLAF,1280.4,1629.4,1399.6,3831.0,5273.2,9764.0
RASSF2,601.2,922.2,822.8,2128.4,2627.2,5979.2
TMEM94,12.0,19.8,17.2,39.0,88.4,121.4
BCLAF1,1345.8,1899.0,1646.8,4902.8,5664.8,9096.2
EIF4A3,98.6,119.2,104.6,245.0,364.4,614.8
ATG13,213.6,297.8,295.0,646.4,1177.8,1856.6
TM9SF4,91.2,119.0,132.4,310.0,625.0,815.0
KIAA0232,107.8,121.0,128.4,334.2,434.0,774.0
TBC1D5,314.8,467.8,466.8,1208.2,1770.8,2948.0
PIEZO1,16.2,21.8,22.6,53.6,91.2,136.4
RNF144A,103.6,178.0,144.4,373.2,571.6,868.6
MATR3,1374.6,1786.0,1515.2,5283.2,5061.4,7856.4
RIMS3,12.4,23.0,23.8,61.8,79.2,139.8
SNX17,115.4,132.0,126.8,302.4,519.0,826.8
DHX38,13.0,19.0,15.6,38.6,62.0,108.8
KIAA0586,32.8,33.0,38.0,95.6,145.6,173.2
DLGAP5,53.0,75.8,55.4,153.2,202.6,370.6
MTSS1,57.2,69.2,80.2,202.8,238.2,404.8
SPCS2,213.6,280.2,233.2,736.2,803.0,1409.0
BMS1,92.4,113.6,91.0,192.0,313.2,607.2
PTDSS1,1011.8,1309.4,1238.8,3191.8,4123.6,7433.2
SERTAD2,58.4,75.8,91.4,232.8,492.8,707.0
CKAP5,129.2,143.8,134.8,371.8,592.0,770.2
MAML1,72.4,103.4,101.4,231.2,465.4,609.0
PHYHIP,0.8,2.8,2.8,3.0,9.8,10.4
TATDN2,102.2,139.2,130.6,305.2,600.8,895.8
IST1,365.2,439.0,446.8,1142.6,1842.0,3003.0
MRPL19,302.2,430.8,408.0,1121.2,1114.4,2391.8
DAZAP2,2684.4,3505.0,3157.0,7974.4,10139.4,20528.8
TOMM20,2094.4,2908.8,2592.6,7040.8,8098.0,16605.8
SCRN1,1.0,1.4,0.8,5.2,6.6,7.8
SPOCK2,2.6,2.4,2.4,5.8,11.6,23.2
IP6K1,65.8,88.0,101.2,232.4,471.4,636.8
RNF40,84.8,104.2,109.4,238.0,503.0,702.6
CTIF,15.0,26.6,27.6,62.0,115.4,177.4
DELE1,125.8,158.0,167.6,350.6,615.4,975.6
EFCAB14,179.8,249.4,240.6,592.2,843.6,1469.6
SFI1,5.4,3.6,4.2,8.0,23.0,25.6
GIT2,108.4,139.4,135.0,333.4,599.8,851.6
URB2,17.0,21.2,20.6,44.2,69.6,132.6
KEAP1,113.6,131.2,141.4,342.8,445.2,854.4
NUP58,865.8,1176.6,1108.2,3209.0,4394.0,6515.4
TSC22D2,15.4,21.2,19.2,62.6,83.6,73.0
CUL7,1.4,1.0,1.6,3.8,7.0,7.2
RB1CC1,196.4,229.0,217.2,731.8,972.8,1328.0
ARHGAP11A,307.4,341.2,318.0,913.4,1292.2,1791.2
SPATA2,16.2,15.2,19.0,51.2,100.4,147.0
ARHGEF11,2.0,1.8,2.4,6.0,8.6,15.6
RGP1,3.2,4.6,5.6,9.2,19.4,34.8
ARHGEF17,1.8,3.0,2.8,4.8,16.2,18.6
DNAJC6,0.2,0.4,0.2,0.0,3.0,2.4
TRIM14,107.6,161.2,158.0,397.2,616.8,1148.4
ZNF623,46.8,63.0,64.8,196.2,286.2,334.0
MELK,36.4,40.0,35.4,95.4,185.6,249.6
LCMT2,21.0,25.2,21.6,61.0,94.6,160.6
GINS1,216.0,312.0,246.2,690.8,822.2,1677.2
ZEB2,633.0,871.4,800.4,2352.2,4421.4,5928.0
TESPA1,6.6,9.0,9.2,20.0,32.8,46.8
ZBTB24,48.6,54.0,56.8,159.4,177.8,275.0
PLEKHM1,27.2,37.4,44.6,118.0,223.4,305.0
HEPH,0.8,0.4,1.2,2.0,3.4,4.4
ELMO1,72.2,103.8,110.0,242.4,469.0,700.0
GAB2,207.6,293.8,342.2,792.2,1579.2,2258.2
C2CD5,119.2,156.6,138.4,391.0,438.4,722.0
ZNF518A,184.8,230.6,213.0,699.6,882.6,1197.6
KIAA0753,35.0,35.0,31.2,96.8,211.2,225.2
EPM2AIP1,152.6,216.6,207.2,688.2,723.4,1177.0
RUSC2,1.2,1.0,1.2,1.4,1.6,4.2
C2CD2L,7.6,12.8,12.4,25.8,61.2,56.8
FARP2,5.8,5.4,4.4,10.6,25.4,38.4
KIAA0319,0.0,0.0,0.2,0.0,1.6,0.4
CEP350,179.2,249.0,239.8,703.0,1008.6,1320.4
CEP170,202.8,237.2,234.2,672.2,1088.8,1365.0
LRIG2,16.6,14.6,17.0,48.0,81.0,111.2
PSMD6,69.0,85.2,76.4,171.2,262.6,396.4
MED24,108.4,147.4,152.4,350.8,692.2,1125.8
MAGI2,3.8,5.2,5.0,12.2,11.6,18.2
TRIM66,36.8,47.8,49.8,116.4,191.4,294.6
PJA2,735.4,1056.6,941.0,3147.4,3445.8,5059.2
TOMM70,423.4,557.4,485.6,1367.8,1756.4,2993.4
SETDB1,16.8,24.8,23.0,55.6,100.0,115.6
AREL1,93.8,129.6,114.2,289.4,471.2,753.4
SEC24D,78.2,104.4,95.0,291.6,358.2,523.0
FCHSD2,119.4,150.8,160.6,357.8,639.6,976.6
TLK1,63.6,93.4,80.6,275.2,347.4,437.6
URB1,31.8,30.4,33.8,76.4,136.2,211.4
ZC3H11A,539.2,690.0,653.0,1814.8,2899.6,4121.4
TOX4,220.4,295.0,276.6,668.2,1111.0,1771.8
DDX46,246.2,287.0,272.0,686.4,849.0,1457.2
ZBTB39,22.8,36.8,42.2,102.6,162.4,233.4
TRANK1,2.8,2.8,3.8,7.8,14.8,20.6
TBC1D4,14.6,22.8,19.2,43.0,74.8,121.8
POM121,88.4,123.6,129.6,288.6,547.8,878.2
LRRC37A,2.8,3.2,2.8,10.6,14.6,13.4
OSBPL2,48.0,62.0,57.4,138.8,261.2,357.0
