GENE,MV411-DMSO,MV411-Naphthol,MV411-Plumbagin,MV411-Celastrol,MV411-TM1-001,MV411-Tretinoin
H1-10,2.0,8.0,5.0,18.0,32.0,20.0
MGAM,0.0,0.0,0.0,0.0,0.0,0.0
CHRNA6,0.0,0.0,0.0,0.0,0.0,0.0
P4HA2,0.0,0.0,0.0,0.0,0.0,0.0
USP13,2.0,5.0,2.0,10.0,8.0,8.0
WASL,3.0,4.0,4.0,17.0,4.0,9.0
PLOD3,1.0,0.0,0.0,2.0,1.0,3.0
RPS6KA4,0.0,1.0,1.0,3.0,0.0,5.0
STBD1,1.0,2.0,1.0,4.0,2.0,6.0
ATP6V0E1,12.0,24.0,14.0,64.0,50.0,58.0
LIMD1,7.0,13.0,7.0,20.0,21.0,33.0
NOL3,0.0,0.0,0.0,4.0,1.0,2.0
CDKL2,0.0,0.0,0.0,0.0,0.0,0.0
F2RL3,2.0,5.0,2.0,10.0,4.0,85.0
TAF1C,1.0,1.0,2.0,7.0,5.0,11.0
TAF1B,1.0,2.0,0.0,6.0,2.0,5.0
TAF1A,0.0,1.0,0.0,1.0,0.0,1.0
SLC25A14,2.0,1.0,2.0,2.0,6.0,4.0
MPZL1,0.0,4.0,1.0,8.0,5.0,4.0
MAP3K14,2.0,2.0,2.0,6.0,4.0,21.0
SOCS3,9.0,16.0,15.0,33.0,72.0,89.0
CLIC3,0.0,0.0,0.0,0.0,0.0,1.0
BRSK2,0.0,0.0,0.0,0.0,0.0,0.0
RNF8,1.0,2.0,3.0,8.0,5.0,14.0
HIP1R,0.0,0.0,0.0,0.0,0.0,1.0
RHBDL1,0.0,0.0,0.0,0.0,0.0,0.0
BAZ1B,13.0,20.0,13.0,49.0,37.0,151.0
PKD2L1,0.0,0.0,0.0,0.0,0.0,0.0
CCRL2,2.0,1.0,1.0,3.0,9.0,17.0
UBA3,3.0,4.0,4.0,14.0,17.0,19.0
UBE2M,7.0,7.0,6.0,7.0,12.0,16.0
SPAG9,15.0,27.0,35.0,97.0,92.0,115.0
BTAF1,11.0,12.0,15.0,61.0,55.0,50.0
RPL14,14.0,15.0,11.0,24.0,26.0,46.0
DOK2,4.0,8.0,6.0,21.0,25.0,35.0
SH2D2A,0.0,0.0,0.0,0.0,1.0,0.0
ARTN,1.0,2.0,0.0,2.0,4.0,23.0
AIP,1.0,2.0,2.0,1.0,4.0,8.0
PSTPIP2,1.0,3.0,1.0,4.0,9.0,6.0
PSTPIP1,0.0,0.0,0.0,0.0,0.0,0.0
NFS1,3.0,5.0,4.0,10.0,4.0,11.0
PRC1,16.0,28.0,17.0,56.0,30.0,64.0
SLC7A7,0.0,0.0,0.0,1.0,2.0,1.0
SLC7A6,13.0,26.0,22.0,45.0,31.0,59.0
PAPSS2,0.0,0.0,0.0,0.0,0.0,0.0
PAPSS1,0.0,1.0,1.0,1.0,4.0,1.0
PIAS2,3.0,8.0,7.0,20.0,20.0,16.0
MAP3K6,0.0,0.0,0.0,0.0,0.0,1.0
SYT7,0.0,0.0,0.0,0.0,0.0,0.0
CLDN12,5.0,15.0,11.0,45.0,27.0,34.0
ASH2L,9.0,8.0,9.0,20.0,18.0,43.0
EIF1AY,0.0,2.0,1.0,2.0,7.0,5.0
TMSB4Y,0.0,0.0,0.0,2.0,3.0,1.0
PKMYT1,2.0,2.0,2.0,5.0,3.0,9.0
PIGQ,0.0,0.0,0.0,0.0,0.0,1.0
SART1,0.0,1.0,0.0,2.0,4.0,3.0
DNAJA3,6.0,12.0,11.0,22.0,19.0,36.0
UNC119,1.0,2.0,1.0,3.0,4.0,8.0
TBX19,0.0,0.0,0.0,0.0,1.0,0.0
USP14,7.0,16.0,11.0,41.0,26.0,43.0
USP6,0.0,0.0,0.0,0.0,0.0,0.0
USP2,4.0,9.0,2.0,4.0,18.0,88.0
USP10,6.0,9.0,7.0,23.0,23.0,27.0
USP8,9.0,16.0,10.0,34.0,38.0,44.0
9103,0.0,0.0,0.0,1.0,1.0,0.0
MTMR6,7.0,11.0,8.0,56.0,44.0,28.0
MTMR7,0.0,0.0,0.0,0.0,1.0,0.0
MTMR4,4.0,5.0,3.0,11.0,30.0,13.0
NMI,3.0,3.0,1.0,6.0,10.0,9.0
MTA1,2.0,6.0,4.0,6.0,7.0,25.0
LATS1,13.0,39.0,33.0,117.0,85.0,95.0
ATP6V0D1,3.0,3.0,2.0,12.0,18.0,18.0
SEC22C,5.0,15.0,11.0,19.0,13.0,30.0
SLC16A6,0.0,1.0,1.0,3.0,5.0,4.0
SLC16A5,0.0,0.0,0.0,0.0,0.0,0.0
SLC16A4,0.0,0.0,0.0,0.0,0.0,1.0
SLC16A3,8.0,15.0,8.0,12.0,17.0,119.0
PDLIM1,1.0,3.0,2.0,5.0,9.0,14.0
CNOT9,23.0,51.0,39.0,92.0,93.0,207.0
SMC3,3.0,2.0,2.0,8.0,3.0,6.0
P2RX6,0.0,0.0,0.0,0.0,0.0,0.0
PRPF4,9.0,22.0,16.0,48.0,50.0,52.0
PRPF3,3.0,7.0,4.0,6.0,12.0,16.0
FAM50A,0.0,1.0,0.0,1.0,0.0,0.0
AIFM1,3.0,9.0,4.0,14.0,27.0,35.0
KCNQ4,0.0,0.0,0.0,0.0,1.0,0.0
CCNB2,4.0,5.0,2.0,7.0,8.0,8.0
CCNE2,11.0,21.0,10.0,35.0,15.0,53.0
RABEP1,13.0,27.0,22.0,87.0,58.0,112.0
RRP9,0.0,1.0,0.0,1.0,1.0,2.0
ARHGEF1,1.0,2.0,1.0,2.0,0.0,7.0
CBFA2T2,3.0,3.0,3.0,9.0,6.0,17.0
ATG12,18.0,40.0,22.0,91.0,67.0,93.0
PDCD5,2.0,3.0,0.0,4.0,4.0,8.0
SYNGR3,0.0,0.0,0.0,0.0,0.0,1.0
SYNGR2,2.0,7.0,4.0,7.0,3.0,26.0
SYNGR1,1.0,4.0,1.0,4.0,4.0,6.0
HGS,5.0,9.0,5.0,10.0,10.0,28.0
NEMF,1.0,4.0,3.0,17.0,15.0,16.0
NEURL1,0.0,0.0,0.0,0.0,0.0,0.0
DYRK1B,0.0,1.0,0.0,1.0,3.0,5.0
CTDP1,3.0,4.0,4.0,6.0,5.0,8.0
EXO1,2.0,2.0,2.0,4.0,6.0,9.0
FIBP,0.0,0.0,0.0,0.0,0.0,0.0
PCSK7,2.0,3.0,2.0,5.0,4.0,9.0
DGKI,0.0,0.0,0.0,0.0,0.0,0.0
EBAG9,7.0,7.0,6.0,32.0,27.0,30.0
COX7A2L,10.0,17.0,13.0,41.0,52.0,39.0
TMSB10,24.0,44.0,42.0,77.0,116.0,115.0
SCAF11,19.0,22.0,18.0,64.0,50.0,60.0
LPAR2,2.0,1.0,2.0,8.0,6.0,21.0
MYOM2,0.0,0.0,0.0,0.0,0.0,0.0
MAP3K13,0.0,0.0,0.0,0.0,0.0,0.0
AP4M1,1.0,1.0,1.0,1.0,1.0,2.0
ARHGEF2,13.0,18.0,14.0,37.0,27.0,214.0
ZW10,2.0,4.0,2.0,8.0,7.0,10.0
BUB3,22.0,29.0,25.0,119.0,56.0,103.0
REPS2,0.0,0.0,0.0,0.0,0.0,0.0
SLC24A1,0.0,0.0,0.0,0.0,0.0,1.0
DDX21,107.0,180.0,122.0,368.0,348.0,587.0
ZBED1,11.0,17.0,15.0,38.0,41.0,50.0
DEDD,4.0,9.0,8.0,8.0,15.0,28.0
SLC16A7,0.0,0.0,0.0,0.0,0.0,0.0
KCNAB3,1.0,0.0,1.0,2.0,1.0,2.0
SLC33A1,6.0,9.0,8.0,32.0,41.0,34.0
HACD1,0.0,0.0,0.0,0.0,0.0,0.0
ZMYM4,5.0,12.0,6.0,39.0,17.0,35.0
ZMYM3,1.0,1.0,1.0,5.0,3.0,3.0
ZMYM6,0.0,1.0,1.0,2.0,4.0,4.0
ZMYM5,3.0,8.0,6.0,15.0,16.0,18.0
LRRFIP1,16.0,26.0,18.0,38.0,59.0,52.0
LRRFIP2,2.0,2.0,3.0,5.0,11.0,27.0
AURKB,12.0,26.0,19.0,41.0,14.0,59.0
XPR1,2.0,5.0,5.0,22.0,13.0,20.0
FCMR,0.0,1.0,0.0,0.0,0.0,4.0
VAPB,12.0,17.0,14.0,39.0,29.0,48.0
VAPA,26.0,54.0,33.0,127.0,85.0,115.0
MTA2,6.0,11.0,6.0,19.0,11.0,26.0
TIAF1,1.0,1.0,1.0,1.0,3.0,3.0
NOLC1,28.0,48.0,37.0,92.0,85.0,153.0
MAGI1,0.0,0.0,0.0,1.0,0.0,1.0
RAB11B,3.0,5.0,3.0,7.0,6.0,17.0
DLG5,0.0,1.0,1.0,1.0,2.0,2.0
PTTG1,0.0,0.0,0.0,1.0,1.0,2.0
IL32,0.0,0.0,0.0,0.0,0.0,0.0
CCPG1,8.0,12.0,20.0,82.0,38.0,55.0
TBRG4,3.0,5.0,3.0,9.0,9.0,23.0
PNMA1,3.0,4.0,6.0,9.0,9.0,11.0
NOG,0.0,0.0,0.0,0.0,1.0,0.0
CRLF1,0.0,0.0,0.0,0.0,0.0,0.0
UBE2L6,0.0,0.0,1.0,2.0,0.0,1.0
DHRS3,0.0,0.0,0.0,0.0,0.0,26.0
RPS6KA5,1.0,4.0,4.0,10.0,14.0,8.0
NUMBL,1.0,4.0,8.0,8.0,2.0,7.0
CACNA2D2,0.0,0.0,0.0,0.0,0.0,0.0
AIMP1,8.0,15.0,12.0,24.0,40.0,34.0
TSPOAP1,1.0,1.0,0.0,1.0,2.0,9.0
MFHAS1,2.0,2.0,2.0,10.0,1.0,5.0
PDLIM7,6.0,12.0,12.0,19.0,19.0,68.0
MAPKAPK2,8.0,12.0,11.0,32.0,42.0,60.0
STK17B,23.0,50.0,36.0,144.0,118.0,44.0
STK17A,3.0,6.0,5.0,31.0,16.0,29.0
CYTH3,2.0,4.0,5.0,13.0,17.0,21.0
CYTH2,7.0,12.0,15.0,15.0,20.0,44.0
CYTH1,6.0,14.0,10.0,23.0,20.0,72.0
ITGB1BP1,5.0,12.0,8.0,35.0,11.0,22.0
BCL7C,0.0,0.0,0.0,0.0,0.0,1.0
BCL7B,10.0,22.0,23.0,48.0,30.0,129.0
COPB2,19.0,53.0,59.0,151.0,190.0,244.0
WDR46,2.0,3.0,2.0,3.0,5.0,7.0
ZBTB22,1.0,2.0,1.0,3.0,6.0,4.0
MED14,2.0,5.0,3.0,10.0,16.0,19.0
GPR37L1,0.0,0.0,0.0,0.0,0.0,0.0
NPIPA1,0.0,1.0,0.0,3.0,1.0,0.0
ADGRG1,0.0,0.0,0.0,0.0,0.0,0.0
GPR55,1.0,1.0,1.0,2.0,0.0,3.0
S1PR2,1.0,2.0,0.0,1.0,2.0,4.0
SRSF11,21.0,34.0,21.0,87.0,60.0,75.0
ATP6V1F,5.0,5.0,7.0,16.0,10.0,21.0
9297,7.0,20.0,16.0,28.0,17.0,56.0
9298,6.0,13.0,12.0,42.0,34.0,43.0
SNORD30,3.0,6.0,3.0,13.0,14.0,33.0
SNORD28,3.0,7.0,4.0,16.0,16.0,32.0
SNORD27,7.0,24.0,19.0,36.0,39.0,69.0
SNORD26,6.0,11.0,10.0,22.0,15.0,47.0
SNORD25,4.0,6.0,8.0,24.0,28.0,35.0
SNORD22,37.0,72.0,68.0,123.0,87.0,251.0
SOCS6,5.0,10.0,9.0,26.0,23.0,51.0
CD83,41.0,72.0,70.0,86.0,363.0,238.0
ZNF235,0.0,2.0,1.0,2.0,6.0,5.0
ASIC3,0.0,0.0,0.0,0.0,0.0,0.0
KLF4,1.0,1.0,3.0,10.0,23.0,18.0
NREP,3.0,3.0,8.0,15.0,21.0,8.0
PTER,5.0,14.0,12.0,47.0,36.0,45.0
COPS2,14.0,39.0,18.0,115.0,72.0,112.0
TRIP13,5.0,17.0,14.0,19.0,23.0,35.0
TRIP12,9.0,18.0,19.0,45.0,32.0,62.0
TRIP11,5.0,6.0,6.0,19.0,27.0,27.0
TRIP10,1.0,1.0,0.0,2.0,2.0,5.0
HMGN3,5.0,3.0,3.0,12.0,7.0,13.0
TRIP4,1.0,2.0,1.0,2.0,4.0,7.0
ZNHIT3,7.0,14.0,11.0,14.0,27.0,31.0
GTF3C5,3.0,2.0,2.0,7.0,6.0,13.0
GTF3C4,15.0,25.0,22.0,48.0,45.0,83.0
GTF3C3,5.0,5.0,6.0,22.0,11.0,13.0
B4GALT6,0.0,0.0,0.0,2.0,1.0,2.0
TGM5,1.0,7.0,1.0,2.0,1.0,12.0
B4GALT5,17.0,37.0,27.0,109.0,62.0,202.0
CNOT8,12.0,27.0,21.0,70.0,44.0,78.0
VAMP3,12.0,27.0,24.0,58.0,52.0,74.0
SNAP29,5.0,11.0,13.0,28.0,19.0,42.0
EFTUD2,2.0,6.0,3.0,8.0,11.0,21.0
TAOK2,1.0,3.0,2.0,5.0,2.0,6.0
RPL23,9.0,15.0,9.0,35.0,26.0,35.0
TXNL1,13.0,23.0,18.0,73.0,55.0,59.0
UBE4A,13.0,26.0,19.0,59.0,72.0,76.0
LHX2,0.0,0.0,0.0,0.0,0.0,0.0
PPIG,2.0,4.0,2.0,9.0,8.0,7.0
LONP1,24.0,26.0,27.0,74.0,73.0,122.0
RAB33A,0.0,1.0,1.0,2.0,4.0,5.0
RAB28,3.0,3.0,4.0,9.0,11.0,13.0
RAB9A,3.0,7.0,5.0,22.0,18.0,14.0
SLC9A3R1,3.0,4.0,4.0,13.0,6.0,49.0
NRXN3,0.0,0.0,0.0,0.0,0.0,0.0
KIF3B,6.0,13.0,10.0,14.0,19.0,26.0
ZFYVE9,0.0,0.0,0.0,1.0,0.0,0.0
PLAA,3.0,5.0,4.0,16.0,15.0,20.0
PPT2,0.0,0.0,0.0,1.0,0.0,1.0
TM9SF2,7.0,12.0,7.0,24.0,26.0,31.0
COX5A,1.0,3.0,4.0,8.0,6.0,11.0
NRXN2,0.0,0.0,0.0,0.0,0.0,1.0
GRHPR,1.0,2.0,1.0,3.0,2.0,4.0
OTOF,0.0,0.0,0.0,0.0,0.0,0.0
COG1,0.0,0.0,1.0,2.0,1.0,0.0
TSIX,0.0,0.0,0.0,0.0,0.0,0.0
CIAO1,11.0,21.0,10.0,33.0,26.0,81.0
TGFBRAP1,4.0,8.0,5.0,16.0,13.0,19.0
HS6ST1,4.0,11.0,3.0,13.0,7.0,24.0
NMT2,1.0,1.0,1.0,4.0,2.0,4.0
CD101,0.0,1.0,0.0,5.0,7.0,2.0
STOML1,1.0,0.0,0.0,1.0,1.0,1.0
RECQL5,2.0,1.0,1.0,7.0,4.0,6.0
RECQL4,1.0,1.0,0.0,1.0,1.0,2.0
SELENOF,12.0,25.0,15.0,67.0,68.0,67.0
LPXN,4.0,24.0,8.0,21.0,20.0,29.0
ZRANB2,22.0,49.0,35.0,175.0,118.0,164.0
PEX16,0.0,1.0,0.0,0.0,3.0,2.0
SNRNP40,5.0,11.0,7.0,17.0,15.0,29.0
MED21,4.0,13.0,9.0,41.0,27.0,42.0
TJP2,1.0,11.0,4.0,7.0,14.0,2.0
FADS2,5.0,19.0,10.0,15.0,41.0,30.0
DDX23,7.0,11.0,11.0,17.0,17.0,45.0
CRIPT,2.0,3.0,5.0,11.0,11.0,24.0
ZNF264,1.0,2.0,2.0,8.0,6.0,7.0
NTN1,0.0,0.0,0.0,1.0,2.0,0.0
KCNK6,8.0,11.0,9.0,15.0,18.0,27.0
CDYL,3.0,6.0,6.0,21.0,23.0,14.0
CHST2,0.0,0.0,1.0,0.0,1.0,2.0
MED23,2.0,4.0,5.0,9.0,6.0,14.0
MED17,3.0,6.0,3.0,12.0,9.0,12.0
MED26,6.0,10.0,10.0,17.0,22.0,29.0
MED27,1.0,0.0,1.0,2.0,2.0,3.0
MED7,0.0,3.0,1.0,4.0,4.0,5.0
QKI,24.0,55.0,40.0,232.0,140.0,133.0
ITM2B,2.0,7.0,4.0,12.0,17.0,16.0
GSTO1,2.0,3.0,1.0,3.0,4.0,6.0
AIM2,0.0,0.0,0.0,0.0,0.0,0.0
MAP4K4,8.0,17.0,12.0,40.0,34.0,54.0
LY86,1.0,1.0,0.0,2.0,3.0,1.0
EIF2AK3,5.0,7.0,4.0,21.0,36.0,23.0
GGPS1,3.0,3.0,1.0,6.0,12.0,13.0
HOMER3,1.0,1.0,2.0,6.0,3.0,4.0
HOMER2,0.0,0.0,0.0,0.0,0.0,0.0
HOMER1,5.0,6.0,7.0,29.0,20.0,19.0
ARHGEF6,3.0,6.0,2.0,27.0,9.0,8.0
RASAL2,8.0,16.0,12.0,35.0,30.0,63.0
PICK1,0.0,0.0,0.0,0.0,1.0,1.0
AKAP7,0.0,0.0,0.0,1.0,2.0,0.0
IL27RA,2.0,2.0,3.0,2.0,2.0,7.0
SH3BP5,1.0,2.0,2.0,7.0,3.0,1.0
EIF4E2,9.0,20.0,15.0,31.0,28.0,60.0
THEMIS2,2.0,2.0,2.0,5.0,2.0,36.0
ATG5,13.0,24.0,22.0,69.0,44.0,56.0
ROCK2,5.0,11.0,8.0,32.0,21.0,18.0
NAPSA,0.0,0.0,0.0,0.0,0.0,0.0
MED20,3.0,11.0,17.0,34.0,23.0,20.0
CABP1,0.0,0.0,0.0,0.0,0.0,0.0
MAPK8IP1,0.0,0.0,0.0,0.0,1.0,0.0
ONECUT2,7.0,19.0,9.0,49.0,9.0,19.0
STX8,0.0,0.0,0.0,1.0,3.0,3.0
CHST10,4.0,3.0,5.0,12.0,7.0,14.0
PIGL,1.0,2.0,1.0,2.0,4.0,15.0
PIGB,1.0,0.0,0.0,0.0,1.0,1.0
PGS1,3.0,7.0,4.0,14.0,8.0,16.0
PSMF1,6.0,7.0,4.0,17.0,17.0,21.0
KIF23,5.0,8.0,3.0,17.0,8.0,21.0
AKAP5,0.0,1.0,0.0,5.0,1.0,7.0
SLC4A7,3.0,6.0,3.0,14.0,9.0,18.0
SLC4A8,0.0,0.0,0.0,1.0,1.0,2.0
RPH3AL,0.0,0.0,0.0,0.0,1.0,0.0
ADAMTS4,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS2,0.0,0.0,0.0,0.0,0.0,0.0
PMPCB,1.0,3.0,2.0,6.0,5.0,11.0
FXR2,4.0,7.0,3.0,10.0,14.0,15.0
STXBP5L,0.0,0.0,0.0,0.0,0.0,0.0
LITAF,4.0,7.0,4.0,21.0,17.0,30.0
SPTLC2,26.0,41.0,35.0,105.0,181.0,114.0
GDF15,0.0,0.0,0.0,0.0,0.0,9.0
TBPL1,4.0,5.0,6.0,11.0,12.0,16.0
NPEPPS,6.0,12.0,7.0,36.0,23.0,61.0
EEF1E1,3.0,6.0,3.0,7.0,7.0,10.0
SCAMP1,2.0,4.0,4.0,22.0,18.0,12.0
TECR,0.0,1.0,1.0,0.0,0.0,1.0
VPS4B,9.0,20.0,10.0,42.0,45.0,43.0
MPDU1,5.0,9.0,4.0,16.0,20.0,37.0
GOSR1,11.0,19.0,18.0,47.0,47.0,92.0
TMEM59,3.0,6.0,2.0,13.0,10.0,22.0
BAG5,23.0,50.0,35.0,87.0,61.0,130.0
BAG4,9.0,23.0,20.0,74.0,66.0,109.0
BAG3,3.0,2.0,2.0,26.0,6.0,25.0
BAG2,6.0,14.0,5.0,61.0,20.0,33.0
POLR1C,7.0,19.0,7.0,15.0,16.0,31.0
ZNF254,4.0,8.0,6.0,18.0,28.0,22.0
GMFG,4.0,5.0,5.0,7.0,7.0,8.0
PTGES,0.0,0.0,0.0,0.0,0.0,9.0
TP53I11,0.0,0.0,0.0,0.0,0.0,0.0
EI24,22.0,36.0,33.0,67.0,96.0,84.0
TP53I3,0.0,0.0,0.0,0.0,0.0,2.0
CIR1,2.0,6.0,4.0,16.0,12.0,17.0
IGDCC3,0.0,0.0,0.0,0.0,0.0,0.0
RAB3D,5.0,9.0,10.0,19.0,14.0,107.0
APBA3,0.0,0.0,0.0,1.0,0.0,2.0
ATP6V1G1,9.0,21.0,15.0,77.0,48.0,48.0
ATP5MF,2.0,4.0,4.0,10.0,7.0,18.0
SPAG7,1.0,5.0,5.0,11.0,10.0,26.0
MRPL33,12.0,22.0,13.0,52.0,22.0,25.0
SEC22B,3.0,6.0,7.0,34.0,21.0,23.0
MACROH2A1,21.0,48.0,24.0,93.0,66.0,99.0
ATP5MPL,5.0,10.0,5.0,20.0,25.0,34.0
CHD1L,1.0,1.0,1.0,4.0,3.0,6.0
VPS26A,10.0,21.0,20.0,51.0,42.0,68.0
CCL4L2,11.0,14.0,18.0,4.0,607.0,268.0
MINPP1,1.0,2.0,0.0,4.0,6.0,2.0
H6PD,0.0,2.0,1.0,2.0,4.0,30.0
GTPBP1,5.0,4.0,5.0,12.0,12.0,21.0
GABBR2,0.0,0.0,0.0,0.0,0.0,0.0
GTF2IRD1,0.0,0.0,0.0,0.0,0.0,1.0
GOSR2,12.0,29.0,21.0,62.0,57.0,85.0
NR1D1,0.0,0.0,0.0,0.0,1.0,1.0
CLOCK,4.0,7.0,5.0,42.0,23.0,25.0
BABAM2,1.0,1.0,0.0,2.0,3.0,5.0
CDC42BPB,0.0,0.0,0.0,0.0,1.0,1.0
SOX13,0.0,0.0,0.0,0.0,0.0,0.0
PREPL,5.0,9.0,7.0,29.0,25.0,16.0
APOBEC3B,0.0,0.0,0.0,2.0,2.0,2.0
ENTPD4,5.0,12.0,11.0,26.0,31.0,27.0
RBM39,94.0,184.0,158.0,454.0,397.0,685.0
KIF20B,4.0,4.0,2.0,13.0,14.0,10.0
CREB5,0.0,1.0,1.0,5.0,6.0,4.0
MAD2L1BP,8.0,16.0,15.0,38.0,35.0,62.0
PRDX6,5.0,7.0,7.0,19.0,17.0,24.0
WTAP,31.0,64.0,45.0,180.0,107.0,172.0
IER2,21.0,34.0,35.0,39.0,113.0,229.0
CYTIP,17.0,32.0,22.0,151.0,54.0,27.0
SMAD5-AS1,0.0,0.0,0.0,0.0,0.0,0.0
PITPNM1,0.0,0.0,0.0,0.0,0.0,0.0
PDIA4,11.0,14.0,13.0,19.0,82.0,39.0
NFE2L3,3.0,5.0,6.0,9.0,10.0,9.0
RNF14,2.0,4.0,5.0,14.0,13.0,21.0
VPS9D1,0.0,0.0,0.0,1.0,1.0,1.0
RIN1,1.0,2.0,1.0,1.0,1.0,4.0
NCOR1,1.0,10.0,5.0,26.0,21.0,34.0
NCOR2,2.0,1.0,1.0,3.0,3.0,11.0
RNF7,13.0,17.0,12.0,38.0,30.0,55.0
MTRF1,1.0,1.0,1.0,5.0,2.0,4.0
TRAF4,3.0,5.0,4.0,7.0,5.0,21.0
CELSR1,0.0,0.0,0.0,0.0,0.0,0.0
GNA14,0.0,0.0,0.0,0.0,0.0,0.0
NUP155,1.0,1.0,1.0,2.0,3.0,4.0
SEC24C,9.0,17.0,16.0,32.0,51.0,67.0
TESMIN,0.0,1.0,0.0,1.0,1.0,6.0
ISG15,0.0,0.0,0.0,0.0,0.0,0.0
FEZ2,4.0,4.0,3.0,12.0,6.0,11.0
FEZ1,0.0,0.0,0.0,0.0,0.0,0.0
ARHGEF10,6.0,23.0,8.0,52.0,55.0,29.0
ZNF592,5.0,6.0,7.0,12.0,13.0,39.0
IKBKE,0.0,2.0,0.0,0.0,0.0,6.0
MORF4L2,9.0,16.0,11.0,53.0,43.0,56.0
SH3PXD2A,0.0,0.0,0.0,0.0,0.0,0.0
MICAL2,3.0,8.0,6.0,26.0,42.0,20.0
CTR9,2.0,4.0,3.0,11.0,7.0,6.0
PPM1F,3.0,4.0,2.0,8.0,3.0,8.0
GCC2,2.0,5.0,2.0,11.0,10.0,11.0
RALGPS1,0.0,0.0,0.0,1.0,2.0,2.0
MTFR1,4.0,7.0,5.0,16.0,22.0,28.0
TTC37,1.0,2.0,1.0,2.0,6.0,4.0
HS2ST1,6.0,9.0,9.0,33.0,29.0,25.0
TTLL4,0.0,2.0,4.0,7.0,9.0,14.0
SOCS5,7.0,9.0,7.0,24.0,24.0,30.0
MDC1,1.0,1.0,2.0,6.0,5.0,8.0
IQCB1,14.0,25.0,24.0,66.0,56.0,78.0
ZNF516,22.0,59.0,45.0,144.0,127.0,63.0
PDE4DIP,1.0,0.0,0.0,1.0,2.0,1.0
CEP135,4.0,2.0,2.0,7.0,13.0,12.0
LPIN2,10.0,15.0,14.0,49.0,42.0,61.0
MARF1,5.0,13.0,16.0,32.0,27.0,38.0
DZIP3,0.0,0.0,0.0,0.0,0.0,0.0
SAFB2,1.0,3.0,2.0,6.0,8.0,10.0
ZNF432,5.0,7.0,6.0,13.0,16.0,23.0
EIF5B,7.0,22.0,16.0,49.0,34.0,60.0
IPO13,0.0,1.0,0.0,3.0,4.0,8.0
SDC3,0.0,0.0,0.0,1.0,0.0,0.0
SLC25A44,11.0,22.0,21.0,40.0,44.0,66.0
KIAA0040,0.0,0.0,0.0,1.0,0.0,1.0
TTI1,2.0,1.0,1.0,3.0,4.0,6.0
PPIP5K1,2.0,2.0,1.0,6.0,4.0,8.0
PHF14,1.0,4.0,3.0,18.0,12.0,15.0
FAM53B,7.0,13.0,9.0,15.0,12.0,62.0
DEPDC5,0.0,0.0,1.0,0.0,1.0,2.0
KDM4A,2.0,8.0,4.0,12.0,21.0,14.0
N4BP1,2.0,3.0,4.0,12.0,6.0,15.0
LRRC14,9.0,13.0,11.0,21.0,22.0,45.0
CLINT1,10.0,22.0,18.0,65.0,57.0,48.0
VGLL4,9.0,10.0,11.0,32.0,22.0,32.0
GREB1,0.0,0.0,0.0,0.0,0.0,0.0
NUP93,2.0,2.0,2.0,2.0,3.0,3.0
BZW1,27.0,59.0,40.0,103.0,139.0,131.0
UBE3C,10.0,13.0,14.0,31.0,24.0,47.0
PRORP,0.0,1.0,0.0,2.0,2.0,3.0
RAPGEF2,0.0,1.0,2.0,7.0,8.0,5.0
EMC2,4.0,7.0,4.0,16.0,18.0,15.0
EDEM1,36.0,65.0,71.0,278.0,414.0,239.0
CROCC,0.0,0.0,0.0,0.0,0.0,0.0
TRAM2,4.0,10.0,13.0,19.0,17.0,25.0
PUM1,24.0,28.0,24.0,69.0,99.0,89.0
ESPL1,0.0,0.0,0.0,0.0,0.0,2.0
PPP6R2,0.0,1.0,1.0,1.0,1.0,3.0
CEP57,5.0,10.0,6.0,37.0,32.0,25.0
KIAA0100,5.0,8.0,6.0,9.0,9.0,20.0
DHX34,1.0,1.0,1.0,1.0,0.0,4.0
ST18,0.0,0.0,0.0,0.0,0.0,0.0
ULK2,0.0,0.0,0.0,0.0,0.0,1.0
PCDHGA8,5.0,10.0,8.0,19.0,14.0,64.0
HERPUD1,41.0,72.0,50.0,179.0,678.0,220.0
GARRE1,1.0,0.0,1.0,4.0,2.0,3.0
RUBCN,3.0,4.0,3.0,9.0,4.0,11.0
USP6NL,0.0,4.0,0.0,5.0,2.0,17.0
FAM131B,0.0,0.0,0.0,0.0,0.0,1.0
AQR,2.0,1.0,2.0,4.0,7.0,7.0
ECE2,0.0,0.0,0.0,1.0,0.0,4.0
ADAMTSL2,0.0,0.0,0.0,0.0,0.0,0.0
UTP14C,9.0,19.0,19.0,52.0,54.0,58.0
TMEM63A,0.0,0.0,0.0,0.0,0.0,0.0
ZNF646,0.0,1.0,1.0,4.0,3.0,9.0
RAB11FIP3,0.0,0.0,0.0,0.0,0.0,2.0
SECISBP2L,4.0,4.0,8.0,31.0,20.0,20.0
KIAA0408,0.0,0.0,0.0,0.0,0.0,0.0
DCAF1,3.0,5.0,6.0,15.0,14.0,25.0
CEP104,0.0,1.0,1.0,1.0,2.0,4.0
DOCK4,0.0,0.0,0.0,0.0,0.0,0.0
SART3,4.0,9.0,7.0,25.0,13.0,26.0
HDAC9,7.0,16.0,5.0,16.0,35.0,21.0
KNTC1,0.0,1.0,0.0,0.0,0.0,1.0
USP34,8.0,6.0,4.0,18.0,13.0,22.0
CCP110,5.0,12.0,9.0,41.0,18.0,25.0
