REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	mp183-MV411_DMSO-H3K27ac-r1.mLb.clN.sorted.bam	INPUT_R1.mLb.clN.sorted.bam
9_MV411-DMSO_1_183_R1_peak_7791_lociStitched	chr10	87861047	87879967	9	13043	19595.444	1687.664
6_MV411-DMSO_1_183_R1_peak_19187_lociStitched	chr15	68281092	68300007	6	2970	3190.9605	1789.359
7_MV411-DMSO_1_183_R1_peak_59862_lociStitched	chr9	112162283	112181189	7	7019	12377.7582	1871.694
8_MV411-DMSO_1_183_R1_peak_32161_lociStitched	chr2	70785037	70803929	8	3933	5391.7768	1836.3024
5_MV411-DMSO_1_183_R1_peak_28071_lociStitched	chr19	6086893	6105765	5	8752	16897.9888	3498.8688
4_MV411-DMSO_1_183_R1_peak_8568_lociStitched	chr10	121061730	121080596	4	1237	4035.4374	2026.2084
4_MV411-DMSO_1_183_R1_peak_49278_lociStitched	chr6	14336830	14355694	4	5882	6394.896	1946.7648
5_MV411-DMSO_1_183_R1_peak_591_lociStitched	chr1	17060066	17078897	5	4393	6170.9187	1854.8535
4_MV411-DMSO_1_183_R1_peak_7520_lociStitched	chr10	74737770	74756599	4	5503	6729.4846	1973.2792
5_MV411-DMSO_1_183_R1_peak_50382_lociStitched	chr6	41271254	41290083	5	7703	10177.0745	2427.0581
4_MV411-DMSO_1_183_R1_peak_28438_lociStitched	chr19	12777818	12796634	4	16075	53794.944	3328.5504
7_MV411-DMSO_1_183_R1_peak_25922_lociStitched	chr17	78874060	78892860	7	3901	4763.92	2075.52
6_MV411-DMSO_1_183_R1_peak_44200_lociStitched	chr4	38318079	38336859	6	3924	5878.14	1911.804
6_MV411-DMSO_1_183_R1_peak_47453_lociStitched	chr5	132098294	132117068	6	4591	7466.4198	1610.8092
6_MV411-DMSO_1_183_R1_peak_16803_lociStitched	chr14	65862115	65880886	6	3678	2958.3096	1518.5739
4_MV411-DMSO_1_183_R1_peak_57075_lociStitched	chr8	96809825	96828575	4	971	4301.25	2722.5
5_MV411-DMSO_1_183_R1_peak_41678_lociStitched	chr3	76195961	76214707	5	6020	6757.933	1454.6896
MV411-DMSO_1_183_R1_peak_28493	chr19	13833120	13851851	1	18732	81551.0278	3532.6666
10_MV411-DMSO_1_183_R1_peak_15182_lociStitched	chr12	132469205	132487932	10	7064	10258.6506	1919.5175
6_MV411-DMSO_1_183_R1_peak_43358_lociStitched	chr3	187951424	187970148	6	6301	7367.894	1840.5692
5_MV411-DMSO_1_183_R1_peak_57197_lociStitched	chr8	101358617	101377340	5	6337	10629.0471	2924.5326
6_MV411-DMSO_1_183_R1_peak_54858_lociStitched	chr7	131217439	131236127	6	3743	6223.104	1865.0624
5_MV411-DMSO_1_183_R1_peak_3685_lociStitched	chr1	155177183	155195862	5	8961	21798.393	1955.6913
8_MV411-DMSO_1_183_R1_peak_17907_lociStitched	chr14	104641909	104660586	8	6349	8216.0123	2321.5511
5_MV411-DMSO_1_183_R1_peak_4066_lociStitched	chr1	167547943	167566614	5	7130	8745.4964	2182.6399
4_MV411-DMSO_1_183_R1_peak_58569_lociStitched	chr9	21817535	21836183	4	4623	5702.5584	1365.0336
2_MV411-DMSO_1_183_R1_peak_14812_lociStitched	chr12	121127782	121146429	2	7583	11809.1451	1956.0703
5_MV411-DMSO_1_183_R1_peak_2857_lociStitched	chr1	107532487	107551127	5	4891	4702.872	1914.328
6_MV411-DMSO_1_183_R1_peak_4763_lociStitched	chr1	203058260	203076883	6	6084	13419.7338	2519.6919
6_MV411-DMSO_1_183_R1_peak_59705_lociStitched	chr9	109401712	109420334	6	5422	7655.5042	2093.1128
11_MV411-DMSO_1_183_R1_peak_15088_lociStitched	chr12	127807961	127826578	11	7763	8364.6181	1917.551
6_MV411-DMSO_1_183_R1_peak_58911_lociStitched	chr9	37990754	38009369	6	5144	7637.7345	2196.57
6_MV411-DMSO_1_183_R1_peak_34672_lociStitched	chr2	218315797	218334409	6	6411	8829.5328	2266.9416
5_MV411-DMSO_1_183_R1_peak_7301_lociStitched	chr10	71298864	71317471	5	5123	6099.3746	1959.3171
2_MV411-DMSO_1_183_R1_peak_3671_lociStitched	chr1	154999383	155017988	2	13512	20420.848	2472.6045
5_MV411-DMSO_1_183_R1_peak_44990_lociStitched	chr4	106983798	107002401	5	3847	4807.0152	1614.7404
7_MV411-DMSO_1_183_R1_peak_59251_lociStitched	chr9	91082505	91101094	7	4968	4790.3853	933.1678
3_MV411-DMSO_1_183_R1_peak_42874_lociStitched	chr3	161737390	161755963	3	2120	2646.6525	1309.3965
7_MV411-DMSO_1_183_R1_peak_59206_lociStitched	chr9	89518647	89537213	7	5349	5118.6462	1002.564
3_MV411-DMSO_1_183_R1_peak_47808_lociStitched	chr5	142006523	142025089	3	3702	5827.8674	1836.1774
6_MV411-DMSO_1_183_R1_peak_53499_lociStitched	chr7	44622305	44640860	6	4033	6915.4485	2105.9925
9_MV411-DMSO_1_183_R1_peak_16911_lociStitched	chr14	69613983	69632537	9	9284	9670.3448	1946.3146
4_MV411-DMSO_1_183_R1_peak_44442_lociStitched	chr4	54728850	54747398	4	4202	4546.1148	1925.2824
4_MV411-DMSO_1_183_R1_peak_52321_lociStitched	chr6	163338016	163356558	4	5908	8210.3976	1928.368
7_MV411-DMSO_1_183_R1_peak_58538_lociStitched	chr9	20973167	20991705	7	4820	5926.5986	1594.268
5_MV411-DMSO_1_183_R1_peak_17299_lociStitched	chr14	81284824	81303352	5	2866	4261.44	1736.0736
6_MV411-DMSO_1_183_R1_peak_26881_lociStitched	chr18	47935936	47954451	6	2179	3217.907	1642.2805
5_MV411-DMSO_1_183_R1_peak_16637_lociStitched	chr14	56962259	56980771	5	2468	3700.5488	1601.288
6_MV411-DMSO_1_183_R1_peak_58154_lociStitched	chr8	142322795	142341301	6	5115	10576.179	3249.6536
5_MV411-DMSO_1_183_R1_peak_48731_lociStitched	chr5	180159457	180177962	5	3325	4141.419	1576.626
4_MV411-DMSO_1_183_R1_peak_18312_lociStitched	chr15	40317410	40335910	4	6689	11497.75	1896.25
4_MV411-DMSO_1_183_R1_peak_671_lociStitched	chr1	19434358	19452850	4	4855	6333.51	2026.7232
4_MV411-DMSO_1_183_R1_peak_56277_lociStitched	chr8	42691044	42709531	4	5267	9823.9918	3155.7309
6_MV411-DMSO_1_183_R1_peak_35379_lociStitched	chr20	1520578	1539058	6	5231	7756.056	1639.176
5_MV411-DMSO_1_183_R1_peak_31759_lociStitched	chr2	60405831	60424305	5	4710	7060.7628	1496.394
4_MV411-DMSO_1_183_R1_peak_29330_lociStitched	chr19	39393770	39412238	4	15053	61138.314	3292.8444
8_MV411-DMSO_1_183_R1_peak_59314_lociStitched	chr9	93020126	93038592	8	3236	5504.7146	2358.1082
9_MV411-DMSO_1_183_R1_peak_37601_lociStitched	chr21	25295560	25314003	9	7837	10005.3275	1667.2472
4_MV411-DMSO_1_183_R1_peak_21187_lociStitched	chr16	27366981	27385409	4	6399	10551.8728	2414.068
4_MV411-DMSO_1_183_R1_peak_16075_lociStitched	chr13	113393695	113412116	4	2417	2319.2039	895.2606
8_MV411-DMSO_1_183_R1_peak_36901_lociStitched	chr20	49577966	49596383	8	5833	7525.1862	2123.4801
7_MV411-DMSO_1_183_R1_peak_27388_lociStitched	chr18	70453126	70471529	7	4318	6472.3351	2167.8734
3_MV411-DMSO_1_183_R1_peak_54031_lociStitched	chr7	77391671	77410067	3	1334	2536.8084	1780.7328
9_MV411-DMSO_1_183_R1_peak_38305_lociStitched	chr21	45874749	45893107	9	7190	7688.3304	1903.7246
5_MV411-DMSO_1_183_R1_peak_20100_lociStitched	chr15	93235890	93254248	5	4275	5237.5374	1912.9036
7_MV411-DMSO_1_183_R1_peak_6356_lociStitched	chr10	17461065	17479421	7	3592	3909.828	1339.988
10_MV411-DMSO_1_183_R1_peak_5983_lociStitched	chr1	246569509	246587864	10	9857	7861.4465	1697.8375
4_MV411-DMSO_1_183_R1_peak_49985_lociStitched	chr6	32604210	32622559	4	1217	2390.8747	1482.5992
3_MV411-DMSO_1_183_R1_peak_19270_lociStitched	chr15	70141428	70159769	3	3979	5597.6732	1967.9893
5_MV411-DMSO_1_183_R1_peak_57554_lociStitched	chr8	123156638	123174966	5	6052	10404.8056	3029.6184
3_MV411-DMSO_1_183_R1_peak_40561_lociStitched	chr3	32498066	32516379	3	2157	3234.0758	1523.6416
4_MV411-DMSO_1_183_R1_peak_52351_lociStitched	chr6	165112296	165130607	4	1395	2202.8133	1226.837
6_MV411-DMSO_1_183_R1_peak_29713_lociStitched	chr19	45505331	45523639	6	10407	22590.2412	3105.0368
4_MV411-DMSO_1_183_R1_peak_51475_lociStitched	chr6	127181994	127200298	4	1209	2363.0464	1500.928
6_MV411-DMSO_1_183_R1_peak_6141_lociStitched	chr10	6033134	6051438	6	4436	4824.9344	1431.3728
8_MV411-DMSO_1_183_R1_peak_43894_lociStitched	chr4	7638789	7657088	8	5832	9233.6754	2128.1737
12_MV411-DMSO_1_183_R1_peak_30443_lociStitched	chr2	8298003	8316287	12	10060	11131.2992	2137.3996
6_MV411-DMSO_1_183_R1_peak_42225_lociStitched	chr3	127206550	127224833	6	2571	3967.411	1989.1904
7_MV411-DMSO_1_183_R1_peak_10387_lociStitched	chr11	64607960	64626241	7	4845	6780.4229	2319.8589
4_MV411-DMSO_1_183_R1_peak_41609_lociStitched	chr3	72030911	72049172	4	3113	5520.3003	2140.1892
4_MV411-DMSO_1_183_R1_peak_7202_lociStitched	chr10	69222192	69240452	4	2390	2539.966	2021.382
5_MV411-DMSO_1_183_R1_peak_51671_lociStitched	chr6	137148233	137166459	5	3482	5260.0236	1986.634
9_MV411-DMSO_1_183_R1_peak_10841_lociStitched	chr11	73144919	73163128	9	7578	10227.9953	2316.1848
8_MV411-DMSO_1_183_R1_peak_50531_lociStitched	chr6	43789482	43807685	8	5995	7803.6261	2384.593
6_MV411-DMSO_1_183_R1_peak_8574_lociStitched	chr10	121837691	121855894	6	3865	4416.0478	1609.1452
4_MV411-DMSO_1_183_R1_peak_16870_lociStitched	chr14	68853668	68871862	4	3123	4712.246	1848.5104
6_MV411-DMSO_1_183_R1_peak_1102_lociStitched	chr1	27650589	27668778	6	5530	8026.8057	1840.7268
4_MV411-DMSO_1_183_R1_peak_12145_lociStitched	chr12	1906903	1925084	4	5935	9015.9579	2116.2684
8_MV411-DMSO_1_183_R1_peak_29103_lociStitched	chr19	33388761	33406936	8	5183	8914.8375	3155.18
3_MV411-DMSO_1_183_R1_peak_28487_lociStitched	chr19	13785189	13803360	3	7403	13461.0768	2883.7377
5_MV411-DMSO_1_183_R1_peak_10892_lociStitched	chr11	73537518	73555684	5	2034	4090.9832	1558.6428
6_MV411-DMSO_1_183_R1_peak_40276_lociStitched	chr3	16277421	16295586	6	2369	4250.61	1872.8115
4_MV411-DMSO_1_183_R1_peak_27420_lociStitched	chr18	74234497	74252662	4	3728	4548.516	2317.854
9_MV411-DMSO_1_183_R1_peak_42108_lociStitched	chr3	122756312	122774475	9	9916	10919.5956	1767.2599
5_MV411-DMSO_1_183_R1_peak_43066_lociStitched	chr3	177184943	177203091	5	7158	16719.7524	1714.986
4_MV411-DMSO_1_183_R1_peak_28403_lociStitched	chr19	11309415	11327557	4	10374	17773.7174	3211.134
4_MV411-DMSO_1_183_R1_peak_33221_lociStitched	chr2	127563310	127581451	4	5520	6797.4327	1993.6959
5_MV411-DMSO_1_183_R1_peak_50807_lociStitched	chr6	67881027	67899164	5	13882	27537.4071	1717.5739
6_MV411-DMSO_1_183_R1_peak_49822_lociStitched	chr6	28900585	28918718	6	2926	5189.6646	1931.1645
7_MV411-DMSO_1_183_R1_peak_14360_lociStitched	chr12	109450322	109468440	7	6654	9015.5168	2199.5252
3_MV411-DMSO_1_183_R1_peak_42519_lociStitched	chr3	138731657	138749773	3	1928	2849.6468	1489.1352
6_MV411-DMSO_1_183_R1_peak_33457_lociStitched	chr2	143132375	143150486	6	4068	4491.528	1718.7339
3_MV411-DMSO_1_183_R1_peak_40058_lociStitched	chr3	11274122	11292228	3	5604	6503.6752	1875.7816
5_MV411-DMSO_1_183_R1_peak_58172_lociStitched	chr8	142659263	142677331	5	5366	13500.4096	3396.784
3_MV411-DMSO_1_183_R1_peak_33831_lociStitched	chr2	169069658	169087721	3	7856	9575.1963	1997.7678
3_MV411-DMSO_1_183_R1_peak_41336_lociStitched	chr3	53235848	53253909	3	5296	7544.0797	2208.8603
3_MV411-DMSO_1_183_R1_peak_49715_lociStitched	chr6	26533014	26551064	3	4528	7346.35	1660.6
6_MV411-DMSO_1_183_R1_peak_61077_lociStitched	chrX	10116949	10134996	6	4743	5618.0311	994.3897
8_MV411-DMSO_1_183_R1_peak_57462_lociStitched	chr8	119638376	119656418	8	13237	22761.7872	2913.783
7_MV411-DMSO_1_183_R1_peak_2878_lociStitched	chr1	107936776	107954812	7	5238	7328.0268	1962.3168
2_MV411-DMSO_1_183_R1_peak_5338_lociStitched	chr1	225997534	226015559	2	6823	13226.745	1932.28
4_MV411-DMSO_1_183_R1_peak_21910_lociStitched	chr16	58842518	58860542	4	2127	4396.0536	1647.3936
3_MV411-DMSO_1_183_R1_peak_29372_lociStitched	chr19	40417354	40435358	3	5971	14585.0404	2916.648
7_MV411-DMSO_1_183_R1_peak_18201_lociStitched	chr15	32573906	32591904	7	3578	3140.651	208.7768
7_MV411-DMSO_1_183_R1_peak_3156_lociStitched	chr1	115091854	115109839	7	6097	7168.821	1660.0155
3_MV411-DMSO_1_183_R1_peak_45683_lociStitched	chr4	183393490	183411471	3	3129	5108.4021	1835.8601
4_MV411-DMSO_1_183_R1_peak_43872_lociStitched	chr4	6925296	6943271	4	7695	9350.595	1988.035
5_MV411-DMSO_1_183_R1_peak_14753_lociStitched	chr12	119578770	119596744	5	7898	12333.7588	1615.8626
7_MV411-DMSO_1_183_R1_peak_23110_lociStitched	chr17	5219566	5237537	7	8744	11783.5847	1678.4914
7_MV411-DMSO_1_183_R1_peak_2200_lociStitched	chr1	61604435	61622396	7	3376	4096.9041	1695.5184
6_MV411-DMSO_1_183_R1_peak_55527_lociStitched	chr8	8780727	8798672	6	4203	7063.152	2670.216
6_MV411-DMSO_1_183_R1_peak_37269_lociStitched	chr20	59716466	59734394	6	9412	14867.6904	1817.8992
5_MV411-DMSO_1_183_R1_peak_57068_lociStitched	chr8	96744016	96761932	5	2449	4498.7076	2563.7796
5_MV411-DMSO_1_183_R1_peak_29422_lociStitched	chr19	41118512	41136427	5	7376	9760.092	2165.9235
6_MV411-DMSO_1_183_R1_peak_54840_lociStitched	chr7	130909484	130927381	6	4888	7015.624	1923.9275
7_MV411-DMSO_1_183_R1_peak_2701_lociStitched	chr1	93691269	93709146	7	4529	5731.3662	1834.1802
6_MV411-DMSO_1_183_R1_peak_52515_lociStitched	chr7	166257	184118	6	3281	5163.6151	2046.8706
9_MV411-DMSO_1_183_R1_peak_44004_lociStitched	chr4	15400278	15418136	9	4494	5100.2448	1589.362
6_MV411-DMSO_1_183_R1_peak_46300_lociStitched	chr5	40671527	40689384	6	11523	18512.3519	1742.8432
5_MV411-DMSO_1_183_R1_peak_15177_lociStitched	chr12	132428904	132446758	5	3617	8609.1988	1980.0086
11_MV411-DMSO_1_183_R1_peak_7104_lociStitched	chr10	63414594	63432447	11	4256	5784.372	1587.1317
6_MV411-DMSO_1_183_R1_peak_20122_lociStitched	chr15	96041823	96059673	6	3090	3800.265	1685.04
7_MV411-DMSO_1_183_R1_peak_14967_lociStitched	chr12	123432078	123449924	7	12942	19441.4324	1793.523
5_MV411-DMSO_1_183_R1_peak_12201_lociStitched	chr12	4423909	4441752	5	6248	9101.7143	2051.945
5_MV411-DMSO_1_183_R1_peak_28919_lociStitched	chr19	19389094	19406925	5	4017	10029.9375	2954.5967
6_MV411-DMSO_1_183_R1_peak_23978_lociStitched	chr17	30550246	30568074	6	4988	8215.1424	2046.6544
6_MV411-DMSO_1_183_R1_peak_34913_lociStitched	chr2	231227811	231245615	6	3533	4979.7788	1723.4272
8_MV411-DMSO_1_183_R1_peak_10247_lociStitched	chr11	62427311	62445111	8	4448	5872.22	1721.26
4_MV411-DMSO_1_183_R1_peak_12621_lociStitched	chr12	19695190	19712983	4	2441	3435.8283	1725.921
7_MV411-DMSO_1_183_R1_peak_43302_lociStitched	chr3	186241993	186259784	7	8592	10491.3527	1750.6344
5_MV411-DMSO_1_183_R1_peak_26160_lociStitched	chr17	82587143	82604932	5	5503	12274.41	2075.9763
7_MV411-DMSO_1_183_R1_peak_13849_lociStitched	chr12	88371531	88389311	7	4967	4142.74	1370.838
4_MV411-DMSO_1_183_R1_peak_60460_lociStitched	chr9	129883695	129901468	4	9066	12917.4164	1915.9294
4_MV411-DMSO_1_183_R1_peak_52397_lociStitched	chr6	167078610	167096373	4	9483	14892.4992	1497.4209
4_MV411-DMSO_1_183_R1_peak_27190_lociStitched	chr18	62420445	62438204	4	3158	3477.2122	2434.7589
3_MV411-DMSO_1_183_R1_peak_27838_lociStitched	chr19	2478357	2496109	3	2714	5302.5224	3072.8712
6_MV411-DMSO_1_183_R1_peak_25320_lociStitched	chr17	64441066	64458812	6	8627	14856.9512	2101.1264
3_MV411-DMSO_1_183_R1_peak_8389_lociStitched	chr10	110261016	110278746	3	1196	3386.43	1921.932
4_MV411-DMSO_1_183_R1_peak_51720_lociStitched	chr6	137957432	137975143	4	4424	4705.8127	1902.1614
4_MV411-DMSO_1_183_R1_peak_2354_lociStitched	chr1	71877289	71894992	4	3873	4719.6198	812.5677
4_MV411-DMSO_1_183_R1_peak_27130_lociStitched	chr18	58877705	58895407	4	3171	5905.3872	2150.793
8_MV411-DMSO_1_183_R1_peak_21172_lociStitched	chr16	27230015	27247709	8	6900	8045.4618	2050.7346
4_MV411-DMSO_1_183_R1_peak_1357_lociStitched	chr1	33126527	33144219	4	2844	5790.5916	1871.8136
7_MV411-DMSO_1_183_R1_peak_17615_lociStitched	chr14	93305502	93323188	7	2598	3970.507	1842.8812
5_MV411-DMSO_1_183_R1_peak_51609_lociStitched	chr6	135231075	135248758	5	2482	4562.214	1787.7513
5_MV411-DMSO_1_183_R1_peak_59270_lociStitched	chr9	91191642	91209320	5	6738	8241.4836	853.8474
6_MV411-DMSO_1_183_R1_peak_56815_lociStitched	chr8	75212607	75230278	6	7521	10466.5333	2230.0802
6_MV411-DMSO_1_183_R1_peak_22254_lociStitched	chr16	75028580	75046242	6	3296	4484.3818	1561.3208
5_MV411-DMSO_1_183_R1_peak_60600_lociStitched	chr9	131727438	131745097	5	7319	10150.3932	1947.7877
3_MV411-DMSO_1_183_R1_peak_28455_lociStitched	chr19	12948112	12965766	3	3132	8883.4928	2955.2796
4_MV411-DMSO_1_183_R1_peak_16004_lociStitched	chr13	108351537	108369190	4	2760	2692.0825	517.2329
5_MV411-DMSO_1_183_R1_peak_46025_lociStitched	chr5	14983853	15001493	5	1372	2337.3	1845.144
5_MV411-DMSO_1_183_R1_peak_8791_lociStitched	chr10	132317445	132335079	5	7380	11206.407	2075.5218
4_MV411-DMSO_1_183_R1_peak_35261_lociStitched	chr2	240610783	240628407	4	11898	17327.9168	2259.3968
6_MV411-DMSO_1_183_R1_peak_62413_lociStitched	chrX	155876895	155894504	6	3995	5869.0797	1671.0941
4_MV411-DMSO_1_183_R1_peak_1317_lociStitched	chr1	32623226	32640821	4	1002	2283.831	1616.9805
8_MV411-DMSO_1_183_R1_peak_14654_lociStitched	chr12	116661063	116678657	8	7344	11217.9344	2128.874
5_MV411-DMSO_1_183_R1_peak_24660_lociStitched	chr17	45295643	45313232	5	2083	3716.5557	1938.3078
8_MV411-DMSO_1_183_R1_peak_35724_lociStitched	chr20	9988625	10006212	8	5201	4829.3902	1296.1619
8_MV411-DMSO_1_183_R1_peak_57963_lociStitched	chr8	133565179	133582765	8	9269	27873.81	3003.6888
6_MV411-DMSO_1_183_R1_peak_56626_lociStitched	chr8	61724687	61742259	6	8673	12711.5848	2786.9192
15_MV411-DMSO_1_183_R1_peak_26006_lociStitched	chr17	80393363	80410934	15	6174	7123.2834	1651.674
5_MV411-DMSO_1_183_R1_peak_36524_lociStitched	chr20	38858880	38876449	5	5795	5859.2615	1923.8055
3_MV411-DMSO_1_183_R1_peak_47440_lociStitched	chr5	131481991	131499558	3	1210	2519.1078	1649.5413
3_MV411-DMSO_1_183_R1_peak_52592_lociStitched	chr7	1934178	1951725	3	4548	7682.0766	1924.9059
4_MV411-DMSO_1_183_R1_peak_31802_lociStitched	chr2	61977596	61995138	4	1112	2375.1868	1406.8684
5_MV411-DMSO_1_183_R1_peak_2468_lociStitched	chr1	84433289	84450827	5	4339	4433.6064	1348.6722
6_MV411-DMSO_1_183_R1_peak_45493_lociStitched	chr4	154984797	155002314	6	4094	4799.658	1474.9314
4_MV411-DMSO_1_183_R1_peak_1295_lociStitched	chr1	32116619	32134127	4	2112	2771.5164	1677.2664
5_MV411-DMSO_1_183_R1_peak_28095_lociStitched	chr19	6516258	6533762	5	8065	19345.4208	3033.4432
5_MV411-DMSO_1_183_R1_peak_42915_lociStitched	chr3	167859962	167877466	5	3354	3786.1152	1767.904
4_MV411-DMSO_1_183_R1_peak_32674_lociStitched	chr2	99824248	99841750	4	4687	10726.9758	1603.1832
7_MV411-DMSO_1_183_R1_peak_60242_lociStitched	chr9	125887363	125904841	7	4495	5783.4702	1538.064
7_MV411-DMSO_1_183_R1_peak_39821_lociStitched	chr3	2623280	2640747	7	7413	9177.1618	1612.2041
8_MV411-DMSO_1_183_R1_peak_14479_lociStitched	chr12	111428387	111445849	8	7945	9467.8964	2346.8928
5_MV411-DMSO_1_183_R1_peak_30505_lociStitched	chr2	9536577	9554026	5	5141	6712.6303	1528.5324
4_MV411-DMSO_1_183_R1_peak_21844_lociStitched	chr16	57166563	57184007	4	1606	2166.5448	1779.288
5_MV411-DMSO_1_183_R1_peak_31830_lociStitched	chr2	62185559	62202998	5	5218	11649.252	2001.9972
6_MV411-DMSO_1_183_R1_peak_18840_lociStitched	chr15	58438764	58456192	6	5381	6936.344	1843.8824
5_MV411-DMSO_1_183_R1_peak_16182_lociStitched	chr14	21075093	21092516	5	4619	4237.2736	1808.5074
6_MV411-DMSO_1_183_R1_peak_55044_lociStitched	chr7	142703478	142720900	6	2091	3642.9402	1775.3018
4_MV411-DMSO_1_183_R1_peak_33131_lociStitched	chr2	119372610	119390028	4	5320	5272.4286	1748.7672
4_MV411-DMSO_1_183_R1_peak_15345_lociStitched	chr13	28090490	28107905	4	11746	41021.0325	4475.655
5_MV411-DMSO_1_183_R1_peak_33298_lociStitched	chr2	131665825	131683240	5	4119	5353.371	1243.431
5_MV411-DMSO_1_183_R1_peak_26648_lociStitched	chr18	23523331	23540741	5	3991	4451.737	1944.697
4_MV411-DMSO_1_183_R1_peak_21210_lociStitched	chr16	28141775	28159184	4	2867	4061.5197	1700.8593
4_MV411-DMSO_1_183_R1_peak_19700_lociStitched	chr15	79977316	79994724	4	4085	5777.7152	1852.2112
6_MV411-DMSO_1_183_R1_peak_45909_lociStitched	chr5	1997225	2014620	6	3810	6434.4105	1918.6685
5_MV411-DMSO_1_183_R1_peak_50043_lociStitched	chr6	33415047	33432430	5	6038	10351.5765	2148.5388
6_MV411-DMSO_1_183_R1_peak_36215_lociStitched	chr20	32568537	32585916	6	8630	14172.5745	2128.9275
4_MV411-DMSO_1_183_R1_peak_62147_lociStitched	chrX	129980208	129997577	4	2801	2499.3991	788.5526
7_MV411-DMSO_1_183_R1_peak_39178_lociStitched	chr22	37726391	37743758	7	4967	7622.3763	1953.7875
6_MV411-DMSO_1_183_R1_peak_23339_lociStitched	chr17	8951381	8968742	6	7544	12819.3624	1980.8901
3_MV411-DMSO_1_183_R1_peak_28753_lociStitched	chr19	17605502	17622847	3	2855	6166.1475	2660.723
6_MV411-DMSO_1_183_R1_peak_48892_lociStitched	chr6	5656216	5673555	6	5059	6798.6219	1577.849
5_MV411-DMSO_1_183_R1_peak_972_lociStitched	chr1	26274400	26291733	5	16151	24283.533	2194.3578
3_MV411-DMSO_1_183_R1_peak_28341_lociStitched	chr19	10408131	10425454	3	10649	19270.1052	2844.4366
5_MV411-DMSO_1_183_R1_peak_5937_lociStitched	chr1	245499892	245517208	5	3509	5328.1332	1837.2276
3_MV411-DMSO_1_183_R1_peak_61383_lociStitched	chrX	38800522	38817827	3	7528	11545.896	756.2285
5_MV411-DMSO_1_183_R1_peak_53560_lociStitched	chr7	47288442	47305742	5	5902	8582.53	1927.22
4_MV411-DMSO_1_183_R1_peak_37965_lociStitched	chr21	36113023	36130316	4	2346	4676.0272	1838.2459
3_MV411-DMSO_1_183_R1_peak_20379_lociStitched	chr16	1467093	1484385	3	8522	22489.9752	2047.3728
5_MV411-DMSO_1_183_R1_peak_7905_lociStitched	chr10	90771572	90788860	5	5093	5763.8192	1763.376
9_MV411-DMSO_1_183_R1_peak_24113_lociStitched	chr17	34365744	34383006	9	3224	4486.3938	2023.1064
7_MV411-DMSO_1_183_R1_peak_4910_lociStitched	chr1	206487464	206504726	7	3564	5218.3026	2057.6304
5_MV411-DMSO_1_183_R1_peak_27767_lociStitched	chr19	1655312	1672574	5	3082	6604.4412	2660.0742
3_MV411-DMSO_1_183_R1_peak_56523_lociStitched	chr8	58138253	58155496	3	1305	3410.6654	2933.0343
3_MV411-DMSO_1_183_R1_peak_15532_lociStitched	chr13	33727773	33745010	3	4717	10978.2453	3619.77
6_MV411-DMSO_1_183_R1_peak_18523_lociStitched	chr15	45636882	45654117	6	4028	6232.176	1790.7165
6_MV411-DMSO_1_183_R1_peak_46871_lociStitched	chr5	80125038	80142271	6	1820	2912.377	1831.8679
5_MV411-DMSO_1_183_R1_peak_8192_lociStitched	chr10	101969235	101986465	5	3525	4055.942	1800.535
5_MV411-DMSO_1_183_R1_peak_36630_lociStitched	chr20	44594491	44611716	5	2473	4321.7525	2006.7125
6_MV411-DMSO_1_183_R1_peak_59545_lociStitched	chr9	99579423	99596647	6	3601	3801.3368	1555.3272
3_MV411-DMSO_1_183_R1_peak_17718_lociStitched	chr14	99021417	99038637	3	4975	7829.934	1546.356
5_MV411-DMSO_1_183_R1_peak_47915_lociStitched	chr5	143649261	143666478	5	1665	3753.306	1659.7188
5_MV411-DMSO_1_183_R1_peak_25416_lociStitched	chr17	67477574	67494766	5	8912	10182.8216	1829.2288
6_MV411-DMSO_1_183_R1_peak_12548_lociStitched	chr12	14257019	14274203	6	4890	6199.9872	1613.5776
2_MV411-DMSO_1_183_R1_peak_53087_lociStitched	chr7	26198433	26215600	2	5374	17875.9971	1814.5519
6_MV411-DMSO_1_183_R1_peak_10392_lociStitched	chr11	64652676	64669832	6	5565	6721.7208	1947.206
8_MV411-DMSO_1_183_R1_peak_2690_lociStitched	chr1	93348379	93365524	8	5093	4198.8105	1423.035
4_MV411-DMSO_1_183_R1_peak_16238_lociStitched	chr14	22737431	22754571	4	2937	3263.456	1753.422
2_MV411-DMSO_1_183_R1_peak_39123_lociStitched	chr22	37228632	37245768	2	6747	11578.7952	2157.4224
9_MV411-DMSO_1_183_R1_peak_33093_lociStitched	chr2	113886645	113903778	9	7710	13137.5844	1711.5867
5_MV411-DMSO_1_183_R1_peak_22608_lociStitched	chr16	87540240	87557372	5	3315	5021.3892	2095.2436
6_MV411-DMSO_1_183_R1_peak_49006_lociStitched	chr6	7041379	7058493	6	3237	4848.3962	1632.6756
4_MV411-DMSO_1_183_R1_peak_34442_lociStitched	chr2	206083388	206100496	4	11419	19634.8516	1486.6852
6_MV411-DMSO_1_183_R1_peak_6305_lociStitched	chr10	14600960	14618062	6	6267	6806.596	1344.2172
4_MV411-DMSO_1_183_R1_peak_58613_lociStitched	chr9	26125689	26142785	4	1749	2643.0416	1318.1016
