GENE,MV411-MYB-dTAG-DMSO_1h,MV411-MYB-dTAG-VHL_1h,MV411-MYB-dTAG-DMSO_2h,MV411-MYB-dTAG-VHL_2h,MV411-MYB-dTAG-DMSO_4h,MV411-MYB-dTAG-VHL_4h,MV411-MYB-dTAG-DMSO_8h,MV411-MYB-dTAG-VHL_8h,MV411-MYB-dTAG-DMSO_12h,MV411-MYB-dTAG-VHL_12h,MV411-MYB-dTAG-DMSO_24h,MV411-MYB-dTAG-VHL_24h,MV411-MYB-dTAG-DMSO_48h,MV411-MYB-dTAG-VHL_48h
E2F3,193.2,220.4,364.2,263.8,200.6,139.6,169.0,216.2,85.6,171.6,171.2,212.8,232.4,120.0
E2F4,100.6,83.2,129.4,102.2,69.0,36.8,72.8,72.4,50.0,66.4,83.4,94.0,115.2,56.2
E2F5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.0
E2F6,114.2,108.4,213.0,155.8,103.6,86.4,97.4,128.6,60.4,104.4,113.4,138.6,146.0,77.2
E4F1,15.2,19.4,20.4,17.2,12.6,5.2,5.6,9.0,8.6,9.6,12.2,11.0,14.4,11.0
EBF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
GPR183,204.2,132.8,432.2,248.6,251.4,290.8,188.2,303.2,152.2,381.6,196.0,363.0,150.4,234.0
ECE1,8.2,9.2,7.2,5.2,6.6,2.8,6.2,7.4,3.6,4.4,8.4,4.6,8.2,0.8
TYMP,0.4,1.6,1.2,1.0,1.2,0.0,1.2,0.6,1.0,0.6,0.6,0.6,0.2,2.2
ECH1,9.4,10.2,20.2,14.2,8.8,6.6,9.0,7.4,4.6,8.8,14.0,16.2,14.0,11.8
ECHS1,29.2,26.8,39.6,31.8,19.6,11.2,20.0,21.2,14.2,17.0,22.4,27.6,33.0,27.2
ECM1,0.2,1.0,1.0,1.2,1.6,0.6,0.6,0.6,0.2,0.2,0.4,0.6,0.8,0.6
ECT2,28.8,30.0,75.8,54.6,30.6,53.6,26.0,58.0,19.2,53.2,33.2,61.2,53.0,20.0
EDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPAR1,9.8,8.2,21.0,8.8,7.0,6.2,6.4,21.0,5.4,19.8,10.2,35.2,9.6,21.4
S1PR3,168.8,152.6,298.0,218.6,167.4,93.6,158.4,115.4,81.0,84.0,225.8,82.4,327.0,11.8
EDN1,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.6,0.2,1.2,0.2,1.4,0.2,0.0
EDNRB,0.2,0.0,0.4,1.2,0.0,4.0,0.0,2.0,0.0,3.8,0.0,5.0,0.2,0.6
PHC1,0.6,1.0,2.4,2.0,0.8,1.2,1.6,3.2,0.8,2.0,1.6,1.8,3.6,1.8
PHC2,79.8,77.2,98.8,71.2,49.8,26.0,46.2,58.0,37.6,44.8,90.2,80.0,105.0,49.4
EEF1A1,480.8,505.8,932.2,722.0,463.0,364.2,421.0,389.2,297.8,378.8,513.4,443.0,631.6,330.8
EEF1A2,0.2,0.2,0.0,1.4,0.2,0.4,0.8,0.2,0.0,1.0,0.4,0.2,0.0,0.0
EEF1B2,43.0,34.4,85.8,56.4,40.0,38.8,41.8,39.8,39.8,42.2,58.8,46.6,83.4,41.6
EEF1D,6.4,10.0,5.6,8.6,5.2,2.8,4.0,4.2,2.6,4.0,5.6,5.8,11.2,3.0
EEF1G,61.8,47.6,95.8,73.6,50.6,25.4,49.0,36.8,33.2,39.8,59.2,56.2,83.8,46.0
EEF2,377.0,357.6,493.2,393.4,258.2,146.2,255.2,213.4,187.0,207.6,377.4,320.8,456.4,194.0
EIF2D,2.4,2.2,3.8,2.8,1.4,1.8,2.0,2.0,1.8,1.8,2.6,1.8,3.6,1.8
EFNA2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
EFNA3,7.6,10.0,14.4,7.6,7.2,1.8,7.0,3.2,4.8,3.4,10.0,12.2,10.4,12.2
EFNA4,6.8,9.0,11.8,18.8,7.2,5.6,6.6,8.4,3.2,7.2,8.4,15.6,14.8,11.6
EFNA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFNB1,7.4,10.2,12.4,15.6,6.2,5.4,5.8,12.6,5.4,6.0,6.4,12.8,4.8,9.2
EFNB2,1.0,1.2,0.8,3.0,0.6,0.6,0.8,0.8,0.2,0.2,0.2,0.4,0.8,0.0
EFNB3,0.2,0.0,0.4,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.2,0.0
EGF,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
CELSR3,3.8,5.6,7.0,4.6,4.0,1.4,5.0,3.8,4.2,5.8,5.6,9.8,10.0,6.2
CELSR2,0.4,1.2,0.4,1.6,0.4,0.6,0.4,2.4,0.4,2.2,1.2,8.0,0.6,4.8
MEGF6,0.8,1.2,1.0,0.6,0.8,1.2,1.2,0.4,0.2,0.0,1.6,0.4,3.2,0.0
MEGF8,13.4,10.6,17.8,13.8,11.8,7.4,12.0,14.4,8.8,11.6,20.2,16.2,23.6,21.8
MEGF9,11.8,21.2,31.0,37.2,16.6,25.6,16.6,38.0,8.4,33.2,21.6,59.2,30.0,45.0
EGFR,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
EGR1,116.6,146.2,55.2,51.8,102.8,40.2,110.4,61.4,134.4,87.4,291.4,29.4,177.0,4.4
EGR2,3.4,8.4,1.4,6.6,3.2,6.6,5.0,19.8,7.0,33.6,13.6,10.4,10.0,1.6
EGR3,23.8,83.2,11.6,26.4,20.6,21.6,68.8,95.4,112.6,159.8,391.0,45.4,299.8,3.2
EGR4,0.4,0.2,1.4,0.8,0.4,0.8,0.2,0.6,1.2,1.0,1.6,0.0,2.0,0.0
EHHADH,0.0,0.0,1.0,0.6,0.8,0.2,0.2,0.4,0.0,1.0,0.6,2.2,0.6,0.8
EIF1AX,195.6,190.0,415.4,236.8,184.2,151.6,201.2,208.8,109.4,199.0,232.8,290.4,259.0,175.8
EIF2S1,239.6,274.2,502.8,348.0,260.4,199.4,246.0,295.4,138.6,270.2,298.2,431.6,407.6,245.8
EIF2B1,97.8,92.4,178.6,124.6,97.2,64.4,87.2,83.4,61.2,70.0,120.4,113.0,175.2,81.6
EIF2S3,150.8,155.8,312.2,227.8,153.0,120.8,145.6,206.2,80.8,154.6,172.0,239.8,251.6,149.0
EPHA2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF4A1,864.4,693.2,1201.8,838.4,665.8,358.2,563.2,654.2,470.2,613.4,751.8,871.6,1001.2,703.2
EIF4A2,661.0,662.6,1373.2,1073.2,907.6,688.4,741.6,974.2,478.6,906.6,660.6,1247.0,782.4,849.4
EIF4B,354.0,352.6,764.4,471.8,452.6,266.0,357.0,426.4,219.2,361.2,354.8,575.8,434.6,299.6
EIF4E,77.6,77.6,184.8,103.6,80.0,68.8,74.8,83.8,45.8,74.0,89.6,130.2,145.4,71.0
EIF4EBP1,110.6,100.2,230.4,127.4,93.2,45.4,84.4,68.0,69.8,53.6,126.8,87.2,310.8,63.4
EIF4EBP2,218.8,265.2,384.6,351.8,198.6,160.8,190.2,274.8,93.8,222.2,221.4,409.2,285.8,198.2
EIF4G1,80.6,69.0,90.8,63.0,52.4,19.8,40.4,49.0,33.4,40.2,54.0,51.6,69.0,34.4
EIF4G2,327.2,404.6,675.4,553.0,311.4,311.8,290.6,464.2,211.4,438.2,383.4,711.8,512.4,449.4
EIF5,737.8,843.2,1503.0,1181.8,902.6,722.8,725.6,928.6,434.2,876.2,725.2,1193.4,881.0,655.4
EIF5A,306.8,271.6,452.4,259.0,242.4,97.6,224.2,191.6,184.6,179.8,318.0,270.4,395.8,150.2
CELA1,0.8,0.0,0.2,1.0,0.0,0.4,0.0,0.6,0.4,1.2,0.4,2.0,0.4,1.4
ELANE,21.4,0.6,34.0,2.2,20.0,0.6,14.0,1.2,13.2,0.4,21.8,1.0,18.6,0.6
SERPINB1,117.2,138.0,212.0,182.2,153.8,119.0,129.4,161.2,74.2,152.6,127.6,224.2,161.0,136.0
ELAVL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELAVL1,120.2,130.6,234.4,150.2,122.4,79.6,119.2,116.2,58.8,109.4,139.6,173.0,165.0,102.8
ELAVL3,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0
ELAVL4,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0
ELF1,497.0,479.6,1236.8,688.2,604.0,457.4,512.8,626.6,338.6,626.0,631.0,1067.6,864.4,656.0
ELF2,132.8,142.4,261.0,177.2,136.0,118.6,123.2,165.6,74.0,160.0,172.6,238.4,199.0,142.8
ELF3,0.6,1.0,1.4,1.6,0.6,0.6,0.4,0.2,0.4,0.6,1.4,0.8,0.2,0.2
ELF4,73.8,72.2,98.8,50.4,67.0,42.8,56.2,65.6,29.6,60.0,77.6,93.8,74.8,51.2
ELF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
ELK1,36.8,38.4,48.2,41.0,26.2,15.4,22.4,39.4,15.0,32.4,36.6,55.0,46.2,25.0
ELK3,20.0,25.6,39.6,32.8,19.4,26.0,25.0,31.8,13.0,39.2,31.6,56.8,34.6,37.0
ELK4,151.8,203.2,290.0,207.6,161.0,116.2,162.4,186.2,73.6,142.8,153.0,249.4,227.6,122.6
EML1,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMD,7.2,4.8,6.6,5.2,1.8,1.8,4.4,3.8,2.6,4.6,7.8,7.0,7.8,3.8
MARK2,56.0,51.4,67.6,47.6,34.4,24.0,36.6,40.6,20.2,35.4,52.6,58.2,58.6,53.0
EMP1,58.6,122.2,76.4,145.2,54.4,100.4,48.0,230.0,30.8,197.8,68.4,116.2,84.4,29.6
EMP2,3.0,5.8,10.4,8.0,6.0,9.8,4.0,18.8,4.4,18.0,6.0,45.2,7.6,34.6
EMP3,13.2,18.2,20.2,19.8,10.2,4.0,6.6,10.2,5.6,8.0,18.0,13.0,25.4,10.6
ADGRE1,1.0,0.4,0.4,1.2,0.0,0.0,0.4,0.2,0.0,0.0,0.6,0.0,0.4,1.0
CTTN,0.6,0.8,0.0,0.4,0.2,0.0,0.0,0.0,0.2,0.4,0.2,0.4,0.0,0.2
EN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENDOG,10.0,6.4,6.8,8.4,2.0,2.8,3.6,4.2,4.2,4.4,6.2,11.2,7.4,10.0
ENG,24.2,25.8,35.2,22.4,24.8,9.4,22.4,20.8,16.2,26.4,43.8,36.4,51.8,14.6
ENO1,338.6,251.6,517.2,290.4,284.4,118.6,245.0,206.8,189.8,179.8,317.8,240.8,415.2,186.4
ENO2,1.2,1.2,2.6,3.8,2.8,4.6,2.4,6.8,3.0,4.2,3.8,7.6,4.0,3.2
ENO3,1.4,0.2,0.4,1.2,0.0,0.6,0.2,0.6,0.2,0.6,1.2,0.6,0.4,0.8
ENSA,198.8,220.0,352.0,359.6,172.8,147.2,166.0,227.4,106.4,199.6,202.6,271.4,336.0,162.6
SLC29A1,24.2,14.2,44.0,20.0,18.0,7.4,23.2,18.4,10.8,13.2,21.2,21.2,14.8,8.6
EP300,32.8,40.2,48.6,49.2,24.8,29.8,28.8,36.4,12.8,44.2,40.2,76.0,41.6,49.4
EPAS1,0.2,1.6,1.0,2.0,1.2,0.8,0.4,1.4,0.0,0.2,0.4,1.6,0.6,1.8
EPB41,68.4,72.8,119.8,126.2,87.2,58.6,71.2,95.4,43.0,83.0,81.8,132.6,112.6,70.2
EPB41L1,0.0,0.2,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2
EPB41L2,15.0,16.6,38.4,29.2,25.0,18.0,21.8,29.4,13.8,26.4,27.2,32.0,39.0,11.2
DMTN,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
STOM,167.8,231.0,352.0,221.0,186.4,118.8,161.4,160.0,89.0,142.2,199.4,227.2,252.4,87.8
EPHA1,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.0
EPHA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPHA7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPHB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPHB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
EPHB3,0.2,0.0,0.2,0.0,0.4,0.0,0.0,0.6,0.2,0.8,0.2,4.2,0.6,2.4
EPHB4,4.6,2.8,3.6,1.4,3.8,1.0,1.8,0.8,2.2,0.8,3.2,0.4,4.8,2.2
EPHB6,1.2,0.6,0.8,0.6,1.0,0.0,0.2,0.6,0.8,0.2,1.4,0.0,1.2,0.4
EPHX1,0.6,1.2,1.2,1.4,1.0,0.6,0.0,0.8,0.6,0.8,0.8,1.8,0.8,0.4
STX2,10.8,12.4,24.8,22.0,15.4,17.8,15.2,28.0,8.2,21.4,16.2,37.8,16.8,35.8
CLN8,73.2,77.8,107.2,86.4,49.6,40.0,48.0,74.6,32.2,62.0,60.0,110.6,71.2,68.8
EPO,0.2,0.8,0.0,0.6,0.0,0.0,0.4,0.2,0.0,0.4,0.8,0.2,0.4,0.2
EPOR,41.0,19.6,78.8,38.6,43.8,15.4,27.2,18.8,25.2,17.6,50.6,30.2,63.4,15.0
EPRS1,10.2,13.2,31.6,23.4,16.0,17.0,18.0,16.6,11.6,13.6,21.8,20.8,47.4,25.4
EPS8,1.8,2.2,6.0,6.2,1.8,3.4,2.6,4.8,0.4,3.2,2.4,5.6,4.6,4.8
EPS15,15.2,25.2,91.4,74.0,42.6,48.2,33.2,56.0,22.4,52.4,41.6,76.8,64.8,53.0
NR2F6,58.0,50.2,67.2,34.6,37.8,18.0,36.8,28.8,25.6,25.8,73.8,57.2,83.2,41.0
ERBB2,0.2,1.0,1.2,0.6,0.0,0.2,0.2,0.8,0.0,0.6,1.2,1.0,2.4,0.8
ERBB3,0.4,0.8,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0
ERBB4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
ERCC1,92.8,92.6,107.8,97.8,60.4,44.2,50.0,72.0,36.8,55.6,75.4,108.4,104.6,68.8
ERCC2,7.2,5.8,8.6,7.8,4.2,1.6,6.4,5.6,2.2,2.8,6.6,7.4,8.2,3.6
ERCC3,19.8,23.4,38.4,36.8,21.8,20.4,18.2,27.0,13.0,24.8,23.0,30.6,30.2,28.0
ERCC4,15.8,15.4,30.0,27.2,15.2,16.6,18.4,27.2,10.4,20.6,23.8,49.8,25.2,27.4
ERCC5,12.4,9.4,24.0,17.0,14.4,13.0,13.2,13.0,10.6,11.0,17.8,25.2,22.0,19.4
ERCC6,9.4,12.6,17.2,15.6,12.6,14.0,11.6,14.6,6.8,17.2,11.2,30.0,14.2,17.6
ERF,48.6,50.8,67.8,43.6,29.2,14.2,33.8,36.0,20.2,29.6,40.2,45.8,40.6,19.2
ERG,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.0,1.0,0.0
ERH,78.0,70.6,154.4,109.0,72.6,51.8,66.6,86.2,48.8,86.4,91.8,117.0,118.0,81.6
ERN1,21.6,10.6,21.2,14.8,16.4,7.2,11.4,12.0,7.6,12.6,11.2,13.2,14.4,4.8
ERV3-1,8.4,16.0,13.6,19.8,8.8,7.4,12.4,14.4,5.4,12.2,11.4,16.0,21.6,6.4
FBL,16.0,13.2,26.4,15.2,13.0,9.4,12.8,8.6,9.8,8.6,14.4,13.0,17.6,11.2
ESD,11.0,9.6,22.4,18.8,9.8,14.6,14.4,12.8,7.2,10.6,14.0,18.6,17.2,7.6
ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESR2,3.0,2.6,3.6,2.4,2.6,2.6,1.6,3.4,1.0,2.8,2.0,2.2,2.2,1.6
ESRRA,49.8,48.8,67.4,46.4,38.8,15.8,33.0,35.0,26.8,24.4,51.6,48.6,68.4,35.6
ESRRB,0.6,0.6,0.6,1.2,0.4,0.8,0.6,0.6,0.0,0.2,0.6,0.6,0.4,1.6
ESRRG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETF1,417.4,457.4,764.2,514.4,459.0,266.6,404.2,511.2,283.2,473.0,574.4,649.0,836.8,347.6
ETFA,8.6,9.4,18.0,17.6,7.2,10.8,11.2,10.4,3.6,11.2,10.6,16.6,19.6,9.4
ETFB,2.4,2.0,3.4,3.0,0.8,2.6,2.2,2.0,2.0,2.2,3.4,4.6,3.2,3.4
ETFDH,1.2,0.6,2.0,1.2,0.8,1.0,0.4,2.2,0.4,0.8,0.6,1.4,2.8,0.4
ETS1,11.2,13.2,25.0,27.8,16.6,17.6,13.6,37.6,9.6,28.4,14.2,41.4,20.2,16.2
ETS2,355.4,211.6,576.2,266.6,398.0,228.8,271.4,335.2,195.8,298.4,312.4,326.8,330.2,146.4
ETV1,1.2,0.0,1.6,1.2,0.8,0.4,0.8,1.0,0.2,0.2,0.6,0.2,4.0,0.2
ETV2,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.2,0.8,0.0
ETV3,8.0,11.4,23.8,18.6,16.2,10.8,12.0,17.2,6.4,12.2,9.6,16.2,12.2,7.0
ETV4,1.0,2.0,2.4,1.2,1.0,0.6,0.8,2.8,1.4,1.2,2.6,3.2,4.4,2.0
ETV5,39.8,51.8,53.2,52.4,27.4,29.6,29.4,57.0,14.2,44.4,45.0,96.4,58.8,54.2
ETV6,308.2,326.4,615.0,204.0,356.4,146.0,278.4,218.4,183.8,210.8,357.0,329.6,451.8,213.6
MECOM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVI2A,106.8,112.4,181.8,183.2,101.4,130.4,119.2,184.6,90.4,257.6,227.0,368.6,306.4,206.8
EVI2B,56.6,39.8,100.0,69.6,59.6,57.0,50.8,92.0,34.4,107.4,80.6,185.2,109.4,129.6
EWSR1,121.0,117.6,211.6,168.0,105.2,92.8,86.4,101.6,47.2,95.4,89.6,133.4,129.4,98.6
EXT1,0.0,0.2,0.0,0.2,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0
EXT2,6.4,6.6,28.0,25.2,13.0,11.0,15.4,17.0,8.6,19.6,16.8,17.4,20.8,14.2
EXTL1,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.6
EXTL2,18.0,28.4,47.2,40.0,26.2,24.0,28.6,32.6,15.8,30.2,30.4,66.0,38.8,36.2
EXTL3,29.4,24.0,40.6,28.4,23.4,18.2,27.6,32.0,15.8,27.2,29.0,40.6,38.4,22.8
EYA1,0.0,0.0,0.2,0.2,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0
EYA2,0.2,0.0,0.8,0.0,0.0,0.0,0.2,0.4,0.2,1.0,0.0,1.2,0.0,2.4
EYA3,109.6,129.0,258.8,221.2,161.4,118.8,124.0,185.2,73.8,142.4,131.0,226.2,158.8,126.2
EZH1,31.6,37.2,80.6,61.2,45.4,27.6,34.0,44.8,23.6,36.8,40.0,66.2,63.4,40.4
EZH2,50.0,41.4,80.4,66.6,36.4,40.6,39.8,43.6,29.4,50.4,40.2,58.0,67.6,41.4
F2R,6.6,7.4,10.6,10.6,7.0,7.2,5.4,10.6,2.8,10.6,14.8,15.6,16.8,13.2
F2RL2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
F3,186.8,99.0,324.6,199.6,295.4,262.8,192.4,288.0,145.8,339.0,248.0,317.2,228.4,167.4
F8,0.4,0.4,1.8,4.0,2.0,1.4,1.0,2.2,1.0,2.6,4.4,6.2,4.4,2.8
F12,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0
F13A1,4.2,1.4,3.2,1.4,3.6,0.6,1.2,1.0,2.6,1.2,1.8,1.2,3.8,0.8
FAAH,1.2,0.0,1.2,1.4,0.4,0.0,0.6,0.6,0.4,0.2,1.0,1.2,1.6,1.2
FABP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FABP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0
FABP5,10.4,9.4,16.0,7.0,7.8,4.8,8.2,4.6,5.0,5.4,9.8,8.0,13.8,4.6
FABP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FANCA,17.6,13.4,28.2,24.6,15.6,8.0,15.2,19.0,8.0,13.6,15.0,19.8,26.6,6.4
FANCC,31.6,25.2,55.0,41.8,30.4,21.8,24.8,39.6,13.4,27.0,27.6,37.6,36.8,17.6
FANCD2,12.4,14.0,21.2,24.2,14.8,11.2,12.2,23.6,11.0,17.2,13.0,20.4,19.4,8.4
FANCE,17.2,22.6,24.4,23.0,13.0,14.4,14.0,21.2,7.8,15.0,19.2,29.6,30.6,13.8
ACSL1,86.8,91.6,142.4,90.8,73.2,61.2,76.2,112.8,42.2,91.8,91.6,153.6,153.2,63.2
ACSL3,32.4,43.0,80.2,63.6,34.6,45.2,34.0,39.4,17.4,40.0,55.8,74.0,90.4,36.8
ACSL4,89.0,126.8,193.6,190.2,102.8,109.4,109.0,146.4,55.6,148.6,133.4,276.6,215.8,135.4
FAH,4.6,4.8,7.4,4.0,2.2,2.4,1.6,3.4,2.4,3.6,5.2,3.4,3.4,4.8
PTK2B,68.8,47.0,139.4,74.4,82.8,36.2,74.8,83.2,51.6,70.0,99.0,138.0,168.0,89.8
BPTF,20.6,18.0,50.8,47.4,24.2,32.0,23.8,39.0,17.4,34.8,33.4,59.6,40.2,57.6
FANCB,0.2,1.0,1.0,2.6,1.0,0.4,1.0,1.8,0.4,0.6,0.4,0.8,2.2,0.2
FANCF,20.4,27.0,53.0,34.8,27.2,19.8,24.8,31.2,13.8,28.6,32.8,48.4,34.8,29.4
FANCG,11.2,11.0,17.8,17.0,7.6,9.8,6.4,15.0,6.2,10.8,8.0,13.2,13.8,8.6
FAP,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBLN1,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0
FARSA,63.6,36.4,77.4,50.4,34.0,18.0,35.4,30.0,31.4,23.0,51.8,46.6,67.6,37.0
FASN,22.4,37.0,27.2,36.2,15.8,6.4,15.2,11.0,10.4,10.2,32.4,29.6,46.2,13.2
FAT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAU,45.0,43.4,72.4,61.4,43.2,29.6,37.4,32.6,40.0,38.2,70.0,59.6,79.6,45.8
FBN1,1.0,2.2,2.8,1.0,4.4,2.6,1.6,2.2,1.6,3.8,2.0,5.6,2.4,1.4
FBP1,0.4,0.4,0.4,0.2,1.0,0.0,0.0,0.0,0.4,0.0,0.2,0.8,0.2,0.4
FCAR,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCER1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.2
MS4A2,2.2,0.0,3.6,0.0,2.8,0.2,2.4,0.4,0.8,0.0,1.2,0.0,0.8,0.0
FCER1G,16.0,20.0,32.8,30.4,13.0,24.2,15.6,40.4,17.6,36.6,41.6,152.0,77.4,142.8
FCER2,1.2,0.2,2.4,1.6,0.4,0.2,0.8,1.2,1.4,0.6,1.2,1.0,5.4,0.2
FCGR1A,25.2,20.8,37.0,32.4,16.8,19.2,18.2,24.2,16.6,29.2,35.0,42.4,60.0,25.8
2210,9.0,5.6,12.0,8.6,8.2,4.8,9.6,17.6,5.4,16.0,16.8,26.0,24.4,10.8
FCGR2A,18.2,16.6,34.8,25.0,28.0,25.2,20.6,40.0,15.0,44.0,34.6,96.6,33.6,75.8
FCGR2B,0.0,0.0,0.4,0.2,0.0,0.4,0.0,0.6,0.0,0.4,0.0,3.4,0.0,6.4
FCGRT,0.6,1.8,1.6,0.4,0.0,0.8,0.4,0.4,0.0,0.8,0.8,2.4,2.0,2.0
FKTN,52.6,49.8,135.8,113.0,84.0,63.0,78.2,78.4,33.8,63.2,75.0,114.4,93.6,55.2
FDFT1,55.2,74.6,93.4,203.0,50.0,59.0,41.2,45.2,26.6,31.0,80.6,105.4,136.8,68.2
FDPS,8.8,14.2,6.2,26.6,3.2,3.8,4.6,6.4,7.2,5.0,13.2,7.4,33.2,7.8
FDX1,20.8,26.2,41.8,33.0,20.0,20.6,20.2,28.4,14.6,26.4,22.2,32.4,34.0,16.4
FDXR,6.4,5.6,7.8,11.4,4.0,3.6,3.0,7.0,2.0,5.6,6.6,9.2,8.4,5.8
FECH,15.0,17.2,34.2,26.8,19.8,14.0,15.2,23.6,7.8,18.2,18.0,31.2,17.6,20.6
FEN1,287.2,266.8,503.0,423.0,219.6,174.6,215.6,334.8,172.6,262.4,260.4,305.4,316.4,192.6
FER,20.8,29.4,51.8,44.8,36.0,38.6,26.6,55.6,14.6,35.4,37.4,67.4,52.6,33.6
FES,3.8,2.8,7.0,4.6,7.6,2.4,4.6,3.2,1.4,1.6,3.2,7.8,6.0,12.6
FGB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGF5,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
FGF7,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
FGF9,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.2,0.6,0.4,0.2
FGF11,2.0,3.2,3.2,2.0,1.4,0.2,0.6,2.4,0.2,1.6,0.8,2.8,2.2,1.2
FGF12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGF13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
